Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Gear (Calculated)* (position)
609387,-5.47,0.00,14.36,8,0.18,2036,0.00,0.00,14.71,16,34.84,34.00,126,3.77,-10.91,5.98,1.46,0.00,-2.01,1.96,0.72,0.00,0.00,14.40,1,0
609478,-5.47,0.00,14.47,8,0.18,1976,0.00,0.00,14.71,16,34.14,34.00,126,3.77,-10.89,5.96,1.46,0.00,-2.01,1.96,0.70,0.00,0.00,14.50,1,0
609570,-5.47,0.00,14.47,8,0.18,1964,0.00,0.00,14.70,16,34.14,33.50,126,3.77,-10.89,5.92,1.46,0.00,-1.70,1.96,0.70,0.00,0.00,14.50,1,0
609661,-5.47,0.00,14.59,8,0.18,1969,0.00,0.00,14.70,16,34.14,33.50,126,3.77,-10.89,5.96,1.46,0.00,-1.70,1.96,0.72,0.00,0.00,14.50,1,0
609752,-5.47,0.00,14.70,8,0.19,1925,0.00,0.00,14.70,16,33.79,33.50,126,3.77,-10.85,6.02,1.46,0.00,-1.70,1.96,0.70,0.00,0.00,14.50,1,0
609843,-5.47,0.00,14.70,8,0.19,1890,0.00,0.00,14.70,16,33.09,33.00,126,3.92,-10.85,5.98,1.46,0.00,-1.70,1.96,0.70,0.00,0.00,14.60,1,0
609935,-4.69,0.00,14.70,8,0.19,1848,0.00,0.00,14.70,16,33.09,32.50,126,3.92,-10.85,5.96,1.46,0.00,-1.70,1.96,0.70,0.00,0.00,14.70,1,0
610027,-4.69,0.00,14.70,8,0.19,1840,0.00,0.00,14.70,16,32.73,32.00,126,3.92,-10.87,5.96,1.46,0.00,-1.70,1.96,0.70,0.00,0.00,14.70,1,0
610118,-4.69,-0.78,14.81,8,0.20,1779,0.00,0.00,14.70,16,32.03,32.00,126,3.77,-10.83,5.96,1.46,0.00,-1.70,1.96,0.70,0.00,0.00,14.70,1,0
610209,-4.69,-0.78,14.81,8,0.20,1766,0.00,0.00,14.70,16,32.03,31.50,126,3.92,-10.81,5.98,1.46,0.00,-1.70,1.96,0.70,0.00,0.00,14.80,1,0
610300,-3.91,-0.78,14.81,8,0.20,1755,0.00,0.00,14.70,16,31.68,31.50,126,3.92,-10.81,6.02,1.46,0.00,-1.70,1.96,0.72,0.00,0.00,14.80,1,0
610391,-3.12,-0.78,14.93,8,0.21,1721,0.00,0.00,14.70,16,31.33,31.00,126,3.92,-10.77,5.91,1.46,0.00,-1.70,1.96,0.70,0.00,0.00,14.90,1,0
610483,-3.12,-0.78,15.04,8,0.21,1691,0.00,0.00,14.70,16,30.98,31.00,126,3.92,-10.71,5.98,1.48,0.00,-1.70,1.96,0.70,0.00,0.00,14.90,1,0
610575,-2.34,-0.78,15.04,8,0.22,1720,0.00,0.00,14.70,16,30.98,30.50,126,4.06,-10.62,5.98,1.46,0.00,-1.70,1.96,0.72,0.00,0.00,15.00,1,0
610666,-2.34,-0.78,15.04,8,0.22,1651,0.00,0.00,14.70,16,30.98,30.50,126,4.06,-10.58,6.05,1.46,0.00,-1.70,1.96,0.70,0.00,0.00,15.00,1,0
610757,-2.34,-0.78,14.93,8,0.22,1647,0.00,0.00,14.70,16,30.62,30.50,126,4.21,-10.52,6.02,1.46,0.00,-1.70,1.96,0.70,0.00,0.00,15.00,1,0
610849,-2.34,-0.78,14.93,8,0.23,1592,0.00,0.00,14.70,16,30.27,30.00,126,4.21,-10.44,5.98,1.46,0.00,-1.70,1.96,0.72,0.00,0.00,14.90,1,0
610940,-3.12,-0.78,14.81,8,0.23,1574,0.00,0.00,14.69,16,29.92,29.50,126,4.35,-10.33,5.98,1.46,0.00,-1.70,1.96,0.72,0.00,0.00,14.90,1,0
611031,-3.12,-0.78,14.59,8,0.23,1587,0.00,0.00,14.70,16,30.27,29.50,126,4.50,-10.25,5.96,1.46,0.00,-1.39,1.96,0.70,0.00,0.00,14.80,1,0
611122,-3.12,-0.78,14.59,8,0.23,1568,0.00,0.00,14.70,16,29.92,29.50,126,4.50,-10.23,5.89,1.46,0.00,-1.39,1.96,0.70,0.00,0.00,14.70,1,0
611213,-3.91,-0.78,14.59,8,0.23,1551,0.00,0.00,14.70,16,29.57,29.50,126,4.50,-10.21,5.92,1.46,0.00,-1.39,1.57,0.70,0.00,0.00,14.50,1,0
611305,-3.91,-0.78,14.36,8,0.23,1535,0.00,0.00,14.70,16,29.57,29.50,126,4.50,-10.17,5.85,1.46,0.00,-1.39,1.57,0.70,0.00,0.00,14.60,1,0
611397,-3.91,-0.78,14.47,8,0.23,1524,0.00,0.00,14.70,16,29.57,29.00,126,4.50,-10.13,5.85,1.46,0.00,-1.39,1.57,0.70,0.00,0.00,14.50,1,0
611488,-3.91,-0.78,14.47,8,0.23,1520,0.00,0.00,14.70,16,29.57,29.00,126,4.50,-10.11,5.85,1.46,0.00,-1.39,1.96,0.70,0.00,0.00,14.50,1,0
611579,-3.91,-0.78,14.47,8,0.22,1511,0.00,0.00,14.70,16,28.87,29.00,126,4.64,-10.11,5.85,1.46,0.00,-1.39,0.00,0.70,0.00,0.00,14.60,1,0
611671,-3.91,-0.78,14.59,8,0.20,1513,0.00,0.00,14.70,16,23.59,29.00,126,4.35,-10.35,5.63,1.42,0.00,-1.39,0.00,0.64,0.00,0.00,14.50,1,0
611762,-3.91,-0.78,14.70,8,0.19,1464,0.00,0.00,14.70,16,17.27,22.50,126,4.21,-10.60,4.60,1.36,0.00,-1.39,0.00,0.64,0.00,0.00,14.60,1,0
611854,-3.91,-0.78,14.70,8,0.18,1441,0.00,0.00,14.70,16,11.64,18.00,126,4.06,-10.81,4.29,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,14.60,1,0
611944,-3.91,-0.78,14.70,8,0.18,1347,0.00,0.00,14.71,16,11.29,19.00,126,3.77,-10.93,4.04,1.30,0.00,-1.39,0.00,0.64,0.00,0.00,14.60,1,0
612037,-3.91,-0.78,14.70,8,0.18,1296,0.00,0.00,14.70,16,10.94,19.00,126,3.77,-10.98,4.07,1.30,0.00,-1.39,0.00,0.64,0.00,0.00,14.60,2,0
612128,-3.91,-0.78,14.70,8,0.20,1275,0.00,0.00,14.70,16,10.59,19.00,126,3.77,-10.98,4.04,1.30,0.00,-1.39,0.00,0.64,0.00,0.00,14.60,2,0
612219,-3.91,-0.78,14.70,8,0.20,1201,0.00,0.00,14.70,16,10.59,18.50,126,3.77,-10.91,4.07,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,14.70,2,0
612311,-3.91,-0.78,14.81,8,0.20,1178,0.00,0.00,14.70,16,10.59,18.50,126,3.77,-10.79,4.07,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,2,0
612402,-3.91,-0.78,14.70,8,0.21,1195,0.00,0.00,14.70,16,10.23,18.00,126,3.92,-10.69,4.02,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,2,0
612493,-3.91,-0.78,14.70,8,0.22,1097,0.00,0.00,14.70,16,10.23,18.00,126,4.06,-10.60,3.96,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,2,0
612584,-3.91,-0.78,14.59,8,0.22,1075,0.00,0.00,14.70,16,9.88,18.00,124,4.21,-10.50,3.93,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,2,0
612676,-4.69,-0.78,14.47,8,0.23,1044,0.00,0.00,14.69,16,9.88,17.50,124,4.21,-10.42,3.99,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,2,0
612767,-4.69,-0.78,14.24,8,0.23,1034,0.00,0.00,14.69,16,9.88,17.50,124,4.35,-10.33,3.99,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,2,0
612858,-4.69,-0.78,14.01,8,0.24,1019,0.00,0.00,14.69,16,9.88,17.50,124,4.35,-10.25,4.02,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,2,0
612950,-4.69,-0.78,14.24,8,0.24,984,0.00,0.00,14.69,16,9.88,17.50,124,4.50,-10.17,3.99,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,2,0
613041,-5.47,-0.78,14.24,8,0.25,973,0.00,0.00,14.69,16,9.88,17.50,124,4.64,-10.07,3.99,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,2,0
613132,-5.47,-0.78,14.01,8,0.25,962,0.00,0.00,14.69,16,9.88,17.50,124,4.64,-9.98,3.99,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,2,0
613224,-5.47,-0.78,14.01,8,0.25,961,0.00,0.00,14.69,16,9.88,17.50,124,4.79,-9.88,3.99,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,2,0
613315,-5.47,-0.78,14.01,8,0.25,958,0.00,0.00,14.69,16,9.88,17.50,124,4.79,-9.80,4.02,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,2,0
613407,-6.25,-0.78,13.78,8,0.25,964,0.00,0.00,14.69,16,9.88,17.50,124,4.93,-9.77,4.02,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,2,0
613498,-6.25,-0.78,13.78,8,0.25,969,0.00,0.00,14.69,16,9.88,17.50,124,4.93,-9.77,4.02,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,2,0
613589,-6.25,-0.78,13.55,8,0.25,977,0.00,0.00,14.69,16,9.88,17.50,124,4.93,-9.73,4.02,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,2,0
613680,-7.03,-0.78,13.67,8,0.25,972,0.00,0.00,14.69,16,9.88,16.50,124,4.93,-9.73,3.99,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.10,2,0
613772,-7.03,-0.78,13.55,8,0.25,975,0.00,0.00,14.69,16,9.88,16.50,124,4.93,-9.73,4.02,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.00,2,0
613863,-7.03,-0.78,13.55,8,0.25,970,0.00,0.00,14.69,16,9.88,15.50,124,4.93,-9.73,4.02,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.00,2,0
613954,-7.03,-0.78,13.67,8,0.25,967,0.00,0.00,14.69,16,9.88,15.50,124,4.93,-9.73,4.02,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.00,2,0
614046,-7.81,-0.78,13.78,8,0.25,965,0.00,0.00,14.69,16,9.88,15.00,124,4.93,-9.71,4.04,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.00,1,0
614136,-7.81,-0.78,13.78,8,0.25,944,0.00,0.00,14.69,16,9.88,14.50,124,4.93,-9.69,4.04,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.00,1,0
614228,-7.03,0.00,13.90,8,0.25,944,0.00,0.00,14.69,16,9.88,15.50,124,5.08,-9.65,4.04,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,13.90,2,0
614320,-7.81,0.00,14.01,8,0.26,946,0.00,0.00,14.69,16,9.88,15.50,124,5.08,-9.65,4.02,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,13.90,2,0
614411,-7.81,0.00,14.13,8,0.25,944,0.00,0.00,14.69,16,9.88,15.00,124,5.08,-9.63,4.02,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.00,2,0
614503,-7.03,0.00,14.36,8,0.25,937,0.00,0.00,14.69,16,9.88,14.50,124,5.08,-9.63,3.99,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,14.10,1,0
614594,-7.03,0.00,14.36,8,0.26,937,0.00,0.00,14.69,16,9.88,15.00,124,5.08,-9.59,3.99,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.10,1,0
614685,-7.03,0.00,14.59,8,0.26,932,0.00,0.00,14.69,16,9.88,14.50,124,5.08,-9.61,4.02,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,1,0
614776,-7.03,0.00,14.59,8,0.26,929,0.00,0.00,14.69,16,9.88,14.00,124,5.08,-9.59,4.02,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1,0
614868,-7.03,0.00,14.47,8,0.26,932,0.00,0.00,14.69,16,9.88,14.50,124,5.08,-9.57,4.02,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1,0
614959,-7.03,0.00,14.47,8,0.26,926,0.00,0.00,14.69,16,9.88,15.00,124,5.08,-9.57,4.04,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1,0
615051,-7.03,0.00,14.47,8,0.26,920,0.00,0.00,14.69,16,9.88,14.00,124,5.08,-9.57,4.02,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1,0
615142,-7.03,0.00,14.47,8,0.26,922,0.00,0.00,14.69,16,9.88,14.00,124,5.08,-9.57,3.99,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
615234,-7.03,0.00,14.59,8,0.26,912,0.00,0.00,14.69,16,9.88,14.50,124,5.08,-9.53,3.99,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
615325,-7.03,0.00,14.59,8,0.26,904,0.00,0.00,14.69,16,9.88,14.00,124,5.22,-9.53,3.99,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
615415,-7.03,0.00,14.70,8,0.26,907,0.00,0.00,14.69,16,9.88,13.50,124,5.22,-9.53,3.99,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1,0
615507,-7.03,0.00,14.70,8,0.26,910,0.00,0.00,14.69,16,9.88,14.00,124,5.22,-9.49,3.99,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
615599,-7.03,0.00,14.70,8,0.26,908,0.00,0.00,14.69,16,9.88,13.50,124,5.22,-9.51,3.99,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
615690,-7.03,0.00,14.70,8,0.26,911,0.00,0.00,14.69,16,9.88,12.50,124,5.22,-9.51,4.02,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
615781,-7.03,0.00,14.81,8,0.27,914,0.00,0.00,14.69,16,9.88,12.50,124,5.22,-9.48,4.02,1.32,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1,0
615873,-7.03,0.00,14.81,8,0.28,912,0.00,0.00,14.69,16,9.88,12.00,124,5.22,-9.42,4.04,1.34,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1,0
615964,-7.03,0.00,14.81,8,0.30,900,0.00,0.00,14.69,16,9.88,11.50,124,5.37,-9.34,4.32,1.36,0.00,-1.08,0.78,0.66,0.00,0.00,14.70,1,0
616056,-7.03,0.00,14.81,8,0.33,884,0.00,0.00,13.69,16,9.88,13.00,124,5.51,-9.13,4.49,1.38,0.00,-1.08,1.18,0.68,0.00,0.00,14.70,1,0
616147,-6.25,0.00,14.81,8,0.37,833,0.00,0.00,12.88,16,10.59,17.00,124,5.66,-8.86,5.11,1.44,0.00,-1.08,1.57,0.70,0.00,0.00,14.80,1,0
616238,-7.03,0.00,15.04,8,0.43,804,0.00,0.00,13.14,16,11.99,10.00,124,6.24,-8.31,5.50,1.44,0.00,-1.08,1.96,0.70,0.00,0.00,14.80,1,0
616329,-7.03,0.00,14.93,8,0.47,796,0.00,0.00,13.04,16,13.75,11.50,124,6.82,-7.66,5.83,1.44,0.00,-1.08,2.35,0.72,0.00,0.00,14.80,1,0
616421,-7.03,0.00,14.93,8,0.53,767,0.00,0.00,13.14,16,15.16,13.00,124,7.25,-7.17,6.42,1.52,0.00,-1.08,3.14,0.74,0.00,0.00,14.90,1,0
616512,-7.81,0.00,14.81,8,0.56,760,0.00,0.00,13.63,16,16.56,14.50,124,8.13,-6.40,6.79,1.52,0.00,-1.08,3.14,0.74,0.00,0.00,14.90,1,0
616603,-9.38,0.00,14.24,8,0.56,818,0.00,0.00,14.64,16,19.38,17.00,124,8.56,-6.01,7.37,1.58,0.00,-1.08,3.14,0.76,0.00,0.00,15.00,1,0
616694,-13.28,0.00,14.24,8,0.53,881,0.00,0.00,14.64,16,22.19,19.00,124,8.85,-5.59,7.61,1.58,0.00,-1.08,3.53,0.76,0.00,0.00,14.70,1,0
616785,-16.41,0.00,13.21,8,0.50,953,0.00,0.00,15.42,16,23.95,21.50,124,9.14,-5.53,7.78,1.58,0.00,-1.08,3.53,0.76,0.00,0.00,14.30,1,0
616877,-15.62,0.00,12.75,8,0.49,1052,0.00,0.00,14.66,16,24.30,23.50,124,9.14,-5.65,8.03,1.60,0.00,-1.08,3.53,0.76,0.00,0.00,13.60,1,0
616968,-14.06,0.00,12.75,8,0.48,1094,0.00,0.00,14.66,16,25.00,23.50,124,8.85,-5.84,8.14,1.62,0.00,-1.08,3.53,0.76,0.00,0.00,13.50,1,0
617059,-10.16,0.00,13.90,8,0.46,1148,0.00,0.00,14.66,16,25.35,24.50,124,8.71,-6.11,8.23,1.62,0.00,-1.08,3.53,0.78,0.00,0.00,13.50,1,0
617150,-7.03,0.00,14.70,8,0.45,1160,0.00,0.00,14.67,16,25.70,25.00,124,8.56,-6.27,8.31,1.62,0.00,-1.08,3.92,0.78,0.00,0.00,13.90,1,0
617242,-1.56,0.00,15.04,8,0.44,1194,0.00,0.00,14.67,16,26.05,25.00,124,8.27,-6.46,8.36,1.62,0.00,-1.08,3.92,0.78,0.00,0.00,14.70,1,0
617333,0.78,0.00,16.88,8,0.43,1237,0.00,0.00,14.68,16,26.41,25.50,124,8.27,-6.61,8.44,1.62,0.00,-1.08,3.92,0.78,0.00,0.00,16.20,1,0
617425,0.78,0.00,17.23,8,0.42,1278,0.00,0.00,14.68,16,26.76,26.00,124,7.98,-6.85,8.44,1.62,0.00,-1.39,3.92,0.78,0.00,0.00,16.80,1,0
617516,-0.78,0.00,17.00,8,0.41,1324,0.00,0.00,14.69,16,27.11,26.50,124,7.69,-7.14,8.52,1.62,0.00,-1.39,4.71,0.78,0.00,0.00,16.90,1,0
617608,-1.56,0.00,16.31,8,0.43,1323,0.00,0.00,13.94,16,27.11,26.50,124,7.55,-7.15,9.13,1.66,0.00,-1.39,4.71,0.80,0.00,0.00,16.60,1,0
617698,-0.78,0.00,15.73,8,0.44,1326,0.00,0.00,14.68,16,27.11,26.50,124,7.55,-7.10,9.58,1.68,0.00,-1.39,4.71,0.80,0.00,0.00,16.10,1,0
617790,-0.78,0.00,15.39,8,0.46,1284,0.00,0.00,14.68,16,26.76,26.50,124,7.69,-7.06,9.81,1.70,0.00,-1.39,4.71,0.80,0.00,0.00,15.70,1,0
617881,-0.78,0.00,15.27,8,0.47,1236,0.00,0.00,14.68,16,26.05,26.00,124,7.69,-6.85,9.90,1.70,0.00,-1.39,4.71,0.80,0.00,0.00,15.40,1,0
617972,-0.78,0.00,15.04,8,0.51,1155,0.00,0.00,13.89,16,25.35,25.00,124,7.98,-6.46,9.77,1.70,0.00,-1.39,4.71,0.80,0.00,0.00,15.30,1,0
618064,-0.78,0.00,15.04,8,0.48,1243,0.00,0.00,15.11,16,26.41,25.00,124,8.27,-6.21,9.81,1.70,0.00,-1.08,4.71,0.80,0.00,0.00,15.10,1,0
618155,-1.56,0.00,14.93,8,0.46,1306,0.00,0.00,15.11,16,27.11,26.00,124,8.42,-6.25,9.90,1.70,0.00,-1.08,5.10,0.82,0.00,0.00,15.10,1,0
618246,-3.12,0.00,14.36,8,0.48,1280,0.00,0.00,14.68,16,26.76,26.00,124,8.42,-6.34,10.10,1.72,0.00,-1.39,5.10,0.82,0.00,0.00,14.90,1,0
618338,-2.34,0.00,14.36,8,0.48,1290,0.00,0.00,14.68,16,27.11,26.00,124,8.42,-6.25,10.24,1.72,0.00,-1.39,5.88,0.82,0.00,0.00,14.40,1,0
618429,-0.78,0.00,14.70,8,0.50,1354,0.00,0.00,14.68,16,27.81,27.00,124,8.56,-6.09,10.46,1.78,0.00,-1.39,6.27,0.86,0.00,0.00,14.50,1,0
618520,0.78,0.00,14.81,8,0.51,1426,0.00,0.00,14.67,16,27.81,27.00,124,8.71,-5.94,12.01,1.82,0.00,-1.39,6.67,0.86,0.00,0.00,14.80,1,0
618612,1.56,0.00,15.16,8,0.52,1414,0.00,0.00,14.67,16,28.16,27.50,124,8.85,-5.80,12.23,1.82,0.00,-1.39,6.67,0.86,0.00,0.00,15.20,1,0
618703,1.56,0.00,15.27,8,0.52,1513,0.00,0.00,14.68,16,28.87,27.50,124,9.00,-5.70,12.45,1.84,0.00,-1.39,7.45,0.88,0.00,0.00,15.40,1,0
618795,1.56,-0.78,15.27,8,0.53,1511,0.00,0.00,14.67,16,28.87,28.50,124,9.00,-5.51,13.28,1.86,0.00,-1.39,7.45,0.88,0.00,0.00,15.50,1,0
618886,1.56,-0.78,15.16,8,0.52,1542,0.00,0.00,14.68,16,29.57,28.50,124,9.29,-5.39,13.57,1.88,0.00,-1.39,7.45,0.90,0.00,0.00,15.20,1,0
618977,2.34,-0.78,15.16,8,0.51,1628,0.00,0.00,14.68,16,30.27,29.00,124,9.29,-5.43,13.69,1.88,0.00,-1.70,8.24,0.90,0.00,0.00,15.10,1,0
619069,3.12,-0.78,15.04,8,0.53,1647,0.00,0.00,14.68,16,30.27,29.50,124,9.29,-5.38,13.93,1.90,0.00,-1.70,8.24,0.92,0.00,0.00,15.10,1,0
619160,4.69,-0.78,15.39,8,0.54,1725,0.00,0.00,14.68,16,30.98,30.00,124,9.43,-5.32,15.14,1.94,0.00,-1.70,8.63,0.92,0.00,0.00,15.10,1,0
619251,4.69,-0.78,15.39,8,0.55,1771,0.00,0.00,14.68,16,31.68,30.50,124,9.43,-5.30,15.40,1.96,0.00,-1.70,9.02,0.94,0.00,0.00,15.30,1,0
619342,4.69,-0.78,15.27,8,0.55,1805,0.00,0.00,14.68,16,32.03,30.50,124,9.43,-5.28,16.30,1.98,0.00,-1.70,9.41,0.94,0.00,0.00,15.30,1,0
619434,5.47,-0.78,15.04,8,0.56,1880,0.00,0.00,14.68,16,32.73,31.50,124,9.43,-5.24,17.13,2.00,0.00,-1.70,9.80,0.96,0.00,0.00,15.20,1,0
619525,5.47,-0.78,15.04,8,0.56,1924,0.00,0.00,14.68,16,33.09,32.00,124,9.43,-5.18,17.64,2.02,0.00,-1.70,10.20,0.98,0.00,0.00,15.10,1,0
619617,5.47,-0.78,15.04,8,0.57,1994,0.00,0.00,14.68,16,33.79,33.00,124,9.58,-5.07,18.64,2.06,0.00,-1.70,10.59,0.98,0.00,0.00,15.00,1,0
619708,5.47,-0.78,14.93,8,0.57,2031,0.00,0.00,14.68,16,34.14,33.00,124,9.72,-4.97,18.88,2.06,0.00,-1.70,10.98,1.00,0.00,0.00,15.00,1,0
619799,4.69,-0.78,14.81,8,0.56,2094,0.00,0.00,14.68,16,34.84,33.50,124,9.72,-4.95,19.50,2.08,0.00,-1.70,10.98,1.00,0.00,0.00,14.80,1,0
619890,4.69,-0.78,14.59,8,0.55,2163,0.00,0.00,14.69,16,35.55,34.50,124,9.72,-4.99,19.82,2.10,0.00,-1.39,10.98,1.00,0.00,0.00,14.60,1,0
619982,5.47,-0.78,14.70,8,0.56,2211,0.00,0.00,14.69,16,35.90,35.00,124,9.72,-5.03,19.73,2.10,0.00,-1.39,10.98,1.00,0.00,0.00,14.70,1,0
620073,5.47,-0.78,14.70,8,0.56,2240,0.00,0.00,14.69,16,36.60,35.50,124,9.72,-5.01,20.47,2.12,0.00,-1.39,10.98,1.00,0.00,0.00,14.80,1,0
620165,5.47,-0.78,14.70,8,0.57,2339,0.00,0.00,14.20,16,37.30,36.00,124,9.72,-5.03,21.49,2.14,0.00,-1.39,10.98,1.00,0.00,0.00,14.80,1,0
620256,4.69,-0.78,14.81,8,0.57,2389,0.00,0.00,14.69,16,38.01,36.50,124,9.72,-5.01,22.33,2.16,0.00,-1.39,10.98,1.00,0.00,0.00,14.80,1,0
620348,4.69,-0.78,14.70,8,0.57,2463,0.00,0.00,14.69,16,39.06,37.00,124,9.72,-5.01,23.33,2.18,0.00,-1.39,10.98,1.00,0.00,0.00,14.80,1,0
620440,5.47,0.00,14.59,8,0.57,2523,0.00,0.00,14.69,16,39.41,38.00,124,9.58,-5.10,23.12,2.18,0.00,-1.39,11.37,1.00,0.00,0.00,14.60,1,0
620531,5.47,0.00,14.70,8,0.57,2615,0.00,0.00,14.69,16,40.47,39.50,124,9.43,-5.26,23.75,2.22,0.00,-1.39,10.98,1.00,0.00,0.00,14.70,1,0
620623,5.47,0.00,14.70,8,0.56,2637,0.00,0.00,14.69,16,41.52,39.50,124,9.43,-5.39,24.49,2.22,0.00,-1.39,11.37,1.00,0.00,0.00,14.80,1,0
620715,5.47,0.00,14.70,8,0.55,2683,0.00,0.00,14.69,16,42.23,40.00,124,9.29,-5.47,24.71,2.22,0.00,-1.39,10.98,1.00,0.00,0.00,14.70,1,0
620805,4.69,0.00,14.59,8,0.55,2754,0.00,0.00,14.69,16,43.28,41.50,124,9.14,-5.55,24.82,2.22,0.00,-1.39,11.37,1.00,0.00,0.00,14.60,1,0
620897,4.69,0.00,14.47,8,0.54,2800,0.00,0.00,14.70,16,43.63,42.50,124,9.14,-5.65,25.35,2.24,0.00,-1.39,10.98,1.02,0.00,0.00,14.60,1,0
620988,4.69,0.00,14.59,8,0.54,2832,0.00,0.00,14.70,16,43.63,42.50,124,9.00,-5.78,25.67,2.26,0.00,-1.39,10.98,1.02,0.00,0.00,14.60,1,0
621080,4.69,0.00,14.59,8,0.53,2928,0.00,0.00,14.70,16,43.63,42.50,124,8.85,-5.92,25.56,2.24,0.00,-1.39,10.98,1.00,0.00,0.00,14.70,1,0
621171,4.69,0.00,14.59,8,0.48,2948,0.00,0.00,15.40,16,43.98,43.00,124,8.42,-6.42,25.56,2.24,0.00,-1.39,7.45,0.96,0.00,0.00,14.70,1,0
621263,3.12,0.00,14.59,8,0.36,2958,0.00,0.00,15.61,16,40.47,43.50,124,7.55,-8.18,18.18,2.00,0.00,-2.32,0.00,0.72,0.00,0.00,14.40,1,0
621354,0.00,0.00,14.24,10,0.24,2924,0.00,0.00,15.57,16,19.73,40.00,122,5.95,-10.02,10.85,1.70,0.00,-2.32,0.00,0.64,0.00,0.00,14.40,1,0
621445,0.00,0.00,13.09,10,0.19,2880,0.00,0.00,15.05,16,2.50,13.00,122,4.21,-10.64,8.44,1.60,0.00,-2.32,0.00,0.64,0.00,0.00,14.20,1,0
621536,0.00,0.00,12.40,10,0.18,2704,0.00,0.00,14.70,16,-15.08,-1.50,122,3.92,-10.96,7.98,1.60,0.00,-2.32,0.00,0.64,0.00,0.00,13.60,1,0
621628,0.00,0.00,12.40,10,0.18,2576,0.00,0.00,14.70,16,-15.08,-15.50,122,3.77,-10.87,7.94,1.58,0.00,-2.01,0.00,0.64,0.00,0.00,13.60,1,0
621719,0.00,0.00,14.24,10,0.18,2314,0.00,0.00,14.70,16,-15.08,-15.50,122,3.92,-10.79,7.57,1.56,0.00,-2.01,0.00,0.64,0.00,0.00,13.40,6,0
621811,0.00,0.00,15.50,10,0.17,2208,0.00,0.00,14.70,16,-15.08,-15.50,122,3.92,-10.73,6.98,1.52,0.00,-2.01,0.00,0.64,0.00,0.00,14.00,6,1
