Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
12385,0.00,0.00,14.70,7,0.55,560,57.1,21.6,0.00,0.00,7.02,16,14.10,17.50,72,11.46,-3.33,8.47,1.60,0.00,-1.70,0.00,0.62,0.00,0.00,31.50
12481,0.00,0.00,14.70,7,1.00,476,56.9,21.5,0.00,0.00,2.98,16,13.40,17.00,72,11.90,-2.80,8.38,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,28.50
12577,0.00,0.00,14.70,7,1.14,386,56.9,21.5,0.00,0.00,3.27,16,13.05,16.50,72,12.48,-2.26,8.05,1.50,0.00,-1.70,0.00,0.62,0.00,0.00,26.70
12672,0.00,0.00,14.70,7,0.44,386,57.0,20.8,0.00,0.00,3.50,16,14.80,16.50,72,12.48,-2.26,7.63,1.46,0.00,-1.70,0.00,0.62,0.00,0.00,23.70
12769,0.00,0.00,14.70,7,0.44,236,56.9,20.4,0.00,0.00,7.02,16,14.80,16.50,72,13.64,-1.01,7.63,1.46,0.00,-1.70,0.78,0.68,0.00,0.00,22.80
12865,0.00,0.00,14.70,7,0.44,179,57.0,20.4,0.00,0.00,7.02,16,14.80,17.50,72,15.53,0.79,6.69,1.22,0.00,-1.70,1.18,0.68,0.00,0.00,23.50
12961,0.00,0.00,14.70,7,0.44,179,57.0,20.4,0.00,0.00,7.01,16,14.80,9.50,72,15.53,0.79,4.17,1.20,0.00,-1.70,1.18,0.68,0.00,0.00,23.80
13056,0.00,0.00,14.70,7,0.44,154,57.1,20.3,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,4.17,1.04,0.00,-1.70,0.78,0.68,0.00,0.00,24.40
13152,0.00,0.00,14.70,7,0.44,154,57.1,20.4,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,2.12,0.82,0.00,-1.70,1.18,0.68,0.00,0.00,24.40
13248,0.00,0.00,14.70,7,0.44,154,57.2,20.4,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,2.12,1.06,0.00,-1.70,1.18,0.68,0.00,0.00,23.70
13344,0.00,0.00,14.70,7,0.44,154,57.2,20.4,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,2.12,0.88,0.00,-1.70,0.78,0.68,0.00,0.00,24.30
13440,0.00,0.00,14.70,7,0.44,154,57.4,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,2.12,0.76,0.00,-1.70,1.18,0.68,0.00,0.00,24.00
13536,0.00,0.00,14.70,7,0.44,154,57.3,20.4,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,2.12,0.74,0.00,-1.70,1.18,0.68,0.00,0.00,23.90
13632,0.00,0.00,14.70,7,0.44,0,57.3,20.4,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,2.12,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,23.70
13728,0.00,0.00,14.70,7,0.44,0,57.5,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,23.70
13824,0.00,0.00,14.70,7,0.44,0,57.5,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,23.80
13919,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,24.00
14016,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,24.10
14112,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,24.00
14208,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,24.00
14304,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,24.30
14400,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,24.30
14496,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,24.40
14592,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,24.50
14688,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,24.50
14785,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,24.70
14880,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,24.70
14977,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,24.70
15073,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,24.80
15169,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,24.80
15264,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,24.90
15361,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,24.90
15457,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,25.00
15552,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.00
15648,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.00
15744,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.10
15840,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,25.00
15937,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.30
16032,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,25.10
16129,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.00
16224,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.10
16321,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.29,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.10
16417,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.20
16513,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,25.40
16608,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.30
16705,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.40
16800,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,25.60
16896,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.30
16992,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,25.50
17088,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.50
17184,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.60
17280,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.60
17376,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.60
17473,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.70
17568,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.70
17664,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.70
17760,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.70
17855,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.80
17952,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.70
18048,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,25.70
18143,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,25.70
18240,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.70
18335,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,25.70
18431,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.36,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,25.70
18527,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,25.80
18624,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.70
18720,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.80
18816,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.80
18912,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.70
19007,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,25.80
19104,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.90
19200,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,26.00
19296,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.80
19392,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,26.00
19487,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.80
19584,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.90
19679,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.70
19776,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.80
19872,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,25.90
19967,0.00,0.00,14.70,7,0.44,0,57.6,20.5,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,26.00
20063,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,26.00
20159,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.80
20255,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.90
20351,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.90
20447,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.80
20543,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.80
20639,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,25.80
20735,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.80
20831,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.90
20927,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,25.80
21023,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.90
21119,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.80
21215,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.70
21311,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.70
21407,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.80
21503,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.70
21599,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.80
21695,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.80
21791,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.70
21887,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.80
21984,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.80
22079,0.00,0.00,14.70,7,0.44,0,57.6,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,25.90
22176,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.70
22272,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.19,3.66,0.70,0.00,-1.70,0.78,0.68,0.00,0.00,25.70
22368,0.00,0.00,14.70,7,0.44,0,57.7,20.6,0.00,0.00,7.01,16,14.80,9.50,72,14.51,-0.23,3.66,0.70,0.00,-1.70,1.18,0.68,0.00,0.00,25.70
