Time (msec),Engine Load* (g/rev),Engine Speed (rpm),Coolant Temperature (F),Mass Airflow (g/s),A/F Sensor #1 (AFR),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value)
275924,0.13,1134,203,4.79,13.09,14.10,22.00,3.77,-10.87,1.38,0.00,0.66,0.00,0.00,0.00,16
275992,0.13,1100,203,4.75,13.09,14.10,22.00,3.92,-10.77,1.38,0.00,0.66,0.00,0.00,0.00,16
276053,0.14,1070,203,4.75,12.75,14.10,22.00,3.92,-10.69,1.38,0.00,0.66,0.00,0.00,0.00,16
276117,0.14,1036,203,4.75,12.63,14.10,22.00,4.06,-10.65,1.38,0.00,0.66,0.00,0.00,0.00,16
276185,0.14,1015,203,4.73,12.40,14.10,22.00,4.06,-10.58,1.38,0.00,0.66,0.00,0.00,0.00,16
276246,0.14,998,203,4.69,12.29,14.10,22.00,4.21,-10.50,1.36,0.00,0.66,0.00,0.00,0.00,16
276310,0.14,969,203,4.46,12.06,14.10,22.00,4.35,-10.35,1.36,0.00,0.66,0.00,0.00,0.00,16
276374,0.14,940,203,4.29,11.94,14.10,22.00,4.35,-10.29,1.34,0.00,0.66,0.00,0.00,0.00,16
276439,0.14,940,203,4.13,11.71,14.10,22.00,4.50,-10.21,1.32,0.00,0.66,0.00,0.00,0.00,16
276499,0.14,906,203,4.04,11.60,14.10,22.00,4.50,-10.13,1.32,0.00,0.66,0.00,0.00,0.00,16
276563,0.13,888,203,3.88,11.37,14.10,22.00,4.64,-10.02,1.30,0.00,0.66,0.00,0.00,0.00,16
276628,0.13,866,203,3.83,11.37,14.10,22.00,4.79,-9.90,1.30,0.00,0.66,0.00,0.00,0.00,16
276692,0.13,854,203,3.78,11.25,14.10,22.00,4.93,-9.82,1.28,0.00,0.66,0.00,0.00,0.00,16
276756,0.13,844,203,3.70,11.25,14.10,22.00,4.93,-9.78,1.28,0.00,0.66,0.00,0.00,0.00,16
276820,0.13,837,203,3.65,11.14,14.10,22.00,5.08,-9.69,1.28,0.00,0.66,0.00,0.00,0.00,16
276885,0.13,828,203,3.58,11.14,14.10,22.00,5.08,-9.63,1.28,0.00,0.66,0.00,0.00,0.00,16
276950,0.13,820,203,3.56,11.14,14.10,22.00,5.08,-9.57,1.28,0.00,0.66,0.00,0.00,0.00,16
277010,0.14,810,203,3.58,11.14,14.10,22.00,5.08,-9.57,1.26,0.00,0.66,0.00,0.00,0.00,16
277074,0.14,797,203,3.60,11.25,14.10,22.00,5.22,-9.51,1.26,0.00,0.66,0.00,0.00,0.00,16
277138,0.14,794,203,3.60,11.25,14.10,22.00,5.22,-9.46,1.28,0.00,0.66,0.00,0.00,0.00,16
277203,0.14,780,203,3.58,11.25,14.10,22.00,5.22,-9.46,1.26,0.00,0.66,0.00,0.00,0.00,16
277267,0.14,756,203,3.58,11.37,14.10,22.00,5.37,-9.36,1.28,0.00,0.66,0.00,0.00,0.00,16
277331,0.15,744,203,3.65,11.37,14.10,22.00,5.37,-9.28,1.30,0.00,0.66,0.00,0.00,0.00,16
277395,0.16,724,203,3.67,11.60,14.10,22.00,5.51,-9.22,1.28,0.00,0.66,0.00,0.00,0.00,16
277459,0.16,721,203,3.73,11.71,14.10,22.00,5.66,-9.07,1.30,0.00,0.66,0.00,0.00,0.00,16
277524,0.16,712,203,3.83,11.94,14.10,22.00,5.80,-9.01,1.30,0.00,0.66,0.00,0.00,0.00,16
277588,0.17,710,205,3.91,12.29,14.10,22.00,5.80,-8.88,1.32,0.00,0.66,0.00,0.00,0.00,16
277652,0.17,704,205,3.96,12.52,14.10,22.00,5.95,-8.82,1.30,0.00,0.66,0.00,0.00,0.00,16
277716,0.17,714,203,4.04,12.98,14.10,22.00,5.95,-8.68,1.32,0.00,0.66,0.00,0.00,0.00,16
277780,0.17,725,203,4.13,13.21,14.10,22.00,6.09,-8.62,1.34,0.00,0.66,0.00,0.00,0.00,16
277841,0.17,740,205,4.13,13.55,14.10,20.50,6.09,-8.53,1.34,0.00,0.66,0.00,0.00,0.00,16
277909,0.16,759,205,4.15,14.01,14.10,20.00,6.24,-8.51,1.32,0.00,0.66,0.00,0.00,0.00,16
277969,0.16,762,205,4.13,14.24,14.10,17.50,6.24,-8.49,1.34,0.00,0.66,0.00,0.00,0.00,16
278034,0.16,784,205,4.10,14.47,14.10,15.50,6.24,-8.51,1.32,0.00,0.66,0.00,0.00,0.00,16
278098,0.15,808,205,4.10,14.47,14.10,12.50,6.09,-8.59,1.30,0.00,0.66,0.00,0.00,0.00,16
278162,0.15,821,205,4.02,14.70,14.10,10.50,6.09,-8.62,1.30,0.00,0.66,0.00,0.00,0.00,16
278227,0.14,830,205,4.02,14.59,14.10,10.50,6.09,-8.66,1.32,0.00,0.66,0.00,0.00,0.00,16
278291,0.14,843,205,3.99,14.59,14.10,9.50,5.95,-8.76,1.32,0.00,0.66,0.00,0.00,0.00,16
278352,0.14,846,205,3.99,14.47,14.10,9.50,5.95,-8.80,1.32,0.00,0.66,0.00,0.00,0.00,16
278417,0.14,843,205,3.96,14.47,14.10,9.50,5.80,-8.86,1.30,0.00,0.66,0.00,0.00,0.00,16
278481,0.18,826,205,4.15,14.47,14.10,11.50,5.80,-8.88,1.36,0.00,0.72,0.00,0.00,0.00,16
278545,0.20,815,205,4.80,14.47,14.45,13.00,5.95,-8.49,1.46,0.00,0.72,0.00,0.00,0.00,16
278609,0.22,811,205,5.81,14.70,14.80,14.00,6.24,-8.10,1.48,0.00,0.74,0.00,0.00,0.00,16
278673,0.22,841,205,6.26,14.70,15.86,15.00,6.82,-7.95,1.52,0.00,0.74,0.00,0.00,0.00,16
278738,0.22,905,205,6.66,14.81,16.91,16.00,6.96,-7.70,1.54,0.00,0.76,0.00,0.00,0.00,16
278802,0.21,979,205,6.95,14.93,17.62,16.50,7.25,-7.43,1.56,0.00,0.78,0.00,0.00,0.00,16
278866,0.20,979,205,7.57,15.04,17.97,17.00,7.40,-7.35,1.58,0.00,0.78,0.00,0.00,0.00,16
278926,0.20,1103,205,7.98,15.04,19.38,18.50,7.40,-7.35,1.62,0.00,0.78,0.00,0.00,0.00,16
278991,0.20,1180,205,8.52,14.01,21.48,20.50,7.40,-7.29,1.64,0.00,0.80,0.00,0.00,0.00,16
279055,0.21,1262,205,9.31,13.32,23.24,23.50,7.40,-7.35,1.68,0.00,0.82,0.00,0.00,0.00,16
279119,0.22,1333,205,9.99,13.78,26.05,25.50,7.40,-7.35,1.72,0.00,0.82,0.00,0.00,0.00,16
279183,0.23,1386,205,10.59,14.47,27.11,26.00,7.40,-7.31,1.76,0.00,0.84,0.00,0.00,0.00,16
279248,0.23,1438,205,11.05,14.93,27.81,27.00,7.55,-7.21,1.78,0.00,0.84,0.00,0.00,0.00,16
279312,0.24,1456,205,11.61,15.50,28.52,27.00,7.55,-7.12,1.82,0.00,0.86,0.00,0.00,0.00,16
279377,0.25,1493,205,13.14,15.96,29.22,27.50,7.84,-6.92,1.88,0.00,0.88,0.00,0.00,0.00,16
279437,0.26,1545,205,13.65,16.08,29.57,28.50,8.13,-6.54,1.90,0.00,0.90,0.00,0.00,0.00,16
279501,0.25,1598,205,14.15,15.62,31.33,28.50,8.27,-6.40,1.92,0.00,0.90,0.00,0.00,0.00,16
279566,0.25,1679,205,14.34,15.04,32.03,30.50,8.27,-6.38,1.92,0.00,0.90,0.00,0.00,0.00,16
279630,0.25,1731,205,14.53,14.70,33.09,32.00,8.27,-6.46,1.92,0.00,0.90,0.00,0.00,0.00,16
279694,0.25,1768,205,14.60,14.70,33.44,32.50,8.13,-6.50,1.92,0.00,0.90,0.00,0.00,0.00,16
279758,0.25,1777,205,14.86,14.59,33.44,33.00,8.13,-6.54,1.92,0.00,0.90,0.00,0.00,0.00,16
279823,0.26,1774,205,14.98,14.81,33.79,33.00,8.27,-6.52,1.94,0.00,0.92,0.00,0.00,0.00,16
279891,0.26,1761,205,15.19,15.16,33.09,32.50,8.27,-6.44,1.96,0.00,0.92,0.00,0.00,0.00,16
279951,0.28,1722,205,15.33,15.39,32.03,32.00,8.42,-6.32,1.96,0.00,0.92,0.00,0.00,0.00,16
280015,0.29,1663,205,15.41,15.50,31.33,30.50,8.71,-6.07,1.94,0.00,0.92,0.00,0.00,0.00,16
280079,0.30,1595,205,15.19,15.27,30.98,30.00,9.00,-5.86,1.94,0.00,0.92,0.00,0.00,0.00,16
280143,0.31,1534,205,15.11,15.16,30.98,30.00,9.29,-5.53,1.96,0.00,0.92,0.00,0.00,0.00,16
280207,0.34,1446,205,15.33,14.93,30.27,29.50,9.58,-5.22,1.94,0.00,0.92,0.00,0.00,0.00,16
280272,0.35,1369,205,14.92,14.59,28.52,29.00,10.01,-4.85,1.94,0.00,0.92,0.00,0.00,0.00,16
280336,0.35,1278,205,14.73,14.24,27.11,27.00,10.59,-4.39,1.94,0.00,0.92,0.00,0.00,0.00,16
280396,0.35,1254,205,14.73,13.55,27.11,26.00,10.59,-4.04,1.94,0.00,0.94,0.00,0.00,0.00,16
280464,0.34,1325,205,14.79,13.44,29.57,28.00,10.74,-3.94,1.92,0.00,0.94,0.00,0.00,0.00,16
280524,0.35,1343,205,15.26,13.44,28.87,28.50,10.74,-3.93,1.94,0.00,0.94,0.00,0.00,0.00,16
280589,0.34,1312,205,15.19,13.32,29.22,27.50,10.88,-3.81,1.94,0.00,0.94,0.00,0.00,0.00,16
280653,0.34,1377,205,15.11,13.67,29.92,28.50,10.88,-3.77,1.94,0.00,0.94,0.00,0.00,0.00,16
280717,0.35,1376,205,15.63,14.47,29.92,29.50,10.88,-3.81,1.96,0.00,0.94,0.00,0.00,0.00,16
280782,0.33,1407,205,16.00,14.70,30.62,29.00,10.88,-3.77,1.96,0.00,0.96,0.00,0.00,0.00,16
280846,0.34,1430,205,15.85,15.04,30.98,30.00,10.88,-3.81,1.96,0.00,0.96,0.00,0.00,0.00,16
280910,0.34,1427,205,16.00,15.16,30.98,30.00,10.88,-3.75,1.96,0.00,0.96,0.00,0.00,0.00,16
280974,0.34,1438,205,16.29,15.27,31.33,30.50,10.88,-3.75,1.98,0.00,0.96,0.00,0.00,0.00,16
281039,0.34,1482,205,16.36,15.27,32.03,31.00,10.88,-3.75,2.00,0.00,0.96,0.00,0.00,0.00,16
281103,0.34,1470,205,16.66,15.16,32.38,31.00,10.88,-3.79,2.02,0.00,0.96,0.00,0.00,0.00,16
281163,0.33,1498,205,16.66,15.04,32.38,31.50,10.88,-3.75,2.00,0.00,0.96,0.00,0.00,0.00,16
281228,0.33,1548,205,17.19,15.04,33.44,32.50,10.88,-3.81,2.02,0.00,0.96,0.00,0.00,0.00,16
281292,0.33,1537,205,17.26,15.04,33.09,32.50,10.88,-3.83,2.02,0.00,0.96,0.00,0.00,0.00,16
281357,0.33,1558,205,17.42,15.04,33.44,32.50,10.88,-3.83,2.02,0.00,0.98,0.00,0.00,0.00,16
281421,0.33,1593,205,17.48,15.04,34.14,33.00,10.88,-3.87,2.02,0.00,0.98,0.00,0.00,0.00,16
281485,0.34,1609,205,18.02,15.04,34.49,33.50,10.88,-3.89,2.04,0.00,0.98,0.00,0.00,0.00,16
281549,0.34,1609,205,18.10,15.04,34.49,33.50,10.88,-3.85,2.04,0.00,0.98,0.00,0.00,0.00,16
281614,0.33,1599,205,18.26,15.04,34.84,34.00,10.88,-3.85,2.04,0.00,1.00,0.00,0.00,0.00,16
281678,0.35,1632,205,18.80,14.93,35.55,34.50,10.88,-3.79,2.08,0.00,1.02,0.00,0.00,0.00,16
281738,0.37,1661,205,20.33,14.81,35.20,34.00,11.17,-3.58,2.12,0.00,1.04,0.00,0.00,0.00,16
281802,0.38,1680,205,21.20,14.70,34.84,34.00,11.46,-3.25,2.14,0.00,1.06,0.00,0.00,0.00,16
281867,0.39,1716,205,22.58,14.70,33.79,34.00,11.75,-3.04,2.18,0.00,1.08,0.00,0.00,0.00,16
281931,0.40,1736,205,23.16,14.59,33.09,33.00,11.90,-2.77,2.20,0.00,1.12,0.00,0.00,0.00,16
281995,0.41,1738,205,24.04,14.47,33.09,32.00,12.19,-2.48,2.22,0.00,1.12,0.00,0.00,0.00,16
282059,0.40,1776,205,24.42,14.36,33.44,32.00,12.33,-2.32,2.22,0.00,1.12,0.00,0.00,0.00,16
282124,0.42,1800,205,25.10,14.47,33.09,32.00,12.62,-2.15,2.24,0.00,1.14,0.00,0.00,0.00,16
282188,0.41,1805,205,25.48,14.70,32.73,31.50,12.77,-1.97,2.26,0.00,1.16,0.00,0.00,0.00,16
282252,0.43,1838,205,26.62,14.70,33.44,32.00,12.91,-1.80,2.28,0.00,1.18,0.00,0.00,0.00,16
282316,0.43,1874,205,26.83,14.81,32.73,31.50,13.06,-1.64,2.28,0.00,1.20,0.00,0.00,0.00,16
282381,0.43,1883,205,27.98,14.81,32.73,31.50,13.20,-1.51,2.30,0.00,1.20,0.00,0.00,0.00,16
282441,0.44,1932,205,28.61,14.81,33.09,31.00,13.35,-1.39,2.32,0.00,1.24,0.00,0.00,0.00,16
282506,0.44,1966,205,29.25,14.81,33.09,32.00,13.49,-1.24,2.34,0.00,1.24,0.00,0.00,0.00,16
282574,0.44,1988,205,29.58,14.93,33.09,32.00,13.64,-1.10,2.36,0.00,1.28,0.00,0.00,0.00,16
282634,0.45,2009,205,30.26,14.93,32.38,32.00,13.78,-0.91,2.36,0.00,1.28,0.00,0.00,0.00,16
282699,0.45,2037,205,30.58,14.81,32.38,32.00,13.93,-0.85,2.38,0.00,1.30,0.00,0.00,0.00,16
282762,0.46,2057,205,31.92,14.81,32.38,32.00,14.07,-0.70,2.40,0.00,1.32,0.00,0.00,0.00,16
282826,0.45,2092,205,32.49,14.81,32.73,31.00,14.22,-0.54,2.42,0.00,1.34,0.00,0.00,0.00,16
282891,0.47,2135,205,33.33,14.81,32.03,32.00,14.22,-0.46,2.44,0.00,1.34,0.00,0.00,0.00,16
282955,0.47,2146,205,33.57,14.70,31.33,30.50,14.36,-0.37,2.44,0.00,1.34,0.00,0.00,0.00,16
283020,0.47,2182,205,33.57,14.70,32.38,31.50,14.36,-0.31,2.44,0.00,1.34,0.00,0.00,0.00,16
283084,0.47,2221,205,34.80,14.59,32.03,30.50,14.36,-0.29,2.46,0.00,1.34,0.00,0.00,0.00,16
283145,0.48,2246,205,35.29,14.59,31.33,30.50,14.51,-0.17,2.46,0.00,1.34,0.00,0.00,0.00,16
283209,0.48,2259,205,36.27,14.59,31.33,30.00,14.51,-0.17,2.48,0.00,1.34,0.00,0.00,0.00,16
283273,0.48,2323,205,37.00,14.59,31.33,30.50,14.51,-0.14,2.50,0.00,1.34,0.00,0.00,0.00,16
283338,0.48,2328,205,37.62,14.36,31.33,30.50,14.51,-0.21,2.50,0.00,1.26,0.00,0.00,0.00,16
283402,0.45,2366,205,36.27,14.47,33.79,31.50,14.36,-0.52,2.48,0.00,1.20,0.00,0.00,0.00,16
283466,0.43,2393,205,34.92,14.36,34.84,33.50,13.93,-0.93,2.46,0.00,1.18,0.00,0.00,0.00,16
283530,0.43,2436,205,34.92,14.36,35.90,35.00,13.64,-1.20,2.46,0.00,1.12,0.00,0.00,0.00,16
283595,0.42,2461,205,33.08,14.59,36.95,36.00,13.20,-1.74,2.42,0.00,1.10,0.00,0.00,0.00,16
283655,0.40,2473,205,32.37,14.70,38.36,37.00,12.77,-2.22,2.40,0.00,1.06,0.00,0.00,0.00,16
283720,0.37,2493,205,31.25,14.36,39.77,38.50,12.04,-2.69,2.38,0.00,1.04,0.00,0.00,0.00,16
283784,0.36,2533,205,30.48,14.24,41.88,40.50,11.75,-3.06,2.36,0.00,1.02,0.00,0.00,0.00,16
283848,0.34,2552,205,28.61,14.36,43.28,42.50,11.17,-3.58,2.32,0.00,1.00,0.00,0.00,0.00,16
283913,0.33,2554,205,27.87,14.70,43.63,42.50,10.74,-4.06,2.28,0.00,0.98,0.00,0.00,0.00,16
283977,0.32,2583,205,26.52,14.70,43.63,42.50,10.16,-4.60,2.28,0.00,0.96,0.00,0.00,0.00,16
284041,0.29,2583,205,25.48,14.59,43.98,43.00,9.72,-4.95,2.26,0.00,0.94,0.00,0.00,0.00,16
284105,0.28,2593,205,24.99,14.24,44.34,43.50,9.43,-5.24,2.24,0.00,0.94,0.00,0.00,0.00,16
284166,0.28,2622,205,24.13,14.13,44.69,43.50,9.14,-5.57,2.22,0.00,0.94,0.00,0.00,0.00,16
284230,0.27,2645,205,23.16,14.47,44.69,43.50,8.85,-5.82,2.20,0.00,0.92,0.00,0.00,0.00,16
284295,0.25,2656,205,21.89,14.81,44.34,43.50,8.56,-6.19,2.16,0.00,0.90,0.00,0.00,0.00,16
284359,0.24,2671,205,21.71,14.81,44.34,43.50,8.13,-6.54,2.14,0.00,0.90,0.00,0.00,0.00,16
284423,0.23,2652,205,20.32,14.70,44.34,43.50,7.98,-6.75,2.12,0.00,0.88,0.00,0.00,0.00,16
284488,0.22,2671,205,20.33,14.81,44.34,43.50,7.69,-7.00,2.10,0.00,0.88,0.00,0.00,0.00,16
284553,0.22,2700,205,19.90,14.81,43.98,43.50,7.55,-7.17,2.10,0.00,0.88,0.00,0.00,0.00,16
284613,0.22,2686,205,19.66,14.93,43.98,43.00,7.40,-7.31,2.08,0.00,0.88,0.00,0.00,0.00,16
284678,0.22,2686,205,19.27,15.04,43.98,43.00,7.25,-7.46,2.08,0.00,0.86,0.00,0.00,0.00,16
284742,0.21,2713,205,18.88,15.04,43.98,43.00,7.11,-7.62,2.06,0.00,0.86,0.00,0.00,0.00,16
284807,0.20,2706,205,18.41,15.04,43.98,43.00,6.96,-7.73,2.06,0.00,0.86,0.00,0.00,0.00,16
284871,0.20,2721,205,18.18,15.04,43.98,43.00,6.82,-7.83,2.04,0.00,0.86,0.00,0.00,0.00,16
284935,0.20,2743,205,17.26,14.81,43.98,43.00,6.67,-7.93,2.00,0.00,0.82,0.00,0.00,0.00,16
284996,0.19,2740,205,16.36,14.81,43.28,42.50,6.38,-8.22,2.00,0.00,0.82,0.00,0.00,0.00,16
285060,0.18,2736,205,16.14,14.93,42.93,42.50,6.24,-8.43,1.98,0.00,0.82,0.00,0.00,0.00,16
285124,0.17,2757,205,15.85,14.81,41.88,41.00,6.09,-8.57,1.96,0.00,0.82,0.00,0.00,0.00,16
285189,0.17,2753,205,14.99,14.47,41.52,41.00,5.80,-8.76,1.92,0.00,0.80,0.00,0.00,0.00,16
285253,0.16,2756,205,14.34,14.36,41.17,40.50,5.66,-8.97,1.90,0.00,0.78,0.00,0.00,0.00,16
285317,0.15,2750,205,13.64,14.47,40.12,39.00,5.51,-9.15,1.88,0.00,0.78,0.00,0.00,0.00,16
285382,0.15,2733,205,13.45,14.36,39.41,39.00,5.37,-9.30,1.88,0.00,0.78,0.00,0.00,0.00,16
285446,0.14,2721,205,13.45,14.59,39.41,38.50,5.37,-9.38,1.88,0.00,0.78,0.00,0.00,0.00,16
285510,0.14,2743,205,13.26,14.59,39.06,38.00,5.22,-9.48,1.86,0.00,0.78,0.00,0.00,0.00,16
285571,0.14,2746,205,12.96,14.81,39.06,38.00,5.22,-9.55,1.86,0.00,0.78,0.00,0.00,0.00,16
285639,0.14,2741,205,12.96,14.93,39.06,38.00,5.08,-9.61,1.86,0.00,0.78,0.00,0.00,0.00,16
285703,0.14,2744,205,12.75,15.04,38.71,38.00,5.08,-9.61,1.86,0.00,0.78,0.00,0.00,0.00,16
285764,0.14,2757,205,12.85,15.16,39.06,38.00,5.08,-9.65,1.86,0.00,0.78,0.00,0.00,0.00,16
285828,0.14,2746,205,12.96,15.16,39.06,38.00,5.08,-9.65,1.86,0.00,0.78,0.00,0.00,0.00,16
285892,0.14,2735,205,13.01,15.27,39.06,38.00,5.08,-9.67,1.86,0.00,0.78,0.00,0.00,0.00,16
285957,0.13,2727,205,12.63,15.16,38.71,38.00,5.08,-9.73,1.84,0.00,0.68,0.00,0.00,0.00,16
286021,0.12,2723,205,10.13,14.93,32.73,34.50,4.64,-10.23,1.70,0.00,0.66,0.00,0.00,0.00,16
286085,0.11,2696,205,9.17,14.70,19.73,22.50,4.21,-10.64,1.68,0.00,0.66,0.00,0.00,0.00,16
286149,0.11,2681,205,10.03,14.59,7.77,13.50,3.92,-10.77,1.72,0.00,0.66,0.00,0.00,0.00,16
286214,0.11,2733,205,10.23,14.70,-3.83,2.00,3.77,-10.89,1.74,0.00,0.66,0.00,0.00,0.00,16
286274,0.12,2696,205,10.49,14.81,-10.16,-9.50,3.77,-10.87,1.74,0.00,0.66,0.00,0.00,0.00,16
286343,0.12,2658,205,10.59,16.19,-10.16,-10.50,3.92,-10.81,1.74,0.00,0.66,0.00,0.00,0.00,16
286407,0.12,2672,205,10.43,18.72,-10.16,-10.50,3.92,-10.77,1.74,0.00,0.66,0.00,0.00,0.00,16
286467,0.12,2684,205,10.49,20.10,-10.16,-10.50,3.92,-10.77,1.76,0.00,0.66,0.00,0.00,0.00,16
286531,0.12,2644,205,10.33,22.62,-10.16,-10.50,3.92,-10.79,1.74,0.00,0.66,0.00,0.00,0.00,16
286595,0.12,2632,205,10.27,25.15,-10.16,-10.50,3.92,-10.77,1.72,0.00,0.66,0.00,0.00,0.00,16
286660,0.12,2626,205,10.28,25.61,-10.16,-10.50,3.92,-10.79,1.72,0.00,0.66,0.00,0.00,0.00,16
286724,0.12,2626,205,10.17,23.77,-10.16,-10.50,3.92,-10.77,1.72,0.00,0.66,0.00,0.00,0.00,16
286788,0.12,2604,205,10.17,23.54,-10.16,-10.50,3.92,-10.77,1.72,0.00,0.66,0.00,0.00,0.00,16
286856,0.12,2569,205,9.88,23.54,-10.16,-10.50,3.92,-10.79,1.72,0.00,0.72,0.00,0.00,0.00,16
286916,0.14,2589,205,11.66,23.77,-8.75,-8.50,4.21,-10.46,1.82,0.00,0.74,0.00,0.00,0.00,16
286980,0.14,2578,205,12.04,24.00,-4.18,-5.00,4.64,-10.09,1.82,0.00,0.72,0.00,0.00,0.00,16
287045,0.13,2554,205,10.01,23.54,2.15,-2.00,4.35,-10.33,1.66,0.00,0.66,0.00,0.00,0.00,16
287109,0.12,2540,205,8.78,23.77,-9.80,-2.00,3.92,-10.79,1.66,0.00,0.66,0.00,0.00,0.00,16
287173,0.11,2516,205,9.08,23.43,-10.16,-10.00,3.77,-10.91,1.66,0.00,0.66,0.00,0.00,0.00,16
287237,0.11,2519,205,9.08,22.51,-10.16,-10.50,3.77,-10.89,1.66,0.00,0.66,0.00,0.00,0.00,16
287301,0.11,2519,205,9.35,21.82,-10.16,-10.50,3.92,-10.85,1.68,0.00,0.66,0.00,0.00,0.00,16
287366,0.11,2485,205,9.08,20.79,-10.16,-10.50,3.77,-10.87,1.66,0.00,0.66,0.00,0.00,0.00,16
287430,0.11,2470,205,9.13,22.16,-10.16,-10.50,3.92,-10.79,1.66,0.00,0.66,0.00,0.00,0.00,16
287494,0.11,2476,205,8.91,23.31,-10.16,-10.50,3.92,-10.77,1.66,0.00,0.66,0.00,0.00,0.00,16
287556,0.11,2450,205,8.87,23.31,-10.16,-10.50,3.92,-10.71,1.66,0.00,0.66,0.00,0.00,0.00,16
287620,0.11,2432,205,8.87,22.62,-10.16,-10.50,4.06,-10.71,1.66,0.00,0.66,0.00,0.00,0.00,16
287684,0.11,2445,205,8.73,23.54,-10.16,-10.50,4.06,-10.69,1.66,0.00,0.66,0.00,0.00,0.00,16
287748,0.11,2424,205,8.82,24.00,-10.16,-10.50,4.06,-10.69,1.66,0.00,0.66,0.00,0.00,0.00,16
287813,0.11,2404,205,8.61,23.54,-10.16,-10.50,4.06,-10.65,1.64,0.00,0.66,0.00,0.00,0.00,16
287877,0.11,2412,205,8.65,24.00,-10.16,-10.50,4.06,-10.69,1.64,0.00,0.66,0.00,0.00,0.00,16
287941,0.11,2386,205,8.47,23.66,-10.16,-10.50,4.06,-10.64,1.64,0.00,0.66,0.00,0.00,0.00,16
288002,0.10,2374,205,8.19,23.54,-10.16,-10.50,4.06,-10.65,1.62,0.00,0.66,0.00,0.00,0.00,16
288066,0.10,2353,205,8.14,23.43,-10.16,-10.50,4.06,-10.65,1.62,0.00,0.66,0.00,0.00,0.00,16
288130,0.10,2344,205,8.14,23.66,-10.16,-10.50,4.06,-10.67,1.62,0.00,0.66,0.00,0.00,0.00,16
288194,0.10,2332,205,8.11,23.89,-10.16,-10.50,4.06,-10.69,1.60,0.00,0.66,0.00,0.00,0.00,16
288258,0.10,2311,205,7.70,23.77,-10.16,-10.50,3.92,-10.75,1.58,0.00,0.66,0.00,0.00,0.00,16
288322,0.10,2322,205,7.62,23.54,-10.16,-10.50,3.92,-10.79,1.58,0.00,0.66,0.00,0.00,0.00,16
288386,0.10,2288,205,7.41,23.66,-10.16,-10.50,3.92,-10.81,1.56,0.00,0.66,0.00,0.00,0.00,16
288450,0.09,2277,205,7.06,23.66,-10.16,-10.50,3.92,-10.83,1.52,0.00,0.66,0.00,0.00,0.00,16
288515,0.09,2264,205,6.77,23.89,-10.16,-10.50,3.77,-10.87,1.54,0.00,0.66,0.00,0.00,0.00,16
288580,0.09,2269,205,6.73,23.66,-10.16,-10.50,3.77,-10.89,1.52,0.00,0.66,0.00,0.00,0.00,16
288644,0.09,2222,205,6.66,23.77,-10.16,-10.50,3.77,-10.89,1.52,0.00,0.66,0.00,0.00,0.00,16
288708,0.08,2216,205,6.37,23.54,-10.16,-10.50,3.77,-10.89,1.50,0.00,0.66,0.00,0.00,0.00,16
288772,0.09,2228,205,6.22,23.66,-10.16,-10.50,3.77,-10.94,1.50,0.00,0.66,0.00,0.00,0.00,16
288836,0.09,2190,205,6.29,24.00,-10.16,-10.50,3.77,-10.93,1.50,0.00,0.66,0.00,0.00,0.00,16
288897,0.08,2185,205,6.22,23.89,-10.16,-10.50,3.77,-10.94,1.48,0.00,0.66,0.00,0.00,0.00,16
288962,0.08,2180,205,6.04,23.66,-10.16,-10.50,3.77,-10.98,1.48,0.00,0.66,0.00,0.00,0.00,16
289026,0.08,2166,205,6.07,23.66,-10.16,-10.50,3.77,-11.02,1.48,0.00,0.66,0.00,0.00,0.00,16
289090,0.08,2155,205,5.85,23.66,-10.16,-10.50,3.63,-11.04,1.46,0.00,0.66,0.00,0.00,0.00,16
289155,0.08,2138,205,5.74,23.66,-10.16,-10.50,3.63,-11.08,1.46,0.00,0.66,0.00,0.00,0.00,16
289219,0.08,2128,205,5.74,23.66,-10.16,-10.50,3.63,-11.12,1.46,0.00,0.66,0.00,0.00,0.00,16
289283,0.08,2112,205,5.59,23.77,-10.16,-10.50,3.63,-11.12,1.44,0.00,0.66,0.00,0.00,0.00,16
289348,0.08,2112,205,5.36,23.77,-10.16,-10.50,3.48,-11.16,1.44,0.00,0.66,0.00,0.00,0.00,16
289412,0.08,2086,205,5.30,24.00,-10.16,-10.50,3.48,-11.18,1.42,0.00,0.66,0.00,0.00,0.00,16
289472,0.08,2077,205,5.33,23.66,-10.16,-10.50,3.48,-11.20,1.42,0.00,0.66,0.00,0.00,0.00,16
289537,0.08,2080,205,5.30,23.66,-10.16,-10.50,3.48,-11.25,1.42,0.00,0.66,0.00,0.00,0.00,16
289600,0.08,2068,205,5.21,23.77,-10.16,-10.50,3.48,-11.25,1.42,0.00,0.66,0.00,0.00,0.00,16
289665,0.07,2040,205,5.21,23.66,-10.16,-10.50,3.48,-11.25,1.40,0.00,0.66,0.00,0.00,0.00,16
289729,0.08,2033,205,5.17,24.00,-10.16,-10.50,3.48,-11.25,1.42,0.00,0.66,0.00,0.00,0.00,16
