Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),TGV Sensor Left (V),TGV Sensor Right (V)
27413,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.33
27508,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.65,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.37
27605,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
27701,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
27797,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.68,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
27893,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.68,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
27989,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
28086,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.37
28183,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.08,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
28278,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.68,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
28374,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.37
28470,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
28567,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
28663,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
28759,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
28855,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.68,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
28951,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.08,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
29047,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
29143,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
29239,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
29335,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
29430,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
29526,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
29622,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.08,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.37
29718,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
29814,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
29911,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.08,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.37
30007,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.08,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.33
30103,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.68,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.37
30199,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
30294,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
30391,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.65,-0.08,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
30487,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
30583,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.65,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.37
30679,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.08,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
30775,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
30871,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
30967,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.33
31062,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
31159,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.65,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
31255,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
31351,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
31447,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.65,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
31542,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
31638,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
31735,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
31831,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.33
31927,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.68,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
32023,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
32119,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
32215,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.37
32311,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
32407,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.37
32503,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.08,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
32598,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
32695,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
32791,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
32887,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.37
32984,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
33080,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.65,-0.08,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
33176,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.37
33272,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.68,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
33368,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.68,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
33463,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
33560,0.00,0.00,14.70,7,0.44,0,0.00,0.00,0.00,16,-20.00,9.50,66,14.51,-0.14,3.66,0.70,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
33655,0.00,0.00,14.70,7,0.44,114,0.00,0.00,0.00,16,13.75,9.50,66,14.65,-0.12,3.66,1.06,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.33
33751,0.00,0.00,14.70,7,0.44,114,0.00,0.00,13.84,16,13.75,9.50,66,14.65,-0.12,1.81,1.02,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
33847,0.00,0.00,14.70,7,0.44,164,0.00,0.00,13.84,16,13.75,9.50,66,14.65,-0.12,1.81,1.16,0.00,-1.08,0.00,0.68,0.00,0.00,0.00,0.00,0.35
33943,0.00,0.00,14.70,7,0.44,376,0.00,0.00,7.56,16,14.45,17.50,66,13.64,-1.01,2.56,1.12,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
34039,0.00,0.00,14.70,7,0.44,1199,0.00,0.00,7.56,16,16.21,19.50,66,11.90,-2.32,4.35,1.52,0.00,-1.08,0.00,0.62,0.00,0.00,0.00,0.00,0.35
34135,0.00,0.00,14.70,7,0.44,1442,0.00,0.00,7.57,16,17.27,20.00,66,10.30,-4.85,9.49,1.66,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
34231,0.00,0.00,14.70,7,0.40,1932,0.00,0.00,7.57,16,17.27,20.50,66,7.55,-6.88,9.90,1.70,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
34326,0.00,0.00,14.70,7,0.35,2075,0.00,0.00,7.58,16,15.51,19.00,66,6.82,-8.10,7.78,1.72,0.00,-2.01,0.00,0.64,0.00,0.00,0.00,0.00,0.35
34422,0.00,0.00,14.70,7,0.32,2070,0.00,0.00,7.59,16,13.05,16.00,66,5.66,-8.95,10.59,1.74,0.00,-2.01,0.00,0.64,0.00,0.00,0.00,0.00,0.35
34519,0.00,0.00,14.70,7,0.31,2034,0.00,0.00,7.86,16,11.99,15.50,66,5.37,-9.34,10.39,1.72,0.00,-2.01,0.00,0.64,0.00,0.00,0.00,0.00,0.35
34615,0.00,0.00,14.70,7,0.32,1941,0.00,0.00,7.87,16,11.99,15.50,66,5.22,-9.44,10.39,1.72,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
34710,0.00,0.00,14.70,7,0.32,1877,0.00,0.00,8.13,16,11.99,15.50,66,5.22,-9.44,10.28,1.72,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
34807,0.00,0.00,14.70,7,0.33,1851,0.00,0.00,8.14,16,11.99,15.50,66,5.37,-9.38,10.28,1.72,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
34903,0.00,0.00,14.70,7,0.36,1762,0.00,0.00,8.40,16,11.99,15.50,66,5.37,-9.26,10.54,1.74,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
34999,0.00,0.00,14.70,7,0.36,1745,0.00,0.00,8.40,16,11.99,15.50,66,5.51,-9.18,10.59,1.74,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
35095,0.00,0.00,14.70,7,0.36,1746,0.00,0.00,8.65,16,11.99,15.50,66,5.51,-9.17,10.54,1.74,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
35191,0.00,0.00,14.70,7,0.35,1766,0.00,0.00,8.66,16,11.99,15.50,66,5.51,-9.17,10.28,1.72,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
35287,0.00,0.00,14.70,7,0.35,1754,0.00,0.00,8.89,16,11.99,15.50,66,5.51,-9.17,10.18,1.72,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
35382,0.00,0.00,14.70,7,0.35,1753,0.00,0.00,8.90,16,11.99,15.50,66,5.51,-9.22,10.18,1.72,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
35479,0.00,0.00,14.70,7,0.35,1764,0.00,0.00,9.12,16,11.99,15.50,66,5.37,-9.26,10.19,1.72,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
35574,0.00,0.00,14.70,7,0.34,1762,0.00,0.00,9.13,16,11.99,15.50,66,5.37,-9.28,10.14,1.72,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
35670,0.00,0.00,14.70,7,0.34,1751,0.00,0.00,9.34,16,11.99,15.50,66,5.37,-9.34,10.08,1.70,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
35767,0.00,0.00,14.70,7,0.34,1736,0.00,0.00,9.35,16,11.99,15.50,66,5.37,-9.36,9.81,1.70,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
35862,0.00,0.00,14.70,7,0.34,1731,0.00,0.00,9.55,16,11.99,13.50,66,5.37,-9.38,9.81,1.70,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
35959,0.00,0.00,14.70,7,0.34,1732,0.00,0.00,9.56,16,11.99,14.00,66,5.22,-9.46,9.63,1.70,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
36055,0.00,0.00,14.70,7,0.33,1730,0.00,0.00,9.57,16,11.99,15.00,66,5.22,-9.48,9.53,1.68,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
36151,0.00,0.00,14.70,7,0.33,1714,0.00,0.00,9.75,16,11.99,17.00,66,5.22,-9.53,9.45,1.68,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
36247,0.00,0.00,14.70,7,0.33,1703,0.00,0.00,9.77,16,11.99,16.00,66,5.08,-9.55,9.45,1.68,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
36343,0.00,0.00,14.70,7,0.33,1707,0.00,0.00,9.94,16,11.99,16.50,66,5.08,-9.59,9.31,1.66,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
36439,0.00,0.00,14.70,7,0.32,1712,0.00,0.00,9.95,16,11.99,15.50,64,5.08,-9.63,9.27,1.66,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
36535,0.00,0.00,14.70,7,0.32,1716,0.00,0.00,10.12,16,11.99,15.00,64,5.08,-9.65,9.18,1.66,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
36631,0.00,0.00,14.70,7,0.32,1705,0.00,0.00,10.13,16,11.99,16.00,64,5.08,-9.69,9.09,1.66,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
36727,0.00,0.00,14.70,7,0.31,1688,0.00,0.00,10.28,16,11.99,17.50,64,4.93,-9.77,8.91,1.66,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
36822,0.00,0.00,14.70,7,0.31,1686,0.00,0.00,10.29,16,11.99,17.50,64,4.93,-9.84,8.60,1.64,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
36919,0.00,0.00,14.70,7,0.30,1680,0.00,0.00,10.44,16,11.99,17.50,64,4.79,-9.94,8.44,1.62,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
37015,0.00,0.00,14.70,7,0.29,1666,0.00,0.00,10.45,16,11.99,19.00,64,4.64,-10.06,7.98,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
37111,0.00,0.00,14.70,7,0.29,1631,0.00,0.00,10.46,16,11.99,21.00,64,4.64,-10.07,7.90,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
37206,0.00,0.00,14.70,7,0.29,1630,0.00,0.00,10.60,16,11.99,21.00,64,4.64,-10.11,7.90,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
37302,0.00,0.00,14.70,7,0.28,1619,0.00,0.00,10.60,16,11.99,23.00,64,4.50,-10.19,7.53,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
37398,0.00,0.00,14.70,7,0.27,1587,0.00,0.00,10.73,16,11.99,22.50,64,4.50,-10.23,7.37,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00,0.00,0.35
37494,0.00,0.00,14.70,7,0.28,1585,0.00,0.00,10.74,16,11.99,22.50,64,4.50,-10.23,7.28,1.56,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
37590,0.00,0.00,14.70,7,0.27,1548,0.00,0.00,10.86,16,11.99,23.50,64,4.50,-10.25,7.09,1.54,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
37686,0.00,0.00,14.70,7,0.27,1531,0.00,0.00,10.87,16,11.99,23.50,64,4.50,-10.23,6.95,1.52,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
37782,0.00,0.00,14.70,7,0.27,1503,0.00,0.00,10.88,16,11.99,23.50,64,4.50,-10.21,6.87,1.52,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
37877,0.00,0.00,14.70,7,0.27,1481,0.00,0.00,10.99,16,11.64,23.00,64,4.50,-10.19,6.64,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
37974,0.00,0.00,14.70,7,0.27,1450,0.00,0.00,11.00,16,11.64,23.00,64,4.50,-10.15,6.57,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.33
38070,0.00,0.00,14.70,7,0.27,1445,0.00,0.00,11.10,16,11.64,23.00,64,4.50,-10.15,6.49,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
38165,0.00,0.00,14.70,7,0.27,1411,0.00,0.00,11.11,16,11.29,22.50,64,4.64,-10.11,6.42,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
38261,0.00,0.00,14.70,7,0.28,1373,0.00,0.00,11.12,16,11.29,22.50,64,4.64,-10.11,6.31,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
38357,0.00,0.00,14.70,7,0.29,1290,0.00,0.00,11.22,16,10.94,22.50,64,4.64,-10.06,6.27,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
38453,0.00,0.00,14.70,7,0.30,1292,0.00,0.00,11.23,16,10.94,22.50,64,4.79,-9.96,6.42,1.50,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
38548,0.00,0.00,14.70,7,0.30,1286,0.00,0.00,11.24,16,10.94,22.50,64,4.79,-9.94,6.35,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
38645,0.00,0.00,14.70,7,0.29,1300,0.00,0.00,11.32,16,10.94,22.50,64,4.79,-9.96,6.20,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
38740,0.00,0.00,14.70,7,0.29,1289,0.00,0.00,11.33,16,10.94,22.00,64,4.79,-9.96,6.20,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
38837,0.00,0.00,14.70,7,0.28,1280,0.00,0.00,11.34,16,10.94,22.00,64,4.64,-10.02,6.05,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
38933,0.00,0.00,14.70,7,0.28,1280,0.00,0.00,11.42,16,10.94,21.00,64,4.64,-10.02,6.02,1.46,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
39033,0.00,0.00,14.70,7,0.28,1269,0.00,0.00,11.43,16,10.94,21.00,64,4.64,-10.02,6.02,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
39125,0.00,0.00,14.70,7,0.28,1274,0.00,0.00,11.44,16,10.94,21.00,64,4.64,-10.04,5.98,1.46,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
39221,0.00,0.00,14.70,7,0.28,1256,0.00,0.00,11.51,16,10.94,21.00,64,4.64,-10.06,5.96,1.46,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.37
39317,0.00,0.00,14.70,7,0.28,1266,0.00,0.00,11.52,16,10.94,19.50,64,4.64,-10.06,5.92,1.46,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
39412,0.00,0.00,14.70,7,0.28,1250,0.00,0.00,11.53,16,10.94,20.00,64,4.64,-10.06,5.92,1.46,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
39508,0.00,0.00,14.70,7,0.28,1250,0.00,0.00,11.60,16,10.59,20.00,64,4.64,-10.06,5.92,1.46,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
39604,0.00,0.00,14.70,7,0.29,1243,0.00,0.00,11.61,16,10.59,19.00,64,4.64,-10.06,5.98,1.46,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
39700,0.00,0.00,14.70,7,0.29,1229,0.00,0.00,11.62,16,10.59,19.00,64,4.64,-10.06,5.92,1.46,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
39796,0.00,0.00,14.70,7,0.29,1226,0.00,0.00,11.68,16,10.59,19.00,64,4.64,-10.06,5.85,1.46,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
39892,0.00,0.00,14.70,7,0.29,1210,0.00,0.00,11.69,16,10.59,19.50,64,4.64,-10.06,5.79,1.46,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
39988,0.00,0.00,14.70,7,0.29,1210,0.00,0.00,11.71,16,10.59,19.00,64,4.64,-10.04,5.79,1.46,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
40084,0.00,0.00,14.70,7,0.29,1208,0.00,0.00,11.76,16,10.59,19.00,64,4.64,-10.02,5.79,1.46,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
