Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),TGV Sensor Left (V),TGV Sensor Right (V)
65691,0.00,0.00,13.67,7,0.31,1204,0.00,0.00,13.94,16,10.59,12.50,59,5.08,-9.57,6.13,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
65788,0.00,0.00,13.67,7,0.31,1192,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.57,6.13,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
65883,0.00,0.00,13.78,7,0.31,1205,0.00,0.00,13.94,16,10.59,12.50,59,5.08,-9.59,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
65979,0.00,0.00,13.78,7,0.31,1184,0.00,0.00,13.94,16,10.59,15.00,59,5.08,-9.57,6.05,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
66075,0.00,0.00,13.78,7,0.31,1205,0.00,0.00,13.94,16,10.59,12.50,59,5.08,-9.57,6.16,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
66171,0.00,0.00,13.78,7,0.31,1187,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.61,6.05,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
66267,0.00,0.00,13.78,7,0.31,1192,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.63,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
66363,0.00,0.00,13.78,7,0.31,1199,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.57,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
66459,0.00,0.00,13.78,7,0.31,1195,0.00,0.00,13.94,16,10.59,11.50,59,5.08,-9.63,6.09,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
66554,0.00,0.00,13.67,7,0.30,1210,0.00,0.00,13.94,16,10.59,12.00,59,5.08,-9.63,6.13,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
66650,0.00,0.00,13.67,7,0.30,1196,0.00,0.00,13.94,16,10.59,15.50,59,5.08,-9.63,6.05,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
66747,0.00,0.00,13.78,7,0.31,1185,0.00,0.00,13.94,16,10.59,15.00,59,5.08,-9.57,6.09,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
66842,0.00,0.00,13.78,7,0.31,1186,0.00,0.00,13.94,16,10.59,14.50,59,5.08,-9.57,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
66939,0.00,0.00,13.78,7,0.31,1202,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.57,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
67034,0.00,0.00,13.67,7,0.31,1194,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.59,6.13,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
67130,0.00,0.00,13.67,7,0.30,1204,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.63,6.13,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
67226,0.00,0.00,13.67,7,0.30,1201,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.63,6.05,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
67322,0.00,0.00,13.67,7,0.30,1204,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.63,6.05,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
67418,0.00,0.00,13.67,7,0.30,1199,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.63,6.05,1.48,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
67514,0.00,0.00,13.67,7,0.31,1178,0.00,0.00,13.94,16,10.59,15.50,59,5.08,-9.59,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
67609,0.00,0.00,13.67,7,0.31,1194,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.57,6.05,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
67706,0.00,0.00,13.67,7,0.31,1192,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.57,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
67801,0.00,0.00,13.67,7,0.30,1197,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.59,6.05,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
67897,0.00,0.00,13.67,7,0.30,1200,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.63,6.02,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
67993,0.00,0.00,13.67,7,0.30,1186,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.57,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
68089,0.00,0.00,13.67,7,0.31,1189,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.57,6.09,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
68185,0.00,0.00,13.67,7,0.31,1191,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.57,6.09,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
68281,0.00,0.00,13.78,7,0.30,1193,0.00,0.00,13.94,16,10.59,15.00,59,5.08,-9.61,6.05,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
68377,0.00,0.00,13.78,7,0.31,1181,0.00,0.00,13.94,16,10.59,14.50,59,5.08,-9.57,6.05,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
68473,0.00,0.00,13.90,7,0.31,1179,0.00,0.00,13.94,16,10.59,15.00,59,5.08,-9.57,6.05,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
68569,0.00,0.00,13.78,7,0.31,1179,0.00,0.00,13.94,16,10.59,14.50,59,5.22,-9.53,6.09,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
68665,0.00,0.00,13.78,7,0.31,1189,0.00,0.00,13.94,16,10.59,13.50,59,5.22,-9.55,6.09,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
68760,0.00,0.00,13.78,7,0.31,1175,0.00,0.00,13.94,16,10.59,15.50,59,5.08,-9.55,6.05,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
68857,0.00,0.00,13.78,7,0.31,1182,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.57,6.09,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
68953,0.00,0.00,13.78,7,0.31,1194,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.57,6.09,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
69049,0.00,0.00,13.78,7,0.30,1191,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.57,6.05,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
69145,0.00,0.00,13.78,7,0.30,1197,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.61,6.05,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
69241,0.00,0.00,13.78,7,0.31,1193,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.57,6.05,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
69337,0.00,0.00,13.78,7,0.31,1191,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.59,6.05,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
69433,0.00,0.00,13.78,7,0.30,1197,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.57,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
69529,0.00,0.00,13.67,7,0.30,1185,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.59,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
69625,0.00,0.00,13.78,7,0.31,1196,0.00,0.00,13.94,16,10.59,12.50,59,5.08,-9.57,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
69720,0.00,0.00,13.67,7,0.30,1186,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.63,6.05,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
69816,0.00,0.00,13.78,7,0.30,1189,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.63,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
69912,0.00,0.00,13.78,7,0.31,1176,0.00,0.00,13.94,16,10.59,15.00,59,5.08,-9.57,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
70008,0.00,0.00,13.78,7,0.30,1193,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.57,6.05,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
70104,0.00,0.00,13.78,7,0.31,1176,0.00,0.00,13.94,16,10.59,15.00,59,5.08,-9.57,6.05,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
70200,0.00,0.00,13.78,7,0.30,1201,0.00,0.00,13.94,16,10.59,12.50,59,5.08,-9.57,6.05,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
70296,0.00,0.00,13.78,7,0.30,1204,0.00,0.00,13.94,16,10.59,12.00,59,5.08,-9.63,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
70392,0.00,0.00,13.78,7,0.30,1202,0.00,0.00,13.94,16,10.59,12.50,59,5.08,-9.63,6.02,1.46,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
70488,0.00,0.00,13.78,7,0.30,1200,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.63,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
70583,0.00,0.00,13.78,7,0.30,1185,0.00,0.00,13.94,16,10.59,15.50,59,5.08,-9.63,5.98,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
70679,0.00,0.00,13.78,7,0.31,1186,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.61,6.05,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
70775,0.00,0.00,13.78,7,0.30,1182,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.59,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
70871,0.00,0.00,13.78,7,0.30,1191,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.61,5.98,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
70967,0.00,0.00,13.78,7,0.30,1186,0.00,0.00,13.94,16,10.59,14.50,59,5.08,-9.59,5.96,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
71063,0.00,0.00,13.78,7,0.30,1197,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.61,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
71159,0.00,0.00,13.78,7,0.30,1197,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.61,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
71254,0.00,0.00,13.67,7,0.30,1204,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.63,6.02,1.46,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
71350,0.00,0.00,13.67,7,0.30,1200,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.63,6.02,1.46,0.00,-1.39,0.00,0.64,0.00,0.00,0.00,0.00,0.35
71446,0.00,0.00,13.67,7,0.30,1193,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.63,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
71542,0.00,0.00,13.67,7,0.30,1196,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.63,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
71638,0.00,0.00,13.78,7,0.30,1188,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.65,5.92,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
71734,0.00,0.00,13.78,7,0.30,1188,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.65,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
71830,0.00,0.00,13.78,7,0.31,1188,0.00,0.00,13.94,16,10.59,15.50,59,5.08,-9.63,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
71926,0.00,0.00,13.78,7,0.30,1183,0.00,0.00,13.94,16,10.59,15.50,59,5.08,-9.61,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
72021,0.00,0.00,13.78,7,0.30,1181,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.57,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
72117,0.00,0.00,13.78,7,0.30,1188,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.63,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
72213,0.00,0.00,13.78,7,0.30,1195,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.63,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
72309,0.00,0.00,13.78,7,0.31,1180,0.00,0.00,13.94,16,10.59,14.50,59,5.08,-9.63,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
72405,0.00,0.00,13.90,7,0.30,1196,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.63,5.98,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
72501,0.00,0.00,13.90,7,0.30,1180,0.00,0.00,13.94,16,10.59,15.00,59,5.08,-9.63,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
72597,0.00,0.00,13.90,7,0.30,1182,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.63,5.98,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
72693,0.00,0.00,13.78,7,0.31,1177,0.00,0.00,13.94,16,10.59,15.00,59,5.08,-9.59,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
72789,0.00,0.00,13.90,7,0.30,1180,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.61,5.98,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
72885,0.00,0.00,13.78,7,0.30,1182,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.57,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
72981,0.00,0.00,13.78,7,0.31,1181,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.57,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
73077,0.00,0.00,13.67,7,0.30,1188,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.57,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
73172,0.00,0.00,13.67,7,0.31,1172,0.00,0.00,13.94,16,10.59,15.00,59,5.08,-9.57,5.98,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
73269,0.00,0.00,13.67,7,0.31,1166,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.55,6.02,1.48,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
73364,0.00,0.00,13.78,7,0.30,1186,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.57,5.98,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
73461,0.00,0.00,13.78,7,0.30,1177,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.57,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
73557,0.00,0.00,13.78,7,0.30,1189,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.57,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
73653,0.00,0.00,13.67,7,0.30,1160,0.00,0.00,13.94,16,10.59,15.00,59,5.08,-9.59,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
73748,0.00,0.00,13.78,8,0.31,1182,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.55,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
73845,0.00,0.00,13.90,8,0.30,1185,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.57,5.98,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
73941,0.00,0.00,13.90,8,0.30,1188,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.59,5.92,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
74037,-0.78,0.00,13.90,8,0.30,1190,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.63,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
74132,-0.78,0.00,13.90,8,0.30,1171,0.00,0.00,13.94,16,10.59,15.00,59,5.08,-9.63,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
74228,-0.78,0.00,13.78,8,0.31,1186,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.57,5.98,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
74324,-0.78,0.00,13.78,8,0.30,1180,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.63,5.92,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
74420,-0.78,0.00,13.78,8,0.30,1182,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.63,5.99,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
74516,-0.78,0.00,13.78,8,0.31,1176,0.00,0.00,13.94,16,10.59,14.50,59,5.08,-9.57,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
74612,-0.78,0.00,13.78,8,0.31,1179,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.57,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
74708,-0.78,0.00,13.78,8,0.31,1183,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.57,6.02,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
74804,-0.78,0.00,13.90,8,0.30,1181,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.57,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
74900,-0.78,0.00,13.90,8,0.31,1174,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.57,5.92,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
74996,-0.78,0.00,14.01,8,0.30,1181,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.57,5.98,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
75092,-0.78,0.00,14.01,8,0.30,1177,0.00,0.00,13.94,16,10.59,12.50,59,5.08,-9.57,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
75188,-0.78,0.00,14.01,8,0.30,1178,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.57,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
75284,-0.78,0.00,13.90,8,0.31,1168,0.00,0.00,13.94,16,10.59,14.50,59,5.08,-9.57,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
75380,-1.56,0.00,13.90,8,0.30,1184,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.57,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
75476,-1.56,0.00,13.90,8,0.30,1168,0.00,0.00,13.94,16,10.59,14.50,59,5.08,-9.57,5.92,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
75572,-0.78,0.00,14.01,8,0.30,1178,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.57,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
75668,-0.78,0.00,14.01,8,0.30,1179,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.57,5.92,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
75764,-0.78,0.00,14.01,8,0.30,1174,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.57,5.92,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
75860,-0.78,0.00,14.01,8,0.30,1176,0.00,0.00,13.94,16,10.59,13.50,59,5.08,-9.57,5.92,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
75956,-0.78,0.00,14.01,8,0.30,1179,0.00,0.00,13.94,16,10.59,14.50,59,5.08,-9.57,5.89,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
76051,-0.78,0.00,14.01,8,0.30,1179,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.57,5.92,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
76148,-0.78,0.00,14.01,8,0.30,1173,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.57,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
76243,-1.56,0.00,13.90,8,0.30,1196,0.00,0.00,13.94,16,10.59,11.50,59,5.08,-9.59,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
76340,-1.56,0.00,13.90,8,0.30,1196,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.63,5.89,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
76436,-1.56,0.00,13.90,8,0.30,1183,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.63,5.92,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
76531,-1.56,0.00,13.90,8,0.31,1172,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.57,5.98,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
76627,-0.78,0.00,13.90,8,0.30,1174,0.00,0.00,13.94,16,10.59,14.00,59,5.08,-9.57,5.92,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
76723,-1.56,0.00,13.90,8,0.31,1168,0.00,0.00,13.94,16,10.23,14.50,59,5.08,-9.57,5.89,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
76819,-1.56,0.00,13.90,8,0.31,1168,0.00,0.00,13.94,16,10.59,14.00,59,5.22,-9.53,5.92,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
76915,-1.56,0.00,13.78,8,0.31,1178,0.00,0.00,13.94,16,10.59,14.00,59,5.22,-9.53,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
77011,-2.34,0.00,13.78,8,0.30,1176,0.00,0.00,13.94,16,10.59,13.50,59,5.22,-9.55,5.89,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
77106,-1.56,0.00,13.90,8,0.30,1166,0.00,0.00,13.94,16,10.59,14.00,59,5.22,-9.53,5.89,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
77203,-1.56,0.00,14.01,8,0.30,1176,0.00,0.00,13.94,16,10.59,13.00,59,5.08,-9.55,5.92,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
77298,-1.56,0.00,14.01,8,0.30,1152,0.00,0.00,13.94,16,10.23,15.50,59,5.08,-9.55,5.89,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
77395,-1.56,0.00,14.01,8,0.31,1158,0.00,0.00,13.94,16,10.23,14.00,59,5.22,-9.51,5.92,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
77491,-1.56,0.00,14.01,8,0.31,1169,0.00,0.00,13.94,16,10.23,13.50,59,5.22,-9.49,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
77587,-1.56,0.00,14.13,8,0.31,1162,0.00,0.00,13.94,16,10.59,13.00,59,5.22,-9.48,5.92,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
77683,-1.56,0.00,14.01,8,0.31,1175,0.00,0.00,13.94,16,10.23,13.00,59,5.22,-9.51,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
77779,-1.56,0.00,14.13,8,0.30,1163,0.00,0.00,13.94,16,10.59,14.00,59,5.22,-9.51,5.89,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
77875,-1.56,0.00,14.01,8,0.31,1172,0.00,0.00,13.94,16,10.59,13.00,59,5.22,-9.49,5.98,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
77970,-1.56,0.00,14.01,8,0.30,1173,0.00,0.00,13.94,16,10.59,13.50,59,5.22,-9.48,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
78066,-0.78,0.00,14.13,8,0.30,1170,0.00,0.00,13.94,16,10.59,13.00,59,5.22,-9.48,5.98,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
78163,-1.56,0.00,14.13,8,0.31,1170,0.00,0.00,13.94,16,10.23,13.50,59,5.22,-9.48,5.96,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
78258,-1.56,0.00,14.13,8,0.30,1175,0.00,0.00,13.94,16,10.59,13.00,59,5.22,-9.48,5.92,1.46,0.00,-1.08,0.00,0.64,0.00,0.00,0.00,0.00,0.35
