Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Battery Voltage (V),Alternator Duty (%),Throttle Opening Angle (%)
328077,14.47,0.26,1260,0.00,0.00,16,28.16,27.50,7.55,10.64,-1.39,0.82,13.60,34.00,5.49
328280,13.21,0.30,1123,0.00,0.00,16,26.76,27.50,8.56,10.74,-1.08,0.84,13.52,32.00,5.49
328482,12.75,0.23,1003,0.00,0.00,16,22.89,27.00,8.85,8.17,-1.08,0.64,13.60,31.00,0.00
328676,13.32,0.14,1258,0.00,0.00,16,14.45,7.50,5.95,3.17,-1.39,0.64,13.60,29.00,0.00
328880,13.78,0.10,1164,0.00,0.00,16,14.10,12.50,4.64,3.55,-1.39,0.64,13.52,27.00,0.00
329083,14.59,0.11,1018,0.00,0.00,16,14.10,22.00,4.64,3.58,-1.08,0.64,13.52,25.00,0.00
329286,15.16,0.12,947,0.00,0.00,16,14.10,22.00,4.79,3.72,-1.08,0.64,13.60,24.00,0.00
329484,15.96,0.11,936,0.00,0.00,16,14.10,22.00,4.93,3.53,-1.08,0.64,13.52,22.00,0.00
329685,16.42,0.11,928,0.00,0.00,16,14.10,22.00,4.93,3.43,-1.08,0.64,13.44,20.00,0.00
332553,15.62,0.13,794,0.00,0.00,16,14.10,17.50,5.37,3.34,-1.08,0.64,13.52,0.00,0.00
332755,15.62,0.12,806,0.00,0.00,16,14.10,15.50,5.37,3.29,-1.08,0.64,13.44,0.00,0.00
332955,15.50,0.12,813,0.00,0.00,16,14.10,15.00,5.37,3.27,-1.08,0.64,13.60,0.00,0.00
333151,15.27,0.12,815,0.00,0.00,16,14.10,14.50,5.22,3.23,-1.08,0.64,13.36,0.00,0.00
333338,15.27,0.12,818,0.00,0.00,16,14.10,13.50,5.22,3.23,-1.08,0.64,13.52,0.00,0.00
333550,15.27,0.12,806,0.00,0.00,16,14.10,15.00,5.22,3.27,-1.08,0.64,13.36,0.00,0.00
333744,15.27,0.12,815,0.00,0.00,16,14.10,14.50,5.22,3.29,-1.08,0.64,13.52,0.00,0.00
333947,15.27,0.12,814,0.00,0.00,16,14.10,14.00,5.22,3.23,-1.08,0.64,13.36,0.00,0.00
334135,15.16,0.13,786,0.00,0.00,16,14.10,16.50,5.22,3.29,-1.08,0.64,13.52,0.00,0.00
334338,15.04,0.13,802,0.00,0.00,16,14.10,14.00,5.37,3.36,-1.08,0.64,13.44,0.00,0.00
334550,14.93,0.12,818,0.00,0.00,16,14.10,13.00,5.22,3.29,-1.08,0.64,13.52,0.00,0.00
334752,14.81,0.13,782,0.00,0.00,16,14.10,16.50,5.22,3.29,-1.08,0.64,13.44,0.00,0.00
334954,14.70,0.13,800,0.00,0.00,16,14.10,14.00,5.37,3.34,-1.08,0.64,13.52,0.00,0.00
335154,14.47,0.12,810,0.00,0.00,16,14.10,13.00,5.37,3.31,-1.08,0.64,13.60,0.00,0.00
335342,14.47,0.12,805,0.00,0.00,16,14.10,14.00,5.22,3.29,-1.08,0.64,13.44,0.00,0.00
335550,14.59,0.13,802,0.00,0.00,16,14.10,14.00,5.22,3.29,-1.08,0.64,13.44,0.00,0.00
335747,14.59,0.12,796,0.00,0.00,16,14.10,14.50,5.22,3.31,-1.08,0.64,13.52,0.00,0.00
335941,14.70,0.12,800,0.00,0.00,16,14.10,14.00,5.37,3.31,-1.08,0.64,13.28,0.00,0.00
336144,14.81,0.13,790,0.00,0.00,16,14.10,16.00,5.37,3.36,-1.08,0.64,13.52,0.00,0.00
336347,14.59,0.13,775,0.00,0.00,16,14.10,16.00,5.37,3.34,-1.08,0.64,13.44,0.00,0.00
336552,14.59,0.13,780,0.00,0.00,16,14.10,15.50,5.37,3.40,-1.08,0.64,13.52,0.00,0.00
336748,14.59,0.15,748,0.00,0.00,16,14.10,18.50,5.51,3.72,-1.08,0.66,13.44,0.00,0.00
336952,14.47,0.17,751,0.00,0.00,16,14.10,17.00,5.95,4.35,-1.08,0.68,13.60,0.00,0.78
337139,14.36,0.18,808,0.00,0.00,16,14.10,13.00,6.38,4.79,-1.08,0.70,13.44,0.00,1.57
337342,13.55,0.20,914,0.00,0.00,16,16.21,15.00,6.96,6.07,-1.08,0.74,13.52,0.00,2.75
337549,13.32,0.23,1069,0.00,0.00,16,21.48,17.50,7.55,8.06,-1.08,0.80,13.52,0.00,4.31
337748,14.13,0.24,1293,0.00,0.00,16,26.76,25.00,8.13,10.28,-1.39,0.84,13.52,0.00,5.49
337948,14.81,0.22,1497,0.00,0.00,16,28.16,27.50,7.98,10.94,-1.39,0.84,13.44,0.00,5.49
338140,15.27,0.21,1598,0.00,0.00,16,29.57,29.00,7.69,11.29,-1.39,0.84,13.52,0.00,5.88
338343,15.50,0.21,1667,0.00,0.00,16,31.33,30.50,7.25,11.51,-1.39,0.84,13.52,0.00,5.88
338546,14.81,0.20,1704,0.00,0.00,16,31.33,31.00,6.96,11.40,-1.39,0.84,13.52,0.00,5.88
338737,14.70,0.21,1685,0.00,0.00,16,31.33,30.50,6.96,11.51,-1.39,0.84,13.52,0.00,5.88
338940,14.70,0.21,1684,0.00,0.00,16,31.33,30.50,6.96,11.61,-1.39,0.84,13.52,0.00,5.88
339143,14.36,0.21,1659,0.00,0.00,16,30.62,30.00,6.96,11.51,-1.39,0.84,13.52,0.00,5.88
339331,14.36,0.21,1667,0.00,0.00,16,31.33,30.50,7.11,11.51,-1.39,0.84,13.44,0.00,5.88
339540,14.47,0.15,1888,0.00,0.00,16,31.33,33.00,5.37,5.87,-1.39,0.64,13.52,0.00,0.00
339738,14.24,0.08,1920,0.00,0.00,16,17.97,20.00,4.06,4.15,-1.39,0.64,13.44,0.00,0.00
339941,14.36,0.11,1624,0.00,0.00,16,14.10,14.00,3.63,5.97,-1.39,0.64,13.52,0.00,0.00
340144,15.50,0.15,1306,0.00,0.00,16,14.10,22.00,3.92,6.04,-1.39,0.68,13.44,35.00,0.39
340332,17.23,0.14,1215,0.00,0.00,16,14.80,13.50,4.64,5.72,-1.39,0.70,13.52,33.00,1.57
340539,22.97,0.14,1233,0.00,0.00,16,16.56,15.50,4.93,5.72,-1.39,0.72,13.52,31.00,1.96
340739,14.93,0.13,1327,0.00,0.00,16,19.73,18.00,5.08,5.85,-1.39,0.72,13.52,30.00,1.96
340942,13.09,0.13,1378,0.00,0.00,16,22.54,21.00,5.08,6.07,-1.39,0.72,13.52,28.00,1.96
341129,14.24,0.13,1390,0.00,0.00,16,24.30,23.50,5.08,6.18,-1.39,0.72,13.52,26.00,2.35
341332,14.81,0.14,1376,0.00,0.00,16,23.95,23.50,5.08,6.26,-1.39,0.74,13.52,24.00,2.35
341530,14.81,0.14,1363,0.00,0.00,16,23.95,23.50,5.08,6.33,-1.39,0.74,13.52,23.00,2.35
341734,14.47,0.14,1350,0.00,0.00,16,23.59,23.50,5.08,6.18,-1.39,0.74,13.52,21.00,2.75
341937,14.36,0.15,1293,0.00,0.00,16,22.89,22.50,5.22,6.26,-1.39,0.74,13.52,33.00,2.35
342124,14.24,0.15,1247,0.00,0.00,16,22.19,21.50,5.37,6.22,-1.39,0.74,13.52,31.00,2.35
342335,14.70,0.15,1217,0.00,0.00,16,21.48,21.00,5.66,6.15,-1.39,0.74,13.52,30.00,2.75
342533,14.59,0.14,1264,0.00,0.00,16,21.13,23.50,5.22,4.47,-1.39,0.64,13.52,28.00,0.00
342736,14.47,0.10,1297,0.00,0.00,16,15.51,14.00,4.06,3.33,-1.39,0.64,13.52,26.00,0.00
342927,14.24,0.11,1194,0.00,0.00,16,14.10,22.00,3.77,4.18,-1.08,0.64,13.44,24.00,0.00
343130,14.01,0.11,1116,0.00,0.00,16,14.10,22.00,3.92,4.18,-1.08,0.64,13.52,23.00,0.00
343333,13.78,0.12,1042,0.00,0.00,16,14.10,22.00,4.06,4.13,-1.08,0.64,13.44,21.00,0.00
343529,13.44,0.12,1004,0.00,0.00,16,14.10,22.00,4.21,4.15,-1.08,0.64,13.12,19.00,0.00
343734,12.86,0.13,919,0.00,0.00,16,14.10,22.00,4.35,3.93,-1.08,0.64,13.36,17.00,0.00
343930,12.40,0.12,888,0.00,0.00,16,14.10,22.00,4.64,3.62,-1.08,0.64,13.52,16.00,0.00
344119,11.94,0.11,877,0.00,0.00,16,14.10,22.00,4.79,3.36,-1.08,0.64,13.28,14.00,0.00
344322,11.83,0.12,852,0.00,0.00,16,14.10,22.00,4.79,3.34,-1.08,0.64,13.44,12.00,0.00
344527,11.83,0.13,800,0.00,0.00,16,14.10,22.00,4.93,3.36,-1.08,0.64,13.28,10.00,0.00
344727,12.17,0.13,775,0.00,0.00,16,14.10,22.00,5.08,3.36,-1.08,0.64,13.52,8.00,0.00
344914,13.09,0.14,741,0.00,0.00,16,14.10,22.00,5.22,3.38,-1.08,0.64,13.28,7.00,0.00
345117,14.13,0.15,726,0.00,0.00,16,14.10,22.00,5.51,3.53,-1.08,0.64,13.28,5.00,0.00
345318,14.70,0.15,738,0.00,0.00,16,14.10,22.00,5.80,3.67,-1.08,0.64,13.44,3.00,0.00
345527,14.81,0.14,812,0.00,0.00,16,14.10,16.00,5.80,3.73,-1.08,0.64,13.44,1.00,0.00
345729,15.04,0.13,803,0.00,0.00,16,14.10,15.50,5.66,3.62,-1.08,0.64,13.44,0.00,0.00
345929,15.27,0.14,800,0.00,0.00,16,14.10,16.00,5.66,3.65,-1.08,0.64,13.52,0.00,0.00
346127,15.50,0.14,797,0.00,0.00,16,14.10,15.50,5.66,3.73,-1.08,0.64,13.36,0.00,0.00
346315,15.85,0.13,821,0.00,0.00,16,14.10,13.00,5.66,3.65,-1.08,0.64,13.44,0.00,0.00
346517,16.08,0.13,831,0.00,0.00,16,14.10,11.50,5.51,3.60,-1.08,0.64,13.36,0.00,0.00
346720,16.08,0.14,798,0.00,0.00,16,14.10,15.50,5.66,3.70,-1.08,0.64,13.52,0.00,0.00
346908,15.85,0.14,812,0.00,0.00,16,14.10,14.00,5.66,3.70,-1.08,0.64,13.36,0.00,0.00
347111,15.85,0.14,807,0.00,0.00,16,14.10,14.00,5.66,3.65,-1.08,0.64,13.44,0.00,0.00
347314,15.85,0.13,818,0.00,0.00,16,14.10,13.00,5.66,3.70,-1.08,0.64,13.36,0.00,0.00
347518,15.50,0.13,846,0.00,0.00,16,14.10,10.50,5.51,3.60,-1.08,0.64,13.52,0.00,0.00
347722,15.39,0.14,812,0.00,0.00,16,14.10,14.50,5.51,3.60,-1.08,0.64,13.52,0.00,0.00
347924,15.16,0.15,776,0.00,0.00,16,14.10,17.50,5.66,3.75,-1.08,0.64,13.52,0.00,0.00
348112,15.16,0.15,786,0.00,0.00,16,14.10,16.00,5.80,3.80,-1.08,0.64,13.44,0.00,0.00
348315,15.27,0.14,800,0.00,0.00,16,14.10,14.00,5.80,3.70,-1.08,0.64,13.44,0.00,0.00
348519,15.27,0.14,797,0.00,0.00,16,14.10,14.00,5.80,3.73,-1.08,0.64,13.44,0.00,0.00
348712,15.04,0.14,841,0.00,0.00,16,14.10,10.00,5.66,3.70,-1.08,0.64,13.52,0.00,0.00
348917,14.81,0.13,856,0.00,0.00,16,14.10,9.00,5.51,3.65,-1.08,0.64,13.52,0.00,0.00
349120,14.93,0.13,842,0.00,0.00,16,14.10,11.00,5.51,3.65,-1.08,0.64,13.44,0.00,0.00
349308,15.16,0.13,838,0.00,0.00,16,14.10,12.00,5.51,3.70,-1.08,0.64,13.36,0.00,0.00
349519,15.62,0.13,847,0.00,0.00,16,14.10,10.50,5.37,3.65,-1.08,0.64,13.52,0.00,0.00
349717,15.50,0.13,854,0.00,0.00,16,14.10,11.50,5.37,3.60,-1.08,0.64,13.36,0.00,0.00
349917,15.50,0.12,862,0.00,0.00,16,14.10,11.00,5.51,3.58,-1.08,0.64,13.52,0.00,0.00
350107,15.16,0.12,852,0.00,0.00,16,14.10,13.00,5.37,3.50,-1.08,0.64,13.36,0.00,0.00
350310,15.16,0.12,854,0.00,0.00,16,14.10,13.00,5.37,3.47,-1.08,0.64,13.44,0.00,0.00
350515,15.27,0.12,849,0.00,0.00,16,14.10,14.00,5.37,3.43,-1.08,0.64,13.52,0.00,0.00
350715,15.50,0.12,870,0.00,0.00,16,14.10,11.50,5.22,3.40,-1.08,0.64,13.52,0.00,0.00
350919,15.39,0.12,863,0.00,0.00,16,14.10,11.00,5.22,3.45,-1.08,0.64,13.52,0.00,0.00
351106,15.27,0.12,875,0.00,0.00,16,14.10,11.50,5.08,3.43,-1.08,0.64,13.52,0.00,0.00
351309,15.27,0.12,874,0.00,0.00,16,14.10,12.00,5.08,3.36,-1.08,0.64,13.60,0.00,0.00
351512,15.04,0.12,868,0.00,0.00,16,14.10,13.00,4.93,3.38,-1.08,0.64,13.52,0.00,0.00
351714,15.04,0.11,867,0.00,0.00,16,14.10,13.50,4.93,3.36,-1.08,0.64,13.60,0.00,0.00
351914,14.81,0.12,863,0.00,0.00,16,14.10,14.00,4.93,3.34,-1.08,0.64,13.52,0.00,0.00
352117,14.70,0.11,866,0.00,0.00,16,14.10,13.50,4.93,3.29,-1.08,0.64,13.52,0.00,0.00
352305,14.47,0.11,868,0.00,0.00,16,14.10,13.00,4.93,3.27,-1.08,0.64,13.52,0.00,0.00
352511,14.24,0.11,858,0.00,0.00,16,14.10,14.50,4.79,3.27,-1.08,0.64,13.52,0.00,0.00
352708,14.36,0.12,843,0.00,0.00,16,14.10,15.50,4.79,3.27,-1.08,0.64,13.44,0.00,0.00
352911,14.24,0.11,848,0.00,0.00,16,14.10,15.00,4.79,3.23,-1.08,0.64,13.52,0.00,0.00
353106,14.24,0.11,842,0.00,0.00,16,14.10,15.50,4.79,3.19,-1.08,0.64,13.36,0.00,0.00
353309,14.13,0.12,823,0.00,0.00,16,14.10,16.50,4.93,3.22,-1.08,0.64,13.52,0.00,0.00
353511,14.01,0.12,824,0.00,0.00,16,14.10,16.50,4.93,3.22,-1.08,0.64,13.36,0.00,0.00
353703,14.01,0.12,824,0.00,0.00,16,14.10,16.00,4.93,3.19,-1.08,0.64,13.36,0.00,0.00
353906,14.13,0.12,819,0.00,0.00,16,14.10,16.00,4.93,3.23,-1.08,0.64,13.52,0.00,0.00
354109,14.01,0.12,815,0.00,0.00,16,14.10,16.00,4.93,3.19,-1.08,0.64,13.44,0.00,0.00
354312,14.13,0.12,826,0.00,0.00,16,14.10,14.00,4.93,3.22,-1.08,0.64,13.52,0.00,0.00
354508,14.01,0.13,752,0.00,0.00,16,14.10,17.00,4.93,3.19,-1.08,0.64,13.68,0.00,0.00
354712,14.24,0.26,568,0.00,0.00,16,14.10,22.00,6.53,5.32,-1.08,0.64,13.12,0.00,0.00
354909,14.47,0.40,377,0.00,0.00,16,14.10,22.00,10.45,8.58,-1.08,0.64,12.72,0.00,0.00
355109,14.47,0.17,266,0.00,0.00,16,14.10,14.00,12.48,7.72,-1.08,0.64,12.56,0.00,0.00
355301,14.47,0.17,266,0.00,0.00,16,14.10,14.00,12.48,7.72,-1.08,0.68,12.48,0.00,0.78
355510,14.47,0.17,266,0.00,0.00,16,14.10,14.00,12.48,7.72,-1.08,0.68,12.48,0.00,0.78
355706,14.70,0.17,0,0.00,0.00,16,14.10,9.50,14.51,2.92,-1.08,0.68,12.48,0.00,0.78
355909,14.70,0.17,0,0.00,0.00,16,14.10,9.50,14.51,2.92,-1.08,0.68,12.48,0.00,0.78
356113,14.70,0.17,0,0.00,0.00,16,14.10,9.50,14.51,2.92,-1.08,0.68,12.48,0.00,0.78
356300,14.70,0.17,0,0.00,0.00,16,14.10,9.50,14.51,2.92,-1.08,0.68,12.48,0.00,0.78
580388,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.68,11.20,0.00,0.78
580595,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.68,11.20,0.00,0.78
580807,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.68,11.12,0.00,0.78
581012,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.68,11.12,0.00,0.78
581202,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.68,11.12,0.00,0.78
581405,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.68,11.12,0.00,0.78
581608,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.68,11.04,0.00,0.78
581804,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.68,11.04,0.00,0.78
582007,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.68,11.52,0.00,0.78
582210,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.68,11.52,0.00,0.78
582397,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.68,11.52,0.00,0.78
582607,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.68,11.52,0.00,0.78
582806,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.68,11.44,0.00,0.78
583000,14.70,0.17,0,0.00,0.00,16,-20.00,9.50,14.36,2.92,-1.08,0.68,10.56,0.00,0.78
583203,14.70,0.17,114,0.00,0.00,16,16.56,9.50,14.36,1.61,-1.08,0.68,9.68,0.00,0.78
583406,14.70,0.17,167,0.00,0.00,16,16.56,9.50,14.36,1.99,-1.08,0.64,9.84,0.00,0.00
583602,14.70,0.16,1346,0.00,0.00,16,16.56,16.50,9.87,6.04,-1.39,0.64,10.48,0.00,0.00
583799,14.70,0.11,1761,0.00,0.00,16,15.51,16.00,5.80,5.46,-1.39,0.64,11.68,0.00,0.00
584002,14.70,0.09,1774,0.00,0.00,16,14.10,14.00,4.35,4.94,-1.39,0.64,11.92,0.00,0.00
584190,14.70,0.10,1644,0.00,0.00,16,14.10,14.00,3.92,5.21,-1.39,0.64,12.00,0.00,0.00
584393,14.70,0.11,1494,0.00,0.00,16,14.10,14.00,3.92,5.30,-1.39,0.64,12.08,0.00,0.00
584598,14.70,0.12,1339,0.00,0.00,16,14.10,14.00,4.06,5.33,-1.39,0.64,12.08,0.00,0.00
584802,14.70,0.12,1257,0.00,0.00,16,14.10,20.00,4.21,5.21,-1.39,0.64,12.08,0.00,0.00
585001,14.70,0.13,1206,0.00,0.00,16,14.10,22.00,4.35,5.08,-1.39,0.64,12.16,0.00,0.00
585204,14.70,0.12,1156,0.00,0.00,16,14.10,22.00,4.50,4.69,-1.08,0.64,12.16,0.00,0.00
585397,14.70,0.12,1147,0.00,0.00,16,14.10,22.00,4.64,4.51,-1.08,0.64,12.24,0.00,0.00
585601,14.70,0.12,1054,0.00,0.00,16,14.10,22.00,4.64,4.40,-1.08,0.64,12.16,0.00,0.00
585800,14.70,0.13,1021,0.00,0.00,16,14.10,22.00,4.64,4.32,-1.08,0.64,12.16,0.00,0.00
585987,14.70,0.12,1008,0.00,0.00,16,14.10,22.00,4.64,4.18,-1.08,0.64,12.16,0.00,0.00
586188,14.70,0.12,999,0.00,0.00,16,14.10,22.00,4.79,4.13,-1.08,0.64,12.08,0.00,0.00
586391,14.70,0.12,984,0.00,0.00,16,14.10,22.00,4.79,4.07,-1.08,0.64,12.00,0.00,0.00
586598,14.70,0.12,964,0.00,0.00,16,14.10,22.00,4.79,3.99,-1.08,0.64,11.92,0.00,0.00
586802,14.70,0.12,956,0.00,0.00,16,14.10,22.00,4.79,3.91,-1.08,0.64,12.00,0.00,0.00
586994,14.70,0.12,942,0.00,0.00,16,14.10,22.00,4.93,3.82,-1.08,0.64,11.84,0.00,0.00
587197,14.70,0.12,932,0.00,0.00,16,14.10,22.00,4.93,3.72,-1.08,0.64,12.00,0.00,0.00
587400,14.70,0.12,908,0.00,0.00,16,14.10,22.00,4.79,3.65,-1.08,0.64,12.08,0.00,0.00
587599,14.70,0.12,884,0.00,0.00,16,14.10,22.00,4.79,3.55,-1.08,0.64,12.08,0.00,0.00
587802,14.70,0.12,858,0.00,0.00,16,14.10,22.00,4.79,3.50,-1.08,0.64,12.00,0.00,0.00
588000,14.70,0.13,823,0.00,0.00,16,14.10,22.00,4.79,3.43,-1.08,0.64,12.00,0.00,0.00
588195,14.70,0.13,812,0.00,0.00,16,14.10,22.00,4.93,3.38,-1.08,0.64,11.92,0.00,0.00
588386,14.70,0.12,800,0.00,0.00,16,14.10,22.00,4.93,3.36,-1.08,0.64,11.92,0.00,0.00
588589,14.70,0.13,798,0.00,0.00,16,14.10,22.00,4.93,3.33,-1.08,0.64,12.00,0.00,0.00
588795,14.70,0.13,790,0.00,0.00,16,14.10,22.00,5.08,3.36,-1.08,0.64,11.84,0.00,0.00
588992,14.70,0.13,784,0.00,0.00,16,14.10,21.50,5.08,3.38,-1.08,0.64,11.84,0.00,0.00
589180,14.70,0.13,790,0.00,0.00,16,14.10,20.00,5.08,3.43,-1.08,0.64,11.84,0.00,0.00
589399,14.70,0.13,782,0.00,0.00,16,14.10,20.00,5.08,3.45,-1.08,0.64,11.84,0.00,0.00
589594,14.70,0.13,796,0.00,0.00,16,14.10,17.50,5.08,3.40,-1.08,0.64,11.84,0.00,0.00
589793,14.70,0.13,786,0.00,0.00,16,14.10,17.50,5.22,3.43,-1.08,0.64,11.84,0.00,0.00
589996,14.70,0.13,785,0.00,0.00,16,14.10,16.50,5.22,3.50,-1.08,0.64,11.84,0.00,0.00
590199,14.70,0.14,783,0.00,0.00,16,14.10,16.50,5.22,3.53,-1.08,0.64,12.00,0.00,0.00
590387,14.70,0.13,788,0.00,0.00,16,14.10,16.00,5.22,3.53,-1.08,0.64,11.92,0.00,0.00
593200,14.59,0.14,797,0.00,0.00,16,14.10,14.00,5.37,3.65,-1.08,0.64,12.16,0.00,0.00
593403,14.59,0.14,799,0.00,0.00,16,14.10,14.50,5.37,3.65,-1.08,0.64,12.24,0.00,0.00
593603,14.59,0.14,795,0.00,0.00,16,14.10,12.50,5.37,3.65,-1.08,0.64,12.16,0.00,0.00
593790,14.59,0.14,792,0.00,0.00,16,14.10,14.50,5.37,3.65,-1.08,0.64,12.24,0.00,0.00
593993,14.70,0.14,800,0.00,0.00,16,14.10,14.00,5.37,3.62,-1.08,0.64,12.24,0.00,0.00
594196,14.70,0.14,791,0.00,0.00,16,14.10,14.00,5.37,3.62,-1.08,0.64,12.24,0.00,0.00
594399,14.70,0.14,796,0.00,0.00,16,14.10,13.50,5.37,3.67,-1.08,0.64,12.32,0.00,0.00
594600,14.70,0.14,794,0.00,0.00,16,14.10,14.00,5.37,3.65,-1.08,0.64,12.32,0.00,0.00
594794,14.81,0.14,802,0.00,0.00,16,14.10,13.00,5.37,3.65,-1.08,0.64,12.32,0.00,0.00
594997,14.81,0.14,796,0.00,0.00,16,14.10,14.00,5.37,3.67,-1.08,0.64,12.40,0.00,0.00
595188,14.81,0.14,797,0.00,0.00,16,14.10,13.50,5.37,3.65,-1.08,0.64,12.40,0.00,0.00
595391,14.81,0.14,800,0.00,0.00,16,14.10,13.50,5.37,3.67,-1.08,0.64,12.48,0.00,0.00
595601,14.81,0.14,802,0.00,0.00,16,14.10,13.00,5.51,3.67,-1.08,0.64,12.48,0.00,0.00
595799,14.81,0.14,797,0.00,0.00,16,14.10,14.00,5.51,3.67,-1.08,0.64,12.64,0.00,0.00
596001,14.81,0.14,804,0.00,0.00,16,14.10,13.00,5.37,3.65,-1.08,0.64,12.80,0.00,0.00
596200,14.81,0.14,794,0.00,0.00,16,14.10,14.00,5.37,3.67,-1.08,0.64,12.96,0.00,0.00
596393,14.81,0.14,795,0.00,0.00,16,14.10,14.00,5.37,3.67,-1.08,0.64,12.96,0.00,0.00
596597,14.81,0.14,802,0.00,0.00,16,14.10,13.00,5.37,3.67,-1.08,0.64,13.20,0.00,0.00
596799,14.81,0.14,796,0.00,0.00,16,14.10,14.00,5.37,3.65,-1.08,0.64,13.52,0.00,0.00
596999,14.81,0.13,798,0.00,0.00,16,14.10,13.50,5.37,3.60,-1.08,0.64,13.20,0.00,0.00
597202,14.81,0.14,802,0.00,0.00,16,14.10,13.00,5.37,3.65,-1.08,0.64,13.36,0.00,0.00
597390,14.81,0.14,799,0.00,0.00,16,14.10,14.00,5.37,3.70,-1.08,0.64,13.28,0.00,0.00
597598,14.70,0.14,810,0.00,0.00,16,14.10,13.00,5.37,3.67,-1.08,0.64,13.28,0.00,0.00
597798,14.81,0.14,802,0.00,0.00,16,14.10,12.50,5.37,3.65,-1.08,0.64,13.36,0.00,0.00
597997,14.81,0.14,812,0.00,0.00,16,14.10,13.00,5.37,3.67,-1.08,0.64,13.28,0.00,0.00
598199,14.81,0.14,809,0.00,0.00,16,14.10,13.00,5.37,3.67,-1.08,0.64,13.52,0.00,0.00
598390,14.70,0.14,807,0.00,0.00,16,14.10,13.50,5.37,3.70,-1.08,0.64,13.36,0.00,0.00
598599,14.81,0.14,811,0.00,0.00,16,14.10,13.00,5.37,3.67,-1.08,0.64,13.44,0.00,0.00
601421,14.93,0.13,846,0.00,0.00,16,14.10,11.50,5.22,3.67,-1.08,0.64,13.44,0.00,0.00
601621,14.93,0.13,838,0.00,0.00,16,14.10,13.00,5.22,3.65,-1.08,0.64,13.28,0.00,0.00
601818,14.93,0.13,825,0.00,0.00,16,14.10,14.00,5.22,3.67,-1.08,0.64,13.52,0.00,0.00
602009,14.93,0.13,837,0.00,0.00,16,14.10,13.00,5.22,3.63,-1.08,0.64,13.28,0.00,0.00
602212,14.93,0.13,834,0.00,0.00,16,14.10,13.50,5.22,3.63,-1.08,0.64,13.44,0.00,0.00
602421,14.81,0.13,827,0.00,0.00,16,14.10,14.00,5.22,3.63,-1.08,0.64,13.28,0.00,0.00
602618,14.70,0.13,829,0.00,0.00,16,14.10,14.00,5.22,3.58,-1.08,0.64,13.52,0.00,0.00
602819,14.70,0.13,826,0.00,0.00,16,14.10,14.00,5.22,3.49,-1.08,0.64,13.44,0.00,0.00
603022,14.81,0.13,829,0.00,0.00,16,14.10,14.00,5.22,3.56,-1.08,0.64,13.28,0.00,0.00
603210,14.81,0.13,822,0.00,0.00,16,14.10,14.50,5.22,3.49,-1.08,0.64,13.44,0.00,0.00
603420,14.81,0.13,830,0.00,0.00,16,14.10,14.00,5.08,3.49,-1.08,0.64,13.36,0.00,0.00
603620,14.70,0.13,815,0.00,0.00,16,14.10,15.00,5.22,3.56,-1.08,0.64,13.44,0.00,0.00
603818,14.70,0.13,819,0.00,0.00,16,14.10,15.00,5.22,3.58,-1.08,0.64,13.52,0.00,0.00
604026,14.81,0.13,828,0.00,0.00,16,14.10,14.00,5.22,3.47,-1.08,0.64,13.36,0.00,0.00
604218,14.81,0.13,817,0.00,0.00,16,14.10,13.50,5.08,3.49,-1.08,0.64,13.44,0.00,0.00
604414,14.70,0.13,811,0.00,0.00,16,14.10,15.00,5.22,3.52,-1.08,0.64,13.36,0.00,0.00
604617,14.70,0.13,822,0.00,0.00,16,14.10,13.50,5.08,3.47,-1.08,0.64,13.52,0.00,0.00
604820,14.59,0.13,822,0.00,0.00,16,14.10,13.50,5.08,3.45,-1.08,0.64,13.36,0.00,0.00
605023,14.59,0.13,809,0.00,0.00,16,14.10,15.00,5.08,3.45,-1.08,0.64,13.52,0.00,0.00
605211,14.70,0.13,806,0.00,0.00,16,14.10,15.00,5.08,3.45,-1.08,0.64,13.36,0.00,0.00
