Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
12363,0.00,0.00,11.25,10,2.95,4000,0.00,0.00,11.13,16,14.45,13.00,57,32.65,18.27,202.11,3.90,20.57,100.00,3.96,14.80
12438,0.00,0.00,11.25,10,3.05,4085,0.00,0.00,12.13,16,14.45,13.00,57,33.08,18.58,203.15,3.96,20.57,100.00,3.96,14.80
12514,0.00,0.00,11.25,10,3.11,4088,0.00,0.00,11.98,16,14.45,13.00,57,33.37,18.76,211.95,4.00,20.57,100.00,3.96,14.80
12589,0.00,0.00,11.25,10,3.23,4171,0.00,0.00,11.59,16,14.80,13.00,57,33.52,18.97,215.36,3.98,20.57,100.00,3.96,14.80
12664,0.00,0.00,11.25,10,3.18,4237,0.00,0.00,11.76,16,15.16,13.50,57,33.66,19.18,222.72,4.00,20.57,100.00,3.96,14.80
12739,0.00,0.00,11.25,10,3.19,4264,0.00,0.00,11.06,16,15.16,14.00,57,33.81,19.32,225.46,4.00,20.57,100.00,3.96,14.80
12815,0.00,0.00,11.25,10,3.20,4300,0.00,0.00,11.14,16,15.51,14.00,57,33.95,19.41,232.71,4.08,20.57,100.00,3.96,14.80
12891,0.00,0.00,11.25,10,3.19,4383,0.00,0.00,11.54,16,15.51,14.00,57,34.10,19.45,234.89,4.08,20.57,100.00,3.96,14.80
12966,0.00,0.00,11.25,10,3.24,4412,0.00,0.00,11.91,16,15.51,14.00,57,34.10,19.51,242.60,4.14,20.57,100.00,3.96,14.80
13041,0.00,0.00,11.25,10,3.31,4424,0.00,0.00,12.10,16,15.86,14.00,57,34.24,19.70,243.08,4.14,20.57,100.00,3.96,14.80
13116,0.00,0.00,11.25,10,3.24,4537,0.00,0.00,11.58,16,15.86,14.50,57,34.39,19.84,245.42,4.14,20.57,100.00,3.96,14.80
13191,0.00,0.00,11.25,10,3.27,4548,0.00,0.00,11.91,16,16.21,14.50,57,34.53,19.92,249.18,4.14,20.57,100.00,3.96,14.80
13268,0.00,0.00,11.25,10,3.23,4629,0.00,0.00,11.24,16,16.21,15.00,57,34.53,19.99,251.09,4.16,20.57,100.00,3.96,14.80
13343,0.00,0.00,11.25,10,3.18,4629,0.00,0.00,11.13,16,16.56,15.00,57,34.68,20.03,253.04,4.16,20.57,100.00,3.96,14.80
13419,0.00,0.00,11.25,10,3.23,4741,0.00,0.00,11.39,16,16.56,15.00,55,34.68,20.07,257.91,4.22,20.57,100.00,3.96,14.80
13494,0.00,0.00,11.25,10,3.26,4759,0.00,0.00,11.91,16,16.56,15.50,55,34.82,20.05,259.89,4.24,20.57,100.00,3.96,14.80
13570,0.00,0.00,11.25,10,3.35,4820,0.00,0.00,12.00,16,16.91,15.50,55,34.82,20.17,264.93,4.24,20.57,100.00,3.96,14.80
13645,0.00,0.00,11.25,10,3.32,4931,0.00,0.00,11.60,16,16.91,15.50,55,34.82,20.38,270.47,4.26,20.57,100.00,3.96,14.80
13721,0.00,0.00,11.25,10,3.28,4947,0.00,0.00,11.38,16,16.91,15.50,55,34.97,20.30,272.99,4.26,20.57,100.00,3.96,14.80
13796,0.00,0.00,11.25,10,3.26,5010,0.00,0.00,11.03,16,17.27,16.00,55,35.11,20.38,280.66,4.30,20.57,100.00,3.96,14.80
13872,0.00,0.00,11.25,10,3.30,5003,0.00,0.00,11.46,16,17.62,16.00,55,34.97,20.36,284.42,4.32,20.57,100.00,3.96,14.80
13947,0.00,0.00,11.25,10,3.34,5088,0.00,0.00,11.86,16,17.62,16.50,55,35.11,20.32,286.57,4.32,20.57,100.00,3.96,14.80
14022,0.00,0.00,11.25,10,3.36,5154,0.00,0.00,11.97,16,17.97,16.50,55,35.11,20.34,290.34,4.34,20.57,100.00,3.96,14.80
14098,0.00,0.00,11.25,10,3.35,5190,0.00,0.00,11.61,16,17.97,16.50,55,35.11,20.34,290.87,4.34,20.26,100.00,3.96,14.80
14174,0.00,0.00,11.25,10,3.33,5256,0.00,0.00,11.61,16,18.32,16.50,55,34.97,20.28,290.87,4.34,20.26,100.00,3.96,14.80
14249,0.00,0.00,11.25,10,3.26,5262,0.00,0.00,11.61,16,18.32,16.50,55,34.97,20.11,291.94,4.34,19.96,100.00,3.96,14.80
14325,0.00,0.00,11.25,10,3.24,5361,0.00,0.00,11.35,16,18.32,17.00,55,34.82,19.99,289.79,4.36,19.96,100.00,3.96,14.80
14401,0.00,0.00,11.25,10,3.30,5450,0.00,0.00,11.61,16,18.32,17.00,55,34.82,24.87,295.70,4.36,19.96,100.00,3.96,14.80
14476,0.00,0.00,11.25,10,3.35,5490,0.00,0.00,11.81,16,18.67,17.00,55,34.68,19.96,297.31,4.38,19.96,100.00,3.96,14.80
14551,0.00,0.00,11.25,10,3.35,5522,0.00,0.00,11.97,16,18.67,17.50,55,34.68,20.07,301.07,4.40,19.34,100.00,3.96,14.80
14627,0.00,0.00,11.25,10,3.31,5568,0.00,0.00,11.63,16,18.67,17.50,55,34.68,20.09,302.70,4.40,19.34,100.00,3.96,14.80
14703,0.00,0.00,11.25,10,3.26,5643,0.00,0.00,11.63,16,19.02,17.50,55,34.53,19.92,305.41,4.42,19.34,100.00,3.96,14.80
14779,0.00,0.00,11.25,10,3.20,5690,0.00,0.00,11.46,16,19.02,17.50,55,34.39,19.59,311.05,4.44,19.34,100.00,3.96,14.80
14854,0.00,0.00,11.25,10,3.16,5694,0.00,0.00,11.63,16,19.38,17.50,55,34.39,19.36,309.35,4.42,18.10,100.00,3.96,14.80
14930,0.00,0.00,11.25,10,3.17,5787,0.00,0.00,11.81,16,19.38,18.00,55,33.95,19.10,303.25,4.40,18.10,100.00,3.96,14.80
15005,0.00,0.00,11.25,10,3.19,5827,0.00,0.00,11.64,16,19.38,18.00,55,33.52,18.66,302.34,4.40,17.17,100.00,3.96,14.80
15081,0.00,0.00,11.25,10,3.16,5896,0.00,0.00,11.88,16,19.73,18.00,55,33.52,18.45,306.73,4.42,17.17,100.00,3.96,14.80
15156,0.00,0.00,11.25,10,3.10,5914,0.00,0.00,11.72,16,20.08,18.50,55,33.23,17.94,306.73,4.40,15.62,100.00,3.96,14.80
15231,0.00,0.00,11.25,10,2.94,5914,0.00,0.00,11.59,16,20.08,18.50,55,32.65,17.48,306.14,4.36,15.62,100.00,3.96,14.80
15307,0.00,0.00,11.37,10,2.88,5976,0.00,0.00,11.76,16,20.43,19.00,55,31.92,16.63,295.31,4.36,15.01,100.00,3.96,14.80
15382,0.00,0.00,11.37,10,2.91,6024,0.00,0.00,11.88,16,20.78,19.00,55,31.20,15.88,293.15,4.34,15.01,100.00,3.96,14.80
15458,0.00,0.00,11.37,10,2.90,6073,0.00,0.00,11.66,16,20.43,19.00,55,30.47,15.55,292.05,4.34,15.01,100.00,3.96,14.80
15533,0.00,0.00,11.37,10,2.90,6132,0.00,0.00,11.76,16,21.13,20.00,55,30.18,15.64,292.60,4.36,15.01,100.00,3.96,14.80
15609,0.00,0.00,11.37,10,2.94,6203,0.00,0.00,11.39,16,21.13,20.00,55,30.18,16.42,292.60,4.40,15.01,100.00,3.96,14.80
15685,0.00,0.00,11.37,10,2.93,6203,0.00,0.00,11.48,16,21.48,19.50,55,30.76,16.53,303.41,4.40,15.01,100.00,3.96,14.80
15761,0.00,0.00,11.37,10,2.92,6271,0.00,0.00,11.63,16,21.48,20.00,55,31.20,16.63,305.58,4.40,15.01,100.00,3.96,14.80
15837,0.00,0.00,11.37,10,2.90,6276,0.00,0.00,11.76,16,21.84,20.50,55,31.34,16.53,308.37,4.42,15.01,100.00,3.96,14.80
15914,0.00,0.00,11.37,10,2.89,6378,0.00,0.00,11.64,16,22.19,21.00,55,31.20,16.24,303.97,4.38,15.01,100.00,3.96,14.80
15990,0.00,0.00,11.37,10,2.83,6426,0.00,0.00,11.66,16,23.24,21.00,55,31.20,15.95,303.97,4.38,15.01,100.00,3.96,14.80
16065,0.00,0.00,11.37,10,2.78,6426,0.00,0.00,11.75,16,23.24,21.50,55,30.62,15.51,302.89,4.36,15.01,100.00,3.96,14.80
16141,0.00,0.00,11.37,10,2.74,6426,0.00,0.00,11.57,16,23.59,22.00,55,30.18,15.33,296.93,4.36,15.01,100.00,3.96,14.80
16216,0.00,0.00,11.37,10,2.77,6488,0.00,0.00,11.57,16,23.59,22.00,55,30.18,15.39,301.26,4.38,15.01,100.00,3.96,14.80
16292,0.00,0.00,11.37,10,2.77,6533,0.00,0.00,11.76,16,23.95,22.00,55,30.18,15.62,301.26,4.40,15.01,100.00,3.96,14.80
16367,0.00,0.00,11.37,10,2.80,6533,0.00,0.00,11.69,16,23.95,22.50,55,30.33,15.82,302.34,4.40,15.01,100.00,3.96,14.80
16443,0.00,0.00,11.37,10,2.79,6631,0.00,0.00,11.76,16,24.30,22.50,55,30.62,15.97,307.26,4.40,15.01,100.00,3.96,14.80
16519,0.00,0.00,11.37,10,2.76,6649,0.00,0.00,11.87,16,25.00,23.00,55,30.62,16.01,306.70,4.40,15.01,100.00,3.96,14.80
16594,0.00,0.00,11.37,10,2.68,6649,0.00,0.00,11.59,16,25.00,23.00,55,30.62,15.76,306.70,4.38,15.01,100.00,3.96,14.80
16670,0.00,0.00,11.37,10,2.67,6756,0.00,0.00,11.58,16,25.70,23.00,55,30.33,15.55,302.35,4.38,15.01,100.00,3.96,14.80
16745,0.00,0.00,11.37,10,2.65,6744,0.00,0.00,11.74,16,26.05,24.00,55,30.18,15.41,304.50,4.38,15.01,100.00,3.96,14.80
16821,0.00,0.00,11.37,10,2.65,6772,0.00,0.00,11.76,16,26.05,24.00,55,30.18,15.31,304.50,4.38,15.01,100.00,3.96,14.80
16897,0.00,0.00,11.37,10,2.63,6836,0.00,0.00,11.89,16,25.70,25.00,55,30.04,15.33,301.26,4.38,15.01,100.00,3.96,14.80
16973,0.00,0.00,11.37,10,2.66,6849,0.00,0.00,11.76,16,26.05,25.00,55,30.18,15.49,300.18,4.38,15.01,100.00,3.96,14.80
17048,0.00,0.00,11.37,10,2.61,6849,0.00,0.00,11.57,16,26.76,25.00,55,30.18,15.57,300.18,4.38,15.01,100.00,3.96,14.80
17124,0.00,0.00,11.37,10,2.60,6970,0.00,0.00,11.63,16,26.76,25.00,55,30.18,15.64,301.27,4.38,15.01,100.00,3.96,14.80
17199,0.00,0.00,11.37,10,2.53,6990,0.00,0.00,11.82,16,27.11,25.00,55,30.18,15.68,304.50,4.38,15.01,100.00,3.96,14.80
17275,0.00,0.00,11.37,10,2.57,6990,0.00,0.00,11.44,16,27.11,25.00,55,30.47,15.57,304.50,4.38,15.01,100.00,3.96,14.80
17350,0.00,0.00,11.48,10,2.59,7069,0.00,0.00,11.89,16,26.76,26.50,55,30.04,15.47,290.43,4.34,15.01,100.00,3.96,14.80
17426,0.00,0.00,15.62,10,2.46,7055,0.00,0.00,13.99,16,28.16,26.50,55,30.04,10.50,290.43,4.34,15.01,100.00,3.96,14.80
17501,0.00,0.00,15.62,10,2.33,7055,0.00,0.00,11.81,16,28.87,26.00,55,29.89,13.69,296.92,4.34,15.01,100.00,3.96,14.80
17577,0.00,0.00,16.54,10,1.94,6787,0.00,0.00,14.38,16,32.73,28.00,55,27.86,14.52,236.96,4.06,15.01,16.47,2.24,14.80
17652,0.00,0.00,16.54,10,0.87,6787,0.00,0.00,14.01,16,40.82,28.00,55,27.86,-4.52,236.96,4.06,-10.06,0.39,0.66,14.80
17729,0.00,0.00,16.54,10,0.61,6812,0.00,0.00,13.39,16,39.77,40.00,55,8.13,-7.99,68.35,2.88,-10.06,0.00,0.66,14.80
17804,0.00,0.00,16.54,10,0.54,6812,0.00,0.00,13.84,16,37.30,40.00,55,8.13,-8.72,68.35,2.88,-10.06,0.39,0.66,14.80
17880,0.00,0.00,20.33,10,0.45,6951,0.00,0.00,13.81,16,34.14,36.00,55,5.80,-9.09,56.45,2.72,-10.06,0.00,0.66,14.80
17955,0.00,0.00,20.33,10,0.38,6951,0.00,0.00,13.49,16,30.98,36.00,55,5.80,-9.26,56.45,2.54,-10.06,0.00,0.66,14.80
18031,0.00,0.00,24.81,10,0.34,6900,0.00,0.00,13.53,16,28.16,29.50,55,5.37,-9.44,43.46,2.54,-10.06,0.00,0.66,14.80
18106,0.00,0.00,23.77,10,0.31,6781,0.00,0.00,13.55,16,23.59,29.50,55,5.37,-9.63,43.46,2.40,-10.06,0.00,0.66,14.80
18182,0.00,0.00,23.77,10,0.29,6781,0.00,0.00,13.57,16,20.43,25.00,55,5.08,-9.75,35.84,2.40,-10.06,0.39,0.66,14.80
18257,0.00,0.00,24.35,10,0.27,6684,0.00,0.00,13.59,16,17.27,18.50,55,4.93,-9.78,30.02,2.34,-10.06,0.39,0.66,14.80
18333,0.00,0.00,24.35,10,0.26,6684,0.00,0.00,13.59,16,12.70,18.50,55,4.93,-9.90,30.02,2.34,-10.06,0.00,0.66,14.80
18408,0.00,0.00,24.23,10,0.25,6602,0.00,0.00,13.61,16,11.99,12.50,55,4.79,-9.94,27.91,2.28,-10.06,0.00,0.66,14.80
18483,0.00,0.00,24.23,10,0.25,6482,0.00,0.00,13.62,16,11.99,12.50,55,4.79,-10.02,27.91,2.24,-10.06,0.00,0.66,14.80
18558,0.00,0.00,24.23,10,0.25,6482,0.00,0.00,13.67,16,11.99,11.50,55,4.64,-10.13,26.51,2.24,-10.06,0.00,0.66,14.80
18638,0.00,0.00,24.23,10,0.25,6334,0.00,0.00,13.71,16,11.99,11.50,55,4.64,-10.17,25.64,2.24,-10.06,0.00,0.66,14.80
18712,0.00,0.00,24.00,10,0.25,6260,0.00,0.00,13.73,16,11.99,11.50,57,4.64,-10.21,25.64,2.24,-10.06,0.00,0.66,14.80
18788,0.00,0.00,24.00,10,0.25,6260,0.00,0.00,13.77,16,11.99,11.50,57,4.50,-10.23,26.29,2.24,-10.06,0.00,0.66,14.80
18864,0.00,0.00,24.23,10,0.25,6147,0.00,0.00,13.83,16,11.99,11.50,57,4.50,-10.23,24.67,2.22,-10.06,0.00,0.66,14.80
18940,0.00,0.00,24.00,10,0.24,6034,0.00,0.00,13.87,16,11.99,11.50,57,4.50,-10.27,24.24,2.20,-10.06,0.00,0.66,14.80
19015,0.00,0.00,24.23,10,0.25,5924,0.00,0.00,13.90,16,11.99,11.50,57,4.50,-10.31,24.24,2.20,-10.06,0.00,0.66,14.80
19091,0.00,0.00,24.23,10,0.24,5924,0.00,0.00,13.94,16,11.99,11.50,57,4.35,-10.33,23.81,2.18,-9.13,0.39,0.66,14.80
