Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Coolant Temperature (F)
172605,0.00,0.00,14.47,7,0.27,1028,0.00,0.00,12.54,16,9.88,9.50,102,4.93,-9.80,4.55,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
172695,0.00,0.00,14.59,7,0.26,1036,0.00,0.00,12.54,16,9.88,8.00,102,4.93,-9.80,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
172784,0.00,0.00,14.59,7,0.26,1024,0.00,0.00,12.54,16,9.88,9.50,102,4.93,-9.78,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
172872,0.00,0.00,14.70,7,0.27,1003,0.00,0.00,12.54,16,9.88,10.00,102,4.93,-9.80,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
172962,0.00,0.00,14.70,7,0.26,1004,0.00,0.00,12.54,16,9.88,11.50,102,4.93,-9.78,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
173051,0.00,0.00,14.70,7,0.26,1010,0.00,0.00,12.54,16,9.88,10.50,102,4.93,-9.77,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
173140,0.00,0.00,14.59,7,0.26,1020,0.00,0.00,12.54,16,9.88,9.50,102,4.93,-9.75,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
173229,0.00,0.00,14.47,7,0.26,1016,0.00,0.00,12.54,16,9.88,10.00,102,4.93,-9.77,4.43,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
173318,-0.78,0.00,14.59,7,0.27,1023,0.00,0.00,12.54,16,9.88,10.50,102,4.93,-9.77,4.46,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
173406,0.00,0.00,14.47,7,0.26,1011,0.00,0.00,12.54,16,9.88,9.00,102,4.93,-9.77,4.46,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
173496,-0.78,0.00,14.47,7,0.26,1017,0.00,0.00,12.54,16,9.88,9.50,102,4.93,-9.77,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
173584,-0.78,0.00,14.36,7,0.26,1013,0.00,0.00,12.54,16,9.88,10.00,102,4.93,-9.80,4.43,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
173674,-0.78,0.00,14.36,7,0.26,1000,0.00,0.00,12.54,16,9.88,11.50,102,4.93,-9.82,4.40,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
173762,-0.78,0.00,14.47,7,0.26,1015,0.00,0.00,12.54,16,9.88,9.50,102,4.93,-9.78,4.46,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
173851,-0.78,0.00,14.59,7,0.27,1009,0.00,0.00,12.54,16,9.88,9.50,102,4.93,-9.75,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
173941,-0.78,0.00,14.47,7,0.27,1003,0.00,0.00,12.54,16,9.88,10.50,102,4.93,-9.75,4.46,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,174
174029,0.00,0.00,14.59,7,0.27,1014,0.00,0.00,12.54,16,9.88,9.50,102,4.93,-9.77,4.46,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
174119,0.00,0.00,14.70,7,0.26,1010,0.00,0.00,12.54,16,9.88,10.00,102,4.93,-9.75,4.43,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
174208,0.00,0.00,14.70,7,0.26,1015,0.00,0.00,12.54,16,9.88,9.50,102,4.93,-9.77,4.40,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
174297,-0.78,0.00,14.70,7,0.26,1008,0.00,0.00,12.54,16,9.88,9.50,102,4.93,-9.78,4.40,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
174386,0.00,0.00,14.59,7,0.26,1018,0.00,0.00,12.54,16,9.88,9.00,102,4.93,-9.82,4.40,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
174475,0.00,0.00,14.70,7,0.26,1027,0.00,0.00,12.54,16,9.88,8.00,102,4.93,-9.82,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
174564,0.00,0.00,14.59,7,0.26,1014,0.00,0.00,12.54,16,9.88,8.00,102,4.93,-9.80,4.43,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
174653,0.00,0.00,14.70,7,0.26,1017,0.00,0.00,12.54,16,9.88,9.50,102,4.93,-9.82,4.40,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
174743,0.00,0.00,14.70,7,0.26,1004,0.00,0.00,12.54,16,9.88,10.50,102,4.93,-9.82,4.40,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
174831,0.00,0.00,14.70,7,0.26,1010,0.00,0.00,12.54,16,9.88,11.00,102,4.93,-9.82,4.40,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
174920,-0.78,0.00,14.59,7,0.26,1002,0.00,0.00,12.54,16,9.88,10.50,102,4.93,-9.78,4.40,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
175009,-0.78,0.00,14.36,7,0.26,1008,0.00,0.00,12.54,16,9.88,10.00,104,4.93,-9.80,4.40,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
175098,-1.56,0.00,14.24,7,0.26,1015,0.00,0.00,12.54,16,9.88,10.00,104,4.93,-9.78,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
175188,-1.56,0.00,14.36,7,0.26,1012,0.00,0.00,12.54,16,9.88,9.50,104,4.93,-9.80,4.40,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
175276,-1.56,0.00,14.13,7,0.26,996,0.00,0.00,12.54,16,9.88,10.50,104,4.93,-9.77,4.40,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
175365,-2.34,0.00,14.36,7,0.27,983,0.00,0.00,12.54,16,9.88,11.50,104,4.93,-9.75,4.40,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
175454,-1.56,0.00,14.36,7,0.27,987,0.00,0.00,12.54,16,9.88,11.50,104,4.93,-9.73,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,174
175544,-1.56,0.00,14.36,7,0.26,996,0.00,0.00,12.54,16,9.88,10.00,104,4.93,-9.73,4.46,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,174
175633,-1.56,0.00,14.36,8,0.27,1004,0.00,0.00,12.54,16,9.88,9.50,104,4.93,-9.73,4.46,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,174
175722,-1.56,0.00,14.47,8,0.27,1008,0.00,0.00,12.54,16,9.88,9.50,104,4.93,-9.73,4.46,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,174
175811,-1.56,0.00,14.47,8,0.27,1014,0.00,0.00,12.54,16,9.88,10.00,104,4.93,-9.75,4.40,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,174
175900,-1.56,0.00,14.59,8,0.26,1008,0.00,0.00,12.54,16,9.88,9.00,104,4.93,-9.75,4.40,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,174
175989,-1.56,0.00,14.47,8,0.27,996,0.00,0.00,12.54,16,9.88,10.50,104,4.93,-9.73,4.49,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,174
176078,-1.56,0.00,14.59,8,0.27,973,0.00,0.00,12.54,16,9.88,10.50,104,5.08,-9.69,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,174
176167,-1.56,0.00,14.59,8,0.27,993,0.00,0.00,12.54,16,9.88,10.50,104,5.08,-9.67,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
176256,-1.56,0.00,14.59,8,0.27,1002,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.69,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
176345,-1.56,0.00,14.70,8,0.27,1002,0.00,0.00,12.54,16,9.88,9.00,104,5.08,-9.67,4.46,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
176434,-1.56,0.00,14.47,8,0.27,989,0.00,0.00,12.54,16,9.88,10.50,104,5.08,-9.67,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
176523,-1.56,0.00,14.59,8,0.27,1001,0.00,0.00,12.54,16,9.88,10.00,104,5.08,-9.67,4.48,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
176612,-1.56,0.00,14.59,8,0.27,1012,0.00,0.00,12.54,16,9.88,8.00,104,5.08,-9.67,4.49,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
176701,-1.56,0.00,14.59,8,0.27,1008,0.00,0.00,12.54,16,9.88,8.50,104,5.08,-9.65,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
176791,-1.56,0.00,14.59,8,0.26,994,0.00,0.00,12.54,16,9.88,10.50,104,4.93,-9.69,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
176879,-1.56,0.00,14.47,8,0.27,982,0.00,0.00,12.54,16,9.88,11.50,104,5.08,-9.67,4.49,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
176969,-1.56,0.00,14.59,8,0.27,990,0.00,0.00,12.54,16,9.88,10.50,104,5.08,-9.63,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
177058,-2.34,0.00,14.47,8,0.28,986,0.00,0.00,12.54,16,9.88,10.00,104,5.08,-9.63,4.57,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
177146,-2.34,0.00,14.47,8,0.28,1001,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.63,4.57,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
177236,-1.56,0.00,14.70,8,0.27,1010,0.00,0.00,12.54,16,9.88,8.00,104,5.08,-9.63,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
177325,-1.56,0.00,14.70,8,0.27,1008,0.00,0.00,12.54,16,9.88,8.00,104,5.08,-9.63,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
177413,-1.56,0.00,14.59,8,0.27,1012,0.00,0.00,12.54,16,9.88,8.00,104,5.08,-9.65,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
177502,-1.56,0.00,14.59,8,0.27,1000,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.67,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
177592,-1.56,0.00,14.59,8,0.27,1000,0.00,0.00,12.54,16,9.88,10.50,104,5.08,-9.67,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
177681,-1.56,0.00,14.70,8,0.27,1002,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.63,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
177770,-1.56,0.00,14.59,8,0.27,1000,0.00,0.00,12.54,16,9.88,8.00,104,5.08,-9.65,4.58,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
177859,-1.56,0.00,14.70,8,0.27,1001,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.65,4.55,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
177948,-1.56,0.00,14.81,8,0.27,1013,0.00,0.00,12.54,16,9.88,8.00,104,5.08,-9.65,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
178037,-1.56,0.00,14.70,8,0.27,1002,0.00,0.00,12.54,16,9.88,9.00,104,5.08,-9.63,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
178126,-1.56,0.00,14.70,8,0.27,1002,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.65,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
178216,-1.56,0.00,14.70,8,0.27,1005,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.67,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
178305,-1.56,0.00,14.70,8,0.27,1019,0.00,0.00,12.54,16,9.88,10.50,104,4.93,-9.69,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,15.00,174
178393,-1.56,0.00,14.81,8,0.27,996,0.00,0.00,12.54,16,9.88,10.50,104,5.08,-9.67,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
178483,-1.56,0.00,14.70,8,0.27,992,0.00,0.00,12.54,16,9.88,8.00,104,5.08,-9.63,4.57,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
178572,-1.56,0.00,14.70,8,0.27,1015,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.67,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
178660,-1.56,0.00,14.70,8,0.27,1012,0.00,0.00,12.54,16,9.88,8.50,104,5.08,-9.65,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
178749,-1.56,0.00,14.59,8,0.27,1004,0.00,0.00,12.54,16,9.88,8.00,104,5.08,-9.63,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
178838,-1.56,0.00,14.70,8,0.27,1008,0.00,0.00,12.54,16,9.88,9.00,104,5.08,-9.65,4.57,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
178928,-1.56,0.00,14.59,8,0.27,1000,0.00,0.00,12.54,16,9.88,10.00,104,5.08,-9.67,4.57,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
179016,-1.56,0.00,14.59,8,0.27,1014,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.69,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
179105,-1.56,0.00,14.59,8,0.27,1022,0.00,0.00,12.54,16,9.88,8.50,104,5.08,-9.67,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
179194,-2.34,0.00,14.47,8,0.27,1018,0.00,0.00,12.54,16,9.88,8.00,104,4.93,-9.71,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
179283,-1.56,0.00,14.59,8,0.27,1024,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.73,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
179372,-1.56,0.00,14.70,8,0.26,1020,0.00,0.00,12.54,16,9.88,8.00,104,4.93,-9.71,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
179461,-1.56,0.00,14.70,8,0.27,1014,0.00,0.00,12.54,16,9.88,9.00,104,5.08,-9.69,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
179550,-1.56,0.00,14.70,8,0.27,1010,0.00,0.00,12.54,16,9.88,9.00,104,5.08,-9.71,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
179639,-1.56,0.00,14.70,8,0.27,998,0.00,0.00,12.54,16,9.88,10.50,104,4.93,-9.73,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
179729,-1.56,0.00,14.70,8,0.27,1004,0.00,0.00,12.54,16,9.88,10.00,104,5.08,-9.67,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
179817,-1.56,0.00,14.81,8,0.27,1005,0.00,0.00,12.54,16,9.88,8.00,104,5.08,-9.65,4.57,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
179906,-0.78,0.00,14.81,8,0.27,1011,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.69,4.57,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
179995,-1.56,0.00,14.81,8,0.27,1020,0.00,0.00,12.54,16,9.88,9.00,104,5.08,-9.69,4.57,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
180084,-1.56,0.00,14.59,8,0.27,1017,0.00,0.00,12.54,16,9.88,9.00,104,4.93,-9.69,4.57,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
180174,-1.56,0.00,14.59,8,0.26,1028,0.00,0.00,12.54,16,9.88,8.00,104,5.08,-9.69,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,174
180263,-2.34,0.00,14.47,8,0.26,1012,0.00,0.00,12.54,16,9.88,9.50,104,4.93,-9.75,4.48,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
180352,-2.34,0.00,14.36,8,0.27,1013,0.00,0.00,12.54,16,9.88,9.50,104,4.93,-9.75,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
180441,-1.56,0.00,14.47,8,0.27,1019,0.00,0.00,12.54,16,9.88,9.00,104,4.93,-9.73,4.55,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
180529,-2.34,0.00,14.36,8,0.27,1005,0.00,0.00,12.54,16,9.88,9.50,104,4.93,-9.71,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,174
180619,-2.34,0.00,14.47,8,0.27,1020,0.00,0.00,12.54,16,9.88,8.50,104,4.93,-9.73,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,174
180707,-2.34,0.00,14.47,8,0.27,1006,0.00,0.00,12.54,16,9.88,10.50,104,4.93,-9.73,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,174
180796,-1.56,0.00,14.47,8,0.27,1016,0.00,0.00,12.54,16,9.88,10.50,104,4.93,-9.73,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
180886,-1.56,0.00,14.59,8,0.27,1010,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.67,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
180975,-1.56,0.00,14.59,8,0.27,1005,0.00,0.00,12.54,16,9.88,9.00,104,4.93,-9.71,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
181063,-1.56,0.00,14.70,8,0.27,1017,0.00,0.00,12.54,16,9.88,10.50,104,4.93,-9.73,4.48,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,174
181153,-1.56,0.00,14.70,8,0.27,1014,0.00,0.00,12.54,16,9.88,9.00,104,5.08,-9.67,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
181242,-1.56,0.00,14.70,8,0.27,1007,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.67,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
181330,-1.56,0.00,14.70,8,0.27,1010,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.67,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
181420,-1.56,0.00,14.70,8,0.27,1004,0.00,0.00,12.54,16,9.88,10.00,104,5.08,-9.67,4.55,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,174
181508,-1.56,0.00,14.70,8,0.27,1012,0.00,0.00,12.54,16,9.88,10.00,104,5.08,-9.67,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
181597,-1.56,0.00,14.70,8,0.27,1021,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.65,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
181687,-2.34,0.00,14.47,8,0.27,1017,0.00,0.00,12.54,16,9.88,9.00,104,4.93,-9.71,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
181776,-2.34,0.00,14.59,8,0.26,1030,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.73,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,176
181866,-1.56,0.00,14.59,8,0.27,1020,0.00,0.00,12.54,16,9.88,8.50,104,4.93,-9.73,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
181955,-1.56,0.00,14.59,8,0.27,1014,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.67,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
182043,-2.34,0.00,14.70,8,0.27,1005,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.71,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,176
182132,-1.56,0.00,14.70,8,0.27,1012,0.00,0.00,12.54,16,9.88,9.50,104,4.93,-9.73,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,176
182222,-1.56,0.00,14.59,8,0.27,1029,0.00,0.00,12.54,16,9.88,9.50,104,4.93,-9.73,4.57,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,176
182310,-1.56,0.00,14.70,8,0.27,1023,0.00,0.00,12.54,16,9.88,8.50,104,4.93,-9.73,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
182399,-2.34,0.00,14.59,8,0.27,1017,0.00,0.00,12.54,16,9.88,9.50,104,4.93,-9.73,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
182488,-1.56,0.00,14.70,8,0.27,1028,0.00,0.00,12.54,16,9.88,9.50,104,4.93,-9.73,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
182577,-1.56,0.00,14.70,8,0.26,1010,0.00,0.00,12.54,16,9.88,10.00,104,4.93,-9.73,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
182666,-1.56,0.00,14.70,8,0.27,1020,0.00,0.00,12.54,16,9.88,9.00,104,4.93,-9.71,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,176
182755,-1.56,0.00,14.70,8,0.27,1012,0.00,0.00,12.54,16,9.88,9.00,104,4.93,-9.73,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,176
182844,-1.56,0.00,14.59,8,0.26,1020,0.00,0.00,12.54,16,9.88,9.50,104,4.93,-9.75,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
182934,-1.56,0.00,14.59,8,0.26,1027,0.00,0.00,12.54,16,9.88,8.00,104,4.93,-9.75,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,176
183023,-2.34,0.00,14.59,8,0.27,1021,0.00,0.00,12.54,16,9.88,7.50,104,4.93,-9.75,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
183112,-2.34,0.00,14.47,8,0.27,1017,0.00,0.00,12.54,16,9.88,9.50,104,4.93,-9.73,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
183200,-2.34,0.00,14.36,8,0.27,1012,0.00,0.00,12.54,16,9.88,10.00,104,4.93,-9.75,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
183290,-2.34,0.00,14.47,8,0.27,1012,0.00,0.00,12.54,16,9.88,10.50,104,4.93,-9.73,4.57,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
183379,-2.34,0.00,14.59,8,0.27,1026,0.00,0.00,12.54,16,9.88,8.50,104,4.93,-9.73,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,176
183468,-2.34,0.00,14.59,8,0.27,1012,0.00,0.00,12.54,16,9.88,9.50,104,4.93,-9.73,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,176
183557,-2.34,0.00,14.59,8,0.27,1016,0.00,0.00,12.54,16,9.88,9.50,104,4.93,-9.73,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,176
183646,-2.34,0.00,14.70,8,0.27,1021,0.00,0.00,12.54,16,9.88,9.00,104,4.93,-9.73,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,176
183735,-1.56,0.00,14.70,8,0.27,1018,0.00,0.00,12.54,16,9.88,10.00,104,5.08,-9.71,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
183824,-2.34,0.00,14.70,8,0.27,1020,0.00,0.00,12.54,16,9.88,9.50,104,5.08,-9.69,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
183913,-2.34,0.00,14.70,8,0.27,1014,0.00,0.00,12.54,16,9.88,10.00,104,4.93,-9.73,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
184002,-2.34,0.00,14.70,8,0.26,1029,0.00,0.00,12.63,16,9.88,9.50,104,4.93,-9.73,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
184091,-1.56,0.00,14.70,8,0.27,1025,0.00,0.00,12.63,16,9.88,8.50,104,4.93,-9.73,4.52,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
184180,-2.34,0.00,14.59,8,0.27,1018,0.00,0.00,12.54,16,9.88,9.50,104,4.93,-9.71,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,176
184269,-2.34,0.00,14.70,8,0.27,1027,0.00,0.00,12.63,16,9.88,9.50,104,4.93,-9.73,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
184358,-2.34,0.00,14.59,8,0.27,999,0.00,0.00,12.63,16,9.88,11.50,106,4.93,-9.73,4.57,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
184447,-1.56,0.00,14.70,8,0.27,1005,0.00,0.00,12.63,16,9.88,11.00,106,5.08,-9.67,4.57,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,176
184536,-2.34,0.00,14.70,8,0.27,1003,0.00,0.00,12.63,16,9.88,9.50,106,5.08,-9.67,4.57,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
184625,-2.34,0.00,14.59,8,0.27,1020,0.00,0.00,12.63,16,9.88,9.00,106,4.93,-9.71,4.57,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
184714,-1.56,0.00,14.70,8,0.27,1032,0.00,0.00,12.63,16,9.88,9.50,106,4.93,-9.73,4.57,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
184802,-2.34,0.00,14.70,8,0.27,1028,0.00,0.00,12.63,16,9.88,8.00,106,4.93,-9.71,4.55,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
184892,-2.34,0.00,14.59,8,0.27,1021,0.00,0.00,12.63,16,9.88,9.00,106,5.08,-9.69,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
184981,-2.34,0.00,14.47,8,0.27,1009,0.00,0.00,12.63,16,9.88,10.00,106,4.93,-9.73,4.52,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,176
