Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Coolant Temperature (F),Closed Loop Fueling Target* (estimated AFR)
12439,0.00,0.00,14.81,7,0.27,914,63.4,23.9,0.00,0.00,13.54,16,9.88,16.00,129,5.08,-9.67,4.10,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,183,14.70
12542,0.00,0.00,14.81,7,0.27,920,63.4,23.9,0.00,0.00,13.54,16,9.88,15.00,129,5.08,-9.67,4.10,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.20,183,14.70
12644,0.00,0.00,14.81,7,0.27,927,63.4,23.9,0.00,0.00,13.55,16,9.88,13.50,129,5.08,-9.65,4.15,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.30,183,14.70
12747,0.00,0.00,14.81,7,0.26,934,63.4,23.9,0.00,0.00,13.55,16,9.88,14.00,129,5.08,-9.63,4.07,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.30,183,14.70
12850,0.00,0.00,14.81,7,0.27,917,63.4,23.9,0.00,0.00,13.57,16,9.88,14.00,129,5.08,-9.65,4.10,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.30,183,14.70
12953,0.00,0.00,14.81,7,0.28,894,63.4,23.9,0.00,0.00,13.57,16,9.88,15.50,129,5.08,-9.65,4.13,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.20,183,14.70
13055,0.00,0.00,14.81,7,0.28,900,63.4,23.9,0.00,0.00,13.58,16,9.88,14.50,129,5.08,-9.63,4.13,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.30,183,14.70
13159,0.00,0.00,14.81,7,0.28,896,63.4,23.9,0.00,0.00,13.59,16,9.88,14.00,129,5.08,-9.55,4.18,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.20,183,14.70
13261,0.00,0.00,14.81,7,0.27,918,63.4,23.9,0.00,0.00,13.60,16,9.88,13.00,129,5.22,-9.53,4.15,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.30,183,14.70
13364,0.00,0.00,14.81,7,0.27,910,63.4,23.9,0.00,0.00,13.60,16,9.88,12.00,129,5.08,-9.55,4.13,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,183,14.70
13467,0.00,0.00,14.81,7,0.27,893,63.4,23.9,0.00,0.00,13.61,16,9.88,11.50,129,5.08,-9.57,4.07,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,16.30,183,14.70
13569,0.00,0.00,14.81,7,0.27,908,63.4,23.9,0.00,0.00,13.62,16,9.88,11.50,129,5.08,-9.55,4.10,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,183,14.70
13672,0.00,0.00,14.81,7,0.28,896,63.4,23.9,0.00,0.00,13.63,16,9.88,12.50,129,5.08,-9.53,4.15,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,183,14.70
13775,0.00,0.00,14.81,7,0.31,872,63.4,24.0,0.00,0.00,13.63,16,9.88,15.00,129,5.22,-9.51,4.15,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,183,14.70
13878,0.00,0.00,14.81,7,0.31,877,63.4,24.0,0.00,0.00,13.64,16,9.88,14.00,129,5.22,-9.48,4.15,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,183,14.70
13981,0.00,0.00,14.81,7,0.28,953,63.4,24.0,0.00,0.00,13.65,16,9.88,11.50,129,5.22,-9.46,4.15,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.50,183,14.70
14084,0.00,0.00,14.81,7,0.28,906,63.4,24.0,0.00,0.00,13.65,16,9.88,10.50,129,5.22,-9.44,4.18,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,183,14.70
14186,0.00,0.00,14.81,7,0.28,883,63.4,24.0,0.00,0.00,13.67,16,9.88,14.00,129,5.22,-9.44,4.15,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,183,14.70
14289,0.00,0.00,14.81,7,0.28,888,63.4,24.0,0.00,0.00,13.67,16,9.88,11.50,129,5.22,-9.42,4.21,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.50,183,14.70
14392,0.00,0.00,14.81,7,0.28,882,63.4,24.0,0.00,0.00,13.68,16,9.88,12.00,129,5.37,-9.42,4.24,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.30,183,14.70
14496,0.00,0.00,14.81,7,0.28,894,63.4,24.0,0.00,0.00,13.68,16,9.88,10.50,129,5.37,-9.40,4.18,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,183,14.70
14597,0.00,0.00,14.81,7,0.29,893,63.4,24.0,0.00,0.00,13.70,16,9.88,10.50,129,5.37,-9.36,4.26,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,183,14.70
14700,0.00,0.00,14.81,7,0.30,883,63.4,24.0,0.00,0.00,13.70,16,9.88,14.00,129,5.37,-9.34,4.29,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,183,14.70
14803,0.00,0.00,14.81,7,0.30,872,63.4,24.0,0.00,0.00,13.70,16,9.88,10.50,129,5.37,-9.28,4.35,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.50,183,14.70
14905,0.00,0.00,14.81,7,0.29,900,63.4,24.0,0.00,0.00,13.72,16,9.88,10.50,129,5.51,-9.24,4.37,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.50,183,14.70
15009,0.00,0.00,14.81,7,0.29,892,63.4,24.0,0.00,0.00,13.73,16,9.88,10.00,129,5.51,-9.22,4.35,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.50,183,14.70
15111,0.00,0.00,14.81,7,0.29,895,63.4,24.0,0.00,0.00,13.73,16,9.88,9.50,129,5.51,-9.24,4.35,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.50,183,14.70
15215,0.00,0.00,14.81,7,0.29,910,63.4,24.0,0.00,0.00,13.74,16,9.88,8.00,129,5.51,-9.26,4.37,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.50,183,14.70
15317,0.00,0.00,14.81,7,0.29,898,63.4,24.0,0.00,0.00,13.75,16,9.88,9.50,129,5.37,-9.26,4.35,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.60,183,14.70
15419,0.00,0.00,14.81,7,0.30,892,63.4,24.0,0.00,0.00,13.75,16,9.88,12.00,129,5.51,-9.18,4.37,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.50,183,14.70
15523,0.00,0.00,14.81,7,0.30,886,63.4,24.0,0.00,0.00,13.76,16,9.88,10.50,129,5.51,-9.15,4.48,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.50,183,14.70
15626,0.00,0.00,14.81,7,0.30,899,63.4,24.0,0.00,0.00,13.77,16,9.88,8.00,129,5.51,-9.15,4.46,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.50,183,14.70
15728,0.00,0.00,14.81,7,0.30,903,63.4,24.0,0.00,0.00,13.78,16,9.88,8.50,129,5.51,-9.15,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.50,183,14.70
15831,0.00,0.00,14.93,7,0.30,904,63.4,24.0,0.00,0.00,13.78,16,9.88,8.00,129,5.51,-9.11,4.48,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
15935,0.00,0.00,14.93,7,0.30,898,63.4,24.0,0.00,0.00,13.79,16,9.88,9.00,129,5.51,-9.13,4.51,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,183,14.70
16037,0.00,0.00,14.93,7,0.30,902,63.4,24.0,0.00,0.00,13.80,16,9.88,9.00,129,5.66,-9.13,4.48,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
16139,0.00,0.00,14.93,7,0.30,910,63.4,24.0,0.00,0.00,13.82,16,9.88,8.00,129,5.51,-9.15,4.51,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.60,183,14.70
16242,0.00,0.00,14.93,7,0.30,908,63.4,24.0,0.00,0.00,13.82,16,9.88,8.00,129,5.51,-9.15,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.60,183,14.70
16346,0.00,0.00,14.93,7,0.30,904,63.4,24.0,0.00,0.00,13.83,16,9.88,11.00,129,5.51,-9.11,4.48,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
16448,0.00,0.00,14.93,7,0.30,875,63.4,24.0,0.00,0.00,13.84,16,9.88,12.00,129,5.51,-9.13,4.51,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.60,183,14.70
16551,0.00,0.00,14.93,7,0.31,881,63.4,24.1,0.00,0.00,13.83,16,9.88,10.00,129,5.66,-9.09,4.57,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.60,183,14.70
16654,0.00,0.00,14.81,7,0.31,904,63.4,24.1,0.00,0.00,13.83,16,9.88,8.50,129,5.66,-9.05,4.60,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.60,183,14.70
16757,0.00,0.00,14.81,7,0.30,906,63.4,24.1,0.00,0.00,13.84,16,9.88,8.00,129,5.66,-9.01,4.57,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
16860,0.00,0.00,14.81,7,0.31,888,63.4,24.1,0.00,0.00,13.83,16,9.88,10.50,129,5.66,-9.03,4.57,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
16963,0.00,0.00,14.81,7,0.31,876,63.4,24.1,0.00,0.00,13.84,16,9.88,11.50,129,5.66,-9.05,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
17065,0.00,0.00,14.81,7,0.31,897,63.4,24.1,0.00,0.00,13.84,16,9.88,8.00,129,5.66,-9.01,4.63,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
17168,0.00,0.00,14.81,7,0.30,922,63.4,24.1,0.00,0.00,13.84,16,9.88,7.00,129,5.66,-8.99,4.63,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
17271,0.00,0.00,14.81,7,0.30,913,63.4,24.1,0.00,0.00,13.84,16,9.88,10.50,129,5.66,-9.05,4.57,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
17373,0.00,0.00,14.70,7,0.31,890,63.4,24.1,0.00,0.00,13.84,16,9.88,10.50,129,5.66,-9.07,4.60,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.90,183,14.70
17476,0.00,0.00,14.81,7,0.31,885,63.4,24.1,0.00,0.00,13.84,16,9.88,11.50,129,5.66,-9.05,4.63,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
17580,0.00,0.00,14.70,7,0.31,906,63.4,24.1,0.00,0.00,13.84,16,9.88,9.00,129,5.66,-9.03,4.63,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.90,183,14.70
17682,0.00,0.00,14.70,7,0.30,924,63.4,24.1,0.00,0.00,13.84,16,9.88,7.00,129,5.66,-9.01,4.60,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
17784,0.00,0.00,14.70,7,0.29,936,63.4,24.1,0.00,0.00,13.84,16,9.88,8.50,129,5.66,-9.07,4.57,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
17888,0.00,0.00,14.70,7,0.30,917,63.4,24.0,0.00,0.00,13.84,16,9.88,8.00,129,5.51,-9.15,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
17991,0.00,0.00,14.59,7,0.30,892,63.4,24.0,0.00,0.00,13.84,16,9.88,7.50,129,5.51,-9.17,4.60,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.90,183,14.70
18093,0.00,0.00,14.70,7,0.30,919,63.4,24.0,0.00,0.00,13.84,16,9.88,8.00,129,5.51,-9.15,4.63,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
18196,0.00,0.00,14.59,7,0.30,930,63.4,24.0,0.00,0.00,13.84,16,9.88,7.00,129,5.51,-9.09,4.63,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
18298,0.00,0.00,14.47,7,0.30,916,63.4,24.0,0.00,0.00,13.84,16,9.88,9.00,129,5.51,-9.13,4.60,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.90,183,14.70
18402,0.00,0.00,14.47,7,0.29,920,63.4,24.0,0.00,0.00,13.84,16,9.88,9.00,129,5.51,-9.18,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
18504,0.00,0.00,14.47,7,0.29,912,63.4,24.0,0.00,0.00,13.84,16,9.88,7.50,129,5.51,-9.20,4.51,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
18607,0.00,0.00,14.47,7,0.29,931,63.4,24.0,0.00,0.00,13.84,16,9.88,8.00,129,5.51,-9.20,4.51,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
18711,0.00,0.00,14.36,7,0.29,927,63.4,24.0,0.00,0.00,13.84,16,9.88,11.50,129,5.51,-9.22,4.51,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
18813,-0.78,0.00,14.47,7,0.30,910,63.4,24.0,0.00,0.00,13.84,16,9.88,10.00,129,5.51,-9.18,4.57,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
18915,-0.78,0.00,14.47,7,0.29,910,63.4,24.0,0.00,0.00,13.84,16,9.88,10.50,129,5.51,-9.24,4.51,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.90,183,14.70
19018,-0.78,0.00,14.36,7,0.29,928,63.4,24.0,0.00,0.00,13.84,16,9.88,8.00,129,5.51,-9.24,4.48,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
19122,-0.78,0.00,14.36,7,0.29,934,63.4,24.0,0.00,0.00,13.84,16,9.88,8.00,131,5.51,-9.22,4.51,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
19225,-0.78,0.00,14.36,7,0.29,927,63.4,24.0,0.00,0.00,13.84,16,9.88,11.00,131,5.51,-9.24,4.48,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
19328,-1.56,0.00,14.47,7,0.30,913,63.4,24.0,0.00,0.00,13.84,16,9.88,10.50,131,5.37,-9.26,4.48,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
19430,-0.78,0.00,14.47,7,0.30,907,63.4,24.0,0.00,0.00,13.84,16,9.88,8.50,131,5.51,-9.26,4.55,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.60,183,14.70
19533,-0.78,0.00,14.47,7,0.29,928,63.4,24.0,0.00,0.00,13.84,16,9.88,8.50,131,5.51,-9.24,4.51,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
19636,-0.78,0.00,14.47,7,0.29,938,63.4,24.0,0.00,0.00,13.84,16,9.88,8.00,131,5.51,-9.22,4.51,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
19738,-0.78,0.00,14.59,7,0.29,900,63.4,24.0,0.00,0.00,13.84,16,9.88,12.00,131,5.37,-9.24,4.48,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
19841,-0.78,0.00,14.59,7,0.29,906,63.4,24.0,0.00,0.00,13.84,16,9.88,11.00,131,5.37,-9.26,4.51,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
19944,-0.78,0.00,14.59,7,0.29,908,63.4,24.0,0.00,0.00,13.84,16,9.88,9.00,131,5.51,-9.26,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
20047,-0.78,0.00,14.59,7,0.29,934,63.4,24.0,0.00,0.00,13.84,16,9.88,8.00,131,5.51,-9.26,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
20149,-0.78,0.00,14.70,7,0.30,912,63.4,24.0,0.00,0.00,13.84,16,9.88,12.50,131,5.37,-9.22,4.51,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
20252,-0.78,0.00,14.70,7,0.29,904,63.4,24.0,0.00,0.00,13.84,16,9.88,11.00,131,5.51,-9.22,4.51,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.90,183,14.70
20355,-0.78,0.00,14.70,7,0.29,923,63.4,24.0,0.00,0.00,13.84,16,9.88,9.50,131,5.51,-9.26,4.48,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
20457,-0.78,0.00,14.70,7,0.29,933,63.4,24.0,0.00,0.00,13.84,16,9.88,8.00,131,5.51,-9.24,4.51,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.90,183,14.70
20561,-0.78,0.00,14.81,7,0.29,940,63.4,24.0,0.00,0.00,13.84,16,9.88,8.00,131,5.37,-9.26,4.48,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
20663,-0.78,0.00,14.81,7,0.28,942,63.4,24.0,0.00,0.00,13.84,16,9.88,7.50,131,5.37,-9.26,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
20766,-0.78,0.00,14.70,7,0.29,918,63.4,24.0,0.00,0.00,13.84,16,9.88,10.00,131,5.37,-9.30,4.43,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
20869,0.00,0.00,14.81,7,0.30,912,63.4,24.0,0.00,0.00,13.84,16,9.88,9.00,131,5.37,-9.30,4.43,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
20971,0.00,0.00,14.81,7,0.29,927,63.4,24.0,0.00,0.00,13.84,16,9.88,9.00,131,5.37,-9.28,4.55,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
21074,0.00,0.00,14.81,7,0.28,944,63.4,24.0,0.00,0.00,13.84,16,9.88,7.00,131,5.37,-9.26,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
21177,0.00,0.00,14.93,7,0.28,933,63.4,24.0,0.00,0.00,13.84,16,9.88,8.50,131,5.37,-9.30,4.40,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
21280,0.00,0.00,14.81,7,0.29,925,63.4,24.0,0.00,0.00,13.84,16,9.88,9.50,131,5.37,-9.34,4.43,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
21383,0.00,0.00,14.93,7,0.29,935,63.4,24.0,0.00,0.00,13.84,16,9.88,8.00,131,5.37,-9.34,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
21485,0.78,0.00,15.04,7,0.28,950,63.4,24.0,0.00,0.00,13.84,16,9.88,7.00,131,5.37,-9.36,4.43,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
21589,0.78,0.00,15.04,7,0.28,938,63.4,24.0,0.00,0.00,13.84,16,9.88,9.50,131,5.37,-9.36,4.43,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
21691,0.78,0.00,15.04,7,0.28,933,63.4,24.0,0.00,0.00,13.84,16,9.88,9.00,131,5.37,-9.36,4.46,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
21793,0.78,0.00,14.93,7,0.28,942,63.4,24.0,0.00,0.00,13.84,16,9.88,8.00,131,5.37,-9.36,4.46,1.36,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
21896,0.78,0.00,14.93,7,0.28,956,63.4,24.0,0.00,0.00,13.84,16,9.88,6.50,131,5.37,-9.38,4.43,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.80,183,14.70
21999,1.56,0.00,15.04,7,0.28,926,63.4,24.0,0.00,0.00,13.84,16,9.88,10.00,131,5.37,-9.38,4.37,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
22102,1.56,0.00,15.04,7,0.28,925,63.4,24.0,0.00,0.00,13.84,16,9.88,10.00,131,5.37,-9.36,4.43,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
22205,1.56,0.00,15.04,7,0.28,933,63.4,24.0,0.00,0.00,13.84,16,9.88,9.50,131,5.37,-9.36,4.40,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.70,183,14.70
22308,1.56,0.00,15.04,7,0.28,941,63.4,24.0,0.00,0.00,13.84,16,9.88,9.00,131,5.37,-9.38,4.37,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.60,183,14.70
22410,1.56,0.00,14.93,7,0.28,933,63.4,24.0,0.00,0.00,13.84,16,9.88,7.00,131,5.37,-9.40,4.37,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.60,183,14.70
22514,2.34,0.00,15.04,7,0.28,927,63.4,24.0,0.00,0.00,13.84,16,9.88,8.50,131,5.37,-9.44,4.32,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.50,183,14.70
22616,2.34,0.00,15.04,7,0.27,948,63.4,24.0,0.00,0.00,13.84,16,9.88,8.00,131,5.22,-9.44,4.32,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.60,183,14.70
22719,2.34,0.00,15.04,7,0.27,942,63.4,24.0,0.00,0.00,13.84,16,9.88,8.50,131,5.22,-9.46,4.26,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.50,183,14.70
22821,2.34,0.00,15.04,7,0.28,929,63.4,24.0,0.00,0.00,13.84,16,9.88,10.00,131,5.22,-9.46,4.32,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,183,14.70
22924,2.34,0.00,15.04,7,0.28,921,63.4,24.0,0.00,0.00,13.84,16,9.88,11.00,131,5.22,-9.48,4.32,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.30,183,14.70
23027,3.12,0.00,15.04,7,0.27,932,63.4,24.0,0.00,0.00,13.84,16,9.88,9.00,131,5.22,-9.48,4.29,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,183,14.70
23130,3.12,0.00,15.04,7,0.27,948,63.4,23.9,0.00,0.00,13.84,16,9.88,8.00,131,5.22,-9.46,4.29,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,183,14.70
23233,3.12,0.00,14.93,7,0.27,949,63.4,23.9,0.00,0.00,13.84,16,9.88,10.00,131,5.22,-9.48,4.26,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,183,14.70
23335,3.12,0.00,15.04,7,0.27,926,63.4,23.9,0.00,0.00,13.84,16,9.88,10.50,131,5.22,-9.51,4.26,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.30,183,14.70
23438,3.12,0.00,15.04,7,0.27,929,63.4,23.9,0.00,0.00,13.84,16,9.88,10.50,131,5.22,-9.53,4.29,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.30,183,14.70
23541,3.91,0.00,15.04,7,0.27,946,63.4,23.9,0.00,0.00,13.84,16,9.88,8.50,131,5.22,-9.51,4.26,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.20,183,14.70
23643,3.91,0.00,15.16,7,0.27,958,63.4,23.9,0.00,0.00,13.84,16,9.88,7.50,131,5.08,-9.55,4.26,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.30,183,14.70
23747,4.69,0.00,15.16,7,0.27,898,63.4,23.9,0.00,0.00,13.84,16,9.88,8.00,131,5.22,-9.53,4.26,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.50,183,14.70
23849,4.69,0.00,15.04,7,0.26,944,63.4,23.9,0.00,0.00,13.84,16,9.88,9.50,131,5.08,-9.57,4.21,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.20,183,14.70
23952,4.69,0.00,15.04,7,0.27,942,63.4,23.9,0.00,0.00,13.84,16,9.88,9.50,131,5.08,-9.57,4.21,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.20,183,14.70
24055,4.69,0.00,15.04,7,0.27,955,63.4,23.9,0.00,0.00,13.84,16,9.88,8.00,131,5.08,-9.59,4.21,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.20,183,14.70
24158,4.69,0.00,15.16,7,0.26,954,63.4,23.9,0.00,0.00,13.84,16,9.88,8.00,131,5.08,-9.61,4.21,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.20,183,14.70
24260,5.47,0.00,15.16,7,0.26,936,63.4,23.9,0.00,0.00,13.84,16,9.88,10.50,131,5.08,-9.59,4.18,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.20,183,14.70
24364,5.47,0.00,15.04,7,0.27,939,63.4,23.9,0.00,0.00,13.84,16,9.88,10.00,131,5.08,-9.61,4.21,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,16.20,183,14.70
24466,5.47,0.00,15.04,7,0.27,948,63.4,23.9,0.00,0.00,13.84,16,9.88,9.00,131,5.08,-9.63,4.18,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.10,183,14.70
24569,5.47,0.00,15.04,7,0.26,939,63.4,23.9,0.00,0.00,13.84,16,9.88,8.00,131,5.08,-9.63,4.15,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.10,183,14.70
24671,5.47,0.00,14.93,7,0.27,935,63.4,23.9,0.00,0.00,13.84,16,9.88,8.50,131,5.08,-9.63,4.15,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,16.00,183,14.70
24774,5.47,0.00,14.93,7,0.26,944,63.4,23.9,0.00,0.00,13.84,16,9.88,9.50,131,5.08,-9.65,4.13,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,183,14.70
24877,5.47,0.00,14.81,7,0.26,941,63.4,23.9,0.00,0.00,13.84,16,9.88,9.50,131,5.08,-9.65,4.10,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,16.00,183,14.70
24980,5.47,0.00,14.81,7,0.27,926,63.4,23.9,0.00,0.00,13.84,16,9.88,11.50,131,5.08,-9.65,4.15,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,183,14.70
25083,5.47,0.00,14.81,7,0.26,946,63.4,23.9,0.00,0.00,13.84,16,9.88,9.50,131,5.08,-9.65,4.15,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,183,14.70
25185,5.47,0.00,14.93,7,0.26,1004,63.4,23.9,0.00,0.00,13.84,16,9.88,7.50,131,5.08,-9.67,4.10,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.70,183,14.70
25289,5.47,0.00,14.93,7,0.26,948,63.4,23.9,0.00,0.00,13.84,16,9.88,9.50,131,5.08,-9.69,4.04,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.70,183,14.70
