Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
12283,-1.56,0.00,14.81,7,0.80,2298,0.00,0.00,14.93,16,36.95,36.50,57,11.46,-3.19,30.93,2.34,2.01,15.29,1.14,14.80
12358,-1.56,0.00,14.70,7,0.80,2333,0.00,0.00,14.15,16,36.95,36.50,57,11.61,-3.07,30.93,2.34,2.01,15.29,1.14,14.80
12433,-0.78,0.00,14.81,7,0.83,2335,0.00,0.00,14.60,16,36.95,36.50,57,11.61,-3.00,31.12,2.36,2.32,15.69,1.14,14.80
12508,-0.78,0.00,14.81,7,0.84,2364,0.00,0.00,14.60,16,36.95,36.50,57,11.75,-2.88,32.93,2.36,2.32,15.69,1.16,14.80
12584,-1.56,0.00,14.70,7,0.86,2350,0.00,0.00,14.60,16,37.30,36.50,57,11.90,-2.82,33.12,2.36,2.32,16.08,1.16,14.80
12659,-1.56,0.00,14.36,7,0.88,2388,0.00,0.00,14.34,16,36.95,37.00,57,11.90,-2.69,34.03,2.38,2.94,16.47,1.18,14.80
12735,-2.34,0.00,14.47,7,0.87,2361,0.00,0.00,14.29,16,37.30,36.50,57,12.04,-2.57,34.75,2.40,2.94,16.86,1.18,14.80
12809,-3.12,0.00,14.36,7,0.91,2401,0.00,0.00,14.18,16,36.95,37.00,57,12.19,-2.46,36.03,2.42,3.25,16.86,1.20,14.80
12885,-3.91,0.00,14.13,7,0.92,2412,0.00,0.00,14.60,16,37.30,36.50,57,12.33,-2.32,36.30,2.42,3.25,17.25,1.20,14.80
12960,-4.69,0.00,14.24,7,0.94,2432,0.00,0.00,14.61,16,37.30,37.00,57,12.33,-2.20,37.03,2.44,3.87,17.65,1.22,14.80
13036,-3.91,0.00,14.13,7,0.94,2447,0.00,0.00,14.61,16,37.66,37.00,57,12.48,-2.13,37.98,2.46,3.87,18.04,1.22,14.80
13112,-3.91,0.00,14.24,7,0.95,2443,0.00,0.00,14.61,16,37.30,36.00,57,12.62,-1.99,38.81,2.46,4.18,18.04,1.22,14.80
13187,-3.91,0.00,14.47,7,0.94,2460,0.00,0.00,14.63,16,37.66,36.00,57,12.77,-1.95,39.08,2.46,4.80,18.43,1.24,14.80
13263,-3.91,0.00,14.36,7,0.96,2484,0.00,0.00,14.42,16,37.30,36.50,57,12.77,-1.84,39.08,2.46,4.80,18.43,1.24,14.80
13338,-4.69,0.00,14.47,7,0.97,2468,0.00,0.00,14.87,16,37.66,36.00,57,12.91,-1.78,39.48,2.48,4.80,18.43,1.24,14.80
13414,-4.69,0.00,14.47,7,0.98,2502,0.00,0.00,14.63,16,37.66,36.50,57,12.91,-1.74,40.31,2.50,4.80,18.43,1.24,14.80
13489,-5.47,0.00,14.36,7,0.97,2543,0.00,0.00,14.64,16,38.01,36.50,57,12.91,-1.66,40.72,2.50,4.80,18.82,1.24,14.80
13564,-4.69,0.00,14.24,7,0.98,2509,0.00,0.00,14.64,16,38.01,36.50,57,13.06,-1.64,40.99,2.50,4.80,18.82,1.26,14.80
13640,-3.91,0.00,14.47,7,0.97,2552,0.00,0.00,14.19,16,38.01,36.50,57,13.06,-1.57,41.12,2.48,4.80,18.82,1.26,14.80
13715,-4.69,0.00,14.70,7,0.97,2551,0.00,0.00,14.65,16,38.36,36.50,57,13.06,-1.51,41.94,2.50,5.41,19.22,1.26,14.80
13790,-4.69,0.00,14.47,7,0.98,2587,0.00,0.00,14.65,16,38.36,37.50,57,13.20,-1.57,41.39,2.50,5.41,19.22,1.26,14.80
13866,-3.91,0.00,14.70,7,0.98,2594,0.00,0.00,14.65,16,38.71,36.50,57,13.20,-1.43,41.67,2.52,5.41,19.22,1.26,14.80
13941,-3.91,0.00,14.81,7,0.97,2590,0.00,0.00,14.65,16,38.36,37.00,57,13.20,-1.49,42.36,2.52,5.41,19.22,1.26,14.80
14016,0.00,0.00,14.81,7,0.98,2611,0.00,0.00,14.65,16,38.71,37.00,57,13.20,-1.45,42.63,2.52,5.41,19.22,1.26,14.80
14092,0.00,0.00,14.70,7,0.99,2642,0.00,0.00,14.34,16,38.71,37.50,57,13.20,-1.45,43.46,2.54,5.41,19.22,1.26,14.80
14168,0.00,0.00,14.70,7,0.97,2644,0.00,0.00,14.39,16,39.41,37.50,57,13.35,-1.43,43.99,2.54,5.10,19.22,1.26,14.80
14244,0.00,0.00,14.13,7,1.01,2667,0.00,0.00,14.87,16,38.71,38.00,57,13.20,-1.37,43.64,2.54,5.10,19.22,1.26,14.80
14319,0.00,0.00,13.90,7,0.98,2671,0.00,0.00,14.66,16,39.41,37.50,57,13.35,-1.37,43.98,2.54,5.10,19.22,1.26,14.80
14394,0.00,0.00,13.78,7,0.99,2738,0.00,0.00,14.66,16,39.06,38.00,57,13.20,-1.39,44.16,2.56,5.10,19.22,1.26,14.80
14469,0.00,0.00,13.90,7,1.01,2702,0.00,0.00,14.64,16,39.06,38.00,57,13.35,-1.41,44.16,2.56,5.10,19.22,1.26,14.80
14545,0.00,0.00,13.78,7,1.00,2708,0.00,0.00,14.66,16,39.41,38.00,57,13.35,-1.35,45.38,2.56,5.10,19.22,1.26,14.80
14621,0.00,0.00,13.67,7,0.99,2724,0.00,0.00,14.46,16,39.41,38.00,57,13.35,-1.37,45.72,2.56,5.10,19.22,1.26,14.80
14696,0.00,0.00,13.67,7,1.00,2738,0.00,0.00,14.65,16,39.77,38.00,57,13.35,-1.39,45.90,2.58,5.10,19.22,1.26,14.80
14772,0.00,0.00,13.67,7,1.01,2745,0.00,0.00,14.65,16,39.77,38.00,57,13.35,-1.37,46.77,2.58,5.10,19.22,1.26,14.80
14847,0.00,0.00,13.55,7,1.00,2767,0.00,0.00,14.65,16,39.77,38.50,57,13.35,-1.35,45.90,2.58,5.10,19.22,1.26,14.80
14922,0.00,0.00,13.78,7,1.00,2797,0.00,0.00,14.66,16,40.12,38.50,57,13.35,-1.37,46.25,2.58,5.10,19.22,1.26,14.80
14997,0.00,0.00,13.67,7,1.00,2808,0.00,0.00,14.66,16,40.12,38.50,57,13.35,-1.39,46.59,2.58,5.10,19.22,1.26,14.80
15073,0.00,0.00,13.78,7,1.01,2843,0.00,0.00,14.84,16,39.77,39.00,57,13.35,-1.43,47.29,2.60,5.10,19.22,1.26,14.80
15148,0.00,0.00,13.67,7,1.00,2832,0.00,0.00,14.66,16,40.12,39.00,57,13.35,-1.37,47.47,2.60,5.10,19.22,1.26,14.80
15223,0.00,0.00,13.67,7,1.00,2870,0.00,0.00,14.66,16,40.12,39.00,57,13.35,-1.37,47.81,2.60,5.10,19.22,1.26,14.80
15299,0.00,0.00,13.55,7,0.99,2859,0.00,0.00,14.66,16,40.47,39.00,57,13.35,-1.37,47.99,2.60,5.10,19.22,1.26,14.80
15374,0.00,0.00,13.78,7,1.00,2877,0.00,0.00,14.66,16,40.12,39.00,57,13.35,-1.41,48.33,2.60,5.10,19.22,1.26,14.80
15450,0.00,0.00,13.78,7,1.01,2894,0.00,0.00,14.66,16,40.12,39.00,57,13.35,-1.41,48.51,2.62,5.10,19.22,1.26,14.80
15526,0.00,0.00,13.67,7,0.99,2926,0.00,0.00,14.41,16,40.47,39.00,57,13.35,-1.39,47.64,2.60,5.10,19.22,1.26,14.80
15601,0.00,0.00,13.55,7,1.00,2934,0.00,0.00,14.83,16,40.47,39.00,57,13.35,-1.39,49.21,2.62,5.10,19.22,1.26,14.80
15677,0.00,0.00,13.67,7,0.99,2952,0.00,0.00,14.41,16,40.47,39.50,57,13.35,-1.39,48.50,2.62,5.10,19.22,1.26,14.80
15752,0.00,0.00,13.55,7,0.99,2940,0.00,0.00,14.66,16,40.82,39.00,57,13.35,-1.41,49.90,2.62,5.10,19.22,1.26,14.80
15827,0.00,0.00,13.67,7,1.00,2963,0.00,0.00,14.86,16,40.47,39.50,57,13.35,-1.39,49.03,2.62,5.10,19.22,1.26,14.80
15902,0.00,0.00,13.55,7,1.01,3004,0.00,0.00,14.66,16,40.82,39.00,57,13.35,-1.43,49.73,2.64,5.10,19.22,1.26,14.80
15978,0.00,0.00,13.55,7,1.00,2995,0.00,0.00,14.89,16,40.82,39.50,57,13.20,-1.41,49.73,2.64,5.10,19.22,1.26,14.80
16053,0.00,0.00,13.55,7,0.99,3007,0.00,0.00,14.66,16,40.82,40.00,57,13.35,-1.41,49.73,2.62,5.10,19.22,1.26,14.80
16128,0.00,0.00,13.44,7,0.99,3046,0.00,0.00,14.65,16,40.82,39.50,57,13.20,-1.41,50.07,2.62,5.10,19.22,1.26,14.80
16204,0.00,0.00,13.55,7,0.98,3028,0.00,0.00,14.86,16,41.17,39.50,57,13.20,-1.39,50.25,2.64,5.10,19.22,1.26,14.80
16279,0.00,0.00,13.55,7,0.98,3054,0.00,0.00,14.65,16,41.17,40.00,57,13.35,-1.39,49.90,2.64,5.10,19.22,1.26,14.80
16355,0.00,0.00,13.44,7,0.97,3067,0.00,0.00,14.35,16,41.17,40.00,57,13.35,-1.39,50.42,2.64,5.10,19.22,1.26,14.80
16430,0.00,0.00,13.55,7,0.98,3102,0.00,0.00,14.95,16,41.17,40.00,57,13.35,-1.39,49.90,2.64,5.10,19.22,1.26,14.80
16506,0.00,0.00,13.55,7,0.98,3113,0.00,0.00,14.27,16,41.17,39.50,57,13.35,-1.37,51.12,2.64,5.10,19.22,1.26,14.80
16581,0.00,0.00,13.44,7,0.98,3113,0.00,0.00,14.64,16,41.52,40.00,57,13.35,-1.39,51.29,2.66,5.10,19.22,1.26,14.80
16656,0.00,0.00,13.44,7,0.98,3133,0.00,0.00,14.45,16,41.52,40.00,57,13.35,-1.41,50.77,2.64,5.10,19.22,1.26,14.80
16731,0.00,0.00,13.32,7,0.98,3138,0.00,0.00,14.79,16,41.52,40.00,57,13.35,-1.39,51.80,2.64,5.10,19.22,1.26,14.80
16807,0.00,0.00,13.55,7,0.96,3163,0.00,0.00,14.44,16,41.52,40.00,57,13.35,-1.39,50.60,2.64,5.10,19.22,1.26,14.80
16881,0.00,0.00,13.44,7,0.98,3178,0.00,0.00,14.64,16,41.52,40.00,57,13.35,-1.39,50.77,2.66,5.10,19.22,1.26,14.80
16957,0.00,0.00,13.55,7,0.95,3191,0.00,0.00,14.64,16,41.88,40.00,57,13.35,-1.37,51.98,2.64,5.10,19.22,1.28,14.80
17032,0.00,0.00,13.32,7,0.97,3201,0.00,0.00,14.64,16,41.52,40.00,57,13.35,-1.37,51.64,2.66,5.10,19.22,1.28,14.80
17108,0.00,0.00,13.55,7,0.96,3219,0.00,0.00,14.37,16,41.88,40.00,57,13.35,-1.39,52.15,2.66,5.10,19.61,1.28,14.80
17184,0.00,0.00,13.44,7,0.97,3220,0.00,0.00,14.63,16,41.88,40.00,57,13.35,-1.35,52.50,2.66,5.10,19.61,1.28,14.80
17259,0.00,0.00,13.55,7,0.97,3238,0.00,0.00,14.63,16,41.52,40.50,57,13.35,-1.35,52.33,2.66,5.72,20.00,1.28,14.80
17334,0.00,0.00,13.44,7,0.98,3258,0.00,0.00,14.79,16,41.52,40.00,57,13.35,-1.31,52.33,2.66,5.72,20.00,1.28,14.80
17410,0.00,0.00,13.44,7,0.97,3224,0.00,0.00,14.61,16,41.88,40.00,57,13.35,-1.28,52.84,2.68,5.72,20.39,1.30,14.80
17485,0.00,0.00,13.32,7,0.98,3278,0.00,0.00,14.80,16,41.88,40.50,57,13.49,-1.24,53.88,2.68,5.72,20.39,1.30,14.80
17560,0.00,0.00,13.32,7,0.98,3317,0.00,0.00,14.46,16,41.88,40.50,57,13.49,-1.22,54.05,2.68,6.34,20.39,1.30,14.80
17636,0.00,0.00,13.32,7,0.97,3324,0.00,0.00,14.59,16,41.52,40.50,57,13.49,-1.24,53.70,2.68,6.34,20.78,1.30,14.80
17711,0.00,0.00,13.44,7,1.01,3317,0.00,0.00,14.57,16,41.52,40.00,57,13.49,-1.10,55.26,2.70,6.34,21.18,1.32,14.80
17786,0.00,0.00,13.32,7,1.04,3354,0.00,0.00,14.12,16,41.52,40.50,57,13.64,-0.91,55.59,2.76,7.58,23.92,1.36,14.80
17861,0.00,0.00,13.09,7,1.18,3340,0.00,0.00,13.54,16,39.06,40.00,57,13.93,-0.02,58.01,2.88,7.58,32.94,1.54,14.80
17937,0.00,0.00,12.06,7,1.30,3409,0.00,0.00,13.07,16,36.60,38.00,57,14.95,1.37,66.66,2.92,13.77,41.96,1.92,14.80
18012,0.00,0.00,12.17,7,1.39,3415,0.00,0.00,12.87,16,33.79,35.50,57,16.11,2.26,78.25,2.96,13.77,56.08,2.30,14.80
18088,0.00,0.00,11.71,7,1.47,3423,0.00,0.00,12.79,16,32.38,32.00,57,17.27,2.73,83.29,3.02,14.39,72.94,2.82,14.80
18163,0.00,0.00,11.25,7,1.58,3437,0.00,0.00,12.19,16,30.98,30.50,57,17.70,3.21,88.06,3.04,19.34,94.51,3.46,14.80
18238,0.00,0.00,11.14,7,1.63,3477,0.00,0.00,12.07,16,29.92,29.50,57,18.14,3.75,92.12,3.12,19.34,100.00,3.96,14.80
18315,0.00,0.00,11.14,7,1.70,3503,0.00,0.00,12.10,16,28.87,28.50,57,18.57,4.27,95.17,3.24,20.57,100.00,3.96,14.80
18389,0.00,0.00,11.14,7,1.74,3464,0.00,0.00,12.26,16,27.81,27.50,57,19.01,4.87,99.24,3.22,20.57,100.00,3.96,14.80
18466,0.00,0.00,11.25,7,1.82,3558,0.00,0.00,12.22,16,26.76,27.00,57,19.59,5.47,102.03,3.24,20.57,100.00,3.96,14.80
18540,0.00,0.00,11.14,7,1.89,3582,0.00,0.00,11.94,16,25.35,26.00,57,20.17,6.09,111.63,3.24,20.57,100.00,3.96,14.80
18616,0.00,0.00,11.14,7,1.97,3606,0.00,0.00,11.73,16,25.00,24.00,57,21.33,6.83,115.54,3.30,20.57,100.00,3.96,14.80
18691,0.00,0.00,11.25,7,2.03,3642,0.00,0.00,11.71,16,23.95,23.50,57,21.91,7.62,121.67,3.40,20.57,100.00,3.96,14.80
18767,0.00,0.00,11.14,7,2.14,3667,0.00,0.00,11.57,16,23.24,23.00,57,22.64,8.37,126.29,3.40,20.57,100.00,3.96,14.80
18841,0.00,0.00,11.14,7,2.20,3687,0.00,0.00,11.33,16,22.89,22.00,57,23.36,9.20,131.72,3.48,20.57,100.00,3.96,14.80
18917,0.00,0.00,11.14,7,2.27,3754,0.00,0.00,11.50,16,21.48,21.50,57,24.09,10.25,136.87,3.54,20.57,100.00,3.96,14.80
18992,0.00,0.00,11.14,7,2.39,3794,0.00,0.00,11.35,16,19.73,20.00,57,24.96,11.22,147.74,3.56,20.57,100.00,3.96,14.80
19068,0.00,0.00,11.14,7,2.47,3840,0.00,0.00,11.36,16,19.02,17.50,57,26.70,12.20,155.66,3.70,20.57,100.00,3.96,14.80
19143,0.00,0.00,11.14,7,2.59,3876,0.00,0.00,11.34,16,17.62,17.50,57,27.57,13.32,162.88,3.68,20.57,100.00,3.96,14.80
19219,0.00,0.00,11.14,7,2.68,3924,0.00,0.00,11.00,16,16.21,17.00,57,28.44,14.39,168.07,3.74,20.57,100.00,3.96,14.80
19293,0.00,0.00,11.14,7,2.84,3914,0.00,0.00,11.40,16,14.80,14.00,57,29.45,15.47,180.13,3.84,20.57,100.00,3.96,14.80
19369,0.00,0.00,11.14,7,2.95,3972,0.00,0.00,11.46,16,14.45,13.50,57,30.33,16.44,187.11,3.88,20.57,100.00,3.96,14.80
19445,0.00,0.00,11.14,7,3.06,4047,0.00,0.00,11.37,16,14.80,13.00,57,31.20,17.36,197.00,3.90,20.57,100.00,3.96,14.80
19520,0.00,0.00,11.14,7,3.11,4105,0.00,0.00,11.62,16,14.80,13.00,57,32.07,18.10,209.49,3.94,20.57,100.00,3.96,14.80
19595,0.00,0.00,11.14,7,3.03,4120,0.00,0.00,11.44,16,15.16,13.50,57,33.08,18.70,214.22,3.96,20.57,100.00,3.96,14.80
19671,0.00,0.00,11.14,7,3.10,4202,0.00,0.00,11.10,16,15.16,14.00,57,33.37,18.85,217.62,3.96,20.57,100.00,3.96,14.80
19747,0.00,0.00,11.25,7,3.12,4235,0.00,0.00,11.14,16,15.51,14.00,57,33.66,18.83,222.72,4.04,20.57,100.00,3.96,14.80
19823,0.00,0.00,11.25,7,3.17,4264,0.00,0.00,11.57,16,15.51,14.00,57,33.52,18.80,224.99,4.04,20.57,100.00,3.96,14.80
19898,0.00,0.00,11.25,7,3.28,4294,0.00,0.00,12.00,16,15.86,14.00,55,33.52,18.85,229.23,4.10,20.57,100.00,3.96,14.80
19974,0.00,0.00,11.25,7,3.27,4414,0.00,0.00,11.68,16,15.86,14.00,55,33.66,18.95,234.89,4.08,20.57,100.00,3.96,14.80
20049,0.00,0.00,11.25,7,3.22,4414,0.00,0.00,11.73,16,16.21,14.50,55,33.66,19.30,241.19,4.12,20.57,100.00,3.96,14.80
20124,0.00,0.00,11.25,7,3.22,4488,0.00,0.00,11.29,16,16.21,15.00,55,34.10,19.53,247.30,4.16,20.57,100.00,3.96,14.80
20199,0.00,0.00,11.14,7,3.19,4512,0.00,0.00,11.24,16,16.21,15.00,55,34.39,19.70,246.84,4.16,20.57,100.00,3.96,14.80
20275,0.00,0.00,11.25,7,3.23,4562,0.00,0.00,11.30,16,16.56,15.00,55,34.39,19.80,251.09,4.18,20.57,100.00,3.96,14.80
20350,0.00,0.00,11.25,7,3.24,4601,0.00,0.00,11.64,16,16.56,15.50,55,34.53,19.84,250.13,4.20,20.57,100.00,3.96,14.80
20425,0.00,0.00,11.25,7,3.29,4705,0.00,0.00,11.96,16,16.56,15.50,55,34.53,15.01,255.46,4.20,20.57,100.00,3.96,14.80
20500,0.00,0.00,11.25,7,3.30,4744,0.00,0.00,11.64,16,16.91,15.50,55,34.68,20.03,259.39,4.20,20.57,100.00,3.96,14.80
20576,0.00,0.00,11.25,7,3.24,4817,0.00,0.00,11.49,16,16.91,15.50,55,34.68,20.03,262.41,4.24,20.57,100.00,3.96,14.80
20652,0.00,0.00,11.25,7,3.20,4823,0.00,0.00,11.04,16,17.27,16.00,55,34.82,20.17,267.44,4.24,20.57,100.00,3.96,14.80
20727,0.00,0.00,11.25,7,3.25,4870,0.00,0.00,11.57,16,17.62,16.00,55,34.68,20.01,269.46,4.26,20.57,100.00,3.96,14.80
20802,0.00,0.00,11.25,7,3.34,4954,0.00,0.00,11.69,16,17.62,16.00,55,34.68,20.03,273.48,4.28,20.57,100.00,3.96,14.80
20878,0.00,0.00,11.25,7,3.35,4986,0.00,0.00,11.95,16,17.62,16.50,55,34.82,20.05,277.01,4.32,20.57,100.00,3.96,14.80
20953,0.00,0.00,11.25,7,3.38,5057,0.00,0.00,11.60,16,17.97,16.50,55,34.82,20.07,281.75,4.32,20.57,100.00,3.96,14.80
21029,0.00,0.00,11.25,7,3.35,5126,0.00,0.00,11.54,16,17.97,16.50,55,34.82,20.28,285.50,4.34,20.57,100.00,3.96,14.80
21103,0.00,0.00,11.25,7,3.32,5154,0.00,0.00,11.51,16,18.32,17.00,55,34.82,20.23,290.34,4.36,20.57,100.00,3.96,14.80
21179,0.00,0.00,11.25,7,3.31,5190,0.00,0.00,11.28,16,18.32,17.00,55,34.97,20.21,294.63,4.36,20.57,100.00,3.96,14.80
21253,0.00,0.00,11.25,7,3.34,5278,0.00,0.00,11.59,16,18.32,17.00,55,35.11,20.26,300.71,4.36,20.26,100.00,3.96,14.80
21330,0.00,0.00,11.25,7,3.32,5326,0.00,0.00,11.59,16,18.32,17.00,55,35.11,20.17,300.18,4.36,19.96,100.00,3.96,14.80
21405,0.00,0.00,11.25,7,3.40,5376,0.00,0.00,12.20,16,18.32,17.00,55,34.97,20.19,303.96,4.38,19.96,100.00,3.96,14.80
21481,0.00,0.00,11.25,7,3.36,5399,0.00,0.00,11.74,16,18.67,17.50,55,34.97,20.17,302.88,4.38,19.65,100.00,3.96,14.80
21556,0.00,0.00,11.25,7,3.34,5466,0.00,0.00,11.40,16,18.67,17.50,55,34.82,20.11,304.50,4.38,19.65,100.00,3.96,14.80
21631,0.00,0.00,11.25,7,3.30,5551,0.00,0.00,11.44,16,18.67,17.50,55,34.68,19.99,302.88,4.40,19.34,100.00,3.96,14.80
21706,0.00,0.00,11.25,7,3.26,5537,0.00,0.00,11.61,16,18.67,17.50,55,34.68,19.82,305.04,4.40,19.34,100.00,3.96,14.80
21782,0.00,0.00,11.25,7,3.26,5605,0.00,0.00,11.61,16,19.02,17.50,55,34.39,19.72,306.70,4.42,18.72,100.00,3.96,14.80
21857,0.00,0.00,11.25,7,3.30,5669,0.00,0.00,11.68,16,19.02,17.50,55,34.39,19.63,307.81,4.44,18.72,100.00,3.96,14.80
21933,0.00,0.00,11.25,7,3.29,5708,0.00,0.00,12.13,16,19.38,17.50,54,34.24,19.36,314.62,4.44,17.17,100.00,3.96,14.80
22009,0.00,0.00,11.25,7,3.21,5751,0.00,0.00,11.76,16,19.73,18.00,54,34.10,19.10,315.17,4.44,17.17,100.00,3.96,14.80
22084,0.00,0.00,11.25,7,3.12,5814,0.00,0.00,11.64,16,19.73,18.50,54,33.52,18.20,302.34,4.38,16.86,100.00,3.96,14.80
22160,0.00,0.00,11.25,7,3.03,5891,0.00,0.00,11.55,16,20.08,19.00,54,32.65,17.60,300.71,4.38,16.86,100.00,3.96,14.80
22235,0.00,0.00,11.25,7,3.02,5938,0.00,0.00,11.67,16,20.08,19.00,54,31.92,17.19,301.26,4.38,16.86,100.00,3.96,14.80
22310,0.00,0.00,11.25,7,3.03,5966,0.00,0.00,12.09,16,20.43,19.00,54,31.78,16.88,300.19,4.36,15.31,100.00,3.96,14.80
22387,0.00,0.00,11.25,7,3.01,6029,0.00,0.00,11.76,16,20.78,19.00,54,31.78,16.76,299.64,4.38,15.31,100.00,3.96,14.80
22463,0.00,0.00,11.25,7,2.97,6068,0.00,0.00,11.80,16,21.13,19.00,54,31.49,16.44,299.64,4.38,15.01,100.00,3.96,14.80
22539,0.00,0.00,11.25,7,2.91,6024,0.00,0.00,11.49,16,21.48,19.50,54,31.20,16.36,303.41,4.36,15.01,100.00,3.96,14.80
22614,0.00,0.00,11.25,7,2.90,6152,0.00,0.00,11.67,16,21.48,20.00,54,31.05,16.11,298.01,4.36,15.01,100.00,3.96,14.80
22690,0.00,0.00,11.37,7,2.90,6172,0.00,0.00,11.67,16,21.48,20.00,54,30.76,15.97,299.10,4.38,15.01,100.00,3.96,14.80
22765,0.00,0.00,11.25,7,2.92,6255,0.00,0.00,11.77,16,21.84,20.50,54,30.62,15.95,303.97,4.38,15.01,100.00,3.96,14.80
22841,0.00,0.00,11.37,7,2.92,6313,0.00,0.00,11.99,16,21.84,20.50,54,30.62,15.97,302.89,4.38,15.01,100.00,3.96,14.80
22916,0.00,0.00,11.37,7,2.93,6308,0.00,0.00,11.98,16,22.54,21.00,54,30.62,16.11,302.89,4.42,15.01,100.00,3.96,14.80
22992,0.00,0.00,11.37,7,2.89,6308,0.00,0.00,11.55,16,22.89,21.00,54,30.76,16.20,307.80,4.42,15.01,100.00,3.96,14.80
23069,0.00,0.00,11.37,7,2.86,6426,0.00,0.00,11.46,16,23.24,21.50,54,30.76,16.11,306.13,4.40,15.01,100.00,3.96,14.80
23145,0.00,0.00,11.37,7,2.80,6416,0.00,0.00,11.84,16,23.59,21.50,54,30.76,15.91,307.81,4.42,15.01,100.00,3.96,14.80
23222,0.00,0.00,11.37,7,2.81,6482,0.00,0.00,11.67,16,23.59,21.50,54,30.76,15.74,307.81,4.38,15.01,100.00,3.96,14.80
23298,0.00,0.00,11.37,7,2.81,6482,0.00,0.00,11.67,16,23.59,22.50,54,30.47,15.74,302.35,4.40,15.01,100.00,3.96,14.80
23373,0.00,0.00,11.37,7,2.78,6527,0.00,0.00,11.76,16,24.30,22.50,54,30.47,15.70,305.58,4.40,15.01,100.00,3.96,14.80
23448,0.00,0.00,11.37,7,2.77,6625,0.00,0.00,11.58,16,24.65,23.50,54,30.33,15.78,305.05,4.40,15.01,100.00,3.96,14.80
23525,0.00,0.00,11.37,7,2.71,6625,0.00,0.00,11.67,16,25.00,23.50,54,30.33,15.68,305.05,4.38,15.01,100.00,3.96,14.80
23599,0.00,0.00,11.37,7,2.70,6625,0.00,0.00,11.50,16,25.35,23.50,54,30.33,15.60,302.34,4.38,15.01,100.00,3.96,14.80
23675,0.00,0.00,11.37,7,2.72,6732,0.00,0.00,11.83,16,25.35,24.00,54,30.47,15.60,307.24,4.40,15.01,100.00,3.96,14.80
23751,0.00,0.00,11.37,7,2.70,6787,0.00,0.00,11.94,16,25.35,24.00,54,30.47,15.64,307.24,4.40,15.01,100.00,3.96,14.80
23827,0.00,0.00,11.37,7,2.69,6787,0.00,0.00,11.67,16,26.05,25.00,54,30.33,15.66,303.42,4.40,15.01,100.00,3.96,14.80
23902,0.00,0.00,11.37,7,2.65,6849,0.00,0.00,11.75,16,26.41,25.00,54,30.33,15.62,302.34,4.38,15.01,100.00,3.96,14.80
23977,0.00,0.00,11.37,7,2.59,6893,0.00,0.00,11.51,16,27.11,25.00,54,30.33,15.57,302.34,4.38,15.01,100.00,3.96,14.80
24052,0.00,0.00,11.37,7,2.59,6893,0.00,0.00,11.42,16,27.11,25.00,54,30.33,15.39,303.97,4.38,15.01,100.00,3.96,14.80
24129,0.00,0.00,11.37,7,2.60,6900,0.00,0.00,11.65,16,27.11,26.00,54,30.18,15.37,303.41,4.38,15.01,78.04,3.88,14.80
24204,0.00,0.00,11.37,7,2.37,6849,0.00,0.00,16.94,16,29.57,26.00,54,30.18,10.11,303.41,4.06,15.01,13.73,1.98,14.80
24279,0.00,0.00,11.37,7,0.75,6849,0.00,0.00,13.80,16,41.17,27.00,54,23.22,-2.96,248.27,4.06,-10.06,0.00,0.66,14.80
24355,0.00,0.00,12.40,7,0.58,7055,0.00,0.00,13.39,16,39.77,40.00,54,8.85,-6.94,65.72,2.84,-10.06,0.00,0.66,14.80
24431,0.00,0.00,12.40,7,0.55,7055,0.00,0.00,13.55,16,36.95,40.00,54,8.85,-8.97,65.72,2.84,-10.06,0.00,0.66,14.80
24507,0.00,0.00,12.17,7,0.48,6714,0.00,0.00,13.51,16,34.14,35.50,54,5.37,-9.73,58.51,2.74,-10.06,0.00,0.66,14.80
24581,0.00,0.00,12.17,7,0.42,6714,0.00,0.00,13.75,16,29.57,35.50,54,5.37,-9.63,58.51,2.74,-10.06,0.00,0.66,14.80
24657,0.00,0.00,17.80,7,0.35,6793,0.00,0.00,13.55,16,26.41,29.50,54,5.08,-9.55,43.46,2.52,-10.06,0.00,0.66,14.80
24733,0.00,0.00,23.89,7,0.31,6784,0.00,0.00,13.57,16,23.24,29.50,54,5.08,-9.57,43.46,2.38,-10.06,0.00,0.66,14.80
24808,0.00,0.00,23.89,7,0.29,6720,0.00,0.00,13.58,16,18.67,23.00,54,5.08,-9.73,34.58,2.38,-10.06,0.00,0.66,14.80
24884,0.00,0.00,23.66,7,0.27,6654,0.00,0.00,13.59,16,15.51,23.00,54,5.08,-9.78,30.03,2.32,-10.06,0.00,0.64,14.80
24959,0.00,0.00,23.66,7,0.26,6654,0.00,0.00,13.61,16,11.99,17.00,54,4.93,-9.90,30.03,2.32,-10.06,0.00,0.66,14.80
