Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
62258,-4.69,0.00,14.70,8,0.26,974,0.00,0.00,14.70,16,9.88,10.50,64,4.93,-9.78,4.14,1.34,-1.08,0.00,0.66,14.80
62333,-4.69,0.00,14.59,8,0.25,992,0.00,0.00,14.70,16,9.88,8.50,64,4.93,-9.80,4.28,1.32,-1.08,0.00,0.66,14.80
62409,-4.69,0.00,14.47,8,0.25,986,0.00,0.00,14.70,16,9.88,9.50,64,4.93,-9.82,4.20,1.32,-1.08,0.00,0.66,14.80
62484,-4.69,0.00,14.70,8,0.25,986,0.00,0.00,14.70,16,9.88,9.50,64,4.93,-9.84,4.14,1.32,-1.08,0.00,0.66,14.80
62559,-4.69,0.00,14.59,8,0.25,990,0.00,0.00,14.70,16,9.88,9.00,64,4.93,-9.82,4.03,1.32,-1.08,0.00,0.66,14.80
62635,-4.69,0.00,14.47,8,0.25,982,0.00,0.00,14.70,16,9.88,8.00,64,4.93,-9.84,4.11,1.34,-1.08,0.00,0.66,14.80
62709,-5.47,0.00,14.59,8,0.26,986,0.00,0.00,14.70,16,9.88,10.00,64,4.79,-9.82,4.03,1.34,-1.08,0.00,0.66,14.80
62786,-4.69,0.00,14.47,8,0.25,978,0.00,0.00,14.70,16,9.88,9.50,64,4.93,-9.82,4.17,1.32,-1.08,0.00,0.66,14.80
62860,-5.47,0.00,14.59,8,0.25,976,0.00,0.00,14.70,16,9.88,10.50,64,4.93,-9.82,4.14,1.32,-1.08,0.00,0.66,14.80
62936,-4.69,0.00,14.59,8,0.24,992,0.00,0.00,14.70,16,9.88,8.50,64,4.93,-9.82,4.03,1.30,-1.08,0.00,0.66,14.80
63012,-4.69,0.00,14.59,8,0.25,978,0.00,0.00,14.70,16,9.88,10.50,64,4.79,-9.84,4.09,1.32,-1.08,0.00,0.66,14.80
63087,-4.69,0.00,14.59,8,0.25,988,0.00,0.00,14.70,16,9.88,9.50,64,4.93,-9.86,4.14,1.32,-1.08,0.00,0.66,14.80
63162,-4.69,0.00,14.59,8,0.24,998,0.00,0.00,14.70,16,9.88,9.50,64,4.79,-9.84,4.00,1.32,-1.08,0.00,0.66,14.80
63238,-4.69,0.00,14.59,8,0.25,999,0.00,0.00,14.70,16,9.88,8.00,64,4.79,-9.86,4.03,1.32,-1.08,0.00,0.66,14.80
63313,-4.69,0.00,14.70,8,0.24,1004,0.00,0.00,14.70,16,9.88,8.00,64,4.79,-9.88,3.98,1.30,-1.08,0.00,0.66,14.80
63388,-4.69,0.00,14.59,8,0.25,988,0.00,0.00,14.70,16,9.88,9.50,64,4.79,-9.86,4.09,1.32,-1.08,0.00,0.66,14.80
63463,-4.69,0.00,14.70,8,0.25,989,0.00,0.00,14.70,16,9.88,9.50,64,4.79,-9.88,4.09,1.34,-1.08,0.00,0.66,14.80
63539,-4.69,0.00,14.59,8,0.25,969,0.00,0.00,14.70,16,9.88,11.50,64,4.79,-9.84,4.11,1.34,-1.08,0.00,0.66,14.80
63614,-3.91,0.00,14.70,8,0.25,980,0.00,0.00,14.70,16,9.88,10.50,64,4.79,-9.82,4.09,1.30,-1.08,0.00,0.66,14.80
63689,-4.69,0.00,14.70,8,0.25,974,0.00,0.00,14.70,16,9.88,10.00,64,4.93,-9.84,4.00,1.32,-1.08,0.00,0.66,14.80
63765,-3.91,0.00,14.81,8,0.24,983,0.00,0.00,14.70,16,9.88,10.50,64,4.79,-9.82,4.00,1.30,-1.08,0.00,0.66,14.80
63840,-4.69,0.00,14.70,8,0.24,980,0.00,0.00,14.70,16,9.88,10.00,64,4.93,-9.82,3.95,1.30,-1.08,0.00,0.66,14.80
63915,-4.69,0.00,14.70,8,0.25,988,0.00,0.00,14.70,16,9.88,9.50,64,4.93,-9.82,4.11,1.34,-1.08,0.00,0.66,14.80
63990,-4.69,0.00,14.59,8,0.23,965,0.00,0.00,15.78,16,9.88,11.50,64,4.79,-9.84,4.20,1.30,-1.08,0.00,0.66,14.80
64066,-4.69,0.00,14.70,8,0.23,962,0.00,0.00,14.70,16,9.88,11.50,64,4.93,-9.78,3.63,1.28,-1.08,0.00,0.66,14.80
64141,-3.91,0.00,14.70,8,0.20,972,0.00,0.00,16.04,16,9.88,10.50,64,4.93,-9.77,3.95,1.22,-1.08,0.00,0.66,14.80
64216,-3.91,0.00,14.70,8,0.20,931,0.00,0.00,13.15,16,9.88,11.50,64,4.93,-14.70,3.18,1.24,-1.08,0.00,0.66,14.80
64291,-3.91,0.00,14.81,8,0.26,906,0.00,0.00,11.78,16,9.88,14.50,64,4.93,-9.67,3.89,1.30,-1.08,0.00,0.66,14.80
64366,-3.91,0.00,14.81,8,0.29,870,0.00,0.00,14.69,16,9.88,17.50,64,5.08,-9.59,4.06,1.32,-1.08,0.00,0.66,14.80
64442,-3.91,0.00,14.81,8,0.29,865,0.00,0.00,14.69,16,9.88,17.50,64,5.22,-9.46,4.14,1.34,-1.08,0.00,0.66,14.80
64517,-3.12,0.00,14.81,8,0.26,925,0.00,0.00,15.29,16,9.88,13.50,64,5.22,-9.34,4.42,1.34,-1.08,0.00,0.66,14.80
64593,-2.34,0.00,15.04,8,0.26,985,0.00,0.00,14.70,16,9.88,7.00,64,5.37,-9.42,4.31,1.32,-1.08,0.00,0.66,14.80
64668,-2.34,0.00,15.27,8,0.24,993,0.00,0.00,14.70,16,9.88,5.00,64,5.22,-9.49,4.11,1.32,-1.08,0.00,0.66,14.80
64742,-0.78,0.00,15.27,8,0.26,978,0.00,0.00,13.51,16,9.88,6.50,64,5.22,-9.57,4.03,1.34,-1.08,0.00,0.66,14.80
64818,-1.56,0.00,15.50,8,0.26,974,0.00,0.00,14.70,16,9.88,8.00,64,5.08,-9.57,4.25,1.34,-1.08,0.00,0.66,14.80
64893,-1.56,0.00,15.16,8,0.26,962,0.00,0.00,14.70,16,9.88,10.00,64,5.08,-9.53,4.17,1.34,-1.08,0.00,0.66,14.80
64969,-2.34,0.00,15.27,8,0.25,988,0.00,0.00,14.70,16,9.88,7.00,64,5.22,-9.55,4.03,1.34,-1.08,0.00,0.66,14.80
65045,-2.34,0.00,15.04,8,0.26,998,0.00,0.00,14.70,16,9.88,6.50,64,5.08,-9.57,4.25,1.34,-1.08,0.00,0.66,14.80
65120,-2.34,0.00,14.93,8,0.26,973,0.00,0.00,14.70,16,9.88,9.50,64,5.08,-9.57,4.25,1.34,-1.08,0.00,0.66,14.80
65195,-2.34,0.00,14.93,8,0.26,974,0.00,0.00,14.69,16,9.88,9.00,64,5.08,-9.61,4.22,1.36,-1.08,0.00,0.66,14.80
65270,-1.56,0.00,14.93,8,0.26,988,0.00,0.00,14.70,16,9.88,9.50,64,5.08,-9.57,4.39,1.36,-1.08,0.00,0.66,14.80
65346,-1.56,0.00,14.93,8,0.25,990,0.00,0.00,15.41,16,9.88,8.00,64,5.08,-9.61,4.22,1.32,-1.08,0.00,0.66,14.80
65421,-1.56,0.00,15.04,8,0.24,1007,0.00,0.00,14.70,16,9.88,6.00,64,5.08,-9.63,4.03,1.32,-1.08,0.00,0.66,14.80
65497,-0.78,0.00,15.04,8,0.25,1004,0.00,0.00,14.70,16,9.88,7.00,64,5.08,-9.67,4.28,1.32,-1.08,0.00,0.66,14.80
65572,-1.56,0.00,15.04,8,0.26,1000,0.00,0.00,14.70,16,9.88,7.00,64,4.93,-9.73,4.17,1.34,-1.08,0.00,0.66,14.80
65647,-1.56,0.00,14.93,8,0.26,993,0.00,0.00,14.70,16,9.88,9.50,64,4.93,-9.67,4.25,1.36,-1.08,0.00,0.66,14.80
65723,-1.56,0.00,14.93,8,0.26,1010,0.00,0.00,14.70,16,9.88,8.00,64,5.08,-9.67,4.36,1.34,-1.08,0.00,0.66,14.80
65798,-0.78,0.00,15.04,8,0.26,1004,0.00,0.00,14.70,16,9.88,6.50,64,5.08,-9.73,4.31,1.32,-1.08,0.00,0.66,14.80
65873,-0.78,0.00,15.04,8,0.25,1010,0.00,0.00,14.70,16,9.88,7.00,64,4.93,-9.75,4.20,1.32,-1.08,0.00,0.66,14.80
65949,-0.78,0.00,15.04,8,0.25,1002,0.00,0.00,14.70,16,9.88,8.00,64,4.93,-9.77,4.20,1.34,-1.08,0.00,0.66,14.80
66024,-0.78,0.00,14.93,8,0.25,1012,0.00,0.00,14.70,16,9.88,7.00,64,4.93,-9.82,4.25,1.34,-1.08,0.00,0.66,14.80
66099,-1.56,0.00,14.81,8,0.23,1018,0.00,0.00,14.70,16,9.88,7.00,64,4.93,-9.80,3.98,1.32,-1.08,0.00,0.66,14.80
66175,-1.56,0.00,14.59,8,0.24,1078,0.00,0.00,14.70,16,9.88,6.00,64,4.93,-9.82,3.92,1.32,-1.08,0.00,0.66,14.80
66249,-1.56,0.00,14.70,8,0.24,1014,0.00,0.00,14.70,16,9.88,7.50,64,4.93,-9.84,4.11,1.34,-1.08,0.00,0.66,14.80
66325,-1.56,0.00,14.59,8,0.26,996,0.00,0.00,14.70,16,9.88,7.50,64,4.79,-9.82,4.09,1.34,-1.08,0.00,0.66,14.80
66401,-1.56,0.00,14.59,8,0.26,999,0.00,0.00,14.70,16,9.88,9.50,64,4.93,-9.82,4.31,1.34,-1.08,0.00,0.66,14.80
66476,-1.56,0.00,14.59,8,0.26,996,0.00,0.00,14.70,16,9.88,9.50,64,4.93,-9.78,4.36,1.34,-1.08,0.00,0.66,14.80
66551,-1.56,0.00,14.59,8,0.25,1002,0.00,0.00,14.70,16,9.88,9.00,64,4.93,-9.78,4.31,1.34,-1.08,0.00,0.66,14.80
66627,-1.56,0.00,14.70,8,0.25,1011,0.00,0.00,14.70,16,9.88,8.00,64,4.93,-9.82,4.28,1.34,-1.08,0.00,0.66,14.80
66701,-1.56,0.00,14.70,8,0.25,1009,0.00,0.00,14.70,16,9.88,8.50,64,4.93,-9.82,4.17,1.34,-1.08,0.00,0.66,14.80
66777,-1.56,0.00,14.36,8,0.25,1011,0.00,0.00,14.70,16,9.88,8.50,64,4.93,-9.84,4.22,1.32,-1.08,0.00,0.66,14.80
66852,-2.34,0.00,14.47,8,0.25,1026,0.00,0.00,14.70,16,9.88,8.00,64,4.79,-9.86,4.20,1.32,-1.08,0.00,0.66,14.80
66928,-1.56,0.00,14.24,8,0.24,1017,0.00,0.00,14.70,16,9.88,8.00,64,4.79,-9.86,4.11,1.32,-1.08,0.00,0.66,14.80
67003,-3.12,0.00,14.47,8,0.25,1026,0.00,0.00,14.70,16,9.88,7.00,64,4.79,-9.90,4.00,1.32,-1.08,0.00,0.66,14.80
67079,-3.12,0.00,14.36,8,0.24,1002,0.00,0.00,14.70,16,9.88,9.50,64,4.79,-9.90,3.98,1.32,-1.08,0.00,0.66,14.80
67154,-2.34,0.00,14.24,8,0.25,1002,0.00,0.00,14.70,16,9.88,10.50,64,4.79,-9.86,4.20,1.32,-1.08,0.00,0.66,14.80
67229,-2.34,0.00,14.24,8,0.25,1000,0.00,0.00,14.70,16,9.88,9.50,64,4.79,-9.86,4.22,1.36,-1.08,0.00,0.66,14.80
67304,-2.34,0.00,14.36,8,0.23,1012,0.00,0.00,14.70,16,9.88,10.00,64,4.79,-9.86,4.09,1.32,-1.08,0.00,0.66,14.80
67380,-2.34,0.00,14.47,8,0.23,1013,0.00,0.00,14.70,16,9.88,9.50,64,4.79,-9.86,4.11,1.32,-1.08,0.00,0.66,14.80
67456,-1.56,0.00,14.59,8,0.24,1013,0.00,0.00,14.70,16,9.88,8.50,64,4.79,-9.92,3.95,1.30,-1.08,0.00,0.66,14.80
67531,-1.56,0.00,14.70,8,0.26,987,0.00,0.00,14.70,16,9.88,11.50,64,4.79,-9.86,4.09,1.32,-1.08,0.00,0.66,14.80
67606,-1.56,0.00,14.70,8,0.25,994,0.00,0.00,14.70,16,9.88,10.50,64,4.79,-9.84,4.22,1.34,-1.08,0.00,0.66,14.80
67681,-1.56,0.00,14.70,8,0.25,1015,0.00,0.00,14.70,16,9.88,10.50,64,4.79,-9.84,4.17,1.34,-1.08,0.00,0.66,14.80
67757,-1.56,0.00,14.81,8,0.24,1018,0.00,0.00,14.70,16,9.88,8.00,64,4.79,-9.88,4.22,1.30,-1.08,0.00,0.66,14.80
67832,-1.56,0.00,14.81,8,0.24,1005,0.00,0.00,14.70,16,9.88,8.00,64,4.79,-9.94,4.17,1.32,-1.08,0.00,0.66,14.80
67908,-1.56,0.00,14.70,8,0.24,1004,0.00,0.00,14.70,16,9.88,9.50,64,4.79,-9.96,4.03,1.32,-1.08,0.00,0.66,14.80
67983,-1.56,0.00,14.70,8,0.25,995,0.00,0.00,14.70,16,9.88,10.50,64,4.79,-9.98,4.11,1.32,-1.08,0.00,0.66,14.80
68058,-1.56,0.00,14.70,8,0.25,1000,0.00,0.00,14.70,16,9.88,10.00,64,4.79,-9.96,4.17,1.32,-1.08,0.00,0.66,14.80
68134,-1.56,0.00,14.59,8,0.25,997,0.00,0.00,14.70,16,9.88,10.50,64,4.79,-9.94,4.14,1.32,-1.08,0.00,0.66,14.80
68209,-1.56,0.00,14.59,8,0.23,1011,0.00,0.00,14.70,16,9.88,9.00,64,4.79,-9.96,4.14,1.32,-1.08,0.00,0.66,14.80
68285,-1.56,0.00,14.70,8,0.24,1013,0.00,0.00,14.70,16,9.88,8.50,64,4.79,-9.96,3.87,1.32,-1.08,0.00,0.66,14.80
68360,-1.56,0.00,14.59,8,0.25,1000,0.00,0.00,14.70,16,9.88,8.50,63,4.79,-9.96,4.14,1.32,-1.08,0.00,0.66,14.80
68434,-2.34,0.00,14.47,8,0.25,988,0.00,0.00,14.70,16,9.88,11.00,63,4.64,-10.02,4.14,1.32,-1.08,0.00,0.66,14.80
68510,-2.34,0.00,14.47,8,0.24,994,0.00,0.00,14.70,16,9.88,10.50,64,4.79,-9.96,4.14,1.30,-1.08,0.00,0.66,14.80
68586,-2.34,0.00,14.47,8,0.25,994,0.00,0.00,14.70,16,9.88,10.50,64,4.79,-9.98,4.14,1.32,-1.08,0.00,0.66,14.80
68661,-1.56,0.00,14.59,8,0.25,986,0.00,0.00,14.70,16,9.88,10.00,64,4.79,-9.98,4.11,1.32,-1.08,0.00,0.66,14.80
68736,-1.56,0.00,14.70,8,0.24,996,0.00,0.00,14.70,16,9.88,11.00,64,4.79,-9.96,4.06,1.30,-1.08,0.00,0.66,14.80
68811,-1.56,0.00,14.47,8,0.24,999,0.00,0.00,14.70,16,9.88,10.00,64,4.79,-9.98,4.06,1.30,-1.08,0.00,0.64,14.80
68887,-2.34,0.00,14.47,8,0.24,1006,0.00,0.00,14.70,16,9.88,9.00,64,4.64,-10.02,4.06,1.30,-1.08,0.00,0.66,14.80
68962,-2.34,0.00,14.36,8,0.24,996,0.00,0.00,14.70,16,9.88,10.00,64,4.64,-9.98,4.03,1.32,-1.08,0.00,0.66,14.80
69038,-3.12,0.00,14.47,8,0.24,997,0.00,0.00,14.70,16,9.88,9.50,64,4.64,-10.00,4.03,1.32,-1.08,0.00,0.66,14.80
69113,-3.12,0.00,14.13,8,0.24,996,0.00,0.00,14.70,16,9.88,9.50,64,4.64,-10.02,4.06,1.32,-1.08,0.00,0.66,14.80
69189,-3.12,0.00,14.24,8,0.25,989,0.00,0.00,14.70,16,9.88,9.50,64,4.64,-10.02,4.09,1.30,-1.08,0.00,0.66,14.80
69264,-3.91,0.00,14.24,8,0.24,984,0.00,0.00,14.70,16,9.88,10.50,64,4.64,-10.02,4.09,1.30,-1.08,0.00,0.66,14.80
69339,-3.12,0.00,14.13,8,0.24,994,0.00,0.00,14.70,16,9.88,11.00,64,4.64,-10.00,3.92,1.32,-1.08,0.00,0.66,14.80
69415,-3.91,0.00,14.13,8,0.24,997,0.00,0.00,14.70,16,9.88,9.50,64,4.64,-10.02,3.89,1.32,-1.08,0.00,0.66,14.80
69490,-3.91,0.00,14.13,8,0.24,1006,0.00,0.00,14.70,16,9.88,8.50,64,4.64,-10.06,4.00,1.32,-1.08,0.00,0.66,14.80
69565,-3.91,0.00,14.01,8,0.24,999,0.00,0.00,14.70,16,9.88,9.50,64,4.64,-10.06,3.98,1.30,-1.08,0.00,0.66,14.80
69640,-3.91,0.00,14.24,8,0.23,1001,0.00,0.00,14.70,16,9.88,9.50,64,4.64,-10.07,3.89,1.30,-1.08,0.00,0.66,14.80
69716,-3.91,0.00,14.24,8,0.24,979,0.00,0.00,14.70,16,9.88,11.50,64,4.64,-10.06,3.78,1.30,-1.08,0.00,0.66,14.80
69791,-3.91,0.00,14.24,8,0.24,972,0.00,0.00,14.70,16,9.88,11.50,63,4.64,-10.02,3.84,1.32,-1.08,0.00,0.66,14.80
69866,-3.91,0.00,14.36,8,0.24,981,0.00,0.00,14.70,16,9.88,11.50,63,4.64,-10.02,3.95,1.32,-1.08,0.00,0.66,14.80
69942,-3.91,0.00,14.24,8,0.24,972,0.00,0.00,14.70,16,9.88,11.50,63,4.79,-9.96,3.92,1.30,-1.08,0.00,0.66,14.80
70018,-3.91,0.00,14.24,8,0.24,967,0.00,0.00,14.70,16,9.88,10.50,63,4.79,-9.96,3.92,1.30,-1.08,0.00,0.66,14.80
70092,-3.91,0.00,14.36,8,0.24,972,0.00,0.00,14.70,16,9.88,11.50,63,4.79,-9.96,3.95,1.30,-1.08,0.00,0.66,14.80
70167,-3.91,0.00,14.47,8,0.24,978,0.00,0.00,14.70,16,9.88,11.50,63,4.79,-9.94,3.92,1.30,-1.08,0.00,0.66,14.80
70243,-3.91,0.00,14.36,8,0.23,965,0.00,0.00,14.70,16,9.88,10.50,63,4.79,-9.96,3.89,1.30,-1.08,0.00,0.66,14.80
70319,-3.91,0.00,14.47,8,0.25,965,0.00,0.00,14.70,16,9.88,11.50,63,4.79,-9.96,3.81,1.32,-1.08,0.00,0.66,14.80
70394,-3.91,0.00,14.47,8,0.25,948,0.00,0.00,14.70,16,9.88,13.00,63,4.79,-9.94,3.95,1.32,-1.08,0.00,0.66,14.80
70469,-3.91,0.00,14.47,8,0.25,959,0.00,0.00,14.70,16,9.88,11.50,63,4.79,-9.92,3.92,1.32,-1.08,0.00,0.66,14.80
70544,-3.91,0.00,14.36,8,0.25,968,0.00,0.00,14.70,16,9.88,10.50,63,4.79,-9.90,3.95,1.32,-1.08,0.00,0.66,14.80
70619,-4.69,0.00,14.47,8,0.25,978,0.00,0.00,14.70,16,9.88,9.50,63,4.79,-9.94,3.95,1.30,-1.08,0.00,0.66,14.80
70694,-3.91,0.00,14.47,8,0.24,974,0.00,0.00,14.70,16,9.88,10.50,63,4.79,-9.92,3.95,1.30,-1.08,0.00,0.66,14.80
70770,-3.91,0.00,14.36,8,0.25,968,0.00,0.00,14.70,16,9.88,9.50,63,4.79,-9.94,3.84,1.30,-1.08,0.00,0.66,14.80
70845,-4.69,0.00,14.59,8,0.24,970,0.00,0.00,14.70,16,9.88,10.50,63,4.79,-9.94,3.81,1.30,-1.08,0.00,0.66,14.80
70920,-3.91,0.00,14.47,8,0.24,958,0.00,0.00,14.70,16,9.88,11.50,63,4.79,-9.92,3.89,1.32,-1.08,0.00,0.66,14.80
70996,-4.69,0.00,14.59,8,0.25,959,0.00,0.00,14.70,16,9.88,11.00,63,4.79,-9.92,3.84,1.32,-1.08,0.00,0.66,14.80
71071,-3.91,0.00,14.36,8,0.25,946,0.00,0.00,14.70,16,9.88,12.50,63,4.79,-9.86,4.00,1.32,-1.08,0.00,0.66,14.80
71147,-4.69,0.00,14.47,8,0.25,958,0.00,0.00,14.70,16,9.88,10.50,63,4.79,-9.84,3.98,1.30,-1.08,0.00,0.66,14.80
71221,-4.69,0.00,14.47,8,0.25,960,0.00,0.00,14.70,16,9.88,10.50,63,4.79,-9.84,3.92,1.30,-1.08,0.00,0.66,14.80
71296,-4.69,0.00,14.47,8,0.25,962,0.00,0.00,14.70,16,9.88,10.50,63,4.79,-9.86,4.00,1.30,-1.08,0.00,0.66,14.80
71372,-4.69,0.00,14.36,8,0.24,963,0.00,0.00,14.70,16,9.88,10.00,63,4.79,-9.90,3.95,1.30,-1.08,0.00,0.66,14.80
71447,-4.69,0.00,14.47,8,0.24,962,0.00,0.00,14.70,16,9.88,10.00,63,4.79,-9.86,3.92,1.30,-1.08,0.00,0.66,14.80
71522,-4.69,0.00,14.47,8,0.25,953,0.00,0.00,14.70,16,9.88,11.00,63,4.79,-9.86,4.06,1.32,-1.08,0.00,0.66,14.80
71598,-4.69,0.00,14.47,8,0.25,962,0.00,0.00,14.70,16,9.88,10.00,63,4.79,-9.86,3.98,1.32,-1.08,0.00,0.66,14.80
71672,-3.91,0.00,14.59,8,0.24,954,0.00,0.00,14.70,16,9.88,10.50,63,4.79,-9.86,3.95,1.32,-1.08,0.00,0.66,14.80
71749,-4.69,0.00,14.47,8,0.25,962,0.00,0.00,14.70,16,9.88,9.50,63,4.79,-9.90,3.92,1.30,-1.08,0.00,0.66,14.80
71823,-4.69,0.00,14.59,8,0.24,964,0.00,0.00,14.70,16,9.88,10.00,63,4.79,-9.88,3.95,1.30,-1.08,0.00,0.66,14.80
71899,-4.69,0.00,14.47,8,0.25,965,0.00,0.00,14.70,16,9.88,9.50,63,4.79,-9.86,3.95,1.30,-1.08,0.00,0.66,14.80
71975,-4.69,0.00,14.59,8,0.25,972,0.00,0.00,14.70,16,9.88,8.50,63,4.79,-9.90,3.98,1.30,-1.08,0.00,0.66,14.80
72050,-4.69,0.00,14.47,8,0.25,957,0.00,0.00,14.70,16,9.88,10.50,63,4.79,-9.86,3.89,1.30,-1.08,0.00,0.66,14.80
72125,0.00,0.00,14.59,10,0.28,941,0.00,0.00,13.14,16,9.88,12.00,63,4.79,-9.86,3.95,1.30,-1.08,0.00,0.66,14.80
72200,0.00,0.00,14.36,10,0.33,844,0.00,0.00,12.18,16,9.88,17.50,63,4.93,-9.75,3.98,1.34,-1.08,0.00,0.66,14.80
72276,0.00,0.00,14.36,10,0.42,730,0.00,0.00,10.90,16,9.88,17.50,63,5.08,-8.97,4.25,1.58,-1.08,0.00,0.66,14.80
72350,0.00,0.00,14.47,10,0.62,688,0.00,0.00,11.46,16,9.88,17.50,63,5.66,-7.56,7.00,1.60,-1.08,0.00,0.66,14.80
72426,0.00,0.00,14.59,10,0.68,583,0.00,0.00,12.56,16,9.88,17.50,63,7.98,-6.79,8.27,1.62,-1.08,0.00,0.66,14.80
72501,0.00,0.00,14.70,10,0.74,521,0.00,0.00,12.84,16,9.88,17.50,63,8.71,-5.96,8.23,1.62,-1.08,0.00,0.66,14.80
72577,0.00,0.00,14.81,10,0.79,460,0.00,0.00,13.00,16,9.88,17.50,63,9.72,-4.99,8.19,1.62,-1.08,0.00,0.66,14.80
72652,0.00,0.00,14.93,10,0.85,380,0.00,0.00,13.00,16,9.88,17.50,63,10.88,-3.83,7.90,1.50,-1.08,0.00,0.64,14.80
72727,0.00,0.00,15.04,10,0.36,342,0.00,0.00,14.70,16,12.34,17.50,63,10.88,-2.32,7.90,1.54,-1.08,0.00,0.64,14.80
72802,0.00,0.00,15.04,10,0.36,278,0.00,0.00,14.70,16,12.34,12.00,63,12.33,-2.32,7.24,1.38,-1.08,0.00,0.66,14.80
72878,0.00,0.00,15.04,10,0.36,278,0.00,0.00,14.70,16,12.34,12.00,63,12.33,-2.32,7.24,1.32,-1.08,0.78,0.64,14.80
72953,0.00,0.00,15.04,10,0.36,278,0.00,0.00,14.70,16,12.34,12.00,63,12.33,-2.32,7.24,1.08,-1.08,1.18,0.68,14.80
73028,0.00,0.00,14.70,10,0.36,114,0.00,0.00,14.70,16,12.34,9.50,63,14.65,-0.04,4.40,0.96,-1.08,1.18,0.68,14.80
73103,0.00,0.00,14.70,10,0.36,114,0.00,0.00,14.70,16,12.34,9.50,63,14.65,-0.04,4.40,0.84,-1.08,1.18,0.68,14.80
73179,0.00,0.00,14.70,10,0.36,114,0.00,0.00,14.70,16,12.34,9.50,63,14.65,-0.04,4.40,0.76,-1.08,1.18,0.68,14.80
73253,0.00,0.00,14.70,10,0.36,114,0.00,0.00,14.70,16,12.34,9.50,63,14.65,-0.04,4.40,0.74,-1.08,1.18,0.68,14.80
73329,0.00,0.00,14.70,10,0.36,114,0.00,0.00,14.70,16,12.34,9.50,63,14.65,-0.04,4.40,0.72,-1.08,1.18,0.68,14.80
73405,0.00,0.00,14.70,10,0.36,114,0.00,0.00,14.70,16,12.34,9.50,63,14.65,-0.04,4.40,0.70,-1.08,1.18,0.68,14.80
73480,0.00,0.00,14.70,10,0.36,0,0.00,0.00,14.70,16,12.34,9.50,63,14.36,-0.29,3.03,0.70,-1.08,1.18,0.68,14.80
73555,0.00,0.00,14.70,10,0.36,0,0.00,0.00,14.70,16,12.34,9.50,63,14.36,-0.29,3.03,0.70,-1.08,1.18,0.68,14.80
73631,0.00,0.00,14.70,10,0.36,0,0.00,0.00,14.70,16,12.34,9.50,63,14.36,-0.29,3.03,0.70,-1.08,1.18,0.68,14.80
73706,0.00,0.00,14.70,10,0.36,0,0.00,0.00,14.70,16,12.34,9.50,63,14.36,-0.29,3.03,0.70,-1.08,1.18,0.68,14.80
73781,0.00,0.00,14.70,10,0.36,0,0.00,0.00,14.70,16,12.34,9.50,63,14.36,-0.29,3.03,0.70,-1.08,1.18,0.68,14.80
73857,0.00,0.00,14.70,10,0.36,0,0.00,0.00,14.70,16,12.34,9.50,63,14.36,-0.29,3.03,0.70,-1.08,1.18,0.68,14.80
73932,0.00,0.00,14.70,10,0.36,0,0.00,0.00,14.70,16,12.34,9.50,63,14.36,-0.29,3.03,0.70,-1.08,1.18,0.68,14.80
