Time (msec),A/F Sensor #1 (AFR),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
14368,14.70,0.28,820,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
14433,14.70,0.28,818,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
14497,14.81,0.28,815,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
14561,14.70,0.29,810,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
14624,14.81,0.29,814,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
14689,14.81,0.28,808,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.80
14752,14.70,0.28,815,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
14817,14.81,0.28,812,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
14881,14.70,0.28,812,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.80
14944,14.81,0.28,814,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
15008,14.70,0.28,814,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
15073,14.70,0.29,813,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
15136,14.59,0.28,808,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
15200,14.70,0.28,815,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.80
15264,14.47,0.28,814,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
15328,14.59,0.28,820,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
15392,14.70,0.28,816,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
15456,14.59,0.28,815,0.00,0.00,14.70,16,5.51,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
15519,14.59,0.28,818,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
15584,14.59,0.28,817,0.00,0.00,14.70,16,5.51,-9.11,0.00,-1.08,0.64,0.00,0.00,14.60
15647,14.70,0.28,813,0.00,0.00,14.70,16,5.66,-9.15,0.00,-1.08,0.64,0.00,0.00,14.60
15712,14.47,0.28,807,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.60
15775,14.70,0.28,816,0.00,0.00,14.70,16,5.66,-9.15,0.00,-1.08,0.64,0.00,0.00,14.60
15838,14.47,0.29,809,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.60
15903,14.59,0.29,809,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.60
15966,14.59,0.29,801,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
16030,14.47,0.29,792,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.70
16094,14.47,0.29,806,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.70
16158,14.47,0.29,800,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.60
16222,14.47,0.28,811,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.60
16285,14.24,0.29,804,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.60
16349,14.47,0.28,813,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.60
16413,14.47,0.28,815,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.60
16477,14.59,0.29,815,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.60
16541,14.70,0.29,815,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.50
16605,14.59,0.29,813,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.50
16669,14.81,0.28,809,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.60
16733,14.70,0.29,816,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.60
16797,14.93,0.29,810,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.60
16861,14.81,0.29,812,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.70
16924,14.81,0.28,804,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.70
16988,14.81,0.28,814,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.70
17052,14.81,0.29,816,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.80
17116,14.70,0.29,808,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.80
17180,14.70,0.29,812,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.80
17244,14.70,0.28,810,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.80
17308,14.93,0.29,816,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.80
17372,14.81,0.28,807,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.80
17435,14.81,0.28,817,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
17499,14.70,0.25,814,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
17562,14.81,0.28,812,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.80
17627,14.81,0.28,820,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.80
17690,14.81,0.28,817,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
17754,14.81,0.29,819,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
17818,14.81,0.28,810,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.80
17881,14.81,0.28,814,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
17946,14.70,0.28,806,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.80
18010,14.81,0.28,817,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.80
18073,14.70,0.28,810,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
18138,14.81,0.28,819,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
18202,14.70,0.28,815,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
18265,14.70,0.28,815,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
18329,14.70,0.29,818,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
18393,14.70,0.28,816,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.80
18456,14.81,0.28,819,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.70
18521,14.70,0.28,810,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
18584,14.81,0.28,817,0.00,0.00,14.70,16,5.66,-9.13,0.00,-1.08,0.64,0.00,0.00,14.80
18648,14.81,0.28,812,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.80
18712,14.81,0.28,816,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
18775,14.81,0.28,817,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.80
18840,14.70,0.29,811,0.00,0.00,14.70,16,5.51,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
18903,14.70,0.29,815,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
18967,14.59,0.28,816,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
19031,14.70,0.28,816,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.80
19095,14.47,0.28,826,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
19159,14.59,0.29,816,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
19223,14.47,0.28,815,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
19287,14.59,0.28,812,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.60
19350,14.59,0.28,821,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.60
19415,14.59,0.28,821,0.00,0.00,14.70,16,5.51,-9.11,0.00,-1.08,0.64,0.00,0.00,14.60
19479,14.59,0.28,825,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.60
19542,14.70,0.28,827,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.70
19606,14.59,0.28,821,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
19670,14.70,0.29,820,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.70
19734,14.70,0.29,806,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
19798,14.81,0.28,810,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
19861,14.70,0.28,813,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
19925,14.70,0.29,815,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
19989,14.59,0.28,810,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
20053,14.59,0.28,818,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
20117,14.70,0.29,821,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
20180,14.59,0.28,825,0.00,0.00,14.70,16,5.51,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
20245,14.70,0.28,824,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.60
20308,14.59,0.28,824,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.60
20372,14.70,0.28,824,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.70
20436,14.59,0.29,817,0.00,0.00,14.70,16,5.66,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
20500,14.70,0.29,810,0.00,0.00,14.70,16,5.66,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
20564,14.70,0.29,792,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
20627,14.70,0.29,796,0.00,0.00,14.70,16,5.51,-9.09,0.00,-1.08,0.64,0.00,0.00,14.70
20691,14.70,0.29,803,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.60
20755,14.70,0.29,809,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.70
20820,14.70,0.28,818,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.70
20883,14.70,0.28,812,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.70
20947,14.70,0.28,819,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.70
21011,14.59,0.28,815,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.70
21075,14.70,0.28,821,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
21139,14.47,0.29,812,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.80
21203,14.47,0.28,818,0.00,0.00,14.70,16,5.51,-9.09,0.00,-1.08,0.64,0.00,0.00,14.80
21266,14.59,0.28,820,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
21330,14.47,0.28,824,0.00,0.00,14.70,16,5.51,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
21394,14.59,0.28,826,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
21457,14.59,0.28,822,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.60
21522,14.70,0.28,817,0.00,0.00,14.70,16,5.66,-9.13,0.00,-1.08,0.64,0.00,0.00,14.60
21585,14.59,0.28,817,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.60
21650,14.70,0.28,806,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.60
21713,14.70,0.29,811,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.60
21777,14.70,0.29,806,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.60
21841,14.70,0.29,808,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
21905,14.59,0.29,811,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.70
21969,14.59,0.28,813,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.70
22033,14.59,0.28,827,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
22096,14.47,0.28,831,0.00,0.00,14.70,16,5.66,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
22160,14.59,0.25,832,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.70
22224,14.36,0.28,813,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
22288,14.59,0.29,815,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
22352,14.36,0.29,796,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
22416,14.47,0.29,805,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
22480,14.47,0.29,812,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.60
22543,14.59,0.28,809,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.60
22607,14.70,0.29,812,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.60
22672,14.70,0.29,815,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.70
22735,14.81,0.28,814,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
22799,14.70,0.28,812,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.60
22863,14.70,0.28,818,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
22927,14.70,0.28,812,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.80
22990,14.70,0.28,818,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
23055,14.70,0.28,825,0.00,0.00,14.70,16,5.66,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
23119,14.59,0.28,828,0.00,0.00,14.70,16,5.51,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
23182,14.70,0.28,836,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.70
23246,14.59,0.28,832,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.70
23310,14.70,0.28,822,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.70
23374,14.47,0.29,803,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.80
23438,14.70,0.29,804,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
23502,14.70,0.29,802,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.70
23565,14.81,0.28,812,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.70
23630,14.81,0.29,812,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
23694,14.81,0.29,806,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.80
23758,14.81,0.29,811,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.70
23821,14.81,0.28,816,0.00,0.00,14.70,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.70
23885,14.81,0.28,818,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.80
23949,14.70,0.28,812,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.80
24013,14.81,0.28,819,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.80
24076,14.70,0.28,814,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.90
24140,14.70,0.28,814,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.90
24204,14.81,0.28,822,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
24268,14.59,0.28,832,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
24332,14.70,0.28,834,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.80
24396,14.70,0.28,827,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.80
24460,14.70,0.28,819,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
24523,14.81,0.28,818,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
24587,14.70,0.28,809,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
24651,14.81,0.28,814,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
24716,14.81,0.28,816,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
24779,14.93,0.28,822,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.80
24843,14.81,0.29,811,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.80
24907,14.70,0.28,810,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
24971,14.81,0.28,818,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
25035,14.70,0.31,821,0.00,0.00,14.70,16,5.51,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
25099,14.70,0.28,818,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.80
25162,14.59,0.29,804,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.80
25226,14.70,0.28,812,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
25290,14.47,0.28,808,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.80
25353,14.59,0.28,818,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.70
25418,14.47,0.28,812,0.00,0.00,14.70,16,5.66,-9.09,0.00,-1.08,0.64,0.00,0.00,14.70
25482,14.59,0.28,823,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
25545,14.70,0.28,824,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.60
25609,14.59,0.29,822,0.00,0.00,14.70,16,5.51,-9.11,0.00,-1.08,0.64,0.00,0.00,14.60
25673,14.81,0.28,823,0.00,0.00,14.70,16,5.66,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
25737,14.70,0.28,824,0.00,0.00,14.70,16,5.51,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
25801,14.70,0.28,822,0.00,0.00,14.70,16,5.66,-9.13,0.00,-1.08,0.64,0.00,0.00,14.60
25864,14.70,0.28,816,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
25928,14.81,0.28,821,0.00,0.00,14.70,16,5.66,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
25992,14.70,0.28,817,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
26056,14.70,0.28,822,0.00,0.00,14.70,16,5.51,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
26119,14.70,0.28,828,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.80
26184,14.59,0.28,819,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.80
26247,14.70,0.28,823,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.80
26312,14.59,0.28,824,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.80
26375,14.59,0.28,824,0.00,0.00,14.70,16,5.66,-9.15,0.00,-1.08,0.64,0.00,0.00,14.90
26439,14.47,0.28,814,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.90
26503,14.70,0.29,821,0.00,0.00,14.70,16,5.66,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
26567,14.59,0.28,812,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.70
26630,14.70,0.29,812,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.70
26694,14.70,0.28,819,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
26758,14.70,0.28,824,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
26822,14.70,0.28,826,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
26886,14.70,0.28,828,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.70
26950,14.81,0.28,824,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.80
27014,14.81,0.28,826,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.80
27077,14.70,0.29,813,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
27141,14.81,0.29,815,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
27205,14.70,0.28,805,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
27269,14.81,0.28,817,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
27333,14.70,0.28,814,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
27397,14.70,0.28,825,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.80
27461,14.81,0.28,823,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,15.00
27524,14.59,0.29,819,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,15.00
27588,14.81,0.29,817,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.80
27653,14.70,0.29,808,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
27716,14.81,0.28,817,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
27780,14.70,0.28,819,0.00,0.00,14.70,16,5.66,-9.11,0.00,-1.08,0.64,0.00,0.00,14.80
27844,14.81,0.28,826,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.80
27908,14.70,0.28,819,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.80
27972,14.70,0.28,825,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
28036,14.70,0.28,828,0.00,0.00,14.70,16,5.51,-9.15,0.00,-1.08,0.64,0.00,0.00,14.70
28099,14.59,0.28,826,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.80
28163,14.70,0.28,830,0.00,0.00,14.70,16,5.51,-9.17,0.00,-1.08,0.64,0.00,0.00,14.70
28226,14.59,0.28,817,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.70
28290,14.59,0.29,812,0.00,0.00,14.70,16,5.51,-9.13,0.00,-1.08,0.64,0.00,0.00,14.90
28355,14.47,0.29,787,0.00,0.00,14.70,16,5.51,-9.09,0.00,-1.08,0.64,0.00,0.00,14.80
28418,14.59,0.30,788,0.00,0.00,14.69,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.80
28482,14.36,0.30,775,0.00,0.00,14.69,16,5.66,-9.07,0.00,-1.08,0.64,0.00,0.00,14.70
28546,14.36,0.30,780,0.00,0.00,14.69,16,5.66,-8.99,0.00,-1.08,0.64,0.00,0.00,14.60
28610,14.47,0.30,778,0.00,0.00,14.69,16,5.66,-8.97,0.00,-1.08,0.64,0.00,0.00,14.60
