Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Battery Voltage (V),Alternator Duty (%)
45320,14.59,0.27,1771,0.00,0.00,16,34.84,33.50,8.27,15.92,-1.39,0.90,13.60,15.00
45508,14.70,0.28,1813,0.00,0.00,16,35.55,35.00,8.71,16.96,-1.39,0.92,13.68,13.00
45695,14.70,0.29,1830,0.00,0.00,16,35.90,35.50,9.00,17.48,-1.39,0.92,13.68,11.00
45898,14.81,0.29,1819,0.00,0.00,16,35.90,36.00,9.14,17.64,-1.39,0.92,13.68,9.00
46086,14.70,0.28,1838,0.00,0.00,16,35.90,36.50,9.29,17.19,-1.39,0.92,13.60,8.00
46276,14.81,0.28,1874,0.00,0.00,16,36.60,36.50,9.29,17.26,-1.39,0.94,13.68,6.00
46466,14.81,0.29,1901,0.00,0.00,16,37.66,37.00,9.43,18.49,-1.39,0.94,13.68,5.00
46657,14.70,0.29,1916,0.00,0.00,16,37.66,38.00,9.43,18.65,-1.39,0.94,13.60,3.00
46837,14.59,0.29,1919,0.00,0.00,16,38.01,38.00,9.43,18.57,-1.39,0.94,13.68,1.00
47024,14.59,0.30,1932,0.00,0.00,16,38.71,38.00,9.58,19.42,-1.39,0.96,13.68,0.00
47224,14.81,0.30,1973,0.00,0.00,16,39.41,39.00,9.87,19.42,-1.39,0.96,13.68,0.00
47414,14.59,0.31,1984,0.00,0.00,16,39.77,39.00,10.01,20.84,-0.77,0.98,13.68,0.00
47605,14.36,0.33,2012,0.00,0.00,16,39.77,39.50,10.30,21.88,-0.77,1.00,13.68,0.00
47791,14.59,0.35,2025,0.00,0.00,16,40.12,39.50,10.59,23.63,0.15,1.04,13.68,0.00
47983,14.36,0.35,2058,0.00,0.00,16,40.12,39.50,11.03,24.33,0.46,1.06,13.60,0.00
48173,14.59,0.38,2085,0.00,0.00,16,38.01,38.50,11.46,26.52,1.08,1.08,13.68,0.00
48363,14.36,0.39,2118,0.00,0.00,16,36.95,37.00,11.90,27.36,2.01,1.10,13.68,0.00
48551,14.59,0.40,2134,0.00,0.00,16,36.95,36.50,12.19,28.84,2.32,1.12,13.52,0.00
48733,14.59,0.40,2172,0.00,0.00,16,37.30,36.50,12.48,29.27,2.32,1.14,13.68,0.00
48920,14.70,0.40,2212,0.00,0.00,16,37.66,36.50,12.48,29.60,2.32,1.14,13.60,0.00
49123,14.93,0.40,2242,0.00,0.00,16,37.66,37.00,12.62,29.71,2.63,1.14,13.68,0.00
49311,14.70,0.42,2268,0.00,0.00,16,36.25,36.00,12.62,31.95,2.63,1.14,13.60,0.00
49500,14.59,0.42,2301,0.00,0.00,16,36.95,36.50,12.62,31.95,2.01,1.12,13.60,0.00
49681,14.59,0.39,2352,0.00,0.00,16,39.77,38.00,12.33,30.27,0.77,1.08,13.60,0.00
49869,14.59,0.37,2375,0.00,0.00,16,41.17,40.50,11.75,28.94,-0.15,1.04,13.68,0.00
50056,14.24,0.34,2380,0.00,0.00,16,43.98,43.50,11.03,27.25,-2.01,0.96,13.60,0.00
50259,13.67,0.29,2417,0.00,0.00,16,45.39,45.00,9.43,21.89,-2.94,0.90,13.68,0.00
50447,13.09,0.24,2413,0.00,0.00,16,43.98,44.50,7.98,17.71,-2.94,0.82,13.68,0.00
50635,12.52,0.19,2425,0.00,0.00,16,38.71,40.00,6.67,15.18,-2.94,0.80,13.76,0.00
50821,12.40,0.17,2421,0.00,0.00,16,27.11,27.00,6.09,13.58,-2.94,0.78,13.68,0.00
51009,12.75,0.15,2408,0.00,0.00,16,14.80,14.00,5.66,12.47,-2.94,0.78,13.76,0.00
51203,12.98,0.15,2420,0.00,0.00,16,11.29,11.00,5.37,11.82,-2.94,0.76,13.68,0.00
51390,13.09,0.14,2406,0.00,0.00,16,7.07,11.00,5.22,11.19,-2.94,0.74,13.76,0.00
51578,12.75,0.13,2420,0.00,0.00,16,3.20,7.00,4.93,10.28,-2.94,0.74,13.60,0.00
51765,12.75,0.13,2386,0.00,0.00,16,-0.66,0.00,4.79,10.13,-2.94,0.72,13.60,0.00
51953,12.75,0.13,2366,0.00,0.00,16,1.80,-3.00,4.50,9.75,-2.94,0.72,13.68,0.00
52155,12.63,0.12,2362,0.00,0.00,16,1.09,-0.50,4.35,9.48,-2.94,0.70,13.60,0.00
52344,12.29,0.12,2336,0.00,0.00,16,-0.66,-0.50,4.21,9.09,-2.63,0.70,13.68,0.00
52533,12.40,0.12,2334,0.00,0.00,16,4.61,0.50,4.06,9.17,-2.63,0.70,13.68,0.00
52721,11.94,0.12,2321,0.00,0.00,16,2.50,2.00,3.92,8.87,-2.63,0.70,13.68,0.00
52909,11.60,0.11,2296,0.00,0.00,16,0.04,2.00,3.92,8.60,-2.63,0.70,13.68,0.00
53106,11.71,0.11,2284,0.00,0.00,16,4.26,5.50,3.92,8.69,-2.63,0.70,13.68,0.00
53286,11.83,0.10,2244,0.00,0.00,16,4.96,8.50,4.06,7.78,-2.32,0.74,13.60,0.00
53473,11.94,0.12,2225,0.00,0.00,16,13.40,12.00,4.21,9.13,-2.32,0.74,13.76,0.00
53662,11.94,0.12,2235,0.00,0.00,16,13.75,12.50,4.35,9.00,-2.32,0.74,13.68,0.00
53850,12.17,0.12,2216,0.00,0.00,16,15.86,14.00,4.50,8.91,-2.32,0.74,13.76,0.00
54049,12.40,0.12,2202,0.00,0.00,16,15.86,13.50,4.50,8.69,-2.32,0.74,13.68,0.00
54238,12.63,0.13,2171,0.00,0.00,16,19.02,19.00,4.50,9.22,-2.01,0.74,13.76,0.00
54430,12.86,0.12,2157,0.00,0.00,16,18.67,17.50,4.64,8.82,-2.01,0.76,13.68,0.00
54618,12.75,0.13,2159,0.00,0.00,16,17.62,19.50,4.64,9.00,-2.01,0.76,13.76,0.00
54806,13.21,0.13,2135,0.00,0.00,16,22.54,22.50,4.79,9.13,-2.01,0.76,13.68,0.00
54993,13.09,0.14,2131,0.00,0.00,16,25.00,21.50,4.93,9.79,-2.01,0.78,13.68,0.00
55181,13.32,0.15,2128,0.00,0.00,16,27.11,25.50,5.22,10.49,-2.01,0.80,13.60,0.00
55368,13.21,0.16,2135,0.00,0.00,16,28.52,27.50,5.51,10.99,-2.01,0.82,13.60,0.00
55556,13.44,0.16,2126,0.00,0.00,16,30.27,30.50,5.80,11.50,-2.01,0.82,13.76,0.00
55743,13.67,0.17,2134,0.00,0.00,16,32.73,31.00,5.95,11.77,-2.01,0.82,13.68,0.00
55946,13.90,0.17,2132,0.00,0.00,16,32.03,32.50,6.24,12.26,-2.01,0.82,13.68,0.00
56134,13.78,0.18,2138,0.00,0.00,16,33.44,33.00,6.24,12.52,-2.01,0.82,13.68,0.00
56326,13.55,0.17,2135,0.00,0.00,16,33.09,33.00,6.24,12.31,-2.01,0.82,13.68,0.00
56514,13.90,0.18,2122,0.00,0.00,16,34.14,33.50,6.24,12.42,-2.01,0.82,13.68,0.00
56700,13.55,0.17,2133,0.00,0.00,16,31.33,33.50,6.24,11.82,-2.01,0.82,13.76,0.00
56888,13.78,0.16,2136,0.00,0.00,16,30.27,32.00,6.09,11.45,-2.01,0.82,13.68,0.00
57082,13.55,0.16,2136,0.00,0.00,16,30.27,30.50,5.95,11.35,-2.01,0.82,13.76,0.00
57273,13.78,0.16,2124,0.00,0.00,16,28.87,30.50,5.95,11.40,-2.01,0.82,13.68,0.00
57468,13.67,0.15,2117,0.00,0.00,16,27.11,29.50,5.95,10.94,-2.01,0.80,13.76,0.00
57659,13.90,0.15,2130,0.00,0.00,16,28.87,27.00,5.95,10.59,-2.01,0.82,13.76,0.00
57849,14.36,0.16,2118,0.00,0.00,16,31.68,30.50,5.95,11.44,-2.01,0.82,13.76,0.00
58037,13.90,0.15,2100,0.00,0.00,16,28.87,29.00,5.95,10.13,-2.01,0.82,13.68,0.00
58223,14.01,0.16,2121,0.00,0.00,16,29.92,30.00,5.95,11.25,-2.01,0.80,13.68,0.00
58411,13.90,0.16,2117,0.00,0.00,16,30.27,28.50,5.95,10.58,-2.01,0.80,13.60,0.00
58601,13.67,0.16,2106,0.00,0.00,16,32.38,32.00,5.95,11.50,-2.01,0.82,13.76,0.00
58789,13.44,0.16,2107,0.00,0.00,16,28.52,29.50,5.95,10.33,-2.01,0.80,13.68,0.00
58977,13.78,0.16,2111,0.00,0.00,16,32.03,31.00,5.95,11.15,-2.01,0.80,13.68,0.00
59172,13.55,0.14,2092,0.00,0.00,16,28.16,30.00,5.80,9.80,-2.01,0.78,13.68,0.00
59359,13.55,0.14,2091,0.00,0.00,16,26.05,26.50,5.37,9.53,-2.01,0.78,13.60,0.00
59562,13.55,0.13,2099,0.00,0.00,16,27.11,26.00,5.22,9.21,-2.01,0.76,13.76,0.00
59750,13.44,0.13,2102,0.00,0.00,16,25.70,26.00,5.08,9.31,-2.01,0.76,13.68,0.00
59937,13.44,0.13,2087,0.00,0.00,16,25.35,28.00,5.08,8.96,-1.70,0.76,13.68,0.00
60135,13.55,0.13,2073,0.00,0.00,16,28.16,28.00,5.08,9.04,-1.70,0.76,13.68,0.00
60328,13.55,0.13,2066,0.00,0.00,16,27.46,28.00,5.08,8.82,-1.70,0.76,13.76,0.00
60519,13.44,0.13,2073,0.00,0.00,16,28.16,28.00,5.08,9.09,-1.70,0.76,13.76,0.00
60711,13.44,0.12,2070,0.00,0.00,16,27.46,27.00,5.08,8.49,-1.70,0.76,13.76,0.00
60893,13.90,0.13,2062,0.00,0.00,16,28.16,29.50,5.08,9.00,-1.70,0.76,13.76,0.00
61082,13.55,0.13,2041,0.00,0.00,16,30.98,30.50,5.08,9.09,-1.70,0.76,13.76,0.00
61270,13.32,0.13,2042,0.00,0.00,16,30.62,28.50,5.08,9.04,-1.70,0.76,13.76,0.00
61457,13.55,0.13,2037,0.00,0.00,16,31.68,30.00,5.08,8.77,-1.70,0.76,13.76,0.00
61660,13.78,0.13,2020,0.00,0.00,16,30.98,30.50,5.08,8.64,-1.70,0.76,13.60,0.00
61848,13.67,0.14,2036,0.00,0.00,16,32.38,30.50,5.08,8.95,-1.70,0.76,13.76,0.00
62043,13.67,0.14,2015,0.00,0.00,16,33.44,32.50,5.08,8.78,-1.70,0.76,13.60,0.00
62232,13.55,0.13,2020,0.00,0.00,16,32.38,32.00,5.08,8.95,-1.70,0.76,13.76,0.00
62423,13.67,0.13,1991,0.00,0.00,16,33.79,33.50,5.08,8.56,-1.39,0.76,13.68,0.00
62616,14.24,0.13,2001,0.00,0.00,16,33.44,32.00,5.08,8.69,-1.39,0.76,13.68,0.00
62802,14.70,0.11,1990,0.00,0.00,16,30.98,32.00,4.50,5.78,-1.39,0.64,13.68,0.00
62985,14.59,0.08,1996,0.00,0.00,16,18.67,23.50,3.92,5.72,-1.39,0.64,13.68,0.00
63188,15.27,0.10,1664,0.00,0.00,16,14.10,14.00,3.92,5.72,-1.39,0.64,13.60,0.00
63375,17.69,0.14,1360,0.00,0.00,16,14.10,14.00,4.21,6.22,-1.39,0.64,13.76,0.00
63563,20.79,0.14,1232,0.00,0.00,16,14.10,22.00,4.79,5.55,-1.39,0.64,13.68,34.00
63750,22.85,0.13,1298,0.00,0.00,16,14.45,15.00,4.79,4.95,-1.39,0.74,13.76,32.00
63938,22.51,0.38,1357,0.00,0.00,16,29.57,27.50,8.56,18.87,-0.46,1.02,13.76,30.00
64136,13.44,0.26,2156,0.00,0.00,16,40.12,41.50,8.85,13.25,-1.70,0.64,13.76,29.00
64330,12.52,0.10,2266,0.00,0.00,16,8.12,2.50,4.64,6.66,-2.32,0.64,13.68,27.00
64519,15.39,0.10,1915,0.00,0.00,16,14.10,14.00,4.21,6.15,-1.39,0.64,13.76,25.00
64711,22.05,0.13,1585,0.00,0.00,16,14.10,14.00,4.35,6.44,-1.39,0.64,13.68,23.00
64896,23.20,0.16,1234,0.00,0.00,16,14.80,14.00,5.08,6.51,-1.39,0.70,13.76,34.00
65094,23.31,0.15,1304,0.00,0.00,16,17.27,16.00,5.66,6.62,-1.39,0.70,13.68,33.00
65279,23.08,0.13,1485,0.00,0.00,16,21.13,19.00,5.66,6.77,-1.39,0.72,13.76,31.00
65474,16.31,0.13,1706,0.00,0.00,16,27.11,24.50,5.37,6.99,-1.39,0.72,13.60,30.00
65665,15.50,0.11,2032,0.00,0.00,16,32.73,32.00,4.79,6.88,-1.39,0.72,13.68,28.00
65852,15.16,0.10,2139,0.00,0.00,16,12.70,17.50,4.50,6.48,-2.01,0.72,13.68,26.00
66039,15.50,0.11,2276,0.00,0.00,16,-0.31,3.00,4.21,8.11,-2.63,0.74,13.68,25.00
66227,15.50,0.13,2500,0.00,0.00,16,2.15,0.00,4.50,10.69,-3.25,0.76,13.76,23.00
66414,14.36,0.14,2422,0.00,0.00,16,5.31,4.00,4.79,10.89,-3.25,0.76,13.68,21.00
66617,13.55,0.15,2416,0.00,0.00,16,11.64,10.50,4.93,11.71,-2.94,0.76,13.76,19.00
66805,13.32,0.15,2397,0.00,0.00,16,13.40,13.00,5.08,11.93,-2.94,0.76,13.68,18.00
66992,13.09,0.14,2385,0.00,0.00,16,9.53,10.50,5.08,11.35,-2.94,0.76,13.76,16.00
67191,13.32,0.15,2395,0.00,0.00,16,11.99,14.00,5.08,11.71,-2.94,0.76,13.76,14.00
67383,13.32,0.14,2372,0.00,0.00,16,8.83,16.00,5.08,11.04,-2.63,0.76,13.68,12.00
67559,13.44,0.14,2329,0.00,0.00,16,11.29,11.00,5.08,10.74,-2.63,0.76,13.76,11.00
67762,13.44,0.14,2320,0.00,0.00,16,9.53,13.00,4.93,10.74,-2.63,0.76,13.76,9.00
67948,13.21,0.13,2300,0.00,0.00,16,8.83,6.00,4.79,9.83,-2.63,0.74,13.68,8.00
68142,13.55,0.13,2283,0.00,0.00,16,10.59,12.00,4.79,9.83,-2.63,0.74,13.68,6.00
68335,13.09,0.12,2251,0.00,0.00,16,7.77,13.00,4.64,9.09,-2.32,0.74,13.68,4.00
68527,13.44,0.11,2228,0.00,0.00,16,9.88,12.50,4.64,8.78,-2.32,0.74,13.76,2.00
68714,13.44,0.12,2227,0.00,0.00,16,14.10,11.50,4.50,8.86,-2.32,0.74,13.68,1.00
68905,13.21,0.12,2192,0.00,0.00,16,14.80,15.00,4.64,8.74,-2.32,0.74,13.76,0.00
69096,13.21,0.12,2178,0.00,0.00,16,19.38,17.50,4.64,9.04,-2.32,0.76,13.68,0.00
69276,13.21,0.13,2140,0.00,0.00,16,21.48,16.50,4.79,9.00,-2.01,0.76,13.68,0.00
69479,13.44,0.12,2133,0.00,0.00,16,20.08,21.00,4.93,8.36,-2.01,0.78,13.68,0.00
69667,13.44,0.14,2142,0.00,0.00,16,24.30,25.00,5.08,10.23,-2.01,0.78,13.68,0.00
69854,13.55,0.14,2126,0.00,0.00,16,26.05,27.00,5.37,10.03,-2.01,0.80,13.68,0.00
70051,13.44,0.15,2116,0.00,0.00,16,29.22,28.50,5.51,10.74,-2.01,0.80,13.68,0.00
70241,13.78,0.15,2121,0.00,0.00,16,29.22,28.50,5.66,10.58,-2.01,0.80,13.68,0.00
70434,13.67,0.15,2153,0.00,0.00,16,26.05,27.50,5.66,10.59,-2.01,0.80,13.68,0.00
70629,13.78,0.15,2117,0.00,0.00,16,28.16,28.50,5.66,10.69,-2.01,0.80,13.68,0.00
70808,13.67,0.15,2097,0.00,0.00,16,30.62,30.00,5.66,10.74,-2.01,0.80,13.76,0.00
70995,13.67,0.15,2088,0.00,0.00,16,30.98,30.50,5.66,10.79,-1.70,0.80,13.68,0.00
71183,13.44,0.16,2090,0.00,0.00,16,29.92,30.50,5.66,10.85,-2.01,0.80,13.76,0.00
71386,13.78,0.15,2100,0.00,0.00,16,30.27,29.00,5.66,10.79,-1.70,0.80,13.68,0.00
71573,13.90,0.15,2105,0.00,0.00,16,30.62,30.50,5.66,10.74,-2.01,0.80,13.68,0.00
71761,13.78,0.15,2094,0.00,0.00,16,30.27,31.00,5.80,10.69,-1.70,0.80,13.60,0.00
71948,13.67,0.16,2098,0.00,0.00,16,31.33,30.50,5.80,11.09,-1.70,0.80,13.68,0.00
72149,13.67,0.15,2082,0.00,0.00,16,32.03,31.00,5.80,10.64,-1.70,0.80,13.76,0.00
72342,13.55,0.17,2112,0.00,0.00,16,33.44,34.00,6.09,12.42,-2.01,0.84,13.68,0.00
72529,13.44,0.18,2121,0.00,0.00,16,36.25,34.50,6.53,13.21,-2.01,0.84,13.68,0.00
72719,13.78,0.19,2121,0.00,0.00,16,38.01,37.50,6.67,13.51,-2.01,0.86,13.60,0.00
72905,13.67,0.20,2147,0.00,0.00,16,39.41,39.50,6.96,14.40,-2.01,0.86,13.68,0.00
73102,13.78,0.21,2159,0.00,0.00,16,40.12,40.00,7.11,15.33,-2.01,0.88,13.68,0.00
73295,13.32,0.21,2170,0.00,0.00,16,40.47,40.00,7.25,15.48,-2.32,0.88,13.76,0.00
73481,13.55,0.21,2202,0.00,0.00,16,40.47,40.00,7.25,15.25,-2.32,0.88,13.60,0.00
73676,14.01,0.21,2208,0.00,0.00,16,40.82,40.00,7.40,15.63,-2.32,0.88,13.68,0.00
73862,14.01,0.22,2230,0.00,0.00,16,41.52,40.50,7.55,16.74,-2.01,0.90,13.68,0.00
74050,13.78,0.24,2237,0.00,0.00,16,42.23,41.50,7.69,17.26,-2.32,0.90,13.68,0.00
74237,13.32,0.23,2235,0.00,0.00,16,41.88,41.50,7.84,17.64,-2.32,0.90,13.68,0.00
74425,13.78,0.25,2282,0.00,0.00,16,42.93,42.50,7.98,18.88,-2.32,0.92,13.76,0.00
74628,13.67,0.26,2295,0.00,0.00,16,43.63,43.50,8.27,19.81,-2.63,0.92,13.68,0.00
74815,13.67,0.27,2299,0.00,0.00,16,44.69,44.00,8.42,20.84,-2.63,0.94,13.68,0.00
75018,13.78,0.27,2342,0.00,0.00,16,45.04,44.50,8.56,21.19,-2.63,0.94,13.60,0.00
75201,14.01,0.28,2368,0.00,0.00,16,45.04,45.00,8.71,22.07,-2.94,0.94,13.68,0.00
75395,13.67,0.28,2390,0.00,0.00,16,45.39,45.00,8.85,22.07,-2.94,0.94,13.60,0.00
75585,14.01,0.28,2420,0.00,0.00,16,45.39,45.00,8.85,22.77,-2.94,0.94,13.68,0.00
75775,13.90,0.28,2456,0.00,0.00,16,45.04,45.00,8.85,23.44,-3.25,0.94,13.60,0.00
75959,13.90,0.28,2503,0.00,0.00,16,45.04,45.00,8.71,23.53,-3.25,0.94,13.68,0.00
76147,13.67,0.28,2539,0.00,0.00,16,45.04,45.00,8.71,23.44,-3.25,0.94,13.60,0.00
76350,13.55,0.28,2558,0.00,0.00,16,45.04,45.00,8.71,23.83,-3.56,0.94,13.68,0.00
76537,13.67,0.27,2600,0.00,0.00,16,45.04,45.00,8.56,23.73,-3.56,0.94,13.68,0.00
76725,14.01,0.28,2615,0.00,0.00,16,44.69,44.50,8.56,24.51,-3.56,0.94,13.68,0.00
76912,13.78,0.28,2646,0.00,0.00,16,44.69,44.50,8.56,24.23,-3.87,0.94,13.68,0.00
77110,13.78,0.28,2662,0.00,0.00,16,44.69,44.50,8.56,24.41,-3.87,0.94,13.68,0.00
77300,13.55,0.27,2674,0.00,0.00,16,44.69,44.50,8.42,24.62,-3.87,0.94,13.68,0.00
77488,13.55,0.27,2702,0.00,0.00,16,44.69,44.50,8.42,24.32,-4.18,0.94,13.76,0.00
77675,13.44,0.27,2731,0.00,0.00,16,44.69,44.50,8.27,24.23,-4.18,0.94,13.68,0.00
77878,13.67,0.26,2751,0.00,0.00,16,44.34,44.00,8.13,24.13,-4.18,0.92,13.76,0.00
78066,13.32,0.25,2774,0.00,0.00,16,44.34,44.00,7.55,20.84,-4.18,0.82,13.68,0.00
78254,12.17,0.13,2696,0.00,0.00,16,-2.77,19.00,5.51,9.17,-4.18,0.64,13.68,0.00
78445,12.17,0.14,2393,0.00,0.00,16,-8.75,-7.00,3.92,11.19,-3.56,0.64,13.60,0.00
78635,14.59,0.13,2056,0.00,0.00,16,14.45,14.50,3.92,9.18,-2.01,0.64,13.60,0.00
78821,18.38,0.15,1726,0.00,0.00,16,14.10,14.00,4.21,8.87,-1.39,0.64,13.68,0.00
79008,22.85,0.16,1549,0.00,0.00,16,14.10,14.00,4.50,8.48,-1.39,0.64,13.68,0.00
79207,22.97,0.14,1254,0.00,0.00,16,14.10,22.00,4.93,5.65,-1.39,0.64,13.76,34.00
79395,23.43,0.12,1320,0.00,0.00,16,14.10,14.00,5.08,5.04,-1.39,0.64,13.68,33.00
79582,23.31,0.12,1320,0.00,0.00,16,14.10,14.00,4.79,5.04,-1.39,0.64,13.76,31.00
79770,19.64,0.11,1311,0.00,0.00,16,14.10,14.50,4.50,4.75,-1.39,0.66,13.68,29.00
79973,15.39,0.15,1290,0.00,0.00,16,15.16,14.50,4.93,6.55,-1.39,0.72,13.76,27.00
80163,14.47,0.16,1390,0.00,0.00,16,17.97,17.50,5.51,7.62,-1.39,0.74,13.68,26.00
80354,12.63,0.15,1621,0.00,0.00,16,25.00,21.50,5.80,8.23,-1.39,0.74,13.76,24.00
80543,13.78,0.17,1770,0.00,0.00,16,32.03,31.00,5.66,10.17,-1.39,0.78,13.76,23.00
80734,15.39,0.19,1758,0.00,0.00,16,32.03,31.50,5.95,10.45,-1.39,0.80,13.76,21.00
80915,15.04,0.19,1746,0.00,0.00,16,32.38,32.00,6.38,11.51,-1.39,0.82,13.76,19.00
81115,14.59,0.22,1740,0.00,0.00,16,32.73,32.50,6.82,12.64,-1.39,0.84,13.68,18.00
81299,14.47,0.23,1745,0.00,0.00,16,32.73,33.00,7.40,13.84,-1.39,0.84,13.68,16.00
81486,14.59,0.25,1733,0.00,0.00,16,33.09,32.50,7.69,13.90,-1.39,0.86,13.76,14.00
81674,14.93,0.26,1728,0.00,0.00,16,33.09,32.50,8.13,15.11,-1.39,0.88,13.68,12.00
81877,14.81,0.27,1744,0.00,0.00,16,33.44,33.00,8.42,15.47,-1.39,0.88,13.76,10.00
82068,14.81,0.27,1765,0.00,0.00,16,33.44,33.50,8.56,15.70,-1.39,0.88,13.60,9.00
82260,14.70,0.26,1773,0.00,0.00,16,33.79,33.50,8.56,15.41,-1.39,0.88,13.76,7.00
82452,14.93,0.26,1779,0.00,0.00,16,34.14,33.50,8.56,16.07,-1.39,0.88,13.60,5.00
82640,14.81,0.26,1785,0.00,0.00,16,34.14,33.50,8.56,15.70,-1.39,0.88,13.76,4.00
82832,14.47,0.26,1788,0.00,0.00,16,34.49,34.00,8.56,15.48,-1.39,0.88,13.68,2.00
83021,14.81,0.24,1793,0.00,0.00,16,34.49,34.00,8.42,14.47,-1.39,0.86,13.68,1.00
83208,14.93,0.25,1796,0.00,0.00,16,34.14,34.00,8.27,14.92,-1.39,0.86,13.68,0.00
83396,14.59,0.23,1810,0.00,0.00,16,34.49,34.00,7.98,14.02,-1.39,0.86,13.60,0.00
83583,14.59,0.23,1818,0.00,0.00,16,34.84,34.00,7.84,14.02,-1.39,0.84,13.68,0.00
83786,14.70,0.22,1821,0.00,0.00,16,34.84,34.00,7.69,13.58,-1.39,0.84,13.68,0.00
83974,14.81,0.22,1842,0.00,0.00,16,34.84,34.50,7.55,13.71,-1.39,0.84,13.76,0.00
84168,14.59,0.21,1836,0.00,0.00,16,34.14,34.00,7.40,12.97,-1.39,0.84,13.76,0.00
84358,14.81,0.21,1824,0.00,0.00,16,34.14,34.00,7.25,12.70,-1.39,0.82,13.68,0.00
84546,14.81,0.21,1830,0.00,0.00,16,34.49,34.00,7.25,12.70,-1.39,0.82,13.76,0.00
84738,14.70,0.21,1844,0.00,0.00,16,34.84,34.00,7.25,13.08,-1.39,0.82,13.68,0.00
84929,14.36,0.21,1841,0.00,0.00,16,34.49,34.00,7.11,12.52,-1.39,0.82,13.68,0.00
85123,14.13,0.19,1846,0.00,0.00,16,34.49,34.00,6.96,12.15,-1.39,0.82,13.68,0.00
85313,14.59,0.19,1839,0.00,0.00,16,33.79,33.50,6.67,11.44,-1.39,0.80,13.60,0.00
85501,14.70,0.17,1832,0.00,0.00,16,33.09,33.50,6.53,11.25,-1.39,0.80,13.68,0.00
85690,14.70,0.19,1839,0.00,0.00,16,33.44,33.50,6.53,11.35,-1.39,0.80,13.60,0.00
85883,14.81,0.18,1825,0.00,0.00,16,33.44,33.00,6.38,11.04,-1.39,0.80,13.68,0.00
86074,14.47,0.19,1822,0.00,0.00,16,33.44,33.00,6.38,11.25,-1.39,0.80,13.60,0.00
86266,14.59,0.16,1820,0.00,0.00,16,32.03,32.00,6.09,9.00,-1.39,0.74,13.68,0.00
86454,14.47,0.13,1820,0.00,0.00,16,30.98,30.50,5.22,7.66,-1.39,0.72,13.68,0.00
86646,14.36,0.13,1811,0.00,0.00,16,30.62,30.50,4.93,7.74,-1.39,0.72,13.76,0.00
86839,14.13,0.13,1791,0.00,0.00,16,30.27,30.50,4.79,7.57,-1.39,0.72,13.68,0.00
87025,14.47,0.13,1788,0.00,0.00,16,30.27,30.50,4.64,7.41,-1.39,0.72,13.76,0.00
87218,14.59,0.13,1777,0.00,0.00,16,29.92,30.00,4.64,7.54,-1.39,0.72,13.76,0.00
87408,14.81,0.12,1760,0.00,0.00,16,29.92,29.50,4.64,7.30,-1.39,0.72,13.76,0.00
87599,14.81,0.13,1757,0.00,0.00,16,29.92,29.50,4.64,7.33,-1.39,0.72,13.76,0.00
87789,14.93,0.13,1754,0.00,0.00,16,29.92,29.50,4.64,7.57,-1.39,0.72,13.76,0.00
87981,14.81,0.12,1744,0.00,0.00,16,28.87,29.00,4.79,6.70,-1.39,0.72,13.76,0.00
88167,14.81,0.13,1735,0.00,0.00,16,29.57,29.50,4.79,7.46,-1.39,0.72,13.76,0.00
88354,14.81,0.12,1708,0.00,0.00,16,28.87,28.50,4.79,6.73,-1.39,0.72,13.68,0.00
88557,14.93,0.13,1718,0.00,0.00,16,29.57,29.50,4.79,7.66,-1.39,0.72,13.76,0.00
88747,14.93,0.13,1684,0.00,0.00,16,28.87,28.50,4.79,7.50,-1.39,0.72,13.60,0.00
88936,14.36,0.13,1680,0.00,0.00,16,28.87,29.00,4.79,7.46,-1.39,0.72,13.76,0.00
89126,14.24,0.14,1662,0.00,0.00,16,28.52,28.50,4.79,7.62,-1.39,0.72,13.68,0.00
89318,14.47,0.16,1672,0.00,0.00,16,29.57,29.00,4.93,9.26,-1.39,0.78,13.76,0.00
89507,14.70,0.21,1658,0.00,0.00,16,30.98,30.50,5.95,10.99,-1.39,0.82,13.76,0.00
89698,13.67,0.24,1684,0.00,0.00,16,31.33,31.00,7.11,12.79,-1.39,0.84,13.68,0.00
89876,14.01,0.24,1660,0.00,0.00,16,30.62,30.50,7.84,13.15,-1.39,0.86,13.76,0.00
90077,15.16,0.25,1650,0.00,0.00,16,30.62,30.50,8.13,13.90,-1.39,0.86,13.60,0.00
90267,15.62,0.25,1672,0.00,0.00,16,32.03,31.00,8.27,13.96,-1.39,0.86,13.68,0.00
90459,15.50,0.25,1712,0.00,0.00,16,32.03,32.00,8.42,14.40,-1.39,0.86,13.68,0.00
90650,15.04,0.26,1704,0.00,0.00,16,32.03,32.00,8.56,14.79,-1.39,0.86,13.76,0.00
90838,14.81,0.27,1700,0.00,0.00,16,32.03,32.00,8.56,15.05,-1.39,0.88,13.68,0.00
91021,14.81,0.26,1682,0.00,0.00,16,31.68,32.50,8.56,14.60,-1.39,0.88,13.68,0.00
91223,14.93,0.26,1704,0.00,0.00,16,32.03,32.50,8.56,14.79,-1.39,0.88,13.76,0.00
