Time (msec),A/F Sensor #1 (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %)
25417,15.04,120,0.19,1543,0.00,0.00,16,27.81,28.00,6.24,-8.47,9.75,1.70,0.00,0.80,0.00
25479,15.16,120,0.20,1508,0.00,0.00,16,27.81,27.00,6.24,-8.43,9.79,1.70,0.00,0.80,0.00
25542,15.16,120,0.20,1495,0.00,0.00,16,27.11,27.00,6.24,-8.37,9.79,1.72,0.00,0.80,0.00
25604,15.16,120,0.20,1465,0.00,0.00,16,26.76,26.50,6.38,-8.31,9.79,1.70,0.00,0.80,0.00
25667,14.93,120,0.21,1439,0.00,0.00,16,26.41,26.00,6.38,-8.26,9.66,1.70,0.00,0.80,0.00
25729,14.81,120,0.19,1430,0.00,0.00,16,25.70,26.00,6.53,-8.24,9.75,1.68,0.00,0.72,0.00
25792,14.70,120,0.16,1410,0.00,0.00,16,24.30,27.00,5.66,-9.32,6.25,1.42,0.00,0.64,0.00
25870,14.59,120,0.14,1433,0.00,0.00,16,21.84,22.00,4.93,-9.67,4.32,1.32,0.00,0.64,0.00
25933,14.59,120,0.12,1446,0.00,0.00,16,19.02,18.00,4.64,-10.15,3.93,1.30,0.00,0.64,0.00
25995,14.36,120,0.11,1456,0.00,0.00,16,16.91,15.00,4.35,-10.50,3.78,1.30,0.00,0.64,0.00
26058,13.90,120,0.10,1418,0.00,0.00,16,14.45,16.50,3.92,-10.75,3.83,1.30,0.00,0.64,0.00
26120,13.90,120,0.09,1378,0.00,0.00,16,14.10,18.00,3.77,-10.93,4.13,1.32,0.00,0.64,0.00
26183,13.32,120,0.10,1352,0.00,0.00,16,14.10,21.50,3.63,-11.02,4.37,1.36,0.00,0.64,0.00
26245,13.09,120,0.11,1332,0.00,0.00,16,14.10,23.00,3.63,-11.06,4.51,1.38,0.00,0.64,0.00
26308,12.98,120,0.11,1304,0.00,0.00,16,14.10,23.00,3.63,-11.08,4.69,1.38,0.00,0.64,0.00
26370,12.75,120,0.11,1282,0.00,0.00,16,14.10,23.00,3.63,-11.08,4.75,1.38,0.00,0.64,0.00
26433,12.52,120,0.12,1248,0.00,0.00,16,14.10,23.00,3.63,-11.06,4.82,1.38,0.00,0.64,0.00
26500,12.29,120,0.13,1226,0.00,0.00,16,14.10,23.00,3.63,-11.00,4.97,1.40,0.00,0.64,0.00
26562,12.06,120,0.14,1211,0.00,0.00,16,14.10,23.00,3.77,-10.91,5.27,1.44,0.00,0.66,0.00
28581,12.06,120,0.14,1211,0.00,0.00,16,14.10,23.00,3.77,-10.91,5.27,1.44,0.00,0.66,0.00
32593,15.50,122,0.18,1189,0.00,0.00,16,14.10,10.50,6.38,-8.35,7.24,1.56,0.00,0.64,0.00
32656,15.50,122,0.18,1182,0.00,0.00,16,14.10,9.50,6.24,-8.39,7.21,1.56,0.00,0.64,0.00
32718,15.39,122,0.18,1180,0.00,0.00,16,14.10,10.50,6.24,-8.43,7.21,1.56,0.00,0.64,0.00
32781,15.50,122,0.18,1205,0.00,0.00,16,14.10,11.00,6.24,-8.41,7.33,1.56,0.00,0.64,0.00
32843,15.50,122,0.18,1205,0.00,0.00,16,14.10,8.50,6.24,-8.43,7.33,1.56,0.00,0.64,0.00
32921,15.50,122,0.18,1205,0.00,0.00,16,14.10,9.00,6.24,-8.49,7.29,1.56,0.00,0.64,0.00
32984,15.50,122,0.18,1204,0.00,0.00,16,14.10,9.50,6.24,-8.49,7.29,1.56,0.00,0.64,0.00
33046,15.39,122,0.18,1213,0.00,0.00,16,14.10,9.00,6.24,-8.51,7.37,1.56,0.00,0.64,0.00
33109,15.39,122,0.18,1218,0.00,0.00,16,14.10,9.00,6.24,-8.53,7.41,1.58,0.00,0.64,0.00
33171,15.39,122,0.18,1214,0.00,0.00,16,14.10,10.00,6.09,-8.53,7.46,1.58,0.00,0.64,0.00
33234,15.27,122,0.18,1218,0.00,0.00,16,14.10,10.00,6.09,-8.55,7.50,1.58,0.00,0.64,0.00
33296,15.27,122,0.18,1230,0.00,0.00,16,14.10,9.00,6.09,-8.59,7.46,1.58,0.00,0.64,0.00
33359,15.27,122,0.18,1230,0.00,0.00,16,14.10,9.50,6.09,-8.60,7.46,1.58,0.00,0.64,0.00
33421,15.16,122,0.18,1233,0.00,0.00,16,14.10,9.50,6.09,-8.64,7.46,1.58,0.00,0.64,0.00
33484,15.16,122,0.18,1237,0.00,0.00,16,14.10,9.50,6.09,-8.68,7.50,1.58,0.00,0.64,0.00
33547,15.16,122,0.18,1239,0.00,0.00,16,14.10,9.50,5.95,-8.68,7.46,1.58,0.00,0.64,0.00
33609,15.04,122,0.18,1248,0.00,0.00,16,14.10,9.50,5.95,-8.70,7.46,1.58,0.00,0.64,0.00
33687,14.93,122,0.18,1240,0.00,0.00,16,14.10,10.50,5.95,-8.74,7.46,1.56,0.00,0.64,0.00
33750,14.93,122,0.18,1248,0.00,0.00,16,14.10,10.00,5.95,-8.74,7.54,1.58,0.00,0.64,0.00
33812,14.93,122,0.18,1261,0.00,0.00,16,14.10,9.00,5.95,-8.78,7.57,1.58,0.00,0.64,0.00
33875,14.81,122,0.18,1252,0.00,0.00,16,14.10,10.50,5.95,-8.82,7.46,1.58,0.00,0.64,0.00
33937,14.81,122,0.18,1264,0.00,0.00,16,14.10,9.50,5.95,-8.82,7.41,1.56,0.00,0.64,0.00
34000,14.81,122,0.18,1264,0.00,0.00,16,14.10,10.00,5.80,-8.86,7.41,1.58,0.00,0.64,0.00
34062,14.81,122,0.18,1254,0.00,0.00,16,14.10,11.50,5.80,-8.89,7.50,1.58,0.00,0.64,0.00
34125,14.70,122,0.17,1268,0.00,0.00,16,14.10,10.50,5.80,-8.89,7.41,1.56,0.00,0.64,0.00
34187,14.59,122,0.17,1263,0.00,0.00,16,14.10,11.50,5.80,-8.91,7.41,1.56,0.00,0.64,0.00
34250,14.47,122,0.17,1271,0.00,0.00,16,14.10,10.50,5.80,-8.97,7.33,1.56,0.00,0.64,0.00
34312,14.47,122,0.17,1288,0.00,0.00,16,14.10,9.50,5.66,-8.97,7.33,1.56,0.00,0.64,0.00
34390,14.47,122,0.17,1274,0.00,0.00,16,14.10,11.00,5.66,-9.01,7.29,1.56,0.00,0.64,0.00
34437,14.24,122,0.17,1279,0.00,0.00,16,14.10,11.00,5.66,-9.07,7.24,1.56,0.00,0.64,0.00
34505,14.13,122,0.17,1273,0.00,0.00,16,14.10,12.00,5.66,-9.07,7.24,1.56,0.00,0.64,0.00
34567,14.24,122,0.17,1282,0.00,0.00,16,14.10,11.50,5.66,-9.09,7.29,1.56,0.00,0.64,0.00
34634,14.24,122,0.17,1282,0.00,0.00,16,14.10,11.50,5.66,-9.11,7.24,1.56,0.00,0.64,0.00
34697,14.13,122,0.17,1276,0.00,0.00,16,14.10,12.50,5.66,-9.11,7.24,1.56,0.00,0.64,0.00
34759,14.13,122,0.17,1282,0.00,0.00,16,14.10,12.00,5.51,-9.13,7.21,1.56,0.00,0.64,0.00
36800,14.13,122,0.17,1282,0.00,0.00,16,14.10,12.00,5.51,-9.13,7.21,1.56,0.00,0.64,0.00
37391,14.01,122,0.16,1194,0.00,0.00,16,14.10,17.50,5.51,-9.24,6.40,1.50,0.00,0.64,0.00
37454,14.24,122,0.17,1193,0.00,0.00,16,14.10,17.50,5.51,-9.18,6.48,1.52,0.00,0.64,0.00
37532,14.13,122,0.17,1201,0.00,0.00,16,14.10,16.50,5.51,-9.15,6.62,1.52,0.00,0.64,0.00
37594,14.13,122,0.17,1186,0.00,0.00,16,14.10,17.50,5.66,-9.05,6.77,1.52,0.00,0.64,0.00
37657,14.36,122,0.18,1194,0.00,0.00,16,14.10,16.50,5.66,-9.01,6.88,1.54,0.00,0.66,0.00
37719,14.24,122,0.18,1200,0.00,0.00,16,14.10,16.00,5.80,-8.91,7.10,1.56,0.00,0.66,0.00
37782,14.13,122,0.17,1195,0.00,0.00,16,14.10,15.50,5.80,-8.84,7.06,1.54,0.00,0.66,0.00
37844,14.36,122,0.18,1204,0.00,0.00,16,14.10,15.00,5.80,-8.84,7.03,1.54,0.00,0.68,0.00
37907,14.36,122,0.18,1216,0.00,0.00,16,14.10,14.00,5.95,-8.82,7.06,1.54,0.00,0.68,0.00
37969,14.36,122,0.18,1211,0.00,0.00,16,14.10,14.00,5.80,-8.80,7.14,1.56,0.00,0.68,0.00
38032,14.36,122,0.18,1210,0.00,0.00,16,14.10,14.00,5.95,-8.78,7.21,1.56,0.00,0.68,0.00
38094,14.47,122,0.18,1227,0.00,0.00,16,14.10,14.50,5.95,-8.76,7.41,1.58,0.00,0.68,0.00
38172,14.36,122,0.17,1236,0.00,0.00,16,14.45,14.00,5.95,-8.91,7.04,1.48,0.00,0.68,0.00
38235,14.36,122,0.16,1242,0.00,0.00,16,15.16,14.00,5.51,-9.18,5.78,1.46,0.00,0.70,0.00
38297,14.47,122,0.15,1244,0.00,0.00,16,16.21,15.00,5.22,-9.42,5.65,1.44,0.00,0.70,0.00
38360,14.59,122,0.15,1204,0.00,0.00,16,16.56,16.00,5.22,-9.53,5.65,1.44,0.00,0.70,0.00
38422,14.59,122,0.14,1199,0.00,0.00,16,16.91,16.50,5.08,-9.57,5.72,1.46,0.00,0.70,0.00
38485,14.70,122,0.15,1183,0.00,0.00,16,17.27,16.50,5.08,-9.55,5.91,1.46,0.00,0.70,0.00
38548,14.59,122,0.16,1158,0.00,0.00,16,17.97,17.50,5.22,-9.51,5.98,1.48,0.00,0.70,0.00
38610,14.70,122,0.16,1158,0.00,0.00,16,18.32,17.50,5.37,-9.38,6.04,1.48,0.00,0.70,0.00
38673,14.59,122,0.17,1124,0.00,0.00,16,19.38,18.50,5.37,-9.30,6.11,1.48,0.00,0.70,0.00
38735,14.36,122,0.17,1108,0.00,0.00,16,19.73,19.00,5.51,-9.20,6.18,1.48,0.00,0.70,0.00
38813,14.24,122,0.17,1086,0.00,0.00,16,20.43,19.50,5.66,-9.05,6.26,1.50,0.00,0.72,0.00
38860,14.01,122,0.18,1075,0.00,0.00,16,21.13,20.50,5.66,-8.97,6.33,1.50,0.00,0.72,0.00
38938,13.90,122,0.19,1055,0.00,0.00,16,21.13,21.00,5.80,-8.88,6.44,1.50,0.00,0.72,0.00
39001,13.78,124,0.19,1048,0.00,0.00,16,21.13,21.00,5.80,-8.76,6.48,1.50,0.00,0.72,0.00
39063,13.67,124,0.19,1023,0.00,0.00,16,21.13,21.00,5.95,-8.62,6.48,1.50,0.00,0.72,0.00
39126,13.90,124,0.19,1024,0.00,0.00,16,21.13,21.00,6.09,-8.51,6.59,1.50,0.00,0.72,0.00
39188,13.55,124,0.19,1022,0.00,0.00,16,21.48,21.00,6.24,-8.47,6.62,1.52,0.00,0.72,0.00
39251,13.90,124,0.19,1031,0.00,0.00,16,21.48,21.00,6.24,-8.39,6.66,1.52,0.00,0.72,0.00
39313,13.90,124,0.20,1034,0.00,0.00,16,21.48,21.00,6.38,-8.33,6.70,1.52,0.00,0.72,0.00
39376,13.90,124,0.20,1023,0.00,0.00,16,21.48,21.00,6.38,-8.26,6.73,1.52,0.00,0.72,0.00
39438,14.13,124,0.20,1012,0.00,0.00,16,21.48,21.00,6.53,-8.18,6.70,1.52,0.00,0.72,0.00
39501,14.13,124,0.20,1006,0.00,0.00,16,21.84,21.00,6.53,-8.08,6.73,1.52,0.00,0.74,0.00
39579,14.24,124,0.20,1001,0.00,0.00,16,21.84,21.50,6.67,-8.02,6.84,1.52,0.00,0.74,0.00
39631,14.36,124,0.21,988,0.00,0.00,16,21.84,22.00,6.67,-7.97,6.81,1.52,0.00,0.74,0.00
39693,14.59,124,0.20,999,0.00,0.00,16,21.84,21.50,6.67,-7.93,6.81,1.52,0.00,0.72,0.00
39756,14.47,124,0.17,1012,0.00,0.00,16,21.13,21.00,6.82,-8.01,6.77,1.50,0.00,0.64,0.00
39834,14.70,124,0.16,1062,0.00,0.00,16,20.08,22.00,6.09,-8.97,5.21,1.34,0.00,0.64,0.00
39896,14.70,124,0.14,1157,0.00,0.00,16,17.97,11.50,5.51,-9.36,3.91,1.30,0.00,0.64,0.00
39959,14.70,124,0.13,1162,0.00,0.00,16,16.91,9.50,5.37,-9.61,3.72,1.28,0.00,0.64,0.00
40021,14.70,124,0.12,1140,0.00,0.00,16,14.80,10.00,4.93,-9.84,3.67,1.28,0.00,0.64,0.00
40084,14.70,124,0.12,1108,0.00,0.00,16,14.10,12.50,4.79,-9.98,3.75,1.30,0.00,0.64,0.00
40146,14.59,124,0.11,1096,0.00,0.00,16,14.10,14.00,4.64,-10.09,3.93,1.30,0.00,0.64,0.00
40209,14.59,124,0.11,1083,0.00,0.00,16,14.10,15.50,4.50,-10.17,4.07,1.32,0.00,0.64,0.00
40271,14.47,124,0.12,1054,0.00,0.00,16,14.10,18.50,4.50,-10.13,4.15,1.34,0.00,0.64,0.00
40334,14.47,124,0.13,1029,0.00,0.00,16,14.10,20.50,4.64,-10.07,4.40,1.36,0.00,0.64,0.00
40396,14.36,124,0.15,1018,0.00,0.00,16,14.10,21.00,4.79,-9.86,4.92,1.42,0.00,0.68,0.00
40459,14.36,124,0.17,1022,0.00,0.00,16,14.10,20.50,4.93,-9.65,5.68,1.48,0.00,0.68,0.00
40537,14.36,124,0.16,1032,0.00,0.00,16,14.45,14.00,5.22,-9.42,6.11,1.46,0.00,0.68,0.00
40599,14.13,124,0.16,1066,0.00,0.00,16,15.16,15.00,5.37,-9.38,5.65,1.44,0.00,0.70,0.00
40662,14.13,124,0.16,1078,0.00,0.00,16,15.51,15.50,5.37,-9.34,5.65,1.46,0.00,0.70,0.00
40724,14.01,124,0.15,1090,0.00,0.00,16,15.86,15.50,5.37,-9.28,5.65,1.46,0.00,0.70,0.00
40787,13.90,124,0.16,1110,0.00,0.00,16,16.56,16.50,5.37,-9.28,5.78,1.46,0.00,0.70,0.00
40849,13.55,124,0.16,1108,0.00,0.00,16,16.91,16.50,5.37,-9.24,5.78,1.46,0.00,0.70,0.00
40912,13.21,124,0.16,1123,0.00,0.00,16,17.97,16.50,5.51,-9.22,5.85,1.46,0.00,0.70,0.00
40974,13.09,124,0.16,1139,0.00,0.00,16,18.32,17.50,5.51,-9.18,5.94,1.48,0.00,0.70,0.00
41037,13.21,124,0.16,1141,0.00,0.00,16,19.02,18.00,5.51,-9.13,6.15,1.48,0.00,0.72,0.00
41099,12.98,124,0.17,1152,0.00,0.00,16,19.73,19.00,5.66,-9.11,6.29,1.50,0.00,0.72,0.00
41162,13.32,124,0.17,1166,0.00,0.00,16,20.43,19.50,5.66,-8.99,6.66,1.52,0.00,0.72,0.00
41224,13.32,124,0.18,1166,0.00,0.00,16,21.48,21.00,5.80,-8.93,6.77,1.54,0.00,0.74,0.00
41302,13.67,124,0.18,1171,0.00,0.00,16,21.48,21.00,5.80,-8.86,7.06,1.56,0.00,0.74,0.00
41365,14.13,124,0.19,1196,0.00,0.00,16,21.48,21.00,5.95,-8.78,7.57,1.58,0.00,0.74,0.00
41427,14.36,124,0.20,1220,0.00,0.00,16,21.84,21.50,6.09,-8.66,7.86,1.62,0.00,0.76,0.00
41490,14.59,124,0.21,1222,0.00,0.00,16,22.89,21.50,6.24,-8.41,8.74,1.66,0.00,0.78,0.00
41553,14.81,124,0.22,1247,0.00,0.00,16,24.65,23.50,6.24,-8.28,9.44,1.66,0.00,0.80,0.00
41615,15.04,124,0.22,1302,0.00,0.00,16,25.35,25.00,6.53,-8.10,9.66,1.68,0.00,0.80,0.00
41678,15.16,124,0.21,1344,0.00,0.00,16,26.05,25.50,6.67,-8.04,9.79,1.70,0.00,0.80,0.00
41740,15.39,124,0.21,1387,0.00,0.00,16,26.41,26.00,6.67,-7.97,9.79,1.70,0.00,0.80,0.00
41803,15.27,124,0.21,1413,0.00,0.00,16,26.41,26.00,6.82,-7.95,9.88,1.70,0.00,0.80,0.00
41865,14.81,124,0.21,1442,0.00,0.00,16,26.76,26.50,6.82,-7.93,9.97,1.72,0.00,0.80,0.00
41928,14.81,124,0.21,1442,0.00,0.00,16,26.76,26.50,6.82,-7.95,9.97,1.72,0.00,0.80,0.00
41995,14.81,124,0.21,1457,0.00,0.00,16,27.11,27.00,6.82,-7.95,10.08,1.72,0.00,0.80,0.00
42058,15.04,124,0.21,1468,0.00,0.00,16,27.11,27.00,6.82,-7.95,10.13,1.72,0.00,0.80,0.00
42120,15.27,124,0.21,1462,0.00,0.00,16,27.11,27.00,6.82,-7.95,7.77,1.72,0.00,0.80,0.00
42199,15.50,124,0.21,1472,0.00,0.00,16,27.46,27.00,6.82,-7.93,12.69,1.74,0.00,0.80,0.00
42261,15.50,124,0.21,1463,0.00,0.00,16,27.11,27.00,6.82,-7.95,10.08,1.72,0.00,0.80,0.00
42324,15.62,124,0.21,1472,0.00,0.00,16,27.11,27.00,6.82,-7.97,10.08,1.72,0.00,0.80,0.00
42387,15.50,124,0.21,1465,0.00,0.00,16,26.76,27.00,6.82,-7.95,10.17,1.72,0.00,0.80,0.00
42449,15.39,124,0.21,1450,0.00,0.00,16,27.11,26.50,6.82,-7.93,10.08,1.72,0.00,0.80,0.00
42512,15.16,124,0.21,1450,0.00,0.00,16,26.76,26.50,6.82,-7.91,10.08,1.72,0.00,0.80,0.00
42574,15.04,124,0.21,1432,0.00,0.00,16,26.76,26.50,6.82,-7.89,10.08,1.72,0.00,0.80,0.00
44595,15.04,124,0.21,1432,0.00,0.00,16,26.76,26.50,6.82,-7.89,10.08,1.72,0.00,0.80,0.00
45243,14.36,124,0.25,1064,0.00,0.00,16,27.81,27.50,7.84,-6.81,9.31,1.68,0.00,0.78,0.00
45306,14.13,124,0.24,1128,0.00,0.00,16,26.76,26.50,7.98,-6.71,9.35,1.68,0.00,0.78,0.00
45384,14.13,124,0.25,1162,0.00,0.00,16,26.41,26.00,7.98,-6.69,9.39,1.70,0.00,0.80,0.00
45446,14.47,124,0.25,1164,0.00,0.00,16,26.41,26.00,7.98,-6.67,9.48,1.68,0.00,0.80,0.00
45509,14.70,124,0.25,1154,0.00,0.00,16,26.76,26.50,8.13,-6.59,9.53,1.70,0.00,0.80,0.00
45571,14.81,124,0.25,1152,0.00,0.00,16,26.76,26.50,8.13,-6.57,9.56,1.70,0.00,0.80,0.00
45634,15.16,124,0.26,1138,0.00,0.00,16,27.46,27.00,8.13,-6.52,9.66,1.70,0.00,0.80,0.00
45696,15.39,124,0.26,1138,0.00,0.00,16,27.81,27.00,8.27,-6.50,9.75,1.70,0.00,0.80,0.00
45759,16.19,124,0.25,1150,0.00,0.00,16,27.11,27.50,8.27,-6.94,9.66,1.60,0.00,0.70,0.00
45821,16.54,124,0.21,1166,0.00,0.00,16,23.24,27.00,6.96,-7.75,5.21,1.36,0.00,0.64,0.00
45884,16.77,124,0.19,1235,0.00,0.00,16,19.02,15.50,5.95,-8.78,4.04,1.30,0.00,0.64,0.00
45946,16.77,124,0.15,1269,0.00,0.00,16,17.97,11.50,5.37,-9.32,3.83,1.30,0.00,0.64,0.00
46009,16.77,124,0.13,1275,0.00,0.00,16,15.86,10.50,5.08,-9.61,3.69,1.30,0.00,0.64,0.00
46087,16.42,126,0.12,1275,0.00,0.00,16,14.45,8.00,4.64,-10.06,3.67,1.28,0.00,0.64,0.00
46149,15.73,126,0.11,1274,0.00,0.00,16,14.10,6.50,4.35,-10.29,3.93,1.30,0.00,0.64,0.00
46212,15.39,124,0.11,1227,0.00,0.00,16,14.10,6.50,4.21,-10.52,3.85,1.30,0.00,0.64,0.00
46275,14.93,124,0.11,1193,0.00,0.00,16,14.10,10.00,4.06,-10.62,3.96,1.32,0.00,0.64,0.00
46338,14.59,124,0.11,1159,0.00,0.00,16,14.10,14.00,4.06,-10.62,4.07,1.32,0.00,0.64,0.00
46404,14.36,124,0.12,1131,0.00,0.00,16,14.10,17.00,4.06,-10.60,4.18,1.32,0.00,0.64,0.00
46466,13.90,126,0.12,1064,0.00,0.00,16,14.10,22.50,4.06,-10.54,4.21,1.32,0.00,0.64,0.00
46529,13.78,126,0.13,1047,0.00,0.00,16,14.10,22.50,4.21,-10.44,4.37,1.34,0.00,0.64,0.00
46591,13.67,126,0.13,1030,0.00,0.00,16,14.10,22.50,4.21,-10.35,4.48,1.36,0.00,0.64,0.00
46654,13.55,126,0.14,1016,0.00,0.00,16,14.10,22.50,4.35,-10.19,4.66,1.38,0.00,0.64,0.00
46716,13.21,126,0.14,1015,0.00,0.00,16,14.10,22.50,4.50,-10.11,4.69,1.38,0.00,0.64,0.00
46779,13.21,126,0.14,1004,0.00,0.00,16,14.10,22.50,4.64,-10.02,4.66,1.36,0.00,0.64,0.00
46841,13.09,126,0.14,1006,0.00,0.00,16,14.10,22.50,4.79,-9.96,4.66,1.38,0.00,0.64,0.00
46904,13.09,126,0.14,993,0.00,0.00,16,14.10,22.50,4.79,-9.84,4.66,1.38,0.00,0.64,0.00
46982,12.86,126,0.14,994,0.00,0.00,16,14.10,22.50,4.79,-9.82,4.64,1.38,0.00,0.64,0.00
47044,13.09,126,0.14,988,0.00,0.00,16,14.10,22.50,4.93,-9.77,4.64,1.36,0.00,0.64,0.00
47107,13.09,126,0.14,990,0.00,0.00,16,14.10,22.50,4.93,-9.75,4.64,1.36,0.00,0.64,0.00
47169,12.86,126,0.14,966,0.00,0.00,16,14.10,22.50,4.93,-9.73,4.64,1.36,0.00,0.64,0.00
47232,13.32,126,0.15,965,0.00,0.00,16,14.10,22.50,4.93,-9.67,4.66,1.38,0.00,0.64,0.00
47294,13.21,126,0.15,949,0.00,0.00,16,14.10,22.50,5.08,-9.63,4.66,1.38,0.00,0.64,0.00
47357,13.67,126,0.16,951,0.00,0.00,16,14.10,22.50,5.08,-9.57,4.66,1.38,0.00,0.64,0.00
47419,13.67,126,0.15,948,0.00,0.00,16,14.10,22.50,5.22,-9.46,4.92,1.40,0.00,0.64,0.00
47482,14.01,126,0.17,952,0.00,0.00,16,14.10,22.50,5.22,-9.42,4.88,1.42,0.00,0.64,0.00
47544,14.01,126,0.17,953,0.00,0.00,16,14.10,22.50,5.37,-9.26,5.27,1.44,0.00,0.64,0.00
47607,14.36,126,0.17,972,0.00,0.00,16,14.10,20.50,5.51,-9.15,5.59,1.44,0.00,0.64,0.00
47670,14.47,126,0.17,1002,0.00,0.00,16,14.10,17.00,5.66,-9.03,5.68,1.46,0.00,0.64,0.00
47748,14.70,126,0.17,1013,0.00,0.00,16,14.10,15.50,5.80,-8.95,5.85,1.46,0.00,0.64,0.00
47810,14.70,126,0.17,1032,0.00,0.00,16,14.10,13.50,5.80,-8.89,5.87,1.48,0.00,0.64,0.00
47873,14.70,126,0.18,1025,0.00,0.00,16,14.10,14.00,5.80,-8.84,5.98,1.50,0.00,0.64,0.00
47938,14.81,126,0.17,1032,0.00,0.00,16,14.10,12.50,5.80,-8.89,5.68,1.46,0.00,0.64,0.00
48001,14.81,126,0.16,1031,0.00,0.00,16,14.10,13.50,5.80,-8.93,5.40,1.40,0.00,0.64,0.00
48063,14.70,126,0.15,1029,0.00,0.00,16,14.10,14.00,5.51,-9.13,4.91,1.40,0.00,0.64,0.00
48126,14.81,126,0.15,997,0.00,0.00,16,14.10,17.50,5.51,-9.30,4.82,1.38,0.00,0.64,0.00
48188,14.70,126,0.15,996,0.00,0.00,16,14.10,17.50,5.37,-9.34,4.75,1.38,0.00,0.64,0.00
48251,14.81,126,0.14,1002,0.00,0.00,16,14.10,17.50,5.37,-9.36,4.73,1.38,0.00,0.64,0.00
48329,14.81,126,0.15,990,0.00,0.00,16,14.10,16.50,5.37,-9.38,4.73,1.38,0.00,0.64,0.00
48376,15.04,126,0.14,986,0.00,0.00,16,14.10,17.50,5.22,-9.42,4.75,1.38,0.00,0.64,0.00
48441,15.04,126,0.15,981,0.00,0.00,16,14.10,17.50,5.22,-9.44,4.73,1.38,0.00,0.64,0.00
48504,15.27,126,0.15,984,0.00,0.00,16,14.10,18.00,5.22,-9.44,4.75,1.42,0.00,0.64,0.00
48566,15.27,126,0.18,983,0.00,0.00,16,14.10,17.50,5.37,-9.34,5.46,1.48,0.00,0.64,0.00
48633,15.50,126,0.19,983,0.00,0.00,16,14.10,17.50,5.66,-9.11,6.07,1.50,0.00,0.66,0.00
48696,15.50,126,0.20,991,0.00,0.00,16,14.10,16.50,5.95,-8.76,6.66,1.52,0.00,0.66,0.00
48758,15.62,126,0.19,1008,0.00,0.00,16,14.10,14.00,6.09,-8.60,6.84,1.54,0.00,0.68,0.00
48821,15.85,126,0.19,1060,0.00,0.00,16,14.10,8.50,6.24,-8.49,7.03,1.54,0.00,0.68,0.00
48883,15.50,126,0.18,1088,0.00,0.00,16,14.10,6.50,6.24,-8.43,6.81,1.50,0.00,0.68,0.00
48961,15.16,126,0.17,1120,0.00,0.00,16,14.45,14.00,6.24,-8.62,5.94,1.50,0.00,0.70,0.00
49024,14.93,126,0.17,1156,0.00,0.00,16,15.16,14.50,6.09,-8.78,5.87,1.46,0.00,0.70,0.00
49086,14.59,126,0.16,1155,0.00,0.00,16,15.51,15.50,5.95,-8.91,6.04,1.48,0.00,0.70,0.00
49149,14.59,126,0.16,1160,0.00,0.00,16,16.56,15.50,5.80,-8.93,6.40,1.50,0.00,0.72,0.00
49211,14.36,126,0.18,1182,0.00,0.00,16,16.91,16.50,5.66,-8.91,6.66,1.52,0.00,0.74,0.00
49274,14.36,126,0.19,1162,0.00,0.00,16,17.97,17.00,5.80,-8.84,7.26,1.54,0.00,0.74,0.00
49336,14.47,126,0.20,1149,0.00,0.00,16,19.02,18.00,5.95,-8.60,5.58,1.58,0.00,0.76,0.00
49399,14.47,126,0.22,1179,0.00,0.00,16,21.48,19.00,6.24,-8.37,8.82,1.62,0.00,0.78,0.00
49461,14.70,126,0.23,1205,0.00,0.00,16,24.30,22.50,6.38,-8.02,9.66,1.68,0.00,0.80,0.00
49524,14.70,126,0.23,1244,0.00,0.00,16,25.70,25.50,6.82,-7.75,10.17,1.70,0.00,0.80,0.00
49586,14.70,126,0.23,1322,0.00,0.00,16,26.76,26.00,6.96,-7.68,10.17,1.72,0.00,0.82,0.00
49664,14.59,126,0.24,1366,0.00,0.00,16,27.46,27.00,7.11,-7.52,10.59,1.76,0.00,0.82,0.00
49727,14.47,126,0.24,1430,0.00,0.00,16,28.16,27.50,7.25,-7.41,11.15,1.78,0.00,0.82,0.00
49789,14.47,126,0.24,1460,0.00,0.00,16,28.52,28.00,7.40,-7.25,11.56,1.80,0.00,0.84,0.00
49852,14.36,126,0.24,1504,0.00,0.00,16,28.87,28.50,7.55,-7.17,11.93,1.82,0.00,0.84,0.00
49914,14.81,126,0.25,1534,0.00,0.00,16,29.22,28.50,7.55,-7.08,12.42,1.84,0.00,0.84,0.00
49977,15.16,126,0.25,1539,0.00,0.00,16,29.22,29.00,7.69,-7.00,12.75,1.86,0.00,0.86,0.00
50039,15.62,126,0.25,1568,0.00,0.00,16,29.22,29.50,7.84,-6.86,13.20,1.88,0.00,0.86,0.00
50102,16.19,126,0.25,1599,0.00,0.00,16,29.57,29.50,7.84,-6.81,13.58,1.88,0.00,0.88,0.00
50168,16.31,126,0.25,1624,0.00,0.00,16,30.62,30.00,7.84,-6.81,13.78,1.90,0.00,0.88,0.00
50237,16.19,126,0.25,1670,0.00,0.00,16,31.68,31.00,7.84,-6.86,14.09,1.90,0.00,0.88,0.00
