Time (msec),A/F Sensor #1 (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %)
125718,14.47,145,0.14,1078,0.00,0.00,16,14.10,14.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
125786,14.36,145,0.14,1078,0.00,0.00,16,14.10,14.50,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
125848,14.36,145,0.14,1072,0.00,0.00,16,14.10,15.00,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
125910,14.36,145,0.14,1080,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
125973,14.36,145,0.14,1071,0.00,0.00,16,14.10,15.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
126036,14.47,145,0.14,1069,0.00,0.00,16,14.10,15.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
126113,14.36,145,0.14,1073,0.00,0.00,16,14.10,14.50,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
126160,14.47,145,0.14,1082,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
126238,14.47,145,0.14,1090,0.00,0.00,16,14.10,13.00,5.08,-9.59,5.08,1.40,0.00,0.64,0.00
126301,14.47,145,0.14,1070,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
126364,14.59,145,0.14,1072,0.00,0.00,16,14.10,14.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
126426,14.36,145,0.14,1076,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
126489,14.47,145,0.14,1088,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
126551,14.47,145,0.14,1094,0.00,0.00,16,14.10,12.50,5.08,-9.59,5.04,1.40,0.00,0.64,0.00
126618,14.59,145,0.14,1085,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
126680,14.59,145,0.14,1080,0.00,0.00,16,14.10,14.00,5.08,-9.59,5.01,1.40,0.00,0.64,0.00
126743,14.59,145,0.14,1078,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.04,1.42,0.00,0.64,0.00
126806,14.47,145,0.14,1083,0.00,0.00,16,14.10,13.50,5.08,-9.59,5.08,1.40,0.00,0.64,0.00
126869,14.59,145,0.14,1078,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
126931,14.47,145,0.14,1081,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
126993,14.47,145,0.14,1069,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
127061,14.59,145,0.14,1065,0.00,0.00,16,14.10,14.00,5.08,-9.55,5.10,1.40,0.00,0.64,0.00
127123,14.36,145,0.14,1073,0.00,0.00,16,14.10,15.50,5.08,-9.57,5.08,1.42,0.00,0.64,0.00
127186,14.59,145,0.14,1088,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.10,1.40,0.00,0.64,0.00
127248,14.47,145,0.14,1086,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
127326,14.59,145,0.14,1085,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
127389,14.47,145,0.14,1085,0.00,0.00,16,14.10,13.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
127451,14.47,145,0.14,1068,0.00,0.00,16,14.10,15.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
127517,14.59,145,0.14,1070,0.00,0.00,16,14.10,14.50,5.08,-9.55,5.08,1.42,0.00,0.64,0.00
127579,14.47,145,0.14,1078,0.00,0.00,16,14.10,14.00,5.08,-9.59,5.08,1.40,0.00,0.64,0.00
127642,14.59,145,0.14,1082,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.08,1.42,0.00,0.64,0.00
127705,14.59,145,0.14,1082,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
127767,14.59,145,0.14,1081,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.10,1.40,0.00,0.64,0.00
127830,14.59,145,0.14,1080,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
127892,14.47,145,0.14,1085,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.42,0.00,0.64,0.00
127955,14.47,145,0.14,1088,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
128017,14.47,145,0.14,1084,0.00,0.00,16,14.10,13.50,5.08,-9.59,5.08,1.40,0.00,0.64,0.00
128080,14.47,145,0.14,1083,0.00,0.00,16,14.10,13.50,5.08,-9.57,2.58,1.42,0.00,0.64,0.00
130141,14.47,145,0.14,1083,0.00,0.00,16,14.10,13.50,5.08,-9.57,2.58,1.42,0.00,0.64,0.00
130650,14.59,145,0.14,1084,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
130713,14.59,145,0.14,1084,0.00,0.00,16,14.10,12.50,5.08,-9.61,5.08,1.40,0.00,0.64,0.00
130775,14.47,145,0.14,1081,0.00,0.00,16,14.10,13.50,5.08,-9.61,5.08,1.40,0.00,0.64,0.00
130838,14.59,145,0.14,1080,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.10,1.42,0.00,0.64,0.00
130900,14.47,145,0.14,1084,0.00,0.00,16,14.10,13.00,5.08,-9.59,5.08,1.40,0.00,0.64,0.00
130967,14.47,145,0.14,1075,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
131030,14.47,145,0.14,1084,0.00,0.00,16,14.10,13.00,5.08,-9.59,5.08,1.40,0.00,0.64,0.00
131092,14.36,145,0.14,1074,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
131155,14.59,145,0.14,1081,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
131217,14.47,145,0.14,1079,0.00,0.00,16,14.10,14.00,5.08,-9.59,5.04,1.40,0.00,0.64,0.00
131280,14.47,145,0.14,1089,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
131342,14.47,145,0.14,1094,0.00,0.00,16,14.10,12.50,5.08,-9.63,4.97,1.40,0.00,0.64,0.00
131405,14.36,145,0.14,1080,0.00,0.00,16,14.10,12.50,5.08,-9.61,5.01,1.40,0.00,0.64,0.00
131467,14.47,145,0.14,1072,0.00,0.00,16,14.10,15.00,5.08,-9.61,5.01,1.40,0.00,0.64,0.00
131530,14.36,145,0.14,1068,0.00,0.00,16,14.10,15.50,5.08,-9.59,5.01,1.40,0.00,0.64,0.00
131608,14.36,145,0.14,1076,0.00,0.00,16,14.10,14.00,5.08,-9.59,5.04,1.40,0.00,0.64,0.00
131670,14.36,145,0.14,1083,0.00,0.00,16,14.10,13.50,5.08,-9.59,5.08,1.40,0.00,0.64,0.00
131733,14.36,145,0.14,1076,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
131795,14.47,145,0.14,1075,0.00,0.00,16,14.10,14.00,5.08,-9.59,5.08,1.40,0.00,0.64,0.00
131858,14.36,145,0.14,1076,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
131920,14.36,145,0.14,1077,0.00,0.00,16,14.10,14.00,5.08,-9.59,5.08,1.40,0.00,0.64,0.00
131983,14.47,145,0.14,1077,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
132046,14.47,145,0.14,1072,0.00,0.00,16,14.10,14.00,5.08,-9.59,5.08,1.40,0.00,0.64,0.00
132108,14.59,145,0.14,1076,0.00,0.00,16,14.10,14.00,5.08,-9.59,5.08,1.42,0.00,0.64,0.00
132171,14.59,145,0.14,1075,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
132249,14.47,145,0.14,1076,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
132311,14.59,145,0.14,1069,0.00,0.00,16,14.10,14.00,5.08,-9.57,4.97,1.40,0.00,0.64,0.00
132374,14.47,145,0.14,1075,0.00,0.00,16,14.10,14.50,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
132436,14.59,145,0.14,1084,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
132499,14.47,145,0.14,1072,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
132561,14.47,145,0.14,1077,0.00,0.00,16,14.10,13.00,5.08,-9.59,5.08,1.40,0.00,0.64,0.00
132624,14.59,145,0.14,1077,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
132686,14.47,145,0.14,1069,0.00,0.00,16,14.10,14.50,5.08,-9.59,5.04,1.40,0.00,0.64,0.00
132749,14.59,145,0.14,1072,0.00,0.00,16,14.10,15.00,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
132811,14.47,145,0.14,1069,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
132874,14.59,145,0.14,1071,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
132936,14.59,145,0.14,1067,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
132999,14.47,145,0.14,1064,0.00,0.00,16,14.10,15.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
133066,14.59,145,0.14,1073,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
133130,14.59,145,0.14,1083,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
133198,14.59,145,0.14,1066,0.00,0.00,16,14.10,14.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
133260,14.59,145,0.14,1064,0.00,0.00,16,14.10,15.00,5.08,-9.57,5.08,1.42,0.00,0.64,0.00
133322,14.59,145,0.14,1063,0.00,0.00,16,14.10,14.50,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
133385,14.70,145,0.14,1080,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
133456,14.47,145,0.14,1078,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
133515,14.59,145,0.14,1084,0.00,0.00,16,14.10,12.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
133577,14.59,145,0.14,1082,0.00,0.00,16,14.10,13.00,5.08,-9.59,5.08,1.40,0.00,0.64,0.00
133640,14.47,145,0.14,1078,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
133702,14.59,145,0.14,1074,0.00,0.00,16,14.10,14.00,5.08,-9.59,5.08,1.40,0.00,0.64,0.00
133780,14.47,145,0.14,1074,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
133843,14.59,145,0.14,1073,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
133905,14.47,145,0.14,1080,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
133968,14.47,145,0.14,1078,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
134031,14.47,145,0.14,1086,0.00,0.00,16,14.10,12.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
134093,14.24,145,0.14,1072,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
134156,14.47,145,0.14,1082,0.00,0.00,16,14.10,13.00,5.08,-9.59,5.08,1.42,0.00,0.64,0.00
134218,14.36,145,0.14,1084,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
134281,14.36,145,0.14,1076,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
134343,14.24,145,0.14,1078,0.00,0.00,16,14.10,13.50,5.08,-9.59,5.08,1.42,0.00,0.64,0.00
134405,14.24,147,0.14,1068,0.00,0.00,16,14.10,14.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
134484,14.36,147,0.14,1066,0.00,0.00,16,14.10,14.50,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
134535,14.36,147,0.14,1069,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
134602,14.24,147,0.14,1080,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
134665,14.36,147,0.14,1079,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
134727,14.47,147,0.14,1075,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
134790,14.47,147,0.14,1064,0.00,0.00,16,14.10,13.50,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
134852,14.59,147,0.14,1064,0.00,0.00,16,14.10,15.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
134930,14.47,147,0.14,1060,0.00,0.00,16,14.10,14.50,5.08,-9.57,5.08,1.42,0.00,0.64,0.00
134993,14.59,147,0.14,1070,0.00,0.00,16,14.10,15.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
135055,14.36,147,0.14,1064,0.00,0.00,16,14.10,14.00,5.08,-9.55,5.04,1.40,0.00,0.64,0.00
135118,14.47,147,0.14,1072,0.00,0.00,16,14.10,14.50,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
135180,14.59,147,0.14,1072,0.00,0.00,16,14.10,13.50,5.22,-9.53,5.08,1.40,0.00,0.64,0.00
135243,14.47,147,0.14,1059,0.00,0.00,16,14.10,15.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
135305,14.59,147,0.14,1067,0.00,0.00,16,14.10,14.00,5.22,-9.53,5.04,1.42,0.00,0.64,0.00
135368,14.47,147,0.14,1066,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
135430,14.59,147,0.14,1078,0.00,0.00,16,14.10,13.00,5.08,-9.55,5.10,1.42,0.00,0.64,0.00
135493,14.70,147,0.14,1081,0.00,0.00,16,14.10,12.50,5.08,-9.57,5.08,1.42,0.00,0.64,0.00
135555,14.70,147,0.14,1073,0.00,0.00,16,14.10,13.50,5.08,-9.55,5.10,1.42,0.00,0.64,0.00
135618,14.70,147,0.14,1066,0.00,0.00,16,14.10,14.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
135696,14.59,147,0.14,1058,0.00,0.00,16,14.10,15.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
135758,14.70,147,0.14,1055,0.00,0.00,16,14.10,15.50,5.08,-9.55,5.08,1.42,0.00,0.64,0.00
135821,14.70,147,0.14,1065,0.00,0.00,16,14.10,14.00,5.22,-9.55,5.08,1.40,0.00,0.64,0.00
137873,14.70,147,0.14,1065,0.00,0.00,16,14.10,14.00,5.22,-9.55,5.08,1.40,0.00,0.64,0.00
138528,14.36,147,0.14,1078,0.00,0.00,16,14.10,12.50,5.22,-9.53,5.14,1.40,0.00,0.64,0.00
138590,14.59,147,0.14,1079,0.00,0.00,16,14.10,12.50,5.22,-9.53,5.10,1.42,0.00,0.64,0.00
138668,14.47,147,0.14,1073,0.00,0.00,16,14.10,13.00,5.08,-9.53,5.08,1.40,0.00,0.64,0.00
138731,14.47,147,0.14,1067,0.00,0.00,16,14.10,14.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
138793,14.59,147,0.14,1056,0.00,0.00,16,14.10,14.00,5.22,-9.53,5.08,1.42,0.00,0.64,0.00
138856,14.36,147,0.14,1064,0.00,0.00,16,14.10,15.00,5.08,-9.55,5.08,1.42,0.00,0.64,0.00
138918,14.59,147,0.14,1070,0.00,0.00,16,14.10,14.00,5.22,-9.53,5.08,1.40,0.00,0.64,0.00
138981,14.47,147,0.14,1072,0.00,0.00,16,14.10,13.50,5.08,-9.55,5.08,1.42,0.00,0.64,0.00
139043,14.47,147,0.14,1072,0.00,0.00,16,14.10,13.00,5.22,-9.53,5.14,1.42,0.00,0.64,0.00
139106,14.47,147,0.14,1072,0.00,0.00,16,14.10,13.00,5.22,-9.53,5.14,1.40,0.00,0.64,0.00
139168,14.36,147,0.14,1064,0.00,0.00,16,14.10,14.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
139231,14.59,147,0.14,1068,0.00,0.00,16,14.10,14.00,5.22,-9.53,5.08,1.40,0.00,0.64,0.00
139293,14.36,147,0.14,1071,0.00,0.00,16,14.10,13.50,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
139371,14.59,147,0.14,1076,0.00,0.00,16,14.10,13.00,5.08,-9.55,5.08,1.42,0.00,0.64,0.00
139434,14.59,147,0.14,1075,0.00,0.00,16,14.10,13.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
139496,14.59,147,0.14,1072,0.00,0.00,16,14.10,13.50,5.08,-9.53,5.10,1.40,0.00,0.64,0.00
139559,14.59,147,0.14,1075,0.00,0.00,16,14.10,13.00,5.08,-9.53,5.08,1.40,0.00,0.64,0.00
139621,14.47,147,0.14,1064,0.00,0.00,16,14.10,14.00,5.22,-9.57,5.10,1.42,0.00,0.64,0.00
139684,14.59,147,0.14,1062,0.00,0.00,16,14.10,14.50,5.08,-9.53,5.08,1.42,0.00,0.64,0.00
139746,14.47,147,0.14,1069,0.00,0.00,16,14.10,14.00,5.22,-9.55,5.01,1.40,0.00,0.64,0.00
139809,14.47,147,0.14,1073,0.00,0.00,16,14.10,13.00,5.08,-9.53,5.04,1.40,0.00,0.64,0.00
139871,14.47,147,0.14,1073,0.00,0.00,16,14.10,13.00,5.22,-9.55,5.08,1.40,0.00,0.64,0.00
139934,14.47,147,0.15,1051,0.00,0.00,16,14.10,15.50,5.22,-9.53,2.58,1.40,0.00,0.64,0.00
139996,14.59,147,0.14,1055,0.00,0.00,16,14.10,15.00,5.08,-9.53,7.64,1.42,0.00,0.64,0.00
140074,14.36,147,0.15,1054,0.00,0.00,16,14.10,15.50,5.22,-9.53,2.58,1.42,0.00,0.64,0.00
140137,14.47,147,0.14,1052,0.00,0.00,16,14.10,15.50,5.22,-9.49,5.14,1.40,0.00,0.64,0.00
140199,14.36,147,0.14,1065,0.00,0.00,16,14.10,13.50,5.22,-9.53,7.66,1.42,0.00,0.64,0.00
140277,14.47,147,0.14,1062,0.00,0.00,16,14.10,14.00,5.22,-9.49,5.10,1.42,0.00,0.64,0.00
140340,14.59,147,0.14,1056,0.00,0.00,16,14.10,14.50,5.22,-9.53,5.10,1.40,0.00,0.64,0.00
140402,14.36,147,0.15,1054,0.00,0.00,16,14.10,14.50,5.22,-9.51,5.14,1.42,0.00,0.64,0.00
140449,14.59,147,0.15,1056,0.00,0.00,16,14.10,14.50,5.22,-9.51,5.14,1.42,0.00,0.64,0.00
140543,14.47,147,0.15,1064,0.00,0.00,16,14.10,15.00,5.22,-9.53,5.14,1.40,0.00,0.64,0.00
140590,14.47,147,0.14,1061,0.00,0.00,16,14.10,14.00,5.22,-9.48,5.08,1.40,0.00,0.64,0.00
140652,14.47,147,0.14,1069,0.00,0.00,16,14.10,13.00,5.22,-9.53,5.08,1.42,0.00,0.64,0.00
140731,14.36,147,0.14,1060,0.00,0.00,16,14.10,13.00,5.22,-9.51,5.04,1.40,0.00,0.64,0.00
140793,14.47,147,0.14,1065,0.00,0.00,16,14.10,13.50,5.22,-9.53,5.08,1.40,0.00,0.64,0.00
140840,14.36,147,0.14,1058,0.00,0.00,16,14.10,14.00,5.22,-9.53,5.10,1.42,0.00,0.64,0.00
140918,14.59,147,0.15,1057,0.00,0.00,16,14.10,14.50,5.22,-9.53,5.14,1.42,0.00,0.64,0.00
140965,14.59,147,0.14,1064,0.00,0.00,16,14.10,13.50,5.22,-9.53,5.14,1.40,0.00,0.64,0.00
141034,14.47,147,0.14,1071,0.00,0.00,16,14.10,13.00,5.22,-9.53,5.08,1.42,0.00,0.64,0.00
141096,14.59,147,0.14,1080,0.00,0.00,16,14.10,11.50,5.22,-9.53,5.08,1.40,0.00,0.64,0.00
141159,14.47,147,0.14,1066,0.00,0.00,16,14.10,13.50,5.22,-9.53,5.08,1.40,0.00,0.64,0.00
141221,14.36,147,0.15,1062,0.00,0.00,16,14.10,14.00,5.22,-9.53,5.08,1.42,0.00,0.64,0.00
141284,14.59,147,0.15,1048,0.00,0.00,16,14.10,15.50,5.22,-9.53,5.14,1.42,0.00,0.64,0.00
141346,14.47,147,0.14,1070,0.00,0.00,16,14.10,15.50,5.22,-9.53,5.14,1.40,0.00,0.64,0.00
141409,14.59,147,0.14,1073,0.00,0.00,16,14.10,13.00,5.22,-9.53,5.08,1.42,0.00,0.64,0.00
141471,14.59,147,0.14,1064,0.00,0.00,16,14.10,13.00,5.08,-9.53,5.08,1.40,0.00,0.64,0.00
141534,14.59,147,0.14,1058,0.00,0.00,16,14.10,14.00,5.22,-9.53,5.08,1.40,0.00,0.64,0.00
141596,14.59,147,0.14,1050,0.00,0.00,16,14.10,14.00,5.22,-9.53,5.08,1.42,0.00,0.64,0.00
141659,14.47,147,0.14,1050,0.00,0.00,16,14.10,15.50,5.22,-9.53,5.08,1.42,0.00,0.64,0.00
141721,14.59,147,0.14,1054,0.00,0.00,16,14.10,14.50,5.22,-9.51,5.08,1.40,0.00,0.64,0.00
141799,14.59,147,0.14,1060,0.00,0.00,16,14.10,14.00,5.22,-9.51,5.10,1.40,0.00,0.64,0.00
141862,14.59,147,0.15,1057,0.00,0.00,16,14.10,14.00,5.22,-9.48,5.08,1.42,0.00,0.64,0.00
141924,14.59,147,0.14,1064,0.00,0.00,16,14.10,13.00,5.22,-9.51,5.08,1.40,0.00,0.64,0.00
141987,14.47,147,0.14,1058,0.00,0.00,16,14.10,14.00,5.22,-9.51,5.08,1.40,0.00,0.64,0.00
142049,14.59,147,0.14,1066,0.00,0.00,16,14.10,13.00,5.22,-9.51,5.08,1.40,0.00,0.64,0.00
142128,14.47,147,0.15,1059,0.00,0.00,16,14.10,14.00,5.22,-9.53,5.14,1.42,0.00,0.64,0.00
142174,14.70,147,0.14,1058,0.00,0.00,16,14.10,14.00,5.22,-9.49,5.08,1.40,0.00,0.64,0.00
142253,14.59,147,0.15,1062,0.00,0.00,16,14.10,13.50,5.22,-9.53,5.10,1.40,0.00,0.64,0.00
142315,14.70,147,0.14,1053,0.00,0.00,16,14.10,14.50,5.22,-9.48,5.10,1.42,0.00,0.64,0.00
142362,14.70,147,0.15,1060,0.00,0.00,16,14.10,13.00,5.22,-9.49,2.58,1.40,0.00,0.64,0.00
142431,14.59,147,0.15,1046,0.00,0.00,16,14.10,15.50,5.22,-9.48,5.14,1.40,0.00,0.64,0.00
142493,14.70,147,0.15,1053,0.00,0.00,16,14.10,14.50,5.22,-9.48,5.14,1.42,0.00,0.64,0.00
142552,14.59,147,0.14,1052,0.00,0.00,16,14.10,14.50,5.22,-9.48,7.64,1.42,0.00,0.64,0.00
142621,14.59,147,0.14,1070,0.00,0.00,16,14.10,12.50,5.22,-9.48,5.08,1.40,0.00,0.64,0.00
142684,14.59,147,0.14,1075,0.00,0.00,16,14.10,12.00,5.22,-9.53,5.08,1.40,0.00,0.64,0.00
142758,14.59,147,0.14,1070,0.00,0.00,16,14.10,13.00,5.22,-9.51,5.08,1.40,0.00,0.64,0.00
142818,14.70,147,0.14,1057,0.00,0.00,16,14.10,14.00,5.22,-9.51,5.14,1.40,0.00,0.64,0.00
142879,14.47,147,0.14,1061,0.00,0.00,16,14.10,14.00,5.22,-9.51,5.10,1.42,0.00,0.64,0.00
142949,14.59,147,0.14,1064,0.00,0.00,16,14.10,13.50,5.22,-9.48,5.08,1.40,0.00,0.64,0.00
143009,14.59,147,0.14,1067,0.00,0.00,16,14.10,13.00,5.22,-9.53,5.08,1.40,0.00,0.64,0.00
143080,14.59,147,0.14,1066,0.00,0.00,16,14.10,13.00,5.22,-9.49,5.08,1.42,0.00,0.64,0.00
143140,14.47,147,0.14,1071,0.00,0.00,16,14.10,13.00,5.22,-9.53,5.08,1.42,0.00,0.64,0.00
143200,14.47,147,0.14,1073,0.00,0.00,16,14.10,12.50,5.22,-9.51,5.10,1.40,0.00,0.64,0.00
143269,14.59,147,0.14,1082,0.00,0.00,16,14.10,11.50,5.22,-9.53,5.08,1.40,0.00,0.64,0.00
143325,14.36,147,0.14,1076,0.00,0.00,16,14.10,12.50,5.22,-9.53,5.01,1.40,0.00,0.64,0.00
143394,14.47,147,0.14,1065,0.00,0.00,16,14.10,14.00,5.22,-9.53,5.08,1.40,0.00,0.64,0.00
143457,14.47,147,0.14,1070,0.00,0.00,16,14.10,13.00,5.22,-9.55,5.14,1.42,0.00,0.64,0.00
143526,14.47,147,0.14,1068,0.00,0.00,16,14.10,13.50,5.08,-9.51,5.14,1.40,0.00,0.64,0.00
143579,14.47,147,0.14,1063,0.00,0.00,16,14.10,14.00,5.22,-9.53,5.08,1.40,0.00,0.64,0.00
145629,14.47,147,0.14,1063,0.00,0.00,16,14.10,14.00,5.22,-9.53,5.08,1.40,0.00,0.64,0.00
146215,14.47,149,0.14,1073,0.00,0.00,16,14.10,14.00,5.08,-9.53,5.08,1.40,0.00,0.64,0.00
146283,14.59,149,0.14,1079,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.10,1.40,0.00,0.64,0.00
146346,14.47,149,0.14,1084,0.00,0.00,16,14.10,12.50,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
146414,14.59,149,0.14,1075,0.00,0.00,16,14.10,13.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
146474,14.59,149,0.14,1070,0.00,0.00,16,14.10,14.00,5.08,-9.57,5.08,1.40,0.00,0.64,0.00
146537,14.70,149,0.15,1059,0.00,0.00,16,14.10,15.50,5.08,-9.55,5.14,1.42,0.00,0.64,0.00
146605,14.59,149,0.15,1058,0.00,0.00,16,14.10,15.50,5.22,-9.55,5.14,1.40,0.00,0.64,0.00
146667,14.59,149,0.14,1059,0.00,0.00,16,14.10,15.00,5.22,-9.53,5.10,1.40,0.00,0.64,0.00
146728,14.59,149,0.14,1073,0.00,0.00,16,14.10,13.50,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
146796,14.70,149,0.14,1086,0.00,0.00,16,14.10,13.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
146858,14.59,149,0.14,1069,0.00,0.00,16,14.10,14.00,5.08,-9.55,5.08,1.40,0.00,0.64,0.00
146919,14.47,149,0.14,1072,0.00,0.00,16,14.10,13.50,5.22,-9.55,5.08,1.42,0.00,0.64,0.00
146987,14.59,149,0.14,1068,0.00,0.00,16,14.10,13.50,5.08,-9.55,5.14,1.40,0.00,0.64,0.00
147050,14.47,149,0.14,1066,0.00,0.00,16,14.10,13.00,5.08,-9.55,5.14,1.40,0.00,0.64,0.00
147110,14.47,149,0.14,1056,0.00,0.00,16,14.10,14.00,5.22,-9.53,5.08,1.42,0.00,0.64,0.00
