Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
12289,5.47,1.56,14.81,8,0.65,2546,0.00,0.00,14.40,16,44.69,44.00,75,10.45,-4.20,27.79,2.28,-0.15,12.94,1.06,14.80
12363,5.47,1.56,14.81,8,0.66,2543,0.00,0.00,14.84,16,44.34,44.00,75,10.59,-4.16,27.99,2.30,-0.15,12.94,1.06,14.80
12439,5.47,1.56,14.81,8,0.65,2574,0.00,0.00,14.56,16,44.34,44.00,75,10.45,-4.23,27.99,2.30,-0.15,12.94,1.06,14.80
12514,5.47,1.56,14.81,8,0.65,2546,0.00,0.00,14.84,16,44.34,44.00,75,10.59,-4.18,28.10,2.32,-0.15,12.94,1.06,14.80
12590,5.47,1.56,14.81,8,0.67,2624,0.00,0.00,14.84,16,44.34,44.00,75,10.45,-4.23,28.20,2.32,-0.15,12.94,1.06,14.80
12665,5.47,1.56,14.70,8,0.66,2598,0.00,0.00,15.17,16,44.34,44.00,75,10.45,-4.23,28.73,2.32,-0.15,12.94,1.06,14.80
12740,4.69,1.56,14.70,8,0.66,2590,0.00,0.00,14.84,16,44.34,44.00,75,10.45,-4.20,28.09,2.32,-0.15,12.94,1.06,14.80
12816,4.69,1.56,14.59,8,0.67,2612,0.00,0.00,14.87,16,44.34,44.00,75,10.45,-4.23,28.31,2.32,-0.15,12.94,1.06,14.80
12891,5.47,1.56,14.59,8,0.66,2591,0.00,0.00,14.87,16,44.34,44.00,75,10.45,-4.23,28.73,2.32,-0.46,12.94,1.06,14.80
12966,4.69,1.56,14.70,8,0.66,2608,0.00,0.00,14.87,16,44.34,44.00,75,10.45,-4.23,28.41,2.30,-0.46,12.94,1.06,14.80
13042,5.47,1.56,14.47,8,0.64,2606,0.00,0.00,14.41,16,44.34,44.00,75,10.45,-4.29,28.73,2.32,-0.46,12.94,1.06,14.80
13117,5.47,1.56,14.59,8,0.66,2634,0.00,0.00,14.87,16,44.34,44.00,75,10.45,-4.27,28.20,2.30,-0.46,12.94,1.06,14.80
13193,5.47,1.56,14.70,8,0.66,2654,0.00,0.00,14.87,16,43.98,43.50,75,10.45,-4.29,29.15,2.34,-0.46,12.94,1.06,14.80
13267,5.47,1.56,14.59,8,0.66,2647,0.00,0.00,15.08,16,44.34,44.00,75,10.45,-4.27,28.95,2.32,-0.46,12.94,1.06,14.80
13343,5.47,1.56,14.70,8,0.65,2668,0.00,0.00,14.87,16,44.34,43.50,75,10.45,-4.31,28.31,2.32,-1.08,12.94,1.06,14.80
13419,5.47,1.56,14.70,8,0.65,2644,0.00,0.00,14.87,16,43.98,43.50,75,10.45,-4.31,28.84,2.32,-1.08,12.55,1.06,14.80
13494,5.47,1.56,14.59,8,0.65,2663,0.00,0.00,14.90,16,43.98,43.50,75,10.45,-4.35,28.96,2.32,-1.08,12.55,1.06,14.80
13569,5.47,1.56,14.70,8,0.64,2658,0.00,0.00,14.90,16,43.98,43.50,75,10.30,-4.37,28.52,2.32,-1.08,12.55,1.06,14.80
13644,5.47,1.56,14.70,8,0.64,2672,0.00,0.00,14.90,16,43.98,43.50,75,10.30,-4.37,29.05,2.32,-1.08,12.55,1.06,14.80
13720,5.47,1.56,14.81,8,0.65,2691,0.00,0.00,14.90,16,43.98,43.50,75,10.30,-4.39,29.05,2.32,-1.08,12.55,1.06,14.80
13795,6.25,1.56,14.81,8,0.65,2704,0.00,0.00,14.59,16,43.98,43.50,75,10.30,-4.43,29.60,2.32,-1.08,12.55,1.06,14.80
13870,4.69,1.56,14.70,8,0.62,2718,0.00,0.00,14.90,16,43.98,43.50,75,10.30,-4.49,29.05,2.30,-1.08,12.16,1.04,14.80
13946,3.91,1.56,14.47,8,0.64,2715,0.00,0.00,14.90,16,43.98,43.50,75,10.16,-4.54,28.20,2.30,-1.08,12.16,1.04,14.80
14022,5.47,1.56,14.36,8,0.62,2732,0.00,0.00,14.90,16,43.98,43.50,75,10.16,-4.66,28.94,2.30,-1.08,11.76,1.04,14.80
14097,4.69,1.56,14.59,8,0.63,2739,0.00,0.00,15.12,16,43.98,43.50,75,10.01,0.14,28.31,2.30,-1.70,11.37,1.02,14.80
14172,3.91,1.56,14.47,8,0.61,2743,0.00,0.00,14.91,16,43.98,43.50,75,9.87,-4.95,28.31,2.30,-1.70,11.37,1.02,14.80
14248,3.91,1.56,14.24,8,0.58,2753,0.00,0.00,14.94,16,44.34,43.50,75,9.72,-5.12,26.73,2.26,-2.32,10.98,1.00,14.80
14323,3.91,1.56,14.36,8,0.57,2753,0.00,0.00,15.33,16,44.34,44.00,75,9.43,-5.38,25.68,2.26,-2.32,10.59,1.00,14.80
14398,4.69,1.56,14.47,8,0.56,2763,0.00,0.00,14.94,16,44.34,44.00,77,9.14,-5.61,25.58,2.26,-2.94,10.20,0.98,14.80
14474,4.69,0.78,14.70,8,0.53,2763,0.00,0.00,14.95,16,44.34,44.00,77,9.00,-5.84,25.10,2.24,-3.56,9.80,0.98,14.80
14549,3.91,0.78,14.70,8,0.52,2772,0.00,0.00,14.95,16,44.34,44.00,77,8.85,-6.03,23.73,2.20,-3.56,9.41,0.96,14.80
14625,4.69,0.78,14.70,8,0.50,2778,0.00,0.00,15.25,16,44.34,44.00,77,8.71,-6.28,23.83,2.18,-4.18,8.63,0.94,14.80
14700,4.69,0.78,14.70,8,0.49,2778,0.00,0.00,14.95,16,44.34,44.00,77,8.42,-6.57,22.41,2.16,-4.18,8.24,0.92,14.80
14776,4.69,0.78,14.70,8,0.46,2781,0.00,0.00,14.95,16,44.34,44.00,75,7.84,-6.94,20.67,2.12,-4.18,7.84,0.90,14.80
14851,3.12,0.78,14.70,8,0.44,2786,0.00,0.00,14.95,16,44.34,44.00,75,7.55,-7.17,20.67,2.12,-4.18,7.84,0.90,14.80
14926,2.34,0.78,14.36,8,0.43,2787,0.00,0.00,14.95,16,44.34,44.00,77,7.40,-7.35,20.14,2.10,-4.18,7.45,0.90,14.80
15002,3.12,0.78,14.13,8,0.43,2776,0.00,0.00,14.98,16,44.34,44.00,77,7.25,-7.44,19.81,2.10,-4.18,7.84,0.90,14.80
15077,3.91,0.78,14.47,8,0.43,2771,0.00,0.00,15.27,16,44.34,44.00,77,7.25,-7.50,19.97,2.08,-4.18,7.45,0.90,14.80
15152,3.91,0.78,14.81,8,0.43,2776,0.00,0.00,14.98,16,44.34,44.00,75,7.25,-7.56,20.05,2.08,-4.18,7.45,0.90,14.80
15227,3.91,0.78,14.81,8,0.42,2782,0.00,0.00,14.98,16,44.34,44.00,75,7.11,-7.58,20.06,2.08,-4.18,7.45,0.90,14.80
15302,3.12,0.78,14.70,8,0.43,2776,0.00,0.00,14.98,16,44.34,44.00,77,7.11,-7.60,19.74,2.08,-4.18,7.45,0.90,14.80
15378,3.12,0.78,14.59,8,0.41,2784,0.00,0.00,14.98,16,44.34,44.00,77,7.11,-7.64,19.97,2.10,-4.18,7.45,0.90,14.80
15453,3.91,0.78,14.59,8,0.42,2782,0.00,0.00,14.97,16,44.34,44.00,77,7.11,-7.68,18.80,2.08,-4.18,7.06,0.88,14.80
15528,3.91,0.78,14.70,8,0.40,2782,0.00,0.00,14.98,16,44.34,44.00,77,6.96,-7.81,19.42,2.06,-4.18,6.27,0.86,14.80
15604,3.12,0.78,14.81,8,0.39,2784,0.00,0.00,14.98,16,43.98,44.00,77,6.82,-8.06,19.04,2.04,-4.18,5.88,0.84,14.80
15680,2.34,0.78,14.59,8,0.36,2799,0.00,0.00,15.01,16,42.58,43.50,77,6.67,-8.37,17.94,1.98,-4.18,4.71,0.82,14.80
15755,1.56,0.78,14.13,8,0.33,2797,0.00,0.00,15.01,16,41.17,42.50,77,6.38,-8.84,14.47,1.90,-4.18,3.92,0.78,14.80
15830,0.00,0.78,14.01,8,0.31,2798,0.00,0.00,16.00,16,39.06,40.50,77,5.51,-9.22,13.58,1.88,-4.18,3.92,0.78,14.80
15905,-3.12,0.78,13.67,8,0.28,2796,0.00,0.00,14.32,16,38.71,39.00,77,5.37,-9.40,13.01,1.86,-4.18,3.92,0.78,14.80
15981,-3.12,0.78,13.44,8,0.28,2789,0.00,0.00,15.02,16,38.71,39.00,77,5.22,-9.49,13.39,1.86,-4.18,3.53,0.78,14.80
16055,-1.56,0.78,13.78,8,0.27,2800,0.00,0.00,15.02,16,38.36,38.50,77,5.08,-9.61,12.79,1.84,-4.18,2.75,0.76,14.80
16131,-0.78,-0.78,14.81,8,0.26,2786,0.00,0.00,15.02,16,37.66,38.00,77,5.08,-9.88,12.41,1.78,-4.18,1.57,0.72,14.80
16207,0.00,-0.78,14.81,10,0.23,2789,0.00,0.00,15.02,16,34.49,38.00,77,4.79,-10.31,10.99,1.68,-4.18,0.00,0.66,14.80
16282,0.00,-0.78,14.93,10,0.21,2760,0.00,0.00,14.99,16,27.46,36.00,77,4.50,-10.69,8.64,1.66,-4.18,0.00,0.66,14.80
16357,0.00,-0.78,14.81,10,0.22,2736,0.00,0.00,14.99,16,21.84,24.50,77,3.92,-10.87,9.66,1.70,-4.18,0.00,0.66,14.80
16433,0.00,-0.78,14.81,10,0.22,2771,0.00,0.00,14.84,16,15.16,19.00,77,3.77,-10.98,9.99,1.72,-4.18,0.00,0.66,14.80
16508,0.00,-0.78,14.70,10,0.22,2763,0.00,0.00,14.73,16,11.99,14.00,77,3.77,-10.89,10.23,1.70,-4.18,0.00,0.66,14.80
16583,0.00,-0.78,17.46,10,0.22,2695,0.00,0.00,14.70,16,11.99,11.50,77,3.77,-10.83,10.17,1.72,-4.18,0.00,0.66,14.80
16659,0.00,-0.78,18.95,10,0.22,2723,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.77,10.13,1.72,-4.18,0.00,0.66,14.80
16734,0.00,-0.78,21.25,10,0.22,2733,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.79,9.88,1.72,-3.87,0.00,0.66,14.80
16809,0.00,-0.78,24.00,10,0.22,2714,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.77,9.70,1.70,-3.87,0.00,0.66,14.80
16885,0.00,-0.78,24.92,10,0.22,2712,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.77,9.79,1.70,-3.87,0.00,0.66,14.80
16960,0.00,-0.78,24.00,10,0.22,2698,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.79,9.99,1.70,-3.87,0.00,0.66,14.80
17036,0.00,-0.78,23.77,10,0.22,2694,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.79,9.66,1.70,-3.87,0.00,0.66,14.80
17111,0.00,-0.78,23.77,10,0.22,2660,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.77,9.75,1.70,-3.87,0.00,0.66,14.80
17186,0.00,-0.78,24.12,10,0.22,2652,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.79,9.61,1.70,-3.87,0.00,0.66,14.80
17262,0.00,-0.78,23.77,10,0.22,2644,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.81,9.56,1.70,-3.87,0.00,0.66,14.80
17336,0.00,-0.78,23.66,10,0.22,2632,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.81,9.35,1.68,-3.87,0.00,0.66,14.80
17412,0.00,-0.78,23.77,10,0.22,2630,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.81,9.53,1.68,-3.87,0.00,0.66,14.80
17487,0.00,-0.78,24.00,10,0.21,2630,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.83,9.52,1.68,-3.56,0.00,0.66,14.80
17562,0.00,-0.78,24.00,10,0.21,2630,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.81,9.26,1.66,-3.56,0.00,0.66,14.80
17638,0.00,-0.78,23.89,10,0.21,2597,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.83,9.08,1.68,-3.56,0.00,0.66,14.80
17713,0.00,-0.78,23.89,10,0.21,2582,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.85,9.44,1.66,-3.56,0.00,0.66,14.80
17788,0.00,-0.78,24.12,10,0.22,2581,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.83,9.35,1.68,-3.56,0.00,0.66,14.80
17863,0.00,-0.78,23.77,10,0.21,2582,0.00,0.00,14.70,16,11.99,11.50,77,3.77,-10.87,9.39,1.68,-3.56,0.00,0.66,14.80
17940,0.00,-0.78,23.89,10,0.21,2580,0.00,0.00,14.70,16,11.99,11.50,77,3.77,-10.83,9.22,1.66,-3.56,0.00,0.66,14.80
18015,0.00,-0.78,24.23,10,0.21,2563,0.00,0.00,14.70,16,11.99,11.50,77,3.77,-10.85,9.17,1.66,-3.56,0.00,0.66,14.80
18090,0.00,-0.78,24.23,10,0.21,2548,0.00,0.00,14.70,16,11.99,11.50,77,3.77,-10.87,9.09,1.66,-3.56,0.00,0.66,14.80
18165,0.00,-0.78,23.89,10,0.21,2546,0.00,0.00,14.70,16,11.99,11.50,77,3.77,-10.87,9.04,1.64,-3.25,0.00,0.66,14.80
18241,0.00,-0.78,23.66,10,0.21,2530,0.00,0.00,14.70,16,11.99,11.50,77,3.77,-10.87,8.82,1.66,-3.25,0.00,0.66,14.80
18316,0.00,-0.78,23.54,10,0.21,2515,0.00,0.00,14.70,16,11.99,11.50,77,3.77,-10.87,8.95,1.66,-3.25,0.00,0.66,14.80
18392,0.00,-0.78,24.00,10,0.21,2500,0.00,0.00,14.70,16,11.99,11.50,77,3.77,-10.87,8.74,1.64,-3.25,0.00,0.66,14.80
18467,0.00,-0.78,23.89,10,0.21,2513,0.00,0.00,14.70,16,11.99,11.50,77,3.77,-10.87,8.91,1.66,-3.25,0.00,0.66,14.80
18543,0.00,-0.78,24.00,10,0.22,2498,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.83,8.95,1.66,-3.25,0.00,0.66,14.80
18618,0.00,-0.78,24.00,10,0.22,2468,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.81,8.95,1.66,-3.25,0.00,0.66,14.80
18693,0.00,-0.78,23.77,10,0.22,2478,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.79,9.13,1.66,-3.25,0.00,0.66,14.80
18769,0.00,-0.78,23.66,10,0.22,2454,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.79,8.86,1.66,-3.25,0.00,0.66,14.80
18844,0.00,-0.78,23.77,10,0.22,2447,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.75,8.95,1.66,-3.25,0.00,0.66,14.80
18919,0.00,-0.78,24.00,10,0.21,2454,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.75,8.82,1.64,-2.94,0.00,0.66,14.80
18995,0.00,-0.78,24.00,10,0.22,2429,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.71,8.78,1.66,-2.94,0.00,0.66,14.80
19070,0.00,-0.78,24.00,10,0.21,2423,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.69,8.78,1.64,-2.94,0.00,0.66,14.80
19146,0.00,-0.78,24.12,10,0.21,2408,0.00,0.00,14.70,16,11.99,11.50,77,4.06,-10.67,8.60,1.64,-2.94,0.00,0.66,14.80
19221,0.00,-0.78,24.00,10,0.21,2395,0.00,0.00,14.70,16,11.99,11.50,77,4.06,-10.67,8.56,1.64,-2.94,0.00,0.66,14.80
19296,0.00,-0.78,23.89,10,0.22,2405,0.00,0.00,14.70,16,11.99,11.50,77,4.06,-10.67,8.60,1.64,-2.94,0.00,0.66,14.80
19372,0.00,-0.78,23.77,10,0.21,2381,0.00,0.00,14.70,16,11.99,11.50,77,4.06,-10.65,8.69,1.64,-2.94,0.00,0.66,14.80
19447,0.00,-0.78,23.77,10,0.21,2388,0.00,0.00,14.70,16,11.99,11.50,77,4.06,-10.64,8.36,1.62,-2.94,0.39,0.66,14.80
19522,0.00,-0.78,24.12,10,0.21,2366,0.00,0.00,14.70,16,11.99,11.50,77,4.06,-10.65,8.14,1.62,-2.94,0.00,0.66,14.80
19598,0.00,-0.78,23.89,10,0.21,2364,0.00,0.00,14.70,16,11.99,11.50,77,4.06,-10.65,8.31,1.62,-2.94,0.00,0.66,14.80
19674,0.00,-0.78,23.77,10,0.21,2340,0.00,0.00,14.70,16,11.99,11.50,77,4.06,-10.65,8.23,1.62,-2.94,0.39,0.66,14.80
19749,0.00,-0.78,24.12,10,0.20,2350,0.00,0.00,14.70,16,11.99,11.50,77,4.06,-10.67,7.82,1.58,-2.63,0.39,0.66,14.80
19824,0.00,-0.78,24.23,10,0.20,2322,0.00,0.00,14.70,16,11.99,11.50,77,4.06,-10.69,7.90,1.60,-2.63,0.39,0.66,14.80
19900,0.00,-0.78,24.00,10,0.20,2336,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.69,7.78,1.60,-2.63,0.39,0.66,14.80
19975,0.00,-0.78,24.12,10,0.20,2307,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.75,7.57,1.60,-2.63,0.39,0.66,14.80
20050,0.00,-0.78,23.89,10,0.20,2318,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.75,7.57,1.58,-2.63,0.39,0.66,14.80
20126,0.00,-0.78,23.77,10,0.19,2300,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.75,7.46,1.56,-2.63,0.39,0.66,14.80
20202,0.00,-0.78,24.23,10,0.19,2279,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.79,7.41,1.56,-2.63,0.39,0.66,14.80
20276,0.00,-0.78,24.00,10,0.19,2282,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.79,7.17,1.56,-2.63,0.39,0.68,14.80
20351,0.00,-0.78,24.12,10,0.18,2265,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.79,6.99,1.54,-2.63,0.39,0.66,14.80
20427,0.00,-0.78,24.00,10,0.19,2265,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.79,7.06,1.54,-2.63,0.39,0.68,14.80
20502,0.00,-0.78,24.00,10,0.19,2249,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.79,7.03,1.54,-2.32,0.39,0.68,14.80
20578,0.00,-0.78,24.00,10,0.19,2248,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.77,7.14,1.54,-2.32,0.78,0.68,14.80
20653,0.00,-0.78,23.89,10,0.20,2235,0.00,0.00,14.70,16,11.99,11.50,77,3.92,-10.73,7.03,1.56,-2.32,1.18,0.68,14.80
20728,0.00,-0.78,24.00,10,0.20,2214,0.00,0.00,13.89,16,13.75,11.50,77,3.92,-10.65,7.37,1.56,-2.32,1.96,0.70,14.80
20804,0.00,-0.78,23.89,10,0.24,2221,0.00,0.00,14.69,16,15.86,12.50,77,4.06,-10.40,8.39,1.64,-2.32,3.53,0.74,14.80
20879,0.00,-0.78,24.35,10,0.27,2234,0.00,0.00,13.97,16,21.13,16.50,77,4.50,-10.07,9.39,1.70,-2.32,4.71,0.80,14.80
20955,0.00,0.78,23.66,10,0.30,2232,0.00,0.00,14.68,16,25.70,21.00,77,4.79,-9.75,10.59,1.76,-2.32,5.10,0.82,14.80
21030,0.00,0.78,24.00,10,0.32,2214,0.00,0.00,14.68,16,33.09,27.00,77,5.08,-9.30,11.35,1.82,-2.32,5.49,0.82,14.80
21105,0.00,0.78,21.13,10,0.32,2214,0.00,0.00,14.06,16,37.66,33.00,77,5.51,-9.05,11.93,1.82,-2.32,5.88,0.84,14.80
21180,0.00,0.78,16.08,10,0.34,2186,0.00,0.00,14.67,16,38.36,37.50,77,5.66,-8.72,11.99,1.84,-2.32,6.27,0.86,14.80
21255,-0.78,0.78,14.93,8,0.37,2200,0.00,0.00,14.67,16,39.41,38.00,77,5.95,-8.45,13.32,1.88,-2.32,6.67,0.86,14.80
21331,-0.78,0.78,14.59,8,0.38,2201,0.00,0.00,14.67,16,39.41,39.00,77,6.53,-8.12,13.84,1.88,-2.32,7.06,0.88,14.80
21407,-0.78,0.78,14.59,8,0.39,2194,0.00,0.00,14.67,16,40.12,39.00,77,6.67,-7.91,13.90,1.90,-2.32,7.45,0.88,14.80
21482,-0.78,0.78,14.70,8,0.40,2202,0.00,0.00,14.67,16,40.12,40.00,77,6.96,-7.70,14.59,1.92,-2.32,7.45,0.88,14.80
21557,0.00,0.78,14.70,8,0.41,2199,0.00,0.00,14.67,16,40.47,40.00,77,7.11,-7.58,14.79,1.94,-2.32,7.45,0.90,14.80
21633,1.56,0.78,15.04,8,0.43,2207,0.00,0.00,14.67,16,40.47,40.00,77,7.11,-7.44,15.05,1.96,-2.32,7.84,0.90,14.80
21708,1.56,0.78,15.16,8,0.43,2200,0.00,0.00,15.00,16,40.82,40.00,77,7.25,-7.31,15.41,1.98,-2.32,7.84,0.90,14.80
21783,2.34,0.78,15.16,8,0.44,2212,0.00,0.00,14.67,16,41.17,40.50,77,7.40,-7.17,16.14,1.98,-2.32,7.84,0.92,14.80
21859,2.34,0.78,15.04,8,0.45,2201,0.00,0.00,14.67,16,41.17,40.50,77,7.55,-7.06,16.22,1.98,-2.32,8.24,0.92,14.80
21934,1.56,0.78,14.93,8,0.46,2220,0.00,0.00,14.66,16,41.17,40.50,77,7.69,-6.94,16.44,2.00,-2.32,8.63,0.92,14.80
22009,1.56,0.78,14.81,8,0.46,2217,0.00,0.00,14.67,16,41.17,41.50,77,7.84,-6.83,17.11,2.02,-2.32,8.63,0.92,14.80
22085,1.56,0.78,14.70,8,0.46,2215,0.00,0.00,14.67,16,41.52,41.00,77,7.84,-6.75,16.74,2.02,-2.32,8.63,0.94,14.80
22160,2.34,0.78,14.70,8,0.48,2220,0.00,0.00,14.67,16,41.88,41.50,77,7.98,-6.63,17.03,2.04,-2.32,8.63,0.94,14.80
22236,2.34,0.78,14.93,8,0.48,2228,0.00,0.00,14.67,16,41.88,41.50,77,8.13,-6.56,17.63,2.04,-2.32,8.63,0.94,14.80
22311,3.12,0.78,15.04,8,0.50,2224,0.00,0.00,14.67,16,42.58,41.50,77,8.13,-6.42,18.26,2.04,-2.32,9.41,0.94,14.80
22386,3.12,0.78,14.93,8,0.50,2238,0.00,0.00,15.00,16,42.23,42.50,77,8.42,-6.27,18.64,2.06,-2.32,9.41,0.96,14.80
22461,3.12,0.78,14.81,8,0.50,2242,0.00,0.00,14.14,16,42.58,42.00,77,8.42,-6.11,18.18,2.06,-1.70,9.80,0.96,14.80
22537,3.12,0.78,14.81,8,0.54,2231,0.00,0.00,14.69,16,43.28,42.50,77,8.56,-5.94,18.96,2.10,-1.70,10.20,0.98,14.80
22612,3.91,1.56,14.93,8,0.53,2244,0.00,0.00,14.70,16,43.28,43.00,77,8.85,-5.76,20.05,2.10,-1.39,10.59,1.00,14.80
22688,3.91,1.56,14.81,8,0.55,2257,0.00,0.00,14.26,16,43.28,43.00,77,9.00,-5.61,19.90,2.10,-1.39,10.59,1.00,14.80
22763,3.12,1.56,14.70,8,0.58,2251,0.00,0.00,14.69,16,43.63,43.50,77,9.14,-5.47,21.89,2.16,-1.39,10.98,1.00,14.80
22838,3.12,1.56,14.70,8,0.58,2273,0.00,0.00,14.70,16,43.63,43.50,77,9.43,-5.28,21.71,2.14,-1.39,10.98,1.00,14.80
22913,2.34,1.56,14.47,8,0.57,2256,0.00,0.00,14.70,16,43.63,43.50,77,9.43,-5.22,21.10,2.14,-1.08,10.98,1.02,14.80
22989,2.34,1.56,14.24,8,0.59,2283,0.00,0.00,14.70,16,43.98,43.50,77,9.58,-5.07,22.23,2.16,-1.08,11.37,1.02,14.80
23065,3.12,1.56,14.47,8,0.59,2270,0.00,0.00,14.27,16,43.98,43.50,77,9.58,-5.01,22.31,2.18,-1.08,11.37,1.02,14.80
23140,2.34,1.56,14.59,8,0.61,2285,0.00,0.00,14.32,16,43.98,43.50,77,9.72,-4.93,22.77,2.20,-0.46,11.37,1.02,14.80
23215,3.12,1.56,14.70,8,0.62,2300,0.00,0.00,14.70,16,43.98,43.50,77,9.72,-4.80,23.25,2.20,-0.46,11.76,1.02,14.80
23291,1.56,1.56,14.59,8,0.63,2300,0.00,0.00,14.73,16,43.98,43.50,75,9.87,-4.78,24.03,2.22,-0.46,12.16,1.04,14.80
23365,1.56,1.56,14.36,8,0.63,2310,0.00,0.00,14.73,16,43.98,43.50,75,10.01,-4.58,23.74,2.20,-0.46,12.16,1.04,14.80
23442,1.56,1.56,14.36,8,0.63,2315,0.00,0.00,14.39,16,43.98,43.50,75,10.16,-4.49,24.32,2.20,-0.46,12.55,1.04,14.80
23517,2.34,1.56,14.47,8,0.65,2320,0.00,0.00,14.40,16,44.34,43.50,75,10.30,-4.31,25.01,2.24,0.46,12.94,1.06,14.80
23591,2.34,1.56,14.70,8,0.68,2329,0.00,0.00,14.96,16,43.98,44.00,75,10.45,-4.16,25.50,2.26,0.46,12.94,1.08,14.80
23667,2.34,1.56,14.70,8,0.68,2337,0.00,0.00,14.72,16,44.34,44.00,75,10.59,-3.98,26.94,2.28,0.46,13.33,1.08,14.80
23743,1.56,1.56,14.47,8,0.69,2364,0.00,0.00,14.73,16,44.34,43.50,75,10.74,-3.77,27.04,2.28,0.46,13.73,1.10,14.80
23818,2.34,1.56,14.59,8,0.68,2339,0.00,0.00,14.45,16,44.69,43.50,75,11.03,-3.60,27.47,2.28,0.77,14.12,1.10,14.80
23893,2.34,1.56,14.70,8,0.72,2370,0.00,0.00,14.73,16,43.63,44.50,75,11.17,-3.48,28.20,2.30,0.77,14.12,1.12,14.80
23969,2.34,1.56,14.81,8,0.70,2369,0.00,0.00,14.73,16,44.69,43.50,75,11.32,-3.35,28.20,2.32,1.39,14.51,1.12,14.80
24044,2.34,1.56,14.81,8,0.73,2390,0.00,0.00,14.79,16,42.93,44.50,75,11.32,-3.25,27.99,2.34,1.70,14.51,1.12,14.80
24120,3.12,1.56,14.70,8,0.74,2425,0.00,0.00,14.47,16,42.93,42.50,75,11.46,-3.15,29.15,2.36,1.70,14.90,1.12,14.80
24195,3.12,1.56,14.81,8,0.75,2388,0.00,0.00,14.79,16,42.58,42.50,75,11.61,-3.07,30.05,2.36,1.70,14.90,1.14,14.80
24271,1.56,1.56,14.70,8,0.74,2431,0.00,0.00,14.79,16,42.93,42.00,75,11.61,-2.92,30.95,2.36,1.70,15.69,1.16,14.80
24345,2.34,1.56,14.47,8,0.76,2422,0.00,0.00,14.34,16,41.52,41.50,75,11.90,-2.80,30.94,2.36,2.32,15.69,1.16,14.80
24421,3.12,1.56,14.70,8,0.80,2428,0.00,0.00,14.78,16,40.82,41.00,75,12.04,-2.59,32.07,2.38,3.25,16.86,1.18,14.80
24497,3.12,1.56,14.81,8,0.82,2464,0.00,0.00,14.78,16,39.77,40.00,75,12.19,-2.40,32.86,2.40,3.25,16.86,1.20,14.80
24573,3.12,1.56,14.81,8,0.80,2439,0.00,0.00,14.52,16,40.47,39.50,75,12.33,-2.22,33.10,2.42,3.87,17.65,1.22,14.80
24647,2.34,1.56,14.70,8,0.82,2470,0.00,0.00,14.79,16,39.77,40.00,75,12.48,-2.07,33.35,2.42,3.87,18.43,1.24,14.80
