Time (msec),A/F Sensor #1 (Direct)* (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
4033787,13.28,189,0.31,3168,0.00,0.00,16,43.28,43.00,33.25,-3.25,1.00
4033959,13.19,189,0.31,3151,0.00,0.00,16,43.28,42.50,32.66,-3.25,1.00
4034149,13.12,189,0.32,3168,0.00,0.00,16,43.28,43.00,32.89,-3.25,1.00
4034321,13.25,189,0.32,3152,0.00,0.00,16,43.28,43.00,32.77,-3.25,1.00
4034509,13.29,189,0.31,3170,0.00,0.00,16,43.28,43.00,33.01,-3.25,1.00
4034696,13.26,189,0.31,3152,0.00,0.00,16,43.28,43.00,33.12,-3.25,1.00
4034884,13.34,189,0.31,3172,0.00,0.00,16,43.28,43.00,33.13,-3.25,1.00
4035056,13.26,189,0.30,3170,0.00,0.00,16,43.63,43.00,32.32,-3.25,1.00
4035243,13.49,189,0.31,3171,0.00,0.00,16,43.28,43.00,32.09,-3.25,1.00
4035415,13.02,189,0.31,3150,0.00,0.00,16,43.28,43.00,32.66,-3.25,1.00
4035603,13.34,189,0.31,3151,0.00,0.00,16,43.28,43.00,32.66,-3.25,1.00
4035790,13.25,189,0.30,3170,0.00,0.00,16,43.63,43.00,31.20,-3.25,1.00
4035977,13.46,189,0.31,3171,0.00,0.00,16,43.28,43.50,31.75,-3.25,1.00
4036149,13.43,189,0.31,3148,0.00,0.00,16,43.28,43.00,32.55,-3.25,1.00
4036337,13.43,189,0.31,3150,0.00,0.00,16,43.28,43.00,32.66,-3.25,1.00
4036524,13.44,189,0.30,3166,0.00,0.00,16,43.63,43.00,32.09,-3.25,1.00
4036696,13.43,189,0.30,3150,0.00,0.00,16,43.63,43.00,32.77,-3.25,1.00
4039535,13.36,190,0.28,3135,0.00,0.00,16,43.98,44.00,28.43,-4.18,0.94
4039722,13.42,190,0.28,3154,0.00,0.00,16,44.34,44.00,28.11,-4.18,0.94
4039894,13.68,190,0.27,3134,0.00,0.00,16,44.34,44.00,28.96,-4.18,0.94
4040081,13.50,190,0.27,3151,0.00,0.00,16,44.34,44.00,27.79,-4.18,0.94
4040269,13.60,190,0.27,3131,0.00,0.00,16,44.34,44.00,27.79,-4.18,0.94
4040441,13.62,190,0.27,3129,0.00,0.00,16,44.34,44.00,27.90,-4.18,0.94
4040628,13.72,190,0.27,3142,0.00,0.00,16,44.34,44.00,28.64,-4.18,0.94
4040804,13.37,190,0.27,3122,0.00,0.00,16,44.34,44.00,28.54,-4.18,0.94
4040991,13.32,189,0.27,3140,0.00,0.00,16,44.34,44.00,27.90,-4.18,0.94
4041179,13.51,190,0.27,3142,0.00,0.00,16,44.34,44.00,28.32,-4.18,0.94
4041351,13.52,190,0.26,3118,0.00,0.00,16,44.34,44.00,26.84,-4.18,0.94
4041538,14.00,189,0.27,3116,0.00,0.00,16,43.98,44.00,28.22,-4.18,0.94
4041741,13.20,190,0.27,3117,0.00,0.00,16,44.34,44.00,28.22,-4.18,0.94
4041928,13.47,189,0.27,3130,0.00,0.00,16,44.34,44.00,28.11,-4.18,0.94
4042100,13.46,189,0.27,3133,0.00,0.00,16,44.34,44.00,28.22,-4.18,0.94
4042288,13.45,189,0.27,3129,0.00,0.00,16,44.34,44.00,28.33,-4.18,0.94
4042475,13.71,189,0.27,3109,0.00,0.00,16,44.34,44.00,28.43,-4.18,0.94
4042648,13.47,189,0.26,3126,0.00,0.00,16,44.34,44.00,28.11,-4.18,0.94
4042836,13.54,189,0.27,3104,0.00,0.00,16,44.34,44.00,28.32,-4.18,0.94
4043023,13.60,189,0.27,3105,0.00,0.00,16,44.34,44.00,28.11,-4.18,0.94
4043211,13.48,190,0.27,3122,0.00,0.00,16,44.34,43.50,27.69,-4.18,0.94
4043383,13.56,190,0.27,3120,0.00,0.00,16,44.34,44.00,27.79,-4.18,0.94
4043570,13.74,190,0.27,3117,0.00,0.00,16,44.34,44.00,27.37,-4.18,0.94
4043742,13.79,189,0.28,3114,0.00,0.00,16,43.98,44.00,27.89,-4.18,0.94
4043929,13.38,190,0.27,3113,0.00,0.00,16,44.34,44.00,28.33,-4.18,0.94
4044117,13.43,190,0.27,3091,0.00,0.00,16,44.34,44.00,28.01,-4.18,0.94
4044289,13.64,190,0.28,3093,0.00,0.00,16,43.98,44.00,27.37,-4.18,0.94
4044476,13.46,190,0.26,3090,0.00,0.00,16,44.34,44.00,27.79,-4.18,0.94
4047296,13.43,189,0.28,3070,0.00,0.00,16,44.34,44.00,28.43,-4.18,0.94
4047468,13.62,190,0.28,3074,0.00,0.00,16,43.98,44.00,27.79,-4.18,0.94
4047656,13.52,190,0.28,3068,0.00,0.00,16,43.98,44.00,28.86,-4.18,0.94
4047843,13.42,190,0.27,3064,0.00,0.00,16,44.34,44.00,27.58,-4.18,0.94
4048015,13.64,190,0.28,3065,0.00,0.00,16,44.34,43.50,28.33,-4.18,0.94
4048203,13.67,190,0.27,3066,0.00,0.00,16,44.34,44.00,28.11,-4.18,0.94
4048390,13.79,190,0.28,3060,0.00,0.00,16,43.98,43.50,28.54,-4.18,0.94
4048577,13.52,190,0.28,3061,0.00,0.00,16,43.98,43.50,28.64,-4.18,0.94
4048749,13.54,190,0.28,3057,0.00,0.00,16,44.34,44.00,28.43,-4.18,0.94
4048937,13.63,190,0.28,3050,0.00,0.00,16,44.34,44.00,27.69,-4.18,0.96
4049126,13.44,190,0.28,3057,0.00,0.00,16,43.98,43.50,28.64,-4.18,0.94
4049298,13.44,190,0.28,3060,0.00,0.00,16,43.98,44.00,28.54,-4.18,0.94
4049487,13.29,190,0.28,3051,0.00,0.00,16,43.98,44.00,28.64,-4.18,0.96
4049660,13.52,190,0.28,3052,0.00,0.00,16,43.98,43.50,29.50,-4.18,0.96
4049863,13.80,190,0.29,3072,0.00,0.00,16,43.98,43.50,28.86,-4.18,0.96
4050035,13.39,190,0.30,3071,0.00,0.00,16,43.63,43.00,31.07,-3.87,0.98
4050222,13.36,190,0.30,3057,0.00,0.00,16,43.63,43.50,30.85,-3.87,0.98
4050411,13.26,190,0.31,3052,0.00,0.00,16,43.28,43.50,31.41,-3.25,1.00
4050583,13.32,190,0.31,3057,0.00,0.00,16,43.28,42.50,32.77,-3.25,1.00
4050771,13.23,190,0.31,3074,0.00,0.00,16,43.28,43.00,32.09,-3.25,1.00
4050958,13.34,190,0.31,3074,0.00,0.00,16,43.28,43.00,32.32,-3.25,1.00
4051130,13.28,190,0.31,3078,0.00,0.00,16,42.93,42.50,32.55,-3.25,1.00
4051318,13.41,190,0.32,3078,0.00,0.00,16,43.28,42.50,32.54,-3.25,0.98
4051505,13.34,190,0.32,3076,0.00,0.00,16,42.93,42.50,32.55,-3.25,0.98
4051677,13.41,190,0.32,3080,0.00,0.00,16,43.28,43.00,31.98,-3.25,0.98
4051864,13.19,190,0.31,3081,0.00,0.00,16,43.28,43.00,31.41,-3.25,0.98
4052052,13.34,190,0.31,3082,0.00,0.00,16,43.28,43.00,32.09,-3.25,0.98
4052227,13.31,190,0.31,3084,0.00,0.00,16,43.28,43.50,31.20,-3.25,0.98
4055093,13.34,190,0.31,3095,0.00,0.00,16,43.28,43.00,32.09,-3.25,0.98
4055280,13.47,190,0.31,3099,0.00,0.00,16,43.28,43.00,31.64,-3.25,0.98
4055452,13.35,190,0.31,3098,0.00,0.00,16,43.28,42.50,32.09,-3.25,1.00
4055640,13.27,190,0.31,3099,0.00,0.00,16,43.28,43.00,32.20,-3.25,0.98
4055827,13.26,190,0.31,3095,0.00,0.00,16,43.28,43.00,32.21,-3.25,0.98
4055999,13.49,190,0.31,3104,0.00,0.00,16,43.28,43.00,32.43,-3.25,1.00
4056187,13.34,190,0.31,3102,0.00,0.00,16,43.28,43.00,32.32,-3.25,0.98
4056374,13.35,190,0.32,3086,0.00,0.00,16,43.28,43.00,32.66,-3.25,0.98
4056546,13.30,190,0.31,3085,0.00,0.00,16,43.28,43.00,31.87,-3.87,0.98
4056734,13.23,190,0.30,3085,0.00,0.00,16,43.28,43.00,31.86,-3.87,0.98
4056921,13.37,190,0.31,3091,0.00,0.00,16,43.28,43.00,31.87,-3.87,0.98
4057093,13.32,190,0.31,3088,0.00,0.00,16,43.28,43.00,31.41,-3.87,0.98
4057280,13.20,190,0.30,3088,0.00,0.00,16,43.28,43.00,31.64,-3.87,0.98
4057468,13.38,190,0.31,3091,0.00,0.00,16,43.63,43.00,31.65,-3.87,0.98
4057640,13.44,190,0.30,3086,0.00,0.00,16,43.28,43.50,31.20,-3.87,0.98
4057827,13.40,190,0.30,3108,0.00,0.00,16,43.63,43.00,31.75,-3.87,0.98
4058030,13.48,190,0.31,3108,0.00,0.00,16,43.28,43.50,31.87,-3.87,0.98
4058218,13.32,190,0.31,3112,0.00,0.00,16,43.28,43.00,32.09,-3.87,0.98
4058390,13.29,190,0.30,3088,0.00,0.00,16,43.28,43.00,31.41,-3.87,0.98
4058577,13.58,190,0.31,3095,0.00,0.00,16,43.28,43.00,31.86,-3.87,0.98
4058765,13.29,190,0.30,3109,0.00,0.00,16,43.63,43.50,30.74,-3.87,0.98
4058936,13.85,190,0.31,3091,0.00,0.00,16,43.28,43.50,31.41,-3.87,0.98
4059124,13.36,190,0.31,3094,0.00,0.00,16,43.28,43.50,30.97,-3.87,0.98
4059311,13.41,190,0.31,3094,0.00,0.00,16,43.28,43.00,31.65,-3.87,0.98
4059483,13.35,190,0.29,3091,0.00,0.00,16,43.63,43.00,31.52,-3.87,0.98
4059671,13.83,190,0.29,3093,0.00,0.00,16,43.63,43.00,31.64,-3.87,0.98
4059858,13.31,190,0.29,3116,0.00,0.00,16,43.98,43.50,31.19,-3.87,0.98
4060046,13.46,190,0.30,3113,0.00,0.00,16,43.28,43.00,31.30,-3.87,0.98
4062866,13.26,190,0.30,3122,0.00,0.00,16,43.63,43.00,31.65,-3.87,0.98
4063038,13.65,190,0.30,3124,0.00,0.00,16,43.28,43.50,31.30,-3.87,0.98
4063226,13.31,190,0.31,3121,0.00,0.00,16,43.63,43.00,31.98,-3.87,0.98
4063413,13.28,190,0.31,3124,0.00,0.00,16,43.63,43.00,31.87,-3.87,0.98
4063601,13.36,190,0.30,3107,0.00,0.00,16,43.28,43.00,31.86,-3.87,0.98
4063773,13.43,190,0.30,3104,0.00,0.00,16,43.63,43.50,30.85,-3.87,0.98
4063960,13.31,190,0.30,3125,0.00,0.00,16,43.28,43.00,31.52,-3.87,0.98
4064147,13.40,190,0.30,3109,0.00,0.00,16,43.63,43.50,31.86,-3.87,0.98
4064319,13.49,190,0.30,3122,0.00,0.00,16,43.63,43.50,31.30,-3.87,0.96
4064507,13.47,190,0.29,3126,0.00,0.00,16,43.63,43.50,29.95,-4.18,0.96
4064694,13.54,190,0.27,3108,0.00,0.00,16,44.34,43.50,28.75,-4.18,0.96
4064866,13.62,190,0.28,3108,0.00,0.00,16,44.34,43.50,29.28,-4.18,0.94
4065054,13.62,190,0.27,3105,0.00,0.00,16,44.34,44.00,26.93,-4.18,0.94
4065241,13.83,190,0.28,3107,0.00,0.00,16,44.34,44.00,27.58,-4.18,0.94
4065413,13.42,190,0.28,3103,0.00,0.00,16,43.98,44.00,27.90,-4.18,0.94
4065601,13.22,190,0.27,3121,0.00,0.00,16,44.34,44.00,27.58,-4.18,0.94
4065788,13.54,190,0.27,3120,0.00,0.00,16,44.34,44.00,28.54,-4.18,0.94
4065960,13.48,190,0.27,3120,0.00,0.00,16,44.34,44.00,28.11,-4.18,0.94
4066147,13.58,190,0.28,3117,0.00,0.00,16,44.34,44.00,28.22,-4.18,0.94
4066335,13.40,190,0.27,3098,0.00,0.00,16,44.34,44.00,28.11,-4.18,0.94
4066507,13.52,190,0.27,3096,0.00,0.00,16,44.34,44.00,28.32,-4.18,0.94
4066694,13.51,190,0.27,3096,0.00,0.00,16,44.34,44.00,28.22,-4.18,0.94
4066882,13.50,190,0.27,3096,0.00,0.00,16,44.34,44.00,28.11,-4.18,0.94
4067054,13.49,190,0.27,3093,0.00,0.00,16,44.34,44.00,28.22,-4.18,0.94
4067241,13.43,190,0.27,3112,0.00,0.00,16,44.34,44.00,27.69,-4.18,0.94
4067428,13.44,190,0.27,3110,0.00,0.00,16,44.34,44.00,27.58,-4.18,0.94
4067600,13.54,190,0.27,3093,0.00,0.00,16,44.34,44.00,28.22,-4.18,0.94
4067788,13.33,190,0.28,3108,0.00,0.00,16,43.98,44.00,28.11,-4.18,0.94
4070640,13.40,190,0.27,3071,0.00,0.00,16,44.34,44.00,28.22,-4.18,0.94
4070812,13.49,190,0.28,3089,0.00,0.00,16,44.34,44.00,28.00,-4.18,0.94
4071000,13.52,190,0.27,3085,0.00,0.00,16,44.34,44.00,28.01,-4.18,0.94
4071187,13.49,190,0.27,3070,0.00,0.00,16,44.34,44.00,28.11,-4.18,0.94
4071375,13.41,190,0.27,3065,0.00,0.00,16,44.34,44.00,28.22,-4.18,0.94
4071546,13.58,190,0.27,3067,0.00,0.00,16,44.34,44.00,28.11,-4.18,0.94
4071734,13.77,190,0.28,3084,0.00,0.00,16,43.98,44.00,28.32,-4.18,0.94
4071921,13.56,190,0.28,3086,0.00,0.00,16,43.98,43.50,28.64,-4.18,0.94
4072093,13.28,190,0.28,3062,0.00,0.00,16,43.98,43.50,29.18,-4.18,0.94
4072280,13.26,190,0.28,3060,0.00,0.00,16,43.98,44.00,28.75,-4.18,0.94
4072470,13.32,190,0.27,3076,0.00,0.00,16,44.34,44.00,28.11,-4.18,0.94
4072642,13.50,190,0.26,3080,0.00,0.00,16,44.34,44.00,27.90,-4.18,0.94
4072830,13.47,190,0.28,3076,0.00,0.00,16,43.98,43.50,28.43,-4.18,0.94
4073017,13.35,190,0.28,3076,0.00,0.00,16,43.98,44.00,29.07,-4.18,0.94
4073189,13.28,190,0.28,3075,0.00,0.00,16,43.98,43.50,28.54,-4.18,0.94
4073376,13.54,190,0.28,3074,0.00,0.00,16,44.34,44.00,28.22,-4.18,0.94
4073564,13.52,190,0.27,3071,0.00,0.00,16,44.34,44.00,27.90,-4.18,0.94
4073736,13.68,190,0.28,3071,0.00,0.00,16,43.98,44.00,28.11,-4.18,0.94
4073923,13.28,190,0.26,3071,0.00,0.00,16,44.34,43.50,26.21,-4.18,0.94
4074111,14.00,190,0.28,3074,0.00,0.00,16,43.98,43.50,28.33,-4.18,0.94
4074283,13.65,190,0.27,3074,0.00,0.00,16,43.98,43.50,28.43,-4.18,0.94
4074470,13.51,190,0.27,3068,0.00,0.00,16,44.34,43.50,28.22,-4.18,0.94
4074657,13.51,190,0.28,3068,0.00,0.00,16,44.34,44.00,28.33,-4.18,0.94
4074832,13.60,190,0.28,3064,0.00,0.00,16,43.98,44.00,28.32,-4.18,0.94
4075019,13.65,190,0.27,3045,0.00,0.00,16,44.34,43.50,28.55,-4.18,0.94
4075206,13.50,190,0.27,3046,0.00,0.00,16,44.34,43.50,28.54,-4.18,0.94
4075378,13.63,190,0.28,3042,0.00,0.00,16,43.98,43.50,28.64,-4.18,0.94
4075566,13.49,190,0.27,3042,0.00,0.00,16,44.34,44.00,27.47,-4.18,0.94
4078538,13.24,190,0.28,3045,0.00,0.00,16,43.98,43.50,28.43,-4.18,0.94
4078726,13.50,190,0.28,3046,0.00,0.00,16,43.98,43.50,28.96,-4.18,0.94
4078913,13.38,190,0.28,3042,0.00,0.00,16,43.98,43.50,28.32,-4.18,0.94
4079085,13.44,190,0.28,3042,0.00,0.00,16,43.98,43.50,28.54,-4.18,0.94
4079272,13.26,190,0.28,3024,0.00,0.00,16,43.98,44.00,27.48,-4.18,0.94
4079444,13.48,190,0.28,3023,0.00,0.00,16,44.34,43.50,28.43,-4.18,0.94
4079632,13.38,190,0.29,3020,0.00,0.00,16,43.98,43.50,28.86,-4.18,0.94
4079819,13.37,190,0.28,3024,0.00,0.00,16,43.98,43.50,28.54,-4.18,0.94
4079991,13.47,190,0.28,3040,0.00,0.00,16,43.98,43.50,28.54,-4.18,0.94
4080179,13.59,190,0.28,3040,0.00,0.00,16,43.98,44.00,27.69,-4.18,0.94
4080366,13.52,190,0.28,3039,0.00,0.00,16,43.98,43.50,27.79,-4.18,0.94
4080554,13.44,190,0.27,3039,0.00,0.00,16,44.34,43.50,27.48,-4.18,0.94
4080727,13.65,190,0.27,3035,0.00,0.00,16,44.34,43.50,27.26,-4.18,0.94
4080914,13.62,190,0.28,3018,0.00,0.00,16,43.98,43.50,27.90,-4.18,0.94
4081086,13.44,190,0.28,3018,0.00,0.00,16,43.98,43.50,28.33,-4.18,0.94
4081273,13.63,190,0.27,3019,0.00,0.00,16,43.98,44.00,27.69,-4.18,0.94
4081461,13.56,190,0.28,3039,0.00,0.00,16,43.98,43.50,27.90,-4.18,0.94
4081636,13.57,190,0.28,3035,0.00,0.00,16,43.98,43.50,28.43,-4.18,0.94
4081824,13.43,190,0.28,3018,0.00,0.00,16,43.98,43.50,28.64,-4.18,0.94
4082011,13.43,190,0.27,3020,0.00,0.00,16,44.34,43.50,28.01,-4.18,0.94
4082183,13.67,190,0.28,3018,0.00,0.00,16,43.98,44.00,28.11,-4.18,0.94
4082371,13.37,190,0.28,3020,0.00,0.00,16,43.98,43.50,28.54,-4.18,0.94
4082558,13.34,190,0.27,3039,0.00,0.00,16,44.34,43.50,28.43,-4.18,0.94
4082730,13.73,190,0.27,3025,0.00,0.00,16,43.98,43.50,28.32,-4.18,0.94
4082918,13.56,190,0.29,3038,0.00,0.00,16,43.98,43.50,28.54,-4.18,0.94
4083105,13.35,190,0.28,3034,0.00,0.00,16,44.34,43.50,27.58,-4.18,0.94
4083277,13.62,190,0.28,3036,0.00,0.00,16,43.98,43.50,28.75,-4.18,0.94
4083465,13.52,190,0.27,3019,0.00,0.00,16,44.34,44.00,27.79,-4.18,0.94
4086332,14.00,190,0.29,3038,0.00,0.00,16,43.98,43.50,28.64,-4.18,0.96
4086520,13.62,190,0.29,3039,0.00,0.00,16,43.98,43.50,29.51,-4.18,0.96
4086692,13.22,190,0.28,3038,0.00,0.00,16,43.98,43.50,28.33,-4.18,0.96
4086879,13.63,190,0.29,3017,0.00,0.00,16,43.98,43.50,28.86,-4.18,0.96
4087067,13.40,190,0.29,3023,0.00,0.00,16,43.98,43.50,29.28,-4.18,0.96
4087254,13.41,190,0.28,3041,0.00,0.00,16,44.34,43.50,28.86,-4.18,0.96
4087426,13.79,190,0.28,3038,0.00,0.00,16,43.98,43.50,28.86,-4.18,0.96
4087614,13.57,190,0.29,3040,0.00,0.00,16,43.98,43.50,29.18,-4.18,0.96
4087785,13.40,190,0.29,3020,0.00,0.00,16,43.98,43.50,28.32,-4.18,0.96
4087973,13.46,190,0.29,3022,0.00,0.00,16,43.98,43.50,29.18,-4.18,0.96
4088160,13.37,190,0.29,3022,0.00,0.00,16,43.98,43.50,28.64,-4.18,0.94
4088348,13.43,190,0.29,3024,0.00,0.00,16,43.98,43.50,29.28,-4.18,0.96
4088520,13.46,190,0.29,3026,0.00,0.00,16,43.98,43.50,28.75,-4.18,0.96
4088707,13.49,190,0.29,3044,0.00,0.00,16,43.98,43.50,29.28,-4.18,0.96
4088895,13.47,190,0.28,3040,0.00,0.00,16,43.98,43.50,28.85,-4.18,0.96
4089067,13.88,190,0.29,3044,0.00,0.00,16,43.98,43.50,29.39,-4.18,0.96
4089254,13.50,190,0.28,3044,0.00,0.00,16,43.98,44.00,28.75,-4.18,0.94
4089441,13.71,190,0.28,3044,0.00,0.00,16,43.98,43.50,28.96,-4.18,0.96
4089613,13.58,190,0.28,3028,0.00,0.00,16,43.98,43.50,28.43,-4.18,0.96
4089801,13.79,190,0.28,3024,0.00,0.00,16,43.98,43.50,28.86,-4.18,0.96
4089988,13.49,190,0.29,3026,0.00,0.00,16,43.98,43.50,28.75,-4.18,0.96
4090161,13.42,190,0.27,3028,0.00,0.00,16,44.34,43.50,27.48,-4.18,0.96
4090348,13.71,190,0.28,3042,0.00,0.00,16,43.98,43.50,28.64,-4.18,0.96
4090536,13.46,190,0.28,3045,0.00,0.00,16,43.98,43.50,29.18,-4.18,0.96
4090723,13.31,190,0.28,3044,0.00,0.00,16,43.98,43.50,28.22,-4.18,0.96
4090895,13.61,190,0.28,3042,0.00,0.00,16,43.98,43.50,28.11,-4.18,0.94
4091082,13.73,190,0.29,3029,0.00,0.00,16,43.98,43.50,28.64,-4.18,0.94
4097916,13.38,190,0.28,3028,0.00,0.00,16,43.98,43.50,28.86,-4.18,0.96
4098087,13.80,190,0.29,3028,0.00,0.00,16,43.63,43.50,29.18,-4.18,0.96
4098275,13.20,190,0.29,3028,0.00,0.00,16,43.98,43.50,29.20,-4.18,0.96
4098462,13.41,190,0.28,3045,0.00,0.00,16,43.98,43.50,29.18,-4.18,0.96
4098634,13.49,190,0.29,3045,0.00,0.00,16,43.98,43.50,28.64,-4.18,0.96
4098822,13.34,190,0.28,3047,0.00,0.00,16,43.98,43.50,29.18,-4.18,0.96
4099009,13.49,190,0.29,3047,0.00,0.00,16,43.98,43.50,29.50,-4.18,0.96
4099197,13.48,190,0.28,3025,0.00,0.00,16,43.98,43.50,29.83,-4.18,0.96
4099369,13.49,190,0.29,3026,0.00,0.00,16,43.98,43.50,29.39,-4.18,0.96
4099556,13.43,190,0.29,3026,0.00,0.00,16,43.98,43.50,29.72,-4.18,0.96
4102397,13.53,190,0.26,3035,0.00,0.00,16,44.34,44.00,25.90,-4.18,0.92
4102568,13.44,190,0.24,3039,0.00,0.00,16,44.34,44.00,24.91,-4.18,0.92
4102771,13.77,190,0.25,3029,0.00,0.00,16,44.34,44.00,25.01,-4.18,0.92
4102943,13.92,190,0.26,3026,0.00,0.00,16,44.34,44.00,26.20,-4.18,0.94
4103131,13.55,190,0.26,3016,0.00,0.00,16,44.34,44.00,27.48,-4.18,0.94
4103303,13.56,190,0.27,3013,0.00,0.00,16,44.34,44.00,26.51,-4.18,0.94
4103490,13.50,190,0.28,3026,0.00,0.00,16,44.34,44.00,27.16,-4.18,0.94
4103678,13.23,190,0.28,3029,0.00,0.00,16,44.34,44.00,27.37,-4.18,0.94
4103850,13.43,190,0.28,3025,0.00,0.00,16,43.98,44.00,28.11,-4.18,0.94
4104037,13.41,190,0.28,3012,0.00,0.00,16,44.34,44.00,27.26,-4.18,0.94
4104224,13.41,190,0.28,3010,0.00,0.00,16,43.98,44.00,27.05,-4.18,0.94
4104400,13.65,190,0.27,3010,0.00,0.00,16,44.34,43.50,28.32,-4.18,0.94
4104588,13.48,190,0.28,3028,0.00,0.00,16,43.98,43.50,28.43,-4.18,0.96
4104760,13.49,190,0.27,3029,0.00,0.00,16,44.34,43.50,29.17,-4.18,0.96
4104947,13.75,190,0.28,3010,0.00,0.00,16,43.98,43.50,28.86,-4.18,0.96
4105134,13.47,190,0.28,3010,0.00,0.00,16,43.98,43.50,28.54,-4.18,0.96
4105306,13.58,190,0.29,3007,0.00,0.00,16,43.63,43.50,28.96,-4.18,0.96
4105494,13.66,190,0.29,3012,0.00,0.00,16,43.98,43.50,29.39,-4.18,0.96
4105666,13.36,190,0.29,3029,0.00,0.00,16,43.98,43.50,29.83,-4.18,0.96
4105853,13.59,190,0.29,3028,0.00,0.00,16,43.63,43.50,29.61,-4.18,0.96
4106041,13.52,190,0.29,3036,0.00,0.00,16,43.63,43.50,29.39,-4.18,0.96
4106216,13.54,190,0.29,3012,0.00,0.00,16,43.63,43.50,29.28,-4.18,0.96
4106404,13.45,190,0.30,3016,0.00,0.00,16,43.63,43.50,30.06,-4.18,0.96
4106591,13.37,190,0.30,3032,0.00,0.00,16,43.63,43.50,29.84,-4.18,0.96
4106778,13.28,190,0.29,3032,0.00,0.00,16,43.63,43.50,30.06,-4.18,0.96
4106950,13.43,190,0.30,3032,0.00,0.00,16,43.63,43.50,29.83,-4.18,0.96
4107138,13.38,190,0.30,3031,0.00,0.00,16,43.28,43.50,30.85,-4.18,0.96
4107325,13.40,190,0.30,3032,0.00,0.00,16,43.63,43.50,29.50,-4.18,0.96
4110144,13.65,190,0.30,3040,0.00,0.00,16,43.28,43.50,30.52,-4.18,0.96
4110316,13.28,190,0.30,3025,0.00,0.00,16,43.63,43.00,31.41,-3.87,0.96
4110504,13.64,190,0.30,3024,0.00,0.00,16,43.63,43.50,30.51,-3.87,0.96
4110691,13.67,190,0.31,3026,0.00,0.00,16,43.63,43.00,31.20,-3.87,0.96
4110879,13.22,190,0.30,3026,0.00,0.00,16,43.63,43.50,30.40,-3.87,0.96
4111051,13.37,190,0.30,3028,0.00,0.00,16,43.28,43.00,31.08,-3.87,0.98
4111238,13.42,190,0.29,3046,0.00,0.00,16,43.63,43.00,31.41,-3.87,0.98
4111425,13.54,190,0.29,3046,0.00,0.00,16,43.63,43.00,30.85,-3.87,0.98
4111597,13.53,190,0.31,3047,0.00,0.00,16,43.28,43.00,30.74,-3.87,0.98
4111785,13.50,190,0.31,3050,0.00,0.00,16,43.28,43.00,31.52,-3.87,0.98
4111972,13.27,190,0.31,3032,0.00,0.00,16,43.28,43.00,31.30,-3.87,0.98
4112145,13.19,190,0.31,3031,0.00,0.00,16,43.28,43.00,31.19,-3.87,0.98
4112336,13.40,190,0.31,3034,0.00,0.00,16,43.28,43.00,31.07,-3.87,0.98
4112508,13.47,190,0.31,3032,0.00,0.00,16,43.28,43.00,30.96,-3.87,0.98
4112695,13.44,190,0.32,3034,0.00,0.00,16,43.28,43.00,31.30,-3.87,0.98
4112883,13.41,190,0.31,3052,0.00,0.00,16,43.28,43.00,31.41,-3.87,0.98
4113055,13.23,190,0.31,3054,0.00,0.00,16,43.28,43.00,31.30,-3.87,0.98
4113242,13.43,190,0.31,3056,0.00,0.00,16,43.28,43.00,31.65,-3.87,0.98
4113430,13.49,190,0.31,3054,0.00,0.00,16,43.28,43.00,31.87,-3.87,0.98
4113617,13.43,190,0.32,3054,0.00,0.00,16,43.28,43.00,31.52,-3.87,0.98
4113789,13.21,190,0.31,3039,0.00,0.00,16,42.93,42.50,32.32,-3.87,0.98
4113977,13.17,190,0.32,3039,0.00,0.00,16,43.28,43.50,31.41,-3.87,0.98
4114149,13.49,190,0.32,3041,0.00,0.00,16,42.93,43.00,31.98,-3.87,0.98
4114337,13.26,190,0.31,3041,0.00,0.00,16,43.28,43.00,32.55,-3.25,0.98
4114524,13.80,190,0.31,3042,0.00,0.00,16,43.28,42.50,32.77,-3.25,0.98
4114712,13.49,190,0.33,3045,0.00,0.00,16,42.93,42.50,32.55,-3.25,0.98
4114884,13.22,190,0.31,3047,0.00,0.00,16,43.28,43.00,30.97,-3.25,0.98
4115071,13.58,190,0.31,3050,0.00,0.00,16,43.28,42.50,31.65,-3.25,0.98
4117909,13.36,190,0.32,3066,0.00,0.00,16,42.93,42.50,33.86,-3.25,1.00
4118081,13.31,190,0.31,3066,0.00,0.00,16,43.63,42.50,31.98,-3.25,1.00
4118284,13.73,190,0.31,3071,0.00,0.00,16,43.28,42.50,32.21,-3.25,1.00
4118457,13.75,190,0.33,3068,0.00,0.00,16,42.93,42.50,33.61,-3.25,1.00
4118629,13.36,190,0.32,3074,0.00,0.00,16,42.58,42.50,33.98,-3.25,1.00
4118816,13.37,190,0.34,3074,0.00,0.00,16,42.58,42.50,34.86,-3.25,1.00
4119003,13.31,190,0.33,3076,0.00,0.00,16,42.93,42.50,34.61,-3.25,1.00
4119192,13.44,190,0.33,3075,0.00,0.00,16,42.93,42.50,32.90,-3.25,1.00
4119379,13.28,190,0.34,3098,0.00,0.00,16,42.58,42.50,34.11,-2.63,1.00
