Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Coolant Temperature (F)
349396,3.12,-3.91,14.47,8,0.29,1043,0.00,0.00,14.70,16,9.88,10.00,5.22,5.04,1.40,0.64,14.60,151
349459,3.12,-3.91,14.59,8,0.29,1050,0.00,0.00,14.70,16,9.88,9.50,5.37,5.07,1.40,0.64,14.60,151
349523,3.12,-3.91,14.47,8,0.29,1044,0.00,0.00,14.70,16,9.88,11.00,5.37,5.10,1.40,0.64,14.70,151
349588,3.12,-3.91,14.59,8,0.29,1048,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.60,151
349652,3.12,-3.91,14.47,8,0.29,1052,0.00,0.00,14.70,16,9.88,9.00,5.37,5.10,1.40,0.64,14.60,151
349715,3.12,-3.91,14.59,8,0.29,1052,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.60,151
349779,3.12,-3.91,14.59,8,0.29,1042,0.00,0.00,14.70,16,9.88,10.00,5.37,5.10,1.40,0.64,14.60,151
349842,3.12,-3.91,14.59,8,0.29,1046,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.60,151
349906,3.12,-3.91,14.59,8,0.29,1049,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.70,151
349970,3.12,-3.91,14.59,8,0.29,1052,0.00,0.00,14.70,16,9.88,10.00,5.37,5.07,1.40,0.64,14.70,151
350034,3.12,-3.91,14.59,8,0.29,1054,0.00,0.00,14.70,16,9.88,9.00,5.37,5.10,1.40,0.64,14.70,151
350098,3.12,-3.91,14.47,8,0.29,1048,0.00,0.00,14.70,16,9.88,9.50,5.22,5.07,1.40,0.64,14.70,151
350163,3.12,-3.91,14.47,8,0.29,1055,0.00,0.00,14.70,16,9.88,8.50,5.37,5.10,1.40,0.64,14.70,151
350226,3.12,-3.91,14.47,8,0.29,1054,0.00,0.00,14.70,16,9.88,9.00,5.37,5.10,1.40,0.64,14.60,151
350291,3.12,-3.91,14.36,8,0.29,1039,0.00,0.00,14.70,16,9.88,10.50,5.37,5.07,1.40,0.64,14.60,151
350354,3.12,-3.91,14.47,8,0.29,1048,0.00,0.00,14.70,16,9.88,9.50,5.37,5.07,1.40,0.64,14.60,151
350418,3.12,-3.91,14.47,8,0.29,1047,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.70,151
350482,3.12,-3.91,14.47,8,0.30,1046,0.00,0.00,14.70,16,9.88,9.50,5.37,5.07,1.40,0.64,14.70,151
350546,3.12,-3.91,14.47,8,0.29,1045,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.60,151
350610,3.12,-3.91,14.59,8,0.29,1057,0.00,0.00,14.70,16,9.88,8.50,5.37,5.07,1.40,0.64,14.60,151
350673,3.91,-3.91,14.59,8,0.29,1046,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.60,151
350737,3.12,-3.91,14.59,8,0.29,1044,0.00,0.00,14.70,16,9.88,10.00,5.37,5.07,1.40,0.64,14.60,151
350801,3.12,-3.91,14.59,8,0.29,1052,0.00,0.00,14.70,16,9.88,9.00,5.37,5.10,1.40,0.64,14.60,151
350865,3.12,-3.91,14.59,8,0.29,1052,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.60,151
350930,3.12,-3.91,14.59,8,0.29,1047,0.00,0.00,14.70,16,9.88,8.50,5.37,5.10,1.40,0.64,14.60,151
350993,3.12,-3.91,14.59,8,0.29,1056,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.70,151
351057,3.12,-3.91,14.47,8,0.29,1050,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.70,151
351120,3.12,-3.91,14.59,8,0.29,1039,0.00,0.00,14.70,16,9.88,9.00,5.22,5.10,1.40,0.64,14.70,151
351184,3.12,-3.91,14.47,8,0.29,1053,0.00,0.00,14.70,16,9.88,10.50,5.37,5.10,1.40,0.64,14.70,151
351248,3.12,-3.91,14.47,8,0.29,1042,0.00,0.00,14.70,16,9.88,10.50,5.37,5.07,1.40,0.64,14.70,151
351311,3.12,-3.91,14.47,8,0.30,1045,0.00,0.00,14.70,16,9.88,10.00,5.37,5.13,1.40,0.64,14.70,151
351376,3.12,-3.91,14.47,8,0.29,1039,0.00,0.00,14.70,16,9.88,10.50,5.37,5.13,1.40,0.64,14.70,151
351439,3.12,-3.91,14.59,8,0.29,1046,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.60,151
351503,3.12,-3.91,14.47,8,0.29,1053,0.00,0.00,14.70,16,9.88,9.00,5.37,5.10,1.40,0.64,14.70,151
351567,3.12,-3.91,14.59,8,0.30,1053,0.00,0.00,14.70,16,9.88,9.00,5.37,5.10,1.40,0.64,14.70,151
351632,3.12,-3.91,14.59,8,0.29,1052,0.00,0.00,14.70,16,9.88,9.00,5.37,5.10,1.40,0.64,14.70,151
351697,3.12,-3.91,14.59,8,0.29,1045,0.00,0.00,14.70,16,9.88,9.50,5.37,5.07,1.40,0.64,14.70,151
351760,3.12,-3.91,14.59,8,0.29,1057,0.00,0.00,14.70,16,9.88,8.50,5.37,5.10,1.40,0.64,14.70,151
351823,3.12,-3.91,14.47,8,0.29,1059,0.00,0.00,14.70,16,9.88,8.50,5.37,5.07,1.40,0.64,14.70,151
351887,3.12,-3.91,14.59,8,0.29,1059,0.00,0.00,14.70,16,9.88,8.50,5.37,5.10,1.40,0.64,14.60,151
351951,3.12,-3.91,14.47,8,0.29,1051,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.60,151
352015,3.12,-3.91,14.59,8,0.29,1041,0.00,0.00,14.70,16,9.88,10.50,5.37,5.10,1.40,0.64,14.70,151
352079,3.12,-3.91,14.59,8,0.29,1051,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.70,151
352142,3.12,-3.91,14.47,8,0.29,1055,0.00,0.00,14.70,16,9.88,9.00,5.37,5.10,1.40,0.64,14.60,151
352206,3.12,-3.91,14.59,8,0.29,1069,0.00,0.00,14.70,16,9.88,8.00,5.22,5.10,1.40,0.64,14.70,151
352270,3.12,-3.91,14.59,8,0.29,1064,0.00,0.00,14.70,16,9.88,8.00,5.22,5.10,1.40,0.64,14.70,151
352334,3.12,-3.91,14.59,8,0.29,1055,0.00,0.00,14.70,16,9.88,9.50,5.22,5.10,1.40,0.64,14.70,151
352398,3.12,-3.91,14.47,8,0.30,1044,0.00,0.00,14.70,16,9.88,10.50,5.22,5.10,1.40,0.64,14.70,151
352462,3.12,-3.91,14.47,8,0.30,1038,0.00,0.00,14.70,16,9.88,11.00,5.37,5.17,1.40,0.64,14.70,151
352533,3.12,-3.91,14.59,8,0.29,1049,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.60,151
352589,3.12,-3.91,14.47,8,0.29,1047,0.00,0.00,14.70,16,9.88,10.00,5.37,5.10,1.40,0.64,14.70,151
352653,3.12,-3.91,14.59,8,0.29,1070,0.00,0.00,14.70,16,9.88,7.50,5.37,5.10,1.40,0.64,14.70,151
352717,3.12,-3.91,14.47,8,0.29,1060,0.00,0.00,14.70,16,9.88,8.50,5.22,5.07,1.40,0.64,14.60,151
352781,3.12,-3.91,14.59,8,0.29,1058,0.00,0.00,14.70,16,9.88,9.00,5.22,5.04,1.40,0.64,14.60,151
352844,3.12,-3.91,14.59,8,0.29,1062,0.00,0.00,14.70,16,9.88,9.00,5.37,5.07,1.40,0.64,14.70,151
352909,3.12,-3.91,14.59,8,0.29,1050,0.00,0.00,14.70,16,9.88,10.00,5.37,5.07,1.40,0.64,14.70,151
352973,3.12,-3.91,14.59,8,0.29,1048,0.00,0.00,14.70,16,9.88,10.50,5.37,5.04,1.40,0.64,14.70,151
353037,3.12,-3.91,14.47,8,0.30,1029,0.00,0.00,14.70,16,9.88,12.00,5.22,5.10,1.40,0.64,14.60,151
353100,3.12,-3.91,14.47,8,0.29,1049,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.70,151
353164,3.12,-3.91,14.47,8,0.29,1044,0.00,0.00,14.70,16,9.88,10.00,5.37,5.10,1.40,0.64,14.70,151
353229,3.12,-3.91,14.59,8,0.30,1048,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.70,151
353292,3.12,-3.91,14.70,8,0.29,1049,0.00,0.00,14.70,16,9.88,10.00,5.37,5.10,1.40,0.64,14.60,153
353355,3.12,-3.91,14.59,8,0.29,1052,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.60,153
353420,3.91,-3.91,14.70,8,0.29,1059,0.00,0.00,14.70,16,9.88,8.50,5.37,5.04,1.40,0.64,14.70,153
353483,3.12,-3.91,14.59,8,0.29,1059,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.70,153
353547,3.12,-3.91,14.70,8,0.29,1048,0.00,0.00,14.70,16,9.88,9.00,5.22,5.10,1.40,0.64,14.70,153
353612,3.12,-3.91,14.59,8,0.29,1058,0.00,0.00,14.70,16,9.88,9.00,5.37,5.10,1.40,0.64,14.70,153
353676,3.12,-3.91,14.59,8,0.29,1055,0.00,0.00,14.70,16,9.88,8.00,5.37,5.10,1.40,0.64,14.70,153
353740,3.12,-3.91,14.59,8,0.29,1063,0.00,0.00,14.70,16,9.88,9.00,5.22,5.07,1.40,0.64,14.70,153
353802,3.12,-3.91,14.59,8,0.29,1058,0.00,0.00,14.70,16,9.88,9.00,5.22,5.07,1.40,0.64,14.70,153
353866,3.12,-3.91,14.59,8,0.29,1038,0.00,0.00,14.70,16,9.88,11.00,5.22,5.07,1.40,0.64,14.70,153
353930,3.12,-3.91,14.70,8,0.29,1047,0.00,0.00,14.70,16,9.88,10.00,5.37,5.10,1.40,0.64,14.80,153
353994,3.91,-3.91,14.59,8,0.29,1056,0.00,0.00,14.70,16,9.88,10.00,5.37,5.04,1.40,0.64,14.70,153
354059,3.12,-3.91,14.70,8,0.29,1058,0.00,0.00,14.70,16,9.88,9.00,5.22,5.04,1.40,0.64,14.70,153
354122,3.12,-3.91,14.59,8,0.29,1046,0.00,0.00,14.70,16,9.88,10.00,5.22,5.10,1.40,0.64,14.70,153
354186,3.12,-3.91,14.70,8,0.29,1052,0.00,0.00,14.70,16,9.88,9.50,5.22,5.10,1.40,0.64,14.70,153
354251,3.12,-3.91,14.59,8,0.29,1054,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.70,153
354313,3.12,-3.91,14.47,8,0.29,1054,0.00,0.00,14.70,16,9.88,9.50,5.22,5.07,1.40,0.64,14.70,153
354378,3.12,-3.91,14.59,8,0.29,1062,0.00,0.00,14.70,16,9.88,8.00,5.22,5.10,1.40,0.64,14.70,153
354442,3.91,-3.91,14.59,8,0.29,1057,0.00,0.00,14.70,16,9.88,9.00,5.22,5.10,1.40,0.64,14.60,153
354506,3.12,-3.91,14.59,8,0.29,1052,0.00,0.00,14.70,16,9.88,9.50,5.22,5.10,1.40,0.64,14.70,153
354569,3.91,-3.91,14.59,8,0.29,1054,0.00,0.00,14.70,16,9.88,9.50,5.22,5.10,1.40,0.64,14.70,153
354633,3.12,-3.91,14.59,8,0.29,1053,0.00,0.00,14.70,16,9.88,9.50,5.22,5.07,1.38,0.64,14.70,153
354697,3.12,-3.91,14.59,8,0.29,1052,0.00,0.00,14.70,16,9.88,9.50,5.22,5.10,1.40,0.64,14.70,153
354762,3.12,-3.91,14.59,8,0.29,1048,0.00,0.00,14.70,16,9.88,10.00,5.22,5.04,1.40,0.64,14.70,153
354825,3.12,-3.91,14.59,8,0.29,1056,0.00,0.00,14.70,16,9.88,9.50,5.22,5.07,1.40,0.64,14.80,153
354890,3.91,-3.91,14.59,8,0.29,1059,0.00,0.00,14.70,16,9.88,9.00,5.22,5.07,1.40,0.64,14.70,153
354953,3.91,-3.91,14.70,8,0.29,1056,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.40,0.64,14.70,153
355017,3.91,-3.91,14.70,8,0.29,1040,0.00,0.00,14.70,16,9.88,11.00,5.22,5.04,1.40,0.64,14.70,153
355081,3.12,-3.91,14.70,8,0.29,1047,0.00,0.00,14.70,16,9.88,10.00,5.22,5.10,1.40,0.64,14.70,153
355145,3.12,-3.91,14.59,8,0.29,1058,0.00,0.00,14.70,16,9.88,9.00,5.22,5.10,1.40,0.64,14.80,153
355209,3.91,-3.91,14.59,8,0.28,1057,0.00,0.00,14.70,16,9.88,9.00,5.22,5.04,1.40,0.64,14.70,153
355273,3.91,-3.91,14.70,8,0.29,1065,0.00,0.00,14.70,16,9.88,8.00,5.22,5.04,1.38,0.64,14.70,153
355336,3.91,-3.91,14.59,8,0.29,1061,0.00,0.00,14.70,16,9.88,8.50,5.22,5.04,1.40,0.64,14.80,153
355400,3.12,-3.91,14.70,8,0.29,1062,0.00,0.00,14.70,16,9.88,8.50,5.22,5.10,1.40,0.64,14.70,153
355463,3.91,-3.91,14.59,8,0.29,1050,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.38,0.64,14.70,153
355528,3.12,-3.91,14.59,8,0.29,1045,0.00,0.00,14.70,16,9.88,10.50,5.22,5.10,1.40,0.64,14.70,153
355592,3.91,-3.91,14.59,8,0.29,1054,0.00,0.00,14.70,16,9.88,9.50,5.22,5.07,1.40,0.64,14.70,153
355656,3.12,-3.91,14.59,8,0.29,1044,0.00,0.00,14.70,16,9.88,10.50,5.22,5.10,1.40,0.64,14.70,153
355720,3.12,-3.91,14.59,8,0.29,1056,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.38,0.64,14.70,153
355783,3.12,-3.91,14.59,8,0.29,1052,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.40,0.64,14.70,153
355848,3.12,-3.91,14.59,8,0.29,1051,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.40,0.64,14.70,153
355911,3.91,-3.91,14.59,8,0.29,1051,0.00,0.00,14.70,16,9.88,10.50,5.22,5.04,1.40,0.64,14.70,153
355975,3.12,-3.91,14.59,8,0.29,1034,0.00,0.00,14.70,16,9.88,11.50,5.37,5.07,1.40,0.64,14.70,153
356039,3.91,-3.91,14.59,8,0.29,1034,0.00,0.00,14.70,16,9.88,9.50,5.37,5.04,1.40,0.64,14.70,153
356103,3.12,-3.91,14.47,8,0.29,1049,0.00,0.00,14.70,16,9.88,9.00,5.37,5.10,1.40,0.64,14.70,153
356167,3.12,-3.91,14.47,8,0.29,1058,0.00,0.00,14.70,16,9.88,9.00,5.22,5.04,1.38,0.64,14.70,153
356231,3.12,-3.91,14.47,8,0.29,1057,0.00,0.00,14.70,16,9.88,9.00,5.22,5.04,1.40,0.64,14.70,153
356295,3.12,-3.91,14.59,8,0.29,1056,0.00,0.00,14.70,16,9.88,9.00,5.22,5.07,1.40,0.64,14.70,153
356359,3.12,-3.91,14.59,8,0.29,1056,0.00,0.00,14.70,16,9.88,9.00,5.22,5.04,1.38,0.64,14.70,153
356422,3.12,-3.91,14.47,8,0.28,1055,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.40,0.64,14.60,153
356486,3.12,-3.91,14.47,8,0.29,1049,0.00,0.00,14.70,16,9.88,10.00,5.22,5.04,1.40,0.64,14.60,153
356550,3.12,-3.91,14.47,8,0.29,1049,0.00,0.00,14.70,16,9.88,10.00,5.37,5.04,1.40,0.64,14.60,153
356614,3.12,-3.91,14.47,8,0.29,1046,0.00,0.00,14.70,16,9.88,10.50,5.22,5.04,1.40,0.64,14.60,153
356678,3.12,-3.91,14.47,8,0.29,1047,0.00,0.00,14.70,16,9.88,10.00,5.37,5.04,1.40,0.64,14.60,153
356743,3.12,-3.91,14.59,8,0.29,1046,0.00,0.00,14.70,16,9.88,10.00,5.22,5.07,1.40,0.64,14.60,153
356805,3.91,-3.91,14.59,8,0.29,1048,0.00,0.00,14.70,16,9.88,9.50,5.37,5.07,1.40,0.64,14.70,153
356869,3.91,-3.91,14.59,8,0.29,1046,0.00,0.00,14.70,16,9.88,10.00,5.37,5.04,1.40,0.64,14.70,153
356933,3.91,-3.91,14.59,8,0.29,1038,0.00,0.00,14.70,16,9.88,10.50,5.22,5.07,1.40,0.64,14.70,153
356997,3.91,-3.91,14.70,8,0.29,1042,0.00,0.00,14.70,16,9.88,10.50,5.37,5.10,1.40,0.64,14.70,153
357061,3.91,-3.91,14.59,8,0.29,1045,0.00,0.00,14.70,16,9.88,11.00,5.37,5.10,1.40,0.64,14.70,153
357125,3.91,-3.91,14.70,8,0.29,1054,0.00,0.00,14.70,16,9.88,9.00,5.37,5.07,1.40,0.64,14.80,153
357188,3.12,-3.91,14.59,8,0.28,1058,0.00,0.00,14.70,16,9.88,8.50,5.37,5.04,1.40,0.64,14.70,153
357253,3.12,-3.91,14.59,8,0.29,1066,0.00,0.00,14.70,16,9.88,7.50,5.22,5.07,1.40,0.64,14.70,153
357317,3.12,-3.91,14.59,8,0.29,1057,0.00,0.00,14.70,16,9.88,9.00,5.22,5.07,1.40,0.64,14.70,153
357380,3.91,-3.91,14.47,8,0.29,1045,0.00,0.00,14.70,16,9.88,10.00,5.22,5.07,1.40,0.64,14.70,153
357445,3.12,-3.91,14.59,8,0.29,1052,0.00,0.00,14.70,16,9.88,9.50,5.22,5.07,1.40,0.64,14.70,153
357508,3.12,-3.91,14.36,8,0.29,1054,0.00,0.00,14.70,16,9.88,9.00,5.22,5.07,1.40,0.64,14.60,153
357572,3.12,-3.91,14.47,8,0.29,1059,0.00,0.00,14.70,16,9.88,8.50,5.22,5.04,1.40,0.64,14.60,153
357636,3.12,-3.91,14.47,8,0.29,1052,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.40,0.64,14.60,153
357701,3.12,-3.91,14.47,8,0.29,1039,0.00,0.00,14.70,16,9.88,9.50,5.22,5.10,1.40,0.64,14.60,153
357764,3.91,-3.91,14.59,8,0.29,1043,0.00,0.00,14.70,16,9.88,10.50,5.37,5.04,1.38,0.64,14.60,153
357828,3.91,-3.91,14.59,8,0.29,1046,0.00,0.00,14.70,16,9.88,10.00,5.22,5.07,1.40,0.64,14.70,153
357892,3.91,-3.91,14.59,8,0.29,1054,0.00,0.00,14.70,16,9.88,9.00,5.37,5.07,1.40,0.64,14.70,153
357956,3.91,-3.91,14.70,8,0.29,1062,0.00,0.00,14.70,16,9.88,8.00,5.22,5.04,1.38,0.64,14.70,153
358019,3.91,-3.91,14.70,8,0.29,1055,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.40,0.64,14.70,153
358084,3.91,-3.91,14.70,8,0.29,1044,0.00,0.00,14.70,16,9.88,10.50,5.22,5.04,1.40,0.64,14.70,153
358147,3.91,-3.91,14.70,8,0.29,1046,0.00,0.00,14.70,16,9.88,10.00,5.22,5.10,1.38,0.64,14.70,153
358212,3.91,-3.91,14.70,8,0.29,1049,0.00,0.00,14.70,16,9.88,9.50,5.37,5.10,1.40,0.64,14.80,153
358275,3.91,-3.91,14.59,8,0.29,1042,0.00,0.00,14.70,16,9.88,10.50,5.22,5.10,1.40,0.64,14.80,153
358340,3.91,-3.91,14.70,8,0.29,1045,0.00,0.00,14.70,16,9.88,10.00,5.37,5.10,1.40,0.64,14.80,153
358403,3.91,-3.91,14.59,8,0.29,1056,0.00,0.00,14.70,16,9.88,9.00,5.22,5.10,1.38,0.64,14.70,153
358467,3.91,-3.91,14.70,8,0.29,1064,0.00,0.00,14.70,16,9.88,8.00,5.22,5.07,1.40,0.64,14.70,153
358531,3.91,-3.91,14.59,8,0.28,1064,0.00,0.00,14.70,16,9.88,8.00,5.22,5.04,1.40,0.64,14.80,153
358595,3.12,-3.91,14.47,8,0.29,1053,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.38,0.64,14.70,153
358659,3.91,-3.91,14.47,8,0.29,1053,0.00,0.00,14.70,16,9.88,9.50,5.22,5.10,1.40,0.64,14.70,153
358723,3.12,-3.91,14.47,8,0.29,1052,0.00,0.00,14.70,16,9.88,10.50,5.22,5.10,1.40,0.64,14.60,153
358786,3.12,-3.91,14.47,8,0.28,1046,0.00,0.00,14.70,16,9.88,8.00,5.22,5.04,1.38,0.64,14.60,153
358850,3.91,-3.91,14.47,8,0.29,1064,0.00,0.00,14.70,16,9.88,8.50,5.22,5.04,1.40,0.64,14.60,153
358914,3.12,-3.91,14.47,8,0.29,1062,0.00,0.00,14.70,16,9.88,9.00,5.22,5.04,1.40,0.64,14.60,153
358978,3.91,-3.91,14.47,8,0.29,1061,0.00,0.00,14.70,16,9.88,9.00,5.22,5.10,1.40,0.64,14.60,153
359042,3.91,-3.91,14.47,8,0.29,1048,0.00,0.00,14.70,16,9.88,10.00,5.22,5.04,1.38,0.64,14.60,153
359106,3.91,-3.91,14.47,8,0.29,1042,0.00,0.00,14.70,16,9.88,10.50,5.22,5.04,1.40,0.64,14.60,153
359170,3.12,-3.91,14.47,8,0.29,1049,0.00,0.00,14.70,16,9.88,10.00,5.22,5.10,1.40,0.64,14.60,153
359234,3.91,-3.91,14.47,8,0.29,1046,0.00,0.00,14.70,16,9.88,10.50,5.22,5.04,1.38,0.64,14.60,153
359297,3.91,-3.91,14.59,8,0.29,1056,0.00,0.00,14.70,16,9.88,9.00,5.22,5.04,1.38,0.64,14.60,153
359361,3.91,-3.91,14.47,8,0.29,1051,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.40,0.64,14.60,153
359426,3.91,-3.91,14.59,8,0.29,1050,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.40,0.64,14.70,153
359489,3.12,-3.91,14.47,8,0.28,1050,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.38,0.64,14.60,153
359554,3.12,-3.91,14.47,8,0.28,1056,0.00,0.00,14.70,16,9.88,9.00,5.22,5.04,1.38,0.64,14.60,153
359617,3.12,-3.91,14.47,8,0.29,1065,0.00,0.00,14.70,16,9.88,8.00,5.22,5.07,1.40,0.64,14.60,153
359681,3.91,-3.91,14.47,8,0.29,1050,0.00,0.00,14.70,16,9.88,10.00,5.22,5.10,1.40,0.64,14.60,153
359744,3.12,-3.91,14.59,8,0.29,1054,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.40,0.64,14.60,153
359808,3.91,-3.91,14.47,8,0.28,1054,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.40,0.64,14.70,153
359872,3.91,-3.91,14.59,8,0.29,1065,0.00,0.00,14.70,16,9.88,8.00,5.22,5.04,1.40,0.64,14.70,153
359936,3.91,-3.91,14.59,8,0.28,1062,0.00,0.00,14.70,16,9.88,8.50,5.22,5.04,1.38,0.64,14.60,153
360001,3.91,-3.91,14.59,8,0.28,1058,0.00,0.00,14.70,16,9.88,9.00,5.22,5.00,1.40,0.64,14.70,153
360064,3.91,-3.91,14.59,8,0.28,1061,0.00,0.00,14.70,16,9.88,9.00,5.22,5.00,1.40,0.64,14.70,153
360128,3.91,-3.91,14.47,8,0.29,1062,0.00,0.00,14.70,16,9.88,9.00,5.22,5.00,1.38,0.64,14.70,153
360192,3.12,-3.91,14.59,8,0.29,1054,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.40,0.64,14.60,153
360257,3.91,-3.91,14.47,8,0.29,1049,0.00,0.00,14.70,16,9.88,10.50,5.22,5.00,1.40,0.64,14.60,153
360321,3.12,-3.91,14.47,8,0.29,1045,0.00,0.00,14.70,16,9.88,10.50,5.22,5.10,1.38,0.64,14.70,153
360384,3.91,-3.91,14.59,8,0.29,1054,0.00,0.00,14.70,16,9.88,9.50,5.22,5.00,1.40,0.64,14.70,153
360448,3.91,-3.91,14.47,8,0.29,1045,0.00,0.00,14.70,16,9.88,10.50,5.22,5.04,1.40,0.64,14.70,153
360513,3.12,-3.91,14.59,8,0.29,1069,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.40,0.64,14.60,153
360576,3.91,-3.91,14.47,8,0.28,1058,0.00,0.00,14.70,16,9.88,9.50,5.22,5.00,1.38,0.64,14.60,153
360641,3.91,-3.91,14.59,8,0.29,1058,0.00,0.00,14.70,16,9.88,9.50,5.22,5.00,1.40,0.64,14.60,153
360704,3.91,-3.91,14.59,8,0.29,1054,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.40,0.64,14.60,153
360768,3.91,-3.91,14.59,8,0.29,1050,0.00,0.00,14.70,16,9.88,10.00,5.22,5.10,1.38,0.64,14.60,153
360832,3.91,-3.91,14.59,8,0.29,1057,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.40,0.64,14.70,153
360896,3.91,-3.91,14.59,8,0.29,1039,0.00,0.00,14.70,16,9.88,11.00,5.22,5.04,1.40,0.64,14.70,153
360960,3.91,-3.91,14.70,8,0.29,1058,0.00,0.00,14.70,16,9.88,9.00,5.22,5.07,1.40,0.64,14.70,153
361024,3.91,-3.91,14.59,8,0.29,1057,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.40,0.64,14.70,153
361087,3.91,-3.91,14.59,8,0.29,1058,0.00,0.00,14.70,16,9.88,9.00,5.22,5.04,1.40,0.64,14.70,153
361151,3.91,-3.91,14.59,8,0.29,1058,0.00,0.00,14.70,16,9.88,9.50,5.22,5.10,1.40,0.64,14.70,153
361215,3.91,-3.91,14.59,8,0.29,1054,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.40,0.64,14.70,153
361279,3.91,-3.91,14.70,8,0.29,1053,0.00,0.00,14.70,16,9.88,9.00,5.22,5.04,1.40,0.64,14.70,153
361342,3.91,-3.91,14.70,8,0.29,1060,0.00,0.00,14.70,16,9.88,10.00,5.22,5.04,1.38,0.64,14.70,153
361407,3.91,-3.91,14.70,8,0.29,1057,0.00,0.00,14.70,16,9.88,9.00,5.22,5.04,1.38,0.64,14.80,153
361471,3.91,-3.91,14.59,8,0.29,1059,0.00,0.00,14.70,16,9.88,9.50,5.22,5.04,1.40,0.64,14.80,153
361535,3.91,-3.91,14.70,8,0.29,1056,0.00,0.00,14.70,16,9.88,9.00,5.22,5.07,1.40,0.64,14.80,153
361598,3.91,-3.91,14.70,8,0.29,1060,0.00,0.00,14.70,16,9.88,9.00,5.22,5.04,1.38,0.64,14.80,153
361662,3.91,-3.91,14.70,8,0.29,1050,0.00,0.00,14.70,16,9.88,10.00,5.22,5.04,1.40,0.64,14.80,153
361727,3.91,-3.91,14.59,8,0.28,1048,0.00,0.00,14.70,16,9.88,10.50,5.22,4.97,1.40,0.64,14.80,153
361790,3.91,-3.91,14.59,8,0.29,1054,0.00,0.00,14.70,16,9.88,9.50,5.22,4.97,1.38,0.64,14.80,153
361853,3.91,-3.91,14.59,8,0.28,1060,0.00,0.00,14.70,16,9.88,9.00,5.22,4.97,1.38,0.64,14.80,153
361918,3.91,-3.91,14.59,8,0.29,1058,0.00,0.00,14.70,16,9.88,9.50,5.22,5.00,1.38,0.64,14.70,153
361981,3.91,-3.91,14.59,8,0.28,1051,0.00,0.00,14.70,16,9.88,10.00,5.22,5.04,1.40,0.64,14.70,153
