Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Coolant Temperature (F)
84836,14.87,0.13,1058,0.00,0.00,16,7.77,9.00,4.73,-1.18,0.64,163
85008,14.65,0.13,1031,0.00,0.00,16,7.77,8.00,4.79,-1.18,0.64,163
85199,14.75,0.14,1019,0.00,0.00,16,7.77,11.00,4.63,-1.18,0.64,163
85371,14.84,0.14,1026,0.00,0.00,16,7.77,9.50,4.91,-1.18,0.64,163
85558,15.06,0.13,1033,0.00,0.00,16,7.77,9.00,4.43,-1.18,0.64,163
85746,14.82,0.14,964,0.00,0.00,16,7.77,10.50,4.60,-1.18,0.64,163
85918,15.14,0.15,1019,0.00,0.00,16,7.77,8.00,5.01,-1.18,0.64,163
86105,14.72,0.14,1039,0.00,0.00,16,7.77,6.00,4.64,-1.18,0.64,163
86293,14.79,0.14,988,0.00,0.00,16,7.77,11.50,4.85,-1.18,0.64,163
86465,14.72,0.14,1040,0.00,0.00,16,7.77,9.50,4.95,-1.18,0.64,163
89290,14.77,0.15,995,0.00,0.00,16,7.77,7.50,4.88,-1.18,0.64,163
89462,14.82,0.14,1037,0.00,0.00,16,7.77,6.00,4.66,-1.18,0.64,163
89650,14.65,0.14,1017,0.00,0.00,16,7.77,8.00,4.66,-1.18,0.64,163
89837,14.53,0.13,1017,0.00,0.00,16,7.77,8.00,4.26,-1.18,0.64,163
90012,14.75,0.14,1013,0.00,0.00,16,7.77,8.00,4.73,-1.18,0.64,165
90200,14.82,0.14,1017,0.00,0.00,16,7.77,6.50,4.85,-1.18,0.64,165
90387,15.00,0.14,1024,0.00,0.00,16,7.77,7.00,4.75,-1.18,0.64,165
90559,14.73,0.14,1024,0.00,0.00,16,7.77,7.00,4.85,-1.18,0.64,165
90750,15.14,0.14,1025,0.00,0.00,16,7.77,7.00,4.85,-1.18,0.64,165
90926,14.62,0.14,1021,0.00,0.00,16,7.77,7.50,4.75,-1.18,0.64,165
91114,14.60,0.14,1021,0.00,0.00,16,7.77,7.00,4.69,-1.18,0.64,165
91286,14.55,0.14,1008,0.00,0.00,16,7.77,9.00,4.73,-1.18,0.64,165
91473,14.62,0.14,1018,0.00,0.00,16,7.77,7.50,4.73,-1.18,0.64,165
91661,14.80,0.14,1009,0.00,0.00,16,7.77,8.00,4.75,-1.18,0.64,165
91833,14.92,0.14,1022,0.00,0.00,16,7.77,6.00,4.79,-1.18,0.64,165
92020,15.06,0.14,1012,0.00,0.00,16,7.77,8.00,4.85,-1.18,0.64,165
92207,15.03,0.14,1020,0.00,0.00,16,7.77,7.00,4.79,-1.18,0.64,165
92384,15.08,0.14,1026,0.00,0.00,16,7.77,6.50,4.79,-1.18,0.64,165
92572,14.95,0.14,1028,0.00,0.00,16,7.77,6.00,4.79,-1.18,0.64,165
92743,14.90,0.14,1036,0.00,0.00,16,7.77,7.00,4.79,-1.18,0.64,165
92931,14.82,0.14,1027,0.00,0.00,16,7.77,7.00,4.79,-1.18,0.64,165
93118,14.85,0.14,1044,0.00,0.00,16,11.29,9.00,4.75,-1.18,0.64,165
93290,14.77,0.13,1064,0.00,0.00,16,11.29,7.50,4.69,-1.18,0.64,165
93478,14.67,0.13,1039,0.00,0.00,16,11.29,8.00,4.66,-1.18,0.64,165
93665,14.79,0.14,1046,0.00,0.00,16,11.29,11.50,4.73,-1.18,0.64,165
93837,14.77,0.14,1055,0.00,0.00,16,11.29,9.50,4.73,-1.18,0.64,165
94025,14.87,0.13,1052,0.00,0.00,16,11.29,10.00,4.66,-1.18,0.64,165
94212,14.89,0.13,1063,0.00,0.00,16,11.29,9.50,4.69,-1.18,0.64,165
97120,14.44,0.13,1035,0.00,0.00,16,11.29,11.50,4.43,-1.18,0.64,165
97292,14.60,0.13,1042,0.00,0.00,16,11.29,12.50,4.37,-1.18,0.64,165
97495,14.39,0.13,1036,0.00,0.00,16,11.29,11.00,4.37,-1.18,0.64,165
97667,14.56,0.13,1035,0.00,0.00,16,11.29,12.00,4.32,-1.18,0.64,165
97854,14.58,0.13,1029,0.00,0.00,16,11.29,11.50,4.37,-1.18,0.64,165
98026,14.63,0.13,1034,0.00,0.00,16,11.29,11.00,4.37,-1.18,0.64,165
98214,14.62,0.13,1018,0.00,0.00,16,11.29,12.50,4.32,-1.18,0.64,165
98401,14.56,0.13,1021,0.00,0.00,16,11.29,12.00,4.32,-1.18,0.64,165
98573,14.56,0.13,1017,0.00,0.00,16,11.29,13.00,4.35,-1.18,0.64,165
98760,14.48,0.13,1016,0.00,0.00,16,11.29,12.00,4.32,-1.18,0.64,165
98948,14.62,0.13,998,0.00,0.00,16,11.29,13.50,4.26,-1.18,0.64,165
99120,14.48,0.13,1008,0.00,0.00,16,11.29,11.50,4.37,-1.18,0.64,165
99307,14.62,0.13,1008,0.00,0.00,16,11.29,11.50,4.32,-1.18,0.64,165
99495,14.44,0.13,1005,0.00,0.00,16,11.29,11.50,4.32,-1.18,0.64,165
99667,14.55,0.13,1018,0.00,0.00,16,11.29,10.50,4.37,-1.18,0.64,165
99854,14.44,0.13,1016,0.00,0.00,16,11.29,10.50,4.37,-1.18,0.64,165
100042,14.58,0.13,1012,0.00,0.00,16,11.29,11.50,4.40,-1.18,0.64,165
100213,14.58,0.13,1021,0.00,0.00,16,11.29,10.50,4.40,-1.18,0.64,167
100401,14.60,0.13,1022,0.00,0.00,16,11.29,10.00,4.37,-1.18,0.64,167
100589,14.55,0.13,1009,0.00,0.00,16,11.29,11.50,4.40,-1.18,0.64,167
100761,14.61,0.13,1010,0.00,0.00,16,11.29,11.00,4.37,-1.18,0.64,167
100948,14.67,0.13,1009,0.00,0.00,16,11.29,11.50,4.43,-1.18,0.64,167
101136,14.44,0.13,1004,0.00,0.00,16,11.29,11.50,4.40,-1.18,0.64,167
101308,14.62,0.13,1008,0.00,0.00,16,11.29,11.00,4.40,-1.18,0.64,167
101495,14.48,0.13,1008,0.00,0.00,16,11.29,11.50,4.43,-1.18,0.64,167
101683,14.69,0.13,1016,0.00,0.00,16,11.29,10.50,4.43,-1.18,0.64,167
101854,14.56,0.13,1006,0.00,0.00,16,11.29,10.50,4.43,-1.18,0.64,167
102042,14.69,0.13,1012,0.00,0.00,16,11.29,11.00,4.43,-1.18,0.64,167
102229,14.26,0.13,1015,0.00,0.00,16,11.29,10.50,4.43,-1.18,0.64,167
105097,14.64,0.13,1018,0.00,0.00,16,11.29,10.50,4.48,-1.18,0.64,167
105284,15.15,0.13,1013,0.00,0.00,16,11.29,10.00,4.51,-1.18,0.64,167
105456,14.74,0.13,1013,0.00,0.00,16,11.29,11.00,4.48,-1.18,0.64,167
105644,14.65,0.13,1018,0.00,0.00,16,11.29,10.50,4.48,-1.18,0.64,167
105831,14.69,0.13,1024,0.00,0.00,16,11.29,10.00,4.43,-1.18,0.64,167
106003,14.51,0.13,1022,0.00,0.00,16,11.29,10.50,4.51,-1.18,0.64,167
106190,14.54,0.13,1026,0.00,0.00,16,11.29,10.50,4.48,-1.18,0.64,167
106378,14.62,0.13,1025,0.00,0.00,16,11.29,10.50,4.46,-1.18,0.64,167
106550,14.70,0.13,1026,0.00,0.00,16,11.29,10.50,4.48,-1.18,0.64,167
106737,14.77,0.13,1015,0.00,0.00,16,11.29,11.50,4.46,-1.18,0.64,167
106928,14.84,0.13,1022,0.00,0.00,16,11.29,10.50,4.48,-1.18,0.64,167
107100,14.82,0.13,1038,0.00,0.00,16,11.29,9.50,4.43,-1.18,0.64,167
107288,14.77,0.13,1015,0.00,0.00,16,11.29,11.00,4.46,-1.18,0.64,167
107475,14.79,0.13,1021,0.00,0.00,16,11.29,12.00,4.46,-1.18,0.64,167
107647,14.74,0.13,1012,0.00,0.00,16,11.29,11.50,4.51,-1.18,0.64,167
107834,14.82,0.13,1011,0.00,0.00,16,11.29,12.00,4.43,-1.18,0.64,167
108022,14.79,0.13,1014,0.00,0.00,16,11.29,10.50,4.46,-1.18,0.64,167
108194,14.79,0.13,1029,0.00,0.00,16,11.29,9.50,4.46,-1.18,0.64,167
108383,14.67,0.13,1010,0.00,0.00,16,11.29,11.50,4.46,-1.18,0.64,167
108555,14.72,0.13,1010,0.00,0.00,16,11.29,11.50,4.48,-1.18,0.64,167
108742,14.74,0.13,1030,0.00,0.00,16,11.29,10.50,4.40,-1.18,0.64,167
108934,15.13,0.13,1006,0.00,0.00,16,11.29,10.50,4.43,-1.18,0.64,167
109106,14.76,0.13,1010,0.00,0.00,16,11.29,11.50,4.48,-1.18,0.64,167
109294,14.67,0.13,1020,0.00,0.00,16,11.29,10.50,4.43,-1.18,0.64,167
109481,14.74,0.13,1022,0.00,0.00,16,11.29,10.50,4.43,-1.18,0.64,167
109653,14.62,0.13,1014,0.00,0.00,16,11.29,10.50,4.46,-1.18,0.64,167
109840,15.11,0.13,1020,0.00,0.00,16,11.29,11.00,4.43,-1.18,0.64,167
110028,14.65,0.13,1025,0.00,0.00,16,11.29,10.50,4.43,-1.18,0.64,167
112847,14.62,0.13,1014,0.00,0.00,16,11.29,11.50,4.48,-1.18,0.64,167
113034,14.74,0.13,1013,0.00,0.00,16,11.29,11.50,4.48,-1.18,0.64,167
113206,14.65,0.13,1004,0.00,0.00,16,11.29,12.00,4.46,-1.18,0.64,167
113393,14.70,0.13,1020,0.00,0.00,16,11.29,9.50,4.46,-1.18,0.64,167
113581,14.26,0.13,1015,0.00,0.00,16,11.29,10.00,4.46,-1.18,0.64,167
113753,14.55,0.13,1014,0.00,0.00,16,11.29,11.00,4.51,-1.18,0.64,167
113940,14.69,0.13,1024,0.00,0.00,16,11.29,10.00,4.43,-1.18,0.64,167
114128,14.44,0.13,1017,0.00,0.00,16,11.29,10.00,4.46,-1.18,0.64,167
114300,14.67,0.13,1013,0.00,0.00,16,11.29,11.00,4.46,-1.18,0.64,167
114487,14.53,0.13,1018,0.00,0.00,16,11.29,10.50,4.48,-1.18,0.64,169
114675,14.58,0.13,1019,0.00,0.00,16,11.29,10.50,4.43,-1.18,0.64,167
114846,14.57,0.13,1017,0.00,0.00,16,11.29,11.00,4.48,-1.18,0.64,169
115037,14.77,0.13,1024,0.00,0.00,16,11.29,11.50,4.46,-1.18,0.64,169
115225,14.77,0.13,1022,0.00,0.00,16,11.29,10.50,4.48,-1.18,0.64,169
115397,14.82,0.13,1016,0.00,0.00,16,11.29,11.50,4.51,-1.18,0.64,169
115584,14.87,0.13,1012,0.00,0.00,16,11.29,11.50,4.51,-1.18,0.64,169
115772,14.85,0.13,1036,0.00,0.00,16,11.29,9.50,4.51,-1.18,0.64,169
115948,14.82,0.16,1038,0.00,0.00,16,11.29,9.50,5.43,-1.18,0.68,169
116136,14.69,0.18,1117,0.00,0.00,16,12.70,11.50,6.44,-1.18,0.70,169
116323,14.13,0.17,1213,0.00,0.00,16,15.51,14.50,6.88,-1.18,0.74,169
116495,13.19,0.20,1367,0.00,0.00,16,21.48,21.00,8.87,-1.49,0.78,169
116683,13.96,0.19,1520,0.00,0.00,16,27.81,27.00,9.88,-1.49,0.78,169
116854,14.16,0.19,1558,0.00,0.00,16,28.52,28.50,9.97,-1.49,0.78,169
117042,14.48,0.20,1530,0.00,0.00,16,27.81,28.00,10.08,-1.49,0.78,169
117229,14.39,0.21,1455,0.00,0.00,16,27.11,27.00,10.28,-1.49,0.80,169
117401,13.79,0.23,1373,0.00,0.00,16,26.76,26.50,10.43,-1.49,0.76,169
117589,14.23,0.17,1460,0.00,0.00,16,20.78,25.00,4.86,-1.49,0.64,169
117776,13.52,0.12,1497,0.00,0.00,16,9.18,2.50,5.04,-1.49,0.64,169
120604,14.77,0.22,1826,0.00,0.00,16,34.14,33.50,13.39,-1.49,0.86,169
120776,14.79,0.24,1885,0.00,0.00,16,36.25,35.50,14.53,-1.49,0.88,169
120964,14.65,0.26,1955,0.00,0.00,16,38.71,38.00,16.51,-1.49,0.96,169
121151,14.46,0.29,2086,0.00,0.00,16,40.82,40.50,20.14,-1.80,0.98,169
121323,14.41,0.29,2200,0.00,0.00,16,42.23,41.50,20.92,-1.18,1.00,169
121515,14.72,0.29,2324,0.00,0.00,16,43.98,43.00,21.97,-1.49,1.00,169
121687,14.37,0.28,2409,0.00,0.00,16,45.39,45.00,22.50,-1.80,0.94,169
121875,14.10,0.26,2527,0.00,0.00,16,45.04,45.00,22.07,-3.35,0.94,169
122046,13.82,0.26,2656,0.00,0.00,16,44.69,44.50,22.67,-3.64,0.90,169
122236,13.51,0.22,2743,0.00,0.00,16,44.34,44.00,18.26,-4.25,0.84,169
122423,12.65,0.18,2807,0.00,0.00,16,31.68,36.00,15.41,-4.25,0.76,169
122595,12.19,0.13,2755,0.00,0.00,16,2.15,4.50,10.85,-4.25,0.68,169
122782,12.04,0.10,2776,0.00,0.00,16,-10.16,-10.50,9.04,-4.25,0.66,169
122970,13.72,0.11,2672,0.00,0.00,16,-9.80,-9.50,9.84,-4.25,0.64,169
123142,16.50,0.11,2577,0.00,0.00,16,-9.10,-9.50,9.35,-3.64,0.64,169
123329,21.54,0.11,2505,0.00,0.00,16,-9.10,-9.50,9.22,-3.35,0.68,169
123517,22.12,0.13,2402,0.00,0.00,16,-5.94,-7.50,10.78,-3.04,0.64,169
123704,22.10,0.11,2320,0.00,0.00,16,1.80,1.50,8.19,-2.73,0.64,169
123876,19.73,0.10,2228,0.00,0.00,16,4.26,4.00,7.29,-2.42,0.64,169
124063,19.74,0.10,2140,0.00,0.00,16,3.91,4.00,7.14,-2.42,0.64,169
124235,20.25,0.10,2084,0.00,0.00,16,3.55,3.50,6.99,-2.11,0.64,169
124427,22.01,0.10,2008,0.00,0.00,16,3.55,3.50,6.84,-1.80,0.64,169
124615,22.11,0.10,1946,0.00,0.00,16,3.91,3.50,6.66,-1.49,0.64,169
124802,22.32,0.10,1870,0.00,0.00,16,4.26,3.50,6.48,-1.49,0.64,169
124974,22.38,0.10,1832,0.00,0.00,16,4.61,4.50,6.37,-1.49,0.64,169
125146,22.43,0.11,1758,0.00,0.00,16,4.96,4.50,6.26,-1.49,0.64,169
125334,22.30,0.11,1704,0.00,0.00,16,5.66,5.50,6.18,-1.49,0.64,169
125521,22.25,0.11,1630,0.00,0.00,16,6.02,5.50,6.07,-1.49,0.64,169
128365,14.48,0.13,1048,0.00,0.00,16,7.77,15.50,4.48,-1.18,0.64,169
128552,14.69,0.13,1042,0.00,0.00,16,7.77,15.50,4.43,-1.18,0.64,169
128728,14.72,0.13,1035,0.00,0.00,16,7.77,15.50,4.43,-1.18,0.64,169
128903,14.77,0.13,1041,0.00,0.00,16,7.77,12.50,4.43,-1.18,0.64,169
129091,14.79,0.13,1020,0.00,0.00,16,7.77,14.00,4.46,-1.18,0.64,169
129279,14.70,0.13,1027,0.00,0.00,16,7.77,12.00,4.43,-1.18,0.64,169
129451,14.74,0.13,1033,0.00,0.00,16,7.77,11.00,4.40,-1.18,0.64,169
129639,14.72,0.13,1014,0.00,0.00,16,7.77,11.50,4.46,-1.18,0.64,169
129814,14.84,0.13,1009,0.00,0.00,16,7.77,13.00,4.48,-1.18,0.64,169
130001,14.82,0.13,1015,0.00,0.00,16,7.77,10.00,4.40,-1.18,0.64,169
130173,14.84,0.13,1000,0.00,0.00,16,7.77,11.00,4.43,-1.18,0.64,169
130361,14.74,0.13,1000,0.00,0.00,16,7.77,10.00,4.43,-1.18,0.64,169
130553,14.72,0.13,1002,0.00,0.00,16,7.77,9.50,4.43,-1.18,0.64,169
130725,14.65,0.13,994,0.00,0.00,16,7.77,10.00,4.48,-1.18,0.64,169
130912,14.74,0.14,996,0.00,0.00,16,7.77,9.50,4.51,-1.18,0.64,169
131099,14.74,0.13,994,0.00,0.00,16,7.77,9.00,4.51,-1.18,0.64,169
131287,14.74,0.14,972,0.00,0.00,16,7.77,9.50,4.55,-1.18,0.64,169
131459,14.65,0.14,1002,0.00,0.00,16,7.77,9.00,4.73,-1.18,0.64,169
131646,14.53,0.14,1010,0.00,0.00,16,7.77,6.50,4.57,-1.18,0.64,169
131834,14.26,0.14,980,0.00,0.00,16,7.77,9.50,4.60,-1.18,0.64,169
132006,15.11,0.14,996,0.00,0.00,16,7.77,7.50,4.66,-1.18,0.64,171
132193,14.77,0.14,1004,0.00,0.00,16,7.77,6.50,4.73,-1.18,0.64,171
132381,14.79,0.14,992,0.00,0.00,16,7.77,7.00,4.69,-1.18,0.64,171
132553,14.84,0.14,988,0.00,0.00,16,7.77,8.50,4.73,-1.18,0.64,171
132740,14.81,0.14,1004,0.00,0.00,16,7.77,7.00,4.73,-1.18,0.64,171
132928,14.84,0.14,1015,0.00,0.00,16,7.77,6.50,4.75,-1.18,0.64,171
133115,14.75,0.14,1003,0.00,0.00,16,7.77,6.00,4.73,-1.18,0.64,171
133287,14.84,0.14,998,0.00,0.00,16,7.77,8.00,4.75,-1.18,0.64,171
136137,14.67,0.13,1027,0.00,0.00,16,11.29,9.00,4.51,-1.18,0.64,171
136324,14.70,0.13,1032,0.00,0.00,16,11.29,12.50,4.64,-1.18,0.64,171
136496,14.72,0.13,1038,0.00,0.00,16,11.29,11.00,4.48,-1.18,0.64,171
136684,14.74,0.13,1040,0.00,0.00,16,11.29,10.50,4.51,-1.18,0.64,171
136871,14.26,0.13,1041,0.00,0.00,16,11.29,12.00,4.51,-1.18,0.64,171
137051,14.53,0.13,1038,0.00,0.00,16,11.29,10.50,4.55,-1.18,0.64,171
137223,14.74,0.13,1032,0.00,0.00,16,11.29,11.50,4.46,-1.18,0.64,171
137411,14.77,0.13,1034,0.00,0.00,16,11.29,11.00,4.46,-1.18,0.64,171
137598,14.77,0.13,1033,0.00,0.00,16,11.29,11.00,4.37,-1.18,0.64,171
137770,14.74,0.13,1028,0.00,0.00,16,11.29,11.50,4.40,-1.18,0.64,171
137958,14.80,0.13,1025,0.00,0.00,16,11.29,11.50,4.43,-1.18,0.64,171
138145,14.92,0.13,1038,0.00,0.00,16,11.29,10.00,4.40,-1.18,0.64,171
138317,14.92,0.13,1029,0.00,0.00,16,11.29,11.50,4.37,-1.18,0.64,171
138505,14.92,0.14,1037,0.00,0.00,16,11.29,10.50,4.60,-1.18,0.66,171
138692,14.84,0.16,1049,0.00,0.00,16,11.29,9.50,5.46,-1.18,0.68,171
138879,14.82,0.17,1098,0.00,0.00,16,12.70,12.00,6.29,-1.18,0.70,171
139068,14.61,0.18,1152,0.00,0.00,16,15.51,15.00,6.92,-1.18,0.72,171
139240,14.04,0.19,1201,0.00,0.00,16,18.67,18.00,7.70,-1.18,0.74,171
139427,13.92,0.21,1233,0.00,0.00,16,22.89,22.50,8.44,-1.49,0.78,171
139614,14.12,0.27,1242,0.00,0.00,16,28.16,26.00,11.19,-1.49,0.84,171
139786,13.85,0.29,1334,0.00,0.00,16,29.22,29.00,12.96,-1.49,0.86,171
139974,13.51,0.28,1438,0.00,0.00,16,29.92,29.50,13.65,-1.49,0.86,171
140161,14.65,0.27,1562,0.00,0.00,16,29.92,29.50,14.40,-1.49,0.88,171
140333,14.97,0.27,1639,0.00,0.00,16,30.62,30.50,14.72,-1.49,0.88,171
140525,14.95,0.28,1626,0.00,0.00,16,30.98,30.50,14.92,-1.49,0.88,171
140700,14.90,0.28,1582,0.00,0.00,16,30.27,30.50,15.11,-1.49,0.88,171
140887,14.72,0.29,1551,0.00,0.00,16,30.98,30.50,15.05,-1.49,0.88,171
141061,14.27,0.31,1474,0.00,0.00,16,30.62,30.50,14.92,-1.49,0.80,171
143918,14.44,0.16,1518,0.00,0.00,16,26.76,26.50,8.03,-1.49,0.74,172
144094,14.65,0.16,1509,0.00,0.00,16,27.11,26.50,8.19,-1.49,0.74,172
144281,14.51,0.16,1528,0.00,0.00,16,27.11,27.00,8.03,-1.49,0.74,172
144468,14.48,0.15,1557,0.00,0.00,16,27.46,27.00,8.11,-1.49,0.74,172
144640,14.46,0.16,1566,0.00,0.00,16,27.46,27.00,8.11,-1.49,0.74,172
144828,14.43,0.15,1615,0.00,0.00,16,28.16,28.00,8.14,-1.49,0.74,172
145015,14.74,0.15,1616,0.00,0.00,16,28.87,28.50,8.39,-1.49,0.76,172
145187,14.79,0.16,1660,0.00,0.00,16,29.22,29.00,8.74,-1.49,0.76,172
145375,14.77,0.15,1682,0.00,0.00,16,29.57,29.00,8.65,-1.49,0.76,172
145562,14.39,0.16,1730,0.00,0.00,16,30.27,30.00,9.09,-1.49,0.76,172
145734,14.62,0.16,1749,0.00,0.00,16,30.98,30.50,9.26,-1.49,0.76,172
145922,14.84,0.16,1747,0.00,0.00,16,30.98,30.50,9.13,-1.49,0.76,172
146109,14.29,0.15,1800,0.00,0.00,16,31.68,31.50,9.35,-1.49,0.78,172
146281,14.62,0.16,1796,0.00,0.00,16,32.03,32.00,9.44,-1.49,0.78,172
146472,14.72,0.16,1835,0.00,0.00,16,32.38,32.00,9.75,-1.49,0.78,172
146644,14.60,0.17,1814,0.00,0.00,16,32.38,32.00,10.08,-1.49,0.80,172
146840,14.46,0.18,1818,0.00,0.00,16,32.73,32.50,10.64,-1.49,0.82,172
147027,14.51,0.19,1826,0.00,0.00,16,33.79,33.50,11.61,-1.49,0.82,172
147199,14.04,0.20,1870,0.00,0.00,16,34.49,34.00,12.15,-1.49,0.82,172
147386,14.06,0.19,1882,0.00,0.00,16,34.84,34.50,12.10,-1.49,0.82,172
147558,14.23,0.19,1909,0.00,0.00,16,35.55,35.50,12.37,-1.49,0.84,172
147746,14.51,0.19,1974,0.00,0.00,16,36.60,36.00,12.69,-1.49,0.84,172
147933,14.53,0.20,1996,0.00,0.00,16,37.30,37.00,13.01,-1.49,0.84,172
148105,14.14,0.20,2071,0.00,0.00,16,38.36,38.00,13.84,-1.80,0.86,172
148293,14.02,0.21,2098,0.00,0.00,16,39.41,39.00,14.53,-2.11,0.90,172
148480,14.02,0.26,2182,0.00,0.00,16,42.23,41.50,18.57,-2.11,0.98,172
148652,13.48,0.30,2302,0.00,0.00,16,43.63,43.50,22.77,-2.11,1.00,172
148840,13.94,0.32,2408,0.00,0.00,16,44.69,44.50,25.30,-1.49,1.02,172
151650,22.44,0.14,1298,0.00,0.00,16,7.42,5.00,5.46,-1.49,0.64,172
151837,22.45,0.13,1288,0.00,0.00,16,7.42,7.00,5.46,-1.49,0.66,172
152009,17.26,0.16,1287,0.00,0.00,16,7.77,7.00,6.66,-1.49,0.72,172
152197,14.72,0.20,1401,0.00,0.00,16,14.80,13.00,9.26,-1.49,0.80,172
152384,13.39,0.18,1938,0.00,0.00,16,34.14,24.50,11.77,-1.49,0.84,174
152560,14.10,0.21,1842,0.00,0.00,16,35.20,36.00,12.52,-1.49,0.84,174
152747,14.65,0.26,1888,0.00,0.00,16,36.60,35.50,13.90,-1.49,0.96,174
152919,14.31,0.33,1935,0.00,0.00,16,38.71,38.50,21.10,-0.27,1.02,174
153106,13.77,0.34,1962,0.00,0.00,16,39.41,39.00,21.98,-0.27,1.02,174
153294,14.41,0.33,1996,0.00,0.00,16,39.77,39.00,22.06,-0.27,1.02,174
153466,14.55,0.31,2062,0.00,0.00,16,40.47,40.00,20.92,-0.58,0.96,174
153653,14.05,0.26,2098,0.00,0.00,16,41.17,41.00,15.85,-1.80,0.88,174
153841,13.09,0.22,2136,0.00,0.00,16,40.12,40.00,14.09,-2.11,0.82,174
154013,12.97,0.16,2136,0.00,0.00,16,30.98,36.00,9.08,-2.11,0.76,174
154200,12.09,0.12,2139,0.00,0.00,16,18.32,19.00,8.69,-2.11,0.74,174
154403,12.65,0.11,2119,0.00,0.00,16,20.08,19.50,7.62,-2.11,0.70,174
154559,13.42,0.10,2114,0.00,0.00,16,18.67,20.00,6.84,-2.11,0.70,174
154747,13.22,0.10,2099,0.00,0.00,16,19.02,19.00,6.95,-2.11,0.64,174
154934,13.47,0.09,2042,0.00,0.00,16,7.07,10.00,6.55,-1.80,0.64,174
155106,14.77,0.10,2029,0.00,0.00,16,2.85,2.50,6.48,-1.80,0.64,174
155294,17.23,0.09,2004,0.00,0.00,16,2.85,2.50,6.26,-1.80,0.64,174
155481,21.01,0.10,1981,0.00,0.00,16,2.85,2.50,6.26,-1.49,0.64,174
155653,22.30,0.09,1933,0.00,0.00,16,3.20,2.50,5.97,-1.49,0.64,174
155841,22.51,0.10,1906,0.00,0.00,16,3.20,3.00,6.11,-1.49,0.64,174
156028,22.46,0.10,1885,0.00,0.00,16,3.55,3.50,6.07,-1.49,0.64,174
156200,22.58,0.10,1866,0.00,0.00,16,3.91,3.50,6.04,-1.49,0.64,174
156387,22.70,0.10,1836,0.00,0.00,16,3.91,3.50,5.98,-1.49,0.64,174
156575,22.60,0.10,1812,0.00,0.00,16,4.26,3.50,6.18,-1.49,0.64,174
159542,14.42,0.14,1626,0.00,0.00,16,28.52,28.00,7.41,-1.49,0.74,174
159729,14.41,0.14,1600,0.00,0.00,16,27.81,27.00,7.62,-1.49,0.74,174
159901,14.30,0.14,1670,0.00,0.00,16,28.87,28.50,7.37,-1.49,0.74,174
160089,14.69,0.14,1592,0.00,0.00,16,27.81,27.50,7.70,-1.49,0.74,174
160276,14.77,0.15,1606,0.00,0.00,16,27.81,27.50,7.74,-1.49,0.74,174
160448,14.53,0.14,1621,0.00,0.00,16,28.16,28.00,7.78,-1.49,0.74,174
160640,14.67,0.14,1660,0.00,0.00,16,28.52,28.50,7.70,-1.49,0.74,174
160812,14.79,0.14,1656,0.00,0.00,16,28.16,28.00,7.90,-1.49,0.74,174
161000,15.05,0.13,1593,0.00,0.00,16,25.35,31.50,6.37,-1.49,0.64,174
161187,15.01,0.10,1590,0.00,0.00,16,9.88,14.00,5.17,-1.49,0.64,174
161359,15.63,0.10,1601,0.00,0.00,16,5.66,5.50,5.23,-1.49,0.64,174
161546,18.51,0.10,1554,0.00,0.00,16,6.02,12.00,5.27,-1.49,0.64,174
161734,20.45,0.11,1514,0.00,0.00,16,6.37,13.50,4.75,-1.49,0.64,174
161906,22.45,0.10,1483,0.00,0.00,16,6.37,14.00,5.23,-1.49,0.64,174
162093,22.54,0.09,1452,0.00,0.00,16,6.37,14.00,4.53,-1.49,0.64,174
162265,22.72,0.09,1430,0.00,0.00,16,6.72,14.50,4.51,-1.49,0.64,174
162453,22.77,0.10,1388,0.00,0.00,16,6.72,-10.50,4.64,-1.49,0.64,176
162640,22.85,0.10,1366,0.00,0.00,16,6.72,-4.00,4.64,-1.49,0.64,176
162827,22.65,0.10,1332,0.00,0.00,16,6.72,2.50,4.37,-1.49,0.64,176
162999,22.41,0.10,1303,0.00,0.00,16,6.72,8.50,4.02,-1.49,0.64,176
163187,21.89,0.11,1272,0.00,0.00,16,6.72,12.00,4.69,-1.49,0.64,176
163374,18.88,0.11,1257,0.00,0.00,16,6.72,14.50,4.73,-1.49,0.64,176
163546,16.62,0.11,1262,0.00,0.00,16,7.07,15.00,4.64,-1.49,0.64,176
163734,15.64,0.11,1244,0.00,0.00,16,7.07,14.50,4.66,-1.49,0.64,176
163921,15.03,0.11,1218,0.00,0.00,16,7.07,15.00,4.57,-1.49,0.64,176
164093,14.44,0.11,1210,0.00,0.00,16,7.07,14.50,4.37,-1.49,0.64,176
164281,13.92,0.11,1196,0.00,0.00,16,7.07,13.50,4.49,-1.49,0.64,176
164468,13.88,0.10,1192,0.00,0.00,16,7.07,13.50,4.46,-1.18,0.64,176
167276,14.90,0.16,1056,0.00,0.00,16,7.42,9.00,5.78,-1.18,0.68,176
167464,14.49,0.18,1029,0.00,0.00,16,8.83,8.50,6.07,-1.18,0.70,176
167636,13.85,0.18,1040,0.00,0.00,16,11.64,10.50,6.40,-1.18,0.70,176
