Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Coolant Temperature (F),Closed Loop Fueling Target* (estimated AFR)
95126,4.69,0.00,14.81,8,0.27,1769,63.4,35.9,0.00,0.00,13.63,16,34.14,34.00,113,4.93,-9.73,7.98,1.60,0.00,-1.70,3.53,0.76,0.00,0.00,14.90,181,14.70
95229,4.69,0.00,14.70,8,0.26,1787,63.4,35.9,0.00,0.00,13.63,16,34.14,34.00,113,4.93,-9.77,7.78,1.58,0.00,-1.70,3.53,0.78,0.00,0.00,14.80,181,14.70
95331,3.91,0.00,14.59,8,0.26,1792,63.4,35.9,0.00,0.00,13.63,16,34.49,34.00,113,4.93,-9.82,7.81,1.60,0.00,-1.70,3.53,0.78,0.00,0.00,14.80,181,14.70
95435,3.12,0.00,14.47,8,0.26,1839,63.4,35.9,0.00,0.00,13.63,16,34.84,34.00,113,4.79,-9.86,7.98,1.60,0.00,-1.70,3.53,0.76,0.00,0.00,14.60,181,14.70
95537,3.91,0.00,14.47,8,0.26,1819,63.4,35.9,0.00,0.00,13.63,16,34.84,34.00,113,4.79,-9.86,7.81,1.58,0.00,-1.70,3.14,0.78,0.00,0.00,14.60,181,14.70
95640,3.12,0.00,14.36,8,0.26,1857,63.4,35.9,0.00,0.00,13.63,16,35.20,34.00,113,4.79,-9.90,8.02,1.58,0.00,-1.70,3.53,0.78,0.00,0.00,14.50,181,14.70
95743,3.12,0.00,14.59,8,0.25,1864,63.4,35.9,0.00,0.00,13.63,16,35.20,35.00,113,4.79,-9.92,7.94,1.60,0.00,-1.70,3.53,0.78,0.00,0.00,14.60,181,14.70
95846,3.91,0.00,14.59,8,0.28,1875,63.4,35.9,0.00,0.00,13.63,16,35.20,35.00,113,4.79,-9.94,7.90,1.58,0.00,-1.70,3.14,0.76,0.00,0.00,14.60,181,14.70
95948,3.12,0.00,14.47,8,0.24,1891,63.4,35.9,0.00,0.00,13.63,16,35.55,35.00,113,4.79,-9.96,7.65,1.58,0.00,-1.70,3.14,0.76,0.00,0.00,14.60,181,14.70
96052,3.12,0.00,14.47,8,0.24,1920,63.4,35.9,0.00,0.00,13.63,16,35.55,35.50,113,4.64,-10.02,7.65,1.58,0.00,-1.70,3.14,0.76,0.00,0.00,14.60,181,14.70
96154,3.12,0.00,14.47,8,0.23,1857,63.4,35.9,0.00,0.00,13.63,16,35.55,35.50,113,4.64,-10.09,7.65,1.56,0.00,-1.70,2.75,0.76,0.00,0.00,14.60,181,14.70
96257,2.34,0.00,14.59,8,0.22,1940,63.4,35.9,0.00,0.00,13.63,16,35.90,35.50,113,4.50,-10.21,7.09,1.56,0.00,-1.70,2.35,0.74,0.00,0.00,14.60,181,14.70
96361,1.56,0.00,14.47,8,0.20,1926,63.4,35.9,0.00,0.00,13.64,16,35.20,35.50,113,4.35,-10.44,5.69,1.50,0.00,-1.70,0.00,0.68,0.00,0.00,14.60,181,14.70
96464,0.00,0.00,14.47,10,0.17,1924,63.4,35.9,0.00,0.00,13.63,16,28.52,31.00,113,3.77,-10.94,4.69,1.42,0.00,-1.70,0.00,0.66,0.00,0.00,14.50,181,14.70
96566,0.00,0.00,14.70,10,0.14,1918,63.4,35.9,0.00,0.00,13.63,16,19.02,21.00,113,3.63,-11.22,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,14.50,181,14.70
96669,0.00,0.00,14.70,10,0.14,1971,63.4,35.9,0.00,0.00,13.63,16,14.45,14.50,113,3.34,-11.31,4.39,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,14.40,181,14.70
96772,0.00,0.00,15.04,10,0.14,1922,63.4,35.9,0.00,0.00,13.63,16,14.45,14.00,113,3.48,-11.22,4.45,1.36,0.00,-1.70,0.00,0.66,0.00,0.00,14.40,181,14.70
96875,0.00,0.00,17.00,10,0.14,1932,63.4,35.9,0.00,0.00,13.63,16,14.45,14.00,113,3.48,-11.16,4.45,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,14.50,181,14.70
96978,0.00,0.00,18.38,10,0.14,1900,63.4,35.9,0.00,0.00,13.63,16,14.45,14.00,113,3.63,-11.14,4.43,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,14.60,181,14.70
97081,0.00,0.00,21.25,10,0.14,1940,63.4,35.9,0.00,0.00,13.63,16,14.45,14.00,113,3.63,-11.16,4.43,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,15.30,181,14.70
97184,0.00,0.00,24.81,10,0.14,1906,63.4,35.9,0.00,0.00,13.63,16,14.45,14.00,113,3.63,-11.12,4.37,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,16.60,181,14.70
97286,0.00,0.00,25.38,10,0.13,1937,63.4,35.9,0.00,0.00,13.63,16,14.45,14.00,113,3.63,-11.14,4.35,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,18.60,181,14.70
97390,0.00,0.00,25.38,10,0.14,1923,63.4,35.9,0.00,0.00,13.63,16,14.45,14.00,113,3.63,-11.16,4.35,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,23.10,181,14.70
97492,0.00,0.00,23.89,10,0.14,1906,63.4,35.9,0.00,0.00,13.63,16,14.45,14.00,113,3.48,-11.16,4.45,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,27.30,181,14.70
97595,0.00,0.00,23.77,10,0.14,1886,63.4,35.9,0.00,0.00,13.63,16,14.45,14.00,113,3.48,-11.16,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,31.30,181,14.70
97698,0.00,0.00,23.77,10,0.14,1881,63.4,35.9,0.00,0.00,13.63,16,14.45,14.00,113,3.48,-11.16,4.43,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,38.30,181,14.70
97801,0.00,0.00,23.54,10,0.14,1881,63.4,35.9,0.00,0.00,13.63,16,14.45,14.00,113,3.48,-11.16,4.46,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,53.70,181,14.70
97903,0.00,0.00,23.66,10,0.14,1875,63.4,35.9,0.00,0.00,13.63,16,14.45,14.00,113,3.48,-11.18,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,67.30,181,14.70
98006,0.00,0.00,24.00,10,0.14,1866,63.4,35.9,0.00,0.00,13.63,16,14.45,14.00,113,3.48,-11.18,4.37,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,78.00,181,14.70
98109,0.00,0.00,23.43,10,0.14,1870,63.4,35.9,0.00,0.00,13.63,16,14.45,14.00,113,3.48,-11.18,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,87.50,181,14.70
98212,0.00,0.00,23.77,10,0.14,1870,63.4,35.9,0.00,0.00,13.63,16,14.10,14.00,113,3.48,-11.18,4.40,1.36,0.00,-1.70,0.00,0.66,0.00,0.00,94.50,181,14.70
98314,0.00,0.00,23.66,10,0.14,1875,63.4,35.9,0.00,0.00,13.63,16,14.45,14.00,113,3.48,-11.18,4.37,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,96.00,181,14.70
98417,0.00,0.00,24.00,10,0.14,1867,63.4,35.9,0.00,0.00,13.63,16,14.45,14.00,113,3.48,-11.20,4.35,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,96.00,181,14.70
98520,0.00,0.00,23.66,10,0.14,1861,63.4,35.9,0.00,0.00,13.63,16,14.10,14.00,113,3.48,-11.20,4.48,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,96.00,181,14.70
98623,0.00,0.00,23.77,10,0.14,1860,63.4,35.9,0.00,0.00,13.63,16,14.10,14.00,113,3.48,-11.20,4.35,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,96.00,181,14.70
98726,0.00,0.00,24.00,10,0.14,1851,63.4,35.9,0.00,0.00,13.63,16,14.10,14.00,113,3.48,-11.22,4.34,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,181,14.70
98829,0.00,0.00,23.89,10,0.14,1841,63.4,35.9,0.00,0.00,13.63,16,14.10,14.00,113,3.48,-11.18,4.34,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,181,14.70
98931,0.00,0.00,23.89,10,0.14,1846,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,113,3.48,-11.23,4.37,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,181,14.70
99034,0.00,0.00,23.66,10,0.14,1832,63.4,35.9,0.00,0.00,13.63,16,14.10,14.00,113,3.48,-11.22,4.39,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,181,14.70
99137,0.00,0.00,23.66,10,0.15,1839,63.4,35.9,0.00,0.00,13.63,16,14.10,14.00,113,3.48,-11.22,4.43,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,99.90,181,14.70
99240,0.00,0.00,23.89,10,0.14,1825,63.4,35.9,0.00,0.00,13.63,16,14.10,14.00,113,3.48,-11.23,4.35,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,181,14.70
99343,0.00,0.00,24.00,10,0.15,1822,63.4,35.9,0.00,0.00,13.63,16,14.10,14.00,113,3.48,-11.22,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,181,14.70
99446,0.00,0.00,24.00,10,0.14,1820,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,113,3.48,-11.20,4.37,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,99.90,181,14.70
99548,0.00,0.00,24.00,10,0.14,1815,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,113,3.48,-11.22,4.35,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,181,14.70
99651,0.00,0.00,24.00,10,0.14,1810,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,113,3.48,-11.20,4.34,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,181,14.70
99754,0.00,0.00,23.89,10,0.15,1794,63.4,35.9,0.00,0.00,13.63,16,14.10,14.00,113,3.48,-11.20,4.37,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,181,14.70
99857,0.00,0.00,23.66,10,0.15,1794,63.4,35.9,0.00,0.00,13.63,16,14.10,14.00,113,3.48,-11.22,4.32,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,181,14.70
99960,0.00,0.00,23.89,10,0.15,1772,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,113,3.48,-11.22,4.32,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,181,14.70
100063,0.00,0.00,24.00,10,0.15,1780,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,113,3.48,-11.20,4.43,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
100166,0.00,0.00,23.89,10,0.15,1748,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,113,3.48,-11.20,4.46,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,181,14.70
100269,0.00,0.00,23.66,10,0.15,1761,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,113,3.48,-11.20,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
100371,0.00,0.00,23.89,10,0.15,1745,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,113,3.48,-11.20,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
100474,0.00,0.00,23.66,10,0.15,1757,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,113,3.48,-11.20,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
100577,0.00,0.00,23.54,10,0.15,1748,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.48,-11.18,4.35,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
100680,0.00,0.00,23.66,10,0.15,1710,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.48,-11.18,4.40,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,99.90,183,14.70
100783,0.00,0.00,23.89,10,0.15,1727,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.48,-11.16,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
100886,0.00,0.00,23.66,10,0.16,1700,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.48,-11.16,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
100989,0.00,0.00,23.54,10,0.15,1713,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.48,-11.16,4.35,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
101091,0.00,0.00,23.89,10,0.15,1701,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.48,-11.16,4.37,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
101194,0.00,0.00,23.54,10,0.16,1680,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.48,-11.16,4.35,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,99.90,183,14.70
101297,0.00,0.00,23.54,10,0.16,1663,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.63,-11.10,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
101400,0.00,0.00,23.89,10,0.16,1680,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.63,-11.10,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
101502,0.00,0.00,23.89,10,0.16,1660,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.63,-11.08,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
101605,0.00,0.00,23.54,10,0.16,1646,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.63,-11.06,4.37,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,99.90,183,14.70
101708,0.00,0.00,23.77,10,0.16,1648,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.63,-11.06,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
101811,0.00,0.00,23.66,10,0.16,1640,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.63,-11.00,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
101914,0.00,0.00,23.54,10,0.16,1624,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.63,-10.98,4.39,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,99.90,183,14.70
102017,0.00,0.00,23.66,10,0.16,1638,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.77,-10.96,4.46,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
102119,0.00,0.00,23.54,10,0.17,1597,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.77,-10.96,4.40,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,99.90,183,14.70
102222,0.00,0.00,23.54,10,0.17,1592,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.77,-10.91,4.35,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
102324,0.00,0.00,23.77,10,0.17,1596,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.77,-10.91,4.46,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
102427,0.00,0.00,23.54,10,0.17,1573,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.77,-10.87,4.43,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
102531,0.00,0.00,23.89,10,0.17,1595,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.92,-10.85,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
102633,0.00,0.00,23.54,10,0.17,1564,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.92,-10.85,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
102736,0.00,0.00,23.54,10,0.17,1562,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.92,-10.81,4.37,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
102840,0.00,0.00,23.54,10,0.17,1555,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.92,-10.79,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
102941,0.00,0.00,23.89,10,0.17,1542,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.92,-10.79,4.43,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
103044,0.00,0.00,23.54,10,0.17,1532,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.92,-10.79,4.37,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
103147,0.00,0.00,23.54,10,0.18,1519,63.4,35.9,0.00,0.00,13.73,16,14.10,14.00,115,3.92,-10.77,4.40,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
103250,0.00,0.00,23.89,10,0.17,1520,63.4,35.9,0.00,0.00,13.73,16,14.10,19.50,115,3.92,-10.75,4.43,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,99.90,183,14.70
103353,0.00,0.00,23.54,10,0.18,1501,63.4,35.9,0.00,0.00,13.73,16,14.10,20.00,115,3.92,-10.75,4.40,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,99.90,183,14.70
103456,0.00,0.00,23.89,10,0.17,1495,63.4,35.9,0.00,0.00,13.73,16,14.10,19.50,115,3.92,-10.75,4.35,1.34,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
103558,0.00,0.00,23.54,10,0.17,1480,63.4,35.9,0.00,0.00,13.73,16,14.10,20.00,115,3.92,-10.75,4.35,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,99.90,183,14.70
103662,0.00,0.00,23.89,10,0.16,1478,63.4,35.9,0.00,0.00,13.73,16,14.10,19.50,115,3.77,-10.87,3.96,1.32,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
103764,0.00,0.00,23.66,10,0.16,1461,63.4,35.9,0.00,0.00,13.73,16,14.10,19.00,115,3.77,-10.94,3.93,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
103868,0.00,0.00,23.77,10,0.16,1455,63.4,35.9,0.00,0.00,13.73,16,14.10,20.00,115,3.77,-10.96,3.93,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
103970,0.00,0.00,23.54,10,0.16,1437,63.4,35.9,0.00,0.00,13.73,16,14.10,21.00,115,3.77,-10.96,3.89,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,99.90,183,14.70
104073,0.00,0.00,23.77,10,0.16,1442,63.4,35.9,0.00,0.00,13.73,16,14.10,19.50,115,3.77,-10.98,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
104176,0.00,0.00,23.89,10,0.16,1422,63.4,35.9,0.00,0.00,13.73,16,14.10,19.00,115,3.77,-10.96,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
104278,0.00,0.00,23.77,10,0.16,1426,63.4,35.9,0.00,0.00,13.73,16,14.10,21.00,115,3.77,-10.96,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
104381,0.00,0.00,23.54,10,0.17,1426,63.4,35.9,0.00,0.00,13.73,16,14.10,18.50,115,3.77,-10.96,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
104484,0.00,0.00,23.77,10,0.17,1411,63.4,35.9,0.00,0.00,13.73,16,14.10,21.00,115,3.77,-10.96,3.91,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
104587,0.00,0.00,23.43,10,0.17,1406,63.4,35.9,0.00,0.00,13.73,16,14.10,19.00,115,3.77,-10.94,3.91,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
104689,0.00,0.00,23.54,10,0.17,1409,63.4,35.9,0.00,0.00,13.73,16,14.10,17.50,115,3.77,-10.93,3.91,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
104792,0.00,0.00,23.77,10,0.17,1404,63.4,35.9,0.00,0.00,13.73,16,14.10,17.50,115,3.77,-11.00,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
104895,0.00,0.00,23.66,10,0.17,1384,63.4,35.9,0.00,0.00,13.73,16,14.10,19.00,115,3.63,-11.12,3.89,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,99.90,183,14.70
104997,0.00,0.00,23.54,10,0.17,1349,63.4,35.9,0.00,0.00,13.73,16,14.10,16.50,115,3.48,-11.20,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,99.90,183,14.70
105101,0.00,0.00,23.89,10,0.17,1380,63.4,35.9,0.00,0.00,13.73,16,14.10,18.50,115,3.48,-11.22,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,96.00,183,14.70
105203,0.00,0.00,23.43,10,0.17,1415,63.4,35.9,0.00,0.00,13.73,16,14.10,18.50,115,3.48,-11.25,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,95.20,183,14.70
105305,0.00,0.00,22.74,10,0.17,1399,63.4,35.9,0.00,0.00,13.73,16,14.10,15.50,115,3.48,-11.27,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,70.80,183,14.70
105409,0.00,0.00,22.16,10,0.17,1377,63.4,35.9,0.00,0.00,13.73,16,14.10,17.00,115,3.48,-11.25,3.89,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,51.70,181,14.70
105512,0.00,0.00,19.87,10,0.17,1408,63.4,35.9,0.00,0.00,13.73,16,14.10,13.50,115,3.34,-11.29,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,34.50,181,14.70
105615,0.00,0.00,18.38,10,0.17,1387,63.4,35.9,0.00,0.00,13.73,16,14.10,15.50,115,3.34,-11.29,3.89,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,26.60,181,14.70
105718,0.00,0.00,16.77,10,0.17,1401,63.4,35.9,0.00,0.00,13.73,16,14.10,15.50,115,3.34,-11.29,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,23.00,181,14.70
105821,0.00,0.00,16.42,10,0.17,1374,63.4,35.9,0.00,0.00,13.63,16,14.10,16.50,115,3.34,-11.29,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,20.90,181,14.70
105923,0.00,0.00,15.96,10,0.17,1403,63.4,35.9,0.00,0.00,13.63,16,14.10,13.50,115,3.34,-11.29,3.89,1.28,0.00,-1.70,0.00,0.66,0.00,0.00,19.00,181,14.70
106026,0.00,0.00,15.62,10,0.17,1368,63.4,35.9,0.00,0.00,13.63,16,14.10,17.00,115,3.34,-11.31,3.91,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,18.00,181,14.70
106129,0.00,0.00,15.73,10,0.17,1408,63.4,35.9,0.00,0.00,13.63,16,14.10,12.00,115,3.34,-11.29,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,17.00,181,14.70
106232,0.00,0.00,15.50,10,0.17,1366,63.4,35.9,0.00,0.00,13.63,16,14.10,16.50,115,3.34,-11.29,3.83,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,16.50,181,14.70
106334,0.00,0.00,15.39,10,0.17,1398,63.4,35.9,0.00,0.00,13.63,16,14.10,13.00,115,3.34,-11.29,3.83,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,16.10,181,14.70
106437,0.00,0.00,15.39,10,0.17,1370,63.4,35.9,0.00,0.00,13.63,16,14.10,15.00,115,3.34,-11.33,3.89,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,15.90,181,14.70
106540,0.00,0.00,15.27,10,0.17,1405,63.4,35.9,0.00,0.00,13.63,16,14.10,12.00,115,3.34,-11.33,3.89,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,181,14.70
106643,0.00,0.00,15.27,10,0.17,1377,63.4,35.9,0.00,0.00,13.63,16,14.10,14.50,115,3.34,-11.29,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,15.50,181,14.70
106746,0.00,0.00,15.27,10,0.17,1387,63.4,35.9,0.00,0.00,13.63,16,14.10,14.00,115,3.34,-11.29,3.83,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,15.50,181,14.70
106848,0.00,0.00,15.16,10,0.17,1384,63.4,35.9,0.00,0.00,13.63,16,14.10,14.00,115,3.34,-11.29,3.83,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,15.40,181,14.70
106951,0.00,0.00,15.16,10,0.17,1390,63.4,35.9,0.00,0.00,13.63,16,14.10,13.50,115,3.34,-11.29,3.86,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,15.20,181,14.70
107054,0.00,0.00,15.16,10,0.17,1395,63.4,35.9,0.00,0.00,13.63,16,14.10,13.00,115,3.34,-11.29,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,15.20,181,14.70
107156,0.00,0.00,15.16,10,0.17,1388,63.4,35.9,0.00,0.00,13.63,16,14.10,13.50,115,3.34,-11.29,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,15.10,181,14.70
107259,0.00,0.00,15.16,10,0.17,1392,63.4,35.9,0.00,0.00,13.63,16,14.10,14.50,115,3.34,-11.31,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,15.00,181,14.70
107362,0.00,0.00,15.16,10,0.17,1400,63.4,35.9,0.00,0.00,13.63,16,14.10,15.00,115,3.34,-11.29,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,15.10,181,14.70
107465,0.00,0.00,15.16,10,0.16,1401,63.4,35.9,0.00,0.00,13.63,16,14.10,12.50,115,3.34,-11.33,3.83,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,15.00,181,14.70
107567,0.00,0.00,15.16,10,0.17,1370,63.4,35.9,0.00,0.00,13.63,16,14.10,16.00,115,3.34,-11.31,3.83,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,15.00,181,14.70
107671,0.00,0.00,14.93,10,0.17,1402,63.4,35.9,0.00,0.00,13.63,16,14.10,12.00,115,3.34,-11.29,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,14.90,181,14.70
107773,0.00,0.00,14.93,10,0.17,1393,63.4,35.9,0.00,0.00,13.63,16,14.10,13.50,115,3.34,-11.29,3.89,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,14.90,181,14.70
107876,0.00,0.00,14.93,10,0.17,1394,63.4,35.9,0.00,0.00,13.63,16,14.10,14.50,115,3.34,-11.29,3.83,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,14.90,181,14.70
