Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Coolant Temperature (F),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
14943,0.00,0.00,12.98,10,118,0.49,1511,0.00,0.00,14.25,16,29.22,28.50,77,7.69,-6.98,11.99,1.82,0.00,0.86,0.00
15016,0.00,0.00,13.55,10,118,0.49,1580,0.00,0.00,14.25,16,29.57,29.50,77,7.69,-6.86,12.64,1.86,0.00,0.86,0.00
15089,0.78,0.00,14.01,8,118,0.51,1610,0.00,0.00,14.25,16,29.57,29.50,77,7.84,-6.77,13.32,1.88,0.00,0.88,0.00
17817,0.00,-0.78,11.37,8,118,0.21,2693,0.00,0.00,15.22,16,13.75,21.00,77,3.63,-11.18,9.31,1.68,0.00,0.64,0.00
17889,0.00,-0.78,11.25,10,118,0.22,2592,0.00,0.00,14.47,16,11.99,16.00,77,3.48,-11.23,9.57,1.70,0.00,0.64,0.00
17963,0.00,-0.78,11.37,10,118,0.22,2482,0.00,0.00,14.47,16,11.99,13.00,77,3.48,-11.27,9.04,1.66,0.00,0.64,0.00
18036,0.00,-0.78,11.37,10,118,0.22,2360,0.00,0.00,14.47,16,11.99,13.00,77,3.34,-11.25,8.65,1.64,0.00,0.64,0.00
18108,0.00,-0.78,11.48,10,118,0.20,2234,0.00,0.00,14.47,16,11.99,13.00,77,3.48,-11.25,7.98,1.58,0.00,0.64,0.00
18182,0.00,-0.78,11.71,10,118,0.19,2078,0.00,0.00,14.47,16,11.99,13.00,77,3.48,-11.16,6.77,1.52,0.00,0.64,0.00
18255,0.00,-0.78,12.06,10,118,0.21,1832,0.00,0.00,14.47,16,11.99,13.00,77,3.48,-11.06,6.48,1.50,0.00,0.64,0.00
18328,0.00,-0.78,13.90,10,120,0.23,1697,0.00,0.00,14.47,16,11.99,13.00,77,3.63,-11.00,6.48,1.52,0.00,0.64,0.00
18402,0.00,-0.78,14.93,10,120,0.25,1556,0.00,0.00,14.47,16,11.99,21.00,77,3.77,-10.93,6.62,1.52,0.00,0.64,0.00
18474,0.00,-0.78,16.31,10,120,0.27,1452,0.00,0.00,14.47,16,11.29,21.00,77,3.92,-10.73,6.51,1.50,0.00,0.64,0.00
18547,0.00,-0.78,18.72,10,120,0.30,1324,0.00,0.00,14.47,16,10.94,20.00,77,4.06,-10.52,6.40,1.50,0.00,0.66,0.00
18620,0.00,-0.78,20.79,10,120,0.32,1240,0.00,0.00,12.10,16,10.59,19.50,77,4.35,-10.09,6.66,1.52,0.00,0.68,0.00
18694,0.00,-0.78,21.71,10,120,0.30,1272,0.00,0.00,15.02,16,11.64,20.00,77,4.64,-9.96,6.59,1.52,0.00,0.68,0.00
18767,0.00,-0.78,22.28,10,120,0.28,1304,0.00,0.00,14.47,16,12.70,11.50,77,4.79,-9.96,6.22,1.48,0.00,0.70,0.00
18840,0.00,-0.78,22.62,10,120,0.29,1278,0.00,0.00,14.47,16,14.10,12.50,77,4.79,-9.84,6.07,1.48,0.00,0.72,0.00
18913,0.00,-0.78,22.62,10,120,0.31,1320,0.00,0.00,14.44,16,15.51,14.00,77,4.79,-9.71,6.51,1.52,0.00,0.72,0.00
18986,0.00,-0.78,21.71,10,120,0.30,1377,0.00,0.00,14.44,16,17.62,15.50,77,5.08,-9.55,6.73,1.52,0.00,0.74,0.00
19059,0.00,0.00,19.87,10,120,0.29,1467,0.00,0.00,14.47,16,20.78,17.50,77,5.22,-9.48,6.92,1.54,0.00,0.74,0.00
19132,0.00,0.00,16.77,10,120,0.33,1542,0.00,0.00,12.85,16,26.41,20.00,77,5.22,-9.26,7.21,1.56,0.00,0.80,0.00
19205,-0.78,0.00,15.04,8,120,0.37,1682,0.00,0.00,12.87,16,31.68,30.00,77,5.66,-8.86,10.23,1.74,0.00,0.82,0.00
19278,-1.56,0.00,14.70,8,120,0.37,1778,0.00,0.00,14.36,16,32.73,32.00,77,5.95,-8.70,11.05,1.78,0.00,0.84,0.00
19351,-1.56,0.00,14.59,8,120,0.40,1758,0.00,0.00,13.01,16,30.98,32.00,77,5.95,-8.45,11.35,1.80,0.00,0.84,0.00
19424,-2.34,0.00,14.47,8,120,0.43,1656,0.00,0.00,14.33,16,30.62,30.50,77,6.24,-8.14,11.61,1.80,0.00,0.86,0.00
19497,-2.34,0.00,14.24,8,120,0.46,1716,0.00,0.00,12.89,16,32.03,30.50,77,6.53,-7.79,12.20,1.84,0.00,0.88,0.00
19570,-1.56,0.00,14.47,8,120,0.50,1705,0.00,0.00,13.26,16,32.03,32.00,77,7.11,-7.41,13.32,1.90,0.00,0.88,0.00
19643,-0.78,0.00,14.59,8,120,0.52,1678,0.00,0.00,14.25,16,31.68,32.00,77,7.55,-7.14,14.22,1.90,0.00,0.90,0.00
19715,-0.78,0.00,14.59,8,120,0.51,1721,0.00,0.00,14.25,16,33.09,31.00,77,7.69,-6.90,14.53,1.92,0.00,0.90,0.00
19789,-0.78,0.00,14.59,8,120,0.51,1749,0.00,0.00,14.30,16,33.09,32.00,77,7.84,-6.85,14.66,1.92,0.00,0.90,0.00
19862,0.00,0.00,14.59,8,120,0.52,1725,0.00,0.00,14.30,16,32.73,32.50,77,7.84,-6.77,14.98,1.94,0.00,0.90,0.00
19935,0.00,0.00,14.70,8,120,0.50,1756,0.00,0.00,14.30,16,33.79,33.00,77,7.98,-6.73,14.86,1.92,0.00,0.90,0.00
20008,1.56,0.00,14.81,8,120,0.50,1784,0.00,0.00,14.33,16,33.44,34.00,77,7.98,-6.73,14.98,1.94,0.00,0.90,0.00
20081,2.34,0.00,14.93,8,120,0.51,1769,0.00,0.00,14.33,16,33.44,33.50,77,7.98,-6.71,14.92,1.94,0.00,0.90,0.00
20154,3.12,0.00,15.16,8,120,0.50,1802,0.00,0.00,14.33,16,34.84,33.00,77,7.98,-6.75,14.98,1.94,0.00,0.90,0.00
20227,4.69,0.00,15.39,8,120,0.50,1794,0.00,0.00,14.36,16,34.49,34.00,77,7.98,-6.75,15.05,1.94,0.00,0.90,0.00
20300,4.69,0.00,15.27,8,120,0.50,1782,0.00,0.00,14.33,16,34.49,34.00,77,7.98,-6.77,15.19,1.94,0.00,0.90,0.00
20374,4.69,0.00,15.16,8,120,0.50,1819,0.00,0.00,14.36,16,35.20,34.00,77,7.98,-6.79,14.98,1.94,0.00,0.90,0.00
20447,4.69,0.00,15.04,8,120,0.50,1828,0.00,0.00,14.36,16,34.84,34.50,77,7.98,-6.79,15.05,1.94,0.00,0.90,0.00
20520,4.69,0.00,14.81,8,120,0.49,1824,0.00,0.00,14.36,16,35.55,34.50,77,7.98,-6.81,15.19,1.94,0.00,0.90,0.00
20593,4.69,0.00,14.81,8,120,0.48,1850,0.00,0.00,14.40,16,35.90,35.50,77,7.84,-6.85,14.85,1.94,0.00,0.90,0.00
20666,4.69,0.00,14.70,8,120,0.48,1866,0.00,0.00,14.40,16,35.90,35.50,77,7.84,-6.86,15.05,1.94,0.00,0.90,0.00
20739,4.69,0.00,14.70,8,120,0.48,1887,0.00,0.00,14.40,16,36.60,35.50,77,7.84,-6.90,15.19,1.94,0.00,0.90,0.00
20812,5.47,0.00,14.59,8,120,0.48,1911,0.00,0.00,14.40,16,36.60,36.50,77,7.84,-6.94,14.92,1.92,0.00,0.90,0.00
20885,5.47,0.00,14.70,8,120,0.47,1916,0.00,0.00,14.44,16,36.60,36.50,77,7.69,-6.96,15.05,1.94,0.00,0.90,0.00
20958,5.47,0.00,14.59,8,120,0.47,1935,0.00,0.00,14.44,16,37.30,36.50,77,7.69,-6.98,15.05,1.94,0.00,0.90,0.00
21031,5.47,0.00,14.59,8,120,0.47,1937,0.00,0.00,14.44,16,37.30,37.00,77,7.69,-7.00,14.92,1.94,0.00,0.90,0.00
21105,5.47,0.00,14.59,8,120,0.46,1929,0.00,0.00,14.44,16,36.95,37.00,77,7.69,-7.06,14.92,1.94,0.00,0.90,0.00
21177,4.69,0.00,14.47,8,120,0.45,1952,0.00,0.00,14.47,16,37.66,37.00,77,7.69,-7.10,14.73,1.92,0.00,0.90,0.00
21251,4.69,0.00,14.36,8,120,0.45,1962,0.00,0.00,14.47,16,37.66,37.50,77,7.55,-7.15,14.79,1.92,0.00,0.90,0.00
21323,5.47,0.00,14.36,8,120,0.45,1958,0.00,0.00,14.47,16,37.66,37.50,77,7.55,-7.17,14.66,1.92,0.00,0.90,0.00
21397,4.69,0.00,14.47,8,120,0.45,1986,0.00,0.00,14.47,16,38.01,38.00,77,7.55,-7.19,14.86,1.92,0.00,0.90,0.00
21470,4.69,0.00,14.36,8,120,0.45,1988,0.00,0.00,14.44,16,38.01,38.00,77,7.40,-7.23,14.73,1.94,0.00,0.90,0.00
21543,4.69,0.00,14.36,8,120,0.45,1976,0.00,0.00,14.47,16,38.01,38.00,77,7.40,-7.25,14.79,1.94,0.00,0.90,0.00
21617,4.69,0.00,14.36,8,120,0.45,1980,0.00,0.00,14.47,16,38.01,37.50,77,7.40,-7.25,14.72,1.92,0.00,0.90,0.00
21689,4.69,0.00,14.36,8,120,0.44,1978,0.00,0.00,14.47,16,38.36,38.00,77,7.40,-7.29,14.79,1.92,0.00,0.90,0.00
21762,3.91,0.00,14.24,8,120,0.44,2005,0.00,0.00,14.47,16,38.71,38.00,77,7.40,-7.33,14.86,1.94,0.00,0.90,0.00
21835,3.91,0.00,14.13,8,120,0.43,2036,0.00,0.00,14.47,16,38.71,38.50,77,7.40,-7.39,14.79,1.92,0.00,0.90,0.00
21909,3.91,0.00,14.24,8,120,0.43,2032,0.00,0.00,14.47,16,38.71,38.50,77,7.25,-7.46,14.60,1.92,0.00,0.88,0.00
21982,3.91,0.00,14.13,8,120,0.42,2034,0.00,0.00,14.47,16,38.71,38.00,77,7.25,-7.70,14.47,1.90,0.00,0.88,0.00
22054,3.91,0.00,14.24,8,120,0.41,2086,0.00,0.00,14.65,16,38.71,38.50,77,6.96,-7.87,13.58,1.88,0.00,0.86,0.00
22128,2.34,0.00,14.13,8,120,0.39,2055,0.00,0.00,14.65,16,38.01,38.50,77,6.67,-8.01,13.39,1.88,0.00,0.84,0.00
22201,1.56,0.00,13.90,8,120,0.37,2069,0.00,0.00,14.65,16,37.30,38.00,77,6.38,-8.43,13.26,1.86,0.00,0.82,0.00
22274,0.78,0.00,13.78,8,120,0.35,2084,0.00,0.00,14.65,16,36.95,37.50,77,6.09,-8.78,11.71,1.80,0.00,0.82,0.00
22347,-0.78,0.00,13.67,8,120,0.31,2070,0.00,0.00,15.92,16,35.55,36.50,77,5.80,-8.97,10.59,1.74,0.00,0.80,0.00
22420,-2.34,0.00,13.55,8,120,0.30,2065,0.00,0.00,14.83,16,35.90,35.50,77,5.66,-9.11,10.49,1.74,0.00,0.80,0.00
22493,-3.91,0.00,13.32,8,120,0.30,2078,0.00,0.00,14.83,16,35.90,35.50,77,5.51,-9.24,10.45,1.74,0.00,0.80,0.00
22566,-4.69,0.00,13.09,8,120,0.30,2089,0.00,0.00,14.83,16,35.55,35.50,77,5.51,-9.30,10.48,1.74,0.00,0.80,0.00
22640,-3.91,0.00,13.32,8,120,0.30,2070,0.00,0.00,14.83,16,35.55,35.50,77,5.37,-9.38,10.38,1.74,0.00,0.80,0.00
22712,-3.12,0.00,14.01,8,120,0.29,2085,0.00,0.00,14.83,16,35.55,35.50,77,5.37,-9.44,10.27,1.74,0.00,0.80,0.00
22786,-3.12,0.00,14.13,8,120,0.29,2102,0.00,0.00,14.83,16,35.55,35.50,77,5.22,-9.48,10.17,1.72,0.00,0.80,0.00
22858,-3.12,0.00,14.36,8,120,0.29,2096,0.00,0.00,14.83,16,35.55,35.50,77,5.22,-9.53,10.17,1.72,0.00,0.80,0.00
22932,-3.12,0.00,14.36,8,120,0.29,2073,0.00,0.00,14.65,16,35.20,35.50,77,5.22,-9.53,10.13,1.72,0.00,0.80,0.00
23004,-3.12,0.00,14.47,8,120,0.29,2088,0.00,0.00,14.65,16,35.55,35.00,77,5.08,-9.57,9.97,1.72,0.00,0.80,0.00
23078,-3.12,0.00,14.47,8,120,0.29,2098,0.00,0.00,14.65,16,35.20,35.50,77,5.08,-9.59,9.97,1.72,0.00,0.80,0.00
23150,-3.12,0.00,14.36,8,120,0.29,2082,0.00,0.00,14.65,16,35.55,35.00,77,5.08,-9.61,9.97,1.72,0.00,0.80,0.00
23224,-3.91,0.00,14.24,8,120,0.28,2079,0.00,0.00,14.65,16,35.20,35.00,77,5.08,-9.63,9.97,1.72,0.00,0.80,0.00
23297,-3.91,0.00,14.24,8,120,0.29,2047,0.00,0.00,14.65,16,35.20,35.00,77,5.08,-9.63,9.97,1.72,0.00,0.80,0.00
23370,-3.91,0.00,14.24,8,120,0.29,2053,0.00,0.00,14.65,16,35.20,35.00,77,5.08,-9.59,9.88,1.70,0.00,0.80,0.00
23443,-3.91,0.00,14.24,8,120,0.28,2083,0.00,0.00,14.65,16,34.84,34.50,77,5.08,-9.63,9.84,1.70,0.00,0.80,0.00
23517,-4.69,0.00,14.24,8,120,0.28,2081,0.00,0.00,14.65,16,34.84,35.00,77,5.08,-9.67,9.75,1.70,0.00,0.80,0.00
23589,-4.69,0.00,14.24,8,120,0.28,2048,0.00,0.00,14.65,16,34.84,35.00,77,5.08,-9.67,9.75,1.70,0.00,0.80,0.00
23662,-3.91,0.00,14.36,8,120,0.28,2038,0.00,0.00,14.65,16,34.84,34.50,77,5.08,-9.69,9.53,1.68,0.00,0.78,0.00
23735,-3.91,0.00,14.36,8,120,0.27,2056,0.00,0.00,14.65,16,34.49,34.00,77,4.93,-9.73,9.35,1.68,0.00,0.78,0.00
23809,-3.91,-0.78,14.36,8,122,0.27,2052,0.00,0.00,14.65,16,34.49,34.00,77,4.93,-9.77,9.35,1.68,0.00,0.78,0.00
23882,-3.91,-0.78,14.47,8,122,0.27,2042,0.00,0.00,14.76,16,34.49,34.00,77,4.93,-9.78,9.26,1.68,0.00,0.78,0.00
23955,-3.91,-0.78,14.47,8,122,0.27,2025,0.00,0.00,14.76,16,34.49,34.00,77,4.93,-9.80,9.13,1.66,0.00,0.78,0.00
24028,-3.91,-0.78,14.47,8,122,0.27,2030,0.00,0.00,14.76,16,34.14,34.00,77,4.93,-9.82,9.08,1.66,0.00,0.78,0.00
24101,-3.91,-0.78,14.47,8,122,0.27,2024,0.00,0.00,14.76,16,34.14,34.00,77,4.93,-9.82,9.09,1.66,0.00,0.78,0.00
24174,-3.91,-0.78,14.47,8,122,0.27,2013,0.00,0.00,14.76,16,34.14,34.00,77,4.93,-9.82,9.00,1.66,0.00,0.78,0.00
24246,-3.12,-0.78,14.47,8,122,0.27,2006,0.00,0.00,14.76,16,34.14,34.00,77,4.93,-9.82,8.91,1.66,0.00,0.78,0.00
24320,-3.12,-0.78,14.59,8,122,0.27,2002,0.00,0.00,14.76,16,34.14,34.00,77,4.93,-9.82,8.99,1.66,0.00,0.78,0.00
24392,-2.34,-0.78,14.59,8,122,0.27,2004,0.00,0.00,14.76,16,33.79,34.00,77,4.93,-9.82,9.00,1.66,0.00,0.78,0.00
24466,-2.34,-0.78,14.59,8,122,0.27,1997,0.00,0.00,14.76,16,34.14,34.00,77,4.93,-9.80,8.99,1.66,0.00,0.78,0.00
24539,-2.34,-0.78,14.59,8,122,0.27,1988,0.00,0.00,14.76,16,34.14,34.00,77,4.93,-9.80,9.08,1.66,0.00,0.78,0.00
24611,-2.34,-0.78,14.59,8,122,0.27,1979,0.00,0.00,14.59,16,33.79,34.00,77,4.93,-9.82,9.08,1.66,0.00,0.78,0.00
24685,-2.34,-0.78,14.59,8,122,0.27,1971,0.00,0.00,14.59,16,33.79,33.50,77,4.93,-9.80,8.99,1.66,0.00,0.78,0.00
24758,-2.34,-0.78,14.59,8,122,0.27,1976,0.00,0.00,14.59,16,33.44,33.50,77,4.93,-9.77,9.00,1.66,0.00,0.78,0.00
24831,-2.34,-0.78,14.47,8,122,0.27,1967,0.00,0.00,14.59,16,33.44,33.50,77,4.93,-9.75,8.91,1.66,0.00,0.78,0.00
24904,-3.12,-0.78,14.47,8,122,0.27,1962,0.00,0.00,14.59,16,33.79,33.50,77,4.93,-9.75,8.99,1.66,0.00,0.78,0.00
24977,-2.34,-0.78,14.36,8,122,0.27,1960,0.00,0.00,14.59,16,33.44,33.50,77,4.93,-9.75,8.91,1.66,0.00,0.78,0.00
25050,-2.34,-0.78,14.36,8,122,0.28,1947,0.00,0.00,14.59,16,33.44,33.00,77,4.93,-9.75,9.00,1.66,0.00,0.78,0.00
25123,-2.34,-0.78,14.47,8,122,0.28,1923,0.00,0.00,14.59,16,33.09,33.00,77,4.93,-9.75,8.82,1.66,0.00,0.78,0.00
25196,-2.34,-0.78,14.47,8,122,0.26,1946,0.00,0.00,14.59,16,32.73,33.00,77,4.93,-9.82,8.82,1.66,0.00,0.76,0.00
25270,-2.34,-0.78,14.47,8,122,0.25,1954,0.00,0.00,14.76,16,32.73,32.50,77,4.64,-10.04,8.27,1.60,0.00,0.74,0.00
25342,-2.34,-0.78,14.36,8,122,0.24,1927,0.00,0.00,14.76,16,32.03,32.50,77,4.50,-10.23,7.54,1.58,0.00,0.74,0.00
25416,-3.12,-0.78,14.36,8,122,0.23,1912,0.00,0.00,14.76,16,31.33,32.00,77,4.35,-10.33,7.24,1.56,0.00,0.74,0.00
25489,-3.91,-0.78,14.24,8,122,0.22,1900,0.00,0.00,14.76,16,31.33,31.50,77,4.35,-10.44,7.06,1.54,0.00,0.72,0.00
25562,-3.91,-0.78,14.13,8,122,0.22,1872,0.00,0.00,14.76,16,30.98,30.50,77,4.21,-10.52,6.77,1.52,0.00,0.72,0.00
25636,-4.69,-0.78,14.01,8,122,0.21,1885,0.00,0.00,14.76,16,31.33,30.50,77,4.21,-10.58,6.73,1.52,0.00,0.72,0.00
25708,-4.69,-0.78,14.01,8,122,0.21,1907,0.00,0.00,14.76,16,30.98,31.00,77,4.06,-10.64,6.70,1.52,0.00,0.72,0.00
25781,-4.69,-0.78,14.13,8,122,0.21,1873,0.00,0.00,14.76,16,30.62,30.50,77,4.06,-10.67,6.59,1.52,0.00,0.72,0.00
25854,-3.91,-0.78,14.24,8,122,0.21,1861,0.00,0.00,14.76,16,30.62,30.50,77,4.06,-10.75,6.51,1.50,0.00,0.72,0.00
25928,-3.91,-0.78,14.36,8,122,0.20,1861,0.00,0.00,14.76,16,30.62,30.50,77,3.92,-10.79,6.37,1.50,0.00,0.72,0.00
26001,-3.91,-0.78,14.47,8,122,0.20,1844,0.00,0.00,14.76,16,30.27,30.50,77,3.92,-10.83,6.29,1.50,0.00,0.72,0.00
26073,-3.91,-0.78,14.47,8,122,0.20,1838,0.00,0.00,14.76,16,30.27,30.00,77,3.92,-10.87,6.26,1.50,0.00,0.70,0.00
26147,-3.91,-0.78,14.47,8,122,0.20,1834,0.00,0.00,14.76,16,30.27,30.00,77,3.77,-10.89,6.15,1.48,0.00,0.70,0.00
26219,-3.91,-0.78,14.36,8,122,0.20,1829,0.00,0.00,14.76,16,29.92,30.00,77,3.77,-10.89,6.07,1.48,0.00,0.70,0.00
26293,-4.69,-0.78,14.36,8,122,0.20,1804,0.00,0.00,14.76,16,29.92,29.50,77,3.77,-10.94,6.04,1.48,0.00,0.70,0.00
26366,-4.69,-0.78,14.36,8,122,0.20,1800,0.00,0.00,14.76,16,29.57,29.50,77,3.77,-10.96,6.00,1.48,0.00,0.70,0.00
26439,-3.91,-0.78,14.36,8,122,0.20,1774,0.00,0.00,14.76,16,29.22,29.50,77,3.77,-10.96,5.94,1.48,0.00,0.70,0.00
26512,-3.91,-0.78,14.36,8,122,0.20,1780,0.00,0.00,14.76,16,29.57,29.00,77,3.77,-10.98,5.94,1.46,0.00,0.70,0.00
26585,-3.91,-0.78,14.36,8,122,0.20,1768,0.00,0.00,14.76,16,29.22,29.50,77,3.77,-11.00,5.87,1.46,0.00,0.70,0.00
26658,-3.91,-0.78,14.36,8,122,0.20,1751,0.00,0.00,14.76,16,29.22,29.00,77,3.63,-11.00,5.87,1.46,0.00,0.70,0.00
26732,-4.69,-0.78,14.36,8,122,0.20,1745,0.00,0.00,14.76,16,29.22,29.00,77,3.63,-11.04,5.81,1.46,0.00,0.70,0.00
26804,-3.91,-0.78,14.36,8,122,0.20,1766,0.00,0.00,14.76,16,29.22,29.00,77,3.63,-11.04,5.81,1.46,0.00,0.70,0.00
26877,-3.91,-0.78,14.36,8,122,0.20,1755,0.00,0.00,14.76,16,28.52,29.00,77,3.63,-11.02,5.78,1.46,0.00,0.70,0.00
26950,-3.91,-0.78,14.47,8,122,0.20,1712,0.00,0.00,14.59,16,28.16,28.50,77,3.63,-11.04,5.81,1.46,0.00,0.70,0.00
27023,-3.91,-0.78,14.47,8,122,0.20,1717,0.00,0.00,14.59,16,28.52,28.00,77,3.63,-11.04,5.81,1.46,0.00,0.70,0.00
27096,-3.91,-0.78,14.47,8,122,0.20,1710,0.00,0.00,14.59,16,28.52,28.50,77,3.63,-11.04,5.74,1.46,0.00,0.70,0.00
27169,-3.12,-0.78,14.59,8,122,0.20,1684,0.00,0.00,14.59,16,28.16,28.50,77,3.63,-11.04,5.78,1.46,0.00,0.70,0.00
27242,-3.12,-0.78,14.59,8,122,0.20,1694,0.00,0.00,14.59,16,28.16,28.00,77,3.63,-11.02,5.74,1.46,0.00,0.70,0.00
27315,-3.12,-0.78,14.59,8,122,0.20,1692,0.00,0.00,14.59,16,27.81,28.00,77,3.63,-11.00,5.74,1.46,0.00,0.70,0.00
27388,-3.12,-0.78,14.59,8,122,0.20,1684,0.00,0.00,14.59,16,27.81,28.00,77,3.63,-11.00,5.74,1.46,0.00,0.70,0.00
27461,-3.91,-0.78,14.47,8,122,0.21,1671,0.00,0.00,14.59,16,27.81,27.50,77,3.63,-11.00,5.68,1.44,0.00,0.70,0.00
27534,-3.12,-0.78,14.47,8,122,0.21,1653,0.00,0.00,14.59,16,27.46,27.00,77,3.63,-11.00,5.65,1.44,0.00,0.68,0.00
27608,-3.12,-0.78,14.47,8,122,0.20,1629,0.00,0.00,14.59,16,26.41,27.00,77,3.63,-11.12,5.46,1.42,0.00,0.64,0.00
27680,-3.12,-0.78,14.47,8,122,0.19,1652,0.00,0.00,14.59,16,21.84,33.00,77,3.63,-11.27,4.97,1.38,0.00,0.64,0.00
27754,0.00,-0.78,14.47,8,122,0.17,1619,0.00,0.00,14.76,16,18.67,29.50,77,3.48,-11.39,4.60,1.36,0.00,0.64,0.00
27826,0.00,-0.78,14.59,10,122,0.17,1591,0.00,0.00,14.76,16,15.16,27.50,77,3.34,-11.39,4.48,1.36,0.00,0.64,0.00
27900,0.00,-0.78,14.47,10,122,0.17,1554,0.00,0.00,14.76,16,11.99,23.50,77,3.34,-11.31,4.43,1.36,0.00,0.64,0.00
27972,0.00,-0.78,14.36,10,122,0.18,1471,0.00,0.00,14.59,16,11.64,21.00,77,3.48,-11.22,4.43,1.36,0.00,0.64,0.00
28045,0.00,-0.78,14.24,10,122,0.19,1401,0.00,0.00,14.59,16,11.29,20.00,77,3.48,-11.20,4.51,1.36,0.00,0.64,0.00
28118,0.00,-0.78,14.13,10,122,0.20,1318,0.00,0.00,14.59,16,10.94,19.50,77,3.48,-11.12,4.24,1.34,0.00,0.64,0.00
28192,0.00,-0.78,13.90,10,122,0.23,1251,0.00,0.00,12.48,16,10.59,19.50,77,3.63,-10.89,4.32,1.36,0.00,0.64,0.00
28264,0.00,-0.78,13.90,10,122,0.24,1144,0.00,0.00,14.52,16,10.23,19.00,77,3.77,-10.69,4.57,1.36,0.00,0.64,0.00
28338,0.00,-0.78,13.90,10,122,0.25,1112,0.00,0.00,14.52,16,10.23,19.00,77,4.06,-10.50,4.63,1.38,0.00,0.64,0.00
28412,0.00,-0.78,14.13,10,122,0.25,1086,0.00,0.00,14.52,16,10.23,19.00,77,4.21,-10.36,4.51,1.36,0.00,0.64,0.00
28484,0.00,-0.78,14.59,10,122,0.25,1066,0.00,0.00,14.52,16,9.88,19.00,77,4.35,-10.29,4.46,1.36,0.00,0.64,0.00
28557,0.00,-0.78,14.70,10,122,0.27,1043,0.00,0.00,14.52,16,9.88,18.50,77,4.50,-10.09,4.52,1.38,0.00,0.64,0.00
28630,0.00,-0.78,14.36,10,122,0.29,1033,0.00,0.00,14.48,16,9.88,18.50,77,4.64,-9.98,4.75,1.38,0.00,0.64,0.00
28703,0.00,-0.78,14.01,10,122,0.29,1043,0.00,0.00,14.48,16,9.88,18.50,77,4.79,-9.82,4.97,1.42,0.00,0.64,0.00
28776,0.00,-0.78,13.55,10,122,0.29,1058,0.00,0.00,14.48,16,9.88,18.50,77,4.93,-9.75,5.04,1.40,0.00,0.64,0.00
28849,0.00,-0.78,13.55,10,122,0.29,1066,0.00,0.00,14.52,16,9.88,17.50,77,4.93,-9.65,5.04,1.40,0.00,0.64,0.00
28922,0.00,0.00,13.32,10,122,0.28,1072,0.00,0.00,14.52,16,10.23,16.50,77,5.08,-9.63,5.08,1.42,0.00,0.64,0.00
28995,0.00,0.00,13.21,10,122,0.28,1092,0.00,0.00,14.52,16,10.23,15.50,77,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
29068,0.00,0.00,13.09,10,124,0.28,1080,0.00,0.00,14.52,16,10.23,14.00,77,5.08,-9.57,5.01,1.40,0.00,0.64,0.00
29141,0.00,0.00,13.21,10,124,0.28,1091,0.00,0.00,14.52,16,10.23,15.00,77,5.08,-9.57,5.04,1.40,0.00,0.64,0.00
29214,0.00,0.00,13.21,10,124,0.28,1096,0.00,0.00,14.52,16,10.23,14.00,77,5.08,-9.53,5.04,1.40,0.00,0.64,0.00
29287,0.00,0.00,13.44,10,124,0.28,1083,0.00,0.00,14.52,16,10.23,13.00,77,5.22,-9.53,5.04,1.40,0.00,0.64,0.00
29360,0.00,0.00,13.55,10,124,0.28,1084,0.00,0.00,14.52,16,10.23,14.00,77,5.22,-9.53,5.04,1.40,0.00,0.64,0.00
29433,0.00,0.00,13.67,10,124,0.28,1075,0.00,0.00,14.52,16,10.23,14.00,77,5.22,-9.51,5.04,1.42,0.00,0.64,0.00
29506,0.00,0.00,13.78,10,124,0.28,1088,0.00,0.00,14.52,16,10.23,13.00,77,5.22,-9.49,5.04,1.40,0.00,0.64,0.00
29579,0.00,0.00,14.01,10,124,0.28,1084,0.00,0.00,14.52,16,10.23,13.00,77,5.22,-9.49,5.04,1.40,0.00,0.64,0.00
29652,0.00,0.00,14.01,10,124,0.28,1067,0.00,0.00,14.52,16,9.88,13.00,77,5.22,-9.48,5.04,1.40,0.00,0.64,0.00
29725,0.00,0.00,14.13,10,124,0.28,1057,0.00,0.00,14.52,16,9.88,14.00,77,5.22,-9.48,5.04,1.40,0.00,0.64,0.00
29797,0.00,0.00,14.36,10,124,0.28,1068,0.00,0.00,14.52,16,9.88,15.00,77,5.22,-9.48,5.01,1.40,0.00,0.64,0.00
29871,0.00,0.00,14.36,10,124,0.28,1072,0.00,0.00,14.55,16,9.88,13.50,77,5.22,-9.46,5.04,1.42,0.00,0.64,0.00
29943,0.00,0.00,14.36,10,124,0.28,1069,0.00,0.00,14.55,16,9.88,13.00,77,5.22,-9.46,5.01,1.40,0.00,0.64,0.00
