Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
12379,0.00,0.00,14.70,7,0.34,1174,63.5,34.0,0.00,0.00,13.98,16,10.59,13.00,102,5.95,-8.80,6.80,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
12474,0.00,0.00,14.70,7,0.34,1188,63.5,33.8,0.00,0.00,13.99,16,10.59,12.00,102,5.95,-8.78,6.76,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
12570,0.00,0.00,14.70,7,0.37,1195,63.4,33.8,0.00,0.00,14.00,16,10.59,11.50,102,5.95,-8.78,6.76,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
12666,0.00,0.00,14.70,7,0.34,1197,63.4,33.8,0.00,0.00,14.01,16,10.59,10.50,102,5.95,-8.78,6.84,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
12762,0.00,0.00,14.70,7,0.34,1191,63.4,33.8,0.00,0.00,14.02,16,10.59,11.50,102,5.95,-8.74,6.84,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
12858,0.00,0.00,14.70,7,0.34,1202,63.4,33.7,0.00,0.00,14.03,16,10.59,10.00,102,5.95,-8.72,6.84,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
12954,0.00,0.00,14.70,7,0.31,1186,63.4,33.6,0.00,0.00,14.04,16,10.59,11.50,102,5.95,-8.70,6.84,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
13050,0.00,0.00,14.70,7,0.35,1192,63.4,33.6,0.00,0.00,14.05,16,10.59,10.50,102,5.95,-8.68,6.91,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
13146,0.00,0.00,14.70,7,0.35,1202,63.4,33.6,0.00,0.00,14.06,16,10.59,9.50,102,6.09,-8.68,6.91,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
13242,0.00,0.00,14.70,7,0.35,1189,63.4,33.5,0.00,0.00,14.07,16,10.59,11.50,102,5.95,-8.62,6.91,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
13338,0.00,0.00,14.70,7,0.35,1189,63.4,33.4,0.00,0.00,14.08,16,10.59,10.50,102,6.09,-8.59,6.98,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
13434,0.00,0.00,14.70,7,0.35,1201,63.4,33.4,0.00,0.00,14.09,16,10.59,9.50,102,6.09,-8.60,7.02,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
13530,0.00,0.00,14.70,7,0.35,1194,63.4,33.4,0.00,0.00,14.10,16,10.59,10.50,102,6.09,-8.59,6.95,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
13626,0.00,0.00,14.70,7,0.35,1211,63.4,33.4,0.00,0.00,14.11,16,10.59,9.00,102,6.09,-8.60,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
13722,0.00,0.00,14.70,7,0.35,1206,63.4,33.4,0.00,0.00,14.12,16,10.59,9.50,102,6.09,-8.60,6.98,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
13817,0.00,0.00,14.70,7,0.35,1204,63.4,33.4,0.00,0.00,14.13,16,10.59,9.50,102,6.09,-8.62,6.98,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
13914,0.00,0.00,14.70,7,0.35,1192,63.4,33.4,0.00,0.00,14.15,16,10.59,11.00,102,6.09,-8.62,6.98,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
14009,0.00,0.00,14.70,7,0.35,1210,63.4,33.5,0.00,0.00,14.15,16,10.59,9.00,102,6.09,-8.60,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
14105,0.00,0.00,14.70,7,0.35,1194,63.4,33.5,0.00,0.00,14.17,16,10.59,10.50,102,6.09,-8.62,7.02,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
14201,0.00,0.00,14.70,7,0.35,1216,63.4,33.4,0.00,0.00,14.18,16,10.59,8.50,102,6.09,-8.66,7.02,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
14298,0.00,0.00,14.70,7,0.32,1200,63.4,33.6,0.00,0.00,14.19,16,10.59,10.50,102,6.09,-8.68,7.02,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
14393,0.00,0.00,14.70,7,0.35,1210,63.4,33.6,0.00,0.00,14.19,16,10.59,9.50,102,5.95,-8.66,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
14489,0.00,0.00,14.70,7,0.35,1197,63.4,33.6,0.00,0.00,14.21,16,10.59,9.50,102,6.09,-8.68,6.98,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
14585,0.00,0.00,14.70,7,0.35,1213,63.4,33.6,0.00,0.00,14.21,16,10.59,9.50,102,5.95,-8.68,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
14681,0.00,0.00,14.70,7,0.35,1195,63.4,33.5,0.00,0.00,14.23,16,10.59,11.00,102,6.09,-8.64,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
14777,0.00,0.00,14.70,7,0.35,1215,63.4,33.5,0.00,0.00,14.24,16,10.59,9.00,102,6.09,-8.64,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
14872,0.00,0.00,14.70,7,0.34,1187,63.4,33.5,0.00,0.00,14.25,16,10.59,9.00,102,6.09,-8.66,7.02,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
14969,0.00,0.00,14.70,7,0.35,1212,63.4,33.5,0.00,0.00,14.26,16,10.59,9.50,102,6.09,-8.64,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
15065,0.00,0.00,14.70,7,0.35,1192,63.4,33.5,0.00,0.00,14.27,16,10.59,9.50,102,6.09,-8.62,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
15160,0.00,0.00,14.70,7,0.35,1199,63.4,33.5,0.00,0.00,14.28,16,10.59,11.00,102,6.09,-8.60,7.09,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
15257,0.00,0.00,14.70,7,0.35,1198,63.4,33.4,0.00,0.00,14.30,16,10.59,10.50,102,6.09,-8.60,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
15352,0.00,0.00,14.70,7,0.35,1213,63.4,33.4,0.00,0.00,14.30,16,10.59,9.50,102,6.09,-8.60,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
15449,0.00,0.00,14.70,7,0.35,1213,63.4,33.4,0.00,0.00,14.32,16,10.59,9.50,102,6.09,-8.60,6.98,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
15544,0.00,0.00,14.70,7,0.34,1220,63.4,33.4,0.00,0.00,14.33,16,10.59,8.50,102,6.09,-8.66,6.98,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
15640,0.00,0.00,14.70,7,0.34,1218,63.4,33.6,0.00,0.00,14.34,16,10.59,9.00,100,6.09,-8.68,6.98,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
15736,0.00,0.00,14.70,7,0.35,1204,63.4,33.6,0.00,0.00,14.34,16,10.59,10.50,100,5.95,-8.64,7.09,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
15832,0.00,0.00,14.70,7,0.36,1195,63.4,33.4,0.00,0.00,14.36,16,10.59,11.50,100,6.09,-8.60,7.13,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
15928,0.00,0.00,14.70,7,0.36,1217,63.4,33.4,0.00,0.00,14.36,16,10.59,10.50,100,6.09,-8.59,7.13,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
16023,0.00,0.00,14.70,7,0.35,1217,63.4,33.4,0.00,0.00,14.38,16,10.59,9.00,100,6.09,-8.60,7.13,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
16120,0.00,0.00,14.70,7,0.35,1213,63.4,33.4,0.00,0.00,14.39,16,10.59,9.00,100,6.09,-8.60,7.13,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
16216,0.00,0.00,14.70,7,0.35,1208,63.4,33.4,0.00,0.00,14.40,16,10.59,10.50,100,6.09,-8.59,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
16312,0.00,0.00,14.70,7,0.36,1223,63.4,33.4,0.00,0.00,14.41,16,10.59,9.50,100,6.09,-8.55,7.13,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
16409,0.00,0.00,14.70,7,0.35,1203,63.4,33.3,0.00,0.00,14.43,16,10.59,10.50,100,6.09,-8.57,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
16504,0.00,0.00,14.70,7,0.35,1210,63.4,33.4,0.00,0.00,14.43,16,10.59,9.50,100,6.09,-8.59,7.13,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
16600,0.00,0.00,14.70,7,0.35,1219,63.4,33.4,0.00,0.00,14.45,16,10.59,9.00,100,6.09,-8.59,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
16696,0.00,0.00,14.70,7,0.35,1220,63.4,33.4,0.00,0.00,14.45,16,10.59,9.00,100,6.09,-8.62,7.09,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
16792,0.00,0.00,14.70,7,0.35,1199,63.4,33.4,0.00,0.00,14.47,16,10.59,11.50,100,6.09,-8.60,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
16888,0.00,0.00,14.70,7,0.36,1198,63.4,33.4,0.00,0.00,14.48,16,10.59,11.00,100,6.09,-8.59,7.09,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
16983,0.00,0.00,14.70,7,0.35,1196,63.4,33.4,0.00,0.00,14.49,16,10.59,11.50,100,6.09,-8.55,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
17079,0.00,0.00,14.70,7,0.35,1216,63.4,33.3,0.00,0.00,14.50,16,10.59,9.50,100,6.09,-8.57,7.13,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
17176,0.00,0.00,14.70,7,0.35,1188,63.4,33.3,0.00,0.00,14.51,16,10.59,11.00,100,6.24,-8.55,7.13,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
17271,0.00,0.00,14.70,7,0.36,1200,63.4,33.3,0.00,0.00,14.52,16,10.59,10.50,100,6.24,-8.53,7.17,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
17368,0.00,0.00,14.70,7,0.35,1188,63.4,33.3,0.00,0.00,14.53,16,10.59,11.00,100,6.24,-8.53,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
17463,0.00,0.00,14.70,7,0.36,1194,63.4,33.2,0.00,0.00,14.54,16,10.59,11.00,100,6.24,-8.51,7.13,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
17559,0.00,0.00,14.59,7,0.36,1193,63.4,33.2,0.00,0.00,14.55,16,10.59,10.50,100,6.24,-8.51,7.09,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
17658,0.00,0.00,14.70,7,0.35,1203,63.4,33.2,0.00,0.00,14.56,16,10.59,9.50,100,6.24,-8.53,7.13,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
17751,0.00,0.00,14.59,7,0.36,1174,63.5,33.2,0.00,0.00,14.58,16,10.59,11.50,100,6.24,-8.49,7.13,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
17847,0.00,0.00,14.59,7,0.36,1188,63.5,33.1,0.00,0.00,14.59,16,10.59,11.00,100,6.24,-8.45,7.13,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
17943,0.00,0.00,14.59,7,0.36,1194,63.5,33.0,0.00,0.00,14.60,16,10.59,10.50,100,6.24,-8.47,7.09,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
18039,0.00,0.00,14.59,7,0.36,1198,63.5,33.0,0.00,0.00,14.61,16,10.59,10.00,100,6.24,-8.47,7.13,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
18135,0.00,0.00,14.59,7,0.36,1180,63.4,33.1,0.00,0.00,14.62,16,10.59,11.50,100,6.24,-8.43,7.17,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
18231,0.00,0.00,14.59,7,0.36,1194,63.2,33.1,0.00,0.00,14.63,16,10.59,10.50,100,6.24,-8.43,7.20,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
18327,0.00,0.00,14.59,7,0.36,1194,63.2,33.1,0.00,0.00,14.64,16,10.59,11.50,100,6.24,-8.43,7.13,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
18423,0.00,0.00,14.59,7,0.36,1197,63.1,33.1,0.00,0.00,14.65,16,10.59,10.00,100,6.24,-8.43,7.13,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
18519,0.00,0.00,14.59,7,0.37,1163,63.0,33.2,0.00,0.00,14.66,16,10.59,13.00,100,6.24,-8.39,7.09,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
18614,0.00,0.00,14.59,7,0.37,1194,63.0,33.1,0.00,0.00,14.68,16,10.59,11.00,100,6.24,-8.37,7.20,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
18710,0.00,0.00,14.59,7,0.36,1177,63.0,33.0,0.00,0.00,14.69,16,10.59,11.50,100,6.24,-8.37,7.20,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
18806,0.00,0.00,14.59,7,0.37,1191,63.0,33.0,0.00,0.00,14.70,16,10.59,9.50,100,6.38,-8.35,7.24,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
18902,0.00,0.00,14.59,7,0.36,1187,63.0,33.0,0.00,0.00,14.70,16,10.59,10.50,100,6.38,-8.33,7.32,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
18998,0.00,0.00,14.47,7,0.37,1192,63.0,33.0,0.00,0.00,14.70,16,10.59,9.50,100,6.38,-8.33,7.37,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
19093,0.00,0.00,14.47,7,0.37,1188,63.0,33.0,0.00,0.00,14.70,16,10.59,10.50,100,6.38,-8.31,7.40,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
19189,0.00,0.00,14.47,7,0.37,1198,63.0,32.9,0.00,0.00,14.70,16,10.59,9.50,100,6.38,-8.30,7.37,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
19285,0.00,0.00,14.47,7,0.37,1196,62.9,32.8,0.00,0.00,14.70,16,10.59,10.00,100,6.38,-8.30,7.40,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
19382,0.00,0.00,14.47,7,0.37,1209,62.9,32.8,0.00,0.00,14.70,16,10.59,8.50,100,6.38,-8.30,7.48,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
19477,0.00,0.00,14.47,7,0.38,1211,62.9,32.8,0.00,0.00,14.70,16,10.59,8.50,100,6.38,-8.26,7.48,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
19573,0.00,0.00,14.47,7,0.37,1216,62.9,32.8,0.00,0.00,14.70,16,10.59,8.00,100,6.53,-8.30,7.57,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
19669,0.00,0.00,14.36,7,0.37,1216,63.0,32.8,0.00,0.00,14.70,16,10.59,8.00,100,6.38,-8.30,7.48,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
19765,0.00,0.00,14.36,7,0.37,1208,63.0,32.8,0.00,0.00,14.70,16,10.59,9.50,100,6.38,-8.30,7.53,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
19861,0.00,0.00,14.36,7,0.37,1221,63.0,32.8,0.00,0.00,14.70,16,10.59,9.50,100,6.38,-8.31,7.48,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
19956,0.00,0.00,14.36,7,0.37,1224,63.0,32.9,0.00,0.00,14.70,16,10.59,8.00,100,6.38,-8.31,7.48,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
20052,0.00,0.00,14.36,7,0.36,1220,63.0,32.9,0.00,0.00,14.70,16,10.59,9.00,100,6.38,-8.37,7.45,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
20148,0.00,0.00,14.36,7,0.37,1208,63.0,33.1,0.00,0.00,14.70,16,10.59,10.00,100,6.38,-8.35,7.37,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
20244,0.00,0.00,14.36,7,0.37,1218,62.7,33.1,0.00,0.00,14.70,16,10.59,11.50,100,6.38,-8.33,7.40,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
20340,0.00,0.00,14.24,7,0.37,1212,62.6,33.1,0.00,0.00,14.70,16,10.59,9.50,100,6.38,-8.37,7.37,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
20436,0.00,0.00,14.24,7,0.36,1224,62.5,33.2,0.00,0.00,14.70,16,10.59,10.50,100,6.24,-8.41,7.28,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
20532,0.00,0.00,14.24,7,0.36,1231,62.5,33.2,0.00,0.00,14.70,16,10.59,7.50,100,6.24,-8.47,7.20,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
20628,0.00,0.00,14.24,7,0.35,1213,62.5,33.4,0.00,0.00,14.70,16,10.59,9.50,100,6.24,-8.51,7.17,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
20724,0.00,0.00,14.24,7,0.36,1212,62.5,33.5,0.00,0.00,14.70,16,10.59,10.00,100,6.24,-8.49,7.24,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
20820,0.00,0.00,14.13,7,0.36,1201,62.5,33.4,0.00,0.00,14.70,16,10.59,11.00,100,6.24,-8.49,7.28,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
20916,0.00,0.00,14.13,7,0.36,1214,62.5,33.4,0.00,0.00,14.70,16,10.59,9.50,100,6.24,-8.47,7.17,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
21011,0.00,0.00,14.13,7,0.36,1202,62.5,33.4,0.00,0.00,14.70,16,10.59,11.00,100,6.24,-8.47,7.20,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
21107,0.00,0.00,14.13,7,0.35,1218,62.5,33.5,0.00,0.00,14.70,16,10.59,8.50,100,6.24,-8.49,7.20,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
21204,-0.78,0.00,14.13,7,0.36,1192,62.5,33.5,0.00,0.00,14.70,16,10.59,12.00,100,6.24,-8.49,7.17,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
21300,-0.78,0.00,14.13,7,0.36,1200,62.5,33.5,0.00,0.00,14.70,16,10.59,9.50,100,6.24,-8.45,7.17,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
21395,-0.78,0.00,14.13,7,0.36,1190,62.5,33.4,0.00,0.00,14.70,16,10.59,12.00,100,6.24,-8.43,7.20,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
21491,-1.56,0.00,14.01,7,0.36,1204,62.5,33.5,0.00,0.00,14.70,16,10.59,9.50,100,6.24,-8.49,7.09,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
21587,-1.56,0.00,14.01,7,0.36,1196,62.5,33.5,0.00,0.00,14.70,16,10.59,11.50,100,6.24,-8.49,7.20,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
21683,-1.56,0.00,14.01,7,0.35,1202,62.5,33.5,0.00,0.00,14.70,16,10.59,9.00,100,6.24,-8.49,7.13,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
21779,-2.34,0.00,14.01,7,0.36,1177,62.5,33.5,0.00,0.00,14.70,16,10.59,13.50,100,6.24,-8.45,7.20,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
21875,-2.34,0.00,14.01,7,0.37,1200,62.5,33.3,0.00,0.00,14.70,16,10.59,11.00,100,6.24,-8.41,7.28,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
21971,-2.34,0.00,14.01,7,0.37,1187,62.5,33.3,0.00,0.00,14.70,16,10.59,12.00,100,6.24,-8.37,7.32,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
22067,-3.12,0.00,13.90,7,0.36,1200,62.5,33.2,0.00,0.00,14.70,16,10.59,10.50,100,6.38,-8.39,7.28,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
22163,-3.12,0.00,13.90,7,0.37,1172,62.5,33.1,0.00,0.00,14.70,16,10.59,10.50,100,6.24,-8.35,7.32,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
22259,-3.91,0.00,13.90,7,0.38,1192,62.5,33.1,0.00,0.00,14.70,16,10.59,11.00,100,6.38,-8.31,7.45,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
22354,-3.91,0.00,13.90,7,0.38,1204,62.5,33.1,0.00,0.00,14.70,16,10.59,9.50,100,6.38,-8.26,7.53,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
22451,-4.69,0.00,13.90,7,0.38,1196,62.5,32.9,0.00,0.00,14.70,16,10.59,10.50,100,6.53,-8.24,7.48,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
22546,-4.69,0.00,13.78,7,0.37,1197,62.5,32.9,0.00,0.00,14.70,16,10.59,10.00,100,6.53,-8.24,7.48,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
22642,-4.69,0.00,13.78,7,0.37,1194,62.5,32.9,0.00,0.00,14.70,16,10.59,10.50,100,6.53,-8.24,7.45,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
22738,-4.69,0.00,13.78,7,0.37,1204,62.5,32.9,0.00,0.00,14.70,16,10.59,11.50,100,6.53,-8.22,7.53,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
22834,-4.69,0.00,13.67,7,0.38,1194,62.5,32.9,0.00,0.00,14.70,16,10.59,10.50,100,6.53,-8.22,7.45,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
22930,-4.69,0.00,13.67,7,0.35,1200,62.5,32.8,0.00,0.00,14.70,16,10.59,10.50,100,6.53,-8.22,7.53,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
23026,-4.69,0.00,13.67,7,0.38,1177,62.5,32.8,0.00,0.00,14.70,16,10.59,12.00,100,6.53,-8.16,7.48,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
23121,-4.69,0.00,13.67,7,0.38,1180,62.5,32.7,0.00,0.00,14.70,16,10.59,13.00,100,6.53,-8.10,7.53,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
23218,-4.69,0.00,13.67,7,0.39,1177,62.5,32.6,0.00,0.00,14.66,16,10.59,11.50,100,6.53,-8.04,7.61,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
23313,-4.69,0.00,13.67,7,0.39,1177,62.5,32.4,0.00,0.00,14.66,16,10.59,11.50,100,6.53,-8.01,7.70,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
23410,-4.69,0.00,13.67,7,0.39,1178,62.5,32.4,0.00,0.00,14.66,16,10.59,11.00,100,6.67,-8.01,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
23506,-4.69,0.00,13.55,7,0.39,1200,62.5,32.3,0.00,0.00,14.70,16,10.59,9.00,100,6.67,-7.99,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
23601,-4.69,0.00,13.55,7,0.40,1187,62.5,32.2,0.00,0.00,14.66,16,10.59,10.50,100,6.82,-7.93,7.86,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
23697,-4.69,0.00,13.55,7,0.39,1201,62.5,32.2,0.00,0.00,14.66,16,10.59,8.50,100,6.82,-7.93,7.81,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
23794,-4.69,0.00,13.67,7,0.39,1174,62.5,32.2,0.00,0.00,14.70,16,10.59,11.50,100,6.82,-7.93,7.78,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
23889,-4.69,0.00,13.67,7,0.39,1196,62.5,32.1,0.00,0.00,14.66,16,10.59,9.50,100,6.82,-7.91,7.81,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
23985,-4.69,0.00,13.67,7,0.39,1171,62.5,32.1,0.00,0.00,14.66,16,10.59,10.00,100,6.82,-7.89,7.86,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
24080,-5.47,0.00,13.67,7,0.40,1202,62.5,32.1,0.00,0.00,14.66,16,10.59,8.50,100,6.82,-7.91,7.90,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
24176,-5.47,0.00,13.67,7,0.40,1192,62.5,32.1,0.00,0.00,14.66,16,10.59,9.50,100,6.82,-7.91,7.86,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
24273,-5.47,0.00,13.67,7,0.39,1216,62.5,32.1,0.00,0.00,14.70,16,10.59,7.50,100,6.82,-7.95,7.81,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
24369,-5.47,0.00,13.78,7,0.40,1170,62.5,32.1,0.00,0.00,14.66,16,10.59,11.50,100,6.82,-7.89,7.94,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
24465,-5.47,0.00,13.78,7,0.40,1198,62.5,32.1,0.00,0.00,14.66,16,10.59,9.50,100,6.82,-7.85,8.03,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
24560,-6.25,0.00,13.90,7,0.40,1194,62.5,32.0,0.00,0.00,14.70,16,10.59,8.00,100,6.82,-7.85,7.94,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
24657,-6.25,0.00,13.90,7,0.40,1192,62.5,32.0,0.00,0.00,14.66,16,10.59,10.50,100,6.82,-7.85,8.03,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
24752,-6.25,0.00,14.01,7,0.40,1198,62.5,31.8,0.00,0.00,14.66,16,10.59,9.50,100,6.82,-7.81,8.06,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
24849,-6.25,0.00,14.01,7,0.38,1182,62.5,31.8,0.00,0.00,14.66,16,10.59,11.50,99,6.82,-7.77,8.19,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
24945,-6.25,0.00,14.13,7,0.41,1210,62.5,31.8,0.00,0.00,14.66,16,10.59,8.00,100,6.96,-7.73,8.23,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
