Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
25040,-6.25,0.00,14.13,7,0.41,1180,62.5,31.7,0.00,0.00,14.66,16,10.59,11.50,100,6.96,-7.72,8.23,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
25137,-6.25,0.00,14.24,7,0.42,1208,62.5,31.8,0.00,0.00,14.66,16,10.59,11.00,100,6.96,-7.66,8.19,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
25232,-6.25,0.00,14.24,7,0.40,1198,62.5,31.8,0.00,0.00,14.70,16,10.59,7.50,99,6.96,-7.70,8.19,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
25329,-6.25,0.00,14.36,7,0.41,1186,62.5,31.7,0.00,0.00,14.66,16,10.59,11.00,99,6.96,-7.70,8.11,1.62,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
25424,-6.25,0.00,14.36,7,0.41,1206,62.5,31.7,0.00,0.00,14.66,16,10.59,8.50,99,6.96,-7.70,8.14,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
25521,-6.25,0.00,14.36,7,0.41,1180,62.5,31.7,0.00,0.00,14.70,16,10.59,11.50,99,6.96,-7.72,8.14,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
25616,-6.25,0.00,14.36,7,0.41,1204,62.5,31.7,0.00,0.00,14.70,16,10.59,8.00,99,6.96,-7.72,8.19,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
25712,-6.25,0.00,14.47,7,0.40,1169,62.5,31.7,0.00,0.00,14.70,16,10.59,13.00,99,6.96,-7.70,8.11,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
25808,-6.25,0.00,14.47,7,0.41,1222,62.5,31.7,0.00,0.00,14.70,16,10.59,8.50,99,6.96,-7.70,8.19,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
25904,-5.47,0.00,14.59,7,0.40,1179,62.5,31.7,0.00,0.00,14.70,16,10.59,12.50,99,6.96,-7.75,8.11,1.62,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
26000,-5.47,0.00,14.59,7,0.41,1205,62.5,31.8,0.00,0.00,14.70,16,10.59,9.50,99,6.96,-7.70,8.19,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
26096,-5.47,0.00,14.70,7,0.40,1198,62.5,31.7,0.00,0.00,14.70,16,10.59,10.50,99,6.96,-7.75,8.11,1.62,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
26192,-4.69,0.00,14.70,7,0.40,1214,62.5,31.7,0.00,0.00,14.70,16,10.59,10.00,99,6.96,-7.75,8.06,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
26288,-4.69,0.00,14.81,7,0.40,1213,62.5,31.7,0.00,0.00,14.70,16,10.59,9.00,99,6.96,-7.81,8.11,1.62,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
26384,-4.69,0.00,14.81,7,0.40,1226,62.5,31.8,0.00,0.00,14.70,16,10.59,8.00,99,6.82,-7.83,8.11,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
26480,-3.91,0.00,14.93,7,0.40,1200,62.5,31.9,0.00,0.00,14.70,16,10.59,11.00,99,6.82,-7.85,8.14,1.62,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
26576,-3.91,0.00,14.93,7,0.40,1244,62.5,32.0,0.00,0.00,14.70,16,10.59,8.00,99,6.82,-7.85,8.19,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
26672,-3.91,0.00,14.93,7,0.40,1212,62.5,32.0,0.00,0.00,14.70,16,10.59,7.00,99,6.82,-7.93,8.11,1.62,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
26768,-3.12,0.00,14.93,7,0.40,1247,62.5,32.1,0.00,0.00,14.70,16,10.59,6.50,99,6.82,-7.91,8.19,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
26864,-3.12,0.00,15.04,7,0.40,1228,62.5,32.2,0.00,0.00,14.70,16,10.59,8.00,99,6.82,-7.95,8.23,1.62,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
26959,-3.12,0.00,15.04,7,0.40,1258,62.5,32.2,0.00,0.00,14.70,16,10.59,6.50,99,6.82,-7.95,8.23,1.62,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
27055,-2.34,0.00,15.04,7,0.39,1235,62.5,32.2,0.00,0.00,14.70,16,10.94,6.00,99,6.67,-8.02,8.14,1.62,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
27152,-1.56,0.00,15.04,7,0.40,1255,62.5,32.3,0.00,0.00,14.70,16,10.59,7.50,99,6.67,-8.04,8.23,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
27247,-1.56,0.00,15.16,7,0.40,1238,62.5,32.4,0.00,0.00,14.70,16,10.59,8.00,99,6.67,-8.04,8.19,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
27343,-1.56,0.00,15.04,7,0.39,1262,62.5,32.4,0.00,0.00,14.70,16,10.59,7.00,99,6.67,-8.04,8.23,1.62,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
27439,-1.56,0.00,15.16,7,0.39,1270,62.5,32.4,0.00,0.00,14.70,16,10.94,7.00,99,6.67,-8.14,8.11,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
27535,-0.78,0.00,15.04,7,0.38,1277,62.5,32.8,0.00,0.00,14.70,16,10.94,6.50,99,6.53,-8.24,7.94,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
27630,-0.78,0.00,15.16,7,0.35,1267,62.5,33.0,0.00,0.00,14.70,16,10.94,8.00,99,6.53,-8.28,7.98,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
27727,-0.78,0.00,14.93,7,0.38,1258,62.5,33.0,0.00,0.00,14.70,16,10.94,9.50,99,6.38,-8.28,8.06,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
27823,0.00,0.00,15.04,7,0.38,1291,62.5,32.9,0.00,0.00,14.70,16,10.94,7.00,99,6.38,-8.30,8.06,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
27918,0.00,0.00,15.04,7,0.37,1268,62.5,33.1,0.00,0.00,14.70,16,10.94,7.50,99,6.38,-8.35,7.98,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
28015,0.00,0.00,14.93,7,0.37,1297,62.5,33.2,0.00,0.00,14.70,16,10.94,6.00,99,6.38,-8.39,8.03,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
28111,0.00,0.00,14.93,7,0.37,1282,62.5,33.2,0.00,0.00,14.70,16,10.94,7.00,99,6.24,-8.43,7.94,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
28206,0.78,0.00,14.93,7,0.37,1295,62.5,33.3,0.00,0.00,14.70,16,10.94,7.00,99,6.24,-8.49,7.94,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
28302,0.78,0.00,14.93,7,0.36,1301,62.5,33.5,0.00,0.00,14.70,16,10.94,8.00,99,6.24,-8.53,7.78,1.60,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
28398,0.78,0.00,14.81,7,0.36,1291,62.5,33.5,0.00,0.00,14.70,16,10.94,8.50,99,6.09,-8.59,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
28494,0.78,0.00,14.81,7,0.35,1297,62.5,33.7,0.00,0.00,14.83,16,10.94,6.50,99,6.09,-8.64,10.21,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
28590,0.78,0.00,14.81,7,0.35,1283,62.5,33.9,0.00,0.00,14.70,16,10.94,10.00,99,6.09,-8.68,7.73,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
28686,0.78,0.00,14.81,7,0.36,1298,62.5,33.9,0.00,0.00,14.70,16,10.94,8.50,99,5.95,-8.68,7.70,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
28782,0.78,0.00,14.70,7,0.35,1300,62.5,33.9,0.00,0.00,14.83,16,10.94,9.00,99,5.95,-8.72,7.53,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
28878,0.78,0.00,14.59,7,0.35,1288,62.5,34.0,0.00,0.00,14.83,16,10.94,10.50,99,5.95,-8.76,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
28973,0.78,0.00,14.59,7,0.35,1296,62.5,34.1,0.00,0.00,14.70,16,10.94,9.50,99,5.95,-8.78,7.57,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
29070,0.00,0.00,14.47,7,0.35,1302,62.5,34.2,0.00,0.00,14.70,16,10.94,9.50,99,5.95,-8.80,7.65,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
29166,0.78,0.00,14.59,7,0.34,1301,62.5,34.2,0.00,0.00,14.83,16,10.94,9.50,99,5.95,-8.82,7.48,1.58,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
29262,0.78,0.00,14.59,7,0.35,1292,62.5,34.2,0.00,0.00,14.70,16,10.94,10.50,99,5.95,-8.84,7.48,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
29357,0.78,0.00,14.70,7,0.35,1296,62.5,34.3,0.00,0.00,14.70,16,10.94,9.50,99,5.80,-8.88,7.37,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
29453,0.78,0.00,14.70,7,0.34,1299,62.5,34.4,0.00,0.00,14.70,16,10.94,10.00,99,5.80,-8.91,7.40,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
29549,0.78,0.00,14.59,7,0.34,1307,62.5,34.4,0.00,0.00,14.70,16,10.94,10.50,99,5.80,-8.93,7.28,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
29645,0.78,0.00,14.70,7,0.34,1300,62.5,34.5,0.00,0.00,14.70,16,10.94,10.00,99,5.80,-8.97,7.20,1.56,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
29742,0.78,0.00,14.70,7,0.33,1320,62.5,34.6,0.00,0.00,14.83,16,10.94,8.00,99,5.66,-9.03,7.17,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
29837,1.56,0.00,14.70,7,0.33,1305,62.5,34.6,0.00,0.00,14.83,16,10.94,10.00,99,5.66,-9.09,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
29933,0.78,0.00,14.59,7,0.33,1294,62.5,34.8,0.00,0.00,14.83,16,10.94,10.50,99,5.66,-9.09,7.13,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
30029,0.78,0.00,14.59,7,0.33,1298,62.5,34.8,0.00,0.00,14.70,16,10.94,10.50,99,5.66,-9.09,7.06,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
30125,1.56,0.00,14.59,7,0.33,1288,62.5,34.8,0.00,0.00,14.70,16,10.94,11.50,99,5.66,-9.09,7.09,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
30221,1.56,0.00,14.70,7,0.33,1303,62.5,34.8,0.00,0.00,14.70,16,10.94,10.00,99,5.66,-9.09,7.02,1.54,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
30317,1.56,0.00,14.70,7,0.32,1304,62.5,34.8,0.00,0.00,14.83,16,10.94,9.50,99,5.66,-9.17,6.91,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
30413,1.56,0.00,14.59,7,0.32,1285,62.5,35.1,0.00,0.00,14.83,16,10.94,12.00,99,5.51,-9.18,6.95,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
30509,1.56,0.00,14.59,7,0.32,1293,62.5,35.2,0.00,0.00,14.83,16,10.94,11.00,99,5.51,-9.22,6.87,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
30605,1.56,0.00,14.59,7,0.32,1270,62.5,35.2,0.00,0.00,14.70,16,10.94,12.00,99,5.51,-9.18,6.98,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
30701,1.56,0.00,14.59,7,0.32,1297,62.5,35.1,0.00,0.00,14.70,16,10.94,10.00,99,5.51,-9.18,6.91,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
30797,1.56,0.00,14.59,7,0.32,1290,62.5,35.1,0.00,0.00,14.70,16,10.94,11.00,99,5.51,-9.18,6.87,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
30893,1.56,0.00,14.47,7,0.32,1264,62.5,35.2,0.00,0.00,14.70,16,10.94,11.00,99,5.51,-9.24,6.76,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
30988,1.56,0.00,14.47,7,0.32,1273,62.5,35.2,0.00,0.00,14.70,16,10.94,12.50,99,5.51,-9.24,6.84,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
31085,1.56,0.00,14.47,7,0.32,1272,62.2,35.2,0.00,0.00,14.70,16,10.94,12.00,99,5.51,-9.24,6.76,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
31181,1.56,0.00,14.59,7,0.32,1271,62.1,35.3,0.00,0.00,14.70,16,10.94,12.00,99,5.51,-9.24,6.73,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
31276,1.56,0.00,14.59,7,0.31,1260,62.1,35.3,0.00,0.00,14.70,16,10.94,13.00,99,5.51,-9.24,6.76,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
31372,2.34,0.00,14.59,7,0.31,1277,62.0,35.3,0.00,0.00,14.70,16,10.94,11.00,99,5.51,-9.24,6.68,1.52,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
31468,1.56,0.00,14.59,7,0.31,1272,62.0,35.4,0.00,0.00,14.70,16,10.94,11.50,99,5.51,-9.28,6.60,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
31564,1.56,0.00,14.59,7,0.31,1278,62.0,35.6,0.00,0.00,14.70,16,10.94,10.50,99,5.37,-9.34,6.53,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
31660,2.34,0.00,14.70,7,0.31,1265,62.0,35.6,0.00,0.00,14.70,16,10.94,11.50,99,5.37,-9.32,6.57,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
31756,2.34,0.00,14.59,7,0.31,1245,62.0,35.5,0.00,0.00,14.70,16,10.94,13.50,99,5.37,-9.30,6.60,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
31852,2.34,0.00,14.70,7,0.31,1257,62.0,35.4,0.00,0.00,14.70,16,10.94,12.00,99,5.37,-9.28,6.57,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
31947,2.34,0.00,14.70,7,0.31,1240,62.0,35.3,0.00,0.00,14.70,16,10.94,13.50,99,5.37,-9.24,6.53,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
32043,2.34,0.00,14.70,7,0.31,1248,62.0,35.3,0.00,0.00,14.70,16,10.94,12.00,99,5.37,-9.24,6.53,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
32139,2.34,0.00,14.59,7,0.31,1236,62.2,35.3,0.00,0.00,14.70,16,10.59,13.00,99,5.37,-9.24,6.53,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
32234,2.34,0.00,14.70,7,0.31,1244,62.3,35.2,0.00,0.00,14.70,16,10.94,11.50,99,5.51,-9.24,6.46,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
32330,2.34,0.00,14.59,7,0.31,1227,62.3,35.2,0.00,0.00,14.70,16,10.59,14.00,99,5.51,-9.24,6.46,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
32427,2.34,0.00,14.59,7,0.31,1245,62.4,35.2,0.00,0.00,14.70,16,10.59,11.00,99,5.51,-9.24,6.38,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
32523,2.34,0.00,14.70,7,0.31,1227,62.4,35.2,0.00,0.00,14.70,16,10.59,13.00,99,5.51,-9.24,6.42,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
32618,3.12,0.00,14.70,7,0.31,1248,62.4,35.3,0.00,0.00,14.70,16,10.59,10.50,99,5.51,-9.26,6.38,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
32714,3.12,0.00,14.70,7,0.30,1224,62.4,35.3,0.00,0.00,14.70,16,10.59,13.00,99,5.51,-9.26,6.38,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
32811,3.12,0.00,14.70,7,0.31,1236,62.5,35.2,0.00,0.00,14.70,16,10.59,11.50,99,5.51,-9.24,6.38,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
32905,3.12,0.00,14.81,7,0.31,1218,62.2,35.3,0.00,0.00,14.70,16,10.59,13.00,99,5.51,-9.24,6.31,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
33002,3.91,0.00,14.81,7,0.30,1236,62.2,35.4,0.00,0.00,14.70,16,10.59,11.00,99,5.37,-9.28,6.24,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
33097,3.91,0.00,14.70,7,0.30,1225,62.1,35.4,0.00,0.00,14.70,16,10.59,11.50,99,5.37,-9.30,6.16,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
33193,3.91,0.00,14.70,7,0.30,1224,62.3,35.3,0.00,0.00,14.70,16,10.59,11.50,99,5.37,-9.30,6.13,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
33290,3.91,0.00,14.70,7,0.30,1221,62.4,35.4,0.00,0.00,14.70,16,10.59,11.50,99,5.37,-9.32,6.13,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
33385,3.91,0.00,14.70,7,0.30,1229,62.4,35.4,0.00,0.00,14.70,16,10.59,10.50,99,5.37,-9.34,6.02,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
33481,3.91,0.00,14.59,7,0.30,1216,62.4,35.4,0.00,0.00,14.70,16,10.59,11.00,99,5.37,-9.36,6.09,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
33576,3.91,0.00,14.59,7,0.30,1218,62.4,35.4,0.00,0.00,14.70,16,10.59,11.50,99,5.37,-9.38,6.02,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
33673,3.91,0.00,14.59,7,0.30,1186,62.2,35.5,0.00,0.00,14.70,16,10.59,12.50,99,5.37,-9.34,5.99,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
33768,3.12,0.00,14.47,7,0.30,1204,62.2,35.5,0.00,0.00,14.70,16,10.59,12.50,99,5.37,-9.34,6.02,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
33864,3.12,0.00,14.59,7,0.30,1193,62.1,35.5,0.00,0.00,14.70,16,10.59,11.50,99,5.37,-9.34,5.96,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
33961,3.12,0.00,14.47,7,0.30,1198,62.0,35.4,0.00,0.00,14.70,16,10.59,12.50,99,5.37,-9.30,5.92,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
34056,3.12,0.00,14.47,7,0.30,1199,62.0,35.4,0.00,0.00,14.70,16,10.59,12.00,99,5.37,-9.28,5.99,1.46,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
34152,3.12,0.00,14.36,7,0.30,1190,62.0,35.4,0.00,0.00,14.70,16,10.59,12.50,99,5.37,-9.24,6.05,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
34248,3.12,0.00,14.47,7,0.31,1180,62.0,35.3,0.00,0.00,14.70,16,10.59,13.50,99,5.51,-9.18,6.09,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
34343,3.12,0.00,14.47,7,0.34,1186,62.0,35.1,0.00,0.00,14.70,16,10.59,12.00,99,5.51,-9.11,6.13,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
34440,3.12,0.00,14.59,7,0.31,1191,62.0,35.0,0.00,0.00,14.70,16,10.59,11.50,99,5.51,-9.11,6.16,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
34536,3.12,0.00,14.59,7,0.31,1192,62.0,35.0,0.00,0.00,14.70,16,10.59,12.50,99,5.66,-9.09,6.16,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
34631,3.91,0.00,14.59,7,0.32,1175,62.0,35.0,0.00,0.00,14.70,16,10.59,13.00,99,5.66,-9.05,6.20,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
34727,3.91,0.00,14.70,7,0.32,1186,62.0,34.9,0.00,0.00,14.70,16,10.59,11.50,99,5.66,-8.99,6.31,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
34823,3.91,0.00,14.70,7,0.32,1184,62.0,34.7,0.00,0.00,14.70,16,10.59,13.00,99,5.66,-8.97,6.31,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
34919,4.69,0.00,14.70,7,0.32,1197,62.0,34.7,0.00,0.00,14.70,16,10.59,10.00,99,5.66,-8.97,6.24,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
35015,4.69,0.00,14.81,7,0.31,1186,62.2,34.7,0.00,0.00,14.70,16,10.59,11.00,99,5.66,-9.01,6.27,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
35111,4.69,0.00,14.81,7,0.31,1190,62.1,34.8,0.00,0.00,14.70,16,10.59,9.50,99,5.66,-9.01,6.24,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
35207,5.47,0.00,14.93,7,0.32,1189,62.1,34.8,0.00,0.00,14.70,16,10.59,10.50,99,5.66,-8.97,6.38,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
35303,5.47,0.00,14.81,7,0.32,1201,62.0,34.7,0.00,0.00,14.70,16,10.59,9.50,99,5.66,-8.97,6.31,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
35398,6.25,0.00,14.93,7,0.32,1188,62.2,34.7,0.00,0.00,14.70,16,10.59,11.00,99,5.66,-8.97,6.38,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
35494,6.25,0.00,15.04,7,0.32,1206,62.2,34.6,0.00,0.00,14.70,16,10.59,9.00,99,5.66,-8.97,6.38,1.48,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
35590,6.25,0.00,14.93,7,0.32,1181,62.4,34.6,0.00,0.00,14.70,16,10.59,11.50,99,5.66,-8.97,6.46,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
35686,6.25,0.00,14.93,7,0.32,1193,62.4,34.5,0.00,0.00,14.70,16,10.59,10.50,99,5.80,-8.95,6.42,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
35782,7.03,0.00,14.93,7,0.32,1198,62.2,34.5,0.00,0.00,14.70,16,10.59,9.50,99,5.80,-8.93,6.42,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
35878,6.25,0.00,14.81,7,0.32,1213,62.2,34.7,0.00,0.00,14.70,16,10.59,8.00,99,5.80,-8.99,6.38,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
35974,7.03,0.00,14.81,7,0.32,1193,62.1,34.7,0.00,0.00,14.70,16,10.59,8.50,99,5.66,-8.99,6.46,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
36070,7.03,0.00,14.81,7,0.32,1208,62.3,34.6,0.00,0.00,14.70,16,10.59,9.50,99,5.80,-8.99,6.42,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
36165,7.03,0.00,14.81,7,0.32,1206,62.1,34.6,0.00,0.00,14.70,16,10.59,9.00,99,5.66,-8.97,6.46,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
36262,7.03,0.00,14.81,7,0.32,1216,62.1,34.6,0.00,0.00,14.70,16,10.59,8.50,99,5.66,-8.99,6.46,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
36357,7.03,0.00,14.81,7,0.32,1216,62.0,34.7,0.00,0.00,14.70,16,10.59,8.50,99,5.66,-8.99,6.49,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
36453,7.03,0.00,14.81,7,0.32,1223,62.0,34.8,0.00,0.00,14.70,16,10.59,8.00,99,5.66,-9.01,6.46,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
36550,7.03,0.00,14.81,7,0.32,1218,62.0,34.8,0.00,0.00,14.70,16,10.59,9.50,99,5.66,-9.03,6.46,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
36646,7.03,0.00,14.59,7,0.32,1234,62.0,34.8,0.00,0.00,14.70,16,10.59,7.50,99,5.66,-9.05,6.46,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
36741,7.03,0.00,14.59,7,0.31,1238,62.0,35.0,0.00,0.00,14.70,16,10.59,7.50,99,5.66,-9.09,6.46,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
36838,7.03,0.00,14.47,7,0.32,1228,62.0,35.0,0.00,0.00,14.70,16,10.59,9.00,99,5.66,-9.09,6.46,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
36933,7.03,0.00,14.59,7,0.32,1236,62.0,35.0,0.00,0.00,14.70,16,10.59,8.00,99,5.66,-9.11,6.49,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
37030,7.03,0.00,14.47,7,0.31,1244,62.0,35.0,0.00,0.00,14.70,16,10.59,7.50,99,5.51,-9.13,6.42,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
37125,7.03,0.00,14.59,7,0.31,1242,62.0,35.1,0.00,0.00,14.70,16,10.59,8.00,99,5.51,-9.17,6.38,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
37221,7.03,0.00,14.47,7,0.28,1236,62.0,35.2,0.00,0.00,14.70,16,10.59,10.50,99,5.51,-9.17,6.42,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
37317,6.25,0.00,14.47,7,0.31,1235,62.0,35.0,0.00,0.00,14.70,16,10.59,9.00,99,5.51,-9.15,6.46,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
37413,7.03,0.00,14.47,7,0.31,1239,62.2,35.0,0.00,0.00,14.70,16,10.59,10.00,99,5.51,-9.17,6.38,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
37509,6.25,0.00,14.59,7,0.31,1242,62.4,35.1,0.00,0.00,14.70,16,10.59,8.50,99,5.51,-9.18,6.42,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
37605,6.25,0.00,14.36,7,0.31,1240,62.4,35.1,0.00,0.00,14.70,16,10.59,10.50,99,5.51,-9.18,6.38,1.50,0.00,-1.70,0.00,0.64,0.00,0.00,0.00
