Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Throttle Opening Angle (%)
12075,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
12161,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
12248,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
12335,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
12421,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
12508,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
12596,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
12683,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
12770,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
12856,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
12944,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
13030,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
13117,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
13204,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
13290,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
13378,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
13465,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
13551,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
13638,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
13725,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
13812,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
13898,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
13985,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
14072,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
14159,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
14245,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
14333,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
14419,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
14506,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.39,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
14593,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
14679,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
14766,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
14853,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
14940,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
15027,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
15114,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
15201,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
15288,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
15375,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
15462,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
15549,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
15635,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
15722,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
15808,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
15896,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
15983,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
16069,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
16156,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
16243,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
16330,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
16416,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
16503,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
16590,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
16677,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
16763,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
16851,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
16938,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
17024,0.00,-0.78,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.70,-20.00,9.50,95,1.18
17111,0.00,0.00,14.70,7,0.35,0,0.00,0.00,0.00,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,0.68,-20.00,9.50,95,1.18
17198,0.00,0.00,14.70,7,0.35,0,0.00,0.00,14.70,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,2.92,1.04,-20.00,9.50,95,1.18
17285,0.00,0.00,14.70,7,0.35,114,0.00,0.00,14.70,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,1.75,1.02,12.34,9.50,95,1.18
17371,0.00,0.00,14.70,7,0.35,114,0.00,0.00,9.19,16,14.36,-0.33,0.00,-1.70,0.68,0.00,0.00,14.60,1.75,1.18,12.34,9.50,95,1.18
17457,0.00,0.00,14.70,7,0.35,170,0.00,0.00,9.19,16,14.36,-1.16,0.00,-1.70,0.64,0.00,0.00,14.60,2.29,1.20,12.34,9.50,95,0.78
17544,0.00,0.00,14.70,7,0.36,744,0.00,0.00,9.19,16,13.49,-2.67,0.00,-1.70,0.64,0.00,0.00,16.50,4.91,1.52,12.34,12.00,95,0.00
17631,0.00,0.00,14.70,7,0.37,1228,0.00,0.00,9.20,16,11.46,-5.18,0.00,-1.70,0.64,0.00,0.00,18.90,8.37,1.54,13.75,14.00,95,0.00
17718,0.00,0.00,14.70,7,0.33,1787,0.00,0.00,9.20,16,7.69,-7.75,0.00,-1.70,0.64,0.00,0.00,13.10,7.81,1.54,14.45,14.00,95,0.00
17805,0.00,0.00,14.70,7,0.28,1929,0.00,0.00,9.21,16,6.38,-8.97,0.00,-1.70,0.64,0.00,0.00,12.80,7.80,1.54,14.45,14.00,95,0.00
17892,0.00,0.00,14.70,7,0.25,1982,0.00,0.00,9.52,16,5.80,-9.63,0.00,-2.01,0.64,0.00,0.00,13.50,7.56,1.50,12.70,11.50,95,0.00
17979,0.00,0.00,14.70,7,0.23,1988,0.00,0.00,10.09,16,4.64,-10.15,0.00,-2.01,0.64,0.00,0.00,13.50,7.15,1.50,11.99,11.50,95,0.00
18066,0.00,0.00,14.70,7,0.22,1966,0.00,0.00,10.36,16,4.35,-10.42,0.00,-1.70,0.64,0.00,0.00,13.80,6.98,1.48,11.99,11.50,95,0.00
18153,0.00,0.00,14.70,7,0.22,1940,0.00,0.00,10.62,16,4.21,-10.62,0.00,-1.70,0.64,0.00,0.00,13.50,7.06,1.48,11.99,11.50,95,0.00
18239,0.00,0.00,14.70,7,0.22,1906,0.00,0.00,11.08,16,4.06,-10.69,0.00,-1.70,0.64,0.00,0.00,12.90,6.98,1.48,11.99,11.50,95,0.00
18326,0.00,0.00,14.70,7,0.23,1834,0.00,0.00,11.30,16,3.92,-10.75,0.00,-1.70,0.64,0.00,0.00,12.50,6.98,1.48,11.99,11.50,95,0.00
18414,0.00,0.00,14.70,7,0.23,1778,0.00,0.00,11.50,16,3.92,-10.77,0.00,-1.70,0.64,0.00,0.00,12.00,6.90,1.48,11.99,11.50,95,0.00
18500,0.00,0.00,14.70,7,0.24,1696,0.00,0.00,11.85,16,3.92,-10.77,0.00,-1.70,0.64,0.00,0.00,11.80,6.74,1.48,11.99,11.50,95,0.00
18586,0.00,0.00,14.70,7,0.24,1658,0.00,0.00,12.01,16,3.92,-10.71,0.00,-1.70,0.64,0.00,0.00,11.80,6.74,1.48,11.99,11.50,95,0.00
18674,0.00,0.00,14.70,7,0.25,1643,0.00,0.00,12.16,16,3.92,-10.64,0.00,-1.70,0.64,0.00,0.00,11.80,6.74,1.48,11.99,11.50,95,0.00
18761,0.00,0.00,14.70,7,0.26,1612,0.00,0.00,12.30,16,4.06,-10.52,0.00,-1.70,0.64,0.00,0.00,11.80,6.67,1.48,11.99,12.50,95,0.00
18848,0.00,0.00,14.70,7,0.26,1556,0.00,0.00,12.42,16,4.21,-10.44,0.00,-1.70,0.64,0.00,0.00,12.00,6.67,1.48,11.99,14.50,95,0.00
18934,0.00,0.00,14.70,7,0.26,1548,0.00,0.00,12.54,16,4.21,-10.36,0.00,-1.70,0.64,0.00,0.00,12.20,6.67,1.48,11.99,16.50,95,0.00
19021,0.00,0.00,14.70,7,0.26,1528,0.00,0.00,12.75,16,4.35,-10.31,0.00,-1.70,0.64,0.00,0.00,12.50,6.67,1.46,11.99,17.50,95,0.00
19107,0.00,0.00,14.70,7,0.27,1486,0.00,0.00,12.83,16,4.50,-10.23,0.00,-1.70,0.64,0.00,0.00,12.80,6.60,1.46,11.64,19.50,95,0.00
19195,0.00,0.00,14.70,7,0.28,1430,0.00,0.00,12.92,16,4.50,-10.11,0.00,-1.70,0.64,0.00,0.00,12.90,6.67,1.48,11.64,19.50,95,0.00
19281,0.00,0.00,14.70,7,0.28,1446,0.00,0.00,12.99,16,4.64,-10.06,0.00,-1.70,0.64,0.00,0.00,12.90,6.74,1.48,11.64,19.50,95,0.00
19368,0.00,0.00,14.70,7,0.28,1454,0.00,0.00,13.07,16,4.64,-10.04,0.00,-1.70,0.64,0.00,0.00,13.10,6.74,1.48,11.64,19.00,95,0.00
19454,0.00,0.00,14.70,7,0.27,1469,0.00,0.00,13.14,16,4.64,-10.04,0.00,-1.70,0.64,0.00,0.00,13.30,6.74,1.48,11.64,17.50,95,0.00
19542,0.00,0.00,14.70,7,0.27,1452,0.00,0.00,13.19,16,4.64,-10.06,0.00,-1.70,0.64,0.00,0.00,13.50,6.67,1.46,11.64,17.00,95,0.00
19628,0.00,0.00,14.70,7,0.28,1443,0.00,0.00,13.25,16,4.64,-10.06,0.00,-1.70,0.64,0.00,0.00,13.80,6.63,1.46,11.64,17.50,95,0.00
19716,0.00,0.00,14.70,7,0.27,1441,0.00,0.00,13.30,16,4.64,-10.06,0.00,-1.70,0.64,0.00,0.00,14.00,6.56,1.46,11.64,16.50,95,0.00
19802,0.00,0.00,14.70,7,0.27,1441,0.00,0.00,13.35,16,4.64,-10.07,0.00,-1.70,0.64,0.00,0.00,14.10,6.45,1.46,11.64,17.00,93,0.00
19888,0.00,0.00,14.70,7,0.27,1436,0.00,0.00,13.39,16,4.64,-10.07,0.00,-1.70,0.64,0.00,0.00,14.30,6.52,1.46,11.64,16.00,93,0.00
19975,0.00,0.00,14.70,7,0.28,1426,0.00,0.00,13.44,16,4.64,-10.09,0.00,-1.70,0.64,0.00,0.00,14.30,6.52,1.46,11.64,15.50,93,0.00
20062,0.00,0.00,14.70,7,0.28,1434,0.00,0.00,13.48,16,4.64,-10.11,0.00,-1.70,0.64,0.00,0.00,14.50,6.52,1.46,11.64,17.00,93,0.00
20150,0.00,0.00,14.70,7,0.27,1423,0.00,0.00,13.51,16,4.64,-10.11,0.00,-1.70,0.64,0.00,0.00,14.60,6.41,1.46,11.64,15.50,93,0.00
20236,0.00,0.00,14.70,7,0.28,1413,0.00,0.00,13.54,16,4.50,-10.11,0.00,-1.70,0.64,0.00,0.00,14.70,6.38,1.44,11.29,15.50,93,0.00
20322,0.00,0.00,14.70,7,0.27,1406,0.00,0.00,13.57,16,4.50,-10.13,0.00,-1.70,0.64,0.00,0.00,14.80,6.38,1.44,11.29,15.50,93,0.00
20409,0.00,0.00,14.70,7,0.27,1378,0.00,0.00,13.60,16,4.50,-10.13,0.00,-1.70,0.64,0.00,0.00,14.80,6.30,1.44,11.29,17.50,93,0.00
20497,0.00,0.00,14.70,7,0.27,1388,0.00,0.00,13.63,16,4.50,-10.15,0.00,-1.70,0.64,0.00,0.00,14.90,6.30,1.44,11.29,16.00,93,0.00
20582,0.00,0.00,14.70,7,0.27,1384,0.00,0.00,13.65,16,4.50,-10.15,0.00,-1.70,0.64,0.00,0.00,14.90,6.34,1.44,11.29,15.50,93,0.00
20670,0.00,0.00,14.70,7,0.27,1368,0.00,0.00,13.68,16,4.50,-10.15,0.00,-1.70,0.64,0.00,0.00,15.00,6.20,1.44,11.29,17.00,93,0.00
20756,0.00,0.00,14.70,7,0.27,1382,0.00,0.00,13.70,16,4.50,-10.19,0.00,-1.70,0.64,0.00,0.00,15.00,6.16,1.44,11.29,15.00,93,0.00
20842,0.00,0.00,14.70,7,0.27,1371,0.00,0.00,13.72,16,4.50,-10.21,0.00,-1.70,0.64,0.00,0.00,15.00,6.09,1.44,11.29,17.00,93,0.00
20930,0.00,0.00,14.70,7,0.27,1333,0.00,0.00,13.74,16,4.50,-10.23,0.00,-1.70,0.64,0.00,0.00,15.10,6.12,1.44,11.29,18.00,93,0.00
21017,0.00,0.00,14.70,7,0.27,1349,0.00,0.00,13.76,16,4.50,-10.23,0.00,-1.70,0.64,0.00,0.00,15.10,6.12,1.44,11.29,16.50,93,0.00
21103,0.00,0.00,14.70,7,0.27,1346,0.00,0.00,13.78,16,4.50,-10.25,0.00,-1.70,0.64,0.00,0.00,15.10,6.09,1.42,11.29,16.50,93,0.00
21190,0.00,0.00,14.70,7,0.27,1342,0.00,0.00,13.79,16,4.35,-10.31,0.00,-1.70,0.64,0.00,0.00,15.20,5.94,1.42,11.29,15.50,93,0.00
21277,0.00,0.00,14.70,7,0.27,1325,0.00,0.00,13.81,16,4.35,-10.33,0.00,-1.70,0.64,0.00,0.00,15.20,5.91,1.42,10.94,16.50,93,0.00
21364,0.00,0.00,14.70,7,0.27,1307,0.00,0.00,13.83,16,4.35,-10.35,0.00,-1.70,0.64,0.00,0.00,15.20,5.91,1.42,10.94,17.50,93,0.00
21451,0.00,0.00,14.70,7,0.27,1306,0.00,0.00,13.84,16,4.35,-10.33,0.00,-1.70,0.64,0.00,0.00,15.20,5.91,1.42,10.94,16.50,93,0.00
21537,0.00,0.00,14.70,7,0.27,1290,0.00,0.00,13.86,16,4.35,-10.35,0.00,-1.70,0.64,0.00,0.00,15.30,5.87,1.42,10.94,17.50,93,0.00
21624,0.00,0.00,14.70,7,0.27,1277,0.00,0.00,13.87,16,4.35,-10.36,0.00,-1.70,0.64,0.00,0.00,15.30,5.87,1.42,10.94,16.00,93,0.00
21710,0.00,0.00,14.70,7,0.26,1290,0.00,0.00,13.89,16,4.35,-10.38,0.00,-1.70,0.64,0.00,0.00,15.30,5.73,1.40,10.94,16.00,93,0.00
21797,0.00,0.00,14.70,7,0.26,1278,0.00,0.00,13.90,16,4.35,-10.40,0.00,-1.70,0.64,0.00,0.00,15.30,5.54,1.40,10.94,16.50,93,0.00
21884,0.00,0.00,14.70,7,0.26,1262,0.00,0.00,13.91,16,4.21,-10.42,0.00,-1.70,0.64,0.00,0.00,15.30,5.52,1.40,10.94,17.50,93,0.00
21971,0.00,0.00,14.70,7,0.27,1258,0.00,0.00,13.92,16,4.21,-10.40,0.00,-1.70,0.64,0.00,0.00,15.20,5.48,1.40,10.59,18.50,93,0.00
22058,0.00,0.00,14.70,7,0.27,1224,0.00,0.00,13.93,16,4.35,-10.38,0.00,-1.70,0.64,0.00,0.00,15.20,5.54,1.40,10.59,18.50,93,0.00
22144,0.00,0.00,14.70,7,0.26,1240,0.00,0.00,13.94,16,4.35,-10.35,0.00,-1.70,0.64,0.00,0.00,15.20,5.52,1.38,10.59,16.50,93,0.00
22231,0.00,0.00,14.70,7,0.26,1241,0.00,0.00,13.96,16,4.35,-10.38,0.00,-1.70,0.64,0.00,0.00,15.10,5.41,1.38,10.59,17.50,93,0.00
22318,0.00,0.00,14.70,7,0.25,1230,0.00,0.00,13.97,16,4.21,-10.44,0.00,-1.70,0.64,0.00,0.00,15.10,5.13,1.36,10.59,16.50,93,0.00
22404,0.00,0.00,14.70,7,0.25,1225,0.00,0.00,13.98,16,4.21,-10.48,0.00,-1.70,0.64,0.00,0.00,15.10,5.10,1.36,10.59,18.00,93,0.00
22491,0.00,0.00,14.70,7,0.25,1202,0.00,0.00,13.99,16,4.21,-10.46,0.00,-1.70,0.64,0.00,0.00,15.10,5.07,1.36,10.59,18.00,93,0.00
22579,0.00,0.00,14.70,7,0.26,1178,0.00,0.00,14.00,16,4.35,-10.40,0.00,-1.70,0.64,0.00,0.00,15.10,5.04,1.36,10.59,18.50,93,0.00
22666,0.00,0.00,14.70,7,0.26,1152,0.00,0.00,14.01,16,4.35,-10.33,0.00,-1.70,0.64,0.00,0.00,15.10,5.10,1.36,10.23,18.00,93,0.00
22752,0.00,0.00,14.81,7,0.27,1154,0.00,0.00,14.02,16,4.50,-10.27,0.00,-1.70,0.64,0.00,0.00,15.10,5.10,1.36,10.23,18.00,93,0.00
22839,0.00,0.00,14.70,7,0.26,1152,0.00,0.00,14.02,16,4.50,-10.23,0.00,-1.70,0.64,0.00,0.00,15.10,5.07,1.36,10.23,18.00,93,0.00
22925,0.00,0.00,14.81,7,0.26,1145,0.00,0.00,14.04,16,4.50,-10.25,0.00,-1.70,0.64,0.00,0.00,15.00,5.00,1.36,10.23,18.00,93,0.00
23012,0.00,0.00,14.81,7,0.26,1134,0.00,0.00,14.04,16,4.50,-10.25,0.00,-1.70,0.64,0.00,0.00,15.00,4.94,1.34,10.23,17.00,93,0.00
23099,0.00,0.00,14.81,7,0.26,1136,0.00,0.00,14.05,16,4.50,-10.25,0.00,-1.70,0.64,0.00,0.00,14.90,4.85,1.34,10.23,17.50,93,0.00
23186,0.00,0.00,14.81,7,0.26,1123,0.00,0.00,14.06,16,4.50,-10.25,0.00,-1.70,0.64,0.00,0.00,14.90,4.81,1.34,10.23,17.50,93,0.00
23272,0.00,0.00,14.81,7,0.26,1127,0.00,0.00,14.07,16,4.50,-10.27,0.00,-1.70,0.64,0.00,0.00,14.90,4.81,1.34,10.23,18.00,93,0.00
23359,0.00,0.00,14.81,7,0.26,1116,0.00,0.00,14.07,16,4.50,-10.29,0.00,-1.70,0.64,0.00,0.00,14.90,4.79,1.34,10.23,17.50,93,0.00
23447,0.00,0.00,14.81,7,0.26,1100,0.00,0.00,14.09,16,4.50,-10.31,0.00,-1.70,0.64,0.00,0.00,14.90,4.79,1.34,10.23,18.00,93,0.00
23533,0.00,0.00,14.81,7,0.26,1094,0.00,0.00,14.09,16,4.35,-10.29,0.00,-1.70,0.64,0.00,0.00,14.90,4.72,1.34,10.23,17.50,93,0.00
23619,0.00,0.00,14.81,7,0.26,1094,0.00,0.00,14.10,16,4.35,-10.31,0.00,-1.70,0.64,0.00,0.00,15.00,4.72,1.32,10.23,17.00,93,0.00
23707,0.00,0.00,14.81,7,0.26,1096,0.00,0.00,14.11,16,4.35,-10.33,0.00,-1.70,0.64,0.00,0.00,15.00,4.63,1.32,10.23,17.00,93,0.00
23793,0.00,0.00,14.81,7,0.26,1084,0.00,0.00,14.12,16,4.35,-10.35,0.00,-1.70,0.64,0.00,0.00,15.00,4.60,1.32,9.88,17.50,93,0.00
23880,0.00,0.00,14.81,7,0.26,1071,0.00,0.00,14.13,16,4.35,-10.35,0.00,-1.70,0.64,0.00,0.00,15.00,4.60,1.32,9.88,16.50,93,0.00
23967,0.00,0.00,14.81,7,0.26,1058,0.00,0.00,14.13,16,4.35,-10.35,0.00,-1.70,0.64,0.00,0.00,15.10,4.53,1.32,9.88,17.50,93,0.00
24053,0.00,0.00,14.81,7,0.26,1056,0.00,0.00,14.15,16,4.35,-10.36,0.00,-1.70,0.64,0.00,0.00,15.10,4.57,1.32,9.88,17.00,93,0.00
24140,0.00,0.00,14.81,7,0.26,1058,0.00,0.00,14.15,16,4.35,-10.38,0.00,-1.70,0.64,0.00,0.00,15.10,4.57,1.34,9.88,16.00,93,0.00
24227,0.00,0.00,14.81,7,0.26,1044,0.00,0.00,14.16,16,4.35,-10.38,0.00,-1.70,0.64,0.00,0.00,15.10,4.51,1.32,9.88,16.50,93,0.00
24314,0.00,0.00,14.81,7,0.26,1034,0.00,0.00,14.17,16,4.35,-10.36,0.00,-1.70,0.64,0.00,0.00,15.20,4.51,1.32,9.88,16.50,93,0.00
24400,0.00,0.00,14.81,7,0.26,1015,0.00,0.00,14.18,16,4.35,-10.38,0.00,-1.70,0.64,0.00,0.00,15.20,4.44,1.32,9.88,17.50,93,0.00
24488,0.00,0.00,14.81,7,0.26,1012,0.00,0.00,14.19,16,4.35,-10.38,0.00,-1.70,0.64,0.00,0.00,15.20,4.44,1.30,9.88,17.50,93,0.00
