Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Fueling Final Base* (estimated AFR),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Throttle Sensor Voltage (V),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level)
245754,5.47,0.00,14.59,8,0.57,1570,0.00,0.00,16,14.70,31.33,31.00,0.92,9.87,15.33,1.96,0.00,-4.78
245818,5.47,0.00,14.70,8,0.56,1638,0.00,0.00,16,14.70,31.68,31.00,0.92,9.72,15.48,1.96,0.00,-4.91
245890,5.47,0.00,14.70,8,0.57,1644,0.00,0.00,16,14.70,31.68,31.50,0.92,9.72,15.41,1.96,0.00,-4.97
245954,5.47,0.00,14.70,8,0.55,1633,0.00,0.00,16,14.70,32.38,31.50,0.92,9.72,15.55,1.96,0.00,-5.03
246026,5.47,0.00,14.70,8,0.56,1675,0.00,0.00,16,14.70,32.38,32.00,0.92,9.58,15.63,1.96,0.00,-5.18
246090,4.69,0.00,14.47,8,0.56,1688,0.00,0.00,16,14.70,32.38,32.00,0.92,9.43,15.78,1.96,0.00,-5.24
246162,5.47,0.00,14.47,8,0.55,1679,0.00,0.00,16,14.70,33.09,32.00,0.92,9.43,15.85,1.96,0.00,-5.28
246234,4.69,0.00,14.70,8,0.55,1726,0.00,0.00,16,14.70,33.44,33.00,0.90,9.29,16.00,1.98,0.00,-5.41
246298,4.69,0.00,14.59,8,0.55,1752,0.00,0.00,16,14.70,33.09,33.50,0.88,9.14,15.62,1.94,0.00,-5.53
246370,4.69,0.00,14.59,8,0.53,1731,0.00,0.00,16,14.71,33.79,33.00,0.88,8.85,14.53,1.92,0.00,-5.84
246434,3.91,-0.78,14.47,8,0.51,1771,0.00,0.00,16,14.71,34.14,33.50,0.88,8.56,14.15,1.90,0.00,-6.13
246506,2.34,-0.78,14.13,8,0.50,1796,0.00,0.00,16,14.71,33.44,33.50,0.88,8.42,14.02,1.90,0.00,-6.32
246570,1.56,-0.78,14.01,8,0.48,1777,0.00,0.00,16,14.71,34.49,34.00,0.88,8.27,13.90,1.88,0.00,-6.56
246642,2.34,-0.78,14.01,8,0.47,1806,0.00,0.00,16,14.71,34.84,35.00,0.86,7.98,13.71,1.88,0.00,-6.75
246706,2.34,-1.56,14.24,8,0.46,1841,0.00,0.00,16,14.71,34.14,34.00,0.82,7.69,12.96,1.86,0.00,-7.02
246778,2.34,-1.56,14.36,8,0.43,1830,0.00,0.00,16,15.08,34.49,34.00,0.82,7.40,11.82,1.80,0.00,-7.37
246850,1.56,-1.56,14.36,8,0.41,1854,0.00,0.00,16,14.71,34.84,34.00,0.82,7.11,11.61,1.80,0.00,-7.64
246914,0.78,-1.56,14.24,8,0.39,1854,0.00,0.00,16,14.71,34.14,34.00,0.82,6.96,11.19,1.78,0.00,-7.85
246986,0.00,-1.56,14.01,8,0.38,1848,0.00,0.00,16,15.52,33.79,34.00,0.82,6.67,10.99,1.76,0.00,-8.06
247054,-0.78,-1.56,14.01,8,0.35,1864,0.00,0.00,16,14.72,33.79,33.50,0.82,6.53,10.89,1.76,0.00,-8.22
247124,-0.78,-1.56,14.01,8,0.35,1863,0.00,0.00,16,14.72,33.44,33.50,0.82,6.38,10.74,1.76,0.00,-8.31
247186,0.00,-1.56,14.13,8,0.34,1870,0.00,0.00,16,14.72,33.44,33.50,0.82,6.24,10.69,1.76,0.00,-8.39
247254,0.78,-2.34,14.36,8,0.34,1877,0.00,0.00,16,14.72,33.44,33.50,0.82,6.24,10.54,1.74,0.00,-8.47
247326,0.78,-2.34,14.81,8,0.34,1885,0.00,0.00,16,14.71,33.44,33.50,0.82,6.24,10.54,1.74,0.00,-8.51
247390,1.56,-2.34,14.93,8,0.33,1882,0.00,0.00,16,14.71,33.79,33.50,0.82,6.09,10.49,1.74,0.00,-8.53
247462,2.34,-3.91,15.04,8,0.34,1889,0.00,0.00,16,14.71,33.79,33.50,0.82,6.09,10.49,1.74,0.00,-8.57
247528,2.34,-3.91,15.04,8,0.33,1890,0.00,0.00,16,14.71,33.79,33.50,0.82,6.09,10.49,1.74,0.00,-8.59
247600,2.34,-3.91,15.04,8,0.34,1873,0.00,0.00,16,14.71,33.79,33.50,0.82,6.09,10.48,1.74,0.00,-8.60
247664,3.12,-3.91,15.16,8,0.35,1865,0.00,0.00,16,13.80,34.49,33.50,0.90,6.24,11.71,1.84,0.00,-8.55
247736,3.12,-3.91,15.16,8,0.43,1877,0.00,0.00,16,13.13,36.25,34.00,0.90,6.82,14.40,1.92,0.00,-7.85
247804,3.91,-3.91,15.16,8,0.48,1904,0.00,0.00,16,14.03,37.30,36.00,0.92,7.40,15.55,1.96,0.00,-7.35
247876,3.12,-3.91,15.04,8,0.49,1927,0.00,0.00,16,14.69,37.30,37.00,0.92,7.69,15.70,1.96,0.00,-6.86
247940,0.78,-3.91,14.59,8,0.51,1910,0.00,0.00,16,14.69,37.66,36.50,0.96,8.13,16.14,1.98,0.00,-6.56
248012,-1.56,-3.91,13.90,8,0.55,1916,0.00,0.00,16,13.43,39.06,37.00,1.04,8.42,18.10,2.06,0.00,-6.23
248076,0.00,-3.91,13.90,8,0.66,1968,0.00,0.00,16,13.67,40.47,40.00,1.06,9.43,22.06,2.16,0.00,-5.09
248148,-0.78,-3.91,14.24,8,0.69,1972,0.00,0.00,16,14.65,40.47,40.00,1.06,10.01,22.76,2.18,0.00,-4.51
248212,-4.69,-3.91,13.78,8,0.69,1984,0.00,0.00,16,14.66,40.47,40.00,1.06,10.59,22.86,2.18,0.00,-4.04
248284,-3.91,-3.12,13.32,8,0.68,1998,0.00,0.00,16,14.66,40.82,40.50,1.10,10.74,22.77,2.18,0.00,-3.79
248348,0.00,-3.12,14.01,8,0.74,2026,0.00,0.00,16,13.98,39.77,40.50,1.16,11.03,24.03,2.24,0.00,-3.46
248433,2.34,-3.12,14.70,8,0.77,2065,0.00,0.00,16,14.64,39.06,39.00,1.18,11.61,26.42,2.28,0.00,-2.84
248489,2.34,-3.12,15.27,8,0.78,2085,0.00,0.00,16,14.64,38.71,39.00,1.20,12.04,26.93,2.28,0.00,-2.49
248560,1.56,-3.12,15.27,8,0.77,2091,0.00,0.00,16,14.65,39.77,39.00,1.20,12.33,26.94,2.28,0.00,-2.42
248629,2.34,-3.12,15.16,8,0.76,2133,0.00,0.00,16,14.66,39.77,39.50,1.20,12.33,27.04,2.28,0.00,-2.38
248701,3.91,-3.12,15.16,8,0.77,2143,0.00,0.00,16,14.66,40.12,39.50,1.20,12.33,27.36,2.28,0.00,-2.34
248761,4.69,-3.12,15.39,8,0.75,2168,0.00,0.00,16,14.66,40.47,40.00,1.20,12.33,27.57,2.30,0.00,-2.36
248833,4.69,-2.34,15.50,8,0.75,2214,0.00,0.00,16,14.92,41.17,40.00,1.06,11.46,27.99,2.30,0.00,-2.51
248905,3.91,-2.34,15.04,8,0.70,2206,0.00,0.00,16,15.10,42.93,41.50,1.04,11.03,24.62,2.20,0.00,-3.42
248969,3.91,-2.34,14.93,8,0.66,2238,0.00,0.00,16,14.98,43.63,42.50,1.04,10.74,22.86,2.18,0.00,-3.93
249037,3.12,-2.34,14.59,8,0.62,2272,0.00,0.00,16,14.70,43.63,43.50,1.04,10.45,23.16,2.18,0.00,-4.23
249109,3.12,0.00,14.59,8,0.64,2270,0.00,0.00,16,14.69,43.63,43.50,1.04,10.30,24.02,2.22,0.00,-4.33
249173,3.91,0.00,14.81,8,0.63,2286,0.00,0.00,16,15.31,44.69,43.50,1.02,10.16,23.25,2.20,0.00,-4.49
249245,3.91,0.00,14.70,8,0.59,2321,0.00,0.00,16,14.70,44.34,44.00,1.00,10.01,23.06,2.18,0.00,-4.70
249313,3.12,0.00,14.70,8,0.59,2331,0.00,0.00,16,14.70,44.69,44.50,0.98,9.72,22.58,2.16,0.00,-4.91
249377,3.12,0.00,14.59,8,0.57,2337,0.00,0.00,16,15.32,45.39,44.50,0.96,9.58,21.54,2.14,0.00,-5.18
249445,3.12,0.00,14.47,8,0.54,2364,0.00,0.00,16,14.71,45.39,45.00,0.90,9.14,21.01,2.12,0.00,-5.63
249517,3.12,-0.78,14.59,8,0.52,2399,0.00,0.00,16,14.99,44.69,44.50,0.86,8.71,19.20,2.06,0.00,-6.15
249585,2.34,-0.78,14.70,8,0.48,2364,0.00,0.00,16,15.14,43.98,44.00,0.86,7.98,17.11,1.98,0.00,-6.90
249657,-0.78,-0.78,13.90,8,0.44,2396,0.00,0.00,16,15.03,43.28,43.50,0.84,7.40,16.14,1.98,0.00,-7.39
249723,-3.12,-0.78,13.55,8,0.41,2410,0.00,0.00,16,14.72,42.93,42.50,0.82,7.11,15.55,1.94,0.00,-7.75
249787,-2.34,-0.78,13.44,8,0.39,2429,0.00,0.00,16,15.05,41.88,42.50,0.78,6.67,14.47,1.90,0.00,-8.16
249859,-3.12,-1.56,13.55,8,0.35,2456,0.00,0.00,16,15.21,40.47,41.00,0.72,6.09,12.30,1.82,0.00,-8.86
249931,-3.91,-1.56,13.90,8,0.30,2430,0.00,0.00,16,15.29,38.36,39.00,0.70,5.37,10.17,1.72,0.00,-9.49
249995,-5.47,0.00,13.90,8,0.26,2427,0.00,0.00,16,15.14,36.95,37.50,0.68,4.93,9.04,1.66,0.00,-10.06
250067,0.00,0.00,13.55,10,0.23,2414,0.00,0.00,16,14.70,33.79,36.00,0.68,4.50,8.18,1.62,0.00,-10.36
250131,0.00,0.00,13.44,10,0.20,2381,0.00,0.00,16,15.26,30.98,32.00,0.66,4.21,8.14,1.60,0.00,-10.52
250203,0.00,0.00,13.55,10,0.20,2370,0.00,0.00,16,14.70,26.76,29.50,0.66,4.06,8.06,1.60,0.00,-10.62
250273,0.00,0.00,13.90,10,0.19,2370,0.00,0.00,16,14.70,22.19,25.50,0.64,3.92,7.70,1.58,0.00,-10.83
250344,0.00,0.00,14.36,10,0.20,2408,0.00,0.00,16,14.70,16.91,21.00,0.64,3.92,7.82,1.60,0.00,-10.81
250408,0.00,0.00,15.04,10,0.20,2384,0.00,0.00,16,14.70,11.99,16.50,0.64,3.92,7.90,1.60,0.00,-10.83
250472,0.00,0.00,17.80,10,0.20,2346,0.00,0.00,16,14.70,11.99,11.50,0.64,3.92,7.82,1.60,0.00,-10.85
250547,0.00,0.00,20.10,10,0.19,2370,0.00,0.00,16,14.70,11.99,11.50,0.64,3.77,7.62,1.58,0.00,-10.89
250613,0.00,0.00,22.28,10,0.19,2339,0.00,0.00,16,14.70,11.99,11.50,0.64,3.77,7.49,1.56,0.00,-10.89
250677,0.00,0.00,24.35,10,0.19,2314,0.00,0.00,16,14.70,11.99,11.50,0.64,3.77,7.14,1.54,0.00,-10.94
250749,0.00,0.00,24.46,10,0.18,2304,0.00,0.00,16,14.70,11.99,11.50,0.64,3.77,7.06,1.54,0.00,-10.98
250819,0.00,0.00,23.43,10,0.19,2313,0.00,0.00,16,14.70,11.99,11.50,0.64,3.63,7.10,1.54,0.00,-11.02
250885,0.00,0.00,23.43,10,0.18,2263,0.00,0.00,16,14.70,11.99,11.50,0.64,3.63,6.84,1.52,0.00,-11.06
250957,0.00,0.00,23.77,10,0.18,2274,0.00,0.00,16,14.70,11.99,11.50,0.64,3.63,6.66,1.52,0.00,-11.14
251021,0.00,0.00,23.89,10,0.18,2264,0.00,0.00,16,14.70,11.99,11.50,0.64,3.63,6.66,1.52,0.00,-11.14
251093,0.00,0.00,23.77,10,0.18,2238,0.00,0.00,16,14.70,11.99,11.50,0.64,3.63,6.51,1.50,0.00,-11.14
251157,0.00,0.00,23.66,10,0.17,2211,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,6.29,1.50,0.00,-11.18
251232,0.00,0.00,23.89,10,0.17,2211,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,6.18,1.50,0.00,-11.18
251298,0.00,0.00,23.66,10,0.17,2165,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,6.07,1.48,0.00,-11.18
251364,0.00,0.00,23.77,10,0.17,2185,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,6.00,1.48,0.00,-11.18
251436,0.00,0.00,23.77,10,0.17,2155,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,6.00,1.48,0.00,-11.20
251500,0.00,0.00,23.66,10,0.17,2121,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,6.00,1.48,0.00,-11.18
251572,0.00,0.00,23.77,10,0.17,2127,0.00,0.00,16,14.70,11.99,11.50,0.64,3.48,5.94,1.46,0.00,-11.16
251644,0.00,0.00,23.89,10,0.17,2113,0.00,0.00,16,14.70,11.99,11.50,0.64,3.63,5.94,1.46,0.00,-11.14
251708,0.00,0.00,23.66,10,0.17,2083,0.00,0.00,16,14.70,11.99,11.50,0.64,3.63,5.87,1.46,0.00,-11.14
251776,0.00,0.00,23.54,10,0.17,2074,0.00,0.00,16,14.70,11.99,11.50,0.64,3.63,5.78,1.46,0.00,-11.12
251848,0.00,0.00,24.12,10,0.17,2083,0.00,0.00,16,14.70,11.99,11.50,0.64,3.63,5.85,1.46,0.00,-11.12
251912,0.00,0.00,23.89,10,0.17,2054,0.00,0.00,16,14.70,11.99,11.50,0.64,3.63,5.74,1.46,0.00,-11.10
251984,0.00,0.00,23.77,10,0.17,2022,0.00,0.00,16,14.70,11.99,11.50,0.64,3.63,5.72,1.46,0.00,-11.06
252048,0.00,0.00,24.00,10,0.17,2028,0.00,0.00,16,14.70,11.99,11.50,0.64,3.63,5.74,1.46,0.00,-11.04
252120,0.00,0.00,23.77,10,0.17,2030,0.00,0.00,16,14.70,11.99,11.50,0.64,3.63,5.74,1.46,0.00,-11.00
252184,0.00,0.00,24.00,10,0.18,2006,0.00,0.00,16,14.70,11.99,11.50,0.64,3.77,5.81,1.46,0.00,-10.98
252256,0.00,0.00,24.00,10,0.18,1965,0.00,0.00,16,14.70,11.99,11.50,0.66,3.77,5.91,1.46,0.00,-10.98
252322,0.00,0.00,23.77,10,0.18,1965,0.00,0.00,16,14.70,11.99,11.50,0.66,3.77,6.00,1.48,0.00,-10.94
252396,0.00,0.00,24.00,10,0.18,1958,0.00,0.00,16,14.70,11.99,11.50,0.66,3.77,6.00,1.48,0.00,-10.91
252460,0.00,0.00,24.12,10,0.19,1937,0.00,0.00,16,14.70,11.99,11.50,0.68,3.77,6.04,1.48,0.00,-10.89
252532,0.00,0.00,23.77,10,0.20,1923,0.00,0.00,16,14.70,11.99,11.50,0.68,3.92,6.26,1.50,0.00,-10.79
252596,0.00,0.00,23.77,10,0.20,1914,0.00,0.00,16,14.70,11.99,11.50,0.68,3.92,6.48,1.52,0.00,-10.69
252668,0.00,0.00,23.77,10,0.22,1898,0.00,0.00,16,14.70,12.70,11.50,0.70,4.06,6.70,1.54,0.00,-10.64
252732,0.00,0.00,23.66,10,0.22,1868,0.00,0.00,16,14.70,14.10,13.00,0.70,4.21,6.81,1.52,0.00,-10.50
252804,0.00,0.00,23.89,10,0.22,1859,0.00,0.00,16,14.70,15.51,14.50,0.72,4.21,6.73,1.52,0.00,-10.48
252868,0.00,0.00,23.77,10,0.22,1874,0.00,0.00,16,14.70,17.27,16.00,0.72,4.21,6.81,1.52,0.00,-10.54
252938,0.00,0.00,23.66,10,0.22,1839,0.00,0.00,16,14.70,18.67,17.50,0.72,4.06,6.88,1.54,0.00,-10.60
253011,0.00,0.00,24.00,10,0.23,1805,0.00,0.00,16,14.70,20.08,19.00,0.72,4.06,6.95,1.54,0.00,-10.60
253079,0.00,0.00,23.66,10,0.23,1804,0.00,0.00,16,14.70,21.48,20.00,0.72,4.06,6.95,1.54,0.00,-10.62
253143,0.00,0.00,23.43,10,0.23,1814,0.00,0.00,16,14.70,23.24,21.50,0.72,4.06,6.95,1.54,0.00,-10.62
253215,0.00,0.00,22.85,10,0.23,1842,0.00,0.00,16,14.70,24.65,23.50,0.72,4.06,6.95,1.54,0.00,-10.62
253279,0.00,0.00,20.10,10,0.23,1840,0.00,0.00,16,14.70,25.70,25.00,0.72,4.06,6.95,1.54,0.00,-10.62
253353,0.00,0.00,17.34,10,0.24,1810,0.00,0.00,16,14.69,27.11,26.00,0.72,4.06,6.95,1.54,0.00,-10.60
253418,-0.78,0.00,14.81,8,0.23,1776,0.00,0.00,16,14.70,28.87,27.00,0.72,4.06,6.95,1.54,0.00,-10.60
253490,-1.56,0.00,14.36,8,0.23,1783,0.00,0.00,16,14.70,29.92,28.50,0.72,4.06,6.92,1.54,0.00,-10.58
253558,-2.34,0.00,14.13,8,0.23,1791,0.00,0.00,16,14.70,29.92,29.50,0.72,4.06,6.88,1.54,0.00,-10.58
253630,-3.91,0.00,13.78,8,0.23,1794,0.00,0.00,16,14.70,29.92,29.50,0.72,4.06,6.92,1.54,0.00,-10.58
253694,-4.69,0.00,13.78,8,0.24,1791,0.00,0.00,16,14.70,29.57,29.50,0.72,4.06,6.88,1.54,0.00,-10.58
253766,-5.47,0.00,13.67,8,0.24,1783,0.00,0.00,16,14.70,29.57,29.50,0.72,4.21,6.88,1.54,0.00,-10.56
253830,-5.47,0.00,13.78,8,0.24,1760,0.00,0.00,16,14.70,29.22,29.50,0.72,4.21,6.92,1.54,0.00,-10.56
253896,-6.25,0.00,13.78,8,0.24,1741,0.00,0.00,16,14.70,29.22,29.00,0.72,4.21,6.88,1.54,0.00,-10.52
253968,-6.25,0.00,13.90,8,0.24,1731,0.00,0.00,16,14.70,29.22,29.00,0.72,4.21,6.88,1.54,0.00,-10.50
254040,-6.25,0.00,14.01,8,0.24,1740,0.00,0.00,16,14.70,29.22,29.00,0.72,4.21,6.88,1.54,0.00,-10.50
254112,-6.25,0.00,14.13,8,0.24,1740,0.00,0.00,16,14.70,29.22,29.00,0.72,4.21,6.88,1.54,0.00,-10.48
254176,-7.03,0.00,14.24,8,0.24,1742,0.00,0.00,16,14.70,29.22,29.00,0.72,4.21,6.88,1.54,0.00,-10.48
254244,-6.25,0.00,14.36,8,0.24,1726,0.00,0.00,16,14.70,28.87,29.00,0.72,4.21,6.95,1.54,0.00,-10.44
254308,-6.25,0.00,14.36,8,0.24,1727,0.00,0.00,16,14.70,29.22,29.00,0.72,4.21,6.95,1.54,0.00,-10.42
254380,-6.25,0.00,14.47,8,0.24,1740,0.00,0.00,16,14.70,29.22,29.00,0.72,4.35,6.95,1.54,0.00,-10.40
254452,-5.47,0.00,14.59,8,0.24,1732,0.00,0.00,16,14.70,28.87,29.00,0.72,4.35,6.95,1.54,0.00,-10.40
254516,-5.47,0.00,14.70,8,0.24,1707,0.00,0.00,16,14.70,28.87,28.50,0.72,4.35,6.88,1.54,0.00,-10.38
254589,-5.47,0.00,14.70,8,0.24,1697,0.00,0.00,16,14.70,28.52,28.50,0.72,4.35,6.95,1.54,0.00,-10.38
254653,-5.47,0.00,14.70,8,0.24,1703,0.00,0.00,16,14.70,28.87,28.50,0.72,4.35,6.95,1.54,0.00,-10.36
254725,-5.47,0.00,14.70,8,0.24,1716,0.00,0.00,16,14.70,28.87,28.50,0.64,4.21,6.88,1.54,0.00,-10.38
254789,0.00,0.00,14.70,8,0.21,1725,0.00,0.00,16,14.70,24.65,28.50,0.64,3.92,6.09,1.44,0.00,-10.77
254861,0.00,0.00,14.81,10,0.19,1727,0.00,0.00,16,14.70,20.78,23.50,0.64,3.63,4.97,1.40,0.00,-11.02
254925,0.00,0.00,14.81,10,0.19,1700,0.00,0.00,16,14.70,16.56,19.50,0.64,3.48,4.95,1.40,0.00,-11.16
254997,0.00,0.00,14.93,10,0.19,1653,0.00,0.00,16,14.70,11.99,16.50,0.64,3.48,5.07,1.42,0.00,-11.20
255061,0.00,0.00,15.16,10,0.20,1574,0.00,0.00,16,14.70,11.64,11.50,0.64,3.63,5.21,1.42,0.00,-11.14
255133,0.00,0.00,15.62,10,0.22,1493,0.00,0.00,16,14.70,11.29,11.50,0.64,3.77,5.30,1.42,0.00,-10.94
255213,0.00,0.00,16.42,10,0.23,1390,0.00,0.00,16,14.70,10.94,19.00,0.64,3.77,5.14,1.42,0.00,-10.87
255269,0.00,0.00,17.11,10,0.25,1286,0.00,0.00,16,14.69,10.59,19.00,0.64,4.06,5.23,1.42,0.00,-10.64
255340,0.00,0.00,17.23,10,0.25,1218,0.00,0.00,16,14.69,10.59,18.50,0.64,4.21,5.14,1.40,0.00,-10.52
255407,0.00,0.00,19.29,10,0.23,1228,0.00,0.00,16,14.70,10.59,18.50,0.64,4.21,4.82,1.38,0.00,-10.52
255479,0.00,0.00,19.29,10,0.23,1246,0.00,0.00,16,14.70,10.59,18.50,0.64,4.06,4.69,1.36,0.00,-10.60
255543,0.00,0.00,20.21,10,0.22,1236,0.00,0.00,16,14.70,10.59,18.50,0.64,4.06,4.57,1.36,0.00,-10.64
255615,0.00,0.00,20.33,10,0.22,1243,0.00,0.00,16,14.70,10.59,17.50,0.64,4.06,4.51,1.36,0.00,-10.60
255679,0.00,0.00,20.56,10,0.22,1240,0.00,0.00,16,14.70,10.59,17.50,0.64,4.06,4.46,1.36,0.00,-10.60
255751,0.00,0.00,19.29,10,0.22,1229,0.00,0.00,16,14.70,10.59,17.50,0.64,4.06,4.40,1.36,0.00,-10.62
255823,0.00,0.00,17.69,10,0.22,1223,0.00,0.00,16,14.70,10.59,17.50,0.64,4.06,4.40,1.36,0.00,-10.62
255887,0.00,0.00,16.65,10,0.22,1212,0.00,0.00,16,14.70,10.59,17.50,0.64,4.06,4.40,1.36,0.00,-10.62
255951,-0.78,0.00,15.16,10,0.22,1204,0.00,0.00,16,14.70,10.59,17.50,0.64,4.06,4.40,1.36,0.00,-10.62
256027,-1.56,0.00,14.36,8,0.23,1191,0.00,0.00,16,14.70,10.59,18.50,0.64,4.06,4.40,1.36,0.00,-10.62
256091,-2.34,0.00,13.67,8,0.22,1176,0.00,0.00,16,14.70,10.59,18.50,0.64,4.06,4.40,1.34,0.00,-10.60
256157,-3.12,0.00,13.32,8,0.22,1171,0.00,0.00,16,14.70,10.59,18.50,0.64,4.06,4.40,1.36,0.00,-10.58
256229,-3.12,0.00,13.21,8,0.23,1172,0.00,0.00,16,14.70,10.59,18.50,0.64,4.21,4.37,1.34,0.00,-10.52
256300,-3.91,0.00,13.21,8,0.22,1168,0.00,0.00,16,14.70,10.23,18.00,0.64,4.21,4.37,1.36,0.00,-10.52
256366,-3.91,0.00,13.09,8,0.23,1154,0.00,0.00,16,14.70,10.23,18.00,0.64,4.21,4.35,1.34,0.00,-10.50
256437,-4.69,0.00,12.98,8,0.23,1142,0.00,0.00,16,14.70,10.23,18.00,0.64,4.21,4.35,1.36,0.00,-10.48
256502,-4.69,0.00,12.98,8,0.23,1143,0.00,0.00,16,14.70,10.23,18.00,0.64,4.21,4.32,1.34,0.00,-10.44
256575,-4.69,0.00,12.98,8,0.23,1136,0.00,0.00,16,14.70,10.23,18.00,0.64,4.35,4.29,1.34,0.00,-10.40
256641,-5.47,0.00,12.98,8,0.23,1126,0.00,0.00,16,14.70,10.23,18.00,0.64,4.35,4.26,1.34,0.00,-10.38
256705,-6.25,0.00,12.86,8,0.23,1128,0.00,0.00,16,14.70,10.23,17.50,0.64,4.35,4.24,1.32,0.00,-10.38
256777,-6.25,0.00,12.75,8,0.23,1122,0.00,0.00,16,14.70,10.23,17.50,0.64,4.35,4.24,1.34,0.00,-10.36
256849,-7.03,0.00,12.75,8,0.23,1116,0.00,0.00,16,14.70,10.23,17.50,0.64,4.35,4.18,1.32,0.00,-10.33
256918,-7.03,0.00,12.86,8,0.23,1101,0.00,0.00,16,14.70,10.23,18.00,0.64,4.35,4.18,1.34,0.00,-10.33
256980,-7.03,0.00,12.86,8,0.22,1102,0.00,0.00,16,14.70,10.23,18.00,0.64,4.35,4.13,1.32,0.00,-10.29
257055,-7.03,0.00,12.98,8,0.23,1101,0.00,0.00,16,14.70,10.23,18.00,0.64,4.50,4.15,1.32,0.00,-10.25
257116,-7.81,0.00,13.09,8,0.23,1087,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,4.13,1.34,0.00,-10.21
257188,-7.81,0.00,13.21,8,0.23,1082,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,4.13,1.32,0.00,-10.21
257256,-7.81,0.00,13.32,8,0.23,1054,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,4.10,1.32,0.00,-10.17
257327,-7.81,0.00,13.44,8,0.23,1051,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,4.10,1.32,0.00,-10.15
257391,-7.81,0.00,13.55,8,0.24,1042,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,4.10,1.32,0.00,-10.17
257463,-7.81,0.00,13.78,8,0.23,1050,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,4.10,1.32,0.00,-10.17
257528,-7.81,0.00,13.90,8,0.24,1043,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,4.13,1.32,0.00,-10.15
257599,-7.81,0.00,14.13,8,0.24,1047,0.00,0.00,16,14.70,9.88,17.00,0.64,4.50,4.10,1.32,0.00,-10.15
257664,-7.03,0.00,14.36,8,0.24,1041,0.00,0.00,16,14.70,9.88,16.50,0.64,4.50,4.10,1.32,0.00,-10.13
257735,-7.03,0.00,14.47,8,0.24,1029,0.00,0.00,16,14.70,9.88,17.50,0.64,4.50,4.10,1.32,0.00,-10.13
257807,-7.03,0.00,14.59,8,0.24,1019,0.00,0.00,16,14.70,9.88,17.50,0.64,4.64,4.10,1.32,0.00,-10.13
257871,-7.03,0.00,14.70,8,0.24,1021,0.00,0.00,16,14.70,9.88,17.50,0.66,4.64,4.10,1.34,0.00,-10.06
257943,-7.03,0.00,14.70,8,0.25,1040,0.00,0.00,16,14.70,9.88,16.00,0.66,4.64,4.24,1.34,0.00,-10.07
258007,-7.03,0.00,14.81,8,0.26,1045,0.00,0.00,16,14.69,9.88,14.00,0.70,4.79,4.43,1.36,0.00,-9.92
258081,-7.03,0.00,14.81,8,0.30,1050,0.00,0.00,16,12.78,10.23,13.00,0.70,4.93,4.66,1.40,0.00,-9.77
258145,-7.03,-0.78,14.81,8,0.33,1046,0.00,0.00,16,13.23,11.29,10.00,0.72,5.37,5.91,1.46,0.00,-9.51
258217,-7.03,-0.78,14.81,8,0.34,1042,0.00,0.00,16,14.68,11.99,11.00,0.72,5.51,6.15,1.50,0.00,-9.17
258285,-7.03,-0.78,14.81,8,0.34,1077,0.00,0.00,16,14.68,13.40,11.50,0.72,5.66,6.33,1.50,0.00,-8.97
258353,-7.03,-0.78,14.81,8,0.33,1118,0.00,0.00,16,14.68,14.45,13.00,0.72,5.95,6.48,1.50,0.00,-8.78
258417,-7.03,-1.56,14.70,8,0.32,1184,0.00,0.00,16,14.69,15.86,14.00,0.72,5.95,6.55,1.52,0.00,-8.68
258485,-8.59,-1.56,14.36,8,0.31,1231,0.00,0.00,16,14.69,17.27,15.50,0.72,5.95,6.59,1.52,0.00,-8.74
258557,-8.59,-1.56,14.36,8,0.31,1256,0.00,0.00,16,14.69,18.67,18.00,0.72,5.95,6.59,1.52,0.00,-8.82
258628,-7.81,-1.56,14.36,8,0.31,1292,0.00,0.00,16,14.69,20.43,19.50,0.74,5.80,6.66,1.52,0.00,-8.88
258693,-7.03,-1.56,14.59,8,0.31,1299,0.00,0.00,16,14.69,21.84,21.00,0.74,5.80,6.73,1.52,0.00,-8.91
258764,-5.47,-1.56,14.81,8,0.30,1321,0.00,0.00,16,13.72,23.59,22.50,0.78,5.80,6.84,1.56,0.00,-8.93
