Time (msec),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),A/F Sensor #1 (AFR),Manifold Absolute Pressure (psi)
1390806,0.16,2188,0.00,0.00,16,27.81,28.50,11.51,-2.01,0.82,13.21,5.95
1390978,0.15,2172,0.00,0.00,16,26.41,26.00,10.94,-2.01,0.82,13.32,5.95
1391150,0.16,2160,0.00,0.00,16,28.87,29.00,11.66,-2.32,0.82,13.78,5.95
1391322,0.16,2184,0.00,0.00,16,26.76,28.00,11.35,-2.01,0.82,13.67,5.95
1391494,0.15,2164,0.00,0.00,16,23.59,22.50,10.03,-2.01,0.82,13.21,5.95
1391681,0.16,2164,0.00,0.00,16,28.52,26.00,11.15,-2.01,0.82,13.78,5.80
1391853,0.15,2171,0.00,0.00,16,26.41,27.00,11.15,-2.01,0.82,14.47,5.95
1392025,0.15,2163,0.00,0.00,16,26.41,28.00,11.40,-2.01,0.82,13.90,5.95
1392197,0.16,2159,0.00,0.00,16,28.52,28.50,11.44,-2.01,0.82,14.01,5.95
1392369,0.15,2164,0.00,0.00,16,27.11,28.50,11.45,-2.01,0.82,13.78,5.95
1392541,0.15,2156,0.00,0.00,16,27.46,27.50,11.15,-2.01,0.82,13.67,5.80
1392712,0.15,2154,0.00,0.00,16,26.76,28.00,11.05,-2.01,0.82,13.90,5.95
1392884,0.15,2151,0.00,0.00,16,27.46,25.00,10.54,-2.01,0.82,13.67,5.95
1393072,0.15,2146,0.00,0.00,16,26.05,27.00,10.54,-2.01,0.80,13.90,5.80
1393243,0.12,2146,0.00,0.00,16,17.27,23.50,8.39,-2.01,0.76,13.78,5.08
1393415,0.10,2148,0.00,0.00,16,15.86,17.50,7.57,-2.01,0.72,13.44,4.79
1393587,0.09,2141,0.00,0.00,16,16.21,17.50,6.04,-2.01,0.70,13.67,4.21
1393759,0.09,2134,0.00,0.00,16,17.97,19.00,6.33,-2.01,0.64,14.47,3.48
1393931,0.08,2119,0.00,0.00,16,14.45,15.50,5.62,-2.01,0.64,14.47,3.34
1394103,0.09,2101,0.00,0.00,16,14.45,14.00,5.74,-2.01,0.64,16.08,3.48
1394275,0.08,2096,0.00,0.00,16,14.45,14.00,5.91,-2.01,0.64,20.21,3.48
1394462,0.08,2100,0.00,0.00,16,14.45,14.00,5.27,-2.01,0.64,23.54,3.48
1394634,0.08,2081,0.00,0.00,16,14.45,14.00,5.65,-1.70,0.64,25.15,3.48
1394806,0.07,2065,0.00,0.00,16,14.45,14.00,4.75,-1.70,0.64,23.89,3.48
1394978,0.09,2068,0.00,0.00,16,14.10,14.00,6.11,-1.70,0.64,23.66,3.48
1395150,0.08,2055,0.00,0.00,16,14.10,14.00,5.78,-1.70,0.66,23.66,3.63
1395322,0.09,2028,0.00,0.00,16,14.10,14.00,6.15,-1.70,0.68,23.54,3.77
1395493,0.10,2028,0.00,0.00,16,14.10,14.00,6.22,-1.70,0.68,23.89,3.92
1395681,0.08,2010,0.00,0.00,16,14.45,14.00,6.18,-1.70,0.70,24.00,4.06
1395853,0.10,2005,0.00,0.00,16,18.67,16.50,6.51,-1.70,0.72,23.77,4.06
1396025,0.12,1993,0.00,0.00,16,22.89,21.50,7.46,-1.39,0.74,23.54,4.06
1396196,0.12,1999,0.00,0.00,16,28.87,27.50,7.90,-1.70,0.76,22.62,4.35
1396368,0.13,1967,0.00,0.00,16,33.09,33.00,8.31,-1.39,0.76,16.08,4.64
1396556,0.13,1965,0.00,0.00,16,33.09,33.00,8.11,-1.39,0.78,13.32,4.93
1396728,0.14,1975,0.00,0.00,16,33.79,33.00,8.44,-1.39,0.78,14.13,5.08
1396900,0.15,1958,0.00,0.00,16,33.79,34.00,9.61,-1.39,0.80,14.81,5.37
1397071,0.15,1975,0.00,0.00,16,34.14,34.00,10.03,-1.39,0.80,15.50,5.51
1397243,0.15,1947,0.00,0.00,16,34.14,33.50,9.39,-1.39,0.80,14.81,5.66
1397415,0.16,1970,0.00,0.00,16,34.49,34.50,10.17,-1.39,0.80,14.47,5.66
1397587,0.16,1954,0.00,0.00,16,34.49,34.50,10.38,-1.39,0.80,14.47,5.80
1397774,0.16,1948,0.00,0.00,16,34.84,34.50,10.74,-1.39,0.82,14.01,5.95
1397946,0.16,1966,0.00,0.00,16,34.84,34.50,10.49,-1.39,0.82,13.90,5.95
1398118,0.17,1951,0.00,0.00,16,34.84,34.00,10.45,-1.39,0.82,13.78,5.95
1398290,0.17,1955,0.00,0.00,16,34.84,34.00,10.79,-1.39,0.82,14.01,6.09
1398462,0.17,1964,0.00,0.00,16,34.84,34.50,10.64,-1.39,0.82,13.90,6.09
1398634,0.17,1950,0.00,0.00,16,35.20,34.50,10.79,-1.39,0.82,14.01,6.24
1398806,0.17,1954,0.00,0.00,16,34.84,35.00,10.48,-1.39,0.82,14.24,6.38
1398993,0.18,1956,0.00,0.00,16,35.55,35.50,11.51,-1.39,0.82,14.24,6.38
1399165,0.18,1944,0.00,0.00,16,35.20,35.50,11.66,-1.39,0.84,14.36,6.53
1399337,0.19,1947,0.00,0.00,16,35.90,35.50,12.26,-1.39,0.84,14.01,6.67
1399509,0.19,1952,0.00,0.00,16,36.60,36.00,12.53,-1.39,0.84,14.01,6.67
1399681,0.19,1956,0.00,0.00,16,36.25,36.00,12.20,-1.39,0.86,14.01,6.82
1399852,0.18,1949,0.00,0.00,16,35.55,36.00,11.66,-1.39,0.80,13.90,6.82
1400024,0.15,1947,0.00,0.00,16,34.14,34.00,8.96,-1.39,0.78,14.36,6.09
1400196,0.13,1941,0.00,0.00,16,32.73,33.00,8.48,-1.39,0.78,13.67,5.51
1400384,0.14,1922,0.00,0.00,16,32.73,33.00,8.56,-1.39,0.78,13.78,5.37
1400540,0.14,1941,0.00,0.00,16,33.09,33.00,9.09,-1.39,0.78,14.81,5.22
1400727,0.13,1921,0.00,0.00,16,32.73,32.50,8.36,-1.39,0.78,14.13,5.22
1400899,0.14,1927,0.00,0.00,16,33.09,32.50,8.36,-1.39,0.78,13.55,5.08
1401071,0.13,1927,0.00,0.00,16,32.38,32.00,8.11,-1.39,0.78,14.13,5.08
1401243,0.14,1914,0.00,0.00,16,32.73,32.50,8.65,-1.39,0.76,14.70,5.08
1401415,0.13,1910,0.00,0.00,16,32.38,32.50,8.44,-1.39,0.76,14.81,5.08
1401602,0.12,1920,0.00,0.00,16,32.03,32.00,7.69,-1.39,0.76,14.81,4.93
1401774,0.12,1920,0.00,0.00,16,31.68,32.00,7.32,-1.39,0.72,14.47,4.64
1401946,0.10,1895,0.00,0.00,16,31.33,31.50,6.33,-1.39,0.68,14.36,4.21
1402118,0.08,1886,0.00,0.00,16,20.43,23.00,4.57,-1.39,0.64,14.70,3.63
1402289,0.10,1786,0.00,0.00,16,14.10,14.00,5.72,-1.39,0.64,14.70,3.19
1402461,0.11,1494,0.00,0.00,16,14.10,14.00,5.81,-1.39,0.64,15.62,3.48
1402633,0.14,1308,0.00,0.00,16,14.10,22.00,6.11,-1.39,0.64,18.95,3.77
1402805,0.23,1346,0.00,0.00,16,16.91,15.00,8.09,-1.39,1.04,21.48,4.64
1402992,0.43,1992,0.00,0.00,16,33.09,27.00,33.72,2.32,0.68,21.59,10.88
1405830,0.06,2231,0.00,0.00,16,15.16,15.00,5.42,-2.32,0.64,23.77,3.63
1406002,0.08,2191,0.00,0.00,16,14.80,15.00,5.91,-2.32,0.64,23.77,3.63
1406189,0.09,2160,0.00,0.00,16,14.80,14.50,5.62,-2.01,0.64,23.77,3.48
1406361,0.08,2114,0.00,0.00,16,14.45,14.00,5.91,-2.01,0.64,23.77,3.48
1406533,0.08,2062,0.00,0.00,16,14.45,14.00,5.78,-1.70,0.64,23.66,3.48
1406705,0.08,2043,0.00,0.00,16,14.10,14.00,5.68,-1.70,0.64,23.43,3.48
1406877,0.08,1991,0.00,0.00,16,14.10,14.00,5.55,-1.70,0.64,23.77,3.63
1407049,0.09,1956,0.00,0.00,16,14.10,14.00,5.68,-1.39,0.64,24.00,3.63
1407220,0.09,1910,0.00,0.00,16,14.10,14.00,5.14,-1.39,0.64,23.66,3.63
1407392,0.09,1869,0.00,0.00,16,14.10,14.00,5.72,-1.39,0.64,23.43,3.63
1407564,0.09,1824,0.00,0.00,16,14.10,14.00,5.65,-1.39,0.64,23.77,3.48
1407751,0.10,1788,0.00,0.00,16,14.10,14.00,5.74,-1.39,0.64,23.89,3.48
1407924,0.10,1741,0.00,0.00,16,14.10,14.00,5.85,-1.39,0.64,23.54,3.48
1408095,0.10,1704,0.00,0.00,16,14.10,14.00,5.74,-1.39,0.64,23.77,3.48
1408267,0.10,1661,0.00,0.00,16,14.10,14.00,5.91,-1.39,0.64,23.66,3.48
1408439,0.11,1624,0.00,0.00,16,14.10,14.00,5.85,-1.39,0.64,23.77,3.48
1408611,0.11,1575,0.00,0.00,16,14.10,22.00,5.94,-1.39,0.64,23.77,3.63
1408783,0.11,1533,0.00,0.00,16,14.10,22.00,5.94,-1.39,0.64,23.43,3.77
1408970,0.12,1473,0.00,0.00,16,14.10,22.00,5.78,-1.39,0.64,23.77,3.92
1409142,0.13,1259,0.00,0.00,16,14.10,22.00,5.43,-1.39,0.64,23.77,3.77
1409314,0.13,1302,0.00,0.00,16,14.10,22.00,5.46,-1.39,0.64,23.43,3.92
1409486,0.12,1292,0.00,0.00,16,14.10,20.00,5.14,-1.39,0.64,23.89,3.63
1409658,0.12,1250,0.00,0.00,16,14.10,21.50,5.01,-1.39,0.64,23.54,3.63
1409830,0.12,1222,0.00,0.00,16,14.10,22.00,4.95,-1.39,0.64,21.59,3.63
1410001,0.12,1171,0.00,0.00,16,14.10,22.00,4.88,-1.08,0.64,14.24,3.77
1410173,0.13,1144,0.00,0.00,16,14.10,22.00,4.82,-1.08,0.64,12.40,3.92
1410361,0.13,1101,0.00,0.00,16,14.10,22.00,4.66,-1.08,0.64,11.60,4.06
1410533,0.12,1088,0.00,0.00,16,14.10,22.00,4.55,-1.08,0.64,11.48,4.06
1410705,0.12,1101,0.00,0.00,16,14.10,22.00,4.26,-1.08,0.64,11.25,4.06
1410876,0.11,1090,0.00,0.00,16,14.10,21.50,4.07,-1.08,0.64,11.25,4.21
1411048,0.12,1053,0.00,0.00,16,14.10,22.00,4.07,-1.08,0.64,11.48,4.06
1411220,0.12,1046,0.00,0.00,16,14.10,22.00,4.10,-1.08,0.64,11.94,4.06
1411392,0.12,1024,0.00,0.00,16,14.10,22.00,4.07,-1.08,0.64,12.52,4.06
1411564,0.12,1004,0.00,0.00,16,14.10,22.00,4.07,-1.08,0.64,13.09,4.21
1411751,0.12,1012,0.00,0.00,16,14.10,21.00,3.96,-1.08,0.64,13.67,4.21
1411923,0.12,982,0.00,0.00,16,14.10,22.00,3.82,-1.08,0.64,14.36,4.35
1412095,0.12,965,0.00,0.00,16,14.10,22.00,3.82,-1.08,0.64,14.47,4.35
1412267,0.12,963,0.00,0.00,16,14.10,21.50,3.91,-1.08,0.64,14.59,4.35
1412439,0.12,966,0.00,0.00,16,14.10,20.00,3.91,-1.08,0.64,14.70,4.50
1412611,0.12,950,0.00,0.00,16,14.10,19.00,3.91,-1.08,0.64,14.70,4.64
1412783,0.12,953,0.00,0.00,16,14.10,19.00,3.93,-1.08,0.64,14.70,4.79
1412954,0.13,960,0.00,0.00,16,14.10,19.00,3.96,-1.08,0.64,14.81,4.93
1413142,0.13,956,0.00,0.00,16,14.10,16.50,4.02,-1.08,0.64,14.93,4.93
1413314,0.13,952,0.00,0.00,16,14.10,17.00,4.18,-1.08,0.64,15.27,5.08
1413485,0.13,962,0.00,0.00,16,14.10,15.50,4.26,-1.08,0.64,15.85,5.22
1413657,0.13,971,0.00,0.00,16,14.10,14.50,4.35,-1.08,0.64,16.19,5.22
1413829,0.13,1013,0.00,0.00,16,14.10,10.00,4.43,-1.08,0.64,16.31,5.22
1414001,0.13,1002,0.00,0.00,16,14.10,10.00,4.37,-1.08,0.64,16.19,5.08
1414173,0.13,1012,0.00,0.00,16,14.10,11.00,4.37,-1.08,0.64,16.19,5.08
1414345,0.13,1036,0.00,0.00,16,14.10,9.50,4.37,-1.08,0.64,15.96,5.08
1414532,0.13,1044,0.00,0.00,16,14.10,9.50,4.37,-1.08,0.64,15.85,4.93
1414704,0.13,1037,0.00,0.00,16,14.10,10.50,4.40,-1.08,0.64,15.73,4.93
1414876,0.12,1062,0.00,0.00,16,14.10,8.50,4.32,-1.08,0.64,15.39,4.93
1415048,0.12,1035,0.00,0.00,16,14.10,10.00,4.26,-1.08,0.64,15.27,4.79
1415220,0.12,1041,0.00,0.00,16,14.10,12.50,4.26,-1.08,0.64,15.16,4.79
1415407,0.12,1042,0.00,0.00,16,14.10,12.50,4.26,-1.08,0.64,15.27,4.79
1415579,0.12,1042,0.00,0.00,16,14.10,13.00,4.24,-1.08,0.64,15.27,4.79
1415751,0.12,1051,0.00,0.00,16,14.10,12.00,4.18,-1.08,0.64,15.39,4.79
1415923,0.12,1058,0.00,0.00,16,14.10,11.50,4.13,-1.08,0.64,15.27,4.79
1416095,0.12,1046,0.00,0.00,16,14.10,13.00,4.15,-1.08,0.64,15.39,4.64
1416267,0.12,1060,0.00,0.00,16,14.10,12.00,4.07,-1.08,0.64,15.16,4.64
1416439,0.11,1052,0.00,0.00,16,14.10,13.00,4.07,-1.08,0.64,15.16,4.64
1416626,0.12,1048,0.00,0.00,16,14.10,14.00,4.04,-1.08,0.64,15.16,4.64
1416798,0.12,1038,0.00,0.00,16,14.10,15.00,4.07,-1.08,0.64,15.16,4.64
1416970,0.12,1037,0.00,0.00,16,14.10,14.50,4.07,-1.08,0.64,15.16,4.64
1417142,0.12,1054,0.00,0.00,16,14.10,13.50,3.99,-1.08,0.64,15.16,4.64
1417313,0.11,1052,0.00,0.00,16,14.10,13.00,3.99,-1.08,0.64,14.93,4.64
1417485,0.11,1042,0.00,0.00,16,14.10,14.00,4.04,-1.08,0.64,14.81,4.64
1417657,0.12,1037,0.00,0.00,16,14.10,13.00,4.02,-1.08,0.64,14.70,4.50
1417829,0.12,1020,0.00,0.00,16,14.10,16.50,3.99,-1.08,0.64,14.81,4.64
1418016,0.12,1006,0.00,0.00,16,14.10,17.50,3.99,-1.08,0.64,14.81,4.64
1418188,0.12,1006,0.00,0.00,16,14.10,17.50,3.99,-1.08,0.64,14.81,4.79
1418360,0.12,1008,0.00,0.00,16,14.10,15.50,3.93,-1.08,0.64,14.70,4.79
1418532,0.12,1018,0.00,0.00,16,14.10,14.00,3.93,-1.08,0.64,14.47,4.64
1418704,0.11,1035,0.00,0.00,16,14.10,14.00,3.93,-1.08,0.64,14.36,4.64
1418876,0.11,1034,0.00,0.00,16,14.10,13.00,3.93,-1.08,0.64,14.47,4.50
1419063,0.12,1018,0.00,0.00,16,14.10,14.50,3.96,-1.08,0.64,14.47,4.50
1419235,0.11,1039,0.00,0.00,16,14.10,14.00,3.93,-1.08,0.64,14.59,4.50
1419407,0.11,1034,0.00,0.00,16,14.10,13.00,3.91,-1.08,0.64,14.59,4.50
1419579,0.11,1028,0.00,0.00,16,14.10,12.50,3.93,-1.08,0.64,14.70,4.50
1419751,0.11,1034,0.00,0.00,16,14.10,13.50,3.93,-1.08,0.64,14.70,4.50
1419923,0.12,1030,0.00,0.00,16,14.10,13.50,3.93,-1.08,0.64,14.70,4.50
1420095,0.11,1024,0.00,0.00,16,14.10,13.50,3.88,-1.08,0.64,14.59,4.50
1420266,0.11,1016,0.00,0.00,16,14.10,15.00,3.85,-1.08,0.64,14.59,4.50
1420454,0.11,1034,0.00,0.00,16,14.10,13.00,3.85,-1.08,0.64,14.59,4.50
1420626,0.11,1010,0.00,0.00,16,14.10,13.00,3.82,-1.08,0.64,14.70,4.50
1420798,0.11,1010,0.00,0.00,16,14.10,15.50,3.88,-1.08,0.64,14.70,4.50
1420969,0.11,1005,0.00,0.00,16,14.10,15.50,3.82,-1.08,0.64,14.70,4.50
1421141,0.11,1032,0.00,0.00,16,14.10,14.00,3.82,-1.08,0.64,14.70,4.50
1421313,0.12,1007,0.00,0.00,16,14.10,15.50,3.82,-1.08,0.64,14.59,4.50
1421485,0.11,1009,0.00,0.00,16,14.10,14.50,3.82,-1.08,0.64,14.47,4.64
1421657,0.11,1015,0.00,0.00,16,14.10,13.00,3.82,-1.08,0.64,14.47,4.50
1421829,0.11,1010,0.00,0.00,16,14.10,14.50,3.82,-1.08,0.64,14.47,4.50
1422016,0.11,1004,0.00,0.00,16,14.10,15.00,3.82,-1.08,0.64,14.59,4.50
1422188,0.11,1024,0.00,0.00,16,14.10,14.00,3.82,-1.08,0.64,14.59,4.50
1422360,0.11,1020,0.00,0.00,16,14.10,13.00,3.78,-1.08,0.64,14.59,4.50
1422532,0.11,997,0.00,0.00,16,14.10,15.50,3.80,-1.08,0.64,14.59,4.50
1422704,0.11,1004,0.00,0.00,16,14.10,14.00,3.82,-1.08,0.64,14.59,4.50
1422891,0.11,1007,0.00,0.00,16,14.10,14.00,3.78,-1.08,0.64,14.59,4.50
1423063,0.11,1013,0.00,0.00,16,14.10,13.00,3.78,-1.08,0.64,14.70,4.50
1423235,0.11,998,0.00,0.00,16,14.10,14.00,3.80,-1.08,0.64,14.59,4.50
1423407,0.11,993,0.00,0.00,16,14.10,15.00,3.78,-1.08,0.64,14.59,4.50
1423579,0.12,994,0.00,0.00,16,14.10,14.50,3.82,-1.08,0.64,14.70,4.64
1423751,0.11,1009,0.00,0.00,16,14.10,14.00,3.82,-1.08,0.64,14.70,4.64
1423923,0.11,998,0.00,0.00,16,14.10,14.00,3.82,-1.08,0.64,14.70,4.64
1424110,0.11,1003,0.00,0.00,16,14.10,13.50,3.78,-1.08,0.64,14.47,4.64
1424282,0.12,993,0.00,0.00,16,14.10,13.00,3.82,-1.08,0.64,14.47,4.50
1424454,0.12,997,0.00,0.00,16,14.10,14.00,3.82,-1.08,0.64,14.70,4.64
1424626,0.12,992,0.00,0.00,16,14.10,14.50,3.82,-1.08,0.64,14.70,4.64
1424798,0.11,995,0.00,0.00,16,14.10,15.00,3.88,-1.08,0.64,14.70,4.64
1424969,0.12,1006,0.00,0.00,16,14.10,13.00,3.85,-1.08,0.64,14.81,4.64
1425141,0.12,996,0.00,0.00,16,14.10,13.00,3.85,-1.08,0.64,14.81,4.64
1425329,0.12,998,0.00,0.00,16,14.10,13.50,3.88,-1.08,0.64,14.70,4.64
1425501,0.11,1004,0.00,0.00,16,14.10,13.00,3.88,-1.08,0.64,14.70,4.64
1425672,0.12,1016,0.00,0.00,16,14.10,13.00,3.82,-1.08,0.64,14.59,4.64
1425844,0.11,1012,0.00,0.00,16,14.10,12.00,3.88,-1.08,0.64,14.59,4.64
1426016,0.11,1009,0.00,0.00,16,14.10,13.50,3.82,-1.08,0.64,14.47,4.79
1426188,0.12,1015,0.00,0.00,16,14.10,14.00,3.88,-1.08,0.64,14.70,4.64
1426360,0.11,1036,0.00,0.00,16,14.10,12.50,3.82,-1.08,0.64,14.81,4.64
1426532,0.11,1029,0.00,0.00,16,14.10,12.00,3.82,-1.08,0.64,15.04,4.50
1426719,0.11,1016,0.00,0.00,16,14.10,13.00,3.82,-1.08,0.64,15.16,4.50
1426891,0.15,1036,0.00,0.00,16,14.45,11.50,4.02,-1.08,0.72,15.16,4.50
1427063,0.29,1116,0.00,0.00,16,22.19,20.00,10.89,-1.08,0.86,15.04,6.82
1427235,0.28,1551,0.00,0.00,16,29.57,29.50,12.96,-1.39,0.88,14.93,8.56
1427407,0.25,1796,0.00,0.00,16,36.25,34.00,15.26,-1.39,0.90,12.06,8.42
1427579,0.27,1996,0.00,0.00,16,39.77,39.00,17.48,-1.39,0.94,14.81,8.42
1427750,0.30,1952,0.00,0.00,16,38.71,39.00,19.42,-1.08,1.00,14.81,9.14
1427938,0.37,1909,0.00,0.00,16,38.01,38.50,22.14,-0.15,1.06,13.67,10.01
1428110,0.38,1988,0.00,0.00,16,37.66,37.00,25.30,1.08,1.08,12.98,11.32
1428282,0.39,2020,0.00,0.00,16,36.95,37.00,26.20,1.70,1.10,13.32,11.61
1428454,0.41,1982,0.00,0.00,16,34.84,35.50,26.52,2.01,1.10,13.44,11.90
1428625,0.42,1885,0.00,0.00,16,33.09,33.00,26.31,2.01,1.12,13.44,12.33
1428797,0.44,1813,0.00,0.00,16,29.92,30.50,26.83,1.70,1.12,13.55,12.77
1428969,0.44,1771,0.00,0.00,16,28.16,28.50,26.63,1.39,1.12,13.44,12.91
1429141,0.44,1806,0.00,0.00,16,30.62,30.50,26.31,1.39,1.12,13.55,13.20
1429328,0.42,2054,0.00,0.00,16,35.20,34.50,27.89,2.63,1.14,13.67,12.91
1429500,0.42,2198,0.00,0.00,16,35.55,35.50,30.83,2.63,1.16,14.36,12.91
1429672,0.46,2442,0.00,0.00,16,33.79,35.00,36.68,2.94,1.18,14.24,13.20
1429844,0.46,2644,0.00,0.00,16,34.14,33.50,39.76,2.94,1.20,13.78,13.20
1430016,0.46,2820,0.00,0.00,16,34.14,34.00,43.93,2.94,1.18,13.44,13.20
1430188,0.44,3031,0.00,0.00,16,36.25,34.50,44.90,2.01,1.14,13.21,12.91
1430360,0.35,3190,0.00,0.00,16,42.23,38.00,38.82,-4.18,0.82,13.21,11.90
1430547,0.15,3148,0.00,0.00,16,4.26,10.00,13.52,-4.18,0.64,11.25,5.37
1430703,0.17,2838,0.00,0.00,16,-10.16,-6.00,16.96,-4.18,0.64,11.25,4.21
1430875,0.16,2613,0.00,0.00,16,-10.16,-10.50,14.59,-3.56,0.64,13.32,4.21
1431047,0.16,2318,0.00,0.00,16,15.51,10.50,12.10,-2.94,0.64,19.41,4.21
1431234,0.15,2024,0.00,0.00,16,14.10,14.00,10.17,-2.01,0.64,23.89,4.06
1431406,0.16,1814,0.00,0.00,16,14.10,14.00,9.53,-1.39,0.64,23.66,4.06
1431578,0.20,1538,0.00,0.00,16,14.45,22.00,9.40,-1.39,0.72,23.77,4.21
1431750,0.22,1578,0.00,0.00,16,22.54,19.00,11.77,-1.39,0.84,23.89,6.53
1431922,0.18,1970,0.00,0.00,16,36.25,36.00,11.71,-1.39,0.86,22.97,6.82
1432094,0.19,2002,0.00,0.00,16,36.95,37.50,13.32,-1.70,0.86,14.81,6.96
1432266,0.21,1919,0.00,0.00,16,36.25,36.50,12.97,-1.39,0.86,15.27,7.11
1432453,0.20,1955,0.00,0.00,16,36.60,36.50,13.78,-1.39,0.86,14.81,7.25
1432625,0.20,1971,0.00,0.00,16,36.95,37.00,13.39,-1.39,0.86,14.59,7.25
1432797,0.19,1996,0.00,0.00,16,36.95,36.50,12.75,-1.39,0.86,14.70,7.25
1432969,0.17,1988,0.00,0.00,16,36.60,37.00,13.20,-1.70,0.86,14.81,7.25
1433141,0.19,2020,0.00,0.00,16,36.95,37.00,12.48,-1.70,0.84,15.04,6.96
1433313,0.17,2020,0.00,0.00,16,35.55,35.50,11.61,-1.70,0.82,15.04,6.67
1433484,0.16,2042,0.00,0.00,16,34.14,34.00,11.19,-1.70,0.82,14.47,6.38
1433656,0.17,2063,0.00,0.00,16,34.49,33.00,11.71,-1.70,0.82,14.59,6.24
1433828,0.16,2064,0.00,0.00,16,33.09,32.00,10.58,-1.70,0.82,14.81,6.24
1434016,0.17,2085,0.00,0.00,16,33.79,33.00,11.71,-1.70,0.84,14.47,6.24
1434187,0.18,2096,0.00,0.00,16,34.84,33.50,12.31,-2.01,0.84,14.13,6.24
1434359,0.16,2108,0.00,0.00,16,32.73,30.00,10.94,-2.01,0.84,14.13,6.24
1434531,0.18,2123,0.00,0.00,16,34.84,33.00,12.53,-2.01,0.84,14.13,6.38
1434703,0.18,2133,0.00,0.00,16,34.49,35.50,13.20,-2.01,0.84,14.01,6.53
1434875,0.18,2169,0.00,0.00,16,33.79,33.00,12.75,-2.01,0.84,13.67,6.53
1435047,0.19,2168,0.00,0.00,16,36.60,36.00,13.71,-2.01,0.86,14.01,6.53
1435219,0.17,2174,0.00,0.00,16,36.25,35.00,13.31,-2.01,0.86,14.13,6.67
1435406,0.21,2206,0.00,0.00,16,40.47,40.00,15.05,-2.32,0.86,13.55,6.82
1435578,0.20,2214,0.00,0.00,16,40.12,40.00,15.25,-2.32,0.86,13.44,6.82
1435750,0.19,2247,0.00,0.00,16,40.82,38.00,14.40,-2.32,0.86,13.09,6.82
1435922,0.20,2248,0.00,0.00,16,39.77,40.50,15.18,-2.32,0.86,13.90,6.82
1436094,0.21,2271,0.00,0.00,16,41.52,41.50,15.69,-2.32,0.86,13.67,6.82
1436266,0.19,2287,0.00,0.00,16,40.47,41.50,15.85,-2.63,0.86,13.78,6.96
1436437,0.18,2296,0.00,0.00,16,34.49,32.50,13.84,-2.63,0.84,13.55,6.82
1436625,0.19,2332,0.00,0.00,16,37.30,34.00,14.72,-2.63,0.84,14.47,6.53
1436797,0.20,2348,0.00,0.00,16,36.95,34.00,14.40,-2.63,0.84,14.70,6.53
1436969,0.20,2372,0.00,0.00,16,42.23,37.00,15.33,-2.63,0.82,13.90,6.53
1437140,0.19,2394,0.00,0.00,16,36.95,37.00,15.25,-2.94,0.82,13.32,6.38
1437312,0.19,2387,0.00,0.00,16,34.49,37.50,15.05,-2.94,0.82,13.32,6.24
1437484,0.19,2417,0.00,0.00,16,34.49,33.50,14.92,-2.94,0.82,13.32,6.24
1437656,0.18,2440,0.00,0.00,16,31.68,34.50,14.85,-2.94,0.82,13.55,6.09
1437828,0.18,2462,0.00,0.00,16,27.81,30.50,14.47,-2.94,0.82,13.32,6.09
1438015,0.18,2460,0.00,0.00,16,27.81,30.50,14.79,-3.25,0.82,13.78,5.95
1438187,0.16,2463,0.00,0.00,16,25.70,27.00,13.77,-3.25,0.82,13.67,5.95
1438359,0.18,2482,0.00,0.00,16,30.62,28.00,14.72,-3.25,0.80,13.78,5.95
1438531,0.18,2506,0.00,0.00,16,28.87,29.50,14.98,-3.25,0.80,13.44,5.80
1438703,0.17,2536,0.00,0.00,16,26.76,29.00,14.59,-3.25,0.80,13.32,5.80
1438875,0.17,2520,0.00,0.00,16,22.89,25.00,14.22,-3.56,0.80,13.32,5.80
1439047,0.17,2570,0.00,0.00,16,26.76,23.50,14.22,-3.56,0.80,13.55,5.66
1439234,0.17,2570,0.00,0.00,16,28.16,29.50,15.11,-3.56,0.80,13.90,5.80
1439406,0.17,2570,0.00,0.00,16,24.65,28.00,14.92,-3.56,0.80,13.32,5.66
1439578,0.17,2573,0.00,0.00,16,18.32,26.50,14.79,-3.56,0.80,13.44,5.66
1439750,0.17,2635,0.00,0.00,16,26.05,27.00,14.98,-3.56,0.80,13.90,5.66
1439922,0.17,2603,0.00,0.00,16,25.00,25.00,14.73,-3.87,0.80,13.78,5.66
1440093,0.19,2617,0.00,0.00,16,27.81,27.50,15.18,-3.87,0.80,13.21,5.66
1440265,0.16,2650,0.00,0.00,16,18.32,23.00,14.60,-3.87,0.80,13.44,5.66
1440453,0.16,2653,0.00,0.00,16,17.27,18.00,13.95,-3.87,0.78,13.32,5.51
1440624,0.13,2622,0.00,0.00,16,0.39,0.50,11.25,-3.87,0.70,13.78,4.93
1440796,0.12,2680,0.00,0.00,16,-6.29,-9.00,9.70,-3.56,0.68,12.98,4.06
1440968,0.12,2612,0.00,0.00,16,-9.45,-6.00,10.85,-3.56,0.64,14.93,3.92
1441140,0.12,2590,0.00,0.00,16,-10.16,-10.50,9.84,-3.56,0.64,19.98,4.06
1441312,0.11,2590,0.00,0.00,16,-10.16,-10.50,9.92,-3.56,0.64,24.12,3.92
