Time (msec),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),A/F Sensor #1 (AFR),Manifold Absolute Pressure (psi)
1342996,0.11,1012,0.00,0.00,16,14.10,14.50,3.75,-1.08,0.64,14.59,4.35
1343168,0.15,1010,0.00,0.00,16,14.10,14.50,4.57,-1.08,0.70,14.47,4.64
1343340,0.17,1064,0.00,0.00,16,15.86,15.00,6.04,-1.08,0.72,14.70,5.37
1343512,0.20,1074,0.00,0.00,16,18.32,18.00,7.54,-1.08,0.76,13.78,6.09
1343684,0.28,1082,0.00,0.00,16,27.11,24.00,9.09,-1.08,0.84,13.21,6.82
1343871,0.32,1190,0.00,0.00,16,27.46,26.50,12.90,-1.08,0.88,12.06,9.29
1344043,0.28,1524,0.00,0.00,16,30.27,29.50,14.47,-1.39,0.90,11.94,9.58
1344215,0.28,1710,0.00,0.00,16,33.09,31.50,15.55,-1.39,0.92,13.32,9.29
1344387,0.29,1727,0.00,0.00,16,33.79,33.50,16.67,-1.39,0.94,14.70,9.00
1344559,0.32,1675,0.00,0.00,16,34.49,34.00,18.10,-1.39,0.96,14.24,9.43
1344731,0.35,1670,0.00,0.00,16,35.90,35.50,18.72,-1.08,0.98,13.32,9.87
1344903,0.37,1630,0.00,0.00,16,34.49,34.50,19.66,-1.08,1.00,13.21,10.59
1345074,0.37,1658,0.00,0.00,16,34.84,34.00,20.06,-0.77,1.00,13.09,11.03
1345262,0.37,1672,0.00,0.00,16,34.84,34.00,20.84,-0.46,1.00,13.32,11.17
1345434,0.37,1693,0.00,0.00,16,34.49,34.50,20.84,-0.46,1.02,13.55,11.32
1345606,0.39,1642,0.00,0.00,16,32.73,33.00,21.36,-0.46,1.02,13.55,11.61
1345777,0.37,1743,0.00,0.00,16,35.90,34.00,21.89,-0.15,1.04,13.67,11.75
1345949,0.37,1917,0.00,0.00,16,37.66,37.50,23.63,0.15,1.04,13.78,11.32
1346121,0.36,2127,0.00,0.00,16,40.47,39.50,23.83,0.46,1.06,13.78,11.17
1346309,0.39,2238,0.00,0.00,16,39.06,39.50,28.10,0.77,1.08,14.47,11.32
1346480,0.41,2414,0.00,0.00,16,38.01,38.00,32.62,1.39,1.12,13.55,11.90
1346652,0.43,2633,0.00,0.00,16,36.95,37.00,35.94,2.01,1.14,13.55,12.19
1346824,0.43,2743,0.00,0.00,16,36.95,36.50,38.92,1.70,1.14,13.44,12.33
1346996,0.41,2976,0.00,0.00,16,38.36,37.50,41.14,1.70,1.14,13.32,12.04
1347168,0.40,3162,0.00,0.00,16,39.77,38.00,41.56,1.08,1.12,13.21,11.90
1347340,0.36,3279,0.00,0.00,16,41.52,40.50,39.89,0.46,1.10,13.21,11.61
1347512,0.34,3432,0.00,0.00,16,42.93,42.50,36.18,-0.77,1.00,13.21,10.45
1347699,0.17,3328,0.00,0.00,16,10.23,37.00,16.36,-4.18,0.64,12.29,5.08
1347871,0.16,3100,0.00,0.00,16,-7.34,-4.50,15.92,-4.18,0.64,11.94,4.35
1348043,0.16,2802,0.00,0.00,16,-10.16,-10.50,15.11,-4.18,0.64,18.60,4.06
1348215,0.17,2497,0.00,0.00,16,-10.16,-10.50,14.15,-3.56,0.64,22.74,4.21
1348387,0.15,2306,0.00,0.00,16,15.16,14.00,11.99,-2.63,0.64,23.54,4.06
1348559,0.14,2010,0.00,0.00,16,14.10,14.00,9.48,-2.01,0.64,23.89,4.06
1348730,0.20,1718,0.00,0.00,16,16.21,14.00,9.52,-1.39,0.84,23.66,4.21
1348902,0.27,2034,0.00,0.00,16,41.88,40.00,19.42,-1.39,1.00,23.66,7.69
1349090,0.31,2424,0.00,0.00,16,44.69,44.50,24.51,-1.70,1.00,14.24,9.14
1349261,0.36,2503,0.00,0.00,16,42.93,43.50,27.26,-1.08,1.04,14.81,9.58
1349433,0.43,2285,0.00,0.00,16,35.20,36.50,31.95,0.77,1.10,14.13,11.17
1349605,0.42,2304,0.00,0.00,16,37.30,38.00,31.73,1.70,1.16,12.52,12.04
1349777,0.47,2318,0.00,0.00,16,32.73,34.50,35.07,5.41,1.28,13.90,12.91
1349949,0.51,2418,0.00,0.00,16,29.92,30.50,40.13,7.58,1.34,13.44,14.07
1350121,0.53,2515,0.00,0.00,16,28.16,28.00,43.44,8.20,1.40,13.21,14.65
1350293,0.55,2596,0.00,0.00,16,26.76,26.50,46.47,8.51,1.42,13.44,15.24
1350480,0.57,2696,0.00,0.00,16,24.65,24.50,51.48,8.51,1.42,12.98,15.67
1350652,0.58,2816,0.00,0.00,16,24.65,24.00,53.55,8.51,1.38,12.75,16.11
1350824,0.56,2874,0.00,0.00,16,25.70,24.50,55.69,8.20,1.28,12.40,16.11
1350996,0.56,2995,0.00,0.00,16,27.46,27.00,55.69,4.49,1.24,12.52,15.96
1351168,0.53,3103,0.00,0.00,16,30.62,29.50,55.02,3.87,1.20,12.40,15.53
1351340,0.51,3170,0.00,0.00,16,33.44,33.00,53.39,2.63,1.16,12.40,14.95
1351511,0.46,3294,0.00,0.00,16,35.90,35.50,50.42,1.70,1.12,12.40,14.22
1351683,0.42,3372,0.00,0.00,16,38.71,37.00,45.70,-0.15,1.04,12.63,13.35
1351855,0.20,3339,0.00,0.00,16,28.16,34.00,19.26,-4.18,0.64,12.06,6.53
1352027,0.18,3031,0.00,0.00,16,-7.70,4.00,19.90,-4.18,0.64,12.75,4.50
1352214,0.20,2715,0.00,0.00,16,-10.16,-10.50,17.48,-4.18,0.64,17.80,4.21
1352386,0.18,2492,0.00,0.00,16,-10.16,-10.50,15.85,-3.87,0.64,22.05,4.21
1352558,0.16,2230,0.00,0.00,16,15.16,3.50,11.93,-2.63,0.64,23.54,4.06
1352730,0.15,1971,0.00,0.00,16,14.10,14.00,10.59,-2.01,0.64,23.66,4.06
1352902,0.15,1778,0.00,0.00,16,14.10,14.00,9.09,-1.39,0.64,23.54,4.06
1353074,0.19,1469,0.00,0.00,16,14.10,22.00,9.57,-1.39,0.68,23.66,4.35
1353246,0.27,1300,0.00,0.00,16,21.84,17.00,10.90,-1.39,0.86,23.66,5.95
1353418,0.21,1897,0.00,0.00,16,38.36,36.00,14.22,-1.39,0.88,23.89,7.69
1353605,0.22,2441,0.00,0.00,16,43.63,42.50,17.55,-3.25,0.90,14.93,7.25
1353777,0.25,2406,0.00,0.00,16,44.34,44.50,19.66,-2.94,0.90,15.85,7.55
1353949,0.29,2357,0.00,0.00,16,44.69,45.00,21.89,-2.63,1.00,14.36,8.27
1354121,0.37,2378,0.00,0.00,16,41.88,43.00,27.26,-0.15,1.08,13.90,10.16
1354292,0.43,2399,0.00,0.00,16,36.25,36.00,34.33,2.32,1.18,12.86,11.61
1354464,0.46,2446,0.00,0.00,16,33.44,33.00,37.92,4.49,1.28,13.09,13.06
1354636,0.51,2486,0.00,0.00,16,30.27,30.50,40.73,7.58,1.34,13.21,14.07
1354808,0.52,2515,0.00,0.00,16,28.16,27.50,44.62,8.20,1.38,13.21,14.51
1354995,0.56,2566,0.00,0.00,16,25.70,25.50,47.30,8.20,1.38,13.32,15.24
1355167,0.57,2625,0.00,0.00,16,25.00,25.00,48.83,8.20,1.38,12.63,15.53
1355339,0.57,2678,0.00,0.00,16,25.35,26.50,48.98,8.20,1.34,12.52,15.96
1355511,0.57,2721,0.00,0.00,16,24.65,24.50,52.36,6.96,1.30,12.63,16.11
1355683,0.58,2766,0.00,0.00,16,24.65,24.50,53.31,5.10,1.26,12.52,16.11
1355855,0.58,2799,0.00,0.00,16,24.65,24.00,54.64,4.49,1.24,12.63,16.11
1356027,0.59,2850,0.00,0.00,16,24.65,25.00,55.80,4.49,1.22,12.52,16.11
1356199,0.56,2928,0.00,0.00,16,25.70,25.00,55.64,3.25,1.22,12.40,16.11
1356370,0.53,2950,0.00,0.00,16,28.16,27.00,54.97,3.25,1.20,12.52,15.96
1356558,0.55,3018,0.00,0.00,16,28.16,27.00,54.97,2.63,1.18,12.63,15.82
1356730,0.55,3032,0.00,0.00,16,29.57,29.00,54.31,2.01,1.16,12.40,15.53
1356902,0.51,3091,0.00,0.00,16,31.68,30.50,53.64,1.70,1.16,12.52,15.24
1357074,0.49,3155,0.00,0.00,16,33.44,33.00,51.74,1.70,1.14,12.52,14.80
1357245,0.46,3190,0.00,0.00,16,35.55,34.00,50.51,1.08,1.12,12.63,14.51
1357417,0.45,3217,0.00,0.00,16,36.60,36.00,48.37,0.46,1.10,12.63,13.78
1357589,0.41,3275,0.00,0.00,16,38.71,37.00,45.18,-0.15,1.08,12.86,12.91
1357761,0.39,3302,0.00,0.00,16,39.77,39.50,43.51,-0.77,1.06,13.21,12.48
1357933,0.24,3304,0.00,0.00,16,41.17,44.00,12.96,-4.18,0.64,12.98,8.42
1358120,0.17,3080,0.00,0.00,16,2.50,13.00,16.74,-4.18,0.64,11.37,4.79
1358292,0.18,2904,0.00,0.00,16,-10.16,-10.50,16.89,-4.18,0.64,16.19,4.35
1358464,0.17,2571,0.00,0.00,16,-10.16,-10.50,15.33,-3.56,0.64,21.59,4.21
1358636,0.17,2304,0.00,0.00,16,14.45,-10.50,13.32,-2.94,0.64,23.43,4.21
1358808,0.13,2117,0.00,0.00,16,14.45,14.00,9.65,-2.63,0.64,23.43,4.06
1358980,0.16,1839,0.00,0.00,16,14.10,14.00,8.27,-1.39,0.64,23.77,4.06
1359152,0.14,1542,0.00,0.00,16,14.10,14.00,8.56,-1.39,0.64,23.77,4.21
1359339,0.21,1367,0.00,0.00,16,15.51,14.00,8.91,-1.39,0.82,23.54,4.64
1359511,0.21,1591,0.00,0.00,16,27.81,25.00,12.15,-1.39,0.88,23.89,7.25
1359683,0.19,2368,0.00,0.00,16,36.60,38.50,14.22,-1.39,0.90,22.51,7.69
1359855,0.25,2524,0.00,0.00,16,45.04,44.50,21.53,-3.25,0.94,16.88,7.55
1360026,0.27,2478,0.00,0.00,16,45.04,45.00,23.14,-3.25,0.96,14.70,8.42
1360198,0.32,2477,0.00,0.00,16,43.98,44.00,25.30,-2.63,1.00,13.90,9.00
1360370,0.35,2509,0.00,0.00,16,43.28,43.50,28.20,-1.70,1.04,13.21,9.72
1360542,0.38,2522,0.00,0.00,16,40.47,41.50,31.73,-0.15,1.08,13.32,10.74
1360714,0.41,2529,0.00,0.00,16,37.66,37.50,34.94,1.08,1.14,13.09,11.46
1360901,0.43,2562,0.00,0.00,16,35.90,35.50,37.05,2.01,1.16,13.09,12.33
1361073,0.40,2558,0.00,0.00,16,38.36,35.50,31.73,-0.77,1.00,13.21,11.61
1361245,0.31,2580,0.00,0.00,16,44.34,43.00,24.41,-3.56,0.88,12.40,10.01
1361417,0.23,2574,0.00,0.00,16,43.98,44.00,17.79,-3.56,0.82,12.40,7.84
1361589,0.17,2594,0.00,0.00,16,24.65,39.00,13.19,-3.56,0.76,12.52,6.24
1361761,0.13,2559,0.00,0.00,16,1.45,7.00,10.89,-3.56,0.70,12.75,5.22
1361933,0.15,2587,0.00,0.00,16,8.83,9.50,12.42,-3.56,0.68,12.75,4.35
1362104,0.14,2556,0.00,0.00,16,-5.94,-2.50,11.19,-3.56,0.64,12.63,3.77
1362292,0.13,2572,0.00,0.00,16,-10.16,-10.50,10.78,-3.56,0.64,13.21,3.92
1362464,0.13,2547,0.00,0.00,16,-10.16,-10.50,11.09,-3.56,0.64,15.73,3.92
1362636,0.13,2551,0.00,0.00,16,-10.16,-10.50,10.59,-3.56,0.64,23.54,3.92
1362807,0.15,2535,0.00,0.00,16,-9.80,-10.50,10.17,-3.56,0.72,23.77,3.92
1362979,0.14,2521,0.00,0.00,16,-5.59,-5.00,12.69,-3.56,0.64,23.89,4.50
1363151,0.11,2529,0.00,0.00,16,-10.16,-10.50,9.84,-3.25,0.64,17.00,3.77
1363323,0.11,2510,0.00,0.00,16,-10.16,-10.50,9.22,-3.25,0.64,12.98,3.77
1363495,0.11,2499,0.00,0.00,16,-10.16,-10.50,9.26,-3.25,0.64,15.85,3.92
1363667,0.10,2506,0.00,0.00,16,-10.16,-10.50,9.04,-3.25,0.64,23.66,3.92
1363854,0.12,2481,0.00,0.00,16,-10.16,-10.50,9.17,-3.25,0.64,24.92,3.92
1364026,0.11,2473,0.00,0.00,16,-10.16,-10.50,8.96,-3.25,0.64,23.66,3.92
1364198,0.10,2461,0.00,0.00,16,-10.16,-10.50,8.78,-3.25,0.64,23.54,3.92
1364370,0.09,2468,0.00,0.00,16,-10.16,-10.50,8.40,-3.25,0.64,23.77,3.92
1364542,0.10,2461,0.00,0.00,16,-10.16,-10.50,7.66,-3.25,0.64,23.54,3.92
1364714,0.11,2436,0.00,0.00,16,-10.16,-10.50,8.31,-2.94,0.64,23.77,3.92
1364885,0.10,2423,0.00,0.00,16,-10.16,-10.50,8.64,-2.94,0.64,23.89,3.92
1365057,0.12,2414,0.00,0.00,16,-10.16,-10.50,9.43,-2.94,0.64,23.66,4.06
1365245,0.12,2405,0.00,0.00,16,-9.80,-10.50,8.82,-2.94,0.66,23.54,4.06
1365417,0.10,2394,0.00,0.00,16,-7.70,-9.00,8.60,-2.94,0.66,23.89,4.21
1365589,0.09,2385,0.00,0.00,16,-6.64,-7.00,9.39,-2.94,0.68,23.54,4.21
1365760,0.11,2382,0.00,0.00,16,-2.77,-6.00,8.69,-2.94,0.68,23.54,4.35
1365932,0.11,2363,0.00,0.00,16,-1.02,-4.00,8.95,-2.94,0.68,24.12,4.50
1366104,0.10,2366,0.00,0.00,16,-6.29,1.00,8.78,-2.94,0.70,23.54,4.50
1366277,0.09,2360,0.00,0.00,16,-4.88,-6.00,7.70,-2.94,0.70,23.77,4.50
1366448,0.10,2332,0.00,0.00,16,-2.07,3.50,8.69,-2.63,0.70,23.31,4.35
1366620,0.12,2330,0.00,0.00,16,3.55,1.50,9.21,-2.63,0.72,19.41,4.35
1366792,0.10,2313,0.00,0.00,16,-1.37,-1.00,7.90,-2.63,0.72,16.31,4.21
1366980,0.11,2318,0.00,0.00,16,1.09,5.00,9.48,-2.63,0.72,14.70,4.21
1367151,0.12,2296,0.00,0.00,16,7.77,7.50,9.61,-2.63,0.72,14.47,4.21
1367323,0.13,2296,0.00,0.00,16,10.23,7.00,9.48,-2.63,0.72,13.78,4.35
1367495,0.12,2290,0.00,0.00,16,6.37,7.00,9.35,-2.63,0.74,13.09,4.35
1367667,0.13,2268,0.00,0.00,16,10.94,5.00,9.17,-2.63,0.74,13.09,4.35
1367839,0.13,2261,0.00,0.00,16,9.18,8.00,8.96,-2.63,0.74,13.32,4.35
1368011,0.11,2278,0.00,0.00,16,5.66,9.50,8.64,-2.63,0.74,13.32,4.35
1368183,0.12,2252,0.00,0.00,16,8.48,9.50,9.43,-2.63,0.74,13.55,4.35
1368355,0.12,2250,0.00,0.00,16,12.34,11.00,9.26,-2.32,0.74,13.32,4.35
1368542,0.13,2255,0.00,0.00,16,11.99,12.00,9.35,-2.32,0.74,13.09,4.50
1368714,0.13,2243,0.00,0.00,16,13.40,15.00,9.70,-2.32,0.74,13.09,4.50
1368886,0.12,2231,0.00,0.00,16,13.05,11.50,8.96,-2.32,0.76,12.98,4.50
1369058,0.13,2214,0.00,0.00,16,15.16,13.00,9.35,-2.32,0.76,13.67,4.64
1369230,0.13,2208,0.00,0.00,16,13.40,13.00,9.35,-2.32,0.76,14.01,4.64
1369401,0.13,2217,0.00,0.00,16,17.62,16.50,9.88,-2.32,0.78,14.36,4.79
1369573,0.13,2228,0.00,0.00,16,17.27,19.00,9.88,-2.32,0.78,14.36,5.08
1369745,0.13,2194,0.00,0.00,16,17.62,21.00,10.23,-2.32,0.80,14.01,5.08
1369917,0.14,2194,0.00,0.00,16,22.54,22.50,10.64,-2.32,0.80,14.47,5.37
1370104,0.16,2200,0.00,0.00,16,26.41,26.00,11.25,-2.32,0.80,14.81,5.66
1370276,0.16,2189,0.00,0.00,16,27.81,27.00,11.61,-2.01,0.82,14.24,5.80
1370448,0.16,2212,0.00,0.00,16,29.57,30.50,12.75,-2.32,0.82,13.90,5.95
1370620,0.18,2193,0.00,0.00,16,32.73,29.50,12.31,-2.32,0.84,13.32,6.24
1370792,0.19,2203,0.00,0.00,16,36.60,34.50,13.51,-2.32,0.86,14.13,6.53
1370964,0.20,2190,0.00,0.00,16,38.36,36.00,13.96,-2.32,0.86,14.01,6.67
1371136,0.19,2188,0.00,0.00,16,36.95,40.00,14.34,-2.32,0.86,13.67,6.82
1371323,0.20,2190,0.00,0.00,16,36.95,37.50,14.21,-2.32,0.86,13.67,6.82
1371495,0.20,2193,0.00,0.00,16,39.41,37.00,14.47,-2.32,0.86,13.67,6.82
1371668,0.19,2199,0.00,0.00,16,39.06,39.00,14.34,-2.32,0.86,13.67,6.82
1371839,0.20,2204,0.00,0.00,16,39.77,39.50,14.59,-2.32,0.86,13.78,6.82
1372011,0.19,2208,0.00,0.00,16,38.36,36.50,14.22,-2.32,0.86,13.90,6.82
1372183,0.20,2206,0.00,0.00,16,39.41,39.00,14.40,-2.32,0.86,13.90,6.82
1372355,0.20,2200,0.00,0.00,16,40.12,37.50,14.60,-2.32,0.86,13.78,6.82
1372542,0.19,2225,0.00,0.00,16,36.95,36.50,14.09,-2.32,0.86,13.90,6.82
1372714,0.20,2198,0.00,0.00,16,36.25,38.00,14.34,-2.32,0.86,13.90,6.82
1372886,0.20,2213,0.00,0.00,16,39.77,39.00,14.60,-2.32,0.86,14.13,6.82
1373058,0.19,2205,0.00,0.00,16,38.71,36.50,14.34,-2.32,0.86,13.67,6.82
1373230,0.17,2218,0.00,0.00,16,35.90,38.50,14.40,-2.32,0.86,13.90,6.82
1373402,0.19,2204,0.00,0.00,16,38.01,39.00,14.40,-2.32,0.84,13.90,6.82
1373574,0.18,2213,0.00,0.00,16,35.20,35.50,13.78,-2.32,0.86,13.67,6.82
1373745,0.19,2218,0.00,0.00,16,36.60,35.00,13.65,-2.32,0.84,13.90,6.67
1373933,0.18,2225,0.00,0.00,16,34.49,36.50,13.71,-2.32,0.84,13.78,6.67
1374105,0.19,2222,0.00,0.00,16,38.01,34.50,13.58,-2.32,0.84,13.90,6.67
1374277,0.19,2227,0.00,0.00,16,36.60,33.00,13.32,-2.32,0.84,14.13,6.67
1374449,0.20,2225,0.00,0.00,16,35.90,37.00,14.22,-2.32,0.84,13.90,6.67
1374636,0.19,2227,0.00,0.00,16,37.66,37.00,14.47,-2.32,0.84,13.67,6.67
1374808,0.19,2220,0.00,0.00,16,38.01,35.00,13.71,-2.32,0.84,13.55,6.67
1374980,0.19,2222,0.00,0.00,16,35.55,34.50,13.65,-2.32,0.84,13.67,6.67
1375152,0.18,2231,0.00,0.00,16,32.38,36.00,13.95,-2.32,0.82,13.78,6.53
1375324,0.15,2233,0.00,0.00,16,23.59,22.50,11.29,-2.32,0.80,13.78,6.09
1375495,0.13,2218,0.00,0.00,16,17.27,18.50,8.86,-2.32,0.74,13.55,5.37
1375667,0.11,2198,0.00,0.00,16,13.40,12.00,8.02,-2.32,0.72,13.55,4.64
1375839,0.11,2220,0.00,0.00,16,11.29,9.00,7.78,-2.32,0.72,12.98,4.35
1376026,0.11,2191,0.00,0.00,16,10.94,13.00,8.19,-2.32,0.72,13.21,4.21
1376198,0.11,2182,0.00,0.00,16,13.75,11.50,8.27,-2.32,0.72,13.32,4.06
1376370,0.10,2178,0.00,0.00,16,12.70,13.50,7.37,-2.32,0.72,12.98,4.06
1376542,0.11,2162,0.00,0.00,16,16.21,15.50,8.11,-2.01,0.70,12.63,4.06
1376714,0.10,2159,0.00,0.00,16,15.51,14.00,6.81,-2.32,0.70,12.63,3.77
1376886,0.10,2158,0.00,0.00,16,15.16,14.50,7.50,-2.01,0.68,12.63,3.63
1377058,0.11,2128,0.00,0.00,16,15.86,16.50,7.06,-2.01,0.68,13.78,3.77
1377245,0.09,2124,0.00,0.00,16,15.86,15.50,6.66,-2.01,0.68,15.04,3.92
1377417,0.11,2125,0.00,0.00,16,14.45,14.50,6.66,-2.01,0.68,19.52,3.92
1377589,0.10,2120,0.00,0.00,16,14.45,14.00,6.88,-2.01,0.68,25.50,3.92
1377761,0.11,2100,0.00,0.00,16,14.80,14.00,6.95,-2.01,0.72,25.04,3.92
1377933,0.13,2101,0.00,0.00,16,17.62,16.50,8.74,-2.01,0.76,23.89,4.35
1378105,0.13,2094,0.00,0.00,16,21.13,21.00,8.96,-1.70,0.76,23.54,4.50
1378276,0.12,2084,0.00,0.00,16,25.35,24.00,8.60,-1.70,0.78,16.77,4.64
1378464,0.12,2057,0.00,0.00,16,29.22,27.00,8.03,-1.70,0.78,13.21,4.93
1378636,0.14,2044,0.00,0.00,16,30.62,21.00,8.82,-2.01,0.78,14.36,4.93
1378808,0.13,2076,0.00,0.00,16,28.16,26.50,8.02,-1.70,0.78,15.16,5.08
1378980,0.13,2038,0.00,0.00,16,29.57,31.00,9.22,-1.70,0.78,15.62,5.08
1379151,0.12,2043,0.00,0.00,16,27.81,29.50,8.31,-1.70,0.78,15.04,5.22
1379323,0.14,2056,0.00,0.00,16,30.98,32.00,9.26,-1.70,0.80,14.59,5.22
1379495,0.13,2046,0.00,0.00,16,30.98,30.50,9.35,-1.70,0.80,14.70,5.37
1379682,0.13,2041,0.00,0.00,16,31.68,30.50,8.78,-1.70,0.80,14.47,5.37
1379839,0.15,2033,0.00,0.00,16,33.09,32.50,9.88,-1.70,0.80,14.36,5.51
1380026,0.14,2024,0.00,0.00,16,32.03,31.00,9.22,-1.70,0.80,14.01,5.66
1380198,0.14,2038,0.00,0.00,16,32.03,33.00,9.57,-1.70,0.80,14.01,5.66
1380370,0.15,2021,0.00,0.00,16,32.73,33.00,9.84,-1.70,0.82,14.70,5.66
1380542,0.16,2022,0.00,0.00,16,34.14,33.50,10.23,-1.70,0.82,14.93,5.80
1380714,0.15,2021,0.00,0.00,16,34.14,34.50,10.43,-1.70,0.82,14.81,5.95
1380886,0.17,2031,0.00,0.00,16,34.84,33.50,10.59,-1.70,0.82,14.36,5.95
1381057,0.17,2010,0.00,0.00,16,35.20,35.50,11.15,-1.70,0.82,14.36,6.09
1381245,0.16,2028,0.00,0.00,16,35.20,35.50,11.35,-1.70,0.82,14.24,6.24
1381417,0.16,2015,0.00,0.00,16,35.55,35.50,11.66,-1.70,0.84,14.24,6.24
1381589,0.17,2015,0.00,0.00,16,35.55,35.50,11.61,-1.70,0.84,14.13,6.38
1381761,0.17,2022,0.00,0.00,16,35.55,36.00,11.77,-1.70,0.84,14.13,6.38
1381932,0.18,2025,0.00,0.00,16,36.25,36.00,12.15,-1.70,0.84,14.13,6.53
1382104,0.18,2012,0.00,0.00,16,36.25,36.00,11.93,-1.70,0.84,14.01,6.53
1382276,0.18,2010,0.00,0.00,16,36.60,36.50,12.15,-1.70,0.84,13.90,6.53
1382463,0.18,2020,0.00,0.00,16,36.25,35.50,11.88,-1.70,0.84,14.01,6.67
1382635,0.18,2000,0.00,0.00,16,36.25,36.50,12.37,-1.70,0.86,14.13,6.82
1382807,0.18,2021,0.00,0.00,16,36.60,35.50,11.25,-1.70,0.84,14.24,6.82
1382979,0.17,2006,0.00,0.00,16,36.95,37.00,12.85,-1.70,0.86,14.70,6.82
1383151,0.20,2017,0.00,0.00,16,37.30,36.50,12.85,-1.70,0.86,14.24,6.82
1383322,0.19,2000,0.00,0.00,16,37.30,35.50,12.04,-1.70,0.86,14.24,6.82
1383494,0.19,2017,0.00,0.00,16,36.95,36.50,12.59,-1.70,0.86,14.70,6.96
1383682,0.20,2012,0.00,0.00,16,37.30,37.00,13.09,-1.70,0.86,14.47,6.96
1383854,0.20,2023,0.00,0.00,16,37.66,37.00,12.98,-1.70,0.86,14.47,7.11
1384025,0.20,2008,0.00,0.00,16,38.01,38.00,13.78,-1.70,0.88,14.13,7.25
1384197,0.20,2028,0.00,0.00,16,38.01,38.00,14.02,-1.70,0.88,14.36,7.40
1384369,0.23,2020,0.00,0.00,16,38.71,38.50,15.06,-1.70,0.88,14.13,7.55
1384541,0.22,2013,0.00,0.00,16,38.36,38.50,14.86,-1.70,0.90,14.24,7.84
1384713,0.23,2047,0.00,0.00,16,39.06,38.50,15.63,-1.70,0.90,14.47,7.98
1384900,0.24,2039,0.00,0.00,16,39.06,39.00,15.93,-1.70,0.90,14.24,7.98
1385072,0.24,2026,0.00,0.00,16,39.41,39.00,16.14,-1.70,0.92,14.01,8.13
1385244,0.25,2050,0.00,0.00,16,40.12,39.00,17.11,-1.70,0.92,14.24,8.27
1385416,0.25,2062,0.00,0.00,16,39.77,40.00,17.26,-1.70,0.92,13.90,8.42
1385588,0.25,2048,0.00,0.00,16,40.47,40.00,17.55,-1.70,0.94,14.01,8.56
1385760,0.26,2053,0.00,0.00,16,40.47,39.50,17.71,-1.70,0.94,14.24,8.71
1385932,0.27,2070,0.00,0.00,16,40.47,40.50,18.71,-1.70,0.94,14.47,8.85
1386119,0.27,2074,0.00,0.00,16,40.82,40.50,19.04,-1.70,0.96,13.90,9.00
1386291,0.28,2065,0.00,0.00,16,40.82,40.50,19.35,-1.70,0.96,13.55,9.29
1386463,0.29,2082,0.00,0.00,16,41.17,40.50,20.06,-1.70,0.98,14.24,9.43
1386635,0.29,2096,0.00,0.00,16,41.17,41.00,19.91,-1.39,0.98,13.90,9.58
1386807,0.31,2096,0.00,0.00,16,41.17,40.50,21.01,-0.77,1.00,14.24,9.87
1386978,0.31,2091,0.00,0.00,16,41.17,40.50,21.62,-1.08,1.00,14.13,10.01
1387150,0.33,2100,0.00,0.00,16,41.17,40.50,21.97,-1.08,1.00,14.01,10.16
1387322,0.32,2122,0.00,0.00,16,41.17,41.00,22.67,-1.08,1.00,14.13,10.16
1387509,0.34,2140,0.00,0.00,16,41.17,41.00,23.63,-0.46,1.02,13.90,10.45
1387681,0.35,2132,0.00,0.00,16,40.82,41.00,24.62,-0.15,1.02,13.78,10.74
1387853,0.35,2156,0.00,0.00,16,41.17,41.00,24.51,-0.15,1.04,14.01,11.03
1388025,0.34,2146,0.00,0.00,16,41.52,41.00,22.70,-0.15,0.94,14.01,10.88
1388197,0.27,2152,0.00,0.00,16,42.23,41.50,18.65,-2.01,0.94,13.32,9.58
1388369,0.26,2175,0.00,0.00,16,41.88,41.50,17.79,-2.01,0.92,13.78,9.00
1388541,0.23,2167,0.00,0.00,16,41.17,41.50,17.86,-2.01,0.90,14.01,8.56
1388713,0.23,2172,0.00,0.00,16,41.17,40.50,16.96,-2.32,0.88,13.78,8.13
1388900,0.21,2191,0.00,0.00,16,40.47,40.00,15.25,-2.32,0.86,14.01,7.84
1389072,0.18,2179,0.00,0.00,16,34.14,36.00,12.87,-2.32,0.84,13.32,7.11
1389244,0.16,2175,0.00,0.00,16,27.46,26.00,12.04,-2.01,0.82,13.21,6.67
1389416,0.16,2179,0.00,0.00,16,29.22,29.00,11.93,-2.32,0.82,14.13,6.38
1389588,0.16,2176,0.00,0.00,16,28.16,27.50,11.51,-2.32,0.82,13.90,6.09
1389759,0.16,2194,0.00,0.00,16,26.76,25.00,10.74,-2.01,0.82,13.21,5.95
1389931,0.15,2178,0.00,0.00,16,26.41,28.00,11.66,-2.01,0.82,13.55,5.95
1390103,0.16,2174,0.00,0.00,16,28.52,29.00,11.93,-2.32,0.82,13.32,5.95
1390275,0.14,2181,0.00,0.00,16,26.76,27.00,11.44,-2.01,0.82,13.32,5.95
1390462,0.16,2170,0.00,0.00,16,28.52,28.50,11.66,-2.32,0.82,13.32,5.95
1390634,0.16,2170,0.00,0.00,16,28.87,28.50,11.66,-2.32,0.82,13.32,5.95
