Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%)
52519,0.00,14.70,0.29,0.00,8.72,0.00,9.58,23.16,33.73,-3.64,10.20
52688,0.78,14.70,0.29,0.00,8.71,0.00,9.58,22.78,33.73,-3.64,10.59
52866,0.78,14.70,0.27,0.00,8.21,0.00,9.58,22.42,33.73,-3.64,10.59
53038,2.34,14.93,0.28,0.00,8.71,0.00,9.58,22.97,33.73,-3.64,10.59
53210,2.34,14.81,0.28,0.00,8.68,0.00,9.43,22.78,33.73,-3.64,10.20
53381,1.56,14.70,0.27,0.00,8.72,0.00,9.43,22.15,33.73,-3.64,10.20
53569,3.12,14.81,0.28,0.00,8.22,0.00,9.43,22.06,33.73,-3.64,10.20
53741,3.12,14.81,0.29,0.00,8.77,0.00,9.43,22.69,33.73,-3.64,10.20
53913,3.12,14.59,0.28,0.00,8.28,0.00,9.43,22.15,33.73,-3.64,10.20
54085,2.34,14.47,0.28,0.00,8.24,0.00,9.29,22.52,33.73,-3.64,10.20
54256,3.12,14.70,0.28,0.00,8.81,0.00,9.29,22.50,33.73,-3.64,10.20
54428,2.34,14.59,0.27,0.00,8.28,0.00,9.14,21.53,33.73,-3.64,9.80
54600,3.12,14.47,0.27,0.00,8.30,0.00,9.00,21.63,33.73,-3.64,9.80
54772,2.34,14.47,0.26,0.00,8.33,0.00,8.85,21.02,33.73,-3.64,8.63
54944,1.56,14.36,0.24,0.00,7.23,0.00,8.42,19.49,33.73,-3.64,8.63
55116,2.34,14.81,0.24,0.00,7.24,0.00,8.13,18.96,33.73,-3.64,8.24
55303,2.34,14.70,0.23,0.00,7.20,0.00,7.98,18.81,33.73,-3.64,8.24
55475,3.12,14.81,0.23,0.00,6.68,0.00,7.84,18.89,33.73,-3.64,8.24
55647,3.12,14.81,0.22,0.00,6.70,0.00,7.84,17.14,33.73,-3.64,8.24
55819,4.69,14.93,0.23,0.00,7.24,0.00,7.69,18.42,33.73,-3.64,8.24
55991,4.69,14.81,0.23,0.00,6.77,0.00,7.69,18.35,33.73,-3.64,8.24
56163,4.69,14.81,0.22,0.00,6.75,0.00,7.69,17.74,33.73,-3.64,8.24
56334,4.69,14.81,0.23,0.00,7.28,0.00,7.69,18.65,33.73,-3.64,8.24
56506,3.91,14.59,0.22,0.00,7.27,0.00,7.69,18.81,33.73,-3.64,8.24
56694,5.47,14.81,0.23,0.00,6.75,0.00,7.69,17.97,33.73,-3.64,8.24
56866,5.47,14.93,0.23,0.00,7.31,0.00,7.69,18.35,33.73,-3.64,8.24
57037,4.69,14.59,0.22,0.00,6.75,0.00,7.55,17.82,33.73,-3.64,8.24
57209,5.47,14.70,0.22,0.00,7.24,0.00,7.55,18.28,33.73,-3.64,8.24
57381,4.69,14.59,0.23,0.00,7.28,0.00,7.55,18.42,33.73,-3.64,8.24
57553,3.12,14.36,0.23,0.00,7.26,0.00,7.55,18.51,33.73,-3.64,8.24
57725,3.91,14.59,0.21,0.00,6.21,0.00,7.55,16.60,33.73,-3.64,7.84
57897,6.25,15.16,0.22,0.00,7.25,0.00,7.40,17.51,33.73,-3.64,7.45
58069,3.91,14.81,0.21,0.00,6.75,0.00,7.25,17.30,33.73,-3.64,7.45
58241,4.69,14.47,0.21,0.00,6.80,0.00,7.25,17.22,33.73,-3.64,7.45
58428,3.91,14.59,0.22,0.00,6.75,0.00,7.11,17.22,33.73,-3.64,7.45
58600,3.91,14.47,0.21,0.00,6.74,0.00,7.11,16.87,33.73,-3.64,7.45
58772,3.12,14.47,0.21,0.00,6.74,0.00,7.11,17.00,33.73,-3.64,7.45
58944,4.69,14.81,0.21,0.00,6.74,0.00,7.11,16.79,33.73,-3.64,7.45
59116,3.91,14.81,0.21,0.00,6.74,0.00,7.11,16.66,33.73,-3.64,7.45
59287,3.91,14.70,0.21,0.00,6.72,0.00,7.11,17.08,33.73,-3.64,7.45
59463,3.91,14.47,0.21,0.00,6.77,0.00,7.11,17.22,33.73,-3.64,7.45
59634,2.34,14.47,0.23,0.00,6.79,0.00,7.11,17.59,33.73,-3.64,7.84
59806,3.12,14.47,0.23,0.00,6.80,0.00,7.40,18.65,33.73,-3.64,8.24
59978,3.12,14.47,0.25,0.00,7.32,0.00,7.69,19.58,33.73,-3.64,9.41
60150,3.12,14.70,0.28,0.00,8.37,0.00,8.56,22.06,33.73,-3.64,10.98
60322,2.34,14.70,0.31,0.00,9.43,0.00,9.29,24.90,33.73,-3.64,11.76
60494,3.91,14.70,0.32,0.00,9.87,0.00,10.01,25.68,33.73,-3.64,12.55
60666,3.12,14.59,0.33,0.00,9.87,0.00,10.45,26.40,33.73,-3.64,12.94
60853,3.91,14.81,0.35,0.00,10.97,0.00,10.88,28.72,33.73,-3.64,13.73
61025,3.91,14.70,0.36,0.00,10.43,0.00,11.17,29.47,33.73,-3.64,13.73
61197,3.12,14.59,0.35,0.00,10.52,0.00,11.46,29.14,33.73,-3.64,14.12
61369,1.56,14.36,0.38,0.00,11.54,0.00,11.61,30.69,33.73,-3.64,13.73
61541,2.34,14.36,0.37,0.00,11.04,0.00,11.61,30.47,33.73,-3.64,13.73
61712,0.78,14.47,0.36,0.00,11.01,0.00,11.46,29.58,33.73,-3.64,12.94
61884,1.56,14.59,0.35,0.00,10.57,0.00,11.32,28.60,33.73,-3.64,12.55
62059,0.78,14.47,0.33,0.00,10.56,0.00,10.88,28.72,33.73,-3.64,12.16
62231,3.12,14.81,0.33,0.00,10.10,0.00,10.59,27.24,33.73,-3.64,11.76
62403,1.56,14.70,0.32,0.00,9.51,0.00,10.45,26.51,33.73,-3.64,11.37
62575,2.34,14.70,0.31,0.00,9.50,0.00,10.30,25.28,33.73,-3.64,11.37
62762,3.12,14.81,0.31,0.00,9.53,0.00,10.16,26.09,33.73,-3.64,11.37
62934,2.34,14.59,0.29,0.00,9.01,0.00,10.01,24.32,33.73,-3.64,10.59
63106,3.12,14.81,0.28,0.00,8.96,0.00,9.58,24.04,33.73,-3.94,10.59
63278,1.56,14.36,0.29,0.00,8.95,0.00,9.58,24.23,33.73,-3.64,10.20
63450,3.12,14.70,0.28,0.00,8.99,0.00,9.43,23.07,33.73,-3.94,10.20
63622,3.91,14.93,0.28,0.00,8.98,0.00,9.29,23.17,33.73,-3.94,10.20
63794,3.12,14.70,0.26,0.00,7.99,0.00,9.14,21.62,33.73,-3.94,9.41
63965,3.91,14.70,0.24,0.00,7.91,0.00,8.56,21.11,33.73,-3.64,9.02
64137,3.12,14.81,0.24,0.00,7.90,0.00,8.42,20.15,33.73,-3.64,8.63
64309,3.91,14.70,0.24,0.00,7.41,0.00,8.27,19.57,33.73,-3.64,8.63
64481,3.12,14.59,0.24,0.00,7.40,0.00,7.98,19.42,33.73,-3.94,8.63
64653,3.12,14.47,0.25,0.00,7.40,0.00,7.98,19.35,33.73,-3.64,8.24
64840,3.91,14.70,0.25,0.00,7.34,0.00,7.98,19.20,33.73,-3.64,8.24
65012,3.91,14.59,0.23,0.00,7.31,0.00,7.84,18.96,33.73,-3.64,8.24
65184,3.91,14.70,0.23,0.00,7.32,0.00,7.84,19.34,33.73,-3.64,8.24
65356,4.69,14.70,0.23,0.00,7.36,0.00,7.84,19.34,33.73,-3.64,7.45
65528,-0.78,14.13,0.18,0.00,5.76,0.00,6.67,13.30,33.73,-3.64,4.31
65700,-3.91,13.44,0.15,0.00,4.71,0.00,5.66,11.29,33.73,-3.64,3.53
65872,-4.69,14.01,0.13,0.00,4.16,0.00,4.79,10.53,33.73,-3.64,2.75
66059,-3.91,14.47,0.12,0.00,4.15,0.00,4.35,9.66,33.73,-3.64,0.39
66231,0.00,13.55,0.12,0.00,0.00,0.00,3.63,10.78,33.73,-3.64,0.00
66403,0.00,13.32,0.14,0.00,0.00,0.00,3.34,11.33,33.73,-3.64,0.00
66575,0.00,15.85,0.13,0.00,0.00,0.00,3.48,10.48,33.73,-3.64,0.00
66746,0.00,24.46,0.13,0.00,0.00,0.00,3.63,10.33,33.73,-3.64,1.18
66918,0.00,23.89,0.14,0.00,4.10,0.00,3.92,10.17,33.73,-3.64,2.35
67090,-2.34,14.81,0.13,0.00,4.56,0.00,4.21,11.08,33.73,-3.64,3.53
67262,-13.28,11.71,0.14,0.00,4.56,0.00,4.50,10.88,33.73,-3.64,3.92
67434,-10.16,13.44,0.15,0.00,4.59,0.00,4.79,11.24,33.73,-3.64,4.71
67606,-10.16,14.81,0.15,0.00,4.50,0.00,5.08,11.98,33.73,-3.64,4.71
67778,-10.94,14.36,0.15,0.00,4.54,0.00,5.22,12.15,33.73,-3.64,5.10
67949,-10.16,14.70,0.16,0.00,5.02,0.00,5.37,12.46,33.73,-3.64,5.49
68121,-10.16,14.81,0.16,0.00,5.05,0.00,5.51,12.85,33.73,-3.64,5.49
68298,-8.59,14.93,0.17,0.00,4.53,0.00,5.66,12.35,33.73,-3.64,5.49
68470,-7.03,15.16,0.17,0.00,5.03,0.00,5.80,13.47,33.73,-3.64,5.88
68642,-7.03,14.93,0.18,0.00,5.50,0.00,5.80,13.59,33.73,-3.64,5.88
68829,-5.47,15.16,0.17,0.00,5.00,0.00,5.95,13.78,33.73,-3.64,5.88
69001,-4.69,15.04,0.18,0.00,5.48,0.00,5.95,13.95,33.73,-3.64,6.27
69173,-4.69,14.81,0.18,0.00,5.54,0.00,6.09,13.95,33.73,-3.64,6.27
69345,-3.91,14.81,0.18,0.00,5.49,0.00,6.09,13.89,33.73,-3.64,6.27
69517,-3.12,14.93,0.18,0.00,5.53,0.00,6.24,14.06,33.73,-3.64,6.67
69688,-1.56,15.04,0.19,0.00,4.97,0.00,6.24,13.42,33.73,-3.64,6.67
69860,1.56,15.39,0.18,0.00,5.51,0.00,6.38,13.65,33.73,-3.64,6.67
70048,0.78,15.39,0.17,0.00,5.47,0.00,6.38,14.01,33.73,-3.64,6.67
70220,2.34,14.93,0.19,0.00,5.48,0.00,6.38,14.54,33.73,-3.64,6.67
70392,1.56,14.93,0.19,0.00,5.51,0.00,6.53,14.18,33.73,-3.64,6.67
70563,1.56,14.70,0.20,0.00,5.98,0.00,6.53,14.78,33.73,-3.64,7.06
70735,0.78,14.36,0.20,0.00,6.02,0.00,6.53,15.63,33.73,-3.64,7.06
70907,0.78,14.47,0.20,0.00,5.97,0.00,6.67,15.56,33.73,-3.64,7.45
71079,0.78,14.70,0.20,0.00,5.97,0.00,6.82,15.42,33.73,-3.64,7.45
71251,1.56,14.81,0.21,0.00,6.47,0.00,6.82,16.25,33.73,-3.64,7.45
71423,0.78,14.70,0.21,0.00,6.02,0.00,6.96,16.25,33.73,-3.64,7.45
71594,0.78,14.59,0.20,0.00,6.00,0.00,7.11,16.46,33.73,-3.64,7.45
71766,1.56,14.81,0.21,0.00,6.50,0.00,7.25,16.73,33.73,-3.64,7.84
71938,1.56,14.81,0.21,0.00,6.48,0.00,7.40,16.73,33.73,-3.64,8.24
72110,3.12,15.04,0.22,0.00,6.52,0.00,7.40,16.86,33.73,-3.64,8.24
72297,3.91,14.93,0.22,0.00,6.98,0.00,7.69,17.14,33.73,-3.64,8.24
72469,4.69,15.16,0.22,0.00,7.02,0.00,7.69,17.59,33.73,-3.64,8.24
72641,3.91,14.59,0.23,0.00,7.03,0.00,7.84,17.97,33.73,-3.64,8.63
72813,4.69,14.59,0.23,0.00,7.04,0.00,7.98,18.80,33.73,-3.64,8.63
72990,4.69,14.70,0.24,0.00,7.50,0.00,8.13,19.19,33.73,-3.64,9.02
73162,3.91,14.59,0.24,0.00,7.04,0.00,8.27,19.27,33.73,-3.64,9.02
73333,4.69,14.70,0.24,0.00,7.02,0.00,8.42,18.88,33.73,-3.64,9.41
73505,5.47,14.93,0.25,0.00,7.55,0.00,8.56,19.42,33.73,-3.64,9.41
73682,5.47,14.81,0.26,0.00,7.52,0.00,8.56,19.99,33.73,-3.64,9.41
73854,3.12,14.47,0.26,0.00,7.58,0.00,8.71,20.59,33.73,-3.64,9.41
74026,4.69,14.70,0.27,0.00,8.09,0.00,8.85,21.20,33.73,-3.64,9.80
74197,2.34,14.24,0.27,0.00,8.11,0.00,8.85,21.28,33.73,-3.64,9.80
74369,3.91,14.59,0.27,0.00,8.12,0.00,9.00,21.53,33.73,-3.64,9.80
74548,2.34,14.59,0.27,0.00,8.58,0.00,9.14,21.89,33.73,-3.64,10.20
74723,3.12,14.59,0.28,0.00,8.05,0.00,9.14,21.54,33.73,-3.64,10.20
74895,3.91,14.70,0.28,0.00,7.63,0.00,9.29,21.28,33.73,-3.64,10.20
75068,3.91,14.81,0.27,0.00,8.16,0.00,9.29,22.06,33.73,-3.64,10.59
75240,3.91,14.81,0.29,0.00,8.67,0.00,9.43,22.50,33.73,-3.64,10.59
75412,2.34,14.36,0.28,0.00,9.13,0.00,9.58,23.16,33.73,-3.64,10.59
75584,3.12,14.59,0.29,0.00,8.67,0.00,9.58,23.46,33.73,-3.64,10.98
75760,2.34,14.36,0.29,0.00,8.67,0.00,9.72,22.88,33.73,-3.64,10.98
75932,3.12,14.81,0.30,0.00,9.20,0.00,9.72,24.32,33.73,-3.64,10.98
76104,0.78,14.24,0.30,0.00,9.20,0.00,9.87,24.13,33.73,-3.64,10.98
76276,2.34,14.59,0.30,0.00,9.21,0.00,9.87,24.22,33.73,-3.64,10.98
76448,2.34,14.81,0.32,0.00,9.25,0.00,10.01,25.28,33.73,-3.64,11.37
76620,1.56,14.47,0.30,0.00,8.72,0.00,10.01,24.42,33.73,-3.64,11.37
76792,2.34,14.59,0.30,0.00,9.26,0.00,10.16,25.19,33.73,-3.64,11.37
76964,1.56,14.47,0.32,0.00,9.25,0.00,10.16,25.09,33.73,-3.64,11.37
77151,0.00,14.36,0.32,0.00,9.33,0.00,10.16,25.38,33.73,-3.64,11.37
77323,1.56,14.70,0.32,0.00,9.76,0.00,10.30,26.09,33.73,-3.64,11.37
77495,0.78,14.59,0.32,0.00,9.27,0.00,10.30,25.99,33.73,-3.64,11.37
77667,1.56,14.70,0.32,0.00,9.83,0.00,10.30,26.20,33.73,-3.64,11.76
77839,0.78,14.70,0.32,0.00,9.87,0.00,10.30,26.20,33.73,-3.64,11.37
78010,0.78,14.47,0.33,0.00,9.34,0.00,10.30,25.19,33.73,-3.64,11.37
78182,1.56,14.70,0.29,0.00,9.90,0.00,10.16,25.59,33.73,-3.64,10.98
78354,2.34,14.93,0.30,0.00,8.85,0.00,10.01,24.23,33.73,-3.64,10.98
78526,1.56,14.59,0.31,0.00,9.31,0.00,10.01,24.90,33.73,-3.64,10.98
78698,0.00,14.36,0.30,0.00,9.32,0.00,9.87,24.71,33.73,-3.64,10.98
78885,0.78,14.81,0.31,0.00,9.31,0.00,9.87,24.61,33.73,-3.64,10.98
79057,2.34,14.93,0.31,0.00,9.31,0.00,9.87,25.19,33.73,-3.64,10.98
79229,0.00,14.36,0.31,0.00,9.33,0.00,9.87,24.99,33.73,-3.64,10.98
79401,0.78,14.59,0.30,0.00,8.84,0.00,9.87,24.61,33.73,-3.64,10.98
79573,0.00,14.47,0.31,0.00,8.88,0.00,9.72,25.28,33.73,-3.64,10.98
79745,0.00,14.47,0.30,0.00,9.40,0.00,9.72,24.90,33.73,-3.64,10.98
79916,0.78,14.70,0.30,0.00,8.87,0.00,9.72,24.70,33.73,-3.64,10.98
80088,0.78,14.70,0.31,0.00,9.33,0.00,9.87,24.90,33.73,-3.64,10.98
80276,0.78,14.81,0.31,0.00,9.34,0.00,9.72,24.90,33.73,-3.64,10.98
80448,1.56,14.81,0.30,0.00,9.37,0.00,9.87,24.99,33.73,-3.64,10.98
80609,1.56,14.70,0.29,0.00,8.83,0.00,9.72,23.94,33.73,-3.64,10.59
80780,0.78,14.70,0.28,0.00,8.89,0.00,9.43,23.27,33.73,-3.64,9.80
80968,1.56,14.70,0.26,0.00,7.81,0.00,9.14,20.85,33.73,-3.64,9.41
81140,2.34,14.93,0.25,0.00,7.81,0.00,8.71,20.76,33.73,-3.64,8.63
81301,2.34,14.70,0.24,0.00,7.85,0.00,8.27,19.98,33.73,-3.64,8.63
81488,2.34,14.70,0.24,0.00,7.81,0.00,8.13,19.90,33.73,-3.64,8.63
81660,2.34,14.81,0.24,0.00,7.27,0.00,8.13,19.49,33.73,-3.64,8.63
81832,1.56,14.70,0.23,0.00,7.29,0.00,7.98,19.58,33.73,-3.64,8.24
82004,3.91,15.04,0.23,0.00,6.79,0.00,7.98,18.74,33.73,-3.64,8.24
82180,3.91,15.04,0.23,0.00,7.30,0.00,7.84,19.19,33.73,-3.64,8.24
82352,4.69,14.93,0.23,0.00,7.34,0.00,7.84,18.73,33.73,-3.64,8.24
82524,4.69,14.70,0.24,0.00,7.33,0.00,7.84,19.26,33.73,-3.64,8.24
82696,4.69,14.59,0.23,0.00,7.78,0.00,7.84,18.28,33.73,-3.64,8.24
82868,5.47,14.93,0.25,0.00,7.34,0.00,7.84,19.19,33.73,-3.64,8.24
83040,4.69,14.47,0.23,0.00,6.76,0.00,7.84,17.82,33.73,-3.64,8.24
83212,5.47,14.81,0.23,0.00,7.23,0.00,7.69,18.81,33.73,-3.64,8.24
83399,3.91,14.47,0.23,0.00,7.27,0.00,7.69,18.88,33.73,-3.64,8.24
83571,4.69,14.59,0.23,0.00,7.27,0.00,7.69,18.65,33.73,-3.64,8.24
83743,4.69,14.47,0.22,0.00,7.26,0.00,7.69,18.81,33.73,-3.64,8.24
83915,3.91,14.47,0.23,0.00,7.23,0.00,7.84,18.51,33.73,-3.64,8.24
84091,3.91,14.59,0.23,0.00,7.27,0.00,7.84,19.12,33.73,-3.64,8.24
84268,3.91,14.59,0.23,0.00,7.33,0.00,7.69,18.96,33.73,-3.64,8.24
84439,3.91,14.70,0.24,0.00,7.28,0.00,7.84,18.96,33.73,-3.64,8.24
84611,3.12,14.47,0.25,0.00,6.77,0.00,7.69,18.80,33.73,-3.64,8.24
84783,3.91,14.70,0.24,0.00,7.30,0.00,7.84,18.89,33.73,-3.64,8.24
84955,2.34,14.36,0.24,0.00,7.26,0.00,7.84,19.34,33.33,-3.64,8.24
85127,2.34,14.36,0.23,0.00,6.72,0.00,7.84,18.12,33.33,-3.64,8.63
85299,4.69,15.04,0.24,0.00,7.25,0.00,7.98,19.11,33.33,-3.64,8.63
85471,3.91,14.70,0.23,0.00,7.25,0.00,7.98,18.19,33.73,-3.64,8.63
85658,5.47,14.81,0.24,0.00,7.25,0.00,7.98,19.65,33.73,-3.64,8.63
85830,3.91,14.59,0.24,0.00,7.76,0.00,7.98,19.90,33.73,-3.64,8.63
86002,3.12,14.36,0.25,0.00,7.28,0.00,7.98,19.90,33.73,-3.64,8.63
86174,3.12,14.36,0.22,0.00,7.29,0.00,7.98,18.81,33.73,-3.64,8.63
86346,3.91,14.81,0.24,0.00,7.26,0.00,8.13,19.57,33.73,-3.64,8.63
86518,3.91,14.70,0.24,0.00,7.30,0.00,8.13,19.57,33.73,-3.64,8.63
86689,4.69,14.81,0.24,0.00,7.80,0.00,8.13,19.57,33.73,-3.64,8.63
86861,4.69,14.81,0.24,0.00,7.83,0.00,8.13,19.81,33.73,-3.64,8.63
87033,4.69,14.70,0.24,0.00,7.74,0.00,8.13,19.49,33.73,-3.64,8.63
87205,5.47,14.81,0.24,0.00,7.22,0.00,8.13,19.19,33.73,-3.64,8.63
87377,6.25,14.70,0.24,0.00,7.24,0.00,8.13,19.58,33.73,-3.64,8.63
87564,5.47,14.47,0.25,0.00,7.25,0.00,8.13,19.42,33.73,-3.64,8.63
87736,3.91,14.47,0.24,0.00,7.74,0.00,8.13,19.82,33.33,-3.64,8.63
87908,4.69,14.59,0.25,0.00,7.77,0.00,8.13,19.91,33.33,-3.64,8.63
88085,3.91,14.59,0.25,0.00,7.28,0.00,8.13,19.49,33.33,-3.64,8.63
88256,4.69,14.70,0.25,0.00,7.83,0.00,8.13,19.49,33.33,-3.64,8.63
88428,3.12,14.47,0.24,0.00,7.78,0.00,8.13,19.65,33.33,-3.64,8.63
88600,3.91,14.59,0.24,0.00,7.79,0.00,8.13,19.81,33.33,-3.64,8.63
88772,3.12,14.59,0.24,0.00,7.32,0.00,8.13,19.99,33.33,-3.64,8.63
88944,3.91,14.70,0.24,0.00,7.23,0.00,8.13,19.42,33.33,-3.64,8.63
89121,3.91,14.81,0.24,0.00,7.81,0.00,8.13,19.90,33.33,-3.64,8.63
89292,3.91,14.59,0.25,0.00,7.24,0.00,8.13,19.49,33.33,-3.64,8.63
89464,3.91,14.59,0.24,0.00,7.82,0.00,8.13,19.65,33.33,-3.64,8.63
89636,3.91,14.59,0.24,0.00,7.80,0.00,8.13,19.82,33.33,-3.64,8.63
89808,3.12,14.59,0.25,0.00,7.32,0.00,8.13,19.82,33.33,-3.64,8.63
89996,3.91,14.59,0.25,0.00,7.82,0.00,8.13,20.07,33.33,-3.64,8.63
90168,3.12,14.47,0.24,0.00,7.84,0.00,8.27,20.25,33.33,-3.64,8.63
90340,2.34,14.47,0.25,0.00,7.78,0.00,8.13,20.33,33.33,-3.64,8.63
90512,2.34,14.47,0.25,0.00,7.77,0.00,8.13,19.90,33.33,-3.64,8.63
90684,3.12,14.70,0.25,0.00,7.76,0.00,8.13,19.82,33.33,-3.64,8.63
90856,3.12,14.70,0.24,0.00,7.83,0.00,8.13,19.98,33.33,-3.64,8.63
91028,2.34,14.59,0.24,0.00,7.28,0.00,8.13,19.90,33.33,-3.64,8.63
91200,2.34,14.59,0.25,0.00,7.27,0.00,7.98,19.90,33.33,-3.64,8.63
91387,0.78,14.36,0.24,0.00,7.25,0.00,7.98,19.49,33.33,-3.64,8.63
91559,2.34,14.70,0.24,0.00,7.29,0.00,7.98,19.19,33.33,-3.64,8.24
91731,1.56,14.59,0.23,0.00,7.31,0.00,7.84,19.35,33.33,-3.64,8.24
91903,2.34,14.70,0.23,0.00,7.31,0.00,7.84,19.04,33.33,-3.64,8.24
92075,0.78,14.70,0.24,0.00,7.25,0.00,7.84,19.12,33.33,-3.64,8.24
92246,2.34,14.59,0.22,0.00,6.75,0.00,7.84,18.58,33.33,-3.64,8.24
92418,2.34,14.81,0.22,0.00,7.27,0.00,7.84,18.81,33.33,-3.64,8.24
92590,3.12,14.70,0.23,0.00,7.25,0.00,7.84,18.51,33.33,-3.64,8.24
92762,1.56,14.70,0.23,0.00,7.25,0.00,7.84,18.43,33.33,-3.64,8.24
92934,3.12,14.59,0.22,0.00,7.78,0.00,7.84,17.90,33.33,-3.64,8.24
93106,3.91,14.81,0.24,0.00,7.32,0.00,7.69,19.27,33.33,-3.64,8.24
93293,1.56,14.36,0.23,0.00,7.28,0.00,7.84,19.11,33.33,-3.64,8.24
93465,1.56,14.36,0.23,0.00,7.27,0.00,7.69,18.88,33.33,-3.64,8.24
93637,1.56,14.47,0.21,0.00,6.72,0.00,7.55,18.12,33.33,-3.64,7.84
93809,2.34,14.81,0.20,0.00,6.79,0.00,7.40,16.52,33.33,-3.64,7.45
93981,3.91,15.04,0.21,0.00,6.77,0.00,7.25,17.00,33.33,-3.64,7.45
94153,3.12,14.81,0.21,0.00,6.68,0.00,7.11,17.14,33.33,-3.64,7.45
94324,3.12,14.59,0.21,0.00,6.71,0.00,7.11,17.21,33.33,-3.64,7.45
94496,1.56,14.47,0.21,0.00,6.71,0.00,7.11,17.29,33.33,-3.64,7.45
94684,2.34,14.47,0.21,0.00,6.18,0.00,7.11,16.59,33.33,-3.64,7.45
94855,2.34,14.81,0.21,0.00,6.69,0.00,7.11,17.00,33.33,-3.64,7.45
95027,1.56,14.47,0.21,0.00,6.75,0.00,7.11,17.22,33.33,-3.64,7.45
95199,1.56,14.59,0.21,0.00,6.74,0.00,7.11,17.08,33.73,-3.64,7.45
95371,1.56,14.70,0.22,0.00,6.72,0.00,7.11,17.44,33.73,-3.64,7.45
95543,0.00,14.24,0.22,0.00,6.72,0.00,7.25,16.93,33.73,-3.64,7.45
95715,0.78,14.59,0.20,0.00,6.71,0.00,7.25,17.82,33.73,-3.64,7.45
95887,0.78,14.47,0.22,0.00,6.69,0.00,7.25,17.59,33.73,-3.64,7.45
96059,1.56,14.59,0.21,0.00,6.74,0.00,7.25,17.14,33.73,-3.64,7.45
96231,1.56,14.81,0.18,0.00,6.18,0.00,6.67,12.76,33.73,-3.64,1.57
96418,0.00,12.17,0.11,0.00,0.00,0.00,4.79,7.49,33.73,-3.64,0.78
96590,0.00,12.75,0.13,0.00,0.00,0.00,3.92,9.99,33.73,-3.64,0.39
96762,0.00,17.92,0.12,0.00,0.00,0.00,3.63,10.08,33.73,-3.64,0.00
96922,0.00,24.69,0.13,0.00,0.00,0.00,3.48,9.88,33.73,-3.64,0.00
97094,0.00,23.77,0.12,0.00,0.00,0.00,3.48,9.66,33.73,-3.64,0.00
97282,0.00,23.66,0.12,0.00,0.00,0.00,3.48,9.39,33.73,-3.64,0.00
97454,0.00,23.89,0.11,0.00,0.00,0.00,3.48,8.61,33.73,-3.64,0.00
97626,0.00,23.54,0.11,0.00,0.00,0.00,3.34,8.60,33.73,-3.64,0.00
97798,0.00,23.77,0.11,0.00,0.00,0.00,3.48,8.91,33.73,-3.64,0.39
97969,0.00,23.66,0.11,0.00,0.00,0.00,3.63,8.95,33.73,-3.64,0.78
98157,0.00,23.89,0.11,0.00,3.50,0.00,3.77,8.02,33.73,-3.64,1.57
98329,0.00,23.54,0.11,0.00,3.98,0.00,3.63,9.22,33.73,-3.35,1.96
98501,-2.34,12.40,0.12,0.00,3.97,0.00,3.77,9.21,33.73,-3.35,2.35
98673,-13.28,11.48,0.12,0.00,3.94,0.00,3.92,9.48,33.73,-3.64,2.75
98844,-17.97,11.94,0.12,0.00,3.46,0.00,3.92,9.04,33.73,-3.35,2.75
99016,-16.41,13.32,0.12,0.00,3.47,0.00,4.06,9.13,33.73,-3.35,3.14
99188,-14.06,14.81,0.13,0.00,3.95,0.00,4.35,9.75,33.73,-3.35,3.92
99360,-14.06,14.93,0.14,0.00,3.92,0.00,4.50,10.43,33.73,-3.35,4.71
99547,-12.50,15.04,0.15,0.00,4.88,0.00,4.93,11.49,33.73,-3.35,5.49
99719,-13.28,14.70,0.17,0.00,4.92,0.00,5.51,13.24,33.73,-3.35,6.67
99891,-12.50,14.70,0.19,0.00,4.89,0.00,5.95,14.61,33.73,-3.35,7.45
100063,-8.59,15.16,0.21,0.00,5.83,0.00,6.67,15.91,33.73,-3.35,8.24
100235,-8.59,15.27,0.24,0.00,6.38,0.00,7.40,18.12,33.73,-3.35,9.41
100407,-7.81,15.04,0.28,0.00,6.87,0.00,8.13,20.15,33.73,-3.35,11.37
100579,-6.25,15.04,0.30,0.00,8.25,0.00,9.43,23.55,33.73,-3.35,12.55
100751,-5.47,15.04,0.33,0.00,8.78,0.00,10.01,25.38,33.73,-3.35,13.33
100922,-1.56,15.62,0.36,0.00,9.22,0.00,10.74,26.41,33.73,-3.04,14.12
101099,-2.34,15.16,0.37,0.00,9.76,0.00,11.46,27.97,33.73,-2.73,15.29
101271,-0.78,15.16,0.40,0.00,10.88,0.00,11.90,30.36,33.73,-2.11,15.69
101443,-0.78,15.04,0.40,0.00,10.83,0.00,12.48,30.02,33.73,-1.18,16.47
101630,0.00,15.16,0.43,0.00,11.42,0.00,12.91,32.83,33.73,-1.18,16.86
101802,0.00,14.59,0.42,0.00,10.46,0.00,13.20,31.91,33.73,-1.18,16.86
101974,0.00,14.81,0.44,0.00,11.50,0.00,13.35,33.69,33.73,-0.89,16.86
102146,0.78,14.81,0.43,0.00,11.52,0.00,13.49,33.80,33.73,-1.18,15.69
