Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
1560016,14.79,0.13,1241,0.00,0.00,16,10.59,10.50,5.43,-1.39,0.64,201,0.00
1560204,14.72,0.13,1235,0.00,0.00,16,10.59,10.50,5.36,-1.39,0.64,201,0.00
1560392,14.76,0.13,1246,0.00,0.00,16,10.59,9.50,5.36,-1.39,0.64,201,0.00
1560579,14.74,0.13,1255,0.00,0.00,16,10.59,8.00,5.43,-1.39,0.66,201,0.00
1560782,14.92,0.16,1249,0.00,0.00,16,10.23,9.50,6.59,-1.39,0.68,201,0.00
1560970,14.79,0.18,1264,0.00,0.00,16,11.64,10.50,7.14,-1.39,0.70,201,0.00
1561157,14.05,0.19,1269,0.00,0.00,16,14.80,13.00,8.03,-1.39,0.70,201,0.00
1561345,13.53,0.19,1337,0.00,0.00,16,18.67,17.00,8.27,-1.39,0.70,201,0.00
1561548,13.42,0.19,1375,0.00,0.00,16,22.54,21.00,8.52,-1.39,0.72,203,0.00
1561735,13.72,0.18,1424,0.00,0.00,16,25.70,25.00,8.65,-1.39,0.72,203,0.00
1561923,14.00,0.18,1437,0.00,0.00,16,25.70,25.00,8.65,-1.39,0.72,203,0.00
1562110,14.25,0.18,1424,0.00,0.00,16,25.70,25.00,8.65,-1.39,0.72,203,0.00
1562297,14.35,0.19,1402,0.00,0.00,16,25.35,24.50,8.82,-1.39,0.72,203,0.00
1562500,14.19,0.20,1399,0.00,0.00,16,25.35,24.00,8.60,-1.39,0.74,203,0.00
1562690,14.44,0.19,1385,0.00,0.00,16,25.00,24.50,9.13,-1.39,0.74,203,0.00
1562878,14.26,0.18,1389,0.00,0.00,16,23.59,24.50,9.13,-1.39,0.64,203,0.00
1563070,14.37,0.13,1516,0.00,0.00,16,11.29,7.00,5.52,-1.39,0.64,203,0.00
1563257,13.93,0.13,1456,0.00,0.00,16,6.72,3.00,6.33,-1.39,0.64,203,0.00
1563460,14.28,0.12,1397,0.00,0.00,16,6.72,9.50,5.81,-1.39,0.64,203,0.00
1563637,14.49,0.12,1385,0.00,0.00,16,6.72,9.50,5.68,-1.39,0.64,203,0.00
1563827,14.69,0.13,1368,0.00,0.00,16,6.72,10.50,5.78,-1.39,0.64,203,0.00
1564030,14.85,0.14,1352,0.00,0.00,16,6.72,10.50,6.40,-1.39,0.68,203,0.00
1564218,14.97,0.15,1360,0.00,0.00,16,6.72,9.00,6.55,-1.39,0.68,203,0.00
1564406,14.81,0.16,1354,0.00,0.00,16,8.12,7.00,6.55,-1.39,0.70,203,0.00
1564593,14.34,0.17,1277,0.00,0.00,16,14.45,13.50,7.33,-1.39,0.70,203,0.00
1564796,14.08,0.18,1258,0.00,0.00,16,17.62,16.50,7.46,-1.39,0.70,203,0.00
1564984,14.03,0.20,1291,0.00,0.00,16,21.48,20.50,8.56,-1.39,0.74,203,0.00
1565171,14.05,0.20,1367,0.00,0.00,16,25.70,24.00,9.13,-1.39,0.74,203,0.00
1565359,13.87,0.19,1463,0.00,0.00,16,26.76,26.00,9.31,-1.39,0.74,203,0.00
1565551,14.26,0.19,1509,0.00,0.00,16,27.81,26.50,9.48,-1.39,0.74,203,0.00
1565738,14.75,0.18,1567,0.00,0.00,16,28.16,27.00,9.35,-1.39,0.74,203,0.00
1565941,14.55,0.18,1570,0.00,0.00,16,28.52,27.50,9.66,-1.39,0.74,203,0.00
1566129,14.77,0.19,1559,0.00,0.00,16,28.16,27.50,9.70,-1.39,0.74,203,0.00
1566316,14.49,0.19,1500,0.00,0.00,16,27.11,26.50,9.56,-1.39,0.76,203,0.00
1566503,14.39,0.21,1445,0.00,0.00,16,26.05,25.50,10.03,-1.39,0.76,203,0.00
1566691,14.30,0.22,1355,0.00,0.00,16,25.70,25.00,9.84,-1.39,0.76,203,0.00
1566894,14.51,0.25,1304,0.00,0.00,16,27.46,26.50,10.59,-1.39,0.76,203,0.00
1567081,13.92,0.24,1299,0.00,0.00,16,27.81,26.50,10.64,-1.39,0.78,203,0.00
1567269,13.91,0.25,1303,0.00,0.00,16,28.16,27.00,11.15,-1.39,0.78,203,0.00
1567466,14.13,0.26,1320,0.00,0.00,16,28.16,27.00,10.89,-1.39,0.78,203,0.00
1567653,14.34,0.25,1313,0.00,0.00,16,27.81,26.50,10.79,-1.39,0.78,203,0.00
1567841,14.67,0.27,1268,0.00,0.00,16,29.57,28.50,11.51,-1.39,0.78,203,0.00
1568028,14.44,0.28,1243,0.00,0.00,16,29.22,28.50,11.29,-1.39,0.78,203,0.00
1568219,13.78,0.27,1227,0.00,0.00,16,29.57,28.50,11.29,-1.39,0.78,203,0.00
1568422,13.97,0.26,1320,0.00,0.00,16,28.87,28.00,11.35,-1.39,0.78,203,0.00
1568613,14.48,0.26,1358,0.00,0.00,16,28.87,28.00,11.77,-1.39,0.78,203,0.00
1568801,14.39,0.25,1393,0.00,0.00,16,28.16,27.00,11.51,-1.39,0.78,203,0.00
1568988,14.37,0.23,1449,0.00,0.00,16,28.16,27.00,11.09,-1.39,0.78,203,0.00
1569176,14.73,0.24,1494,0.00,0.00,16,28.87,28.00,11.93,-1.39,0.78,203,0.00
1569368,14.43,0.23,1515,0.00,0.00,16,28.87,28.00,11.40,-1.39,0.78,203,0.00
1569559,14.42,0.22,1577,0.00,0.00,16,29.57,28.50,11.82,-1.39,0.78,203,0.00
1569762,14.42,0.23,1633,0.00,0.00,16,30.62,29.50,11.71,-1.39,0.80,203,0.00
1569949,14.58,0.24,1668,0.00,0.00,16,32.03,30.00,13.26,-1.39,0.82,203,0.00
1570137,13.93,0.25,1757,0.00,0.00,16,33.79,32.00,14.22,-1.39,0.84,203,0.00
1570324,14.35,0.25,1827,0.00,0.00,16,35.20,34.00,14.79,-1.39,0.86,203,0.00
1570527,14.58,0.25,1896,0.00,0.00,16,36.95,35.50,15.62,-1.39,0.88,203,0.00
1570715,14.80,0.28,1996,0.00,0.00,16,40.12,39.00,18.57,-1.39,0.90,203,0.00
1570903,14.09,0.27,2105,0.00,0.00,16,41.52,40.00,19.20,-1.70,0.92,203,0.00
1571090,13.99,0.26,2174,0.00,0.00,16,42.58,41.50,18.96,-2.32,0.94,203,0.00
1571293,14.44,0.27,2285,0.00,0.00,16,44.34,43.50,20.50,-2.32,0.94,203,0.00
1571480,14.65,0.27,2362,0.00,0.00,16,45.39,45.00,21.11,-2.94,0.94,203,0.00
1571668,14.74,0.27,2477,0.00,0.00,16,45.04,44.50,21.89,-3.25,0.96,203,0.00
1571859,14.56,0.28,2598,0.00,0.00,16,44.69,43.50,23.35,-3.56,0.96,205,0.00
1572051,14.55,0.27,2685,0.00,0.00,16,44.34,43.50,24.42,-3.87,0.96,205,0.00
1572239,14.51,0.26,2804,0.00,0.00,16,44.34,43.50,24.32,-4.18,0.94,205,0.00
1572426,14.35,0.25,2925,0.00,0.00,16,44.34,43.50,24.52,-4.18,0.94,203,0.00
1572618,13.57,0.23,3012,0.00,0.00,16,44.34,43.50,23.07,-4.18,0.92,205,0.00
1572821,13.99,0.22,3085,0.00,0.00,16,44.34,43.50,22.14,-4.18,0.90,205,0.00
1573009,14.03,0.19,3160,0.00,0.00,16,43.28,42.50,19.99,-4.18,0.78,205,0.00
1573197,13.01,0.10,3052,0.00,0.00,16,19.02,22.50,9.56,-4.18,0.64,205,0.00
1573384,14.65,0.12,2907,0.00,0.00,16,4.61,4.50,11.35,-4.18,0.64,205,0.00
1573575,19.82,0.14,2566,0.00,0.00,16,3.55,3.50,11.51,-3.25,0.64,205,0.00
1573762,24.77,0.14,2235,0.00,0.00,16,2.85,2.50,10.13,-2.63,0.64,205,0.00
1573965,23.88,0.12,1974,0.00,0.00,16,3.91,3.50,8.11,-1.39,0.64,205,0.00
1574153,23.81,0.14,1693,0.00,0.00,16,5.66,13.50,7.49,-1.39,0.64,205,0.00
1574340,24.02,0.16,1409,0.00,0.00,16,6.72,14.50,7.46,-1.39,0.64,205,0.00
1574543,23.81,0.17,1307,0.00,0.00,16,6.72,10.50,7.62,-1.39,0.64,205,0.00
1574731,23.65,0.15,1423,0.00,0.00,16,6.72,-0.50,6.92,-1.39,0.64,205,0.00
1574919,15.22,0.15,1398,0.00,0.00,16,6.72,3.50,6.92,-1.39,0.64,205,0.00
1575106,14.32,0.17,1424,0.00,0.00,16,8.12,1.50,8.19,-1.39,0.70,205,0.00
1575294,13.99,0.15,1598,0.00,0.00,16,11.99,10.00,7.82,-1.39,0.72,205,0.00
1575486,14.34,0.15,1735,0.00,0.00,16,18.32,16.00,8.48,-1.39,0.72,205,0.00
1575673,15.39,0.16,1664,0.00,0.00,16,25.70,23.50,8.87,-1.39,0.74,205,0.00
1575865,15.16,0.16,1674,0.00,0.00,16,29.92,28.50,8.69,-1.39,0.74,205,0.00
1576068,14.56,0.16,1690,0.00,0.00,16,29.92,29.00,8.82,-1.39,0.74,205,0.00
1576256,14.35,0.15,1712,0.00,0.00,16,29.92,29.00,8.78,-1.39,0.74,205,0.00
1576448,14.72,0.14,1716,0.00,0.00,16,27.46,26.00,7.46,-1.39,0.68,205,0.00
1576637,15.13,0.13,1680,0.00,0.00,16,19.02,21.50,7.74,-1.39,0.66,205,0.00
1576825,17.49,0.13,1610,0.00,0.00,16,7.77,18.50,7.37,-1.39,0.66,205,0.00
1577012,22.79,0.13,1627,0.00,0.00,16,5.66,9.50,7.26,-1.39,0.66,205,0.00
1577215,25.62,0.13,1591,0.00,0.00,16,6.02,9.50,7.21,-1.39,0.66,205,0.00
1577403,23.76,0.14,1558,0.00,0.00,16,6.02,13.00,7.29,-1.39,0.66,205,0.00
1577590,24.15,0.14,1526,0.00,0.00,16,6.37,14.00,7.03,-1.39,0.66,205,0.00
1577778,23.95,0.13,1480,0.00,0.00,16,6.37,14.00,6.48,-1.39,0.66,205,0.00
1577981,23.92,0.13,1448,0.00,0.00,16,6.72,14.00,6.48,-1.39,0.66,205,0.00
1578168,23.63,0.14,1424,0.00,0.00,16,6.72,14.50,6.62,-1.39,0.66,205,0.00
1578356,23.70,0.14,1387,0.00,0.00,16,6.72,-7.00,6.66,-1.39,0.66,205,0.00
1578543,23.81,0.15,1385,0.00,0.00,16,6.72,-0.50,6.62,-1.39,0.66,205,0.00
1578731,23.42,0.14,1326,0.00,0.00,16,6.72,4.50,6.51,-1.39,0.66,205,0.00
1578934,17.00,0.13,1350,0.00,0.00,16,6.72,8.00,5.98,-1.39,0.64,205,0.00
1579121,15.19,0.13,1310,0.00,0.00,16,6.72,14.50,5.85,-1.39,0.64,205,0.00
1579309,14.97,0.16,1316,0.00,0.00,16,7.07,12.50,6.15,-1.39,0.70,205,0.00
1579496,15.00,0.25,1332,0.00,0.00,16,16.91,10.50,9.80,-1.39,0.82,205,0.00
1579699,13.39,0.31,1328,0.00,0.00,16,29.57,28.50,13.52,-1.39,0.84,205,0.00
1579887,12.17,0.34,1358,0.00,0.00,16,30.27,28.50,15.13,-1.39,0.86,205,0.00
1580074,12.59,0.33,1392,0.00,0.00,16,30.62,29.50,15.41,-1.39,0.88,205,0.00
1580262,13.53,0.31,1432,0.00,0.00,16,30.62,29.50,15.12,-1.39,0.88,205,0.00
1580465,14.30,0.32,1484,0.00,0.00,16,31.68,30.50,15.85,-1.39,0.86,205,0.00
1580652,14.20,0.29,1527,0.00,0.00,16,30.98,30.00,15.70,-1.39,0.86,205,0.00
1580840,14.47,0.30,1576,0.00,0.00,16,32.03,31.00,16.07,-1.39,0.88,205,0.00
1581027,14.66,0.36,1618,0.00,0.00,16,35.55,34.50,18.33,-1.39,0.96,205,0.00
1581231,13.51,0.37,1676,0.00,0.00,16,34.49,33.50,21.00,-1.08,1.00,205,0.00
1581418,13.59,0.38,1718,0.00,0.00,16,34.84,34.00,21.18,-0.77,1.00,205,0.00
1581606,14.13,0.38,1784,0.00,0.00,16,35.55,34.00,22.77,-0.77,1.00,205,0.00
1581793,13.64,0.35,1845,0.00,0.00,16,38.36,36.00,21.27,-1.39,0.92,205,0.00
1581996,13.08,0.29,1891,0.00,0.00,16,37.30,36.50,16.89,-1.39,0.82,205,0.00
1582184,12.57,0.22,1936,0.00,0.00,16,36.60,36.00,12.42,-1.39,0.78,205,0.00
1582371,12.88,0.18,1962,0.00,0.00,16,35.55,35.00,10.69,-1.39,0.76,205,0.00
1582559,13.20,0.15,1943,0.00,0.00,16,34.14,33.00,8.73,-1.39,0.72,205,0.00
1582762,13.14,0.13,1982,0.00,0.00,16,33.44,32.50,8.60,-1.39,0.72,205,0.00
1582949,14.14,0.13,1971,0.00,0.00,16,33.09,32.50,8.47,-1.39,0.72,205,0.00
1583137,14.63,0.12,1966,0.00,0.00,16,32.73,32.00,8.03,-1.39,0.70,205,0.00
1583324,14.58,0.12,1955,0.00,0.00,16,32.73,32.00,8.03,-1.39,0.70,205,0.00
1583527,14.54,0.12,1960,0.00,0.00,16,32.73,32.00,7.82,-1.39,0.70,205,0.00
1583715,14.61,0.12,1971,0.00,0.00,16,32.73,32.00,7.70,-1.39,0.70,205,0.00
1583902,14.82,0.12,1984,0.00,0.00,16,33.09,32.00,7.98,-1.39,0.70,205,0.00
1584090,15.08,0.12,1984,0.00,0.00,16,33.09,32.00,7.74,-1.39,0.70,205,0.00
1584293,15.03,0.11,1981,0.00,0.00,16,32.73,32.00,7.66,-1.39,0.72,205,0.00
1584480,15.08,0.13,1990,0.00,0.00,16,33.44,32.50,8.31,-1.39,0.72,205,0.00
1584668,15.13,0.13,1993,0.00,0.00,16,34.14,33.00,8.95,-1.39,0.74,205,0.00
1584855,14.84,0.17,1992,0.00,0.00,16,35.55,34.50,10.74,-1.39,0.80,203,0.00
1585043,14.35,0.17,2000,0.00,0.00,16,36.25,35.00,11.45,-1.70,0.80,203,0.00
1585246,14.78,0.18,2028,0.00,0.00,16,36.60,35.50,11.93,-1.70,0.80,203,0.00
1585433,14.59,0.17,2053,0.00,0.00,16,36.60,36.00,11.82,-1.70,0.80,203,0.00
1585621,14.39,0.17,2054,0.00,0.00,16,36.95,35.50,11.66,-1.70,0.80,203,0.00
1585824,14.67,0.18,2081,0.00,0.00,16,38.01,37.00,12.41,-1.70,0.82,203,0.00
1586011,14.35,0.21,2096,0.00,0.00,16,39.41,38.50,14.60,-2.01,0.88,203,0.00
1586199,13.82,0.30,2143,0.00,0.00,16,41.88,40.50,21.62,-1.39,1.00,203,0.00
1586402,13.78,0.31,2194,0.00,0.00,16,42.23,41.50,22.31,-0.77,1.00,203,0.00
1586589,14.21,0.31,2233,0.00,0.00,16,43.28,41.50,23.63,-0.77,1.00,203,0.00
1586777,13.50,0.25,2290,0.00,0.00,16,43.28,43.00,16.58,-2.63,0.86,203,0.00
1586965,12.91,0.20,2316,0.00,0.00,16,41.52,41.00,15.78,-2.63,0.84,203,0.00
1587152,14.14,0.20,2358,0.00,0.00,16,41.52,41.00,15.70,-2.63,0.84,203,0.00
1587355,14.42,0.20,2392,0.00,0.00,16,42.23,41.50,15.85,-2.94,0.84,203,0.00
1587543,14.32,0.20,2407,0.00,0.00,16,42.93,42.00,16.23,-2.94,0.84,203,0.00
1587730,14.38,0.20,2432,0.00,0.00,16,42.93,42.00,16.44,-2.94,0.84,203,0.00
1587918,14.29,0.20,2458,0.00,0.00,16,42.58,42.00,16.36,-3.25,0.82,203,0.00
1588121,14.26,0.18,2464,0.00,0.00,16,41.52,40.50,15.41,-3.25,0.82,203,0.00
1588308,14.44,0.18,2491,0.00,0.00,16,41.52,40.50,14.92,-3.25,0.82,203,0.00
1588496,14.56,0.18,2494,0.00,0.00,16,41.17,40.50,15.05,-3.25,0.82,203,0.00
1588683,14.46,0.18,2510,0.00,0.00,16,41.17,40.00,14.92,-3.25,0.82,203,0.00
1588871,14.51,0.18,2541,0.00,0.00,16,41.17,40.00,14.79,-3.56,0.82,203,0.00
1589074,14.56,0.18,2554,0.00,0.00,16,41.17,40.50,14.98,-3.56,0.82,201,0.00
1589261,14.63,0.18,2583,0.00,0.00,16,41.88,41.00,15.25,-3.56,0.82,201,0.00
1589449,14.33,0.19,2585,0.00,0.00,16,42.58,41.50,16.07,-3.56,0.84,201,0.00
1589636,14.25,0.19,2627,0.00,0.00,16,42.93,42.50,16.81,-3.56,0.84,201,0.00
1589839,14.23,0.20,2645,0.00,0.00,16,43.28,42.50,17.19,-3.87,0.84,201,0.00
1590027,14.49,0.20,2665,0.00,0.00,16,43.98,43.50,17.95,-3.87,0.86,201,0.00
1590214,14.24,0.22,2696,0.00,0.00,16,43.98,43.50,18.95,-3.87,0.88,201,0.00
1590402,14.41,0.24,2725,0.00,0.00,16,44.34,43.50,21.10,-3.87,0.92,201,0.00
1590589,14.46,0.28,2766,0.00,0.00,16,43.98,43.50,25.01,-3.56,1.00,201,0.00
1590792,14.21,0.31,2809,0.00,0.00,16,43.28,43.00,28.31,-2.63,1.04,201,0.00
1590980,13.88,0.36,2855,0.00,0.00,16,41.52,41.50,33.10,0.46,1.12,201,0.39
1591167,13.63,0.41,2916,0.00,0.00,16,38.01,38.50,38.40,1.70,1.20,201,5.49
1591355,13.55,0.47,3002,0.00,0.00,16,34.49,34.50,45.70,2.63,1.36,201,12.16
1591558,13.28,0.52,3107,0.00,0.00,16,29.92,30.50,53.70,9.13,1.52,199,17.25
1591745,12.37,0.60,3238,0.00,0.00,16,25.35,25.50,63.49,10.98,1.70,199,18.04
1591933,11.93,0.69,3394,0.00,0.00,16,19.73,20.00,77.23,13.77,1.96,199,19.61
1592120,11.39,0.81,3486,0.00,0.00,16,15.16,15.50,93.55,13.77,2.14,199,20.39
1592323,11.12,0.96,3669,0.00,0.00,16,8.12,8.00,109.29,13.77,2.18,199,21.57
1592511,11.13,1.03,3807,0.00,0.00,16,8.12,6.50,133.06,13.77,1.68,199,21.18
1592698,11.16,0.78,3983,0.00,0.00,16,19.02,17.00,113.14,5.10,1.16,199,12.94
1592886,11.20,0.35,4043,0.00,0.00,16,42.58,41.50,44.54,-3.25,0.92,199,1.57
1593089,11.19,0.24,4116,0.00,0.00,16,44.34,43.50,33.22,-4.18,0.76,199,0.00
1593276,11.27,0.17,4056,0.00,0.00,16,24.30,33.50,23.44,-4.18,0.64,199,0.00
1593464,17.24,0.15,4017,0.00,0.00,16,6.02,7.00,20.57,-4.18,0.64,199,0.00
1593652,23.95,0.13,3978,0.00,0.00,16,6.02,6.00,17.41,-4.18,0.64,199,0.00
1593839,23.81,0.12,3928,0.00,0.00,16,6.02,6.00,15.63,-4.18,0.64,198,0.00
1594042,23.70,0.11,3846,0.00,0.00,16,6.02,6.00,13.90,-4.18,0.64,198,0.00
1594230,23.88,0.13,3752,0.00,0.00,16,6.02,6.00,9.70,-4.18,0.64,198,0.00
1594417,24.12,0.10,3714,0.00,0.00,16,6.02,6.00,12.42,-4.18,0.64,198,0.00
1594605,23.76,0.10,3616,0.00,0.00,16,6.02,6.00,11.99,-4.18,0.64,198,0.00
1594792,23.79,0.10,3514,0.00,0.00,16,6.02,6.00,11.77,-4.18,0.64,198,0.00
1594995,23.95,0.10,3446,0.00,0.00,16,6.02,6.00,11.24,-4.18,0.64,198,0.00
1595183,24.15,0.10,3377,0.00,0.00,16,6.02,6.00,10.99,-4.18,0.64,198,0.00
1595370,23.79,0.10,3316,0.00,0.00,16,6.02,6.00,10.69,-4.18,0.64,198,0.00
1595558,23.64,0.10,3236,0.00,0.00,16,6.02,6.00,10.78,-4.18,0.64,198,0.00
1595761,24.08,0.10,3205,0.00,0.00,16,6.02,6.00,10.49,-4.18,0.64,198,0.00
1595948,23.62,0.10,3148,0.00,0.00,16,6.02,6.00,10.33,-4.18,0.64,196,0.00
1596136,23.69,0.10,3125,0.00,0.00,16,6.02,6.00,10.38,-4.18,0.64,196,0.00
1596323,24.08,0.10,3071,0.00,0.00,16,6.02,6.00,10.43,-4.18,0.64,196,0.00
1596526,23.84,0.10,3045,0.00,0.00,16,6.02,6.00,10.38,-4.18,0.64,196,0.00
1596714,23.68,0.11,2989,0.00,0.00,16,5.66,6.00,10.47,-4.18,0.64,196,0.00
1596901,23.96,0.11,2927,0.00,0.00,16,5.66,5.50,10.48,-4.18,0.64,196,0.00
1597104,24.05,0.11,2917,0.00,0.00,16,5.31,5.00,10.54,-4.18,0.64,196,0.00
1597292,23.96,0.11,2864,0.00,0.00,16,5.31,5.00,10.59,-4.18,0.64,196,0.00
1597479,24.04,0.11,2831,0.00,0.00,16,4.96,4.50,10.64,-4.18,0.64,196,0.00
1597667,24.09,0.11,2811,0.00,0.00,16,4.96,4.50,10.48,-4.18,0.64,196,0.00
1597854,23.87,0.11,2765,0.00,0.00,16,4.96,4.50,10.58,-4.18,0.64,196,0.00
1598057,24.07,0.11,2730,0.00,0.00,16,4.61,4.50,10.48,-3.87,0.64,196,0.00
1598245,24.20,0.12,2691,0.00,0.00,16,4.26,4.50,10.27,-3.87,0.64,196,0.00
1598432,23.84,0.12,2638,0.00,0.00,16,4.26,4.00,10.08,-3.87,0.64,196,0.00
1598635,23.81,0.12,2618,0.00,0.00,16,4.26,4.00,10.17,-3.56,0.64,196,0.00
1598823,23.81,0.12,2568,0.00,0.00,16,3.91,3.50,10.07,-3.56,0.66,194,0.00
1599011,24.03,0.12,2536,0.00,0.00,16,3.55,3.50,10.48,-3.56,0.66,194,0.00
1599198,23.74,0.12,2497,0.00,0.00,16,3.55,3.50,10.17,-3.25,0.68,194,0.00
1599385,23.71,0.12,2455,0.00,0.00,16,3.55,3.50,9.97,-3.25,0.68,194,0.00
1599588,23.74,0.12,2416,0.00,0.00,16,3.55,3.50,9.65,-2.94,0.68,194,0.00
1599776,24.08,0.12,2374,0.00,0.00,16,3.20,3.50,9.48,-2.94,0.68,194,0.00
1599964,24.12,0.12,2350,0.00,0.00,16,9.88,9.00,9.00,-2.63,0.70,194,0.00
1600151,23.52,0.11,2316,0.00,0.00,16,17.62,14.50,8.87,-2.63,0.70,194,0.00
1600339,16.88,0.11,2290,0.00,0.00,16,25.00,22.50,9.04,-2.63,0.70,194,0.00
1600542,15.30,0.11,2280,0.00,0.00,16,31.68,29.50,8.52,-2.63,0.72,194,0.00
1600729,14.70,0.11,2271,0.00,0.00,16,34.84,34.00,8.52,-2.63,0.72,194,0.00
1600917,14.60,0.11,2266,0.00,0.00,16,34.84,34.00,8.69,-2.32,0.72,194,0.00
1601104,14.58,0.11,2258,0.00,0.00,16,34.84,34.00,8.47,-2.32,0.72,194,0.00
1601307,14.51,0.11,2227,0.00,0.00,16,34.49,34.00,8.39,-2.32,0.72,194,0.00
1601495,14.81,0.12,2225,0.00,0.00,16,34.84,34.00,8.36,-2.32,0.72,194,0.00
1601698,15.00,0.12,2211,0.00,0.00,16,34.49,34.00,8.52,-2.32,0.72,194,0.00
1601885,14.90,0.12,2226,0.00,0.00,16,34.49,34.50,8.64,-2.32,0.72,192,0.00
1602073,14.82,0.11,2227,0.00,0.00,16,34.14,34.00,8.47,-2.32,0.72,192,0.00
1602260,14.87,0.11,2177,0.00,0.00,16,34.49,34.00,8.31,-2.01,0.72,192,0.00
1602463,15.05,0.11,2176,0.00,0.00,16,34.49,34.00,8.47,-2.01,0.72,192,0.00
1602651,15.03,0.12,2180,0.00,0.00,16,34.49,34.00,8.56,-2.32,0.72,192,0.00
1602838,14.92,0.12,2183,0.00,0.00,16,34.49,34.00,8.39,-2.01,0.72,192,0.00
1603026,14.60,0.12,2157,0.00,0.00,16,34.49,34.00,8.47,-2.01,0.72,192,0.00
1603229,14.67,0.11,2167,0.00,0.00,16,34.14,34.00,8.14,-2.01,0.72,192,0.00
1603416,14.77,0.11,2160,0.00,0.00,16,33.79,33.50,7.86,-2.01,0.70,192,0.00
1603604,14.92,0.11,2163,0.00,0.00,16,33.79,33.50,7.74,-2.01,0.70,192,0.00
1603791,15.03,0.10,2139,0.00,0.00,16,33.44,33.50,7.49,-2.01,0.70,192,0.00
1603979,14.97,0.10,2124,0.00,0.00,16,33.44,33.00,7.10,-2.01,0.68,192,0.00
1604182,14.92,0.10,2110,0.00,0.00,16,33.79,33.00,7.33,-2.01,0.68,192,0.00
1604370,14.97,0.11,2113,0.00,0.00,16,30.98,32.00,6.62,-2.01,0.68,192,0.00
1604557,15.19,0.12,2075,0.00,0.00,16,24.65,26.00,8.14,-1.70,0.68,192,0.00
1604744,19.48,0.12,2040,0.00,0.00,16,17.97,17.50,8.03,-1.70,0.68,190,0.00
1604947,23.93,0.12,2015,0.00,0.00,16,10.23,10.50,8.06,-1.70,0.68,190,0.00
1605135,25.13,0.12,1984,0.00,0.00,16,3.20,6.00,8.14,-1.39,0.68,190,0.00
1605323,23.84,0.13,1978,0.00,0.00,16,2.85,2.50,8.19,-1.39,0.68,190,0.00
1605510,23.74,0.13,1939,0.00,0.00,16,3.20,3.00,8.19,-1.39,0.68,190,0.00
1605698,23.78,0.13,1916,0.00,0.00,16,3.55,3.00,7.98,-1.39,0.68,190,0.00
1605901,23.78,0.13,1880,0.00,0.00,16,3.91,3.50,8.31,-1.39,0.68,190,0.00
1606088,23.99,0.13,1858,0.00,0.00,16,3.91,3.50,8.18,-1.39,0.68,190,0.00
1606276,24.08,0.14,1834,0.00,0.00,16,3.91,10.50,8.27,-1.39,0.68,190,0.00
1606463,23.84,0.14,1805,0.00,0.00,16,4.26,10.50,8.19,-1.39,0.68,190,0.00
1606666,23.71,0.14,1771,0.00,0.00,16,5.31,4.50,8.23,-1.39,0.68,190,0.00
1606853,24.06,0.14,1750,0.00,0.00,16,7.77,13.50,8.44,-1.39,0.68,190,0.00
1607041,23.77,0.13,1710,0.00,0.00,16,13.75,13.00,7.70,-1.39,0.68,190,0.00
1607228,18.55,0.12,1750,0.00,0.00,16,19.73,17.00,7.17,-1.39,0.70,190,0.00
1607416,15.81,0.13,1704,0.00,0.00,16,24.65,22.50,7.29,-1.39,0.68,190,0.00
1607619,15.60,0.12,1715,0.00,0.00,16,28.87,28.50,7.06,-1.39,0.70,190,0.00
1607806,15.39,0.12,1717,0.00,0.00,16,28.87,29.00,7.21,-1.39,0.68,190,0.00
1607994,15.32,0.13,1706,0.00,0.00,16,29.22,28.50,7.10,-1.39,0.68,189,0.00
1608181,15.50,0.14,1729,0.00,0.00,16,27.11,27.00,7.86,-1.39,0.68,189,0.00
1608384,15.87,0.14,1682,0.00,0.00,16,21.48,26.00,8.06,-1.39,0.68,189,0.00
1608572,20.04,0.14,1633,0.00,0.00,16,15.86,15.00,8.14,-1.39,0.68,189,0.00
1608759,24.15,0.15,1638,0.00,0.00,16,10.23,17.00,8.36,-1.39,0.68,189,0.00
1608947,25.62,0.15,1617,0.00,0.00,16,5.66,12.50,7.90,-1.39,0.68,189,0.00
1609134,23.82,0.16,1605,0.00,0.00,16,5.66,14.00,8.03,-1.39,0.68,189,0.00
1609337,23.81,0.16,1586,0.00,0.00,16,6.02,14.00,7.90,-1.39,0.68,189,0.00
1609525,24.04,0.16,1558,0.00,0.00,16,6.37,12.00,8.36,-1.39,0.68,189,0.00
1609712,23.85,0.17,1513,0.00,0.00,16,6.37,14.00,8.23,-1.39,0.68,189,0.00
1609900,23.67,0.15,1482,0.00,0.00,16,6.37,14.00,7.37,-1.39,0.68,189,0.00
1610103,23.87,0.15,1450,0.00,0.00,16,6.37,14.00,7.29,-1.39,0.68,189,0.00
1610291,23.62,0.15,1410,0.00,0.00,16,6.72,14.50,7.37,-1.39,0.68,189,0.00
1610478,23.86,0.16,1388,0.00,0.00,16,6.72,-9.00,7.29,-1.39,0.68,189,0.00
1610666,23.80,0.16,1397,0.00,0.00,16,6.72,-4.50,7.29,-1.39,0.68,189,0.00
