Time (msec),A/F Sensor #1 (Direct)* (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
254730,13.33,0.14,1214,0.00,0.00,16,7.77,10.50,5.46,-1.39,0.64,163
254918,13.47,0.14,1195,0.00,0.00,16,8.12,11.50,5.59,-1.08,0.64,163
255090,13.78,0.14,1181,0.00,0.00,16,8.12,12.00,5.59,-1.08,0.64,163
255277,13.63,0.15,1182,0.00,0.00,16,7.77,11.50,5.74,-1.08,0.64,163
255464,13.65,0.14,1192,0.00,0.00,16,8.12,9.50,5.72,-1.08,0.64,163
255640,13.92,0.15,1193,0.00,0.00,16,8.12,8.50,5.72,-1.08,0.64,163
255827,14.27,0.15,1186,0.00,0.00,16,8.12,9.50,5.85,-1.08,0.64,163
255999,14.53,0.16,1188,0.00,0.00,16,8.12,8.50,6.18,-1.08,0.64,165
256187,14.67,0.16,1178,0.00,0.00,16,8.12,9.50,6.33,-1.08,0.64,165
256374,14.65,0.17,1152,0.00,0.00,16,8.12,11.50,6.55,-1.08,0.64,165
256546,14.69,0.17,1188,0.00,0.00,16,8.12,7.00,6.70,-1.08,0.64,165
256733,14.67,0.17,1207,0.00,0.00,16,8.12,5.00,6.51,-1.08,0.64,165
256921,14.79,0.17,1204,0.00,0.00,16,7.77,6.00,6.81,-1.08,0.64,165
257093,14.82,0.17,1211,0.00,0.00,16,7.77,5.00,6.73,-1.39,0.64,165
257280,14.95,0.17,1197,0.00,0.00,16,7.77,7.50,6.84,-1.08,0.64,165
257468,15.13,0.17,1210,0.00,0.00,16,7.77,6.00,6.99,-1.39,0.64,165
257640,15.09,0.17,1222,0.00,0.00,16,7.77,5.50,6.84,-1.39,0.64,165
257827,15.00,0.17,1218,0.00,0.00,16,7.77,6.50,6.88,-1.39,0.64,165
258015,15.11,0.17,1223,0.00,0.00,16,7.77,6.00,6.84,-1.39,0.64,165
258202,15.11,0.17,1226,0.00,0.00,16,7.77,6.00,6.81,-1.39,0.64,165
258374,14.93,0.17,1225,0.00,0.00,16,7.77,6.50,6.92,-1.39,0.64,165
258561,14.95,0.17,1232,0.00,0.00,16,7.77,6.00,6.88,-1.39,0.64,165
258749,14.82,0.17,1245,0.00,0.00,16,7.77,5.50,6.88,-1.39,0.64,165
258921,14.85,0.16,1256,0.00,0.00,16,7.77,4.50,6.95,-1.39,0.64,165
259111,14.82,0.16,1260,0.00,0.00,16,7.77,4.50,6.92,-1.39,0.64,165
259298,14.84,0.16,1250,0.00,0.00,16,7.77,5.00,6.84,-1.39,0.64,165
259470,14.82,0.16,1253,0.00,0.00,16,10.94,9.50,6.77,-1.39,0.64,165
259657,14.78,0.15,1274,0.00,0.00,16,10.94,8.00,6.55,-1.39,0.64,165
259845,14.77,0.16,1264,0.00,0.00,16,10.94,9.50,6.70,-1.39,0.64,165
260017,14.79,0.15,1283,0.00,0.00,16,10.94,8.00,6.59,-1.39,0.64,165
260204,14.87,0.15,1290,0.00,0.00,16,10.94,8.00,6.48,-1.39,0.64,165
260392,14.79,0.15,1302,0.00,0.00,16,10.94,7.00,6.33,-1.39,0.64,165
260564,14.77,0.15,1284,0.00,0.00,16,10.94,10.00,6.29,-1.39,0.64,165
260751,14.89,0.15,1272,0.00,0.00,16,10.94,11.00,6.33,-1.39,0.64,165
260938,14.95,0.14,1290,0.00,0.00,16,10.94,9.50,6.22,-1.39,0.64,165
261110,14.89,0.15,1272,0.00,0.00,16,10.94,11.50,6.15,-1.39,0.64,165
261298,14.74,0.14,1277,0.00,0.00,16,10.94,10.50,6.11,-1.39,0.64,165
261485,14.60,0.14,1275,0.00,0.00,16,10.94,11.00,6.04,-1.39,0.64,165
261673,14.42,0.14,1266,0.00,0.00,16,10.94,11.50,6.11,-1.39,0.64,165
261845,14.32,0.14,1273,0.00,0.00,16,10.94,11.00,6.11,-1.39,0.64,165
262032,14.28,0.14,1285,0.00,0.00,16,10.94,9.50,6.00,-1.39,0.64,165
262220,14.35,0.14,1267,0.00,0.00,16,10.94,11.50,6.00,-1.39,0.64,165
262392,14.45,0.14,1264,0.00,0.00,16,10.94,12.50,5.91,-1.39,0.64,165
262584,14.56,0.14,1260,0.00,0.00,16,10.94,11.50,5.91,-1.39,0.64,165
262756,14.58,0.14,1258,0.00,0.00,16,10.94,11.00,5.91,-1.39,0.64,165
262943,14.58,0.14,1258,0.00,0.00,16,10.94,10.50,5.91,-1.39,0.64,165
263130,14.56,0.14,1260,0.00,0.00,16,10.94,10.50,5.78,-1.39,0.64,165
263302,14.53,0.14,1236,0.00,0.00,16,10.94,13.00,5.91,-1.39,0.64,165
263490,14.61,0.14,1243,0.00,0.00,16,10.94,11.50,5.85,-1.39,0.64,165
263677,14.58,0.14,1244,0.00,0.00,16,10.94,11.00,5.85,-1.39,0.64,165
263849,14.49,0.14,1232,0.00,0.00,16,10.94,11.50,5.85,-1.39,0.64,165
264037,14.65,0.14,1232,0.00,0.00,16,10.94,12.00,5.81,-1.39,0.64,165
264224,14.65,0.14,1230,0.00,0.00,16,10.94,12.50,5.78,-1.39,0.64,165
264396,14.66,0.14,1224,0.00,0.00,16,10.94,13.00,5.72,-1.39,0.64,165
264584,14.58,0.14,1219,0.00,0.00,16,10.94,13.00,5.65,-1.39,0.64,165
264771,14.53,0.14,1188,0.00,0.00,16,10.94,14.00,5.65,-1.39,0.64,165
264943,14.56,0.14,1194,0.00,0.00,16,10.94,13.00,5.85,-1.08,0.64,165
265130,14.65,0.15,1209,0.00,0.00,16,10.94,10.00,5.78,-1.39,0.64,165
265318,14.70,0.14,1210,0.00,0.00,16,10.94,10.50,5.78,-1.08,0.64,165
265490,14.74,0.15,1213,0.00,0.00,16,10.94,10.50,5.91,-1.39,0.64,165
265677,14.74,0.15,1207,0.00,0.00,16,10.94,10.50,5.91,-1.39,0.64,165
265865,14.68,0.14,1210,0.00,0.00,16,10.94,11.00,5.85,-1.39,0.64,167
266037,14.69,0.15,1205,0.00,0.00,16,10.94,11.00,5.91,-1.08,0.64,167
266224,14.77,0.15,1200,0.00,0.00,16,10.94,11.50,5.98,-1.39,0.64,167
266411,14.74,0.15,1200,0.00,0.00,16,10.94,11.00,6.00,-1.39,0.64,167
266583,14.72,0.15,1208,0.00,0.00,16,10.94,9.50,6.04,-1.39,0.64,167
266771,14.69,0.15,1210,0.00,0.00,16,10.94,10.50,6.04,-1.39,0.64,167
266958,14.67,0.15,1224,0.00,0.00,16,10.94,9.00,6.18,-1.39,0.64,167
267146,14.74,0.15,1222,0.00,0.00,16,10.94,9.50,6.15,-1.39,0.64,167
267322,14.74,0.15,1222,0.00,0.00,16,10.94,10.00,6.26,-1.39,0.64,167
267510,14.79,0.16,1227,0.00,0.00,16,10.94,9.50,6.26,-1.39,0.64,167
267682,14.74,0.15,1222,0.00,0.00,16,10.94,10.00,6.26,-1.39,0.64,167
267869,14.67,0.15,1224,0.00,0.00,16,10.94,9.50,6.29,-1.39,0.64,167
268057,14.74,0.15,1238,0.00,0.00,16,10.94,8.50,6.29,-1.39,0.64,167
268229,14.72,0.15,1234,0.00,0.00,16,10.94,9.50,6.33,-1.39,0.64,167
268419,14.69,0.15,1235,0.00,0.00,16,10.94,9.50,6.37,-1.39,0.64,167
268593,14.70,0.15,1229,0.00,0.00,16,10.94,10.50,6.40,-1.39,0.64,167
268781,14.53,0.15,1245,0.00,0.00,16,10.94,9.50,6.22,-1.39,0.64,167
268968,14.54,0.15,1254,0.00,0.00,16,10.94,8.50,6.26,-1.39,0.64,167
269140,14.65,0.15,1243,0.00,0.00,16,10.94,10.00,6.18,-1.39,0.64,167
269327,14.70,0.15,1246,0.00,0.00,16,10.94,10.00,6.18,-1.39,0.64,167
269515,14.74,0.15,1254,0.00,0.00,16,10.94,10.50,6.07,-1.39,0.64,167
269702,14.67,0.14,1248,0.00,0.00,16,10.94,10.00,5.98,-1.39,0.64,167
269874,14.62,0.15,1246,0.00,0.00,16,10.94,10.50,6.07,-1.39,0.64,167
270062,14.69,0.14,1253,0.00,0.00,16,10.94,9.50,5.94,-1.39,0.64,167
270234,14.79,0.14,1252,0.00,0.00,16,10.94,10.50,5.98,-1.39,0.64,167
270421,14.87,0.14,1248,0.00,0.00,16,10.94,10.50,5.91,-1.39,0.64,167
270608,15.00,0.14,1258,0.00,0.00,16,10.94,9.50,6.04,-1.39,0.64,167
270780,14.92,0.15,1253,0.00,0.00,16,10.94,10.50,6.44,-1.39,0.66,167
270968,14.81,0.15,1269,0.00,0.00,16,11.99,11.00,6.88,-1.39,0.68,167
271144,14.73,0.15,1308,0.00,0.00,16,14.45,13.50,6.33,-1.39,0.70,167
271335,14.63,0.16,1336,0.00,0.00,16,18.32,17.50,6.92,-1.39,0.72,167
271507,14.53,0.16,1420,0.00,0.00,16,23.59,22.50,7.57,-1.39,0.74,167
271694,14.63,0.16,1482,0.00,0.00,16,27.11,26.00,8.14,-1.39,0.74,167
271882,14.77,0.16,1577,0.00,0.00,16,28.16,27.50,8.44,-1.39,0.74,167
272054,14.85,0.16,1660,0.00,0.00,16,29.57,29.00,8.82,-1.39,0.76,167
272241,14.90,0.16,1694,0.00,0.00,16,29.57,29.50,8.82,-1.39,0.76,167
272429,14.77,0.16,1664,0.00,0.00,16,29.22,29.50,8.91,-1.39,0.76,167
272601,14.53,0.17,1608,0.00,0.00,16,28.52,28.50,9.09,-1.39,0.76,167
272788,14.21,0.18,1554,0.00,0.00,16,27.46,27.50,9.09,-1.39,0.76,167
272979,14.08,0.13,1546,0.00,0.00,16,24.30,28.50,5.55,-1.39,0.64,167
273151,14.03,0.11,1586,0.00,0.00,16,10.59,9.50,4.95,-1.39,0.64,167
273343,13.53,0.10,1488,0.00,0.00,16,7.42,15.50,7.57,-1.39,0.64,167
273515,13.72,0.11,1351,0.00,0.00,16,7.77,15.50,4.82,-1.39,0.64,167
273702,14.25,0.13,1242,0.00,0.00,16,7.77,15.50,5.14,-1.39,0.64,167
273890,14.77,0.13,1206,0.00,0.00,16,7.77,15.50,5.33,-1.39,0.64,167
274062,14.84,0.13,1202,0.00,0.00,16,7.77,15.50,5.14,-1.39,0.64,167
274248,14.81,0.14,1184,0.00,0.00,16,8.12,16.00,5.40,-1.08,0.64,167
274436,14.30,0.15,1182,0.00,0.00,16,7.77,15.50,5.74,-1.08,0.68,167
274608,14.31,0.15,1220,0.00,0.00,16,7.77,10.00,6.18,-1.39,0.68,167
274795,14.66,0.15,1186,0.00,0.00,16,10.23,10.00,5.87,-1.08,0.68,167
274982,14.85,0.16,1108,0.00,0.00,16,12.70,11.50,5.94,-1.08,0.68,167
275154,15.03,0.15,1079,0.00,0.00,16,12.34,22.50,5.59,-1.08,0.64,167
275342,14.95,0.13,1146,0.00,0.00,16,8.12,11.00,4.40,-1.08,0.64,167
275529,14.77,0.12,1128,0.00,0.00,16,8.12,12.00,4.64,-1.08,0.64,169
275701,14.67,0.15,1078,0.00,0.00,16,8.12,15.50,5.17,-1.08,0.64,169
275889,14.48,0.16,1084,0.00,0.00,16,8.12,13.50,5.65,-1.08,0.64,169
276076,14.63,0.16,1110,0.00,0.00,16,8.12,10.50,5.74,-1.08,0.64,169
276264,14.77,0.16,1100,0.00,0.00,16,8.12,10.50,5.78,-1.08,0.64,169
276436,14.82,0.16,1111,0.00,0.00,16,8.12,9.00,5.78,-1.08,0.64,169
276623,15.00,0.16,1098,0.00,0.00,16,8.12,10.50,5.78,-1.08,0.64,169
276810,15.45,0.16,1106,0.00,0.00,16,8.12,9.00,5.81,-1.08,0.64,169
276998,15.38,0.16,1100,0.00,0.00,16,8.12,9.00,5.85,-1.08,0.64,169
277170,15.39,0.16,1115,0.00,0.00,16,8.12,7.50,5.85,-1.08,0.64,169
277357,15.35,0.16,1115,0.00,0.00,16,8.12,7.50,5.85,-1.08,0.64,169
277529,15.32,0.18,1109,0.00,0.00,16,8.12,8.00,6.73,-1.08,0.68,169
277717,15.11,0.17,1156,0.00,0.00,16,10.59,9.00,6.95,-1.08,0.70,169
277904,14.90,0.17,1231,0.00,0.00,16,14.10,13.00,7.06,-1.39,0.72,169
278076,14.82,0.16,1330,0.00,0.00,16,19.38,18.50,7.33,-1.39,0.72,169
278264,14.97,0.16,1441,0.00,0.00,16,25.70,24.00,7.46,-1.39,0.74,169
278451,14.93,0.16,1510,0.00,0.00,16,27.46,26.50,8.31,-1.39,0.76,169
278623,15.00,0.20,1605,0.00,0.00,16,30.62,29.50,10.28,-1.39,0.82,169
278810,14.70,0.21,1748,0.00,0.00,16,33.09,32.50,12.37,-1.39,0.82,169
278998,14.30,0.21,1788,0.00,0.00,16,33.44,33.00,12.70,-1.39,0.82,169
279170,14.72,0.24,1714,0.00,0.00,16,30.62,32.00,12.90,-1.39,0.82,169
279357,14.74,0.26,1543,0.00,0.00,16,29.22,29.00,12.85,-1.39,0.82,169
279545,14.11,0.31,1346,0.00,0.00,16,29.22,29.50,12.96,-1.39,0.84,169
279717,13.25,0.33,1165,0.00,0.00,16,25.35,25.00,13.26,-1.08,0.84,169
279904,12.76,0.31,1279,0.00,0.00,16,28.87,28.50,12.85,-1.08,0.84,169
280091,13.44,0.31,1293,0.00,0.00,16,28.87,28.50,13.45,-1.39,0.84,169
280263,14.58,0.29,1413,0.00,0.00,16,30.27,29.50,13.39,-1.39,0.84,169
280451,14.62,0.28,1471,0.00,0.00,16,29.92,29.50,13.32,-1.39,0.84,169
280638,14.84,0.27,1572,0.00,0.00,16,29.57,29.50,13.58,-1.39,0.84,169
280810,14.87,0.25,1632,0.00,0.00,16,31.33,30.00,13.65,-1.39,0.84,169
280998,14.95,0.24,1714,0.00,0.00,16,32.73,32.00,14.09,-1.39,0.86,169
281185,14.87,0.24,1810,0.00,0.00,16,35.20,34.00,14.73,-1.39,0.86,169
281366,14.90,0.23,1879,0.00,0.00,16,36.60,35.50,15.06,-1.39,0.88,169
281538,14.68,0.23,1979,0.00,0.00,16,38.36,38.00,15.48,-1.39,0.88,169
281726,14.82,0.24,2032,0.00,0.00,16,40.12,39.00,16.96,-1.70,0.90,169
281913,14.69,0.27,2127,0.00,0.00,16,41.88,41.00,18.41,-2.01,0.94,169
282090,14.34,0.27,2215,0.00,0.00,16,43.28,42.50,19.73,-2.32,0.94,169
282277,14.03,0.28,2316,0.00,0.00,16,44.69,44.00,21.19,-2.63,0.94,169
282449,14.19,0.28,2413,0.00,0.00,16,45.39,45.00,22.31,-2.94,0.94,169
282637,14.16,0.27,2497,0.00,0.00,16,45.04,45.00,23.14,-3.25,0.94,169
282824,14.08,0.27,2593,0.00,0.00,16,45.04,44.50,22.41,-3.56,0.94,169
282996,14.44,0.26,2698,0.00,0.00,16,44.69,44.50,23.63,-3.87,0.94,169
283183,14.32,0.26,2765,0.00,0.00,16,44.34,44.00,24.23,-4.18,0.94,169
283371,13.78,0.24,2850,0.00,0.00,16,44.34,44.00,23.74,-4.18,0.92,169
283543,13.86,0.24,2909,0.00,0.00,16,44.34,44.00,23.63,-4.18,0.92,169
283730,13.91,0.23,3014,0.00,0.00,16,44.34,44.00,23.44,-4.18,0.90,169
283918,13.53,0.15,3065,0.00,0.00,16,38.36,43.50,14.78,-4.18,0.64,169
284090,11.58,0.11,2886,0.00,0.00,16,15.86,19.00,10.64,-4.18,0.64,169
284277,12.29,0.12,2689,0.00,0.00,16,5.66,6.00,10.74,-3.87,0.64,169
284465,15.11,0.12,2318,0.00,0.00,16,4.61,4.50,9.61,-2.94,0.64,169
284637,23.34,0.13,1956,0.00,0.00,16,4.96,4.50,7.90,-1.39,0.64,169
284824,23.76,0.16,1615,0.00,0.00,16,7.07,14.50,8.23,-1.39,0.64,169
285011,23.60,0.14,1426,0.00,0.00,16,7.77,15.50,6.18,-1.39,0.64,169
285199,23.89,0.15,1194,0.00,0.00,16,7.77,15.50,6.33,-1.39,0.64,169
285371,23.79,0.13,1296,0.00,0.00,16,7.77,7.00,5.72,-1.39,0.64,169
285558,20.66,0.14,1277,0.00,0.00,16,7.77,9.00,5.87,-1.39,0.64,169
285746,15.13,0.14,1274,0.00,0.00,16,7.77,8.50,5.87,-1.39,0.64,171
285933,14.67,0.13,1277,0.00,0.00,16,7.77,8.00,5.65,-1.39,0.64,171
286105,14.17,0.14,1260,0.00,0.00,16,7.77,9.50,6.11,-1.39,0.68,171
286293,13.97,0.15,1276,0.00,0.00,16,9.88,8.00,6.92,-1.39,0.70,171
286480,13.93,0.14,1410,0.00,0.00,16,14.10,12.50,6.73,-1.39,0.72,171
286652,13.99,0.15,1637,0.00,0.00,16,22.54,20.00,8.06,-1.39,0.76,171
286839,14.82,0.18,1708,0.00,0.00,16,29.92,30.00,9.92,-1.39,0.78,171
287027,15.13,0.20,1654,0.00,0.00,16,30.98,30.00,10.47,-1.39,0.80,171
287199,14.51,0.21,1665,0.00,0.00,16,31.33,30.50,11.46,-1.39,0.82,171
287386,14.65,0.24,1691,0.00,0.00,16,32.03,31.50,13.08,-1.39,0.86,171
287574,14.72,0.27,1729,0.00,0.00,16,32.73,33.00,15.62,-1.39,0.88,171
287746,13.97,0.27,1744,0.00,0.00,16,33.79,33.00,16.29,-1.39,0.88,171
287933,14.15,0.25,1777,0.00,0.00,16,34.49,34.00,16.23,-1.39,0.90,171
288120,14.72,0.26,1816,0.00,0.00,16,35.20,34.50,15.85,-1.39,0.88,171
288293,14.62,0.24,1851,0.00,0.00,16,35.55,35.50,14.34,-1.39,0.80,171
288484,14.74,0.19,1854,0.00,0.00,16,34.84,34.50,10.85,-1.39,0.80,171
288656,13.59,0.17,1874,0.00,0.00,16,33.79,33.50,10.74,-1.39,0.80,171
288843,13.93,0.17,1916,0.00,0.00,16,34.14,34.00,10.85,-1.39,0.78,171
289030,14.39,0.16,1928,0.00,0.00,16,33.79,34.00,10.23,-1.39,0.78,171
289206,14.26,0.15,1920,0.00,0.00,16,33.44,33.00,9.53,-1.39,0.76,171
289393,14.05,0.15,1912,0.00,0.00,16,33.44,33.00,9.17,-1.39,0.76,171
289581,14.18,0.13,1918,0.00,0.00,16,32.38,33.00,9.31,-1.39,0.76,171
289753,14.43,0.14,1922,0.00,0.00,16,33.09,33.00,9.31,-1.39,0.64,171
289940,14.09,0.09,1844,0.00,0.00,16,17.27,19.50,4.29,-1.39,0.64,171
290127,13.91,0.11,1786,0.00,0.00,16,5.66,13.50,6.22,-1.39,0.64,171
290300,15.05,0.15,1571,0.00,0.00,16,7.42,15.00,6.73,-1.39,0.64,171
290491,17.47,0.14,1223,0.00,0.00,16,8.12,15.50,5.94,-1.39,0.64,171
290663,24.18,0.13,1242,0.00,0.00,16,7.77,11.50,5.33,-1.39,0.64,171
290851,23.30,0.12,1235,0.00,0.00,16,7.77,11.50,5.04,-1.39,0.64,171
291038,17.08,0.13,1213,0.00,0.00,16,7.77,13.00,5.17,-1.39,0.64,171
291210,14.68,0.13,1194,0.00,0.00,16,8.12,13.50,5.33,-1.08,0.64,171
291398,14.17,0.13,1200,0.00,0.00,16,7.77,11.50,5.27,-1.08,0.64,171
291585,13.93,0.13,1196,0.00,0.00,16,8.12,10.50,5.14,-1.08,0.64,171
291757,13.76,0.13,1187,0.00,0.00,16,8.12,11.00,5.30,-1.08,0.64,171
291945,13.93,0.14,1182,0.00,0.00,16,7.77,11.00,5.49,-1.08,0.64,171
292132,14.28,0.14,1190,0.00,0.00,16,8.12,9.50,5.55,-1.08,0.64,171
292304,14.35,0.15,1182,0.00,0.00,16,8.12,10.00,5.65,-1.08,0.64,171
292491,14.42,0.14,1196,0.00,0.00,16,8.12,7.50,5.68,-1.08,0.64,171
292668,14.44,0.15,1170,0.00,0.00,16,8.12,10.50,5.72,-1.08,0.64,171
292855,14.43,0.15,1178,0.00,0.00,16,7.77,9.00,5.98,-1.08,0.64,171
293043,14.51,0.15,1185,0.00,0.00,16,8.12,8.00,5.94,-1.08,0.64,171
293215,14.58,0.16,1187,0.00,0.00,16,8.12,8.00,6.07,-1.08,0.64,171
293402,14.67,0.15,1206,0.00,0.00,16,7.77,6.00,6.15,-1.39,0.64,171
293590,14.65,0.15,1211,0.00,0.00,16,7.77,5.50,6.15,-1.39,0.64,171
293777,14.67,0.16,1204,0.00,0.00,16,7.77,6.50,6.18,-1.08,0.64,171
293949,14.65,0.15,1198,0.00,0.00,16,7.77,7.50,6.11,-1.08,0.64,171
294136,14.73,0.16,1189,0.00,0.00,16,7.77,8.50,6.22,-1.08,0.64,171
294324,14.63,0.15,1220,0.00,0.00,16,7.77,5.50,6.18,-1.39,0.64,171
294500,14.74,0.15,1222,0.00,0.00,16,7.77,6.00,5.91,-1.39,0.64,171
294687,14.74,0.15,1210,0.00,0.00,16,7.77,7.50,5.91,-1.39,0.66,171
294859,14.69,0.16,1202,0.00,0.00,16,9.18,8.00,7.03,-1.39,0.70,172
295050,14.60,0.22,1278,0.00,0.00,16,14.80,13.50,8.45,-1.39,0.78,172
295222,13.76,0.22,1392,0.00,0.00,16,26.76,22.00,10.64,-1.39,0.80,172
295409,13.45,0.22,1588,0.00,0.00,16,30.27,29.00,11.88,-1.39,0.82,172
295586,14.76,0.25,1660,0.00,0.00,16,31.68,30.50,13.14,-1.39,0.86,172
295773,14.87,0.27,1712,0.00,0.00,16,32.73,32.00,15.40,-1.39,0.88,172
295961,14.56,0.28,1725,0.00,0.00,16,33.09,33.00,16.14,-1.39,0.90,172
296133,14.25,0.29,1712,0.00,0.00,16,33.79,33.50,16.82,-1.39,0.90,172
296320,14.51,0.31,1707,0.00,0.00,16,34.14,34.00,17.19,-1.39,0.90,172
296508,14.39,0.33,1617,0.00,0.00,16,33.79,33.50,17.48,-1.39,0.92,172
296684,14.09,0.37,1443,0.00,0.00,16,29.22,30.50,17.19,-1.39,0.92,172
296872,13.40,0.42,1209,0.00,0.00,16,22.19,22.00,16.58,-1.39,0.92,172
297044,13.28,0.38,1072,0.00,0.00,16,21.48,17.50,15.19,-1.08,0.94,172
297231,13.03,0.38,1158,0.00,0.00,16,23.24,21.50,15.41,-1.08,0.94,172
297419,14.39,0.39,1220,0.00,0.00,16,24.30,23.50,16.00,-1.39,0.96,172
297591,14.79,0.40,1302,0.00,0.00,16,25.35,24.50,17.48,-0.77,0.98,172
297783,14.74,0.40,1365,0.00,0.00,16,26.41,27.00,18.50,-0.77,1.00,172
297955,14.58,0.40,1450,0.00,0.00,16,27.46,28.00,19.27,-0.77,1.00,172
298142,14.73,0.39,1520,0.00,0.00,16,29.92,29.50,20.15,-0.46,1.00,172
298329,14.87,0.38,1592,0.00,0.00,16,32.03,32.00,20.57,-0.46,1.00,172
298501,14.95,0.38,1645,0.00,0.00,16,33.44,33.00,21.80,-0.46,1.00,172
298689,14.87,0.38,1738,0.00,0.00,16,34.84,34.00,22.41,-0.46,1.00,172
298876,14.72,0.37,1810,0.00,0.00,16,36.25,35.50,22.50,-0.46,1.00,172
299053,14.63,0.37,1876,0.00,0.00,16,37.30,37.00,22.86,-0.15,1.00,172
299240,14.35,0.36,1936,0.00,0.00,16,38.71,38.50,22.96,-0.15,1.00,172
299412,14.51,0.34,1972,0.00,0.00,16,39.77,39.00,23.44,-0.15,1.00,172
299600,14.25,0.34,2038,0.00,0.00,16,40.47,40.00,23.05,-0.77,1.00,172
299772,14.48,0.32,2105,0.00,0.00,16,40.82,40.50,23.34,-0.77,1.00,172
299959,14.67,0.33,2164,0.00,0.00,16,41.52,41.50,23.44,-1.08,1.00,172
300147,14.23,0.32,2225,0.00,0.00,16,42.23,42.50,23.05,-1.39,0.98,172
300334,14.25,0.29,2259,0.00,0.00,16,43.28,42.50,24.80,-1.70,0.96,172
300506,14.34,0.30,2286,0.00,0.00,16,43.98,43.50,23.44,-2.63,0.96,172
300693,14.06,0.28,2342,0.00,0.00,16,44.34,44.00,22.86,-2.63,0.94,172
300881,14.28,0.27,2371,0.00,0.00,16,45.39,45.00,22.06,-2.94,0.92,172
301053,14.44,0.27,2424,0.00,0.00,16,45.74,45.00,21.62,-2.94,0.92,172
301240,14.15,0.26,2468,0.00,0.00,16,45.39,45.00,21.44,-2.94,0.90,172
301428,13.70,0.24,2490,0.00,0.00,16,44.34,44.50,20.14,-3.25,0.88,172
301600,13.65,0.23,2526,0.00,0.00,16,43.98,43.50,19.04,-3.25,0.86,172
301787,13.80,0.22,2537,0.00,0.00,16,43.63,43.50,18.49,-3.56,0.86,172
301974,13.70,0.21,2557,0.00,0.00,16,43.63,43.50,17.71,-3.56,0.84,172
302146,13.49,0.21,2573,0.00,0.00,16,43.63,43.50,18.33,-3.56,0.84,172
302334,13.38,0.21,2600,0.00,0.00,16,43.63,43.50,18.01,-3.56,0.84,174
302521,13.38,0.21,2581,0.00,0.00,16,43.63,43.00,17.10,-3.56,0.84,174
302693,13.46,0.19,2649,0.00,0.00,16,43.28,43.00,17.33,-3.56,0.84,174
302881,13.44,0.18,2660,0.00,0.00,16,41.88,42.50,15.68,-3.87,0.80,174
303068,13.39,0.18,2637,0.00,0.00,16,41.88,41.50,15.53,-3.87,0.80,174
303240,13.29,0.17,2671,0.00,0.00,16,41.17,41.00,14.90,-3.87,0.80,174
303428,13.57,0.17,2678,0.00,0.00,16,41.17,41.50,15.24,-3.87,0.78,174
303615,13.22,0.14,2691,0.00,0.00,16,38.71,40.00,13.38,-3.87,0.76,174
303787,13.34,0.14,2671,0.00,0.00,16,38.36,38.50,12.46,-3.87,0.74,174
303974,13.49,0.13,2649,0.00,0.00,16,37.66,37.00,11.65,-3.87,0.72,174
304151,13.77,0.12,2682,0.00,0.00,16,36.60,36.50,10.68,-3.87,0.68,174
304338,14.02,0.11,2607,0.00,0.00,16,26.41,27.50,9.83,-3.56,0.64,174
304526,15.59,0.11,2621,0.00,0.00,16,7.42,14.00,9.56,-3.87,0.64,174
304698,20.48,0.11,2611,0.00,0.00,16,4.61,4.50,8.91,-3.56,0.64,174
304885,25.62,0.11,2560,0.00,0.00,16,4.61,4.50,9.26,-3.56,0.64,174
305073,24.43,0.10,2537,0.00,0.00,16,4.61,4.50,8.95,-3.25,0.64,174
305245,24.05,0.11,2488,0.00,0.00,16,4.26,4.50,9.08,-3.25,0.64,174
305448,23.82,0.11,2437,0.00,0.00,16,4.26,4.00,8.87,-3.25,0.64,174
305620,23.68,0.10,2400,0.00,0.00,16,4.26,4.00,7.90,-2.94,0.64,174
305807,24.02,0.10,2379,0.00,0.00,16,4.26,4.00,8.35,-2.94,0.64,174
305994,23.75,0.10,2330,0.00,0.00,16,3.91,3.50,7.49,-2.63,0.64,174
306166,23.77,0.09,2301,0.00,0.00,16,3.91,3.50,7.10,-2.63,0.64,174
306354,24.07,0.10,2249,0.00,0.00,16,3.91,3.50,7.29,-2.63,0.66,174
306541,24.02,0.10,2217,0.00,0.00,16,3.91,3.50,6.99,-2.32,0.68,174
306713,24.06,0.11,2187,0.00,0.00,16,3.91,3.50,7.98,-2.32,0.68,174
306901,24.11,0.10,2162,0.00,0.00,16,10.23,9.00,7.06,-2.01,0.70,174
307088,23.57,0.11,2108,0.00,0.00,16,15.86,13.00,7.46,-2.01,0.70,174
307260,20.72,0.11,2088,0.00,0.00,16,22.19,20.00,7.06,-2.01,0.70,174
307448,15.01,0.11,2078,0.00,0.00,16,29.22,27.00,7.86,-1.70,0.70,174
307635,12.89,0.11,2072,0.00,0.00,16,33.44,33.00,7.70,-1.70,0.70,174
307807,12.34,0.11,2061,0.00,0.00,16,33.44,33.00,7.78,-1.70,0.70,174
307994,12.56,0.11,2034,0.00,0.00,16,33.09,33.00,7.74,-1.70,0.70,174
308182,12.88,0.12,2043,0.00,0.00,16,33.09,33.00,7.49,-1.70,0.70,174
