Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Battery Voltage (V),Alternator Duty (%),Throttle Opening Angle (%)
561407,14.70,0.23,1818,0.00,0.00,16,34.84,34.00,7.84,14.15,-1.39,0.88,13.68,0.00,7.06
561610,14.47,0.23,1830,0.00,0.00,16,34.49,34.00,7.84,13.78,-1.39,0.88,13.68,0.00,7.06
561813,14.36,0.22,1838,0.00,0.00,16,34.84,34.00,7.84,13.71,-1.39,0.88,13.60,0.00,7.06
562021,14.70,0.22,1833,0.00,0.00,16,34.84,34.00,7.84,14.02,-1.39,0.88,13.68,0.00,7.06
562216,14.70,0.22,1834,0.00,0.00,16,35.20,34.00,7.84,13.78,-1.39,0.88,13.68,0.00,7.06
562418,14.47,0.22,1848,0.00,0.00,16,34.84,34.00,7.84,13.84,-1.39,0.88,13.68,0.00,7.06
562618,14.81,0.22,1857,0.00,0.00,16,35.20,34.00,7.84,13.84,-1.39,0.88,13.68,0.00,7.06
562808,14.59,0.22,1842,0.00,0.00,16,34.84,34.50,7.69,13.78,-1.39,0.88,13.68,0.00,7.06
563011,14.59,0.22,1843,0.00,0.00,16,34.84,34.50,7.69,13.84,-1.39,0.88,13.60,0.00,7.06
563215,14.70,0.22,1862,0.00,0.00,16,34.84,34.00,7.69,13.51,-1.39,0.88,13.68,0.00,7.06
563411,14.70,0.22,1848,0.00,0.00,16,34.84,34.00,7.69,13.26,-1.39,0.88,13.60,0.00,6.67
563614,14.70,0.22,1860,0.00,0.00,16,35.20,34.50,7.69,13.78,-1.39,0.88,13.68,0.00,6.67
563817,14.70,0.21,1862,0.00,0.00,16,35.20,34.50,7.55,13.15,-1.39,0.86,13.60,0.00,6.67
564005,14.47,0.21,1870,0.00,0.00,16,35.20,34.50,7.40,13.39,-1.39,0.86,13.68,0.00,6.67
564215,14.70,0.21,1860,0.00,0.00,16,34.84,34.50,7.40,13.14,-1.39,0.86,13.52,0.00,6.67
564402,14.70,0.21,1860,0.00,0.00,16,35.20,34.50,7.40,13.32,-1.39,0.86,13.68,0.00,6.67
564605,14.59,0.21,1851,0.00,0.00,16,35.20,34.00,7.40,12.70,-1.39,0.86,13.60,0.00,6.67
564808,14.47,0.21,1862,0.00,0.00,16,34.84,34.50,7.40,13.31,-1.39,0.86,13.68,0.00,6.67
565011,14.59,0.21,1858,0.00,0.00,16,34.84,34.00,7.40,12.96,-1.39,0.86,13.60,0.00,6.67
565214,14.70,0.21,1875,0.00,0.00,16,35.20,34.50,7.40,12.96,-1.39,0.86,13.60,0.00,6.67
565416,14.47,0.20,1874,0.00,0.00,16,35.20,34.50,7.40,13.07,-1.39,0.86,13.68,0.00,6.67
565613,14.47,0.21,1877,0.00,0.00,16,34.84,34.50,7.40,13.12,-1.39,0.86,13.68,0.00,6.67
565812,14.01,0.20,1884,0.00,0.00,16,35.20,35.00,7.25,12.79,-1.39,0.86,13.68,0.00,6.27
566015,14.36,0.20,1870,0.00,0.00,16,34.84,34.00,7.11,11.76,-1.39,0.84,13.68,0.00,5.49
566219,14.59,0.17,1862,0.00,0.00,16,33.79,33.00,6.53,9.44,-1.39,0.80,13.68,0.00,4.71
566420,13.78,0.15,1866,0.00,0.00,16,32.73,32.00,5.95,9.22,-1.39,0.80,13.68,0.00,4.31
566617,14.13,0.13,1860,0.00,0.00,16,31.68,31.50,5.51,7.22,-1.39,0.76,13.68,0.00,3.14
566819,14.81,0.12,1868,0.00,0.00,16,30.98,30.50,5.08,6.37,-1.39,0.76,13.68,0.00,3.14
567032,15.39,0.12,1871,0.00,0.00,16,31.33,30.50,4.64,7.41,-1.39,0.74,13.60,0.00,2.75
567231,15.73,0.10,1855,0.00,0.00,16,30.27,30.00,4.35,6.11,-1.39,0.70,13.68,0.00,1.96
567433,15.16,0.09,1842,0.00,0.00,16,25.70,26.50,3.77,4.97,-1.39,0.64,13.60,0.00,0.00
567633,15.04,0.08,1855,0.00,0.00,16,14.10,16.00,3.34,4.75,-1.39,0.64,13.68,0.00,0.00
567816,17.23,0.08,1848,0.00,0.00,16,14.10,14.00,3.34,5.59,-1.39,0.64,13.68,0.00,0.00
568019,19.75,0.08,1830,0.00,0.00,16,14.10,14.00,3.34,5.21,-1.39,0.64,13.68,0.00,0.00
568230,23.43,0.08,1821,0.00,0.00,16,14.10,14.00,3.34,4.53,-1.39,0.64,13.68,0.00,0.00
568431,24.92,0.08,1820,0.00,0.00,16,14.10,14.00,3.34,4.73,-1.39,0.64,13.68,0.00,0.00
568628,23.66,0.07,1806,0.00,0.00,16,14.10,14.00,3.34,4.09,-1.39,0.66,13.68,0.00,0.00
568826,23.89,0.08,1797,0.00,0.00,16,14.10,14.00,3.34,5.33,-1.39,0.66,13.68,0.00,0.00
569021,24.00,0.06,1781,0.00,0.00,16,14.10,14.00,3.48,3.89,-1.39,0.66,13.68,0.00,0.00
569225,24.00,0.09,1773,0.00,0.00,16,14.10,14.00,3.48,5.30,-1.39,0.68,13.68,0.00,0.39
569432,24.00,0.10,1760,0.00,0.00,16,14.10,14.00,3.63,6.37,-1.39,0.68,13.68,0.00,0.78
569626,24.12,0.11,1762,0.00,0.00,16,14.10,14.00,3.77,6.66,-1.39,0.68,13.68,0.00,1.18
569823,23.77,0.11,1757,0.00,0.00,16,17.27,15.50,3.92,6.66,-1.39,0.70,13.68,0.00,1.57
570026,23.77,0.12,1749,0.00,0.00,16,20.78,19.00,3.77,6.95,-1.39,0.72,13.68,0.00,1.96
570236,18.60,0.14,1750,0.00,0.00,16,26.05,25.00,4.06,8.19,-1.39,0.74,13.60,0.00,2.75
570429,12.63,0.14,1742,0.00,0.00,16,29.92,29.50,4.50,8.03,-1.39,0.78,13.68,0.00,3.92
570631,11.94,0.16,1734,0.00,0.00,16,30.62,30.00,5.08,9.00,-1.39,0.80,13.60,0.00,4.71
570835,13.90,0.21,1739,0.00,0.00,16,32.73,32.00,6.09,11.93,-1.39,0.86,13.68,0.00,6.67
571022,15.50,0.24,1752,0.00,0.00,16,32.73,32.50,7.11,13.69,-1.39,0.88,13.60,0.00,7.06
571232,15.50,0.25,1759,0.00,0.00,16,33.09,33.00,7.98,14.53,-1.39,0.90,13.68,0.00,7.84
571434,15.62,0.26,1724,0.00,0.00,16,32.73,32.00,8.42,15.31,-1.39,0.92,13.60,0.00,8.24
571634,15.27,0.27,1757,0.00,0.00,16,33.09,33.00,8.71,15.68,-1.39,0.92,13.68,0.00,8.24
571821,15.39,0.28,1761,0.00,0.00,16,34.14,33.50,8.85,16.27,-1.39,0.92,13.60,0.00,8.24
572024,15.16,0.27,1738,0.00,0.00,16,34.14,33.00,8.85,16.13,-1.39,0.92,13.60,0.00,8.24
572231,14.70,0.28,1755,0.00,0.00,16,33.79,33.00,8.85,16.27,-1.39,0.92,13.68,0.00,8.24
572424,15.04,0.28,1776,0.00,0.00,16,33.79,33.50,8.85,16.13,-1.39,0.92,13.60,0.00,8.24
572627,14.93,0.25,1770,0.00,0.00,16,33.79,33.00,8.85,15.82,-1.39,0.92,13.68,0.00,8.24
572814,14.81,0.27,1774,0.00,0.00,16,34.14,33.00,8.85,16.05,-1.39,0.92,13.68,0.00,8.24
573018,14.59,0.27,1771,0.00,0.00,16,34.49,34.00,8.85,16.13,-1.39,0.92,13.68,0.00,8.24
573224,14.13,0.27,1780,0.00,0.00,16,34.49,33.50,8.85,16.36,-1.39,0.92,13.68,0.00,8.24
573427,14.70,0.26,1772,0.00,0.00,16,34.49,33.50,8.85,15.90,-1.39,0.92,13.60,0.00,8.24
573614,14.81,0.27,1791,0.00,0.00,16,34.49,34.00,8.85,16.13,-1.39,0.92,13.68,0.00,8.24
573818,14.47,0.27,1783,0.00,0.00,16,34.14,34.00,8.85,16.13,-1.39,0.92,13.60,0.00,8.24
574021,14.59,0.27,1812,0.00,0.00,16,35.20,34.00,8.85,16.50,-1.39,0.92,13.68,0.00,8.24
574226,14.70,0.26,1812,0.00,0.00,16,34.84,34.00,8.85,16.13,-1.39,0.90,13.60,0.00,8.24
574433,14.70,0.26,1806,0.00,0.00,16,34.84,34.00,8.56,15.68,-1.39,0.90,13.60,0.00,7.84
574635,14.81,0.23,1810,0.00,0.00,16,34.49,34.00,8.13,13.07,-1.39,0.84,13.60,0.00,6.27
574835,14.47,0.20,1819,0.00,0.00,16,33.79,33.50,7.25,11.55,-1.39,0.84,13.68,0.00,5.49
575023,14.13,0.19,1815,0.00,0.00,16,33.44,33.00,6.82,11.60,-1.39,0.84,13.60,0.00,5.49
575232,14.36,0.18,1825,0.00,0.00,16,33.09,33.00,6.67,11.08,-1.39,0.82,13.68,0.00,5.49
575434,14.59,0.19,1813,0.00,0.00,16,33.44,32.50,6.53,11.13,-1.39,0.82,13.60,0.00,5.49
575626,14.81,0.19,1825,0.00,0.00,16,33.44,33.00,6.53,11.38,-1.39,0.82,13.68,0.00,5.49
575829,14.59,0.18,1818,0.00,0.00,16,33.09,32.50,6.53,11.08,-1.39,0.82,13.68,0.00,5.49
576032,14.70,0.18,1831,0.00,0.00,16,33.09,32.50,6.53,10.47,-1.39,0.82,13.68,0.00,5.49
576231,15.16,0.18,1818,0.00,0.00,16,33.79,32.50,6.53,11.14,-1.39,0.82,13.68,0.00,5.49
576428,14.93,0.19,1823,0.00,0.00,16,33.44,32.50,6.53,11.38,-1.39,0.82,13.68,0.00,5.49
576631,14.59,0.18,1824,0.00,0.00,16,33.44,32.50,6.53,11.04,-1.39,0.82,13.68,0.00,5.49
576829,14.36,0.18,1820,0.00,0.00,16,33.79,33.00,6.53,11.18,-1.39,0.82,13.68,0.00,5.49
577034,14.70,0.18,1819,0.00,0.00,16,33.44,33.00,6.53,10.48,-1.39,0.82,13.60,0.00,5.49
577227,14.59,0.19,1831,0.00,0.00,16,33.44,33.00,6.38,10.93,-1.39,0.82,13.68,0.00,5.49
577429,14.81,0.18,1830,0.00,0.00,16,33.09,32.50,6.38,10.48,-1.39,0.82,13.52,0.00,5.49
577632,14.70,0.17,1823,0.00,0.00,16,32.73,32.50,6.24,9.44,-1.39,0.80,13.68,0.00,4.71
577820,14.81,0.16,1834,0.00,0.00,16,32.38,31.50,5.80,9.70,-1.39,0.80,13.60,0.00,4.71
578023,15.16,0.15,1834,0.00,0.00,16,32.03,31.50,5.66,9.04,-1.39,0.80,13.68,0.00,4.31
578224,14.81,0.15,1819,0.00,0.00,16,31.68,31.00,5.51,9.09,-1.39,0.80,13.60,0.00,4.31
578425,14.70,0.14,1832,0.00,0.00,16,32.03,31.00,5.51,8.87,-1.39,0.80,13.68,0.00,4.31
578624,14.59,0.15,1822,0.00,0.00,16,31.68,31.00,5.51,9.04,-1.39,0.80,13.60,0.00,4.31
578822,14.24,0.14,1825,0.00,0.00,16,31.68,31.00,5.51,8.65,-1.39,0.80,13.68,0.00,4.31
579012,14.59,0.15,1820,0.00,0.00,16,31.68,31.00,5.51,8.96,-1.39,0.80,13.60,0.00,4.31
579208,14.81,0.15,1800,0.00,0.00,16,31.33,30.50,5.51,8.78,-1.39,0.80,13.68,0.00,4.31
579412,14.93,0.14,1819,0.00,0.00,16,32.03,31.00,5.51,8.95,-1.39,0.80,13.68,0.00,4.31
579615,15.27,0.14,1841,0.00,0.00,16,31.68,31.50,5.51,8.77,-1.39,0.80,13.68,0.00,4.31
579818,14.81,0.15,1814,0.00,0.00,16,31.68,31.00,5.51,9.00,-1.39,0.80,13.68,0.00,4.31
580021,14.47,0.15,1813,0.00,0.00,16,31.68,31.00,5.51,9.09,-1.39,0.80,13.68,0.00,4.31
580225,14.01,0.14,1818,0.00,0.00,16,31.33,31.00,5.51,8.74,-1.39,0.80,13.68,0.00,4.31
580426,14.47,0.15,1818,0.00,0.00,16,31.68,31.50,5.51,9.13,-1.39,0.80,13.60,0.00,4.31
580624,14.81,0.15,1802,0.00,0.00,16,31.33,31.00,5.51,9.04,-1.39,0.80,13.60,0.00,4.31
580818,14.81,0.14,1810,0.00,0.00,16,32.03,30.50,5.51,8.95,-1.39,0.80,13.60,0.00,4.31
581022,15.04,0.16,1822,0.00,0.00,16,32.03,31.50,5.51,9.22,-1.39,0.80,13.60,0.00,4.31
581229,14.81,0.16,1820,0.00,0.00,16,32.03,31.00,5.51,9.22,-1.39,0.80,13.68,0.00,4.31
581416,13.90,0.15,1828,0.00,0.00,16,31.33,31.00,5.51,8.48,-1.39,0.80,13.60,0.00,4.31
581619,14.36,0.15,1810,0.00,0.00,16,31.68,31.00,5.51,9.31,-1.39,0.80,13.68,0.00,4.31
581822,14.70,0.15,1817,0.00,0.00,16,32.03,31.50,5.66,9.35,-1.39,0.80,13.60,0.00,4.71
582025,14.70,0.16,1818,0.00,0.00,16,32.03,31.00,5.66,9.39,-1.39,0.80,13.68,0.00,4.71
582213,14.59,0.16,1812,0.00,0.00,16,32.03,31.50,5.80,9.70,-1.39,0.82,13.68,0.00,4.71
582416,14.59,0.14,1817,0.00,0.00,16,31.68,31.00,5.95,8.82,-1.39,0.82,13.68,0.00,4.71
582619,14.70,0.17,1816,0.00,0.00,16,32.38,32.00,5.95,10.13,-1.39,0.82,13.68,0.00,5.10
582822,14.93,0.17,1785,0.00,0.00,16,32.73,32.00,6.09,10.43,-1.39,0.82,13.68,0.00,5.10
583025,14.13,0.18,1817,0.00,0.00,16,32.73,32.50,6.24,10.68,-1.39,0.82,13.76,0.00,5.49
583223,14.24,0.18,1802,0.00,0.00,16,33.09,32.00,6.24,10.78,-1.39,0.82,13.68,0.00,5.49
583426,14.70,0.19,1800,0.00,0.00,16,33.44,32.50,6.38,11.34,-1.39,0.84,13.68,0.00,5.49
583624,14.93,0.18,1802,0.00,0.00,16,32.73,32.00,6.53,10.23,-1.39,0.84,13.60,0.00,5.88
583809,14.81,0.19,1808,0.00,0.00,16,33.44,33.00,6.67,11.76,-1.39,0.84,13.68,0.00,5.88
584012,14.59,0.20,1814,0.00,0.00,16,33.44,33.00,6.67,11.65,-1.39,0.84,13.60,0.00,5.88
584220,14.81,0.20,1816,0.00,0.00,16,33.79,33.50,6.82,12.26,-1.39,0.84,13.68,0.00,5.88
584422,14.59,0.20,1808,0.00,0.00,16,34.14,33.00,6.82,12.20,-1.39,0.84,13.60,0.00,5.88
584609,14.59,0.19,1817,0.00,0.00,16,33.44,33.00,6.96,12.20,-1.39,0.86,13.68,0.00,5.88
584812,14.81,0.20,1814,0.00,0.00,16,33.44,33.00,6.96,11.76,-1.39,0.86,13.68,0.00,6.27
585019,14.93,0.20,1806,0.00,0.00,16,33.79,33.50,7.11,12.24,-1.39,0.86,13.60,0.00,6.27
585220,14.81,0.20,1812,0.00,0.00,16,33.79,33.00,7.11,12.24,-1.39,0.86,13.68,0.00,6.27
585422,14.59,0.21,1808,0.00,0.00,16,33.79,33.50,7.11,12.52,-1.39,0.86,13.76,0.00,6.27
585618,14.59,0.21,1825,0.00,0.00,16,34.14,33.00,7.11,12.68,-1.39,0.86,13.68,0.00,6.27
585816,14.59,0.21,1817,0.00,0.00,16,34.14,33.50,7.11,12.79,-1.39,0.86,13.76,0.00,6.27
586020,14.36,0.20,1818,0.00,0.00,16,33.79,33.00,7.11,12.03,-1.39,0.86,13.68,0.00,6.27
586224,14.81,0.21,1817,0.00,0.00,16,34.49,33.50,7.11,12.63,-1.39,0.86,13.68,0.00,6.27
586425,14.93,0.20,1816,0.00,0.00,16,34.14,33.50,7.11,12.24,-1.39,0.86,13.68,0.00,6.27
586625,14.81,0.21,1830,0.00,0.00,16,34.49,33.50,7.11,12.52,-1.39,0.86,13.68,0.00,6.27
586827,14.70,0.20,1823,0.00,0.00,16,34.49,33.50,7.11,12.30,-1.39,0.86,13.68,0.00,6.27
587024,14.70,0.21,1830,0.00,0.00,16,34.14,33.50,7.11,12.52,-1.39,0.86,13.68,0.00,6.27
587222,14.81,0.21,1829,0.00,0.00,16,34.14,33.50,7.11,12.46,-1.39,0.86,13.60,0.00,6.27
587422,14.81,0.18,1828,0.00,0.00,16,33.79,32.50,7.11,10.58,-1.39,0.84,13.68,0.00,6.27
587624,14.81,0.20,1819,0.00,0.00,16,34.14,33.00,6.96,12.04,-1.39,0.84,13.52,0.00,6.27
587823,14.81,0.19,1841,0.00,0.00,16,33.79,33.00,6.96,11.60,-1.39,0.84,13.68,0.00,5.88
588024,14.47,0.20,1830,0.00,0.00,16,34.49,33.00,6.96,11.82,-1.39,0.84,13.60,0.00,5.88
588223,14.81,0.19,1842,0.00,0.00,16,34.14,34.00,6.96,11.82,-1.39,0.84,13.60,0.00,5.88
588413,14.70,0.20,1833,0.00,0.00,16,34.49,33.50,6.96,11.92,-1.39,0.84,13.68,0.00,5.88
588616,14.59,0.20,1842,0.00,0.00,16,34.49,34.00,6.96,12.24,-1.39,0.84,13.60,0.00,5.88
588820,14.36,0.19,1863,0.00,0.00,16,34.14,33.50,6.96,11.98,-1.39,0.84,13.68,0.00,5.88
589023,14.81,0.20,1843,0.00,0.00,16,34.14,33.00,6.96,12.35,-1.39,0.84,13.60,0.00,5.88
589224,14.70,0.19,1849,0.00,0.00,16,33.79,33.00,6.96,10.98,-1.39,0.84,13.68,0.00,5.88
589424,14.81,0.18,1848,0.00,0.00,16,34.14,34.00,6.96,11.76,-1.39,0.84,13.68,0.00,5.88
589624,14.81,0.19,1844,0.00,0.00,16,33.79,34.00,6.96,11.44,-1.39,0.84,13.68,0.00,5.88
589824,14.81,0.19,1850,0.00,0.00,16,34.14,33.50,6.96,11.71,-1.39,0.84,13.68,0.00,5.88
590024,14.47,0.19,1858,0.00,0.00,16,34.14,34.00,6.96,11.82,-1.39,0.84,13.68,0.00,6.27
590221,14.70,0.19,1851,0.00,0.00,16,34.14,34.00,6.96,11.98,-1.39,0.86,13.68,0.00,6.67
590415,14.81,0.24,1860,0.00,0.00,16,35.20,35.00,7.55,14.72,-1.39,0.92,13.68,0.00,8.63
590618,13.90,0.32,1866,0.00,0.00,16,37.66,37.00,9.29,19.66,-0.77,1.00,13.68,0.00,10.59
590821,13.67,0.32,1844,0.00,0.00,16,37.66,36.50,10.16,20.06,-0.15,1.00,13.60,0.00,10.98
591009,14.70,0.33,1866,0.00,0.00,16,37.66,37.00,10.45,20.14,-0.15,1.00,13.68,0.00,10.98
591212,14.81,0.32,1872,0.00,0.00,16,37.66,37.00,10.45,19.99,-0.77,1.00,13.60,0.00,10.98
591418,15.04,0.32,1890,0.00,0.00,16,38.01,37.00,10.45,20.24,-0.77,1.00,13.68,0.00,10.59
591621,15.04,0.32,1894,0.00,0.00,16,38.01,37.50,10.30,19.73,-0.77,0.98,13.60,0.00,10.20
591824,14.70,0.31,1904,0.00,0.00,16,37.66,37.50,10.16,19.27,-1.08,0.98,13.60,0.00,9.80
592012,15.04,0.28,1902,0.00,0.00,16,37.66,37.50,10.01,19.35,-1.08,0.98,13.60,0.00,9.80
592222,14.81,0.30,1904,0.00,0.00,16,38.01,37.50,10.01,19.66,-1.08,0.98,13.60,0.00,9.80
592426,14.47,0.30,1918,0.00,0.00,16,38.01,37.50,10.01,18.87,-1.08,0.96,13.68,0.00,9.80
592623,14.36,0.28,1912,0.00,0.00,16,38.01,37.50,9.87,18.96,-1.39,0.96,13.68,0.00,9.41
592825,14.81,0.29,1933,0.00,0.00,16,38.36,37.50,9.87,18.56,-1.39,0.96,13.68,0.00,9.41
593017,14.01,0.29,1941,0.00,0.00,16,38.36,38.00,9.72,18.56,-1.39,0.96,13.68,0.00,9.41
593224,14.59,0.29,1931,0.00,0.00,16,38.01,38.00,9.58,18.10,-1.39,0.96,13.68,0.00,9.41
593420,14.59,0.28,1933,0.00,0.00,16,38.36,38.00,9.58,18.41,-1.39,0.94,13.68,0.00,9.02
593623,14.59,0.28,1954,0.00,0.00,16,38.36,38.00,9.43,18.80,-1.39,0.94,13.68,0.00,9.02
593810,14.70,0.28,1948,0.00,0.00,16,39.06,38.00,9.43,18.41,-1.39,0.94,13.68,0.00,9.02
594014,14.70,0.29,1964,0.00,0.00,16,38.71,38.00,9.43,18.32,-1.39,0.94,13.60,0.00,9.02
594221,14.36,0.27,1970,0.00,0.00,16,39.06,38.50,9.29,17.86,-1.39,0.94,13.68,0.00,9.02
594425,14.47,0.27,1958,0.00,0.00,16,38.71,38.00,9.29,17.63,-1.39,0.94,13.60,0.00,9.02
594622,14.70,0.28,1970,0.00,0.00,16,39.06,38.50,9.29,18.40,-1.39,0.94,13.68,0.00,9.02
594824,14.47,0.28,1962,0.00,0.00,16,39.06,38.00,9.29,18.56,-1.39,0.94,13.60,0.00,9.02
595017,14.59,0.26,1990,0.00,0.00,16,39.06,39.00,9.29,17.94,-1.39,0.94,13.68,0.00,9.02
595221,14.70,0.27,1976,0.00,0.00,16,39.41,38.50,9.29,17.78,-1.39,0.94,13.60,0.00,9.02
595421,14.47,0.27,1993,0.00,0.00,16,39.41,39.00,9.14,18.32,-1.39,0.94,13.68,0.00,9.02
595624,14.59,0.27,1982,0.00,0.00,16,39.77,38.50,9.14,17.94,-1.39,0.94,13.68,0.00,9.02
595827,14.81,0.28,2016,0.00,0.00,16,39.77,39.50,9.14,18.48,-1.70,0.94,13.68,0.00,9.02
599960,14.24,0.21,2007,0.00,0.00,16,38.01,38.00,7.55,14.14,-1.70,0.88,13.68,0.00,7.06
600157,14.24,0.22,2000,0.00,0.00,16,38.36,38.00,7.55,14.40,-1.70,0.88,13.68,0.00,7.06
600350,14.13,0.19,2026,0.00,0.00,16,38.01,37.50,7.55,13.69,-1.70,0.88,13.68,0.00,7.06
600553,14.70,0.21,2012,0.00,0.00,16,38.01,37.50,7.55,13.95,-1.70,0.88,13.60,0.00,7.06
600756,14.36,0.21,2000,0.00,0.00,16,38.01,38.00,7.55,14.47,-1.70,0.88,13.68,0.00,7.06
600959,14.36,0.21,2019,0.00,0.00,16,38.36,37.50,7.40,14.27,-1.70,0.88,13.60,0.00,6.67
601157,14.47,0.20,2010,0.00,0.00,16,38.01,37.50,7.40,13.49,-1.70,0.88,13.68,0.00,6.67
601357,14.70,0.21,2012,0.00,0.00,16,37.66,37.50,7.25,13.89,-1.70,0.88,13.60,0.00,6.67
601557,14.47,0.19,2005,0.00,0.00,16,37.30,37.00,7.25,13.14,-1.70,0.86,13.68,0.00,6.67
601758,14.81,0.20,2010,0.00,0.00,16,37.30,37.00,7.11,12.79,-1.70,0.86,13.68,0.00,6.67
601957,14.93,0.19,2021,0.00,0.00,16,37.30,36.50,7.11,13.07,-1.70,0.86,13.68,0.00,6.27
602155,14.47,0.18,2002,0.00,0.00,16,36.60,36.50,6.96,12.46,-1.70,0.86,13.68,0.00,6.27
602357,14.24,0.19,2018,0.00,0.00,16,36.95,36.00,6.82,12.30,-1.70,0.86,13.68,0.00,6.27
602553,14.81,0.18,2004,0.00,0.00,16,36.60,36.50,6.82,12.52,-1.39,0.86,13.68,0.00,6.27
602757,14.36,0.19,2000,0.00,0.00,16,36.95,36.50,6.82,12.57,-1.39,0.86,13.68,0.00,6.27
602945,14.47,0.18,2010,0.00,0.00,16,36.25,36.50,6.82,12.30,-1.70,0.86,13.76,0.00,6.27
603156,14.59,0.18,2009,0.00,0.00,16,36.60,35.50,6.82,12.04,-1.39,0.84,13.68,0.00,6.27
603357,14.81,0.18,2003,0.00,0.00,16,36.60,36.50,6.82,12.24,-1.70,0.84,13.68,0.00,6.27
603545,14.70,0.18,1995,0.00,0.00,16,36.60,35.50,6.82,12.63,-1.39,0.86,13.68,0.00,6.27
603752,14.70,0.19,2008,0.00,0.00,16,36.25,36.00,6.82,12.13,-1.70,0.86,13.68,0.00,5.88
603955,14.81,0.18,2002,0.00,0.00,16,36.60,36.00,6.82,12.19,-1.39,0.86,13.68,0.00,6.27
604148,14.59,0.18,1994,0.00,0.00,16,36.60,36.50,6.82,12.35,-1.70,0.86,13.60,0.00,5.88
604361,14.13,0.19,2010,0.00,0.00,16,36.95,36.50,6.82,12.57,-1.70,0.86,13.68,0.00,5.88
604560,14.59,0.18,1980,0.00,0.00,16,36.25,35.50,6.82,12.09,-1.39,0.86,13.60,0.00,6.27
604758,14.81,0.17,2008,0.00,0.00,16,35.90,36.00,6.82,11.38,-1.70,0.86,13.68,0.00,6.27
604957,14.70,0.19,1982,0.00,0.00,16,36.95,36.00,6.82,12.52,-1.39,0.86,13.60,0.00,6.27
605159,14.47,0.17,2008,0.00,0.00,16,36.25,35.50,6.82,11.29,-1.70,0.84,13.68,0.00,6.27
605346,14.47,0.18,1988,0.00,0.00,16,36.60,36.00,6.82,12.24,-1.39,0.86,13.60,0.00,6.27
605549,14.70,0.19,2000,0.00,0.00,16,36.60,36.50,6.82,12.63,-1.70,0.86,13.68,0.00,6.27
605752,14.81,0.18,2002,0.00,0.00,16,36.60,35.50,6.82,11.98,-1.70,0.86,13.68,0.00,6.27
605955,14.81,0.19,1984,0.00,0.00,16,36.60,35.50,6.82,12.04,-1.39,0.86,13.68,0.00,6.27
606155,15.27,0.19,1994,0.00,0.00,16,36.95,36.00,6.82,12.46,-1.70,0.86,13.68,0.00,6.27
606358,14.70,0.19,1977,0.00,0.00,16,36.60,36.50,6.96,12.68,-1.70,0.86,13.68,0.00,6.27
606546,14.24,0.18,1996,0.00,0.00,16,36.60,36.50,6.96,12.35,-1.39,0.86,13.76,0.00,6.27
606749,14.70,0.18,1984,0.00,0.00,16,36.25,36.00,6.96,12.41,-1.39,0.86,13.68,0.00,6.27
606952,15.04,0.19,1992,0.00,0.00,16,36.60,36.50,6.96,12.46,-1.39,0.86,13.68,0.00,6.27
607154,14.59,0.19,1980,0.00,0.00,16,36.95,36.00,6.96,12.74,-1.39,0.86,13.68,0.00,6.27
607356,14.36,0.19,1995,0.00,0.00,16,36.60,35.50,6.96,12.46,-1.39,0.86,13.68,0.00,6.27
607556,14.70,0.19,1978,0.00,0.00,16,36.95,36.50,6.96,12.74,-1.39,0.86,13.68,0.00,6.27
607756,14.59,0.19,1989,0.00,0.00,16,36.60,36.00,6.96,12.57,-1.39,0.86,13.60,0.00,6.27
607956,14.47,0.19,1972,0.00,0.00,16,36.60,36.50,6.96,12.35,-1.39,0.86,13.68,0.00,6.27
608152,14.59,0.19,1994,0.00,0.00,16,36.95,36.00,6.96,12.68,-1.39,0.86,13.60,0.00,6.27
608354,14.81,0.18,1974,0.00,0.00,16,36.25,36.00,6.96,12.09,-1.39,0.86,13.68,0.00,6.27
608550,14.93,0.19,1986,0.00,0.00,16,36.95,36.50,6.96,12.85,-1.39,0.86,13.60,0.00,6.27
608741,14.47,0.19,1973,0.00,0.00,16,36.60,35.50,6.96,12.52,-1.39,0.86,13.68,0.00,6.27
608944,14.24,0.19,1979,0.00,0.00,16,36.95,36.00,6.96,12.63,-1.39,0.86,13.68,0.00,6.27
609154,14.70,0.19,1977,0.00,0.00,16,36.95,36.00,6.96,12.68,-1.39,0.86,13.68,0.00,6.27
609358,14.59,0.19,1977,0.00,0.00,16,36.60,36.50,6.96,12.68,-1.39,0.86,13.68,0.00,6.27
609559,14.36,0.19,1974,0.00,0.00,16,36.60,36.00,6.96,12.46,-1.39,0.86,13.68,0.00,6.27
609757,14.70,0.19,1984,0.00,0.00,16,36.95,36.50,6.96,12.52,-1.39,0.86,13.68,0.00,6.27
609942,14.36,0.19,1971,0.00,0.00,16,36.60,36.00,6.96,12.68,-1.39,0.86,13.68,0.00,6.27
610154,14.59,0.19,1988,0.00,0.00,16,36.95,36.50,6.96,12.52,-1.39,0.86,13.76,0.00,6.27
610357,15.04,0.19,1964,0.00,0.00,16,36.60,36.00,6.96,12.68,-1.39,0.86,13.68,0.00,6.27
