Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%)
233006,-6.25,12.98,0.11,0.00,1.81,0.00,4.06,3.72,40.39,-1.08,0.00
233175,-6.25,13.21,0.11,0.00,1.72,0.00,4.21,3.78,40.39,-1.08,0.00
233348,-6.25,13.67,0.12,0.00,1.67,0.00,4.35,3.80,40.39,-1.08,0.00
233520,-7.03,13.78,0.11,0.00,1.46,0.00,4.64,3.40,40.39,-1.08,0.00
233695,-7.81,13.44,0.12,0.00,1.64,0.00,4.79,3.91,40.39,-1.08,0.00
233867,-8.59,13.21,0.12,0.00,1.65,0.00,4.79,3.93,40.39,-1.08,0.00
234044,-8.59,13.67,0.12,0.00,1.65,0.00,4.93,3.80,40.39,-1.08,0.00
234217,-8.59,13.90,0.12,0.00,1.64,0.00,4.93,3.92,40.39,-1.08,0.00
234393,-7.81,14.24,0.12,0.00,1.85,0.00,5.08,4.00,40.39,-1.08,0.00
234565,-7.81,14.81,0.12,0.00,1.68,0.00,5.08,3.83,40.39,-1.08,0.00
234738,-7.03,15.04,0.13,0.00,1.67,0.00,5.08,4.14,40.39,-1.08,0.00
234910,-7.03,15.16,0.13,0.00,1.87,0.00,5.22,4.36,40.39,-1.08,0.00
235087,-6.25,15.50,0.13,0.00,1.91,0.00,5.22,4.25,40.39,-1.08,0.00
235259,-6.25,15.39,0.14,0.00,1.89,0.00,5.22,4.47,40.39,-1.08,0.00
235435,-5.47,15.39,0.13,0.00,1.91,0.00,5.37,4.42,40.39,-1.08,0.00
235607,-5.47,15.50,0.13,0.00,1.91,0.00,5.37,4.36,40.39,-1.08,0.00
235783,-5.47,15.39,0.13,0.00,1.91,0.00,5.22,4.22,40.39,-1.08,0.00
235955,-5.47,15.16,0.12,0.00,1.70,0.00,5.22,3.88,40.39,-1.08,0.00
236120,-4.69,15.27,0.14,0.00,1.79,0.00,5.37,4.39,40.39,-1.08,0.00
236292,-3.91,15.73,0.13,0.00,1.68,0.00,5.51,4.44,40.39,-1.08,0.00
236463,-3.91,15.73,0.13,0.00,1.89,0.00,5.51,4.42,40.39,-1.08,0.00
236651,-3.12,15.62,0.12,0.00,1.94,0.00,5.37,4.09,40.39,-1.08,0.00
236823,-3.12,15.39,0.13,0.00,2.12,0.00,5.37,4.39,40.39,-1.08,0.00
239661,0.00,15.04,0.12,0.00,1.98,0.00,5.22,4.25,40.39,-1.08,0.00
239833,0.00,15.16,0.13,0.00,1.94,0.00,5.22,4.33,40.39,-1.08,0.00
239997,0.78,15.27,0.13,0.00,1.97,0.00,5.08,4.28,40.39,-1.08,0.00
240182,0.78,15.16,0.12,0.00,1.99,0.00,5.08,4.03,40.39,-1.08,0.00
240354,0.78,14.93,0.11,0.00,1.71,0.00,5.08,3.66,40.39,-1.08,0.00
240530,0.78,15.16,0.14,0.00,2.02,0.00,5.22,4.28,40.39,-1.08,0.00
240691,1.56,15.50,0.13,0.00,1.92,0.00,5.37,4.33,40.39,-1.08,0.00
240876,0.78,14.93,0.12,0.00,2.01,0.00,5.08,4.09,40.39,-1.08,0.00
241046,0.00,14.36,0.13,0.00,1.94,0.00,4.93,4.22,40.39,-1.08,0.00
241212,0.78,14.47,0.13,0.00,1.93,0.00,5.08,4.31,40.39,-1.08,0.00
241393,0.78,14.70,0.13,0.00,1.98,0.00,5.08,4.33,40.39,-1.08,0.00
241558,0.78,14.70,0.12,0.00,1.96,0.00,5.08,4.03,40.39,-1.08,0.00
241734,0.00,14.36,0.12,0.00,1.95,0.00,5.08,4.06,40.39,-1.08,0.00
241906,0.78,14.59,0.13,0.00,1.92,0.00,5.08,4.17,40.39,-1.08,0.00
242079,0.78,14.70,0.12,0.00,1.97,0.00,5.08,4.20,40.39,-1.08,0.00
242257,0.78,14.93,0.12,0.00,1.97,0.00,4.93,4.03,40.39,-1.08,0.00
242421,0.78,14.59,0.13,0.00,1.92,0.00,5.08,4.28,40.39,-1.08,0.00
242593,0.78,14.59,0.12,0.00,1.94,0.00,5.08,4.03,40.39,-1.08,0.00
242765,0.78,14.59,0.11,0.00,1.73,0.00,5.08,3.93,40.39,-1.08,0.00
242952,0.78,14.36,0.12,0.00,1.91,0.00,5.08,4.22,40.39,-1.08,0.00
243124,0.78,14.70,0.12,0.00,1.94,0.00,5.08,4.14,40.39,-1.08,0.00
243296,0.78,14.93,0.12,0.00,1.96,0.00,5.08,3.98,40.39,-1.08,0.00
243468,0.78,14.81,0.13,0.00,1.89,0.00,5.08,4.25,40.39,-1.08,0.00
243656,0.78,14.70,0.12,0.00,1.91,0.00,5.22,4.11,40.39,-1.08,0.00
243828,0.78,14.70,0.12,0.00,1.92,0.00,5.08,4.09,40.39,-1.08,0.00
243999,0.78,14.70,0.13,0.00,1.89,0.00,5.22,4.23,40.39,-1.08,0.00
244176,0.78,14.81,0.13,0.00,1.91,0.00,5.22,4.14,40.39,-1.08,0.00
244348,0.78,14.81,0.13,0.00,1.89,0.00,5.22,4.14,40.39,-1.08,0.00
244520,1.56,14.93,0.12,0.00,1.95,0.00,5.22,4.09,40.39,-1.08,0.00
244692,1.56,14.93,0.12,0.00,1.96,0.00,5.08,4.09,40.39,-1.08,0.00
244864,1.56,14.93,0.12,0.00,1.69,0.00,5.08,3.67,40.39,-1.08,0.00
245052,1.56,15.16,0.13,0.00,1.87,0.00,5.37,4.09,40.39,-1.08,0.00
245224,1.56,15.16,0.12,0.00,1.96,0.00,5.37,4.17,40.39,-1.08,0.00
245388,1.56,14.81,0.12,0.00,1.97,0.00,5.22,4.17,40.39,-1.08,0.00
245560,1.56,14.81,0.12,0.00,1.95,0.00,5.08,3.98,40.39,-1.08,0.00
245732,2.34,14.93,0.12,0.00,1.91,0.00,5.08,4.02,40.39,-1.08,0.00
245909,2.34,15.16,0.13,0.00,1.93,0.00,5.22,4.42,40.39,-1.08,0.00
246084,3.12,15.27,0.11,0.00,1.75,0.00,5.22,3.58,40.39,-1.08,0.00
246254,2.34,15.04,0.13,0.00,2.04,0.00,5.22,4.33,40.39,-1.08,0.00
246425,3.12,15.16,0.13,0.00,1.93,0.00,5.37,4.20,40.39,-1.08,0.00
246597,3.12,15.16,0.12,0.00,2.01,0.00,5.08,4.06,40.39,-1.08,0.00
246779,2.34,14.81,0.12,0.00,1.97,0.00,5.08,3.93,40.39,-1.08,0.00
246951,2.34,14.81,0.12,0.00,1.93,0.00,5.08,4.31,40.39,-1.08,0.00
247128,3.91,15.16,0.11,0.00,2.00,0.00,5.08,3.92,40.39,-1.08,0.00
247299,3.91,15.04,0.12,0.00,1.95,0.00,5.08,4.25,40.39,-1.08,0.00
247477,4.69,15.16,0.12,0.00,1.99,0.00,4.93,3.92,40.39,-1.08,0.00
247646,3.91,14.93,0.11,0.00,2.00,0.00,4.93,3.98,0.00,-1.08,0.00
247818,3.12,14.47,0.12,0.00,1.98,0.00,4.93,4.14,0.00,-1.08,0.00
247994,3.12,14.47,0.12,0.00,2.00,0.00,4.93,4.25,0.00,-1.08,0.00
248169,3.12,14.59,0.12,0.00,2.03,0.00,4.93,4.17,0.00,-1.08,0.00
248343,0.78,14.01,0.12,0.00,2.00,0.00,4.79,4.14,0.00,-1.08,0.00
248516,0.00,13.78,0.11,0.00,1.78,0.00,4.79,3.80,0.00,-1.08,0.00
248690,0.00,13.90,0.12,0.00,1.99,0.00,4.79,4.06,0.00,-1.08,0.00
248866,0.78,14.24,0.12,0.00,1.99,0.00,4.79,4.09,0.00,-1.08,0.00
249029,0.00,14.36,0.12,0.00,2.00,0.00,4.79,4.11,0.00,-1.08,0.00
249212,0.00,14.24,0.11,0.00,2.00,0.00,4.79,3.72,0.00,-1.08,0.00
249377,-0.78,14.36,0.11,0.00,1.95,0.00,4.79,3.93,0.00,-1.08,0.00
249549,-0.78,14.24,0.12,0.00,1.95,0.00,4.79,4.11,0.00,-1.08,0.00
249736,0.00,14.47,0.12,0.00,1.96,0.00,4.93,4.03,0.00,-1.08,0.00
249907,0.78,14.81,0.11,0.00,1.75,0.00,4.79,3.88,0.00,-1.08,0.00
250077,0.00,14.70,0.12,0.00,1.95,0.00,4.79,3.91,0.00,-1.08,0.00
250249,0.00,14.59,0.12,0.00,1.96,0.00,4.79,4.03,0.00,-1.08,0.00
250421,0.00,14.59,0.12,0.00,1.95,0.00,4.79,3.91,0.00,-1.08,0.00
250593,-0.78,14.36,0.12,0.00,1.91,0.00,4.79,3.98,0.00,-1.08,0.00
250765,0.00,14.59,0.12,0.00,1.94,0.00,4.93,4.09,0.00,-1.08,0.00
250952,0.00,14.70,0.11,0.00,1.73,0.00,4.79,3.70,0.00,-1.08,0.00
251113,-0.78,14.59,0.12,0.00,2.06,0.00,4.93,3.98,0.00,-1.08,0.00
251300,1.56,14.81,0.11,0.00,1.71,0.00,5.08,3.45,0.00,-1.08,0.00
251472,0.00,14.81,0.13,0.00,1.87,0.00,4.93,4.00,0.00,-1.08,0.00
251644,0.00,14.70,0.12,0.00,1.93,0.00,5.08,3.95,0.00,-1.08,0.00
251816,-0.78,14.70,0.10,0.00,1.54,0.00,4.93,3.58,0.00,-1.08,0.00
251988,-0.78,14.36,0.13,0.00,1.99,0.00,5.08,4.00,0.00,-1.08,0.00
252161,0.78,14.70,0.13,0.00,2.09,0.00,5.22,4.28,0.00,-1.08,0.00
252333,0.00,14.81,0.11,0.00,1.98,0.00,5.08,3.78,0.00,-1.08,0.00
252505,-2.34,13.78,0.11,0.00,1.73,0.00,4.93,3.78,0.00,-1.08,0.00
252690,-1.56,14.13,0.13,0.00,1.88,0.00,5.08,4.25,0.00,-1.08,0.00
252861,0.00,14.81,0.12,0.00,1.71,0.00,5.22,3.92,0.00,-1.08,0.00
253034,-0.78,14.70,0.11,0.00,1.71,0.00,5.08,3.66,0.00,-1.08,0.00
253206,0.00,14.81,0.13,0.00,2.05,0.00,5.08,4.25,0.00,-1.08,0.00
253366,2.34,15.39,0.13,0.00,1.95,0.00,5.37,4.31,0.00,-1.08,0.00
253554,2.34,15.73,0.12,0.00,1.97,0.00,5.08,4.06,0.00,-1.08,0.00
253726,0.78,14.81,0.13,0.00,1.97,0.00,5.08,4.14,0.00,-1.08,0.00
253887,0.78,14.70,0.12,0.00,1.97,0.00,5.08,4.25,0.00,-1.08,0.00
254075,0.78,14.70,0.12,0.00,1.97,0.00,5.08,4.03,0.00,-1.08,0.00
254247,0.78,14.59,0.13,0.00,1.94,0.00,4.93,4.20,0.00,-1.08,0.00
254408,0.78,14.70,0.13,0.00,1.98,0.00,5.08,4.31,0.00,-1.08,0.00
254595,0.78,14.81,0.12,0.00,1.99,0.00,4.93,4.20,0.00,-1.08,0.00
254755,0.00,14.24,0.12,0.00,1.97,0.00,4.93,4.14,0.00,-1.08,0.00
254944,0.00,14.47,0.12,0.00,1.97,0.00,4.93,4.20,0.00,-1.08,0.00
255117,0.00,14.59,0.12,0.00,1.75,0.00,4.93,4.14,0.00,-1.08,0.00
255276,0.78,14.59,0.12,0.00,1.96,0.00,4.93,3.88,0.00,-1.08,0.00
255465,0.00,14.70,0.11,0.00,1.77,0.00,4.93,3.88,0.00,-1.08,0.00
255641,-0.78,14.47,0.11,0.00,1.75,0.00,4.79,3.56,0.00,-1.08,0.00
255798,-0.78,14.36,0.13,0.00,1.91,0.00,4.93,3.85,0.00,-1.08,0.00
255972,0.00,14.70,0.13,0.00,1.96,0.00,5.22,4.33,0.00,-1.08,0.00
256145,0.00,14.36,0.12,0.00,2.01,0.00,5.08,3.98,0.00,-1.08,0.00
256332,-2.34,14.24,0.12,0.00,1.77,0.00,4.93,4.06,0.00,-1.08,0.00
256491,-1.56,14.24,0.13,0.00,1.94,0.00,5.08,4.33,0.00,-1.08,0.00
256667,-0.78,14.70,0.12,0.00,2.00,0.00,5.08,4.25,0.00,-1.08,0.00
256839,-1.56,14.47,0.12,0.00,1.96,0.00,4.93,4.17,0.00,-1.08,0.00
257013,-1.56,14.36,0.12,0.00,2.01,0.00,4.93,4.17,0.00,-1.08,0.00
257191,-1.56,14.59,0.12,0.00,1.97,0.00,4.93,4.09,0.00,-1.08,0.00
257363,-1.56,14.36,0.12,0.00,1.97,0.00,4.93,4.14,0.00,-1.08,0.00
257535,-1.56,14.47,0.12,0.00,1.97,0.00,4.93,4.09,0.00,-1.08,0.00
257710,-1.56,14.47,0.12,0.00,1.96,0.00,4.93,4.17,0.00,-1.08,0.00
257881,-1.56,14.70,0.13,0.00,2.12,0.00,5.08,4.22,0.00,-1.08,0.00
258062,-1.56,14.59,0.12,0.00,1.91,0.00,5.22,4.20,0.00,-1.08,0.00
258239,-1.56,14.24,0.12,0.00,1.78,0.00,5.08,4.00,0.00,-1.08,0.00
258411,-0.78,14.70,0.12,0.00,1.96,0.00,4.93,4.17,0.00,-1.08,0.00
258587,0.00,14.93,0.12,0.00,1.96,0.00,4.93,4.14,0.00,-1.08,0.00
258758,0.00,15.04,0.12,0.00,2.00,0.00,4.93,4.09,0.00,-1.08,0.00
258930,-0.78,14.81,0.12,0.00,1.96,0.00,4.93,4.00,0.00,-1.08,0.00
259111,-0.78,14.70,0.12,0.00,1.95,0.00,4.93,4.25,0.00,-1.08,0.00
259283,-0.78,14.81,0.11,0.00,1.99,0.00,4.93,3.93,0.00,-1.08,0.00
259455,-0.78,14.59,0.11,0.00,1.72,0.00,4.79,3.63,0.00,-1.08,0.00
259627,-0.78,14.36,0.14,0.00,1.87,0.00,4.93,4.47,0.00,-1.08,0.00
259798,0.00,14.81,0.13,0.00,1.94,0.00,5.08,4.36,0.00,-1.08,0.00
259970,-2.34,14.24,0.11,0.00,1.80,0.00,4.93,3.80,0.00,-1.08,0.00
260147,-3.91,13.78,0.12,0.00,1.73,0.00,4.93,4.11,0.00,-1.08,0.00
260319,-1.56,14.24,0.13,0.00,1.67,0.00,5.08,3.73,0.00,-1.08,0.00
260491,-0.78,14.70,0.13,0.00,1.92,0.00,5.37,4.42,0.00,-1.08,0.00
260663,-2.34,14.93,0.12,0.00,2.00,0.00,5.22,3.88,0.00,-1.08,0.00
260845,-1.56,14.59,0.11,0.00,1.53,0.00,5.08,3.58,0.00,-1.08,0.00
261023,-1.56,14.59,0.14,0.00,2.05,0.00,5.08,4.20,0.00,-1.08,0.00
261191,0.78,15.04,0.13,0.00,1.96,0.00,5.37,4.50,0.00,-1.08,0.00
261360,-0.78,15.16,0.12,0.00,2.02,0.00,5.08,4.33,0.00,-1.08,0.00
261536,-1.56,14.47,0.12,0.00,1.99,0.00,5.08,4.11,0.00,-1.08,0.00
261708,-0.78,14.70,0.13,0.00,1.97,0.00,5.08,4.25,0.00,-1.08,0.00
261886,0.78,15.16,0.12,0.00,1.77,0.00,5.22,4.14,0.00,-1.08,0.00
262058,1.56,15.27,0.12,0.00,1.95,0.00,5.08,4.00,0.00,-1.08,0.00
262230,0.78,15.16,0.12,0.00,1.93,0.00,5.08,4.17,0.00,-1.08,0.00
262407,2.34,15.16,0.12,0.00,1.97,0.00,5.22,4.22,0.00,-1.08,0.00
265241,1.56,15.16,0.36,0.00,6.56,0.00,11.61,19.27,40.39,-2.01,12.94
265428,2.34,15.27,0.39,0.00,6.39,0.00,12.19,19.34,40.39,-1.70,13.33
265600,1.56,14.93,0.42,0.00,6.16,0.00,12.62,18.51,40.39,-1.70,13.73
265772,2.34,14.93,0.43,0.00,5.56,0.00,13.35,17.24,40.39,-1.39,13.73
265944,3.12,14.93,0.39,0.00,5.73,0.00,13.49,17.31,40.39,-1.08,14.90
266124,9.38,15.73,0.39,0.00,6.34,0.00,13.35,19.51,40.39,-1.08,14.90
266296,8.59,15.50,0.39,0.00,6.86,0.00,13.20,21.21,40.39,-1.39,15.29
266468,10.94,15.50,0.39,0.00,7.67,0.00,12.91,22.71,40.39,-1.39,15.29
266640,12.50,15.39,0.38,0.00,8.12,0.00,12.62,24.22,40.39,-1.70,14.51
266812,11.72,14.93,0.35,0.00,8.06,0.00,12.04,24.51,40.39,-2.01,13.73
266984,14.84,15.39,0.31,0.00,8.17,0.00,11.32,22.99,40.39,-3.25,8.63
267160,11.72,14.81,0.23,0.00,6.32,0.00,8.85,15.43,40.39,-3.25,7.45
267332,6.25,12.86,0.20,0.00,5.66,0.00,7.40,16.19,40.39,-3.56,7.45
267510,10.16,14.70,0.20,0.00,5.72,0.00,7.11,16.05,40.39,-3.56,7.45
267682,10.16,14.81,0.17,0.00,5.33,0.00,6.38,11.93,40.39,-3.87,3.53
267854,2.34,13.32,0.13,0.00,4.24,0.00,4.79,9.75,40.39,-3.56,1.96
268034,-0.78,12.86,0.12,0.00,3.72,0.00,4.06,9.56,40.39,-3.87,1.57
268206,-3.12,13.32,0.13,0.00,3.62,0.00,3.92,10.13,40.39,-3.56,1.57
268383,-10.16,12.75,0.12,0.00,3.63,0.00,3.77,9.48,40.39,-3.56,1.57
268555,-10.94,12.75,0.12,0.00,3.60,0.00,3.77,9.56,40.39,-3.56,1.57
268727,-12.50,13.78,0.12,0.00,3.54,0.00,3.77,9.44,40.39,-3.56,1.57
268894,-12.50,14.13,0.12,0.00,2.98,0.00,3.77,9.04,40.39,-3.56,1.96
269078,-13.28,14.01,0.12,0.00,2.93,0.00,3.92,8.82,40.39,-3.25,2.75
269253,-10.16,14.70,0.14,0.00,3.32,0.00,4.21,9.44,40.39,-3.25,5.49
269425,-2.34,16.19,0.18,0.00,4.34,0.00,5.51,12.79,40.39,-3.25,7.06
269597,0.00,15.96,0.20,0.00,4.70,0.00,6.24,14.84,40.39,-3.25,7.84
269774,5.47,16.08,0.21,0.00,4.77,0.00,7.11,15.57,40.39,-3.25,8.63
269946,11.72,16.77,0.22,0.00,5.23,0.00,7.55,16.80,40.39,-3.25,9.02
270119,16.41,16.08,0.23,0.00,5.33,0.00,7.84,17.90,40.39,-3.25,9.41
270293,19.53,16.42,0.25,0.00,5.99,0.00,8.27,18.80,40.39,-3.56,9.80
270464,21.88,15.73,0.25,0.00,6.68,0.00,8.56,19.75,40.39,-3.56,10.59
270626,24.22,15.62,0.27,0.00,7.30,0.00,8.85,22.06,40.39,-3.56,11.37
270798,25.00,15.04,0.27,0.00,7.52,0.00,9.14,23.08,40.39,-3.87,11.37
270972,24.22,15.04,0.28,0.00,7.86,0.00,9.14,24.31,40.39,-3.87,11.76
271146,25.00,14.81,0.28,0.00,7.96,0.00,9.14,25.48,40.39,-4.18,12.16
271318,25.00,14.81,0.30,0.00,8.90,0.00,9.43,27.11,40.39,-4.18,12.94
271495,24.22,14.59,0.30,0.00,9.95,0.00,9.72,29.44,40.39,-4.49,13.73
271671,22.66,14.01,0.32,0.00,10.17,0.00,9.87,30.21,40.39,-3.25,14.90
271847,20.31,13.78,0.33,0.00,11.98,0.00,10.59,34.23,38.43,-2.94,16.08
272026,17.97,14.24,0.41,0.00,12.95,0.00,11.03,43.96,36.47,-1.70,23.92
272193,11.72,12.86,0.48,0.00,19.70,0.00,14.51,53.95,33.73,8.20,30.98
272370,0.00,12.98,0.53,0.00,22.27,0.00,15.67,62.26,27.45,8.20,32.55
272541,0.00,12.63,0.56,0.00,25.84,0.00,16.40,72.01,25.10,8.20,33.33
272716,0.00,12.29,0.58,0.00,29.37,0.00,17.41,77.72,23.14,7.89,33.33
272890,0.00,11.94,0.59,0.00,33.20,0.00,18.43,84.86,20.00,7.58,33.33
273060,0.00,12.17,0.60,0.00,35.96,0.00,18.28,92.82,19.22,6.96,33.33
273236,0.00,12.17,0.59,0.00,38.54,0.00,17.99,94.42,19.22,6.03,30.59
273401,0.00,11.71,0.28,0.00,31.22,0.00,11.61,48.10,19.22,-7.89,0.00
273582,0.00,15.50,0.29,0.00,0.00,0.00,4.64,45.26,40.39,-7.58,0.00
273754,0.00,23.54,0.23,0.00,0.00,0.00,4.06,31.95,40.39,-7.27,0.00
273926,0.00,24.00,0.20,0.00,0.00,0.00,3.77,24.60,40.39,-6.34,0.39
274105,0.00,23.54,0.19,0.00,8.75,0.00,3.92,22.06,40.39,-5.72,2.75
274277,0.00,21.82,0.18,0.00,6.96,0.00,4.79,17.22,40.39,-5.10,6.67
274449,-12.50,11.37,0.24,0.00,7.31,0.00,5.95,22.06,40.39,-4.49,11.76
274621,-9.38,13.09,0.35,0.00,11.66,0.00,9.72,33.27,40.00,-2.63,15.69
274808,-7.81,14.93,0.36,0.00,11.86,0.00,11.03,34.11,39.61,-2.01,16.08
274980,-6.25,15.16,0.34,0.00,11.94,0.00,11.17,30.85,39.22,-3.87,13.73
275152,-3.91,14.93,0.30,0.00,10.85,0.00,10.16,30.43,40.39,-4.49,11.76
275324,-7.03,14.59,0.23,0.00,8.37,0.00,7.98,20.94,40.39,-4.80,7.84
275501,-6.25,13.55,0.19,0.00,7.07,0.00,6.96,18.88,40.39,-4.80,7.45
275673,-5.47,15.16,0.18,0.00,7.10,0.00,6.53,18.43,40.39,-4.80,5.49
275845,-10.16,14.01,0.14,0.00,5.17,0.00,5.37,14.18,40.39,-4.80,4.31
276025,0.00,14.24,0.12,0.00,0.00,0.00,4.06,12.58,40.39,-4.49,0.00
276198,0.00,14.24,0.17,0.00,0.00,0.00,3.48,14.90,40.39,-4.49,0.00
276370,0.00,13.44,0.16,0.00,0.00,0.00,3.63,13.24,40.39,-4.18,0.00
276531,0.00,22.51,0.14,0.00,0.00,0.00,3.77,10.38,40.39,-3.25,0.00
276718,0.00,23.66,0.14,0.00,0.00,0.00,4.06,8.91,40.39,-2.94,1.57
276879,0.00,23.43,0.16,0.00,3.89,0.00,4.79,9.53,40.39,-2.32,3.92
277059,0.00,23.31,0.15,0.00,4.17,0.00,4.93,9.93,40.39,-2.94,4.71
277237,-8.59,12.86,0.18,0.00,4.89,0.00,5.66,12.09,40.39,-2.94,5.88
277408,-11.72,12.75,0.20,0.00,5.33,0.00,6.38,13.84,40.39,-2.94,7.06
277585,-10.16,13.78,0.21,0.00,5.40,0.00,6.96,14.42,40.39,-2.94,7.45
277754,-8.59,14.70,0.22,0.00,5.33,0.00,7.25,14.84,40.39,-2.94,7.45
277926,-7.03,14.93,0.22,0.00,5.36,0.00,7.40,15.16,40.39,-2.94,7.45
278107,-5.47,15.27,0.20,0.00,5.39,0.00,7.40,14.66,40.39,-2.94,5.88
278278,-4.69,15.04,0.16,0.00,4.50,0.00,6.24,10.28,40.39,-2.94,3.53
278456,-5.47,14.81,0.12,0.00,3.58,0.00,4.93,7.50,40.39,-2.94,2.35
278631,-8.59,14.13,0.11,0.00,3.09,0.00,4.50,7.49,40.39,-2.94,1.96
278806,-8.59,14.01,0.10,0.00,2.67,0.00,4.06,6.84,40.39,-2.94,1.96
278980,-7.03,14.24,0.11,0.00,3.11,0.00,4.06,7.33,40.39,-2.94,1.96
279140,-5.47,15.04,0.11,0.00,3.07,0.00,3.92,7.21,40.39,-2.94,1.96
279328,-6.25,14.81,0.10,0.00,3.07,0.00,3.92,7.17,40.39,-2.94,1.57
279490,-7.81,14.36,0.10,0.00,2.65,0.00,3.92,7.03,40.39,-2.94,1.96
279665,-4.69,14.70,0.10,0.00,3.07,0.00,3.92,6.84,40.39,-2.94,1.57
279847,-3.12,15.27,0.10,0.00,3.08,0.00,3.77,6.77,40.39,-2.94,1.18
280023,0.00,15.04,0.09,0.00,0.00,0.00,3.63,6.29,40.39,-2.94,0.00
280188,0.00,15.16,0.09,0.00,0.00,0.00,3.48,6.18,40.39,-2.94,0.00
280359,0.00,19.18,0.09,0.00,0.00,0.00,3.63,5.90,40.39,-2.94,0.00
280531,0.00,23.54,0.09,0.00,0.00,0.00,3.77,5.77,40.39,-2.63,0.00
280716,0.00,25.50,0.09,0.00,0.00,0.00,3.77,5.48,40.39,-2.63,0.00
280878,0.00,23.43,0.09,0.00,0.00,0.00,3.77,5.26,40.39,-2.63,0.00
281059,0.00,24.00,0.09,0.00,0.00,0.00,3.77,5.93,40.39,-2.63,0.00
281235,0.00,23.54,0.09,0.00,0.00,0.00,3.77,6.00,40.39,-2.63,0.00
281408,0.00,24.00,0.08,0.00,0.00,0.00,3.77,5.61,40.39,-2.63,0.00
281589,0.00,23.77,0.10,0.00,0.00,0.00,3.77,6.07,40.39,-2.63,0.00
281761,0.00,23.77,0.10,0.00,0.00,0.00,3.77,5.77,40.39,-2.63,0.00
281933,0.00,24.12,0.09,0.00,0.00,0.00,3.63,5.39,40.39,-2.63,0.00
282105,0.00,23.77,0.09,0.00,0.00,0.00,3.63,5.65,40.39,-2.63,0.00
282277,0.00,24.00,0.11,0.00,0.00,0.00,3.77,5.87,40.39,-2.32,0.00
282449,0.00,24.00,0.13,0.00,2.55,0.00,4.21,5.67,40.39,-1.70,0.00
282620,0.00,24.00,0.15,0.00,2.47,0.00,4.64,5.35,40.39,-1.08,0.00
282808,0.00,23.66,0.12,0.00,2.34,0.00,4.93,4.66,40.39,-1.08,0.00
282980,0.00,23.54,0.12,0.00,2.12,0.00,4.64,4.69,40.39,-1.39,0.00
283141,0.00,15.16,0.12,0.00,2.05,0.00,4.50,4.53,40.39,-1.39,0.00
283317,0.00,15.04,0.12,0.00,2.24,0.00,4.50,4.66,40.39,-1.08,0.00
283489,-0.78,14.81,0.12,0.00,2.01,0.00,4.50,4.44,40.39,-1.08,0.00
283676,-1.56,14.13,0.11,0.00,2.00,0.00,4.50,4.44,40.39,-1.08,0.00
283848,-2.34,13.78,0.11,0.00,1.96,0.00,4.50,4.33,40.39,-1.08,0.00
284024,-2.34,13.90,0.11,0.00,1.93,0.00,4.50,4.25,40.39,-1.08,0.00
284189,-2.34,14.01,0.11,0.00,1.91,0.00,4.50,4.22,40.39,-1.08,0.00
284362,-3.12,14.01,0.11,0.00,1.89,0.00,4.50,4.09,40.39,-1.08,0.00
284534,-3.12,14.01,0.11,0.00,1.88,0.00,4.35,4.11,40.39,-1.08,0.00
284706,-3.91,13.90,0.11,0.00,1.84,0.00,4.35,4.03,40.39,-1.08,0.00
284894,-3.91,14.01,0.11,0.00,1.84,0.00,4.35,3.95,40.39,-1.08,0.00
285059,-4.69,13.90,0.11,0.00,1.82,0.00,4.35,4.00,40.39,-1.08,0.00
285231,-4.69,13.78,0.11,0.00,1.77,0.00,4.50,4.03,40.39,-1.08,0.00
285408,-4.69,13.90,0.11,0.00,1.75,0.00,4.50,3.88,40.39,-1.08,0.00
285580,-5.47,13.90,0.12,0.00,1.73,0.00,4.64,3.88,40.39,-1.08,0.00
285755,-5.47,13.90,0.10,0.00,1.71,0.00,4.64,3.58,40.39,-1.08,0.00
285932,-5.47,14.13,0.12,0.00,1.87,0.00,4.64,3.98,40.39,-1.08,0.00
286104,-5.47,14.36,0.12,0.00,1.89,0.00,4.79,4.06,40.39,-1.08,0.00
286277,-5.47,14.59,0.12,0.00,1.70,0.00,4.93,3.95,40.39,-1.08,0.00
286453,-6.25,14.13,0.11,0.00,1.70,0.00,4.79,3.70,40.39,-1.08,0.00
286633,-6.25,14.01,0.12,0.00,1.86,0.00,4.93,3.93,40.39,-1.08,0.00
286798,-5.47,14.70,0.12,0.00,1.85,0.00,5.08,3.85,40.39,-1.08,0.00
286972,-5.47,14.70,0.13,0.00,1.85,0.00,5.22,4.06,40.39,-1.08,0.00
287147,-5.47,14.81,0.13,0.00,1.88,0.00,5.22,3.99,40.39,-1.08,0.00
287319,-4.69,15.04,0.13,0.00,1.89,0.00,5.22,4.22,40.39,-1.08,0.00
287492,-4.69,15.16,0.13,0.00,1.89,0.00,5.22,4.20,40.39,-1.08,0.00
287669,-4.69,15.16,0.13,0.00,1.87,0.00,5.37,4.36,40.39,-1.08,0.00
