Time (msec),A/F Correction #1 (%),A/F Sensor #1 (AFR),Engine Load* (g/rev),Feedback Knock Correction* (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Knocking Signal #1 (On/Off),Gear (Calculated)* (position),Coolant Temperature (F)
168697,0.00,23.89,0.12,0.00,0.00,0.00,3.63,11.09,35.29,-4.56,0.00,0,3,187
168895,0.00,24.00,0.12,0.00,0.00,0.00,3.63,10.89,35.29,-4.25,0.00,0,3,187
169094,0.00,23.77,0.11,0.00,0.00,0.00,3.63,10.69,35.29,-4.25,0.00,0,3,187
169293,0.00,24.00,0.11,0.00,0.00,0.00,3.63,10.43,35.29,-4.25,0.00,0,3,187
169492,0.00,23.77,0.11,0.00,0.00,0.00,3.63,10.28,35.29,-4.25,0.00,0,3,187
169690,0.00,23.77,0.11,0.00,0.00,0.00,3.63,10.17,35.29,-4.25,0.00,0,3,187
169889,0.00,23.77,0.12,0.00,0.00,0.00,3.63,10.45,35.29,-4.25,0.78,0,3,187
170089,0.00,23.54,0.13,0.00,5.12,0.00,3.77,11.40,35.29,-3.94,2.35,0,3,187
170287,-2.34,14.93,0.14,0.00,4.99,0.00,3.92,11.88,35.29,-3.94,2.75,0,3,187
170486,-14.06,11.71,0.13,0.00,4.43,0.00,4.06,11.24,35.29,-3.94,3.14,0,3,187
170685,-12.50,13.67,0.13,0.00,4.46,0.00,4.21,11.05,35.29,-3.94,3.14,0,3,187
170883,-11.72,14.70,0.13,0.00,4.39,0.00,4.21,11.04,35.29,-3.94,3.53,0,3,187
171084,-11.72,14.81,0.13,0.00,4.99,0.00,4.35,11.24,35.29,-3.94,3.53,0,3,187
171283,-10.16,14.93,0.13,0.00,4.40,0.00,4.35,11.35,35.29,-3.94,3.92,0,3,187
171481,-9.38,14.93,0.14,0.00,4.93,0.00,4.50,11.77,35.29,-3.94,4.71,0,3,187
171680,-8.59,14.81,0.18,0.00,5.52,0.00,5.08,14.37,35.29,-3.94,6.67,0,3,187
171878,-10.16,14.36,0.20,0.00,6.01,0.00,5.95,16.46,35.29,-3.94,7.84,0,3,187
172077,-6.25,15.04,0.21,0.00,6.61,0.00,6.67,18.29,35.69,-3.94,8.63,0,3,187
172277,-1.56,15.96,0.23,0.00,7.18,0.00,7.11,19.11,35.69,-3.94,8.63,0,3,187
172474,-0.78,15.27,0.23,0.00,7.27,0.00,7.25,19.74,35.69,-3.94,9.02,0,3,187
172671,2.34,15.39,0.21,0.00,7.25,0.00,7.40,19.82,35.69,-3.94,5.49,0,3,187
172869,0.00,13.67,0.11,0.00,0.00,0.00,4.93,9.26,35.69,-3.94,0.00,0,3,187
173067,0.00,13.21,0.13,0.00,0.00,0.00,3.48,11.29,35.69,-3.94,0.00,0,3,187
173265,0.00,15.96,0.12,0.00,0.00,0.00,3.48,10.54,35.69,-3.94,0.00,0,3,187
173465,0.00,24.46,0.12,0.00,0.00,0.00,3.48,10.13,35.29,-3.94,0.00,0,3,187
173663,0.00,23.66,0.11,0.00,0.00,0.00,3.48,9.48,35.29,-3.94,0.00,0,3,187
173862,0.00,24.00,0.11,0.00,0.00,0.00,3.48,9.39,35.29,-3.64,0.00,0,3,187
174059,0.00,23.77,0.11,0.00,0.00,0.00,3.48,9.13,35.29,-3.64,0.00,0,3,187
174258,0.00,23.66,0.10,0.00,0.00,0.00,3.48,8.48,35.69,-3.64,0.00,0,3,187
174459,0.00,23.77,0.11,0.00,0.00,0.00,3.48,8.56,35.69,-3.64,0.00,0,3,187
174656,0.00,23.77,0.10,0.00,0.00,0.00,3.48,7.86,35.69,-3.64,0.00,0,3,187
174860,0.00,23.89,0.09,0.00,0.00,0.00,3.48,7.24,35.69,-3.64,0.00,0,3,187
175055,0.00,23.77,0.10,0.00,0.00,0.00,3.48,7.29,35.69,-3.35,0.00,0,3,187
175255,0.00,23.66,0.09,0.00,0.00,0.00,3.48,7.06,35.69,-3.35,0.00,0,3,187
175454,0.00,23.66,0.09,0.00,0.00,0.00,3.48,6.84,35.69,-3.35,0.00,0,3,187
175655,0.00,24.00,0.09,0.00,0.00,0.00,3.48,6.95,35.69,-3.35,0.00,0,3,187
175852,0.00,23.66,0.09,0.00,0.00,0.00,3.48,6.66,35.69,-3.04,0.00,0,3,187
176051,0.00,23.66,0.10,0.00,0.00,0.00,3.63,6.55,35.69,-3.04,0.00,0,3,187
176251,0.00,24.00,0.10,0.00,0.00,0.00,3.63,6.55,35.69,-3.04,0.00,0,3,187
176449,0.00,23.89,0.10,0.00,0.00,0.00,3.63,6.07,35.69,-2.73,0.00,0,3,187
176647,0.00,23.54,0.10,0.00,0.00,0.00,3.63,6.37,35.69,-2.73,0.00,0,3,187
176846,0.00,23.66,0.11,0.00,0.00,0.00,3.48,6.22,35.69,-2.42,0.00,0,3,187
177045,0.00,23.89,0.12,0.00,0.00,0.00,3.63,6.37,35.69,-2.42,0.00,0,3,187
177243,0.00,23.89,0.11,0.00,0.00,0.00,3.77,5.80,35.69,-2.11,0.00,0,3,187
177442,0.00,23.54,0.11,0.00,2.34,0.00,4.06,5.32,35.69,-1.80,0.00,0,4,187
177640,0.00,23.89,0.11,0.00,2.08,0.00,4.21,4.82,35.69,-1.49,0.00,0,4,187
177840,0.00,23.66,0.11,0.00,2.14,0.00,4.06,4.75,35.69,-1.49,0.00,0,4,187
178037,0.00,20.44,0.11,0.00,2.13,0.00,3.92,4.66,35.69,-1.49,0.00,0,4,187
178235,-0.78,15.39,0.12,0.00,2.10,0.00,3.92,4.57,36.08,-1.49,0.00,0,6,187
178434,-2.34,13.90,0.11,0.00,2.08,0.00,3.92,4.57,36.08,-1.49,0.00,0,6,187
178633,-4.69,12.86,0.11,0.00,2.03,0.00,3.92,4.33,36.08,-1.18,0.00,0,6,187
178831,-6.25,12.40,0.11,0.00,1.96,0.00,4.06,4.17,36.08,-1.18,0.00,0,6,187
179029,-7.03,12.40,0.10,0.00,1.90,0.00,4.06,3.80,36.08,-1.18,0.00,0,6,187
179227,-7.81,12.63,0.11,0.00,1.66,0.00,4.06,3.80,36.08,-1.18,0.00,0,6,187
179426,-7.81,13.09,0.10,0.00,1.60,0.00,4.06,3.78,36.08,-1.18,0.00,0,6,187
179625,-7.81,13.90,0.11,0.00,1.76,0.00,4.06,3.88,36.08,-1.18,0.00,0,6,187
179823,-7.03,14.47,0.10,0.00,1.73,0.00,4.21,3.59,36.08,-1.18,0.00,0,6,187
180021,-7.81,14.59,0.11,0.00,1.74,0.00,4.21,3.62,36.08,-1.18,0.00,0,6,187
180219,-7.81,14.24,0.11,0.00,1.70,0.00,4.35,3.58,36.08,-1.18,0.00,0,6,187
180420,-7.81,14.47,0.10,0.00,1.70,0.00,4.35,3.27,36.08,-1.18,0.00,0,1,187
180619,-7.03,14.70,0.12,0.00,1.66,0.00,4.50,3.82,36.08,-1.18,0.00,0,1,187
180816,-7.03,14.81,0.11,0.00,1.76,0.00,4.64,3.78,36.08,-1.18,0.00,0,1,187
181014,-7.81,14.47,0.12,0.00,1.74,0.00,4.64,4.00,36.08,-1.18,0.39,0,1,187
181213,-7.03,14.81,0.16,0.00,2.41,0.00,4.79,5.35,36.08,-1.18,1.96,0,1,187
181412,-7.03,15.04,0.18,0.00,2.84,0.00,5.80,6.48,36.08,-1.18,2.75,0,1,187
181611,-14.84,13.09,0.21,0.00,2.79,0.00,6.38,7.82,36.08,-1.18,3.92,0,1,187
181811,-10.94,14.01,0.28,0.00,3.97,0.00,7.55,10.33,36.08,-1.18,5.88,0,1,187
182009,-15.62,14.24,0.32,0.00,4.37,0.00,9.29,12.70,36.08,-1.18,7.84,0,1,187
182208,-12.50,14.24,0.31,0.00,4.61,0.00,10.01,13.60,36.08,-1.49,8.63,0,1,187
182408,-3.12,16.77,0.34,0.00,5.20,0.00,10.45,14.37,36.08,-1.49,8.63,0,1,187
182606,-7.81,15.62,0.38,0.00,5.06,0.00,11.03,15.04,36.08,-1.49,10.20,0,1,187
182806,-6.25,15.04,0.40,0.00,5.36,0.00,12.04,15.98,36.08,-1.49,11.37,0,1,187
183004,-3.91,15.16,0.38,0.00,5.77,0.00,12.48,17.38,36.08,-1.80,12.94,0,1,187
183204,-1.56,16.08,0.39,0.00,6.78,0.00,12.62,19.75,36.08,-1.80,14.51,0,1,187
183402,0.78,15.85,0.40,0.00,7.72,0.00,12.77,22.89,36.08,-1.49,16.08,0,1,187
183602,3.91,15.85,0.40,0.00,8.87,0.00,12.77,25.89,36.08,-1.18,16.86,0,1,187
183800,4.69,15.50,0.39,0.00,9.80,0.00,12.77,28.06,36.08,-1.18,16.86,0,1,187
183999,7.03,15.50,0.39,0.00,10.66,0.00,12.62,30.00,36.08,-1.18,16.86,0,1,187
184199,8.59,15.04,0.39,0.00,11.58,0.00,12.48,32.68,36.08,-1.18,16.47,0,1,187
184397,8.59,14.93,0.39,0.00,11.95,0.00,12.04,34.03,36.08,-1.80,15.69,0,1,187
184596,7.81,14.81,0.29,0.00,12.10,0.00,11.46,33.42,36.08,-4.56,3.14,0,1,187
184793,0.00,11.83,0.15,0.00,0.00,0.00,5.22,13.71,36.08,-4.25,0.00,0,6,187
184992,0.00,12.40,0.21,0.00,0.00,0.00,3.77,17.68,36.08,-3.94,0.00,0,1,187
185192,0.00,20.67,0.18,0.00,0.00,0.00,3.77,14.13,36.08,-3.64,0.00,0,1,187
185389,0.00,23.31,0.18,0.00,0.00,0.00,3.92,12.04,36.08,-2.73,1.18,0,2,187
185588,0.00,23.77,0.17,0.00,3.96,0.00,4.21,10.17,36.08,-2.73,2.75,0,2,187
185788,-5.47,14.36,0.18,0.00,4.33,0.00,4.35,9.99,36.08,-2.11,3.53,0,3,187
185986,-14.84,11.14,0.23,0.00,4.19,0.00,5.22,12.47,36.08,-2.11,6.67,0,3,187
186185,-14.84,11.48,0.32,0.00,6.15,0.00,7.11,17.31,36.08,-2.42,9.80,0,2,187
186383,-10.16,14.59,0.41,0.00,7.70,0.00,9.87,23.46,36.08,-2.11,13.73,0,2,187
186583,-10.16,14.81,0.40,0.00,7.13,0.00,11.90,23.18,36.08,-2.11,14.51,0,2,187
186779,-0.78,16.54,0.41,0.00,8.10,0.00,12.19,24.04,36.08,-1.80,14.90,0,2,187
186978,-2.34,15.73,0.41,0.00,8.70,0.00,12.33,25.68,36.08,-2.11,14.90,0,2,187
187176,-0.78,15.27,0.41,0.00,8.97,0.00,12.48,26.20,36.08,-2.11,14.90,0,2,187
187376,1.56,15.39,0.35,0.00,7.96,0.00,11.61,21.37,36.08,-2.73,10.59,0,2,187
187574,1.56,14.81,0.30,0.00,7.38,0.00,10.01,19.59,36.08,-3.04,10.20,0,2,187
187771,2.34,15.04,0.28,0.00,7.11,0.00,9.58,19.58,36.08,-3.04,9.80,0,2,187
187970,5.47,15.27,0.27,0.00,7.17,0.00,9.14,19.20,36.08,-3.04,9.80,0,2,187
188173,6.25,15.04,0.26,0.00,6.85,0.00,9.00,18.65,36.08,-3.04,9.41,0,2,187
188372,7.03,15.04,0.24,0.00,6.53,0.00,8.56,18.05,36.08,-3.35,9.02,0,2,187
188572,8.59,15.16,0.24,0.00,6.61,0.00,8.42,17.44,36.08,-3.35,9.02,0,2,187
188769,10.16,15.16,0.24,0.00,6.68,0.00,8.13,18.05,36.08,-3.35,8.63,0,2,187
188967,10.94,14.81,0.22,0.00,6.23,0.00,7.98,17.44,36.08,-3.35,8.24,0,2,187
189166,11.72,14.93,0.21,0.00,6.33,0.00,7.55,16.46,36.08,-3.35,7.45,0,2,187
189365,12.50,14.93,0.18,0.00,5.36,0.00,6.67,13.42,36.08,-3.35,5.88,0,2,187
189565,8.59,13.90,0.15,0.00,4.92,0.00,5.95,12.19,36.08,-3.35,4.71,0,3,187
189763,10.16,14.47,0.15,0.00,4.41,0.00,5.37,11.77,36.08,-3.35,4.71,0,3,187
189962,11.72,14.81,0.15,0.00,4.47,0.00,5.22,11.71,36.08,-3.35,4.71,0,3,187
190161,10.16,14.24,0.15,0.00,4.48,0.00,5.22,11.51,36.08,-3.64,4.71,0,3,187
190359,9.38,14.24,0.14,0.00,4.46,0.00,5.08,11.25,36.08,-3.64,4.71,0,3,187
190561,9.38,14.59,0.13,0.00,4.49,0.00,5.08,10.28,36.08,-3.64,3.53,0,3,187
190757,9.38,14.47,0.12,0.00,3.98,0.00,4.64,9.66,36.08,-3.64,3.14,0,3,187
190955,8.59,14.59,0.12,0.00,3.98,0.00,4.35,9.48,36.08,-3.64,3.14,0,3,187
191154,6.25,13.90,0.12,0.00,3.97,0.00,4.35,9.18,36.08,-3.35,3.14,0,3,187
191353,5.47,13.78,0.12,0.00,3.98,0.00,4.35,9.43,36.08,-3.64,3.14,0,3,187
191551,3.12,14.01,0.12,0.00,3.96,0.00,4.35,9.22,36.08,-3.35,3.14,0,3,187
191749,2.34,14.01,0.12,0.00,3.96,0.00,4.35,8.40,36.08,-3.35,3.14,0,3,187
191947,3.91,14.47,0.12,0.00,3.94,0.00,4.35,9.04,36.08,-3.35,3.14,0,3,187
192146,1.56,14.47,0.12,0.00,3.93,0.00,4.50,9.70,36.08,-3.35,3.92,0,3,187
192344,2.34,14.36,0.18,0.00,5.00,0.00,5.08,13.60,36.08,-3.64,6.27,0,3,187
192542,-0.78,14.01,0.20,0.00,5.42,0.00,6.09,15.10,36.08,-3.64,7.84,0,3,187
192741,2.34,15.04,0.25,0.00,6.96,0.00,7.11,19.34,36.08,-3.64,10.20,0,3,187
192939,5.47,15.50,0.33,0.00,9.16,0.00,8.71,24.99,36.08,-3.64,13.73,0,3,187
193138,7.81,15.39,0.35,0.00,9.30,0.00,10.59,27.75,36.08,-2.73,14.90,0,2,187
193337,9.38,15.50,0.38,0.00,11.12,0.00,11.61,30.22,36.08,-2.11,16.08,0,2,187
193535,10.16,14.81,0.39,0.00,11.92,0.00,11.90,32.57,36.08,-1.80,16.08,0,2,187
193733,7.03,14.47,0.35,0.00,10.96,0.00,11.17,29.13,36.08,-2.11,12.94,0,2,187
193932,8.59,14.47,0.29,0.00,9.55,0.00,9.87,25.18,36.08,-3.94,10.20,0,2,187
194131,3.12,13.90,0.23,0.00,7.92,0.00,7.98,19.82,36.08,-3.94,7.45,0,2,187
194329,4.69,14.47,0.17,0.00,6.25,0.00,6.24,13.95,35.69,-4.25,4.31,0,2,187
194528,-1.56,13.78,0.13,0.00,4.56,0.00,4.93,11.82,35.69,-4.25,1.96,0,2,187
194726,0.78,14.47,0.15,0.00,5.14,0.00,4.06,13.36,35.69,-4.25,0.39,0,3,187
194923,0.00,11.83,0.15,0.00,0.00,0.00,3.48,13.60,35.69,-3.94,0.00,0,3,187
195124,0.00,13.67,0.14,0.00,0.00,0.00,3.48,12.85,35.69,-3.94,0.00,0,3,187
195323,0.00,22.28,0.13,0.00,0.00,0.00,3.48,11.61,35.69,-3.94,0.00,0,3,187
195522,0.00,23.77,0.13,0.00,0.00,0.00,3.48,11.19,35.69,-3.94,0.00,0,3,187
195721,0.00,24.00,0.12,0.00,0.00,0.00,3.48,10.47,35.69,-3.94,0.00,0,3,187
195924,0.00,23.89,0.12,0.00,0.00,0.00,3.48,9.75,35.69,-3.94,0.00,0,3,187
196122,0.00,23.77,0.12,0.00,0.00,0.00,3.48,9.70,35.69,-3.64,0.00,0,3,187
196321,0.00,23.54,0.11,0.00,0.00,0.00,3.48,8.86,35.29,-3.64,0.00,0,3,187
196519,0.00,23.54,0.11,0.00,0.00,0.00,3.48,8.74,35.69,-3.64,0.00,0,3,187
196719,0.00,23.66,0.11,0.00,0.00,0.00,3.48,8.36,35.29,-3.64,0.00,0,3,187
196920,0.00,23.89,0.10,0.00,0.00,0.00,3.48,7.94,35.29,-3.64,0.00,0,3,187
197118,0.00,23.77,0.10,0.00,0.00,0.00,3.48,7.74,35.29,-3.64,0.00,0,3,187
197319,0.00,23.89,0.10,0.00,0.00,0.00,3.34,7.62,35.29,-3.35,0.00,0,3,187
197516,0.00,23.66,0.09,0.00,0.00,0.00,3.34,6.92,35.29,-3.35,0.00,0,3,187
197717,0.00,24.12,0.09,0.00,0.00,0.00,3.34,7.10,35.29,-3.35,0.00,0,3,187
197913,0.00,23.77,0.09,0.00,0.00,0.00,3.34,6.81,35.29,-3.35,0.00,0,3,187
198112,0.00,24.12,0.09,0.00,0.00,0.00,3.48,6.92,35.69,-3.04,0.00,0,3,187
198312,0.00,23.66,0.09,0.00,0.00,0.00,3.48,6.81,35.69,-3.04,0.00,0,3,187
198510,0.00,24.00,0.09,0.00,0.00,0.00,3.48,6.62,35.69,-3.04,0.00,0,3,187
198708,0.00,24.00,0.09,0.00,0.00,0.00,3.48,6.40,35.69,-3.04,0.00,0,3,187
198907,0.00,23.66,0.09,0.00,0.00,0.00,3.63,6.40,35.69,-3.04,0.00,0,3,187
199106,0.00,23.77,0.10,0.00,0.00,0.00,3.63,6.18,35.69,-3.04,0.00,0,3,187
199305,0.00,23.66,0.10,0.00,0.00,0.00,3.63,6.26,35.69,-2.73,0.00,0,3,187
199504,0.00,23.66,0.09,0.00,0.00,0.00,3.63,6.22,35.69,-2.73,0.00,0,3,187
199701,0.00,23.54,0.09,0.00,0.00,0.00,3.63,5.93,35.69,-2.73,0.00,0,3,187
199902,0.00,23.66,0.10,0.00,0.00,0.00,3.48,6.29,35.69,-2.73,0.00,0,3,187
200102,0.00,23.77,0.10,0.00,0.00,0.00,3.48,6.40,35.69,-2.73,0.00,0,3,187
200301,0.00,23.89,0.11,0.00,0.00,0.00,3.63,6.33,35.69,-2.42,0.00,0,3,187
200498,0.00,23.77,0.11,0.00,0.00,0.00,3.63,5.80,35.69,-2.42,0.00,0,3,187
200696,0.00,24.12,0.13,0.00,0.00,0.00,3.77,6.04,35.69,-1.80,0.00,0,4,187
200896,0.00,24.00,0.13,0.00,2.27,0.00,4.21,5.32,35.69,-1.49,0.00,0,4,187
201094,0.00,24.00,0.10,0.00,2.08,0.00,4.35,4.14,35.69,-1.18,0.00,0,4,187
201293,0.00,22.97,0.11,0.00,1.97,0.00,4.35,4.20,35.69,-1.18,0.00,0,4,187
201490,0.00,17.57,0.11,0.00,1.72,0.00,4.50,3.95,35.69,-1.18,0.00,0,4,187
201689,0.00,16.08,0.11,0.00,1.92,0.00,4.50,4.47,35.69,-1.18,0.00,0,4,187
201888,0.00,15.16,0.11,0.00,1.96,0.00,4.35,4.31,35.69,-1.18,0.00,0,4,187
202086,-0.78,14.81,0.11,0.00,1.96,0.00,4.35,4.17,35.69,-1.18,0.00,0,4,187
202283,-0.78,14.59,0.11,0.00,1.91,0.00,4.35,4.06,35.69,-1.18,0.00,0,3,187
202483,-1.56,14.36,0.11,0.00,1.92,0.00,4.35,3.95,36.08,-1.18,0.00,0,3,187
202680,-1.56,14.36,0.10,0.00,1.91,0.00,4.35,3.91,36.08,-1.18,0.00,0,3,187
202878,-0.78,14.59,0.11,0.00,1.87,0.00,4.35,3.92,36.08,-1.18,0.00,0,3,187
203077,-0.78,14.81,0.11,0.00,1.87,0.00,4.35,4.00,36.08,-1.18,0.00,0,2,187
203275,0.00,15.27,0.13,0.00,1.88,0.00,4.35,5.07,36.08,-1.18,1.96,0,2,187
203473,0.00,15.16,0.19,0.00,3.12,0.00,5.37,7.21,36.08,-1.18,3.14,0,2,187
203672,-13.28,13.90,0.19,0.00,3.06,0.00,6.24,7.74,36.08,-1.18,3.92,0,2,187
203872,-12.50,11.71,0.23,0.00,3.08,0.00,6.67,10.23,36.08,-1.49,5.88,0,1,187
204071,-5.47,14.70,0.25,0.00,4.52,0.00,7.69,12.64,36.08,-1.80,7.06,0,1,187
204272,-7.03,14.70,0.26,0.00,4.76,0.00,8.42,13.90,36.08,-2.11,8.24,0,1,187
204471,0.00,15.96,0.28,0.00,5.49,0.00,8.85,14.78,36.08,-2.11,8.63,0,1,187
204669,-1.56,15.62,0.31,0.00,6.18,0.00,9.43,16.60,36.08,-2.11,9.80,0,1,187
204868,-0.78,15.27,0.35,0.00,6.56,0.00,10.45,18.36,36.08,-2.11,11.37,0,1,187
205067,0.78,15.16,0.36,0.00,6.88,0.00,11.03,19.99,36.08,-2.11,12.16,0,1,187
205266,3.91,15.73,0.37,0.00,8.01,0.00,11.17,21.71,36.08,-2.42,12.55,0,1,187
205464,3.12,15.04,0.39,0.00,7.86,0.00,11.46,22.06,36.08,-2.42,12.94,0,1,187
205663,3.12,14.81,0.42,0.00,7.89,0.00,12.19,22.06,36.08,-2.11,13.33,0,1,187
205862,1.56,14.24,0.47,0.00,7.17,0.00,13.06,20.86,36.08,-1.80,13.73,0,2,187
206062,2.34,14.24,0.47,0.00,7.60,0.00,13.64,20.86,36.08,-1.18,15.29,0,2,189
206263,4.69,15.04,0.47,0.00,8.31,0.00,13.93,22.33,36.08,-0.89,17.25,0,2,187
206459,3.91,14.81,0.45,0.00,8.37,0.00,14.22,22.99,36.08,-0.58,18.43,0,2,187
206658,3.91,14.70,0.45,0.00,8.42,0.00,14.22,23.46,36.08,-0.58,18.43,0,2,187
206856,3.91,14.59,0.44,0.00,8.88,0.00,14.22,25.38,36.08,-0.27,18.43,0,2,187
207055,3.91,14.70,0.45,0.00,9.38,0.00,14.22,26.62,36.08,-0.27,18.43,0,2,187
207255,3.12,14.70,0.45,0.00,10.02,0.00,14.22,27.95,36.08,-0.27,18.43,0,2,187
207451,3.91,14.70,0.46,0.00,10.21,0.00,14.07,29.13,36.08,-0.27,18.43,0,2,187
207650,2.34,14.59,0.46,0.00,10.74,0.00,14.22,30.33,36.08,0.04,19.22,0,2,189
207849,3.91,14.81,0.47,0.00,11.22,0.00,14.22,32.23,36.08,0.04,19.22,0,2,187
208048,3.12,14.47,0.47,0.00,11.65,0.00,14.22,33.06,36.08,0.35,19.22,0,2,189
208247,2.34,14.36,0.47,0.00,11.98,0.00,14.22,34.26,36.08,0.35,18.82,0,2,187
208445,2.34,14.59,0.47,0.00,12.92,0.00,14.07,36.80,36.08,0.66,18.82,0,2,187
208644,1.56,14.24,0.46,0.00,12.77,0.00,14.22,37.53,36.08,0.35,18.43,0,2,187
208842,2.34,14.70,0.46,0.00,13.82,0.00,14.07,38.43,36.08,0.35,17.65,0,2,189
209043,2.34,14.59,0.43,0.00,13.02,0.00,13.49,37.53,35.69,-1.18,16.47,0,2,187
209243,-1.56,14.70,0.36,0.00,12.19,0.00,12.33,31.76,35.69,-3.94,12.55,0,2,187
209441,0.78,14.13,0.35,0.00,10.86,0.00,11.17,31.43,35.69,-3.94,12.16,0,2,187
209640,0.78,15.04,0.33,0.00,11.14,0.00,10.59,30.88,35.69,-4.25,12.16,0,2,189
209837,0.00,14.70,0.19,0.00,0.00,0.00,9.43,15.94,35.69,-4.25,0.00,0,2,189
210036,0.00,12.17,0.19,0.00,0.00,0.00,4.50,17.44,35.69,-4.25,0.00,0,3,189
210235,0.00,14.70,0.22,0.00,0.00,0.00,3.77,17.90,35.69,-3.94,0.00,0,6,189
210432,0.00,23.31,0.20,0.00,0.00,0.00,3.77,13.48,35.69,-3.04,0.00,0,4,189
210632,0.00,23.89,0.20,0.00,0.00,0.00,3.92,11.99,35.69,-2.73,1.57,0,4,189
210830,0.00,23.54,0.17,0.00,3.98,0.00,4.50,9.94,35.69,-2.42,2.75,0,4,189
211028,-6.25,11.94,0.15,0.00,3.54,0.00,4.64,8.61,35.29,-2.42,4.31,0,4,189
211226,-12.50,11.37,0.19,0.00,4.59,0.00,5.37,11.77,35.29,-2.73,5.88,0,4,189
211424,-11.72,13.21,0.26,0.00,5.81,0.00,6.53,15.50,35.29,-2.73,8.63,0,4,189
211622,-12.50,13.78,0.27,0.00,5.76,0.00,8.27,17.38,35.29,-2.73,9.41,0,4,189
211820,-6.25,15.16,0.28,0.00,6.17,0.00,8.85,17.75,35.29,-2.73,9.80,0,4,189
212023,-3.91,16.08,0.22,0.00,5.84,0.00,7.98,13.28,35.29,-2.73,0.00,0,4,189
212218,0.00,14.13,0.11,0.00,0.00,0.00,4.79,5.52,35.29,-2.73,0.00,0,4,189
212423,0.00,12.63,0.10,0.00,0.00,0.00,3.92,6.59,35.29,-2.73,0.00,0,4,189
212621,0.00,18.26,0.12,0.00,0.00,0.00,3.63,6.51,35.29,-2.73,0.00,0,4,189
212819,0.00,24.46,0.11,0.00,0.00,0.00,3.77,7.50,35.29,-2.73,0.00,0,4,189
213018,0.00,23.66,0.11,0.00,0.00,0.00,3.77,6.95,35.29,-2.73,0.00,0,4,189
213217,0.00,23.66,0.11,0.00,0.00,0.00,3.63,6.95,35.29,-2.73,0.00,0,4,189
213415,0.00,24.00,0.12,0.00,0.00,0.00,3.63,6.92,35.29,-2.42,0.00,0,4,189
213614,0.00,24.12,0.12,0.00,0.00,0.00,3.63,6.70,35.29,-2.42,0.00,0,4,189
213814,0.00,23.77,0.11,0.00,0.00,0.00,3.48,5.26,35.29,-2.42,0.00,0,4,189
214012,0.00,23.89,0.12,0.00,0.00,0.00,3.63,6.51,35.29,-2.42,0.00,0,4,189
214210,0.00,23.77,0.12,0.00,0.00,0.00,3.77,6.37,35.29,-2.11,0.00,0,4,189
214409,0.00,23.89,0.12,0.00,0.00,0.00,3.92,6.04,35.29,-2.11,0.00,0,4,189
214608,0.00,23.66,0.12,0.00,0.00,0.00,4.06,5.83,35.29,-1.80,0.00,0,5,189
214807,0.00,23.77,0.10,0.00,0.00,0.00,4.06,5.07,35.29,-1.80,0.00,0,5,189
215005,0.00,23.77,0.11,0.00,0.00,0.00,3.92,5.13,35.29,-1.80,0.00,0,4,189
215204,0.00,23.89,0.11,0.00,0.00,0.00,3.92,5.19,35.29,-1.80,0.00,0,5,189
215402,0.00,23.77,0.11,0.00,2.35,0.00,3.92,5.04,35.69,-1.80,0.00,0,4,189
215600,0.00,24.00,0.10,0.00,2.33,0.00,3.63,4.91,35.69,-1.49,0.00,0,4,189
215799,0.00,18.03,0.11,0.00,2.29,0.00,3.63,5.13,35.69,-1.49,0.00,0,4,189
215998,-3.91,13.09,0.11,0.00,2.22,0.00,3.63,4.94,35.69,-1.49,0.00,0,4,189
216197,-6.25,11.83,0.11,0.00,2.24,0.00,3.63,4.97,35.69,-1.49,0.00,0,4,189
216394,-7.81,11.71,0.10,0.00,1.96,0.00,3.63,4.33,35.69,-1.49,0.00,0,4,189
216593,-9.38,12.17,0.11,0.00,2.22,0.00,3.63,4.88,35.69,-1.49,0.00,0,4,189
216791,-10.16,12.63,0.11,0.00,2.16,0.00,3.63,4.69,35.69,-1.49,0.00,0,4,189
216988,-11.72,12.52,0.11,0.00,1.88,0.00,3.63,4.66,35.69,-1.49,0.00,0,4,189
217187,-12.50,12.75,0.11,0.00,1.89,0.00,3.63,4.63,35.69,-1.49,0.00,0,4,189
217385,-14.06,12.86,0.11,0.00,1.90,0.00,3.63,4.66,35.69,-1.49,0.00,0,4,189
217584,-14.06,13.09,0.11,0.00,1.89,0.00,3.63,4.44,35.69,-1.49,0.00,0,4,189
217783,-14.84,13.44,0.11,0.00,1.86,0.00,3.63,4.44,35.69,-1.49,0.00,0,4,189
217981,-14.84,13.78,0.11,0.00,1.86,0.00,3.77,4.36,35.69,-1.49,0.00,0,4,189
218181,-14.84,14.13,0.11,0.00,1.84,0.00,3.77,4.31,35.69,-1.49,0.00,0,4,189
218379,-15.62,14.01,0.10,0.00,1.82,0.00,3.77,3.95,35.69,-1.49,0.00,0,4,189
218577,-15.62,14.13,0.09,0.00,1.82,0.00,3.77,4.17,35.69,-1.49,0.00,0,4,189
218775,-14.84,14.70,0.08,0.00,1.56,0.00,3.92,3.36,35.69,-1.49,0.00,0,4,189
218974,-14.06,14.81,0.10,0.00,1.85,0.00,4.06,4.28,35.69,-1.18,0.00,0,4,189
